ps_id,role_or_occupation_ref,ref_kind,temperament_weights,values_weights,motives,fears,risk_traits,fears_motives_note,initial_mood_rules,derivation_rule,source_refs,confidence
ps_occ_nov_occ_hunter_trapper,nov_occ_hunter_trapper,occupation,"{""calm"": 1, ""withdrawn"": 1, ""hot_tempered"": 3, ""wary"": 1}","{""custom"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""medium_high"", ""witness"": ""unspecified""}",common_goals/common_fears (occupations TSV) are identical template text across all rows (distinct=1) — not used; no per-occupation motive/fear source available (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over occupation_group, typical_status_range (via wealth_band), combat_likelihood, violence_risk; see build.py:rule_temperament_values_from_occ",novgorod_occupations_v1_enriched.tsv#nov_occ_hunter_trapper,C
ps_occ_nov_occ_bortnik,nov_occ_bortnik,occupation,"{""calm"": 1, ""withdrawn"": 1, ""hot_tempered"": 3, ""wary"": 1}","{""custom"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""medium_high"", ""witness"": ""unspecified""}",common_goals/common_fears (occupations TSV) are identical template text across all rows (distinct=1) — not used; no per-occupation motive/fear source available (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over occupation_group, typical_status_range (via wealth_band), combat_likelihood, violence_risk; see build.py:rule_temperament_values_from_occ",novgorod_occupations_v1_enriched.tsv#nov_occ_bortnik,C
ps_occ_nov_occ_forest_worker,nov_occ_forest_worker,occupation,"{""calm"": 1, ""withdrawn"": 1, ""wary"": 2, ""hot_tempered"": 3}","{""custom"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""medium_high"", ""witness"": ""unspecified""}",common_goals/common_fears (occupations TSV) are identical template text across all rows (distinct=1) — not used; no per-occupation motive/fear source available (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over occupation_group, typical_status_range (via wealth_band), combat_likelihood, violence_risk; see build.py:rule_temperament_values_from_occ",novgorod_occupations_v1_enriched.tsv#nov_occ_forest_worker,C
ps_occ_nov_occ_saltworker,nov_occ_saltworker,occupation,"{""calm"": 1, ""withdrawn"": 1, ""hot_tempered"": 3, ""wary"": 1}","{""custom"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""medium_high"", ""witness"": ""unspecified""}",common_goals/common_fears (occupations TSV) are identical template text across all rows (distinct=1) — not used; no per-occupation motive/fear source available (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over occupation_group, typical_status_range (via wealth_band), combat_likelihood, violence_risk; see build.py:rule_temperament_values_from_occ",novgorod_occupations_v1_enriched.tsv#nov_occ_saltworker,C
ps_occ_nov_occ_miller,nov_occ_miller,occupation,"{""calm"": 2, ""hot_tempered"": 1, ""wary"": 1}","{""kin_loyalty"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""medium"", ""witness"": ""unspecified""}",common_goals/common_fears (occupations TSV) are identical template text across all rows (distinct=1) — not used; no per-occupation motive/fear source available (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over occupation_group, typical_status_range (via wealth_band), combat_likelihood, violence_risk; see build.py:rule_temperament_values_from_occ",novgorod_occupations_v1_enriched.tsv#nov_occ_miller,C
ps_occ_nov_occ_pogost_service_worker,nov_occ_pogost_service_worker,occupation,"{""calm"": 2, ""hot_tempered"": 1, ""wary"": 1}","{""kin_loyalty"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""medium"", ""witness"": ""unspecified""}",common_goals/common_fears (occupations TSV) are identical template text across all rows (distinct=1) — not used; no per-occupation motive/fear source available (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over occupation_group, typical_status_range (via wealth_band), combat_likelihood, violence_risk; see build.py:rule_temperament_values_from_occ",novgorod_occupations_v1_enriched.tsv#nov_occ_pogost_service_worker,C
ps_occ_nov_occ_monastic_laborer,nov_occ_monastic_laborer,occupation,"{""calm"": 2, ""wary"": 3, ""hot_tempered"": 1}","{""piety"": 2}",[],[],"{""theft"": ""unspecified"", ""violence"": ""high_social_risk_not_violence"", ""witness"": ""unspecified""}",common_goals/common_fears (occupations TSV) are identical template text across all rows (distinct=1) — not used; no per-occupation motive/fear source available (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over occupation_group, typical_status_range (via wealth_band), combat_likelihood, violence_risk; see build.py:rule_temperament_values_from_occ",novgorod_occupations_v1_enriched.tsv#nov_occ_monastic_laborer,C
ps_occ_nov_occ_monastery_steward,nov_occ_monastery_steward,occupation,"{""calm"": 2, ""assertive"": 1, ""hot_tempered"": 1, ""wary"": 2}","{""piety"": 2}",[],[],"{""theft"": ""unspecified"", ""violence"": ""high_social_risk_not_violence"", ""witness"": ""unspecified""}",common_goals/common_fears (occupations TSV) are identical template text across all rows (distinct=1) — not used; no per-occupation motive/fear source available (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over occupation_group, typical_status_range (via wealth_band), combat_likelihood, violence_risk; see build.py:rule_temperament_values_from_occ",novgorod_occupations_v1_enriched.tsv#nov_occ_monastery_steward,C
ps_occ_nov_occ_parish_priest_service,nov_occ_parish_priest_service,occupation,"{""calm"": 2, ""hot_tempered"": 1, ""wary"": 2}","{""piety"": 2}",[],[],"{""theft"": ""unspecified"", ""violence"": ""high_social_risk_not_violence"", ""witness"": ""unspecified""}",common_goals/common_fears (occupations TSV) are identical template text across all rows (distinct=1) — not used; no per-occupation motive/fear source available (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over occupation_group, typical_status_range (via wealth_band), combat_likelihood, violence_risk; see build.py:rule_temperament_values_from_occ",novgorod_occupations_v1_enriched.tsv#nov_occ_parish_priest_service,C
ps_occ_nov_occ_deacon_service,nov_occ_deacon_service,occupation,"{""calm"": 2, ""hot_tempered"": 1, ""wary"": 2}","{""piety"": 2}",[],[],"{""theft"": ""unspecified"", ""violence"": ""high_social_risk_not_violence"", ""witness"": ""unspecified""}",common_goals/common_fears (occupations TSV) are identical template text across all rows (distinct=1) — not used; no per-occupation motive/fear source available (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over occupation_group, typical_status_range (via wealth_band), combat_likelihood, violence_risk; see build.py:rule_temperament_values_from_occ",novgorod_occupations_v1_enriched.tsv#nov_occ_deacon_service,C
ps_occ_nov_occ_monk_service,nov_occ_monk_service,occupation,"{""calm"": 2, ""hot_tempered"": 1, ""wary"": 2}","{""piety"": 2}",[],[],"{""theft"": ""unspecified"", ""violence"": ""high_social_risk_not_violence"", ""witness"": ""unspecified""}",common_goals/common_fears (occupations TSV) are identical template text across all rows (distinct=1) — not used; no per-occupation motive/fear source available (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over occupation_group, typical_status_range (via wealth_band), combat_likelihood, violence_risk; see build.py:rule_temperament_values_from_occ",novgorod_occupations_v1_enriched.tsv#nov_occ_monk_service,C
ps_occ_nov_occ_novice_work,nov_occ_novice_work,occupation,"{""calm"": 2, ""wary"": 3, ""hot_tempered"": 1}","{""piety"": 2}",[],[],"{""theft"": ""unspecified"", ""violence"": ""high_social_risk_not_violence"", ""witness"": ""unspecified""}",common_goals/common_fears (occupations TSV) are identical template text across all rows (distinct=1) — not used; no per-occupation motive/fear source available (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over occupation_group, typical_status_range (via wealth_band), combat_likelihood, violence_risk; see build.py:rule_temperament_values_from_occ",novgorod_occupations_v1_enriched.tsv#nov_occ_novice_work,C
ps_occ_nov_occ_church_guard,nov_occ_church_guard,occupation,"{""calm"": 2, ""wary"": 3, ""hot_tempered"": 1}","{""piety"": 2}",[],[],"{""theft"": ""unspecified"", ""violence"": ""high_social_risk_not_violence"", ""witness"": ""unspecified""}",common_goals/common_fears (occupations TSV) are identical template text across all rows (distinct=1) — not used; no per-occupation motive/fear source available (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over occupation_group, typical_status_range (via wealth_band), combat_likelihood, violence_risk; see build.py:rule_temperament_values_from_occ",novgorod_occupations_v1_enriched.tsv#nov_occ_church_guard,C
ps_occ_nov_occ_ponomar,nov_occ_ponomar,occupation,"{""calm"": 2, ""hot_tempered"": 1, ""wary"": 2}","{""piety"": 2}",[],[],"{""theft"": ""unspecified"", ""violence"": ""high_social_risk_not_violence"", ""witness"": ""unspecified""}",common_goals/common_fears (occupations TSV) are identical template text across all rows (distinct=1) — not used; no per-occupation motive/fear source available (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over occupation_group, typical_status_range (via wealth_band), combat_likelihood, violence_risk; see build.py:rule_temperament_values_from_occ",novgorod_occupations_v1_enriched.tsv#nov_occ_ponomar,C
ps_occ_nov_occ_scribe,nov_occ_scribe,occupation,"{""calm"": 2, ""hot_tempered"": 1, ""wary"": 2}","{""piety"": 2}",[],[],"{""theft"": ""unspecified"", ""violence"": ""high_social_risk_not_violence"", ""witness"": ""unspecified""}",common_goals/common_fears (occupations TSV) are identical template text across all rows (distinct=1) — not used; no per-occupation motive/fear source available (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over occupation_group, typical_status_range (via wealth_band), combat_likelihood, violence_risk; see build.py:rule_temperament_values_from_occ",novgorod_occupations_v1_enriched.tsv#nov_occ_scribe,C
ps_occ_nov_occ_cook_baker,nov_occ_cook_baker,occupation,"{""calm"": 1, ""sociable"": 1, ""wary"": 2, ""hot_tempered"": 1}","{""custom"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""medium"", ""witness"": ""unspecified""}",common_goals/common_fears (occupations TSV) are identical template text across all rows (distinct=1) — not used; no per-occupation motive/fear source available (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over occupation_group, typical_status_range (via wealth_band), combat_likelihood, violence_risk; see build.py:rule_temperament_values_from_occ",novgorod_occupations_v1_enriched.tsv#nov_occ_cook_baker,C
ps_occ_nov_occ_household_servant,nov_occ_household_servant,occupation,"{""calm"": 1, ""timid"": 2, ""hot_tempered"": 1, ""wary"": 1}","{""safety"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""medium"", ""witness"": ""unspecified""}",common_goals/common_fears (occupations TSV) are identical template text across all rows (distinct=1) — not used; no per-occupation motive/fear source available (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over occupation_group, typical_status_range (via wealth_band), combat_likelihood, violence_risk; see build.py:rule_temperament_values_from_occ",novgorod_occupations_v1_enriched.tsv#nov_occ_household_servant,C
ps_occ_nov_occ_day_laborer,nov_occ_day_laborer,occupation,"{""calm"": 1, ""timid"": 1, ""wary"": 2, ""hot_tempered"": 1}","{""safety"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""medium"", ""witness"": ""unspecified""}",common_goals/common_fears (occupations TSV) are identical template text across all rows (distinct=1) — not used; no per-occupation motive/fear source available (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over occupation_group, typical_status_range (via wealth_band), combat_likelihood, violence_risk; see build.py:rule_temperament_values_from_occ",novgorod_occupations_v1_enriched.tsv#nov_occ_day_laborer,C
ps_occ_nov_occ_stable_worker,nov_occ_stable_worker,occupation,"{""calm"": 1, ""timid"": 1, ""wary"": 2, ""hot_tempered"": 1}","{""safety"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""medium"", ""witness"": ""unspecified""}",common_goals/common_fears (occupations TSV) are identical template text across all rows (distinct=1) — not used; no per-occupation motive/fear source available (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over occupation_group, typical_status_range (via wealth_band), combat_likelihood, violence_risk; see build.py:rule_temperament_values_from_occ",novgorod_occupations_v1_enriched.tsv#nov_occ_stable_worker,C
ps_occ_nov_occ_cattle_keeper,nov_occ_cattle_keeper,occupation,"{""calm"": 2, ""wary"": 2, ""hot_tempered"": 1}","{""kin_loyalty"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""medium"", ""witness"": ""unspecified""}",common_goals/common_fears (occupations TSV) are identical template text across all rows (distinct=1) — not used; no per-occupation motive/fear source available (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over occupation_group, typical_status_range (via wealth_band), combat_likelihood, violence_risk; see build.py:rule_temperament_values_from_occ",novgorod_occupations_v1_enriched.tsv#nov_occ_cattle_keeper,C
ps_occ_nov_occ_midwife_birth_helper,nov_occ_midwife_birth_helper,occupation,"{""calm"": 2, ""hot_tempered"": 1, ""wary"": 1}","{""kin_loyalty"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""medium"", ""witness"": ""unspecified""}",common_goals/common_fears (occupations TSV) are identical template text across all rows (distinct=1) — not used; no per-occupation motive/fear source available (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over occupation_group, typical_status_range (via wealth_band), combat_likelihood, violence_risk; see build.py:rule_temperament_values_from_occ",novgorod_occupations_v1_enriched.tsv#nov_occ_midwife_birth_helper,C
ps_occ_nov_occ_healer_herbal_helper,nov_occ_healer_herbal_helper,occupation,"{""calm"": 2, ""hot_tempered"": 1, ""wary"": 1}","{""kin_loyalty"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""medium"", ""witness"": ""unspecified""}",common_goals/common_fears (occupations TSV) are identical template text across all rows (distinct=1) — not used; no per-occupation motive/fear source available (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over occupation_group, typical_status_range (via wealth_band), combat_likelihood, violence_risk; see build.py:rule_temperament_values_from_occ",novgorod_occupations_v1_enriched.tsv#nov_occ_healer_herbal_helper,C
ps_occ_nov_occ_beggar_alms,nov_occ_beggar_alms,occupation,"{""calm"": 1, ""timid"": 5}","{""safety"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""high_as_target"", ""witness"": ""unspecified""}",common_goals/common_fears (occupations TSV) are identical template text across all rows (distinct=1) — not used; no per-occupation motive/fear source available (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over occupation_group, typical_status_range (via wealth_band), combat_likelihood, violence_risk; see build.py:rule_temperament_values_from_occ",novgorod_occupations_v1_enriched.tsv#nov_occ_beggar_alms,C
ps_occ_nov_occ_pilgrim_traveler,nov_occ_pilgrim_traveler,occupation,"{""calm"": 2, ""wary"": 3, ""hot_tempered"": 1}","{""piety"": 2}",[],[],"{""theft"": ""unspecified"", ""violence"": ""high_social_risk_not_violence"", ""witness"": ""unspecified""}",common_goals/common_fears (occupations TSV) are identical template text across all rows (distinct=1) — not used; no per-occupation motive/fear source available (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over occupation_group, typical_status_range (via wealth_band), combat_likelihood, violence_risk; see build.py:rule_temperament_values_from_occ",novgorod_occupations_v1_enriched.tsv#nov_occ_pilgrim_traveler,C
ps_occ_nov_occ_messenger_runner,nov_occ_messenger_runner,occupation,"{""calm"": 1, ""withdrawn"": 1, ""hot_tempered"": 3, ""wary"": 1}","{""safety"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""medium_high"", ""witness"": ""unspecified""}",common_goals/common_fears (occupations TSV) are identical template text across all rows (distinct=1) — not used; no per-occupation motive/fear source available (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over occupation_group, typical_status_range (via wealth_band), combat_likelihood, violence_risk; see build.py:rule_temperament_values_from_occ",novgorod_occupations_v1_enriched.tsv#nov_occ_messenger_runner,C
ps_role_nov_role_prince,nov_role_prince,role,"{""calm"": 1, ""assertive"": 2}","{""honour"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_prince,C
ps_role_nov_role_posadnik,nov_role_posadnik,role,"{""calm"": 1, ""assertive"": 2}","{""honour"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_posadnik,C
ps_role_nov_role_tysyatsky,nov_role_tysyatsky,role,"{""calm"": 1, ""assertive"": 2}","{""honour"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_tysyatsky,C
ps_role_nov_role_sotsky,nov_role_sotsky,role,"{""calm"": 1, ""assertive"": 1}","{""honour"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_sotsky,C
ps_role_nov_role_city_elder,nov_role_city_elder,role,"{""calm"": 1, ""assertive"": 2}","{""honour"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_city_elder,C
ps_role_nov_role_starosta,nov_role_starosta,role,"{""calm"": 2}","{""kin_loyalty"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_starosta,C
ps_role_nov_role_toll_collector,nov_role_toll_collector,role,"{""calm"": 1, ""assertive"": 1}","{""honour"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_toll_collector,C
ps_role_nov_role_guard,nov_role_guard,role,"{""calm"": 1, ""hot_tempered"": 1, ""wary"": 1}","{""honour"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_guard,C
ps_role_nov_role_princely_man,nov_role_princely_man,role,"{""calm"": 1, ""hot_tempered"": 1}","{""honour"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_princely_man,C
ps_role_nov_role_princely_druzhinnik,nov_role_princely_druzhinnik,role,"{""calm"": 1, ""hot_tempered"": 1, ""assertive"": 1}","{""honour"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_princely_druzhinnik,C
ps_role_nov_role_junior_druzhinnik,nov_role_junior_druzhinnik,role,"{""calm"": 1, ""hot_tempered"": 1}","{""honour"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_junior_druzhinnik,C
ps_role_nov_role_bishop_man,nov_role_bishop_man,role,"{""calm"": 2}","{""piety"": 2}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_bishop_man,C
ps_role_nov_role_boyar_man,nov_role_boyar_man,role,"{""calm"": 1, ""sociable"": 1, ""wary"": 2}","{""custom"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_boyar_man,C
ps_role_nov_role_boyar,nov_role_boyar,role,"{""calm"": 1, ""sociable"": 1, ""assertive"": 1}","{""custom"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_boyar,C
ps_role_nov_role_boyar_house_mistress,nov_role_boyar_house_mistress,role,"{""calm"": 1, ""sociable"": 1, ""assertive"": 1}","{""custom"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_boyar_house_mistress,C
ps_role_nov_role_merchant_guest,nov_role_merchant_guest,role,"{""calm"": 1, ""sociable"": 1, ""assertive"": 1}","{""profit"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_merchant_guest,C
ps_role_nov_role_local_merchant,nov_role_local_merchant,role,"{""calm"": 1, ""sociable"": 1}","{""profit"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_local_merchant,C
ps_role_nov_role_merchant_clerk,nov_role_merchant_clerk,role,"{""calm"": 1, ""sociable"": 1, ""wary"": 1}","{""profit"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_merchant_clerk,C
ps_role_nov_role_trader,nov_role_trader,role,"{""calm"": 1, ""sociable"": 1, ""wary"": 1}","{""profit"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_trader,C
ps_role_nov_role_foreign_guest,nov_role_foreign_guest,role,"{""calm"": 1, ""sociable"": 1, ""assertive"": 1}","{""profit"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_foreign_guest,C
ps_role_nov_role_craftsman_master,nov_role_craftsman_master,role,"{""calm"": 1, ""sociable"": 1}","{""custom"": 1}",[],[],"{""theft"": ""unspecified"", ""violence"": ""unspecified"", ""witness"": ""unspecified""}",typical_fears/attitude_to_* (roles TSV) are identical template text across all 71 rows (distinct=1) — not used; risk_traits fields have no source column at all for roles (gap).,baseline=calm=1; see derivation_rule for the categorical weight table (no invented per-row numbers),"categorical table over role_group, social_rank, freedom_status; see build.py:rule_temperament_values_from_role",novgorod_social_roles_v1_enriched.tsv#nov_role_craftsman_master,C
