sc_id,role,item_ref,resolves_to,name_ru,category,historical_confidence,generation_policy,frequency_class,weight,status
sc_scn019,required,FOD0051,matcult_item,Зерно ржи,food,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn019,required,FOD0050,matcult_item,Зерно овса,food,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn019,allowed,POT0015,matcult_item,Керамическая миска,pottery_and_vessels,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn019,allowed,POT0001,matcult_item,Деревянная крышка сосуда,pottery_and_vessels,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn019,allowed,MSC0046,matcult_item,Колотые дрова,miscellaneous,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn019,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn019,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn019,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn020,required,AGR0017,matcult_item,Ручные жернова,agriculture,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn020,required,AGR0001,matcult_item,Деревянное ведро для доения,agriculture,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn020,required,FOD0051,matcult_item,Зерно ржи,food,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn020,required,FOD0050,matcult_item,Зерно овса,food,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn020,allowed,CON0001,matcult_item,Железная дверная петля,construction,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn020,allowed,CON0002,matcult_item,Железный дверной пробой/накладка,construction,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn020,allowed,LTR0017,matcult_item,Двухколёсная грузовая телега,land_transport,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn020,allowed,LTR0001,matcult_item,Деревянная ось телеги,land_transport,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn020,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn020,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn020,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn021,required,TRD0017,matcult_item,Деревянный прилавок на козлах,trade,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn021,required,TRD0037,matcult_item,Малые равноплечие весы купца,trade,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn021,required,TRD0001,matcult_item,Купеческая печать-матрица — редкая,trade,C,reference_required,ubiquitous,8,candidate
sc_scn021,required,POT0001,matcult_item,Деревянная крышка сосуда,pottery_and_vessels,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn021,required,POT0002,matcult_item,Деревянная ложка,pottery_and_vessels,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn021,allowed,TRD0052,matcult_item,Тюк кожи,trade,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn021,allowed,TRD0028,matcult_item,Свинцовая товарная пломба,trade,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn021,allowed,TRD0019,matcult_item,Деревянная мера объёма,trade,B,safe_with_constraints,contextual,2,candidate
sc_scn021,allowed,FOD0061,matcult_item,Дичь,food,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn021,allowed,FOD0051,matcult_item,Зерно ржи,food,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn021,allowed,FOD0025,matcult_item,Жидкий мёд,food,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn021,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn021,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn021,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn022,required,TRD0017,matcult_item,Деревянный прилавок на козлах,trade,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn022,required,TRD0037,matcult_item,Малые равноплечие весы купца,trade,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn022,required,TRD0047,matcult_item,Бочка мёда,trade,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn022,required,TRD0052,matcult_item,Тюк кожи,trade,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn022,required,STR0007,matcult_item,Деревянная уличная мостовая,streets_and_infrastructure,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn022,required,STR0001,matcult_item,Великий мост XII–XIII века: деревянная мостовая трасса,streets_and_infrastructure,B,reference_required,ubiquitous,8,candidate
sc_scn022,allowed,LTR0017,matcult_item,Двухколёсная грузовая телега,land_transport,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn022,allowed,LTR0028,matcult_item,Поперечина саней,land_transport,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn022,allowed,WTR0038,matcult_item,Рыбацкая лодка с парой вёсел,water_transport,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn022,allowed,FRN0042,matcult_item,Готландский купеческий дорожный сундук,foreign_material_culture,B,safe_with_constraints,contextual,2,candidate
sc_scn022,allowed,FRN0001,matcult_item,Балтийский бронзовый подвес/фурнитура как контактный предмет,foreign_material_culture,B,safe_with_constraints,contextual,2,candidate
sc_scn022,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn022,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn022,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn023,required,ARC0001,matcult_item,Конюшня городской/усадебной постройки,architecture,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn023,required,TRD0047,matcult_item,Бочка мёда,trade,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn023,required,TRD0052,matcult_item,Тюк кожи,trade,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn023,required,TRD0009,matcult_item,Мешок ржи,trade,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn023,required,TRD0030,matcult_item,Купеческий сундук,trade,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn023,allowed,WRT0014,matcult_item,Свинцовая вислая печать,writing,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn023,allowed,WRT0001,matcult_item,Пакет/связка документов в сундуке,writing,C,reference_required,contextual,2,candidate
sc_scn023,allowed,TRD0037,matcult_item,Малые равноплечие весы купца,trade,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn023,allowed,TRD0001,matcult_item,Купеческая печать-матрица — редкая,trade,C,reference_required,contextual,2,candidate
sc_scn023,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn023,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn023,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn024,required,FRN0042,matcult_item,Готландский купеческий дорожный сундук,foreign_material_culture,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn024,required,FRN0028,matcult_item,Импортная дубовая бочка,foreign_material_culture,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn024,required,FRN0019,matcult_item,Западная поливная керамика,foreign_material_culture,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn024,required,FRN0001,matcult_item,Балтийский бронзовый подвес/фурнитура как контактный предмет,foreign_material_culture,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn024,required,TRD0037,matcult_item,Малые равноплечие весы купца,trade,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn024,required,TRD0028,matcult_item,Свинцовая товарная пломба,trade,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn024,required,TRD0001,matcult_item,Купеческая печать-матрица — редкая,trade,C,reference_required,ubiquitous,8,candidate
sc_scn024,allowed,WTR0039,matcult_item,Балтийское клинкерное торговое судно,water_transport,B,safe_with_constraints,contextual,2,candidate
sc_scn024,allowed,REL0001,matcult_item,Деревянная икона,religious_items,B,safe_with_constraints,contextual,2,candidate
sc_scn024,allowed,WRT0001,matcult_item,Пакет/связка документов в сундуке,writing,C,reference_required,contextual,2,candidate
sc_scn024,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn024,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn024,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn024,forbidden,AP050,anti_pattern,Массовые монеты в каждой сцене,,,,,,candidate
sc_scn025,required,STR0011,matcult_item,Небольшие деревянные мостки/причал,streets_and_infrastructure,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn025,required,STR0001,matcult_item,Великий мост XII–XIII века: деревянная мостовая трасса,streets_and_infrastructure,B,reference_required,ubiquitous,8,candidate
sc_scn025,required,WTR0038,matcult_item,Рыбацкая лодка с парой вёсел,water_transport,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn025,required,WTR0032,matcult_item,Швартовый канат,water_transport,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn025,required,TRD0047,matcult_item,Бочка мёда,trade,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn025,required,TRD0052,matcult_item,Тюк кожи,trade,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn025,allowed,MSC0017,matcult_item,Обломок лодочной доски,miscellaneous,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn025,allowed,MSC0015,matcult_item,Верёвочный узел/обрывок каната,miscellaneous,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn025,allowed,FSH0027,matcult_item,Ставная сеть,fishing,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn025,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn025,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn025,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn025,forbidden,AP036,anti_pattern,Корабль Великих географических открытий,,,,,,candidate
sc_scn025,forbidden,AP037,anti_pattern,Драккар эпохи викингов как универсальная ладья,,,,,,candidate
sc_scn025,forbidden,AP038,anti_pattern,Большой когг в каждом новгородском причале,,,,,,candidate
sc_scn026,required,WTR0027,matcult_item,Малая перевозочная лодка/паром,water_transport,C,reference_required,ubiquitous,8,candidate
sc_scn026,required,WTR0011,matcult_item,Весло лодочное,water_transport,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn026,allowed,TRD0009,matcult_item,Мешок ржи,trade,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn026,allowed,TRD0047,matcult_item,Бочка мёда,trade,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn026,allowed,LIV0030,matcult_item,Обозная лошадь,livestock,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn026,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn026,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn026,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn026,forbidden,AP036,anti_pattern,Корабль Великих географических открытий,,,,,,candidate
sc_scn026,forbidden,AP037,anti_pattern,Драккар эпохи викингов как универсальная ладья,,,,,,candidate
sc_scn026,forbidden,AP038,anti_pattern,Большой когг в каждом новгородском причале,,,,,,candidate
sc_scn027,required,WTR0018,matcult_item,Военная ладья без специализированного «боевого» корпуса,water_transport,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn027,required,WTR0012,matcult_item,Деревянная мачта,water_transport,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn027,required,WTR0011,matcult_item,Весло лодочное,water_transport,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn027,required,TRD0047,matcult_item,Бочка мёда,trade,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn027,required,TRD0052,matcult_item,Тюк кожи,trade,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn027,allowed,MIL0008,matcult_item,Лагерная верёвка,military_equipment,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn027,allowed,MIL0007,matcult_item,Походный котёл с дужкой,military_equipment,B,safe_with_constraints,contextual,2,candidate
sc_scn027,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn027,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn027,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn027,forbidden,AP036,anti_pattern,Корабль Великих географических открытий,,,,,,candidate
sc_scn027,forbidden,AP037,anti_pattern,Драккар эпохи викингов как универсальная ладья,,,,,,candidate
sc_scn027,forbidden,AP038,anti_pattern,Большой когг в каждом новгородском причале,,,,,,candidate
sc_scn028,required,WTR0040,matcult_item,Ранний когг немецких купцов — внешний контекст,water_transport,C,reference_required,ubiquitous,8,candidate
sc_scn028,required,FRN0001,matcult_item,Балтийский бронзовый подвес/фурнитура как контактный предмет,foreign_material_culture,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn028,required,FRN0002,matcult_item,Ливонский/балтийский боевой наконечник как импорт/личная вещь,foreign_material_culture,C,reference_required,ubiquitous,8,candidate
sc_scn028,allowed,TRD0028,matcult_item,Свинцовая товарная пломба,trade,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn028,allowed,TRD0037,matcult_item,Малые равноплечие весы купца,trade,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn028,allowed,TRD0052,matcult_item,Тюк кожи,trade,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn028,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn028,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn028,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn028,forbidden,AP036,anti_pattern,Корабль Великих географических открытий,,,,,,candidate
sc_scn028,forbidden,AP037,anti_pattern,Драккар эпохи викингов как универсальная ладья,,,,,,candidate
sc_scn028,forbidden,AP038,anti_pattern,Большой когг в каждом новгородском причале,,,,,,candidate
sc_scn028,forbidden,AP050,anti_pattern,Массовые монеты в каждой сцене,,,,,,candidate
sc_scn029,required,FSH0027,matcult_item,Ставная сеть,fishing,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn029,required,FSH0007,matcult_item,Берестяной поплавок сети,fishing,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn029,required,FSH0013,matcult_item,Каменное грузило сети,fishing,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn029,required,FSH0006,matcult_item,Железный рыболовный крючок,fishing,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn029,required,WTR0038,matcult_item,Рыбацкая лодка с парой вёсел,water_transport,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn029,allowed,MSC0001,matcult_item,Соломенная подстилка,miscellaneous,B,safe_with_constraints,contextual,2,candidate
sc_scn029,allowed,MSC0002,matcult_item,Куча коры,miscellaneous,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn029,allowed,POT0001,matcult_item,Деревянная крышка сосуда,pottery_and_vessels,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn029,allowed,POT0002,matcult_item,Деревянная ложка,pottery_and_vessels,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn029,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn029,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn029,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn030,required,FSH0006,matcult_item,Железный рыболовный крючок,fishing,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn030,required,FSH0004,matcult_item,Трёхзубая рыболовная острога,fishing,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn030,required,MSC0014,matcult_item,Наледь на сходнях/причале,miscellaneous,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn030,required,MSC0001,matcult_item,Соломенная подстилка,miscellaneous,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn030,allowed,LTR0028,matcult_item,Поперечина саней,land_transport,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn030,allowed,POT0001,matcult_item,Деревянная крышка сосуда,pottery_and_vessels,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn030,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn030,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn030,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn031,required,ARC0001,matcult_item,Конюшня городской/усадебной постройки,architecture,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn031,required,LIV0030,matcult_item,Обозная лошадь,livestock,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn031,required,LIV0001,matcult_item,Кошка домашняя,livestock,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn031,required,HRS0035,matcult_item,Кожаная узда,horse_equipment,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn031,required,HRS0034,matcult_item,Шпора с шипом,horse_equipment,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn031,allowed,MSC0001,matcult_item,Соломенная подстилка,miscellaneous,B,safe_with_constraints,contextual,2,candidate
sc_scn031,allowed,MSC0040,matcult_item,Навоз в конюшне/хлеву,miscellaneous,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn031,allowed,MSC0002,matcult_item,Куча коры,miscellaneous,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn031,allowed,HOU0031,matcult_item,Долбленое ведро,household_items,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn031,allowed,HOU0019,matcult_item,Корыто долбленое,household_items,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn031,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn031,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn031,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn032,required,ARC0002,matcult_item,Хлев для крупного и мелкого скота,architecture,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn032,required,LIV0024,matcult_item,Невысокая домашняя корова северного средневекового типа,livestock,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn032,required,LIV0002,matcult_item,Средневековый бык,livestock,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn032,required,LIV0003,matcult_item,Телёнок,livestock,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn032,allowed,MSC0030,matcult_item,Солома,miscellaneous,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn032,allowed,MSC0040,matcult_item,Навоз в конюшне/хлеву,miscellaneous,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn032,allowed,MSC0001,matcult_item,Соломенная подстилка,miscellaneous,B,safe_with_constraints,contextual,2,candidate
sc_scn032,allowed,HOU0019,matcult_item,Корыто долбленое,household_items,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn032,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn032,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn032,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn033,required,ARC0018,matcult_item,Клеть-амбар,architecture,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn033,required,FOD0051,matcult_item,Зерно ржи,food,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn033,required,POT0001,matcult_item,Деревянная крышка сосуда,pottery_and_vessels,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn033,required,POT0002,matcult_item,Деревянная ложка,pottery_and_vessels,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn033,allowed,AGR0003,matcult_item,Деревянная лопата,agriculture,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn033,allowed,AGR0001,matcult_item,Деревянное ведро для доения,agriculture,B,safe_with_constraints,contextual,2,candidate
sc_scn033,allowed,TRD0019,matcult_item,Деревянная мера объёма,trade,B,safe_with_constraints,contextual,2,candidate
sc_scn033,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn033,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn033,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn034,required,AGR0012,matcult_item,Железный серп,agriculture,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn034,required,AGR0039,matcult_item,Сноп зерна,agriculture,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn034,required,AGR0044,matcult_item,Деревянные грабли,agriculture,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn034,required,FOD0051,matcult_item,Зерно ржи,food,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn034,allowed,LTR0017,matcult_item,Двухколёсная грузовая телега,land_transport,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn034,allowed,LIV0030,matcult_item,Обозная лошадь,livestock,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn034,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn034,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn034,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn035,required,AGR0021,matcult_item,Цеп для обмолота,agriculture,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn035,required,AGR0016,matcult_item,Деревянные вилы из развилки,agriculture,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn035,required,AGR0001,matcult_item,Деревянное ведро для доения,agriculture,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn035,required,ARC0010,matcult_item,Дощатая дверь на деревянных навесах/петлях,architecture,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn035,required,ARC0018,matcult_item,Клеть-амбар,architecture,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn035,allowed,FOD0051,matcult_item,Зерно ржи,food,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn035,allowed,MSC0030,matcult_item,Солома,miscellaneous,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn035,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn035,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn035,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn036,required,HNT0003,matcult_item,Охотничий лук простой,hunting,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn036,required,HNT0002,matcult_item,Охотничья стрела с широким наконечником,hunting,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn036,required,HNT0025,matcult_item,Охотничий нож,hunting,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn036,required,HNT0001,matcult_item,Охотничья стрела с тупым наконечником,hunting,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn036,allowed,HNT0026,matcult_item,Охотничья лыжа,hunting,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn036,allowed,HNT0015,matcult_item,Охотничья сеть,hunting,B,safe_with_constraints,contextual,2,candidate
sc_scn036,allowed,HNT0005,matcult_item,Охотничье копьё/рогатина,hunting,B,safe_with_constraints,contextual,2,candidate
sc_scn036,allowed,MSC0046,matcult_item,Колотые дрова,miscellaneous,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn036,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn036,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn036,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn037,required,HNT0027,matcult_item,Скребок для мездрения шкуры,hunting,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn037,required,HNT0021,matcult_item,Связка пушных шкур,hunting,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn037,required,HNT0001,matcult_item,Охотничья стрела с тупым наконечником,hunting,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn037,allowed,TRD0052,matcult_item,Тюк кожи,trade,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn037,allowed,TRD0037,matcult_item,Малые равноплечие весы купца,trade,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn037,allowed,MSC0001,matcult_item,Соломенная подстилка,miscellaneous,B,safe_with_constraints,contextual,2,candidate
sc_scn037,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn037,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn037,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn038,required,STR0001,matcult_item,Великий мост XII–XIII века: деревянная мостовая трасса,streets_and_infrastructure,B,reference_required,ubiquitous,8,candidate
sc_scn038,required,STR0003,matcult_item,Грязевая канава у мостовой,streets_and_infrastructure,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn038,required,STR0004,matcult_item,Деревянный водоотвод/дренаж улицы,streets_and_infrastructure,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn038,required,MSC0023,matcult_item,Лужа в колее,miscellaneous,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn038,required,MSC0022,matcult_item,Грязь с щепой на мостовой,miscellaneous,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn038,allowed,LTR0017,matcult_item,Двухколёсная грузовая телега,land_transport,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn038,allowed,LIV0030,matcult_item,Обозная лошадь,livestock,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn038,allowed,LIV0007,matcult_item,Средняя хозяйственная собака,livestock,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn038,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn038,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn038,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn039,required,STR0007,matcult_item,Деревянная уличная мостовая,streets_and_infrastructure,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn039,required,STR0001,matcult_item,Великий мост XII–XIII века: деревянная мостовая трасса,streets_and_infrastructure,B,reference_required,ubiquitous,8,candidate
sc_scn039,required,MSC0031,matcult_item,Снежный вал у зимней мостовой,miscellaneous,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn039,required,MSC0014,matcult_item,Наледь на сходнях/причале,miscellaneous,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn039,required,LTR0028,matcult_item,Поперечина саней,land_transport,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn039,allowed,LIV0030,matcult_item,Обозная лошадь,livestock,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn039,allowed,MSC0046,matcult_item,Колотые дрова,miscellaneous,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn039,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn039,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn039,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn040,required,STR0005,matcult_item,Узкий усадебный переулок/проход,streets_and_infrastructure,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn040,required,STR0013,matcult_item,Дворовый деревянный настил,streets_and_infrastructure,A,safe_with_record_specific_reference,ubiquitous,8,candidate
