item_id,exists,name_ru,category,historical_confidence,generation_policy,dimensions,source_ids
FUR0008,1,Низкий рабочий столик,furniture,B,safe_with_constraints,по конкретной находке/плану; универсальный размер не задаётся,SRC005 | SRC006 | SRC008 | SRC089 | SRC001
FUR0009,1,Подставка под сосуд,furniture,B,safe_with_constraints,по конкретной находке/плану; универсальный размер не задаётся,SRC005 | SRC006 | SRC008 | SRC089 | SRC001
FUR0010,1,Подставка-козлы,furniture,A,safe_with_record_specific_reference,по конкретной находке/плану; универсальный размер не задаётся,SRC005 | SRC006 | SRC008 | SRC089 | SRC001
FUR0011,1,Стол на четырех врубных ножках,furniture,B,safe_with_constraints,по конкретной находке/плану; универсальный размер не задаётся,SRC005 | SRC006 | SRC008 | SRC089 | SRC001
FUR0012,1,Сундук с выпуклой крышкой,furniture,C,reference_required,по конкретной находке/плану; универсальный размер не задаётся,SRC005 | SRC006 | SRC008 | SRC089 | SRC001
FUR0013,1,Трехногий табурет,furniture,B,safe_with_constraints,по конкретной находке/плану; универсальный размер не задаётся,SRC005 | SRC006 | SRC008 | SRC089 | SRC001
FUR0014,1,Угловая полка,furniture,B,safe_with_constraints,по конкретной находке/плану; универсальный размер не задаётся,SRC005 | SRC006 | SRC008 | SRC089 | SRC001
FUR0015,1,Короткая переносная скамья,furniture,A,safe_with_record_specific_reference,длина 0.8–2 м,SRC005 | SRC006 | SRC008 | SRC089 | SRC001
FUR0016,1,Кресло/стул со спинкой элитного типа,furniture,C,reference_required,человеческий масштаб,SRC005 | SRC006 | SRC008 | SRC089 | SRC021 | SRC001
FUR0017,1,Низкий табурет,furniture,A,safe_with_record_specific_reference,высота 25–45 см,SRC005 | SRC006 | SRC008 | SRC089
FUR0018,1,Встроенная лавка вдоль стены,furniture,B,safe_with_constraints,длина вдоль стены; ширина 30–60 см ориентировочно,SRC005 | SRC006 | SRC008 | SRC089
FUR0019,1,Деревянная кроватная рама,furniture,C,reference_required,по длине человека,SRC005 | SRC006 | SRC008 | SRC089
FUR0020,1,Спальный настил,furniture,B,safe_with_constraints,"по длине человека, ширина зависит от числа спящих",SRC005 | SRC006 | SRC008 | SRC089
FUR0021,1,Прямоугольный стол на козлах,furniture,B,safe_with_constraints,"длина 1–2.5 м, ширина 0.5–0.9 м ориентировочно",SRC005 | SRC006 | SRC008 | SRC089 | SRC001
FUR0022,1,Стол на рамном основании,furniture,B,safe_with_constraints,вариативно,SRC005 | SRC006 | SRC008 | SRC089
FUR0023,1,Ларь или зерновой короб,furniture,B,safe_with_constraints,крупнее сундука; точный размер по помещению,SRC005 | SRC006 | SRC008 | SRC089
FUR0024,1,Малый ларец,furniture,A,safe_with_record_specific_reference,20–50 см,SRC005 | SRC006 | SRC008 | SRC089 | SRC032
FUR0025,1,Открытый стеллаж,furniture,C,reference_required,по стене мастерской/склада,SRC005 | SRC006 | SRC008 | SRC089
FUR0026,1,Сундук дощатый с плоской крышкой,furniture,A,safe_with_record_specific_reference,от малого 40–60 см до крупного более 1 м,SRC005 | SRC006 | SRC008 | SRC089 | SRC032 | SRC001
HLM0001,1,Шлем с креплением бармицы,helmets,B,safe_with_constraints,по типу шлема,SRC036 | SRC037 | SRC008
HLM0007,1,Сфероконический шлем из железа,helmets,B,safe_with_constraints,высота купола обычно порядка 18–30 см; по находке,SRC036 | SRC037 | SRC008
HLM0017,1,Наносник шлема,helmets,B,safe_with_constraints,"по лицу, обычно узкий",SRC036 | SRC037 | SRC008
HNT0001,1,Охотничья стрела с тупым наконечником,hunting,B,safe_with_constraints,по стреле,SRC040 | SRC045 | SRC046 | SRC037
HNT0002,1,Охотничья стрела с широким наконечником,hunting,A,safe_with_record_specific_reference,по комплекту,SRC040 | SRC045 | SRC046 | SRC037
HNT0003,1,Охотничий лук простой,hunting,B,safe_with_constraints,"по охотнику, без точной нормы",SRC040 | SRC045 | SRC046 | SRC037
HNT0005,1,Охотничье копьё/рогатина,hunting,B,safe_with_constraints,около 1.8–2.5 м,SRC040 | SRC045 | SRC046 | SRC037 | SRC035
HNT0015,1,Охотничья сеть,hunting,B,safe_with_constraints,несколько–десятки метров,SRC025 | SRC040 | SRC045 | SRC046 | SRC037 | SRC008
HNT0021,1,Связка пушных шкур,hunting,A,safe_with_record_specific_reference,по виду и счёту,SRC040 | SRC045 | SRC046 | SRC037 | SRC072 | SRC050
HNT0025,1,Охотничий нож,hunting,A,safe_with_record_specific_reference,клинок примерно 12–22 см,SRC040 | SRC045 | SRC046 | SRC037 | SRC032
HNT0026,1,Охотничья лыжа,hunting,A,safe_with_record_specific_reference,"примерно 1.5–2.5 м, ширина по типу",SRC040 | SRC045 | SRC046 | SRC037 | SRC005
HNT0027,1,Скребок для мездрения шкуры,hunting,A,safe_with_record_specific_reference,ручной,SRC040 | SRC045 | SRC046 | SRC037 | SRC032
HOU0001,1,Деревянное ведро с обручами,household_items,A,safe_with_record_specific_reference,объём от нескольких до примерно 15 л,SRC001 | SRC005 | SRC006 | SRC061 | SRC089 | SRC032
HOU0002,1,Железный дверной замок,household_items,A,safe_with_record_specific_reference,ладонный или крупнее,SRC001 | SRC005 | SRC006 | SRC061 | SRC089 | SRC032
HOU0003,1,Ключ от замка,household_items,A,safe_with_record_specific_reference,5–20 см,SRC001 | SRC005 | SRC006 | SRC061 | SRC089 | SRC032
HOU0005,1,Точильный камень малый,household_items,A,safe_with_record_specific_reference,"ручной, обычно 5–20 см",SRC001 | SRC005 | SRC006 | SRC061 | SRC089 | SRC032
HOU0010,1,Ковш,household_items,A,safe_with_record_specific_reference,обычно 15–35 см,SRC001 | SRC005 | SRC006 | SRC061 | SRC089
HOU0011,1,Кремень и трут,household_items,B,safe_with_constraints,малый набор,SRC001 | SRC005 | SRC006 | SRC061 | SRC089 | SRC008
HOU0012,1,Огниво,household_items,A,safe_with_record_specific_reference,ладонный размер,SRC001 | SRC005 | SRC006 | SRC061 | SRC089 | SRC032
HOU0013,1,Железный нож хозяйственный,household_items,A,safe_with_record_specific_reference,обычно клинок около 8–18 см; варианты шире,SRC001 | SRC005 | SRC006 | SRC061 | SRC089 | SRC032
HOU0014,1,Деревянная миска,household_items,A,safe_with_record_specific_reference,диаметр примерно 15–35 см,SRC024 | SRC080 | SRC001 | SRC005 | SRC006 | SRC061
HOU0015,1,Мешок тканевый,household_items,A,safe_with_record_specific_reference,от малого до грузового; объём по содержимому,SRC001 | SRC005 | SRC006 | SRC061 | SRC089
HOU0016,1,Плетёная корзина,household_items,B,safe_with_constraints,ручной размер до крупной корзины,SRC001 | SRC005 | SRC006 | SRC061 | SRC089 | SRC025
HOU0017,1,Метла из прутьев,household_items,B,safe_with_constraints,около 0.7–1.5 м,SRC001 | SRC005 | SRC006 | SRC061 | SRC089
HOU0018,1,Веревка пеньковая или льняная,household_items,A,safe_with_record_specific_reference,от короткого шнура до длинного каната,SRC001 | SRC005 | SRC006 | SRC061 | SRC089 | SRC025
HOU0019,1,Корыто долбленое,household_items,A,safe_with_record_specific_reference,0.6–2 м,SRC001 | SRC005 | SRC006 | SRC061 | SRC089
HOU0021,1,Берестяной короб,household_items,A,safe_with_record_specific_reference,малый или средний контейнер,SRC026 | SRC027 | SRC001 | SRC005 | SRC006 | SRC061
HOU0022,1,Берестяной туес,household_items,A,safe_with_record_specific_reference,по конкретной находке/плану; универсальный размер не задаётся,SRC026 | SRC027 | SRC001 | SRC005 | SRC006 | SRC061
HOU0023,1,Берестяной чехол,household_items,B,safe_with_constraints,по конкретной находке/плану; универсальный размер не задаётся,SRC026 | SRC027 | SRC001 | SRC005 | SRC006 | SRC061
HOU0024,1,Бочка дубовая,household_items,A,safe_with_record_specific_reference,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC006 | SRC061 | SRC089 | SRC039
HOU0025,1,Бочонок малый,household_items,B,safe_with_constraints,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC006 | SRC061 | SRC089
HOU0026,1,Гребень двусторонний костяной,household_items,A,safe_with_record_specific_reference,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC006 | SRC061 | SRC089 | SRC039
HOU0027,1,Гребень односторонний костяной,household_items,A,safe_with_record_specific_reference,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC006 | SRC061 | SRC089 | SRC039
HOU0031,1,Долбленое ведро,household_items,A,safe_with_record_specific_reference,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC006 | SRC061 | SRC089
HOU0032,1,Железная скоба,household_items,A,safe_with_record_specific_reference,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC006 | SRC061 | SRC089
HOU0034,1,Игла железная,household_items,A,safe_with_record_specific_reference,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC006 | SRC061 | SRC089 | SRC039
HOU0035,1,Игла костяная,household_items,A,safe_with_record_specific_reference,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC006 | SRC061 | SRC089 | SRC053
HOU0036,1,Кадка клепочная,household_items,A,safe_with_record_specific_reference,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC006 | SRC061 | SRC089
HOU0037,1,Кожаный чехол для ножа или инструмента,household_items,A,safe_with_record_specific_reference,по конкретной находке/плану; универсальный размер не задаётся,SRC061 | SRC084 | SRC001 | SRC005 | SRC006 | SRC089
HOU0038,1,Костяная игольница,household_items,B,safe_with_constraints,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC006 | SRC061 | SRC089 | SRC053
HOU0039,1,Куча щепы и древесных отходов,household_items,A,safe_with_record_specific_reference,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC006 | SRC061 | SRC089 | SRC008
HOU0040,1,Лохань клепочная,household_items,A,safe_with_record_specific_reference,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC006 | SRC061 | SRC089
HOU0041,1,Мешочек для мелочей,household_items,A,safe_with_record_specific_reference,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC006 | SRC061 | SRC089
HOU0042,1,Наперсток металлический,household_items,A,safe_with_record_specific_reference,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC006 | SRC061 | SRC089 | SRC039
HOU0043,1,Небольшая деревянная коробочка,household_items,A,safe_with_record_specific_reference,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC006 | SRC061 | SRC089
HOU0044,1,Поленница,household_items,A,safe_with_record_specific_reference,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC006 | SRC061 | SRC089
HOU0048,1,Тюк товара в тканевой обертке,household_items,B,safe_with_constraints,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC006 | SRC061 | SRC089
HOU0049,1,Шило с деревянной рукоятью,household_items,A,safe_with_record_specific_reference,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC006 | SRC061 | SRC089
HRS0001,1,Удила с псалиями,horse_equipment,A,safe_with_record_specific_reference,по находке,SRC038 | SRC039 | SRC061 | SRC077
HRS0002,1,Деревянный валёк,horse_equipment,B,safe_with_constraints,примерно 0.5–1 м,SRC038 | SRC039 | SRC061 | SRC077
HRS0034,1,Шпора с шипом,horse_equipment,A,safe_with_record_specific_reference,по пятке,SRC038 | SRC039 | SRC061 | SRC077
HRS0035,1,Кожаная узда,horse_equipment,A,safe_with_record_specific_reference,по голове небольшой лошади,SRC061 | SRC084 | SRC038 | SRC039 | SRC077
INT0001,1,Глинобитная печь на деревянном/грунтовом основании,interiors,B,safe_with_constraints,по конкретной находке/плану; универсальный размер не задаётся,SRC048 | SRC050 | SRC001 | SRC005 | SRC008 | SRC067
INT0002,1,Глиняная подпечная площадка,interiors,B,safe_with_constraints,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC008 | SRC067 | SRC089 | SRC003
INT0003,1,Деревянный крюк или колышек в стене,interiors,A,safe_with_record_specific_reference,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC008 | SRC067 | SRC089 | SRC003
INT0004,1,Детский угол с игрушками и учебной берестой,interiors,B,safe_with_constraints,по конкретной находке/плану; универсальный размер не задаётся,SRC026 | SRC027 | SRC001 | SRC005 | SRC008 | SRC067
INT0005,1,Домашняя молельная зона,interiors,C,reference_required,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC008 | SRC067 | SRC089
INT0006,1,Дымный интерьер без развитого кирпичного дымохода,interiors,C,reference_required,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC008 | SRC067 | SRC089 | SRC003
INT0007,1,Каменно-глиняная печь,interiors,B,safe_with_constraints,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC008 | SRC067 | SRC089 | SRC003
INT0008,1,Место хранения дров у печи,interiors,A,safe_with_record_specific_reference,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC008 | SRC067 | SRC089 | SRC003
INT0009,1,Низкий деревянный настил для сна,interiors,C,reference_required,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC008 | SRC067 | SRC089
INT0010,1,Открытый очаг хозяйственной постройки,interiors,B,safe_with_constraints,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC008 | SRC067 | SRC089 | SRC003
INT0011,1,Подвесная деревянная сушильная жердь,interiors,B,safe_with_constraints,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC008 | SRC067 | SRC089
INT0012,1,Подвесной котел над очагом,interiors,B,safe_with_constraints,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC008 | SRC067 | SRC089
INT0013,1,Полка на стене,interiors,A,safe_with_record_specific_reference,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC008 | SRC067 | SRC089 | SRC003
INT0014,1,Потолочная балка,interiors,A,safe_with_record_specific_reference,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC008 | SRC067 | SRC089 | SRC003
INT0015,1,Припечная рабочая зона,interiors,B,safe_with_constraints,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC008 | SRC067 | SRC089 | SRC003
INT0016,1,Соломенный или травяной мат,interiors,C,reference_required,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC008 | SRC067 | SRC089
INT0017,1,Спальное место на широкой лавке,interiors,B,safe_with_constraints,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC008 | SRC067 | SRC089
INT0018,1,Тканевая или войлочная завеса,interiors,C,reference_required,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC008 | SRC067 | SRC089
INT0019,1,Угол ремесленной работы в жилом доме,interiors,A,safe_with_record_specific_reference,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC008 | SRC067 | SRC089 | SRC003
INT0020,1,Угол хранения рыболовных снастей,interiors,A,safe_with_record_specific_reference,по конкретной находке/плану; универсальный размер не задаётся,SRC025 | SRC001 | SRC005 | SRC008 | SRC067 | SRC089
INT0021,1,Шерстяное покрывало,interiors,B,safe_with_constraints,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC008 | SRC067 | SRC089
INT0022,1,Деревянная дверь на петлях или пятах,interiors,B,safe_with_constraints,"человеческий проём, часто низкий по современным меркам",SRC001 | SRC005 | SRC008 | SRC067 | SRC089 | SRC032
INT0023,1,Дверной деревянный засов,interiors,A,safe_with_record_specific_reference,по ширине полотна,SRC001 | SRC005 | SRC008 | SRC067 | SRC089 | SRC032
INT0024,1,Малая оконная проёмина со ставней,interiors,B,safe_with_constraints,"малый проём, значительно меньше современного окна",SRC001 | SRC005 | SRC008 | SRC067 | SRC089 | SRC012
INT0025,1,Светопрозрачная вставка элитного/церковного окна,interiors,C,reference_required,небольшие фрагменты,SRC001 | SRC005 | SRC008 | SRC067 | SRC089 | SRC017
INT0026,1,Восковая свеча,interiors,B,safe_with_constraints,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC008 | SRC067 | SRC089
INT0027,1,Деревянная лопата для печи,interiors,B,safe_with_constraints,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC008 | SRC067 | SRC089
INT0028,1,Деревянный светец,interiors,C,reference_required,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC008 | SRC067 | SRC089
INT0029,1,Железный светец,interiors,B,safe_with_constraints,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC008 | SRC067 | SRC089
INT0030,1,Зольный совок деревянный,interiors,A,safe_with_record_specific_reference,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC008 | SRC067 | SRC089
INT0031,1,Керамический масляный светильник,interiors,C,reference_required,по конкретной находке/плану; универсальный размер не задаётся,SRC024 | SRC080 | SRC001 | SRC005 | SRC008 | SRC067
INT0032,1,Кочерга железная,interiors,B,safe_with_constraints,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC008 | SRC067 | SRC089
INT0033,1,Кремневый огниво-комплект,interiors,B,safe_with_constraints,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC008 | SRC067 | SRC089
INT0034,1,Кресало,interiors,A,safe_with_record_specific_reference,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC008 | SRC067 | SRC089
INT0035,1,Лучина,interiors,B,safe_with_constraints,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC008 | SRC067 | SRC089
INT0036,1,Металлическая лампада церковная,interiors,C,reference_required,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC008 | SRC067 | SRC089 | SRC018
INT0037,1,Подсвечник из медного сплава,interiors,C,reference_required,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC008 | SRC067 | SRC089
INT0038,1,Простой железный подсвечник-штырь,interiors,B,safe_with_constraints,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC008 | SRC067 | SRC089
INT0039,1,Сальная свеча,interiors,C,reference_required,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC008 | SRC067 | SRC089
INT0040,1,Трут,interiors,B,safe_with_constraints,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC008 | SRC067 | SRC089
INT0041,1,Щипцы для углей,interiors,C,reference_required,по конкретной находке/плану; универсальный размер не задаётся,SRC001 | SRC005 | SRC008 | SRC067 | SRC089
INT0042,1,Печь-каменка бани,interiors,C,reference_required,малый/средний очаг,SRC001 | SRC005 | SRC008 | SRC067 | SRC089
INT0043,1,Глинобитная или глиняная печь в жилом доме,interiors,B,safe_with_constraints,занимает угол или значительную часть помещения; точный размер по раскопу,SRC001 | SRC005 | SRC008 | SRC067 | SRC089
INT0044,1,Открытый очаг хозяйственного помещения,interiors,B,safe_with_constraints,малый очаг,SRC001 | SRC005 | SRC008 | SRC067 | SRC089
INT0045,1,Дощатый пол,interiors,A,safe_with_record_specific_reference,по площади помещения,SRC001 | SRC005 | SRC008 | SRC067 | SRC089 | SRC012
INT0046,1,Пол из плах или тёсаных брёвен,interiors,A,safe_with_record_specific_reference,по площади помещения,SRC001 | SRC005 | SRC008 | SRC067 | SRC089
INT0047,1,Утрамбованный земляной пол,interiors,B,safe_with_constraints,по площади помещения,SRC001 | SRC005 | SRC008 | SRC067 | SRC089
INT0048,1,Настенная полка,interiors,B,safe_with_constraints,длина 0.5–2 м ориентировочно,SRC001 | SRC005 | SRC008 | SRC067 | SRC089
INT0049,1,Настенный колышек или крюк,interiors,A,safe_with_record_specific_reference,малый предмет,SRC001 | SRC005 | SRC008 | SRC067 | SRC089 | SRC032
LIV0001,1,Кошка домашняя,livestock,A,safe_with_record_specific_reference,"обычный домашний размер, без породной массивности",SRC040 | SRC041 | SRC042 | SRC043
LIV0002,1,Средневековый бык,livestock,A,safe_with_record_specific_reference,меньше многих современных мясных пород,SRC040 | SRC041 | SRC042 | SRC043
LIV0003,1,Телёнок,livestock,A,safe_with_record_specific_reference,возрастной размер,SRC040 | SRC041 | SRC042 | SRC043
LIV0005,1,Домашняя курица,livestock,A,safe_with_record_specific_reference,меньше бройлера,SRC040 | SRC041 | SRC042 | SRC043 | SRC046
LIV0006,1,Петух,livestock,A,safe_with_record_specific_reference,небольшой/средний,SRC040 | SRC041 | SRC042 | SRC043
LIV0007,1,Средняя хозяйственная собака,livestock,A,safe_with_record_specific_reference,"широкий диапазон, но не гигантские современные породы",SRC040 | SRC041 | SRC042 | SRC043 | SRC046
LIV0012,1,Домашний гусь,livestock,B,safe_with_constraints,"средний, по костным данным",SRC040 | SRC041 | SRC042 | SRC043 | SRC046
LIV0016,1,Средневековая свинья,livestock,A,safe_with_record_specific_reference,меньше/подвижнее современной беконной свиньи,SRC040 | SRC041 | SRC042 | SRC043 | SRC046
LIV0023,1,Крупная сторожевая собака,livestock,B,safe_with_constraints,"выше типичных 40–50 см, но по конкретному остеологическому аналогу",SRC040 | SRC041 | SRC042 | SRC043
LIV0024,1,Невысокая домашняя корова северного средневекового типа,livestock,A,safe_with_record_specific_reference,заметно мельче современной голштинской коровы; конкретную высоту задавать только по исследованию,SRC040 | SRC041 | SRC042 | SRC043 | SRC046
LIV0030,1,Обозная лошадь,livestock,A,safe_with_record_specific_reference,небольшая/средняя,SRC040 | SRC041 | SRC042 | SRC043
LTR0001,1,Деревянная ось телеги,land_transport,A,safe_with_record_specific_reference,по ширине повозки,SRC039 | SRC005 | SRC028 | SRC084
LTR0002,1,Кузов телеги дощатый,land_transport,B,safe_with_constraints,по телеге,SRC039 | SRC005 | SRC028 | SRC084
LTR0007,1,Волокуша из двух жердей,land_transport,B,safe_with_constraints,несколько метров,SRC039 | SRC005 | SRC028 | SRC084 | SRC045
LTR0017,1,Двухколёсная грузовая телега,land_transport,A,safe_with_record_specific_reference,ширина по колее и нагрузке; кузов обычно 1.5–3 м длиной,SRC039 | SRC005 | SRC028 | SRC084 | SRC045
LTR0028,1,Поперечина саней,land_transport,A,safe_with_record_specific_reference,по ширине саней,SRC039 | SRC005 | SRC028 | SRC084
LTR0030,1,Телега с дощатым коробом,land_transport,B,safe_with_constraints,небольшая городская/сельская телега,SRC039 | SRC005 | SRC028 | SRC084
MIL0001,1,Связка запасных стрел,military_equipment,B,safe_with_constraints,обычно малый переносимый пучок,SRC036 | SRC037 | SRC038 | SRC061
MIL0002,1,Запасная тетива,military_equipment,B,safe_with_constraints,по длине лука,SRC036 | SRC037 | SRC038 | SRC061
MIL0003,1,Оружейная стойка из жердей,military_equipment,C,reference_required,по помещению,SRC036 | SRC037 | SRC038 | SRC061 | SRC005 | SRC008
MIL0007,1,Походный котёл с дужкой,military_equipment,B,safe_with_constraints,"по группе/отряду, не стандартизирован",SRC036 | SRC037 | SRC038 | SRC061 | SRC008 | SRC034
MIL0008,1,Лагерная верёвка,military_equipment,A,safe_with_record_specific_reference,несколько метров; разный диаметр,SRC036 | SRC037 | SRC038 | SRC061 | SRC005 | SRC008
MIL0011,1,Точильный брусок воина,military_equipment,A,safe_with_record_specific_reference,ручной размер,SRC036 | SRC037 | SRC038 | SRC061 | SRC032
MIL0016,1,Деревянная походная фляга/бутыль,military_equipment,B,safe_with_constraints,портативный,SRC036 | SRC037 | SRC038 | SRC061 | SRC005 | SRC039
MIL0017,1,Кожаные ножны боевого/хозяйственного ножа,military_equipment,A,safe_with_record_specific_reference,чуть длиннее клинка,SRC061 | SRC084 | SRC036 | SRC037 | SRC038 | SRC032
MIL0021,1,Поясная воинская сумка,military_equipment,A,safe_with_record_specific_reference,примерно с ладонь/две ладони; по находке,SRC036 | SRC037 | SRC038 | SRC061 | SRC008
MIL0025,1,Воинский дорожный мешок,military_equipment,A,safe_with_record_specific_reference,примерно 15–35 см,SRC036 | SRC037 | SRC038 | SRC061 | SRC008
MIL0027,1,Колчан для стрел,military_equipment,B,safe_with_constraints,"под длину стрел, обычно 60–90 см",SRC036 | SRC037 | SRC038 | SRC061
MSC0001,1,Соломенная подстилка,miscellaneous,B,safe_with_constraints,по стойлу,SRC001 | SRC003 | SRC005 | SRC025 | SRC067 | SRC089
MSC0002,1,Куча коры,miscellaneous,A,safe_with_record_specific_reference,куча,SRC001 | SRC003 | SRC005 | SRC025 | SRC067 | SRC089
MSC0003,1,Обрезки кожи,miscellaneous,A,safe_with_record_specific_reference,россыпь/мешок,SRC001 | SRC003 | SRC005 | SRC025 | SRC067 | SRC089
MSC0004,1,Сгнившая доска настила,miscellaneous,A,safe_with_record_specific_reference,по настилу,SRC001 | SRC003 | SRC005 | SRC025 | SRC067 | SRC089
MSC0005,1,Уголья и головни,miscellaneous,A,safe_with_record_specific_reference,малые куски,SRC001 | SRC003 | SRC005 | SRC025 | SRC067 | SRC089
MSC0007,1,Глина в яме/куче,miscellaneous,A,safe_with_record_specific_reference,куча/яма,SRC001 | SRC003 | SRC005 | SRC025 | SRC067 | SRC089
MSC0010,1,Песок строительный,miscellaneous,B,safe_with_constraints,куча,SRC001 | SRC003 | SRC005 | SRC025 | SRC067 | SRC089
MSC0011,1,Городская мусорная яма,miscellaneous,A,safe_with_record_specific_reference,от небольшой ямы до участка двора,SRC001 | SRC003 | SRC005 | SRC025 | SRC067 | SRC089
MSC0014,1,Наледь на сходнях/причале,miscellaneous,B,safe_with_constraints,локальная,SRC001 | SRC003 | SRC005 | SRC025 | SRC067 | SRC089
MSC0015,1,Верёвочный узел/обрывок каната,miscellaneous,A,safe_with_record_specific_reference,ручной отрезок,SRC001 | SRC003 | SRC005 | SRC025 | SRC067 | SRC089
MSC0016,1,Выброшенный плавник,miscellaneous,B,safe_with_constraints,разный размер,SRC001 | SRC003 | SRC005 | SRC025 | SRC067 | SRC089
MSC0017,1,Обломок лодочной доски,miscellaneous,A,safe_with_record_specific_reference,от ладонного до многометрового,SRC001 | SRC003 | SRC005 | SRC025 | SRC067 | SRC089
MSC0018,1,Бочка пустая на боку,miscellaneous,A,safe_with_record_specific_reference,десятки–сотни литров,SRC001 | SRC003 | SRC005 | SRC025 | SRC067 | SRC089
MSC0021,1,Свинцовая пломба потерянная,miscellaneous,A,safe_with_record_specific_reference,1–4 см,SRC053 | SRC087 | SRC001 | SRC003 | SRC005 | SRC025
MSC0022,1,Грязь с щепой на мостовой,miscellaneous,A,safe_with_record_specific_reference,по улице,SRC001 | SRC003 | SRC005 | SRC025 | SRC067 | SRC089
MSC0023,1,Лужа в колее,miscellaneous,A,safe_with_record_specific_reference,локальная,SRC001 | SRC003 | SRC005 | SRC025 | SRC067 | SRC089
MSC0024,1,Дровница под навесом,miscellaneous,B,safe_with_constraints,по запасу двора,SRC001 | SRC003 | SRC005 | SRC025 | SRC067 | SRC089
MSC0025,1,Зола и угли очага,miscellaneous,A,safe_with_record_specific_reference,локальный слой/куча,SRC001 | SRC003 | SRC005 | SRC025 | SRC067 | SRC089
MSC0027,1,Куча сена,miscellaneous,A,safe_with_record_specific_reference,от пучка до кучи,SRC001 | SRC003 | SRC005 | SRC025 | SRC067 | SRC089
MSC0028,1,Пень с рубочными следами,miscellaneous,A,safe_with_record_specific_reference,30–80 см,SRC001 | SRC003 | SRC005 | SRC025 | SRC067 | SRC089
MSC0030,1,Солома,miscellaneous,A,safe_with_record_specific_reference,сыпучая/связки,SRC001 | SRC003 | SRC005 | SRC025 | SRC067 | SRC089
