presence_id,region_id,nm_id,landscape_template_id,frequency_class,weight,stock_portions,rule,source_refs,confidence,status
nmp_bog_iron_ore__freshwater_marsh,region_novgorod_land,nm_bog_iron_ore,lt_freshwater_marsh,contextual,2,50,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)","world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_freshwater_marsh|Колчин Б.А. Черная металлургия и металлообработка в древней Руси (домонгольский период) // МИА 32. М., 1953. https://archaeolog.ru/el-bib/el-cat/el-series/mia/kolchin-1953|world_db.world_base.land_use_templates (draft seed; exported to _shared/land_use_templates.world_db.tsv)#lu_bog_iron_extraction",C,candidate
nmp_bog_iron_ore__marsh_lake_margin,region_novgorod_land,nm_bog_iron_ore,lt_marsh_lake_margin,rare,1,25,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)","world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_marsh_lake_margin|Колчин Б.А. Черная металлургия и металлообработка в древней Руси (домонгольский период) // МИА 32. М., 1953. https://archaeolog.ru/el-bib/el-cat/el-series/mia/kolchin-1953|world_db.world_base.land_use_templates (draft seed; exported to _shared/land_use_templates.world_db.tsv)#lu_bog_iron_extraction",C,candidate
nmp_bog_iron_ore__peat_swamp_forest,region_novgorod_land,nm_bog_iron_ore,lt_peat_swamp_forest,contextual,2,50,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)","world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_peat_swamp_forest|Колчин Б.А. Черная металлургия и металлообработка в древней Руси (домонгольский период) // МИА 32. М., 1953. https://archaeolog.ru/el-bib/el-cat/el-series/mia/kolchin-1953|world_db.world_base.land_use_templates (draft seed; exported to _shared/land_use_templates.world_db.tsv)#lu_bog_iron_extraction",C,candidate
nmp_bog_iron_ore__shrub_swamp,region_novgorod_land,nm_bog_iron_ore,lt_shrub_swamp,rare,1,25,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)","world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_shrub_swamp|Колчин Б.А. Черная металлургия и металлообработка в древней Руси (домонгольский период) // МИА 32. М., 1953. https://archaeolog.ru/el-bib/el-cat/el-series/mia/kolchin-1953|world_db.world_base.land_use_templates (draft seed; exported to _shared/land_use_templates.world_db.tsv)#lu_bog_iron_extraction",C,candidate
nmp_bog_iron_ore__wet_lowland_forest,region_novgorod_land,nm_bog_iron_ore,lt_wet_lowland_forest,contextual,2,50,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)","world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_wet_lowland_forest|Колчин Б.А. Черная металлургия и металлообработка в древней Руси (домонгольский период) // МИА 32. М., 1953. https://archaeolog.ru/el-bib/el-cat/el-series/mia/kolchin-1953|world_db.world_base.land_use_templates (draft seed; exported to _shared/land_use_templates.world_db.tsv)#lu_bog_iron_extraction",C,candidate
nmp_bog_iron_ore__wet_meadow,region_novgorod_land,nm_bog_iron_ore,lt_wet_meadow,rare,1,25,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)","world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_wet_meadow|Колчин Б.А. Черная металлургия и металлообработка в древней Руси (домонгольский период) // МИА 32. М., 1953. https://archaeolog.ru/el-bib/el-cat/el-series/mia/kolchin-1953|world_db.world_base.land_use_templates (draft seed; exported to _shared/land_use_templates.world_db.tsv)#lu_bog_iron_extraction",C,candidate
nmp_bog_iron_ore__wooded_swamp,region_novgorod_land,nm_bog_iron_ore,lt_wooded_swamp,contextual,2,50,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)","world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_wooded_swamp|Колчин Б.А. Черная металлургия и металлообработка в древней Руси (домонгольский период) // МИА 32. М., 1953. https://archaeolog.ru/el-bib/el-cat/el-series/mia/kolchin-1953|world_db.world_base.land_use_templates (draft seed; exported to _shared/land_use_templates.world_db.tsv)#lu_bog_iron_extraction",C,candidate
nmp_peat__fen,region_novgorod_land,nm_peat,lt_fen,common,4,100,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_fen|wk:claim:place-peat-cutting-can-use-turning-and-loose-stacking-to-expose-material-for-further-air-drying|world_db.world_base.land_use_templates (draft seed; exported to _shared/land_use_templates.world_db.tsv)#lu_peat_cutting,C,candidate
nmp_peat__marsh_lake_margin,region_novgorod_land,nm_peat,lt_marsh_lake_margin,common,4,100,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_marsh_lake_margin|wk:claim:place-peat-cutting-can-use-turning-and-loose-stacking-to-expose-material-for-further-air-drying|world_db.world_base.land_use_templates (draft seed; exported to _shared/land_use_templates.world_db.tsv)#lu_peat_cutting,C,candidate
nmp_peat__peat_swamp_forest,region_novgorod_land,nm_peat,lt_peat_swamp_forest,common,4,100,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_peat_swamp_forest|wk:claim:place-peat-cutting-can-use-turning-and-loose-stacking-to-expose-material-for-further-air-drying|world_db.world_base.land_use_templates (draft seed; exported to _shared/land_use_templates.world_db.tsv)#lu_peat_cutting,C,candidate
nmp_peat__raised_bog,region_novgorod_land,nm_peat,lt_raised_bog,ubiquitous,8,200,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_raised_bog|wk:claim:place-peat-cutting-can-use-turning-and-loose-stacking-to-expose-material-for-further-air-drying|world_db.world_base.land_use_templates (draft seed; exported to _shared/land_use_templates.world_db.tsv)#lu_peat_cutting,C,candidate
nmp_peat__wet_lowland_forest,region_novgorod_land,nm_peat,lt_wet_lowland_forest,rare,1,25,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_wet_lowland_forest|wk:claim:place-peat-cutting-can-use-turning-and-loose-stacking-to-expose-material-for-further-air-drying|world_db.world_base.land_use_templates (draft seed; exported to _shared/land_use_templates.world_db.tsv)#lu_peat_cutting,C,candidate
nmp_peat__wooded_swamp,region_novgorod_land,nm_peat,lt_wooded_swamp,common,4,100,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_wooded_swamp|wk:claim:place-peat-cutting-can-use-turning-and-loose-stacking-to-expose-material-for-further-air-drying|world_db.world_base.land_use_templates (draft seed; exported to _shared/land_use_templates.world_db.tsv)#lu_peat_cutting,C,candidate
nmp_river_silt__alluvial_floodplain,region_novgorod_land,nm_river_silt,lt_alluvial_floodplain,ubiquitous,8,200,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)","world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_alluvial_floodplain|Dmitruk N.G., Druzhnova M.P. Soil areas of the Novgorod region in the context of their agricultural use // IOP Conf. Ser.: Earth Environ. Sci. 613 (2020) 012025. https://doi.org/10.1088/1755-1315/613/1/012025 (read in main:data/world-catalogs/novgorod/world-knowledge/research/population-terrain-sources.md TR-01..TR-06)|wk:claim:final-nature-slower-riparian-flow-can-permit-sediment-deposition",C,candidate
nmp_river_silt__floodplain_wet_grassland,region_novgorod_land,nm_river_silt,lt_floodplain_wet_grassland,common,4,100,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)","world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_floodplain_wet_grassland|Dmitruk N.G., Druzhnova M.P. Soil areas of the Novgorod region in the context of their agricultural use // IOP Conf. Ser.: Earth Environ. Sci. 613 (2020) 012025. https://doi.org/10.1088/1755-1315/613/1/012025 (read in main:data/world-catalogs/novgorod/world-knowledge/research/population-terrain-sources.md TR-01..TR-06)|wk:claim:final-nature-slower-riparian-flow-can-permit-sediment-deposition",C,candidate
nmp_river_silt__freshwater_marsh,region_novgorod_land,nm_river_silt,lt_freshwater_marsh,ubiquitous,8,200,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)","world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_freshwater_marsh|Dmitruk N.G., Druzhnova M.P. Soil areas of the Novgorod region in the context of their agricultural use // IOP Conf. Ser.: Earth Environ. Sci. 613 (2020) 012025. https://doi.org/10.1088/1755-1315/613/1/012025 (read in main:data/world-catalogs/novgorod/world-knowledge/research/population-terrain-sources.md TR-01..TR-06)|wk:claim:final-nature-slower-riparian-flow-can-permit-sediment-deposition",C,candidate
nmp_river_silt__low_alluvial_riverbank,region_novgorod_land,nm_river_silt,lt_low_alluvial_riverbank,ubiquitous,8,200,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)","world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_low_alluvial_riverbank|Dmitruk N.G., Druzhnova M.P. Soil areas of the Novgorod region in the context of their agricultural use // IOP Conf. Ser.: Earth Environ. Sci. 613 (2020) 012025. https://doi.org/10.1088/1755-1315/613/1/012025 (read in main:data/world-catalogs/novgorod/world-knowledge/research/population-terrain-sources.md TR-01..TR-06)|wk:claim:final-nature-slower-riparian-flow-can-permit-sediment-deposition",C,candidate
nmp_river_silt__marsh_lake_margin,region_novgorod_land,nm_river_silt,lt_marsh_lake_margin,ubiquitous,8,200,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)","world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_marsh_lake_margin|Dmitruk N.G., Druzhnova M.P. Soil areas of the Novgorod region in the context of their agricultural use // IOP Conf. Ser.: Earth Environ. Sci. 613 (2020) 012025. https://doi.org/10.1088/1755-1315/613/1/012025 (read in main:data/world-catalogs/novgorod/world-knowledge/research/population-terrain-sources.md TR-01..TR-06)|wk:claim:final-nature-slower-riparian-flow-can-permit-sediment-deposition",C,candidate
nmp_river_silt__reedbed_marsh,region_novgorod_land,nm_river_silt,lt_reedbed_marsh,ubiquitous,8,200,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)","world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_reedbed_marsh|Dmitruk N.G., Druzhnova M.P. Soil areas of the Novgorod region in the context of their agricultural use // IOP Conf. Ser.: Earth Environ. Sci. 613 (2020) 012025. https://doi.org/10.1088/1755-1315/613/1/012025 (read in main:data/world-catalogs/novgorod/world-knowledge/research/population-terrain-sources.md TR-01..TR-06)|wk:claim:final-nature-slower-riparian-flow-can-permit-sediment-deposition",C,candidate
nmp_river_silt__reed_lake_shore,region_novgorod_land,nm_river_silt,lt_reed_lake_shore,ubiquitous,8,200,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)","world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_reed_lake_shore|Dmitruk N.G., Druzhnova M.P. Soil areas of the Novgorod region in the context of their agricultural use // IOP Conf. Ser.: Earth Environ. Sci. 613 (2020) 012025. https://doi.org/10.1088/1755-1315/613/1/012025 (read in main:data/world-catalogs/novgorod/world-knowledge/research/population-terrain-sources.md TR-01..TR-06)|wk:claim:final-nature-slower-riparian-flow-can-permit-sediment-deposition",C,candidate
nmp_river_silt__riparian_scrub_bank,region_novgorod_land,nm_river_silt,lt_riparian_scrub_bank,ubiquitous,8,200,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)","world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_riparian_scrub_bank|Dmitruk N.G., Druzhnova M.P. Soil areas of the Novgorod region in the context of their agricultural use // IOP Conf. Ser.: Earth Environ. Sci. 613 (2020) 012025. https://doi.org/10.1088/1755-1315/613/1/012025 (read in main:data/world-catalogs/novgorod/world-knowledge/research/population-terrain-sources.md TR-01..TR-06)|wk:claim:final-nature-slower-riparian-flow-can-permit-sediment-deposition",C,candidate
nmp_river_silt__seasonally_flooded_forest,region_novgorod_land,nm_river_silt,lt_seasonally_flooded_forest,ubiquitous,8,200,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)","world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_seasonally_flooded_forest|Dmitruk N.G., Druzhnova M.P. Soil areas of the Novgorod region in the context of their agricultural use // IOP Conf. Ser.: Earth Environ. Sci. 613 (2020) 012025. https://doi.org/10.1088/1755-1315/613/1/012025 (read in main:data/world-catalogs/novgorod/world-knowledge/research/population-terrain-sources.md TR-01..TR-06)|wk:claim:final-nature-slower-riparian-flow-can-permit-sediment-deposition",C,candidate
nmp_river_silt__seasonal_sedge_marsh,region_novgorod_land,nm_river_silt,lt_seasonal_sedge_marsh,ubiquitous,8,200,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)","world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_seasonal_sedge_marsh|Dmitruk N.G., Druzhnova M.P. Soil areas of the Novgorod region in the context of their agricultural use // IOP Conf. Ser.: Earth Environ. Sci. 613 (2020) 012025. https://doi.org/10.1088/1755-1315/613/1/012025 (read in main:data/world-catalogs/novgorod/world-knowledge/research/population-terrain-sources.md TR-01..TR-06)|wk:claim:final-nature-slower-riparian-flow-can-permit-sediment-deposition",C,candidate
nmp_river_silt__shrub_swamp,region_novgorod_land,nm_river_silt,lt_shrub_swamp,ubiquitous,8,200,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)","world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_shrub_swamp|Dmitruk N.G., Druzhnova M.P. Soil areas of the Novgorod region in the context of their agricultural use // IOP Conf. Ser.: Earth Environ. Sci. 613 (2020) 012025. https://doi.org/10.1088/1755-1315/613/1/012025 (read in main:data/world-catalogs/novgorod/world-knowledge/research/population-terrain-sources.md TR-01..TR-06)|wk:claim:final-nature-slower-riparian-flow-can-permit-sediment-deposition",C,candidate
nmp_river_silt__steep_eroding_riverbank,region_novgorod_land,nm_river_silt,lt_steep_eroding_riverbank,ubiquitous,8,200,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)","world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_steep_eroding_riverbank|Dmitruk N.G., Druzhnova M.P. Soil areas of the Novgorod region in the context of their agricultural use // IOP Conf. Ser.: Earth Environ. Sci. 613 (2020) 012025. https://doi.org/10.1088/1755-1315/613/1/012025 (read in main:data/world-catalogs/novgorod/world-knowledge/research/population-terrain-sources.md TR-01..TR-06)|wk:claim:final-nature-slower-riparian-flow-can-permit-sediment-deposition",C,candidate
nmp_river_silt__wet_lowland_forest,region_novgorod_land,nm_river_silt,lt_wet_lowland_forest,ubiquitous,8,200,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)","world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_wet_lowland_forest|Dmitruk N.G., Druzhnova M.P. Soil areas of the Novgorod region in the context of their agricultural use // IOP Conf. Ser.: Earth Environ. Sci. 613 (2020) 012025. https://doi.org/10.1088/1755-1315/613/1/012025 (read in main:data/world-catalogs/novgorod/world-knowledge/research/population-terrain-sources.md TR-01..TR-06)|wk:claim:final-nature-slower-riparian-flow-can-permit-sediment-deposition",C,candidate
nmp_river_silt__wet_ravine_gully,region_novgorod_land,nm_river_silt,lt_wet_ravine_gully,ubiquitous,8,200,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)","world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_wet_ravine_gully|Dmitruk N.G., Druzhnova M.P. Soil areas of the Novgorod region in the context of their agricultural use // IOP Conf. Ser.: Earth Environ. Sci. 613 (2020) 012025. https://doi.org/10.1088/1755-1315/613/1/012025 (read in main:data/world-catalogs/novgorod/world-knowledge/research/population-terrain-sources.md TR-01..TR-06)|wk:claim:final-nature-slower-riparian-flow-can-permit-sediment-deposition",C,candidate
nmp_river_silt__wooded_floodplain,region_novgorod_land,nm_river_silt,lt_wooded_floodplain,ubiquitous,8,200,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)","world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_wooded_floodplain|Dmitruk N.G., Druzhnova M.P. Soil areas of the Novgorod region in the context of their agricultural use // IOP Conf. Ser.: Earth Environ. Sci. 613 (2020) 012025. https://doi.org/10.1088/1755-1315/613/1/012025 (read in main:data/world-catalogs/novgorod/world-knowledge/research/population-terrain-sources.md TR-01..TR-06)|wk:claim:final-nature-slower-riparian-flow-can-permit-sediment-deposition",C,candidate
nmp_river_silt__wooded_swamp,region_novgorod_land,nm_river_silt,lt_wooded_swamp,ubiquitous,8,200,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)","world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_wooded_swamp|Dmitruk N.G., Druzhnova M.P. Soil areas of the Novgorod region in the context of their agricultural use // IOP Conf. Ser.: Earth Environ. Sci. 613 (2020) 012025. https://doi.org/10.1088/1755-1315/613/1/012025 (read in main:data/world-catalogs/novgorod/world-knowledge/research/population-terrain-sources.md TR-01..TR-06)|wk:claim:final-nature-slower-riparian-flow-can-permit-sediment-deposition",C,candidate
nmp_birch_bark__boreal_mixed_forest,region_novgorod_land,nm_birch_bark,lt_boreal_mixed_forest,common,4,100,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_boreal_mixed_forest|wk:claim:household-bark-tues|wk:claim:residual-v1-birch-writing-used-styli-on-inner-surface,C,candidate
nmp_birch_bark__boreal_taiga_coniferous_forest,region_novgorod_land,nm_birch_bark,lt_boreal_taiga_coniferous_forest,contextual,2,50,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_boreal_taiga_coniferous_forest|wk:claim:household-bark-tues|wk:claim:residual-v1-birch-writing-used-styli-on-inner-surface,C,candidate
nmp_birch_bark__dense_coniferous_forest,region_novgorod_land,nm_birch_bark,lt_dense_coniferous_forest,contextual,2,50,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_dense_coniferous_forest|wk:claim:household-bark-tues|wk:claim:residual-v1-birch-writing-used-styli-on-inner-surface,C,candidate
nmp_birch_bark__peat_swamp_forest,region_novgorod_land,nm_birch_bark,lt_peat_swamp_forest,contextual,2,50,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_peat_swamp_forest|wk:claim:household-bark-tues|wk:claim:residual-v1-birch-writing-used-styli-on-inner-surface,C,candidate
nmp_birch_bark__scrub_meadow,region_novgorod_land,nm_birch_bark,lt_scrub_meadow,rare,1,25,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_scrub_meadow|wk:claim:household-bark-tues|wk:claim:residual-v1-birch-writing-used-styli-on-inner-surface,C,candidate
nmp_birch_bark__shrub_swamp,region_novgorod_land,nm_birch_bark,lt_shrub_swamp,contextual,2,50,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_shrub_swamp|wk:claim:household-bark-tues|wk:claim:residual-v1-birch-writing-used-styli-on-inner-surface,C,candidate
nmp_birch_bark__temperate_broadleaf_mixed_forest,region_novgorod_land,nm_birch_bark,lt_temperate_broadleaf_mixed_forest,contextual,2,50,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_temperate_broadleaf_mixed_forest|wk:claim:household-bark-tues|wk:claim:residual-v1-birch-writing-used-styli-on-inner-surface,C,candidate
nmp_birch_bark__temperate_coniferous_forest,region_novgorod_land,nm_birch_bark,lt_temperate_coniferous_forest,contextual,2,50,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_temperate_coniferous_forest|wk:claim:household-bark-tues|wk:claim:residual-v1-birch-writing-used-styli-on-inner-surface,C,candidate
nmp_birch_bark__wet_lowland_forest,region_novgorod_land,nm_birch_bark,lt_wet_lowland_forest,common,4,100,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_wet_lowland_forest|wk:claim:household-bark-tues|wk:claim:residual-v1-birch-writing-used-styli-on-inner-surface,C,candidate
nmp_birch_bark__wooded_floodplain,region_novgorod_land,nm_birch_bark,lt_wooded_floodplain,contextual,2,50,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_wooded_floodplain|wk:claim:household-bark-tues|wk:claim:residual-v1-birch-writing-used-styli-on-inner-surface,C,candidate
nmp_birch_bark__wooded_swamp,region_novgorod_land,nm_birch_bark,lt_wooded_swamp,contextual,2,50,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_wooded_swamp|wk:claim:household-bark-tues|wk:claim:residual-v1-birch-writing-used-styli-on-inner-surface,C,candidate
nmp_lime_bast__boreal_mixed_forest,region_novgorod_land,nm_lime_bast,lt_boreal_mixed_forest,rare,1,25,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_boreal_mixed_forest|wk:claim:final-nature-basswood-inner-bark-is-a-fibrous-bast-material|wk:claim:final-nature-basswood-bast-can-be-a-fibre-source-for-flexible-ordinary-goods,C,candidate
nmp_lime_bast__temperate_broadleaf_mixed_forest,region_novgorod_land,nm_lime_bast,lt_temperate_broadleaf_mixed_forest,contextual,2,50,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_temperate_broadleaf_mixed_forest|wk:claim:final-nature-basswood-inner-bark-is-a-fibrous-bast-material|wk:claim:final-nature-basswood-bast-can-be-a-fibre-source-for-flexible-ordinary-goods,C,candidate
nmp_tree_bark__alluvial_floodplain,region_novgorod_land,nm_tree_bark,lt_alluvial_floodplain,contextual,2,50,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_alluvial_floodplain|wk:claim:population-bark-float|wk:claim:population-pine-float,C,candidate
nmp_tree_bark__boreal_mixed_forest,region_novgorod_land,nm_tree_bark,lt_boreal_mixed_forest,common,4,100,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_boreal_mixed_forest|wk:claim:population-bark-float|wk:claim:population-pine-float,C,candidate
nmp_tree_bark__boreal_taiga_coniferous_forest,region_novgorod_land,nm_tree_bark,lt_boreal_taiga_coniferous_forest,common,4,100,"authoring/materials.mjs lt() over world_db landscape attributes (group, soil_ground_type, moisture, dominant_vegetation)",world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_boreal_taiga_coniferous_forest|wk:claim:population-bark-float|wk:claim:population-pine-float,C,candidate
