row_id,g4_ref,g4_short,place_function,landscape_template_id,nm_id,role,frequency_class,weight,stock_portions,derivation,season_winter,season_spring,season_summer,season_autumn,access_note,source_refs,confidence,status
nmg4_flooded_interior_basin__tree_bark,g4v3__gn_nov_g3_xp017_yp026_r2_flooded_interior_basin,flooded_interior_basin,floodplain_basin,lt_alluvial_floodplain,nm_tree_bark,raw_material,common,4,100,landscape lt_alluvial_floodplain -> contextual; nature member Salix (willow) -> common,limited,open,open,limited,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_flooded_interior_basin|wk:claim:population-bark-float|wk:claim:population-pine-float,C,candidate
nmg4_flooded_interior_basin__deadwood,g4v3__gn_nov_g3_xp017_yp026_r2_flooded_interior_basin,flooded_interior_basin,floodplain_basin,lt_alluvial_floodplain,nm_deadwood,raw_material,rare,1,25,landscape lt_alluvial_floodplain -> rare,limited,open,open,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_flooded_interior_basin|pr98:data/world-catalogs/novgorod/live-world-runtime-v17/m2c-finite-source-capability-candidate.json#finite_source_profiles|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmg4_flooded_interior_basin__dry_brushwood,g4v3__gn_nov_g3_xp017_yp026_r2_flooded_interior_basin,flooded_interior_basin,floodplain_basin,lt_alluvial_floodplain,nm_dry_brushwood,raw_material,common,4,100,landscape lt_alluvial_floodplain -> common,limited,open,open,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_flooded_interior_basin|world_db.world_base.land_use_templates (draft seed; exported to _shared/land_use_templates.world_db.tsv)#lu_fuelwood_gathering|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmg4_flooded_interior_basin__driftwood,g4v3__gn_nov_g3_xp017_yp026_r2_flooded_interior_basin,flooded_interior_basin,floodplain_basin,lt_alluvial_floodplain,nm_driftwood,raw_material,rare,1,25,landscape lt_alluvial_floodplain -> rare,limited,limited,open,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_flooded_interior_basin|pr98:data/world-catalogs/novgorod/live-world-runtime-v17/m2c-finite-source-capability-candidate.json#finite_source_profiles|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmg4_flooded_interior_basin__sedge_grass,g4v3__gn_nov_g3_xp017_yp026_r2_flooded_interior_basin,flooded_interior_basin,floodplain_basin,lt_alluvial_floodplain,nm_sedge_grass,raw_material,common,4,100,landscape lt_alluvial_floodplain -> common; nature member wet-ground grass and sedge guild (unidentified) -> common,closed,limited,open,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_flooded_interior_basin|world_db.world_base.land_use_templates (draft seed; exported to _shared/land_use_templates.world_db.tsv)#lu_reed_sedge_harvest|wk:claim:static-bedding-material-selection-depends-on-dryness-nonirritation-and-dust,C,candidate
nmg4_flooded_interior_basin__willow_rods,g4v3__gn_nov_g3_xp017_yp026_r2_flooded_interior_basin,flooded_interior_basin,floodplain_basin,lt_alluvial_floodplain,nm_willow_rods,raw_material,common,4,100,landscape lt_alluvial_floodplain -> contextual; nature member Salix (willow) -> common,open,open,limited,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_flooded_interior_basin|wk:claim:macro-b19-dried-willow-rods-can-be-moistened-for-flexible-basket-work|master-archive-v1/data/normalized_source_tables/material_entities/material_entities.csv,C,candidate
nmg4_flooded_interior_basin__water,g4v3__gn_nov_g3_xp017_yp026_r2_flooded_interior_basin,flooded_interior_basin,floodplain_basin,lt_alluvial_floodplain,nm_water,raw_material,ubiquitous,8,unbounded,landscape lt_alluvial_floodplain -> contextual; water_body seasonal_floodwater -> ubiquitous,limited,limited,open,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_flooded_interior_basin|pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)|wk:claim:research-boiling-alone-does-not-establish-fuel-or-toxic-chemical-water-drinkability,C,candidate
nmg4_floodplain_ridge_route__ground,g4v3__gn_nov_g3_xp017_yp026_r2_floodplain_ridge_route,floodplain_ridge_route,dry_ridge_route,lt_gentle_hills,nm_ground_firm_soil,ground,ubiquitous,8,,ground of lt_gentle_hills (world_db soil_ground_type=firm_soil); G4 surface class=firm_soil,промерзает до полуметра,,,,,world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_gentle_hills|pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_floodplain_ridge_route,C,candidate
nmg4_floodplain_ridge_route__clay,g4v3__gn_nov_g3_xp017_yp026_r2_floodplain_ridge_route,floodplain_ridge_route,dry_ridge_route,lt_gentle_hills,nm_clay,raw_material,rare,1,25,landscape lt_gentle_hills -> rare,closed,limited,open,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_floodplain_ridge_route|wk:claim:pottery-handmade-local-clay|wk:claim:secondary-clay-forms-through-water-transport-deposition,C,candidate
nmg4_floodplain_ridge_route__sand,g4v3__gn_nov_g3_xp017_yp026_r2_floodplain_ridge_route,floodplain_ridge_route,dry_ridge_route,lt_gentle_hills,nm_sand,raw_material,contextual,2,50,landscape lt_gentle_hills -> contextual,closed,limited,open,open,,"pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_floodplain_ridge_route|wk:claim:terrain-parent-material-assemblage|Dmitruk N.G., Druzhnova M.P. Soil areas of the Novgorod region in the context of their agricultural use // IOP Conf. Ser.: Earth Environ. Sci. 613 (2020) 012025. https://doi.org/10.1088/1755-1315/613/1/012025 (read in main:data/world-catalogs/novgorod/world-knowledge/research/population-terrain-sources.md TR-01..TR-06)",C,candidate
nmg4_floodplain_ridge_route__boulders_fieldstone,g4v3__gn_nov_g3_xp017_yp026_r2_floodplain_ridge_route,floodplain_ridge_route,dry_ridge_route,lt_gentle_hills,nm_boulders_fieldstone,raw_material,contextual,2,50,landscape lt_gentle_hills -> contextual; place_function dry_ridge_route -> contextual,limited,limited,open,open,,"pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_floodplain_ridge_route|wk:claim:terrain-parent-material-assemblage|Dmitruk N.G., Druzhnova M.P. Soil areas of the Novgorod region in the context of their agricultural use // IOP Conf. Ser.: Earth Environ. Sci. 613 (2020) 012025. https://doi.org/10.1088/1755-1315/613/1/012025 (read in main:data/world-catalogs/novgorod/world-knowledge/research/population-terrain-sources.md TR-01..TR-06)",C,candidate
nmg4_floodplain_ridge_route__birch_bark,g4v3__gn_nov_g3_xp017_yp026_r2_floodplain_ridge_route,floodplain_ridge_route,dry_ridge_route,lt_gentle_hills,nm_birch_bark,raw_material,common,4,100,landscape lt_gentle_hills -> absent; nature member Betula (birch) -> common,limited,open,open,limited,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_floodplain_ridge_route|wk:claim:household-bark-tues|wk:claim:residual-v1-birch-writing-used-styli-on-inner-surface,C,candidate
nmg4_floodplain_ridge_route__tree_bark,g4v3__gn_nov_g3_xp017_yp026_r2_floodplain_ridge_route,floodplain_ridge_route,dry_ridge_route,lt_gentle_hills,nm_tree_bark,raw_material,contextual,2,50,landscape lt_gentle_hills -> contextual,limited,open,open,limited,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_floodplain_ridge_route|wk:claim:population-bark-float|wk:claim:population-pine-float,C,candidate
nmg4_floodplain_ridge_route__deadwood,g4v3__gn_nov_g3_xp017_yp026_r2_floodplain_ridge_route,floodplain_ridge_route,dry_ridge_route,lt_gentle_hills,nm_deadwood,raw_material,rare,1,25,landscape lt_gentle_hills -> rare,limited,open,open,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_floodplain_ridge_route|pr98:data/world-catalogs/novgorod/live-world-runtime-v17/m2c-finite-source-capability-candidate.json#finite_source_profiles|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmg4_floodplain_ridge_route__dry_brushwood,g4v3__gn_nov_g3_xp017_yp026_r2_floodplain_ridge_route,floodplain_ridge_route,dry_ridge_route,lt_gentle_hills,nm_dry_brushwood,raw_material,common,4,100,landscape lt_gentle_hills -> common,limited,open,open,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_floodplain_ridge_route|world_db.world_base.land_use_templates (draft seed; exported to _shared/land_use_templates.world_db.tsv)#lu_fuelwood_gathering|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmg4_floodplain_ridge_route__water,g4v3__gn_nov_g3_xp017_yp026_r2_floodplain_ridge_route,floodplain_ridge_route,dry_ridge_route,lt_gentle_hills,nm_water,raw_material,ubiquitous,8,unbounded,landscape lt_gentle_hills -> rare; water_body channel -> ubiquitous,limited,limited,open,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_floodplain_ridge_route|pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)|wk:claim:research-boiling-alone-does-not-establish-fuel-or-toxic-chemical-water-drinkability,C,candidate
nmg4_forest_stream_route__ground,g4v3__gn_nov_g3_xp017_yp026_r2_forest_stream_route,forest_stream_route,forest_stream,lt_wet_lowland_forest,nm_ground_wet_roots_mud,ground,ubiquitous,8,,ground of lt_wet_lowland_forest (world_db soil_ground_type=wet_roots_mud); G4 surface class=wet_roots_mud,промерзает поздно; кочки твердеют раньше западин,,,,,world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_wet_lowland_forest|pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_forest_stream_route,C,candidate
nmg4_forest_stream_route__bog_iron_ore,g4v3__gn_nov_g3_xp017_yp026_r2_forest_stream_route,forest_stream_route,forest_stream,lt_wet_lowland_forest,nm_bog_iron_ore,raw_material,contextual,2,50,landscape lt_wet_lowland_forest -> contextual,closed,closed,open,limited,,"pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_forest_stream_route|Колчин Б.А. Черная металлургия и металлообработка в древней Руси (домонгольский период) // МИА 32. М., 1953. https://archaeolog.ru/el-bib/el-cat/el-series/mia/kolchin-1953|world_db.world_base.land_use_templates (draft seed; exported to _shared/land_use_templates.world_db.tsv)#lu_bog_iron_extraction",C,candidate
nmg4_forest_stream_route__peat,g4v3__gn_nov_g3_xp017_yp026_r2_forest_stream_route,forest_stream_route,forest_stream,lt_wet_lowland_forest,nm_peat,raw_material,rare,1,25,landscape lt_wet_lowland_forest -> rare,closed,closed,open,limited,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_forest_stream_route|wk:claim:place-peat-cutting-can-use-turning-and-loose-stacking-to-expose-material-for-further-air-drying|world_db.world_base.land_use_templates (draft seed; exported to _shared/land_use_templates.world_db.tsv)#lu_peat_cutting,C,candidate
nmg4_forest_stream_route__river_silt,g4v3__gn_nov_g3_xp017_yp026_r2_forest_stream_route,forest_stream_route,forest_stream,lt_wet_lowland_forest,nm_river_silt,raw_material,ubiquitous,8,200,landscape lt_wet_lowland_forest -> ubiquitous,closed,limited,open,open,,"pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_forest_stream_route|Dmitruk N.G., Druzhnova M.P. Soil areas of the Novgorod region in the context of their agricultural use // IOP Conf. Ser.: Earth Environ. Sci. 613 (2020) 012025. https://doi.org/10.1088/1755-1315/613/1/012025 (read in main:data/world-catalogs/novgorod/world-knowledge/research/population-terrain-sources.md TR-01..TR-06)|wk:claim:final-nature-slower-riparian-flow-can-permit-sediment-deposition",C,candidate
nmg4_forest_stream_route__birch_bark,g4v3__gn_nov_g3_xp017_yp026_r2_forest_stream_route,forest_stream_route,forest_stream,lt_wet_lowland_forest,nm_birch_bark,raw_material,common,4,100,landscape lt_wet_lowland_forest -> common,limited,open,open,limited,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_forest_stream_route|wk:claim:household-bark-tues|wk:claim:residual-v1-birch-writing-used-styli-on-inner-surface,C,candidate
nmg4_forest_stream_route__tree_bark,g4v3__gn_nov_g3_xp017_yp026_r2_forest_stream_route,forest_stream_route,forest_stream,lt_wet_lowland_forest,nm_tree_bark,raw_material,common,4,100,landscape lt_wet_lowland_forest -> common; nature member Picea (spruce) -> common,limited,open,open,limited,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_forest_stream_route|wk:claim:population-bark-float|wk:claim:population-pine-float,C,candidate
nmg4_forest_stream_route__deadwood,g4v3__gn_nov_g3_xp017_yp026_r2_forest_stream_route,forest_stream_route,forest_stream,lt_wet_lowland_forest,nm_deadwood,raw_material,common,4,100,landscape lt_wet_lowland_forest -> common,limited,open,open,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_forest_stream_route|pr98:data/world-catalogs/novgorod/live-world-runtime-v17/m2c-finite-source-capability-candidate.json#finite_source_profiles|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmg4_forest_stream_route__dry_brushwood,g4v3__gn_nov_g3_xp017_yp026_r2_forest_stream_route,forest_stream_route,forest_stream,lt_wet_lowland_forest,nm_dry_brushwood,raw_material,common,4,100,landscape lt_wet_lowland_forest -> common,limited,open,open,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_forest_stream_route|world_db.world_base.land_use_templates (draft seed; exported to _shared/land_use_templates.world_db.tsv)#lu_fuelwood_gathering|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmg4_forest_stream_route__moss,g4v3__gn_nov_g3_xp017_yp026_r2_forest_stream_route,forest_stream_route,forest_stream,lt_wet_lowland_forest,nm_moss,raw_material,common,4,100,landscape lt_wet_lowland_forest -> contextual; nature member Sphagnum (peat moss) -> common,closed,limited,open,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_forest_stream_route|world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)|pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json),C,candidate
nmg4_forest_stream_route__willow_rods,g4v3__gn_nov_g3_xp017_yp026_r2_forest_stream_route,forest_stream_route,forest_stream,lt_wet_lowland_forest,nm_willow_rods,raw_material,common,4,100,landscape lt_wet_lowland_forest -> common,open,open,limited,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_forest_stream_route|wk:claim:macro-b19-dried-willow-rods-can-be-moistened-for-flexible-basket-work|master-archive-v1/data/normalized_source_tables/material_entities/material_entities.csv,C,candidate
nmg4_forest_stream_route__spruce_roots,g4v3__gn_nov_g3_xp017_yp026_r2_forest_stream_route,forest_stream_route,forest_stream,lt_wet_lowland_forest,nm_spruce_roots,raw_material,contextual,2,50,landscape lt_wet_lowland_forest -> contextual; nature member Picea (spruce) -> contextual,closed,limited,open,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_forest_stream_route|master-archive-v1/data/normalized_source_tables/material_entities/material_entities.csv,C,candidate
nmg4_forest_stream_route__water,g4v3__gn_nov_g3_xp017_yp026_r2_forest_stream_route,forest_stream_route,forest_stream,lt_wet_lowland_forest,nm_water,raw_material,ubiquitous,8,unbounded,landscape lt_wet_lowland_forest -> common; water_body stream -> ubiquitous,limited,limited,open,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_forest_stream_route|pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)|wk:claim:research-boiling-alone-does-not-establish-fuel-or-toxic-chemical-water-drinkability,C,candidate
nmg4_large_island_head__ground,g4v3__gn_nov_g3_xp017_yp026_r2_large_island_head,large_island_head,island_head,lt_alluvial_floodplain,nm_ground_alluvial_silt_clay,ground,ubiquitous,8,,ground of lt_alluvial_floodplain (world_db soil_ground_type=alluvial_silt_clay); G4 surface class=alluvial_silt_clay,промерзает плотной коркой; весной долго мокрый,,,,,world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_alluvial_floodplain|pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_large_island_head,C,candidate
nmg4_large_island_head__clay,g4v3__gn_nov_g3_xp017_yp026_r2_large_island_head,large_island_head,island_head,lt_alluvial_floodplain,nm_clay,raw_material,common,4,100,landscape lt_alluvial_floodplain -> common; place_function island_head -> common,closed,limited,open,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_large_island_head|wk:claim:pottery-handmade-local-clay|wk:claim:secondary-clay-forms-through-water-transport-deposition,C,candidate
nmg4_large_island_head__sand,g4v3__gn_nov_g3_xp017_yp026_r2_large_island_head,large_island_head,island_head,lt_alluvial_floodplain,nm_sand,raw_material,common,4,100,landscape lt_alluvial_floodplain -> contextual; place_function island_head -> common,closed,limited,open,open,,"pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_large_island_head|wk:claim:terrain-parent-material-assemblage|Dmitruk N.G., Druzhnova M.P. Soil areas of the Novgorod region in the context of their agricultural use // IOP Conf. Ser.: Earth Environ. Sci. 613 (2020) 012025. https://doi.org/10.1088/1755-1315/613/1/012025 (read in main:data/world-catalogs/novgorod/world-knowledge/research/population-terrain-sources.md TR-01..TR-06)",C,candidate
nmg4_large_island_head__river_silt,g4v3__gn_nov_g3_xp017_yp026_r2_large_island_head,large_island_head,island_head,lt_alluvial_floodplain,nm_river_silt,raw_material,ubiquitous,8,200,landscape lt_alluvial_floodplain -> ubiquitous,closed,limited,open,open,,"pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_large_island_head|Dmitruk N.G., Druzhnova M.P. Soil areas of the Novgorod region in the context of their agricultural use // IOP Conf. Ser.: Earth Environ. Sci. 613 (2020) 012025. https://doi.org/10.1088/1755-1315/613/1/012025 (read in main:data/world-catalogs/novgorod/world-knowledge/research/population-terrain-sources.md TR-01..TR-06)|wk:claim:final-nature-slower-riparian-flow-can-permit-sediment-deposition",C,candidate
nmg4_large_island_head__tree_bark,g4v3__gn_nov_g3_xp017_yp026_r2_large_island_head,large_island_head,island_head,lt_alluvial_floodplain,nm_tree_bark,raw_material,common,4,100,landscape lt_alluvial_floodplain -> contextual; nature member Salix (willow) -> common,limited,open,open,limited,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_large_island_head|wk:claim:population-bark-float|wk:claim:population-pine-float,C,candidate
nmg4_large_island_head__deadwood,g4v3__gn_nov_g3_xp017_yp026_r2_large_island_head,large_island_head,island_head,lt_alluvial_floodplain,nm_deadwood,raw_material,rare,1,25,landscape lt_alluvial_floodplain -> rare,limited,open,open,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_large_island_head|pr98:data/world-catalogs/novgorod/live-world-runtime-v17/m2c-finite-source-capability-candidate.json#finite_source_profiles|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmg4_large_island_head__dry_brushwood,g4v3__gn_nov_g3_xp017_yp026_r2_large_island_head,large_island_head,island_head,lt_alluvial_floodplain,nm_dry_brushwood,raw_material,common,4,100,landscape lt_alluvial_floodplain -> common,limited,open,open,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_large_island_head|world_db.world_base.land_use_templates (draft seed; exported to _shared/land_use_templates.world_db.tsv)#lu_fuelwood_gathering|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmg4_large_island_head__driftwood,g4v3__gn_nov_g3_xp017_yp026_r2_large_island_head,large_island_head,island_head,lt_alluvial_floodplain,nm_driftwood,raw_material,common,4,100,landscape lt_alluvial_floodplain -> rare; place_function island_head -> common,limited,limited,open,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_large_island_head|pr98:data/world-catalogs/novgorod/live-world-runtime-v17/m2c-finite-source-capability-candidate.json#finite_source_profiles|pr98:docs/work/M2C_NATURAL_RESOURCE_RIGHTS_RESEARCH.md (owner editorial free-gathering rule for reeds/deadwood/driftwood/standing wood),C,candidate
nmg4_large_island_head__sedge_grass,g4v3__gn_nov_g3_xp017_yp026_r2_large_island_head,large_island_head,island_head,lt_alluvial_floodplain,nm_sedge_grass,raw_material,common,4,100,landscape lt_alluvial_floodplain -> common; nature member wet-ground grass and sedge guild (unidentified) -> common,closed,limited,open,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_large_island_head|world_db.world_base.land_use_templates (draft seed; exported to _shared/land_use_templates.world_db.tsv)#lu_reed_sedge_harvest|wk:claim:static-bedding-material-selection-depends-on-dryness-nonirritation-and-dust,C,candidate
nmg4_large_island_head__willow_rods,g4v3__gn_nov_g3_xp017_yp026_r2_large_island_head,large_island_head,island_head,lt_alluvial_floodplain,nm_willow_rods,raw_material,common,4,100,landscape lt_alluvial_floodplain -> contextual; nature member Salix (willow) -> common,open,open,limited,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_large_island_head|wk:claim:macro-b19-dried-willow-rods-can-be-moistened-for-flexible-basket-work|master-archive-v1/data/normalized_source_tables/material_entities/material_entities.csv,C,candidate
nmg4_large_island_head__water,g4v3__gn_nov_g3_xp017_yp026_r2_large_island_head,large_island_head,island_head,lt_alluvial_floodplain,nm_water,raw_material,ubiquitous,8,unbounded,landscape lt_alluvial_floodplain -> contextual; water_body channel -> ubiquitous,limited,limited,open,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_large_island_head|pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)|wk:claim:research-boiling-alone-does-not-establish-fuel-or-toxic-chemical-water-drinkability,C,candidate
nmg4_mixing_reach__ground,g4v3__gn_nov_g3_xp017_yp026_r2_mixing_reach,mixing_reach,estuary_mixing,lt_alluvial_floodplain,nm_ground_alluvial_silt_clay,ground,ubiquitous,8,,ground of lt_alluvial_floodplain (world_db soil_ground_type=alluvial_silt_clay); G4 surface class=alluvial_silt_clay,промерзает плотной коркой; весной долго мокрый,,,,,world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_alluvial_floodplain|pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_mixing_reach,C,candidate
nmg4_mixing_reach__clay,g4v3__gn_nov_g3_xp017_yp026_r2_mixing_reach,mixing_reach,estuary_mixing,lt_alluvial_floodplain,nm_clay,raw_material,common,4,100,landscape lt_alluvial_floodplain -> common; place_function estuary_mixing -> contextual,closed,limited,open,open,,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json (via _shared/g4_nature_index.json)#g4v3__gn_nov_g3_xp017_yp026_r2_mixing_reach|wk:claim:pottery-handmade-local-clay|wk:claim:secondary-clay-forms-through-water-transport-deposition,C,candidate
