seasonality_id,record_type,record_id,item_id,month,availability,basis,historical_confidence,notes
SEA001131,ingredient,ING0095,OMI01349,mar,rare,milk_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001132,ingredient,ING0095,OMI01349,apr,rare,milk_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001133,ingredient,ING0095,OMI01349,may,common,milk_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001134,ingredient,ING0095,OMI01349,jun,common,milk_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001135,ingredient,ING0095,OMI01349,jul,common,milk_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001136,ingredient,ING0095,OMI01349,aug,common,milk_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001137,ingredient,ING0095,OMI01349,sep,common,milk_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001138,ingredient,ING0095,OMI01349,oct,rare,milk_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001139,ingredient,ING0095,OMI01349,nov,rare,milk_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001140,ingredient,ING0095,OMI01349,dec,rare,milk_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001141,ingredient,ING0096,OMI01350,jan,rare,milk_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001142,ingredient,ING0096,OMI01350,feb,rare,milk_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001143,ingredient,ING0096,OMI01350,mar,rare,milk_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001144,ingredient,ING0096,OMI01350,apr,rare,milk_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001145,ingredient,ING0096,OMI01350,may,common,milk_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001146,ingredient,ING0096,OMI01350,jun,common,milk_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001147,ingredient,ING0096,OMI01350,jul,common,milk_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001148,ingredient,ING0096,OMI01350,aug,common,milk_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001149,ingredient,ING0096,OMI01350,sep,common,milk_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001150,ingredient,ING0096,OMI01350,oct,rare,milk_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001151,ingredient,ING0096,OMI01350,nov,rare,milk_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001152,ingredient,ING0096,OMI01350,dec,rare,milk_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001153,ingredient,ING0097,FOD0004,jan,stored_available,stored_cool,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001154,ingredient,ING0097,FOD0004,feb,stored_available,stored_cool,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001155,ingredient,ING0097,FOD0004,mar,stored_available,stored_cool,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001156,ingredient,ING0097,FOD0004,apr,rare,stored_cool,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001157,ingredient,ING0097,FOD0004,may,rare,stored_cool,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001158,ingredient,ING0097,FOD0004,jun,rare,stored_cool,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001159,ingredient,ING0097,FOD0004,jul,rare,stored_cool,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001160,ingredient,ING0097,FOD0004,aug,rare,stored_cool,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001161,ingredient,ING0097,FOD0004,sep,rare,stored_cool,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001162,ingredient,ING0097,FOD0004,oct,stored_available,stored_cool,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001163,ingredient,ING0097,FOD0004,nov,stored_available,stored_cool,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001164,ingredient,ING0097,FOD0004,dec,stored_available,stored_cool,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001165,ingredient,ING0098,OMI01356,jan,stored_available,stored_cool,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001166,ingredient,ING0098,OMI01356,feb,stored_available,stored_cool,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001167,ingredient,ING0098,OMI01356,mar,stored_available,stored_cool,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001168,ingredient,ING0098,OMI01356,apr,rare,stored_cool,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001169,ingredient,ING0098,OMI01356,may,rare,stored_cool,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001170,ingredient,ING0098,OMI01356,jun,rare,stored_cool,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001171,ingredient,ING0098,OMI01356,jul,rare,stored_cool,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001172,ingredient,ING0098,OMI01356,aug,rare,stored_cool,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001173,ingredient,ING0098,OMI01356,sep,rare,stored_cool,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001174,ingredient,ING0098,OMI01356,oct,stored_available,stored_cool,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001175,ingredient,ING0098,OMI01356,nov,stored_available,stored_cool,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001176,ingredient,ING0098,OMI01356,dec,stored_available,stored_cool,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001177,ingredient,ING0099,OMI01358,jan,rare,milk_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001178,ingredient,ING0099,OMI01358,feb,rare,milk_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001179,ingredient,ING0099,OMI01358,mar,rare,milk_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001180,ingredient,ING0099,OMI01358,apr,rare,milk_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001181,ingredient,ING0099,OMI01358,may,common,milk_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001182,ingredient,ING0099,OMI01358,jun,common,milk_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001183,ingredient,ING0099,OMI01358,jul,common,milk_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001184,ingredient,ING0099,OMI01358,aug,common,milk_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001185,ingredient,ING0099,OMI01358,sep,common,milk_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001186,ingredient,ING0099,OMI01358,oct,rare,milk_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001187,ingredient,ING0099,OMI01358,nov,rare,milk_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001188,ingredient,ING0099,OMI01358,dec,rare,milk_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001189,ingredient,ING0100,FOD0007,jan,stored_available,stored_cool,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001190,ingredient,ING0100,FOD0007,feb,stored_available,stored_cool,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001191,ingredient,ING0100,FOD0007,mar,stored_available,stored_cool,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001192,ingredient,ING0100,FOD0007,apr,rare,stored_cool,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001193,ingredient,ING0100,FOD0007,may,rare,stored_cool,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001194,ingredient,ING0100,FOD0007,jun,rare,stored_cool,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001195,ingredient,ING0100,FOD0007,jul,rare,stored_cool,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001196,ingredient,ING0100,FOD0007,aug,rare,stored_cool,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001197,ingredient,ING0100,FOD0007,sep,rare,stored_cool,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001198,ingredient,ING0100,FOD0007,oct,stored_available,stored_cool,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001199,ingredient,ING0100,FOD0007,nov,stored_available,stored_cool,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001200,ingredient,ING0100,FOD0007,dec,stored_available,stored_cool,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001201,ingredient,ING0101,OMI01360,jan,stored_available,stored_cool,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001202,ingredient,ING0101,OMI01360,feb,stored_available,stored_cool,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001203,ingredient,ING0101,OMI01360,mar,stored_available,stored_cool,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001204,ingredient,ING0101,OMI01360,apr,rare,stored_cool,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001205,ingredient,ING0101,OMI01360,may,rare,stored_cool,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001206,ingredient,ING0101,OMI01360,jun,rare,stored_cool,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001207,ingredient,ING0101,OMI01360,jul,rare,stored_cool,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001208,ingredient,ING0101,OMI01360,aug,rare,stored_cool,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001209,ingredient,ING0101,OMI01360,sep,rare,stored_cool,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001210,ingredient,ING0101,OMI01360,oct,stored_available,stored_cool,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001211,ingredient,ING0101,OMI01360,nov,stored_available,stored_cool,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001212,ingredient,ING0101,OMI01360,dec,stored_available,stored_cool,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001213,ingredient,ING0102,FOD0006,jan,stored_available,stored_cool,C,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001214,ingredient,ING0102,FOD0006,feb,stored_available,stored_cool,C,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001215,ingredient,ING0102,FOD0006,mar,stored_available,stored_cool,C,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001216,ingredient,ING0102,FOD0006,apr,rare,stored_cool,C,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001217,ingredient,ING0102,FOD0006,may,rare,stored_cool,C,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001218,ingredient,ING0102,FOD0006,jun,rare,stored_cool,C,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001219,ingredient,ING0102,FOD0006,jul,rare,stored_cool,C,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001220,ingredient,ING0102,FOD0006,aug,rare,stored_cool,C,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001221,ingredient,ING0102,FOD0006,sep,rare,stored_cool,C,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001222,ingredient,ING0102,FOD0006,oct,stored_available,stored_cool,C,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001223,ingredient,ING0102,FOD0006,nov,stored_available,stored_cool,C,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001224,ingredient,ING0102,FOD0006,dec,stored_available,stored_cool,C,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001225,ingredient,ING0103,FOD0008,jan,rare,egg_spring_summer,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001226,ingredient,ING0103,FOD0008,feb,rare,egg_spring_summer,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001227,ingredient,ING0103,FOD0008,mar,rare,egg_spring_summer,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001228,ingredient,ING0103,FOD0008,apr,common,egg_spring_summer,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001229,ingredient,ING0103,FOD0008,may,common,egg_spring_summer,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001230,ingredient,ING0103,FOD0008,jun,common,egg_spring_summer,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001231,ingredient,ING0103,FOD0008,jul,common,egg_spring_summer,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001232,ingredient,ING0103,FOD0008,aug,common,egg_spring_summer,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001233,ingredient,ING0103,FOD0008,sep,rare,egg_spring_summer,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001234,ingredient,ING0103,FOD0008,oct,rare,egg_spring_summer,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001235,ingredient,ING0103,FOD0008,nov,rare,egg_spring_summer,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001236,ingredient,ING0103,FOD0008,dec,rare,egg_spring_summer,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001237,ingredient,ING0104,FMA0021,jan,rare,egg_spring_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001238,ingredient,ING0104,FMA0021,feb,rare,egg_spring_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001239,ingredient,ING0104,FMA0021,mar,rare,egg_spring_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001240,ingredient,ING0104,FMA0021,apr,common,egg_spring_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001241,ingredient,ING0104,FMA0021,may,common,egg_spring_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001242,ingredient,ING0104,FMA0021,jun,common,egg_spring_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001243,ingredient,ING0104,FMA0021,jul,common,egg_spring_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001244,ingredient,ING0104,FMA0021,aug,common,egg_spring_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001245,ingredient,ING0104,FMA0021,sep,rare,egg_spring_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001246,ingredient,ING0104,FMA0021,oct,rare,egg_spring_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001247,ingredient,ING0104,FMA0021,nov,rare,egg_spring_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001248,ingredient,ING0104,FMA0021,dec,rare,egg_spring_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001249,ingredient,ING0105,FMA0022,jan,rare,egg_spring_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001250,ingredient,ING0105,FMA0022,feb,rare,egg_spring_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001251,ingredient,ING0105,FMA0022,mar,rare,egg_spring_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001252,ingredient,ING0105,FMA0022,apr,common,egg_spring_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001253,ingredient,ING0105,FMA0022,may,common,egg_spring_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001254,ingredient,ING0105,FMA0022,jun,common,egg_spring_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001255,ingredient,ING0105,FMA0022,jul,common,egg_spring_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001256,ingredient,ING0105,FMA0022,aug,common,egg_spring_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001257,ingredient,ING0105,FMA0022,sep,rare,egg_spring_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001258,ingredient,ING0105,FMA0022,oct,rare,egg_spring_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001259,ingredient,ING0105,FMA0022,nov,rare,egg_spring_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001260,ingredient,ING0105,FMA0022,dec,rare,egg_spring_summer,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001261,ingredient,ING0106,FOD0030,jan,fresh_available,slaughter_autumn_winter,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001262,ingredient,ING0106,FOD0030,feb,rare,slaughter_autumn_winter,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001263,ingredient,ING0106,FOD0030,mar,rare,slaughter_autumn_winter,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001264,ingredient,ING0106,FOD0030,apr,rare,slaughter_autumn_winter,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001265,ingredient,ING0106,FOD0030,may,rare,slaughter_autumn_winter,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001266,ingredient,ING0106,FOD0030,jun,rare,slaughter_autumn_winter,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001267,ingredient,ING0106,FOD0030,jul,rare,slaughter_autumn_winter,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001268,ingredient,ING0106,FOD0030,aug,rare,slaughter_autumn_winter,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001269,ingredient,ING0106,FOD0030,sep,rare,slaughter_autumn_winter,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001270,ingredient,ING0106,FOD0030,oct,fresh_available,slaughter_autumn_winter,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001271,ingredient,ING0106,FOD0030,nov,fresh_available,slaughter_autumn_winter,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001272,ingredient,ING0106,FOD0030,dec,fresh_available,slaughter_autumn_winter,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001273,ingredient,ING0107,FMA0023,jan,conditional,slaughter_variable,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001274,ingredient,ING0107,FMA0023,feb,conditional,slaughter_variable,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001275,ingredient,ING0107,FMA0023,mar,conditional,slaughter_variable,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001276,ingredient,ING0107,FMA0023,apr,conditional,slaughter_variable,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001277,ingredient,ING0107,FMA0023,may,conditional,slaughter_variable,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001278,ingredient,ING0107,FMA0023,jun,conditional,slaughter_variable,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001279,ingredient,ING0107,FMA0023,jul,conditional,slaughter_variable,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001280,ingredient,ING0107,FMA0023,aug,conditional,slaughter_variable,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001281,ingredient,ING0107,FMA0023,sep,conditional,slaughter_variable,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001282,ingredient,ING0107,FMA0023,oct,conditional,slaughter_variable,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001283,ingredient,ING0107,FMA0023,nov,conditional,slaughter_variable,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001284,ingredient,ING0107,FMA0023,dec,conditional,slaughter_variable,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001285,ingredient,ING0108,FOD0031,jan,fresh_available,slaughter_autumn_winter,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001286,ingredient,ING0108,FOD0031,feb,rare,slaughter_autumn_winter,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001287,ingredient,ING0108,FOD0031,mar,rare,slaughter_autumn_winter,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001288,ingredient,ING0108,FOD0031,apr,rare,slaughter_autumn_winter,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001289,ingredient,ING0108,FOD0031,may,rare,slaughter_autumn_winter,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001290,ingredient,ING0108,FOD0031,jun,rare,slaughter_autumn_winter,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001291,ingredient,ING0108,FOD0031,jul,rare,slaughter_autumn_winter,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001292,ingredient,ING0108,FOD0031,aug,rare,slaughter_autumn_winter,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001293,ingredient,ING0108,FOD0031,sep,rare,slaughter_autumn_winter,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001294,ingredient,ING0108,FOD0031,oct,fresh_available,slaughter_autumn_winter,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001295,ingredient,ING0108,FOD0031,nov,fresh_available,slaughter_autumn_winter,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001296,ingredient,ING0108,FOD0031,dec,fresh_available,slaughter_autumn_winter,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001297,ingredient,ING0109,FOD0029,jan,fresh_available,slaughter_autumn_winter,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001298,ingredient,ING0109,FOD0029,feb,rare,slaughter_autumn_winter,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001299,ingredient,ING0109,FOD0029,mar,rare,slaughter_autumn_winter,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001300,ingredient,ING0109,FOD0029,apr,rare,slaughter_autumn_winter,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001301,ingredient,ING0109,FOD0029,may,rare,slaughter_autumn_winter,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001302,ingredient,ING0109,FOD0029,jun,rare,slaughter_autumn_winter,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001303,ingredient,ING0109,FOD0029,jul,rare,slaughter_autumn_winter,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001304,ingredient,ING0109,FOD0029,aug,rare,slaughter_autumn_winter,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001305,ingredient,ING0109,FOD0029,sep,rare,slaughter_autumn_winter,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001306,ingredient,ING0109,FOD0029,oct,fresh_available,slaughter_autumn_winter,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001307,ingredient,ING0109,FOD0029,nov,fresh_available,slaughter_autumn_winter,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001308,ingredient,ING0109,FOD0029,dec,fresh_available,slaughter_autumn_winter,A,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001309,ingredient,ING0110,FMA0024,jan,context_only,famine_or_specific_context,C,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001310,ingredient,ING0110,FMA0024,feb,context_only,famine_or_specific_context,C,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001311,ingredient,ING0110,FMA0024,mar,context_only,famine_or_specific_context,C,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001312,ingredient,ING0110,FMA0024,apr,context_only,famine_or_specific_context,C,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001313,ingredient,ING0110,FMA0024,may,context_only,famine_or_specific_context,C,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001314,ingredient,ING0110,FMA0024,jun,context_only,famine_or_specific_context,C,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001315,ingredient,ING0110,FMA0024,jul,context_only,famine_or_specific_context,C,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001316,ingredient,ING0110,FMA0024,aug,context_only,famine_or_specific_context,C,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001317,ingredient,ING0110,FMA0024,sep,context_only,famine_or_specific_context,C,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001318,ingredient,ING0110,FMA0024,oct,context_only,famine_or_specific_context,C,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001319,ingredient,ING0110,FMA0024,nov,context_only,famine_or_specific_context,C,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001320,ingredient,ING0110,FMA0024,dec,context_only,famine_or_specific_context,C,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001321,ingredient,ING0111,FMA0025,jan,common,year_round,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001322,ingredient,ING0111,FMA0025,feb,common,year_round,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001323,ingredient,ING0111,FMA0025,mar,common,year_round,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001324,ingredient,ING0111,FMA0025,apr,common,year_round,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001325,ingredient,ING0111,FMA0025,may,common,year_round,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001326,ingredient,ING0111,FMA0025,jun,common,year_round,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001327,ingredient,ING0111,FMA0025,jul,common,year_round,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001328,ingredient,ING0111,FMA0025,aug,common,year_round,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001329,ingredient,ING0111,FMA0025,sep,common,year_round,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001330,ingredient,ING0111,FMA0025,oct,common,year_round,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001331,ingredient,ING0111,FMA0025,nov,common,year_round,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001332,ingredient,ING0111,FMA0025,dec,common,year_round,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001333,ingredient,ING0112,FMA0026,jan,rare,autumn,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001334,ingredient,ING0112,FMA0026,feb,rare,autumn,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001335,ingredient,ING0112,FMA0026,mar,rare,autumn,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001336,ingredient,ING0112,FMA0026,apr,rare,autumn,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001337,ingredient,ING0112,FMA0026,may,rare,autumn,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001338,ingredient,ING0112,FMA0026,jun,rare,autumn,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001339,ingredient,ING0112,FMA0026,jul,rare,autumn,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001340,ingredient,ING0112,FMA0026,aug,rare,autumn,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001341,ingredient,ING0112,FMA0026,sep,fresh_available,autumn,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001342,ingredient,ING0112,FMA0026,oct,fresh_available,autumn,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001343,ingredient,ING0112,FMA0026,nov,fresh_available,autumn,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001344,ingredient,ING0112,FMA0026,dec,rare,autumn,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001345,ingredient,ING0113,FMA0027,jan,rare,autumn,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001346,ingredient,ING0113,FMA0027,feb,rare,autumn,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001347,ingredient,ING0113,FMA0027,mar,rare,autumn,B,"Availability is a regional/household model, not proof of stock in a particular scene."
SEA001348,ingredient,ING0113,FMA0027,apr,rare,autumn,B,"Availability is a regional/household model, not proof of stock in a particular scene."
