binding_id,legacy_edge_id,edge_type,physical,bidirectional,legacy_scale_pair,target_mapping_kind
erbv3__contains_gn_nov_g4_xp017_yp026_r2_north_outflow_reach_upstream_approach,contains_gn_nov_g4_xp017_yp026_r2_north_outflow_reach_upstream_approach,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_old_channel_pool_deep_pool,contains_gn_nov_g4_xp017_yp026_r2_old_channel_pool_deep_pool,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_old_channel_pool_dry_crossing,contains_gn_nov_g4_xp017_yp026_r2_old_channel_pool_dry_crossing,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_old_channel_pool_hidden_link,contains_gn_nov_g4_xp017_yp026_r2_old_channel_pool_hidden_link,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_old_channel_pool_old_mouth,contains_gn_nov_g4_xp017_yp026_r2_old_channel_pool_old_mouth,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_old_channel_pool_silted_reach,contains_gn_nov_g4_xp017_yp026_r2_old_channel_pool_silted_reach,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_old_channel_pool_willow_bank,contains_gn_nov_g4_xp017_yp026_r2_old_channel_pool_willow_bank,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_outer_exposed_approach_ice_break_zone,contains_gn_nov_g4_xp017_yp026_r2_outer_exposed_approach_ice_break_zone,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_outer_exposed_approach_river_side,contains_gn_nov_g4_xp017_yp026_r2_outer_exposed_approach_river_side,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_outer_exposed_approach_sea_exit,contains_gn_nov_g4_xp017_yp026_r2_outer_exposed_approach_sea_exit,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_outer_exposed_approach_sheltered_inlet,contains_gn_nov_g4_xp017_yp026_r2_outer_exposed_approach_sheltered_inlet,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_outer_exposed_approach_shoal_margin,contains_gn_nov_g4_xp017_yp026_r2_outer_exposed_approach_shoal_margin,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_outer_exposed_approach_wind_fetch,contains_gn_nov_g4_xp017_yp026_r2_outer_exposed_approach_wind_fetch,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_reed_backwater_bird_shallows,contains_gn_nov_g4_xp017_yp026_r2_reed_backwater_bird_shallows,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_reed_backwater_entrance,contains_gn_nov_g4_xp017_yp026_r2_reed_backwater_entrance,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_reed_backwater_mud_bank,contains_gn_nov_g4_xp017_yp026_r2_reed_backwater_mud_bank,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_reed_backwater_open_pool,contains_gn_nov_g4_xp017_yp026_r2_reed_backwater_open_pool,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_reed_backwater_reed_channel,contains_gn_nov_g4_xp017_yp026_r2_reed_backwater_reed_channel,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_reed_backwater_winter_thin_ice,contains_gn_nov_g4_xp017_yp026_r2_reed_backwater_winter_thin_ice,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_sheltered_inner_reach_deep_thread,contains_gn_nov_g4_xp017_yp026_r2_sheltered_inner_reach_deep_thread,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_sheltered_inner_reach_downstream_approach,contains_gn_nov_g4_xp017_yp026_r2_sheltered_inner_reach_downstream_approach,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_sheltered_inner_reach_lee_bank,contains_gn_nov_g4_xp017_yp026_r2_sheltered_inner_reach_lee_bank,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_sheltered_inner_reach_observation_bank,contains_gn_nov_g4_xp017_yp026_r2_sheltered_inner_reach_observation_bank,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_sheltered_inner_reach_shoal_margin,contains_gn_nov_g4_xp017_yp026_r2_sheltered_inner_reach_shoal_margin,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_sheltered_inner_reach_upstream_approach,contains_gn_nov_g4_xp017_yp026_r2_sheltered_inner_reach_upstream_approach,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_sheltered_landing_terrace_flood_edge,contains_gn_nov_g4_xp017_yp026_r2_sheltered_landing_terrace_flood_edge,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_sheltered_landing_terrace_high_platform,contains_gn_nov_g4_xp017_yp026_r2_sheltered_landing_terrace_high_platform,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_sheltered_landing_terrace_inland_path,contains_gn_nov_g4_xp017_yp026_r2_sheltered_landing_terrace_inland_path,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_sheltered_landing_terrace_landing_edge,contains_gn_nov_g4_xp017_yp026_r2_sheltered_landing_terrace_landing_edge,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_sheltered_landing_terrace_water_approach,contains_gn_nov_g4_xp017_yp026_r2_sheltered_landing_terrace_water_approach,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_sheltered_landing_terrace_water_source,contains_gn_nov_g4_xp017_yp026_r2_sheltered_landing_terrace_water_source,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_shifting_shoal_field_cross_current,contains_gn_nov_g4_xp017_yp026_r2_shifting_shoal_field_cross_current,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_shifting_shoal_field_deep_thread,contains_gn_nov_g4_xp017_yp026_r2_shifting_shoal_field_deep_thread,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_shifting_shoal_field_emergency_bank,contains_gn_nov_g4_xp017_yp026_r2_shifting_shoal_field_emergency_bank,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_shifting_shoal_field_shallow_bars,contains_gn_nov_g4_xp017_yp026_r2_shifting_shoal_field_shallow_bars,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_shifting_shoal_field_warning_reach,contains_gn_nov_g4_xp017_yp026_r2_shifting_shoal_field_warning_reach,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_shifting_shoal_field_winter_crack,contains_gn_nov_g4_xp017_yp026_r2_shifting_shoal_field_winter_crack,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_south_entry_reach_deep_thread,contains_gn_nov_g4_xp017_yp026_r2_south_entry_reach_deep_thread,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_south_entry_reach_downstream_approach,contains_gn_nov_g4_xp017_yp026_r2_south_entry_reach_downstream_approach,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_south_entry_reach_lee_bank,contains_gn_nov_g4_xp017_yp026_r2_south_entry_reach_lee_bank,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_south_entry_reach_observation_bank,contains_gn_nov_g4_xp017_yp026_r2_south_entry_reach_observation_bank,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_south_entry_reach_shoal_margin,contains_gn_nov_g4_xp017_yp026_r2_south_entry_reach_shoal_margin,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_south_entry_reach_upstream_approach,contains_gn_nov_g4_xp017_yp026_r2_south_entry_reach_upstream_approach,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_tributary_mouth_crossing,contains_gn_nov_g4_xp017_yp026_r2_tributary_mouth_crossing,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_tributary_mouth_inland_path,contains_gn_nov_g4_xp017_yp026_r2_tributary_mouth_inland_path,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_tributary_mouth_lower_stream,contains_gn_nov_g4_xp017_yp026_r2_tributary_mouth_lower_stream,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_tributary_mouth_main_river_approach,contains_gn_nov_g4_xp017_yp026_r2_tributary_mouth_main_river_approach,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_tributary_mouth_marsh_bank,contains_gn_nov_g4_xp017_yp026_r2_tributary_mouth_marsh_bank,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_tributary_mouth_mouth_bar,contains_gn_nov_g4_xp017_yp026_r2_tributary_mouth_mouth_bar,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_vikhtuy_locality_forest_path,contains_gn_nov_g4_xp017_yp026_r2_vikhtuy_locality_forest_path,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_vikhtuy_locality_household_cluster,contains_gn_nov_g4_xp017_yp026_r2_vikhtuy_locality_household_cluster,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_vikhtuy_locality_landing_candidate,contains_gn_nov_g4_xp017_yp026_r2_vikhtuy_locality_landing_candidate,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_vikhtuy_locality_meeting_area,contains_gn_nov_g4_xp017_yp026_r2_vikhtuy_locality_meeting_area,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_vikhtuy_locality_occupation_terrace,contains_gn_nov_g4_xp017_yp026_r2_vikhtuy_locality_occupation_terrace,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_vikhtuy_locality_river_approach,contains_gn_nov_g4_xp017_yp026_r2_vikhtuy_locality_river_approach,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_vikhtuy_locality_water_access,contains_gn_nov_g4_xp017_yp026_r2_vikhtuy_locality_water_access,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_vikhtuy_locality_work_storage,contains_gn_nov_g4_xp017_yp026_r2_vikhtuy_locality_work_storage,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_vikhtuy_resource_edge_deep_forest,contains_gn_nov_g4_xp017_yp026_r2_vikhtuy_resource_edge_deep_forest,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_vikhtuy_resource_edge_dry_patch,contains_gn_nov_g4_xp017_yp026_r2_vikhtuy_resource_edge_dry_patch,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_vikhtuy_resource_edge_game_trail,contains_gn_nov_g4_xp017_yp026_r2_vikhtuy_resource_edge_game_trail,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_vikhtuy_resource_edge_resource_patch,contains_gn_nov_g4_xp017_yp026_r2_vikhtuy_resource_edge_resource_patch,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_vikhtuy_resource_edge_river_edge,contains_gn_nov_g4_xp017_yp026_r2_vikhtuy_resource_edge_river_edge,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_vikhtuy_resource_edge_wet_forest,contains_gn_nov_g4_xp017_yp026_r2_vikhtuy_resource_edge_wet_forest,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_vikhtuy_river_approach_flood_edge,contains_gn_nov_g4_xp017_yp026_r2_vikhtuy_river_approach_flood_edge,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_vikhtuy_river_approach_high_platform,contains_gn_nov_g4_xp017_yp026_r2_vikhtuy_river_approach_high_platform,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_vikhtuy_river_approach_inland_path,contains_gn_nov_g4_xp017_yp026_r2_vikhtuy_river_approach_inland_path,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_vikhtuy_river_approach_landing_edge,contains_gn_nov_g4_xp017_yp026_r2_vikhtuy_river_approach_landing_edge,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_vikhtuy_river_approach_water_approach,contains_gn_nov_g4_xp017_yp026_r2_vikhtuy_river_approach_water_approach,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_vikhtuy_river_approach_water_source,contains_gn_nov_g4_xp017_yp026_r2_vikhtuy_river_approach_water_source,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_west_hidden_backwater_dry_patch,contains_gn_nov_g4_xp017_yp026_r2_west_hidden_backwater_dry_patch,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_west_hidden_backwater_entrance,contains_gn_nov_g4_xp017_yp026_r2_west_hidden_backwater_entrance,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_west_hidden_backwater_hidden_outlet,contains_gn_nov_g4_xp017_yp026_r2_west_hidden_backwater_hidden_outlet,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_west_hidden_backwater_muddy_shore,contains_gn_nov_g4_xp017_yp026_r2_west_hidden_backwater_muddy_shore,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_west_hidden_backwater_reed_edge,contains_gn_nov_g4_xp017_yp026_r2_west_hidden_backwater_reed_edge,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_west_hidden_backwater_still_water,contains_gn_nov_g4_xp017_yp026_r2_west_hidden_backwater_still_water,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_west_side_channel_entrance,contains_gn_nov_g4_xp017_yp026_r2_west_side_channel_entrance,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_west_side_channel_exit,contains_gn_nov_g4_xp017_yp026_r2_west_side_channel_exit,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_west_side_channel_mud_bank,contains_gn_nov_g4_xp017_yp026_r2_west_side_channel_mud_bank,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_west_side_channel_narrow_reach,contains_gn_nov_g4_xp017_yp026_r2_west_side_channel_narrow_reach,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_west_side_channel_quiet_reach,contains_gn_nov_g4_xp017_yp026_r2_west_side_channel_quiet_reach,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_west_side_channel_seasonal_barrier,contains_gn_nov_g4_xp017_yp026_r2_west_side_channel_seasonal_barrier,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_wet_conifer_tract_deep_forest,contains_gn_nov_g4_xp017_yp026_r2_wet_conifer_tract_deep_forest,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_wet_conifer_tract_dry_patch,contains_gn_nov_g4_xp017_yp026_r2_wet_conifer_tract_dry_patch,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_wet_conifer_tract_game_trail,contains_gn_nov_g4_xp017_yp026_r2_wet_conifer_tract_game_trail,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_wet_conifer_tract_resource_patch,contains_gn_nov_g4_xp017_yp026_r2_wet_conifer_tract_resource_patch,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_wet_conifer_tract_river_edge,contains_gn_nov_g4_xp017_yp026_r2_wet_conifer_tract_river_edge,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_wet_conifer_tract_wet_forest,contains_gn_nov_g4_xp017_yp026_r2_wet_conifer_tract_wet_forest,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_zaostrovye_burial_area_approach,contains_gn_nov_g4_xp017_yp026_r2_zaostrovye_burial_area_approach,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_zaostrovye_burial_area_burial_core,contains_gn_nov_g4_xp017_yp026_r2_zaostrovye_burial_area_burial_core,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_zaostrovye_burial_area_outer_edge,contains_gn_nov_g4_xp017_yp026_r2_zaostrovye_burial_area_outer_edge,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_zaostrovye_burial_area_ritual_edge,contains_gn_nov_g4_xp017_yp026_r2_zaostrovye_burial_area_ritual_edge,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_zaostrovye_burial_area_wet_boundary,contains_gn_nov_g4_xp017_yp026_r2_zaostrovye_burial_area_wet_boundary,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_zaostrovye_burial_area_woodland_buffer,contains_gn_nov_g4_xp017_yp026_r2_zaostrovye_burial_area_woodland_buffer,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_zaostrovye_landing_boat_drawing,contains_gn_nov_g4_xp017_yp026_r2_zaostrovye_landing_boat_drawing,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_zaostrovye_landing_dry_platform,contains_gn_nov_g4_xp017_yp026_r2_zaostrovye_landing_dry_platform,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_zaostrovye_landing_flood_limit,contains_gn_nov_g4_xp017_yp026_r2_zaostrovye_landing_flood_limit,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_zaostrovye_landing_landing_edge,contains_gn_nov_g4_xp017_yp026_r2_zaostrovye_landing_landing_edge,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_zaostrovye_landing_path_to_settlement,contains_gn_nov_g4_xp017_yp026_r2_zaostrovye_landing_path_to_settlement,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_zaostrovye_landing_river_approach,contains_gn_nov_g4_xp017_yp026_r2_zaostrovye_landing_river_approach,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_zaostrovye_settlement_center_habitation_terrace,contains_gn_nov_g4_xp017_yp026_r2_zaostrovye_settlement_center_habitation_terrace,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_zaostrovye_settlement_center_hinterland_path,contains_gn_nov_g4_xp017_yp026_r2_zaostrovye_settlement_center_hinterland_path,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_zaostrovye_settlement_center_household_zone,contains_gn_nov_g4_xp017_yp026_r2_zaostrovye_settlement_center_household_zone,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_zaostrovye_settlement_center_landing,contains_gn_nov_g4_xp017_yp026_r2_zaostrovye_settlement_center_landing,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_zaostrovye_settlement_center_river_approach,contains_gn_nov_g4_xp017_yp026_r2_zaostrovye_settlement_center_river_approach,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_zaostrovye_settlement_center_storage_zone,contains_gn_nov_g4_xp017_yp026_r2_zaostrovye_settlement_center_storage_zone,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_zaostrovye_settlement_center_water_source,contains_gn_nov_g4_xp017_yp026_r2_zaostrovye_settlement_center_water_source,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__contains_gn_nov_g4_xp017_yp026_r2_zaostrovye_settlement_center_work_zone,contains_gn_nov_g4_xp017_yp026_r2_zaostrovye_settlement_center_work_zone,contains,False,False,G3->G4,canonical_g5_parent_dependency
erbv3__cross_g4_01,cross_g4_01,river,True,True,G4->G4,cross_g4_world_route_source
erbv3__cross_g4_02,cross_g4_02,river,True,True,G4->G4,cross_g4_world_route_source
erbv3__cross_g4_03,cross_g4_03,river,True,True,G4->G4,cross_g4_world_route_source
erbv3__cross_g4_04,cross_g4_04,river,True,True,G4->G4,cross_g4_world_route_source
erbv3__cross_g4_05,cross_g4_05,river,True,True,G4->G4,cross_g4_world_route_source
erbv3__cross_g4_06,cross_g4_06,river,True,True,G4->G4,cross_g4_world_route_source
erbv3__cross_g4_07,cross_g4_07,river,True,True,G4->G4,cross_g4_world_route_source
erbv3__cross_g4_08,cross_g4_08,river,True,True,G4->G4,cross_g4_world_route_source
erbv3__cross_g4_09,cross_g4_09,water_land_transition,True,True,G4->G4,cross_g4_world_route_source
erbv3__cross_g4_10,cross_g4_10,wetland_path,True,True,G4->G4,cross_g4_world_route_source
erbv3__cross_g4_11,cross_g4_11,offroad_crossing,True,True,G4->G4,cross_g4_world_route_source
erbv3__cross_g4_12,cross_g4_12,river,True,True,G4->G4,cross_g4_world_route_source
erbv3__cross_g4_13,cross_g4_13,river,True,True,G4->G4,cross_g4_world_route_source
erbv3__cross_g4_14,cross_g4_14,water_land_transition,True,True,G4->G4,cross_g4_world_route_source
erbv3__cross_g4_15,cross_g4_15,path,True,True,G4->G4,cross_g4_world_route_source
erbv3__cross_g4_16,cross_g4_16,path,True,True,G4->G4,cross_g4_world_route_source
erbv3__cross_g4_17,cross_g4_17,path,True,True,G4->G4,cross_g4_world_route_source
erbv3__cross_g4_18,cross_g4_18,forest_track,True,True,G4->G4,cross_g4_world_route_source
erbv3__cross_g4_19,cross_g4_19,forest_track,True,True,G4->G4,cross_g4_world_route_source
erbv3__cross_g4_20,cross_g4_20,forest_track,True,True,G4->G4,cross_g4_world_route_source
erbv3__cross_g4_21,cross_g4_21,river,True,True,G4->G4,cross_g4_world_route_source
erbv3__cross_g4_22,cross_g4_22,side_channel,True,True,G4->G4,cross_g4_world_route_source
erbv3__cross_g4_23,cross_g4_23,side_channel,True,True,G4->G4,cross_g4_world_route_source
erbv3__cross_g4_24,cross_g4_24,river,True,True,G4->G4,cross_g4_world_route_source
erbv3__g2_to_g3_access_001,g2_to_g3_access_001,zone_place_access,True,True,G2->G3,corridor_to_host_route_context_source
erbv3__g2_to_g3_access_002,g2_to_g3_access_002,zone_place_access,True,True,G2->G3,corridor_to_host_route_context_source
erbv3__g2_to_g3_access_003,g2_to_g3_access_003,zone_place_access,True,True,G2->G3,corridor_to_host_route_context_source
erbv3__g2_to_g3_access_004,g2_to_g3_access_004,zone_place_access,True,True,G2->G3,corridor_to_host_route_context_source
erbv3__g2_to_g3_access_005,g2_to_g3_access_005,zone_place_access,True,True,G2->G3,corridor_to_host_route_context_source
erbv3__g2_to_g3_access_006,g2_to_g3_access_006,zone_place_access,True,True,G2->G3,corridor_to_host_route_context_source
erbv3__g2_to_g3_access_007,g2_to_g3_access_007,zone_place_access,True,True,G2->G3,corridor_to_host_route_context_source
erbv3__g2_to_g3_access_008,g2_to_g3_access_008,zone_place_access,True,True,G2->G3,corridor_to_host_route_context_source
erbv3__g2_to_g3_access_009,g2_to_g3_access_009,zone_place_access,True,True,G2->G3,corridor_to_host_route_context_source
erbv3__g2_to_g3_access_010,g2_to_g3_access_010,zone_place_access,True,True,G2->G3,corridor_to_host_route_context_source
erbv3__g2_to_g3_access_011,g2_to_g3_access_011,zone_place_access,True,True,G2->G3,corridor_to_host_route_context_source
erbv3__g2_to_g3_access_012,g2_to_g3_access_012,zone_place_access,True,True,G2->G3,corridor_to_host_route_context_source
erbv3__g2_to_g3_access_013,g2_to_g3_access_013,zone_place_access,True,True,G2->G3,corridor_to_host_route_context_source
erbv3__g2_to_g3_access_014,g2_to_g3_access_014,zone_place_access,True,True,G2->G3,corridor_to_host_route_context_source
erbv3__g2_to_g3_access_015,g2_to_g3_access_015,zone_place_access,True,True,G2->G3,corridor_to_host_route_context_source
erbv3__g2_to_g3_access_016,g2_to_g3_access_016,zone_place_access,True,True,G2->G3,corridor_to_host_route_context_source
erbv3__g2_to_g3_access_017,g2_to_g3_access_017,zone_place_access,True,True,G2->G3,corridor_to_host_route_context_source
