id,parent_g4_id,class_id,title,spatial_function_id,evidence_status,external_route_availability,legacy_id
cg5v3__gn_nov_g4_xp017_yp026_r2_old_channel_pool_silted_reach,g4v3__gn_nov_g3_xp017_yp026_r2_old_channel_pool,spatial.g5.parcel,Заиленный участок,hazard_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_old_channel_pool_silted_reach
cg5v3__gn_nov_g4_xp017_yp026_r2_old_channel_pool_willow_bank,g4v3__gn_nov_g3_xp017_yp026_r2_old_channel_pool,spatial.g5.parcel,Ивовая кромка,resource_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_old_channel_pool_willow_bank
cg5v3__gn_nov_g4_xp017_yp026_r2_outer_exposed_approach_ice_break_zone,g4v3__gn_nov_g3_xp017_yp026_r2_outer_exposed_approach,spatial.g5.parcel,Полоса ломки льда,seasonal_hazard_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_outer_exposed_approach_ice_break_zone
cg5v3__gn_nov_g4_xp017_yp026_r2_outer_exposed_approach_river_side,g4v3__gn_nov_g3_xp017_yp026_r2_outer_exposed_approach,spatial.g5.parcel,Речная сторона,route_approach,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_outer_exposed_approach_river_side
cg5v3__gn_nov_g4_xp017_yp026_r2_outer_exposed_approach_sea_exit,g4v3__gn_nov_g3_xp017_yp026_r2_outer_exposed_approach,spatial.g5.parcel,Выход к Белому морю,boundary_route_zone,regional_typology,blocked_pending_external_boundary,gn_nov_g4_xp017_yp026_r2_outer_exposed_approach_sea_exit
cg5v3__gn_nov_g4_xp017_yp026_r2_outer_exposed_approach_sheltered_inlet,g4v3__gn_nov_g3_xp017_yp026_r2_outer_exposed_approach,spatial.g5.parcel,Защищённый карман,shelter_candidate,comparative_reconstruction,normal,gn_nov_g4_xp017_yp026_r2_outer_exposed_approach_sheltered_inlet
cg5v3__gn_nov_g4_xp017_yp026_r2_outer_exposed_approach_shoal_margin,g4v3__gn_nov_g3_xp017_yp026_r2_outer_exposed_approach,spatial.g5.parcel,Внешняя мель,hazard_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_outer_exposed_approach_shoal_margin
cg5v3__gn_nov_g4_xp017_yp026_r2_outer_exposed_approach_wind_fetch,g4v3__gn_nov_g3_xp017_yp026_r2_outer_exposed_approach,spatial.g5.parcel,Открытый ветровой плёс,exposure_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_outer_exposed_approach_wind_fetch
cg5v3__gn_nov_g4_xp017_yp026_r2_reed_backwater_bird_shallows,g4v3__gn_nov_g3_xp017_yp026_r2_reed_backwater,spatial.g5.parcel,Птичье мелководье,fauna_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_reed_backwater_bird_shallows
cg5v3__gn_nov_g4_xp017_yp026_r2_reed_backwater_entrance,g4v3__gn_nov_g3_xp017_yp026_r2_reed_backwater,spatial.g5.parcel,Вход в заросший затон,route_approach,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_reed_backwater_entrance
cg5v3__gn_nov_g4_xp017_yp026_r2_reed_backwater_mud_bank,g4v3__gn_nov_g3_xp017_yp026_r2_reed_backwater,spatial.g5.parcel,Илистый берег — Камышовый затон,hazard_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_reed_backwater_mud_bank
cg5v3__gn_nov_g4_xp017_yp026_r2_reed_backwater_open_pool,g4v3__gn_nov_g3_xp017_yp026_r2_reed_backwater,spatial.g5.parcel,Открытая заводь,resource_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_reed_backwater_open_pool
cg5v3__gn_nov_g4_xp017_yp026_r2_reed_backwater_reed_channel,g4v3__gn_nov_g3_xp017_yp026_r2_reed_backwater,spatial.g5.parcel,Тростниковый проход,exploration_route,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_reed_backwater_reed_channel
cg5v3__gn_nov_g4_xp017_yp026_r2_reed_backwater_winter_thin_ice,g4v3__gn_nov_g3_xp017_yp026_r2_reed_backwater,spatial.g5.parcel,Полоса тонкого льда,seasonal_hazard_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_reed_backwater_winter_thin_ice
cg5v3__gn_nov_g4_xp017_yp026_r2_sheltered_inner_reach_deep_thread,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach,spatial.g5.parcel,Глубокий ход — Защищённый внутренний плёс,navigation_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_sheltered_inner_reach_deep_thread
cg5v3__gn_nov_g4_xp017_yp026_r2_sheltered_inner_reach_downstream_approach,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach,spatial.g5.parcel,Нижний подход — Защищённый внутренний плёс,route_approach,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_sheltered_inner_reach_downstream_approach
cg5v3__gn_nov_g4_xp017_yp026_r2_sheltered_inner_reach_lee_bank,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach,spatial.g5.parcel,Подветренный береговой карман — Защищённый внутренний плёс,shelter_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_sheltered_inner_reach_lee_bank
cg5v3__gn_nov_g4_xp017_yp026_r2_sheltered_inner_reach_observation_bank,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach,spatial.g5.parcel,Береговой ориентир — Защищённый внутренний плёс,observation_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_sheltered_inner_reach_observation_bank
cg5v3__gn_nov_g4_xp017_yp026_r2_sheltered_inner_reach_shoal_margin,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach,spatial.g5.parcel,Кромка мелей — Защищённый внутренний плёс,river_hazard_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_sheltered_inner_reach_shoal_margin
cg5v3__gn_nov_g4_xp017_yp026_r2_sheltered_inner_reach_upstream_approach,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach,spatial.g5.parcel,Верхний подход — Защищённый внутренний плёс,route_approach,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_sheltered_inner_reach_upstream_approach
cg5v3__gn_nov_g4_xp017_yp026_r2_sheltered_landing_terrace_flood_edge,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_landing_terrace,spatial.g5.parcel,Граница половодья — Защищённая береговая терраса,seasonal_hazard_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_sheltered_landing_terrace_flood_edge
cg5v3__gn_nov_g4_xp017_yp026_r2_sheltered_landing_terrace_high_platform,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_landing_terrace,spatial.g5.parcel,Высокая площадка — Защищённая береговая терраса,rest_or_use_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_sheltered_landing_terrace_high_platform
cg5v3__gn_nov_g4_xp017_yp026_r2_sheltered_landing_terrace_inland_path,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_landing_terrace,spatial.g5.parcel,Тропа в глубь суши — Защищённая береговая терраса,route_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_sheltered_landing_terrace_inland_path
cg5v3__gn_nov_g4_xp017_yp026_r2_sheltered_landing_terrace_landing_edge,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_landing_terrace,spatial.g5.parcel,Береговая кромка — Защищённая береговая терраса,landing_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_sheltered_landing_terrace_landing_edge
cg5v3__gn_nov_g4_xp017_yp026_r2_sheltered_landing_terrace_water_approach,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_landing_terrace,spatial.g5.parcel,Водный подход — Защищённая береговая терраса,route_approach,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_sheltered_landing_terrace_water_approach
cg5v3__gn_nov_g4_xp017_yp026_r2_sheltered_landing_terrace_water_source,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_landing_terrace,spatial.g5.parcel,Место набора воды — Защищённая береговая терраса,resource_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_sheltered_landing_terrace_water_source
cg5v3__gn_nov_g4_xp017_yp026_r2_shifting_shoal_field_cross_current,g4v3__gn_nov_g3_xp017_yp026_r2_shifting_shoal_field,spatial.g5.parcel,Поперечное течение,hazard_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_shifting_shoal_field_cross_current
cg5v3__gn_nov_g4_xp017_yp026_r2_shifting_shoal_field_deep_thread,g4v3__gn_nov_g3_xp017_yp026_r2_shifting_shoal_field,spatial.g5.parcel,Глубокая струя,navigation_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_shifting_shoal_field_deep_thread
cg5v3__gn_nov_g4_xp017_yp026_r2_shifting_shoal_field_emergency_bank,g4v3__gn_nov_g3_xp017_yp026_r2_shifting_shoal_field,spatial.g5.parcel,Аварийная высадка,landing_candidate,comparative_reconstruction,normal,gn_nov_g4_xp017_yp026_r2_shifting_shoal_field_emergency_bank
cg5v3__gn_nov_g4_xp017_yp026_r2_shifting_shoal_field_shallow_bars,g4v3__gn_nov_g3_xp017_yp026_r2_shifting_shoal_field,spatial.g5.parcel,Мелкие гряды,hazard_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_shifting_shoal_field_shallow_bars
cg5v3__gn_nov_g4_xp017_yp026_r2_shifting_shoal_field_warning_reach,g4v3__gn_nov_g3_xp017_yp026_r2_shifting_shoal_field,spatial.g5.parcel,Предупредительный плёс,observation_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_shifting_shoal_field_warning_reach
cg5v3__gn_nov_g4_xp017_yp026_r2_shifting_shoal_field_winter_crack,g4v3__gn_nov_g3_xp017_yp026_r2_shifting_shoal_field,spatial.g5.parcel,Зимняя трещинная полоса,seasonal_hazard_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_shifting_shoal_field_winter_crack
cg5v3__gn_nov_g4_xp017_yp026_r2_south_entry_reach_deep_thread,g4v3__gn_nov_g3_xp017_yp026_r2_south_entry_reach,spatial.g5.parcel,Глубокий ход — Южный входной плёс,navigation_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_south_entry_reach_deep_thread
cg5v3__gn_nov_g4_xp017_yp026_r2_south_entry_reach_downstream_approach,g4v3__gn_nov_g3_xp017_yp026_r2_south_entry_reach,spatial.g5.parcel,Нижний подход — Южный входной плёс,route_approach,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_south_entry_reach_downstream_approach
cg5v3__gn_nov_g4_xp017_yp026_r2_south_entry_reach_lee_bank,g4v3__gn_nov_g3_xp017_yp026_r2_south_entry_reach,spatial.g5.parcel,Подветренный береговой карман — Южный входной плёс,shelter_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_south_entry_reach_lee_bank
cg5v3__gn_nov_g4_xp017_yp026_r2_south_entry_reach_observation_bank,g4v3__gn_nov_g3_xp017_yp026_r2_south_entry_reach,spatial.g5.parcel,Береговой ориентир — Южный входной плёс,observation_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_south_entry_reach_observation_bank
cg5v3__gn_nov_g4_xp017_yp026_r2_south_entry_reach_shoal_margin,g4v3__gn_nov_g3_xp017_yp026_r2_south_entry_reach,spatial.g5.parcel,Кромка мелей — Южный входной плёс,river_hazard_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_south_entry_reach_shoal_margin
cg5v3__gn_nov_g4_xp017_yp026_r2_south_entry_reach_upstream_approach,g4v3__gn_nov_g3_xp017_yp026_r2_south_entry_reach,spatial.g5.parcel,Верхний подход — Южный входной плёс,route_approach,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_south_entry_reach_upstream_approach
cg5v3__gn_nov_g4_xp017_yp026_r2_tributary_mouth_crossing,g4v3__gn_nov_g3_xp017_yp026_r2_tributary_mouth,spatial.g5.parcel,Переход через ручей,crossing_candidate,comparative_reconstruction,normal,gn_nov_g4_xp017_yp026_r2_tributary_mouth_crossing
cg5v3__gn_nov_g4_xp017_yp026_r2_tributary_mouth_inland_path,g4v3__gn_nov_g3_xp017_yp026_r2_tributary_mouth,spatial.g5.parcel,Путь вверх по водотоку,route_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_tributary_mouth_inland_path
cg5v3__gn_nov_g4_xp017_yp026_r2_tributary_mouth_lower_stream,g4v3__gn_nov_g3_xp017_yp026_r2_tributary_mouth,spatial.g5.parcel,Нижний ход ручья,small_water_route,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_tributary_mouth_lower_stream
cg5v3__gn_nov_g4_xp017_yp026_r2_tributary_mouth_main_river_approach,g4v3__gn_nov_g3_xp017_yp026_r2_tributary_mouth,spatial.g5.parcel,Подход с Двины,route_approach,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_tributary_mouth_main_river_approach
cg5v3__gn_nov_g4_xp017_yp026_r2_tributary_mouth_marsh_bank,g4v3__gn_nov_g3_xp017_yp026_r2_tributary_mouth,spatial.g5.parcel,Болотистый берег,hazard_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_tributary_mouth_marsh_bank
cg5v3__gn_nov_g4_xp017_yp026_r2_tributary_mouth_mouth_bar,g4v3__gn_nov_g3_xp017_yp026_r2_tributary_mouth,spatial.g5.parcel,Устьевая мель,hazard_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_tributary_mouth_mouth_bar
cg5v3__gn_nov_g4_xp017_yp026_r2_vikhtuy_locality_forest_path,g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_locality,spatial.g5.parcel,Ход к лесным ресурсам,route_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_vikhtuy_locality_forest_path
cg5v3__gn_nov_g4_xp017_yp026_r2_vikhtuy_locality_household_cluster,g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_locality,spatial.g5.parcel,Дворовый участок: реконструкция,settlement_cluster_candidate,comparative_reconstruction,normal,gn_nov_g4_xp017_yp026_r2_vikhtuy_locality_household_cluster
cg5v3__gn_nov_g4_xp017_yp026_r2_vikhtuy_locality_landing_candidate,g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_locality,spatial.g5.parcel,Высадка у Вихтуя: зона-кандидат,landing_candidate,comparative_reconstruction,normal,gn_nov_g4_xp017_yp026_r2_vikhtuy_locality_landing_candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_vikhtuy_locality_meeting_area,g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_locality,spatial.g5.parcel,Открытая площадка контакта: реконструкция,social_use_candidate,comparative_reconstruction,normal,gn_nov_g4_xp017_yp026_r2_vikhtuy_locality_meeting_area
cg5v3__gn_nov_g4_xp017_yp026_r2_vikhtuy_locality_occupation_terrace,g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_locality,spatial.g5.parcel,Площадка возможного обитания,occupation_candidate,comparative_reconstruction,normal,gn_nov_g4_xp017_yp026_r2_vikhtuy_locality_occupation_terrace
cg5v3__gn_nov_g4_xp017_yp026_r2_vikhtuy_locality_river_approach,g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_locality,spatial.g5.parcel,Речной подход к Вихтую,route_approach,source_backed_with_localization_uncertainty,normal,gn_nov_g4_xp017_yp026_r2_vikhtuy_locality_river_approach
cg5v3__gn_nov_g4_xp017_yp026_r2_vikhtuy_locality_water_access,g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_locality,spatial.g5.parcel,Местный водный доступ,resource_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_vikhtuy_locality_water_access
cg5v3__gn_nov_g4_xp017_yp026_r2_vikhtuy_locality_work_storage,g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_locality,spatial.g5.parcel,Хозяйственно-складская зона: реконструкция,work_zone_candidate,comparative_reconstruction,normal,gn_nov_g4_xp017_yp026_r2_vikhtuy_locality_work_storage
cg5v3__gn_nov_g4_xp017_yp026_r2_vikhtuy_resource_edge_deep_forest,g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_resource_edge,spatial.g5.parcel,Глубокий лес — Ресурсная окраина Вихтуйской зоны,orientation_hazard_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_vikhtuy_resource_edge_deep_forest
cg5v3__gn_nov_g4_xp017_yp026_r2_vikhtuy_resource_edge_dry_patch,g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_resource_edge,spatial.g5.parcel,Сухой лесной островок — Ресурсная окраина Вихтуйской зоны,rest_candidate,comparative_reconstruction,normal,gn_nov_g4_xp017_yp026_r2_vikhtuy_resource_edge_dry_patch
cg5v3__gn_nov_g4_xp017_yp026_r2_vikhtuy_resource_edge_game_trail,g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_resource_edge,spatial.g5.parcel,Звериная тропа — Ресурсная окраина Вихтуйской зоны,exploration_route,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_vikhtuy_resource_edge_game_trail
cg5v3__gn_nov_g4_xp017_yp026_r2_vikhtuy_resource_edge_resource_patch,g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_resource_edge,spatial.g5.parcel,Промысловый участок — Ресурсная окраина Вихтуйской зоны,resource_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_vikhtuy_resource_edge_resource_patch
cg5v3__gn_nov_g4_xp017_yp026_r2_vikhtuy_resource_edge_river_edge,g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_resource_edge,spatial.g5.parcel,Выход к реке — Ресурсная окраина Вихтуйской зоны,route_approach,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_vikhtuy_resource_edge_river_edge
cg5v3__gn_nov_g4_xp017_yp026_r2_vikhtuy_resource_edge_wet_forest,g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_resource_edge,spatial.g5.parcel,Влажная лесная низина — Ресурсная окраина Вихтуйской зоны,hazard_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_vikhtuy_resource_edge_wet_forest
cg5v3__gn_nov_g4_xp017_yp026_r2_vikhtuy_river_approach_flood_edge,g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_river_approach,spatial.g5.parcel,Граница половодья — Речной подход к Вихтую,seasonal_hazard_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_vikhtuy_river_approach_flood_edge
cg5v3__gn_nov_g4_xp017_yp026_r2_vikhtuy_river_approach_high_platform,g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_river_approach,spatial.g5.parcel,Высокая площадка — Речной подход к Вихтую,rest_or_use_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_vikhtuy_river_approach_high_platform
cg5v3__gn_nov_g4_xp017_yp026_r2_vikhtuy_river_approach_inland_path,g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_river_approach,spatial.g5.parcel,Тропа в глубь суши — Речной подход к Вихтую,route_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_vikhtuy_river_approach_inland_path
cg5v3__gn_nov_g4_xp017_yp026_r2_vikhtuy_river_approach_landing_edge,g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_river_approach,spatial.g5.parcel,Береговая кромка — Речной подход к Вихтую,landing_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_vikhtuy_river_approach_landing_edge
cg5v3__gn_nov_g4_xp017_yp026_r2_vikhtuy_river_approach_water_approach,g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_river_approach,spatial.g5.parcel,Водный подход — Речной подход к Вихтую,route_approach,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_vikhtuy_river_approach_water_approach
cg5v3__gn_nov_g4_xp017_yp026_r2_vikhtuy_river_approach_water_source,g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_river_approach,spatial.g5.parcel,Место набора воды — Речной подход к Вихтую,resource_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_vikhtuy_river_approach_water_source
cg5v3__gn_nov_g4_xp017_yp026_r2_west_hidden_backwater_dry_patch,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,spatial.g5.parcel,Сухой береговой пятачок,rest_candidate,comparative_reconstruction,normal,gn_nov_g4_xp017_yp026_r2_west_hidden_backwater_dry_patch
cg5v3__gn_nov_g4_xp017_yp026_r2_west_hidden_backwater_entrance,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,spatial.g5.parcel,Устье затона,route_approach,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_west_hidden_backwater_entrance
cg5v3__gn_nov_g4_xp017_yp026_r2_west_hidden_backwater_hidden_outlet,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,spatial.g5.parcel,Скрытый выход,exploration_route,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_west_hidden_backwater_hidden_outlet
cg5v3__gn_nov_g4_xp017_yp026_r2_west_hidden_backwater_muddy_shore,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,spatial.g5.parcel,Топкий берег,hazard_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_west_hidden_backwater_muddy_shore
cg5v3__gn_nov_g4_xp017_yp026_r2_west_hidden_backwater_reed_edge,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,spatial.g5.parcel,Кромка зарослей,concealment_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_west_hidden_backwater_reed_edge
cg5v3__gn_nov_g4_xp017_yp026_r2_west_hidden_backwater_still_water,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,spatial.g5.parcel,Тихая вода,resource_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_west_hidden_backwater_still_water
cg5v3__gn_nov_g4_xp017_yp026_r2_west_side_channel_entrance,g4v3__gn_nov_g3_xp017_yp026_r2_west_side_channel,spatial.g5.parcel,Вход в протоку — Западная боковая протока,route_approach,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_west_side_channel_entrance
cg5v3__gn_nov_g4_xp017_yp026_r2_west_side_channel_exit,g4v3__gn_nov_g3_xp017_yp026_r2_west_side_channel,spatial.g5.parcel,Выход из протоки — Западная боковая протока,route_approach,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_west_side_channel_exit
cg5v3__gn_nov_g4_xp017_yp026_r2_west_side_channel_mud_bank,g4v3__gn_nov_g3_xp017_yp026_r2_west_side_channel,spatial.g5.parcel,Илистый берег — Западная боковая протока,landing_hazard_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_west_side_channel_mud_bank
cg5v3__gn_nov_g4_xp017_yp026_r2_west_side_channel_narrow_reach,g4v3__gn_nov_g3_xp017_yp026_r2_west_side_channel,spatial.g5.parcel,Узкий ход — Западная боковая протока,navigation_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_west_side_channel_narrow_reach
cg5v3__gn_nov_g4_xp017_yp026_r2_west_side_channel_quiet_reach,g4v3__gn_nov_g3_xp017_yp026_r2_west_side_channel,spatial.g5.parcel,Тихий плёс — Западная боковая протока,shelter_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_west_side_channel_quiet_reach
cg5v3__gn_nov_g4_xp017_yp026_r2_west_side_channel_seasonal_barrier,g4v3__gn_nov_g3_xp017_yp026_r2_west_side_channel,spatial.g5.parcel,Сезонная преграда — Западная боковая протока,seasonal_hazard_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_west_side_channel_seasonal_barrier
cg5v3__gn_nov_g4_xp017_yp026_r2_wet_conifer_tract_deep_forest,g4v3__gn_nov_g3_xp017_yp026_r2_wet_conifer_tract,spatial.g5.parcel,Глубокий лес — Влажный хвойный лес,orientation_hazard_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_wet_conifer_tract_deep_forest
cg5v3__gn_nov_g4_xp017_yp026_r2_wet_conifer_tract_dry_patch,g4v3__gn_nov_g3_xp017_yp026_r2_wet_conifer_tract,spatial.g5.parcel,Сухой лесной островок — Влажный хвойный лес,rest_candidate,comparative_reconstruction,normal,gn_nov_g4_xp017_yp026_r2_wet_conifer_tract_dry_patch
cg5v3__gn_nov_g4_xp017_yp026_r2_wet_conifer_tract_game_trail,g4v3__gn_nov_g3_xp017_yp026_r2_wet_conifer_tract,spatial.g5.parcel,Звериная тропа — Влажный хвойный лес,exploration_route,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_wet_conifer_tract_game_trail
cg5v3__gn_nov_g4_xp017_yp026_r2_wet_conifer_tract_resource_patch,g4v3__gn_nov_g3_xp017_yp026_r2_wet_conifer_tract,spatial.g5.parcel,Промысловый участок — Влажный хвойный лес,resource_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_wet_conifer_tract_resource_patch
cg5v3__gn_nov_g4_xp017_yp026_r2_wet_conifer_tract_river_edge,g4v3__gn_nov_g3_xp017_yp026_r2_wet_conifer_tract,spatial.g5.parcel,Выход к реке — Влажный хвойный лес,route_approach,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_wet_conifer_tract_river_edge
cg5v3__gn_nov_g4_xp017_yp026_r2_wet_conifer_tract_wet_forest,g4v3__gn_nov_g3_xp017_yp026_r2_wet_conifer_tract,spatial.g5.parcel,Влажная лесная низина — Влажный хвойный лес,hazard_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_wet_conifer_tract_wet_forest
cg5v3__gn_nov_g4_xp017_yp026_r2_zaostrovye_burial_area_approach,g4v3__gn_nov_g3_xp017_yp026_r2_zaostrovye_burial_area,spatial.g5.parcel,Подход к погребальной зоне,route_approach,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_zaostrovye_burial_area_approach
cg5v3__gn_nov_g4_xp017_yp026_r2_zaostrovye_burial_area_burial_core,g4v3__gn_nov_g3_xp017_yp026_r2_zaostrovye_burial_area,spatial.g5.parcel,Погребальный участок: археологическая модель,burial_zone,archaeologically_supported_with_access_limit,normal,gn_nov_g4_xp017_yp026_r2_zaostrovye_burial_area_burial_core
cg5v3__gn_nov_g4_xp017_yp026_r2_zaostrovye_burial_area_outer_edge,g4v3__gn_nov_g3_xp017_yp026_r2_zaostrovye_burial_area,spatial.g5.parcel,Внешняя граница,boundary_zone,regional_typology,blocked_pending_external_boundary,gn_nov_g4_xp017_yp026_r2_zaostrovye_burial_area_outer_edge
cg5v3__gn_nov_g4_xp017_yp026_r2_zaostrovye_burial_area_ritual_edge,g4v3__gn_nov_g3_xp017_yp026_r2_zaostrovye_burial_area,spatial.g5.parcel,Обрядовая кромка: реконструкция,ritual_use_candidate,comparative_reconstruction,normal,gn_nov_g4_xp017_yp026_r2_zaostrovye_burial_area_ritual_edge
cg5v3__gn_nov_g4_xp017_yp026_r2_zaostrovye_burial_area_wet_boundary,g4v3__gn_nov_g3_xp017_yp026_r2_zaostrovye_burial_area,spatial.g5.parcel,Влажная граница,natural_boundary,regional_typology,blocked_pending_external_boundary,gn_nov_g4_xp017_yp026_r2_zaostrovye_burial_area_wet_boundary
cg5v3__gn_nov_g4_xp017_yp026_r2_zaostrovye_burial_area_woodland_buffer,g4v3__gn_nov_g3_xp017_yp026_r2_zaostrovye_burial_area,spatial.g5.parcel,Лесная полоса,buffer_zone,regional_typology,normal,gn_nov_g4_xp017_yp026_r2_zaostrovye_burial_area_woodland_buffer
cg5v3__gn_nov_g4_xp017_yp026_r2_zaostrovye_landing_boat_drawing,g4v3__gn_nov_g3_xp017_yp026_r2_zaostrovye_landing,spatial.g5.parcel,Место вытаскивания лодок,work_zone_candidate,comparative_reconstruction,normal,gn_nov_g4_xp017_yp026_r2_zaostrovye_landing_boat_drawing
