role_id,role_title,social_rank,role_status,rights_class,weapon_rights_text,tier,access_level,basis,source_refs,confidence,status
nov_role_forest_promyslovik,лесной промысловик,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",tool_weapon,permitted,matrix R_tool × tool_weapon,tsv:role:nov_role_forest_promyslovik#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_forest_promyslovik,лесной промысловик,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",common_war,suspicious_without_reason,matrix R_tool × common_war,tsv:role:nov_role_forest_promyslovik#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_forest_promyslovik,лесной промысловик,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",elite_war,suspicious_without_reason,matrix R_tool × elite_war,tsv:role:nov_role_forest_promyslovik#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_senokos_worker,сенокосец,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",tool_weapon,permitted,matrix R_tool × tool_weapon,tsv:role:nov_role_senokos_worker#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_senokos_worker,сенокосец,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",common_war,suspicious_without_reason,matrix R_tool × common_war,tsv:role:nov_role_senokos_worker#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_senokos_worker,сенокосец,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",elite_war,suspicious_without_reason,matrix R_tool × elite_war,tsv:role:nov_role_senokos_worker#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_miller,мельник,middle,usable_with_caution,R_service,"нож, посох или служебное оружие допустимы по обстоятельствам; боевое оружие требует основания",tool_weapon,permitted,matrix R_service × tool_weapon,tsv:role:nov_role_miller#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_miller,мельник,middle,usable_with_caution,R_service,"нож, посох или служебное оружие допустимы по обстоятельствам; боевое оружие требует основания",common_war,requires_grounds,matrix R_service × common_war,tsv:role:nov_role_miller#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_miller,мельник,middle,usable_with_caution,R_service,"нож, посох или служебное оружие допустимы по обстоятельствам; боевое оружие требует основания",elite_war,requires_grounds,matrix R_service × elite_war,tsv:role:nov_role_miller#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_monastery_worker,работник монастырского хозяйства,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",tool_weapon,permitted,matrix R_tool × tool_weapon,tsv:role:nov_role_monastery_worker#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_monastery_worker,работник монастырского хозяйства,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",common_war,suspicious_without_reason,matrix R_tool × common_war,tsv:role:nov_role_monastery_worker#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_monastery_worker,работник монастырского хозяйства,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",elite_war,suspicious_without_reason,matrix R_tool × elite_war,tsv:role:nov_role_monastery_worker#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_widow_householder,вдова-хозяйка,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",tool_weapon,permitted,matrix R_tool × tool_weapon,tsv:role:nov_role_widow_householder#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_widow_householder,вдова-хозяйка,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",common_war,suspicious_without_reason,matrix R_tool × common_war,tsv:role:nov_role_widow_householder#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_widow_householder,вдова-хозяйка,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",elite_war,suspicious_without_reason,matrix R_tool × elite_war,tsv:role:nov_role_widow_householder#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_youth_helper,подросток-помощник,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",tool_weapon,permitted,matrix R_tool × tool_weapon,tsv:role:nov_role_youth_helper#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_youth_helper,подросток-помощник,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",common_war,suspicious_without_reason,matrix R_tool × common_war,tsv:role:nov_role_youth_helper#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_youth_helper,подросток-помощник,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",elite_war,suspicious_without_reason,matrix R_tool × elite_war,tsv:role:nov_role_youth_helper#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_old_household_member,старик на дворе,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",tool_weapon,permitted,matrix R_tool × tool_weapon,tsv:role:nov_role_old_household_member#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_old_household_member,старик на дворе,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",common_war,suspicious_without_reason,matrix R_tool × common_war,tsv:role:nov_role_old_household_member#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_old_household_member,старик на дворе,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",elite_war,suspicious_without_reason,matrix R_tool × elite_war,tsv:role:nov_role_old_household_member#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_archbishop,владыка новгородский,elite,approved,R_elite,"оружие допустимо как знак власти и охраны, но его применение политически рискованно",tool_weapon,permitted,matrix R_elite × tool_weapon,tsv:role:nov_role_archbishop#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_archbishop,владыка новгородский,elite,approved,R_elite,"оружие допустимо как знак власти и охраны, но его применение политически рискованно",common_war,raises_accusation_risk,"override: личное боевое оружие клирику не положено (восточное каноническое право — под страхом отлучения); текст TSV «знак власти и охраны» описывает его вооружённую охрану (nov_role_bishop_man), а не личное ношение. Вооружённая охрана и знак власти — через override ролей bishop_man/church_guard, не через личный доступ архиепископа. Исправление верификации 2026-09-26",lit:sokolov_2016_ancient_church_clergy_weapons | lit:guryev_2020_alexander_nevsky_clergy_weapons,C,candidate
nov_role_archbishop,владыка новгородский,elite,approved,R_elite,"оружие допустимо как знак власти и охраны, но его применение политически рискованно",elite_war,raises_accusation_risk,"override: личное боевое оружие клирику не положено (восточное каноническое право — под страхом отлучения); текст TSV «знак власти и охраны» описывает его вооружённую охрану (nov_role_bishop_man), а не личное ношение. Вооружённая охрана и знак власти — через override ролей bishop_man/church_guard, не через личный доступ архиепископа. Исправление верификации 2026-09-26",lit:sokolov_2016_ancient_church_clergy_weapons | lit:guryev_2020_alexander_nevsky_clergy_weapons,C,candidate
nov_role_igumen,игумен,high,approved,R_status,"оружие возможно по статусу, службе или дороге; в городе риск свидетелей высок",tool_weapon,permitted,matrix R_status × tool_weapon,tsv:role:nov_role_igumen#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_igumen,игумен,high,approved,R_status,"оружие возможно по статусу, службе или дороге; в городе риск свидетелей высок",common_war,raises_accusation_risk,"override: личное боевое оружие игумену не положено (восточное каноническое право); охрана монастыря — отдельная служебная роль, не личный доступ игумена. Исправление верификации 2026-09-26",lit:sokolov_2016_ancient_church_clergy_weapons | lit:guryev_2020_alexander_nevsky_clergy_weapons,C,candidate
nov_role_igumen,игумен,high,approved,R_status,"оружие возможно по статусу, службе или дороге; в городе риск свидетелей высок",elite_war,raises_accusation_risk,"override: личное боевое оружие игумену не положено (восточное каноническое право); охрана монастыря — отдельная служебная роль, не личный доступ игумена. Исправление верификации 2026-09-26",lit:sokolov_2016_ancient_church_clergy_weapons | lit:guryev_2020_alexander_nevsky_clergy_weapons,C,candidate
nov_role_priest,поп,middle,approved,R_service,"нож, посох или служебное оружие допустимы по обстоятельствам; боевое оружие требует основания",tool_weapon,permitted,matrix R_service × tool_weapon,tsv:role:nov_role_priest#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_priest,поп,middle,approved,R_service,"нож, посох или служебное оружие допустимы по обстоятельствам; боевое оружие требует основания",common_war,raises_accusation_risk,"override: личное боевое оружие священнику не положено (восточное каноническое право под страхом отлучения), в отличие от R_service-доступа к ножу/посоху. Исправление верификации 2026-09-26",lit:sokolov_2016_ancient_church_clergy_weapons | lit:guryev_2020_alexander_nevsky_clergy_weapons,C,candidate
nov_role_priest,поп,middle,approved,R_service,"нож, посох или служебное оружие допустимы по обстоятельствам; боевое оружие требует основания",elite_war,raises_accusation_risk,"override: личное боевое оружие священнику не положено (восточное каноническое право под страхом отлучения), в отличие от R_service-доступа к ножу/посоху. Исправление верификации 2026-09-26",lit:sokolov_2016_ancient_church_clergy_weapons | lit:guryev_2020_alexander_nevsky_clergy_weapons,C,candidate
nov_role_deacon,дьякон,middle,approved,R_service,"нож, посох или служебное оружие допустимы по обстоятельствам; боевое оружие требует основания",tool_weapon,permitted,matrix R_service × tool_weapon,tsv:role:nov_role_deacon#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_deacon,дьякон,middle,approved,R_service,"нож, посох или служебное оружие допустимы по обстоятельствам; боевое оружие требует основания",common_war,raises_accusation_risk,override: личное боевое оружие дьякону не положено (восточное каноническое право). Исправление верификации 2026-09-26,lit:sokolov_2016_ancient_church_clergy_weapons | lit:guryev_2020_alexander_nevsky_clergy_weapons,C,candidate
nov_role_deacon,дьякон,middle,approved,R_service,"нож, посох или служебное оружие допустимы по обстоятельствам; боевое оружие требует основания",elite_war,raises_accusation_risk,override: личное боевое оружие дьякону не положено (восточное каноническое право). Исправление верификации 2026-09-26,lit:sokolov_2016_ancient_church_clergy_weapons | lit:guryev_2020_alexander_nevsky_clergy_weapons,C,candidate
nov_role_monk,монах,middle,approved,R_service,"нож, посох или служебное оружие допустимы по обстоятельствам; боевое оружие требует основания",tool_weapon,permitted,matrix R_service × tool_weapon,tsv:role:nov_role_monk#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_monk,монах,middle,approved,R_service,"нож, посох или служебное оружие допустимы по обстоятельствам; боевое оружие требует основания",common_war,raises_accusation_risk,override: личное боевое оружие монаху не положено (восточное каноническое право). Исправление верификации 2026-09-26,lit:sokolov_2016_ancient_church_clergy_weapons | lit:guryev_2020_alexander_nevsky_clergy_weapons,C,candidate
nov_role_monk,монах,middle,approved,R_service,"нож, посох или служебное оружие допустимы по обстоятельствам; боевое оружие требует основания",elite_war,raises_accusation_risk,override: личное боевое оружие монаху не положено (восточное каноническое право). Исправление верификации 2026-09-26,lit:sokolov_2016_ancient_church_clergy_weapons | lit:guryev_2020_alexander_nevsky_clergy_weapons,C,candidate
nov_role_novice,послушник,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",tool_weapon,permitted,matrix R_tool × tool_weapon,tsv:role:nov_role_novice#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_novice,послушник,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",common_war,suspicious_without_reason,matrix R_tool × common_war,tsv:role:nov_role_novice#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_novice,послушник,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",elite_war,suspicious_without_reason,matrix R_tool × elite_war,tsv:role:nov_role_novice#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_ponomar,пономарь,low,usable_with_caution,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",tool_weapon,permitted,matrix R_tool × tool_weapon,tsv:role:nov_role_ponomar#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_ponomar,пономарь,low,usable_with_caution,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",common_war,suspicious_without_reason,matrix R_tool × common_war,tsv:role:nov_role_ponomar#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_ponomar,пономарь,low,usable_with_caution,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",elite_war,suspicious_without_reason,matrix R_tool × elite_war,tsv:role:nov_role_ponomar#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_church_guard,церковный сторож,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",tool_weapon,permitted,matrix R_tool × tool_weapon,tsv:role:nov_role_church_guard#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_church_guard,церковный сторож,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",common_war,suspicious_without_reason,matrix R_tool × common_war,tsv:role:nov_role_church_guard#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_church_guard,церковный сторож,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",elite_war,suspicious_without_reason,matrix R_tool × elite_war,tsv:role:nov_role_church_guard#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_church_scribe,церковный писец,middle,usable_with_caution,R_service,"нож, посох или служебное оружие допустимы по обстоятельствам; боевое оружие требует основания",tool_weapon,permitted,matrix R_service × tool_weapon,tsv:role:nov_role_church_scribe#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_church_scribe,церковный писец,middle,usable_with_caution,R_service,"нож, посох или служебное оружие допустимы по обстоятельствам; боевое оружие требует основания",common_war,requires_grounds,matrix R_service × common_war,tsv:role:nov_role_church_scribe#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_church_scribe,церковный писец,middle,usable_with_caution,R_service,"нож, посох или служебное оружие допустимы по обстоятельствам; боевое оружие требует основания",elite_war,requires_grounds,matrix R_service × elite_war,tsv:role:nov_role_church_scribe#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_pilgrim,богомолец,low,usable_with_caution,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",tool_weapon,permitted,matrix R_tool × tool_weapon,tsv:role:nov_role_pilgrim#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_pilgrim,богомолец,low,usable_with_caution,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",common_war,suspicious_without_reason,matrix R_tool × common_war,tsv:role:nov_role_pilgrim#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_pilgrim,богомолец,low,usable_with_caution,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",elite_war,suspicious_without_reason,matrix R_tool × elite_war,tsv:role:nov_role_pilgrim#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_guide,проводник,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",tool_weapon,permitted,matrix R_tool × tool_weapon,tsv:role:nov_role_guide#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_guide,проводник,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",common_war,suspicious_without_reason,matrix R_tool × common_war,tsv:role:nov_role_guide#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_guide,проводник,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",elite_war,suspicious_without_reason,matrix R_tool × elite_war,tsv:role:nov_role_guide#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_ferryman,перевозчик,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",tool_weapon,permitted,matrix R_tool × tool_weapon,tsv:role:nov_role_ferryman#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_ferryman,перевозчик,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",common_war,suspicious_without_reason,matrix R_tool × common_war,tsv:role:nov_role_ferryman#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_ferryman,перевозчик,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",elite_war,suspicious_without_reason,matrix R_tool × elite_war,tsv:role:nov_role_ferryman#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_boatman,лодочник,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",tool_weapon,permitted,matrix R_tool × tool_weapon,tsv:role:nov_role_boatman#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_boatman,лодочник,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",common_war,suspicious_without_reason,matrix R_tool × common_war,tsv:role:nov_role_boatman#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_boatman,лодочник,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",elite_war,suspicious_without_reason,matrix R_tool × elite_war,tsv:role:nov_role_boatman#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_helmsman,кормщик,middle,usable_with_caution,R_service,"нож, посох или служебное оружие допустимы по обстоятельствам; боевое оружие требует основания",tool_weapon,permitted,matrix R_service × tool_weapon,tsv:role:nov_role_helmsman#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_helmsman,кормщик,middle,usable_with_caution,R_service,"нож, посох или служебное оружие допустимы по обстоятельствам; боевое оружие требует основания",common_war,requires_grounds,matrix R_service × common_war,tsv:role:nov_role_helmsman#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_helmsman,кормщик,middle,usable_with_caution,R_service,"нож, посох или служебное оружие допустимы по обстоятельствам; боевое оружие требует основания",elite_war,requires_grounds,matrix R_service × elite_war,tsv:role:nov_role_helmsman#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_cart_driver,возчик,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",tool_weapon,permitted,matrix R_tool × tool_weapon,tsv:role:nov_role_cart_driver#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_cart_driver,возчик,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",common_war,suspicious_without_reason,matrix R_tool × common_war,tsv:role:nov_role_cart_driver#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_cart_driver,возчик,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",elite_war,suspicious_without_reason,matrix R_tool × elite_war,tsv:role:nov_role_cart_driver#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_winter_road_man,человек зимника,low,usable_with_caution,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",tool_weapon,permitted,matrix R_tool × tool_weapon,tsv:role:nov_role_winter_road_man#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_winter_road_man,человек зимника,low,usable_with_caution,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",common_war,suspicious_without_reason,matrix R_tool × common_war,tsv:role:nov_role_winter_road_man#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_winter_road_man,человек зимника,low,usable_with_caution,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",elite_war,suspicious_without_reason,matrix R_tool × elite_war,tsv:role:nov_role_winter_road_man#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_portage_worker,человек волока,low,usable_with_caution,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",tool_weapon,permitted,matrix R_tool × tool_weapon,tsv:role:nov_role_portage_worker#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_portage_worker,человек волока,low,usable_with_caution,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",common_war,suspicious_without_reason,matrix R_tool × common_war,tsv:role:nov_role_portage_worker#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_portage_worker,человек волока,low,usable_with_caution,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",elite_war,suspicious_without_reason,matrix R_tool × elite_war,tsv:role:nov_role_portage_worker#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_merchant_companion,купеческий спутник,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",tool_weapon,permitted,matrix R_tool × tool_weapon,tsv:role:nov_role_merchant_companion#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_merchant_companion,купеческий спутник,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",common_war,suspicious_without_reason,matrix R_tool × common_war,tsv:role:nov_role_merchant_companion#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_merchant_companion,купеческий спутник,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",elite_war,suspicious_without_reason,matrix R_tool × elite_war,tsv:role:nov_role_merchant_companion#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_druzhina_companion,дружинный спутник,middle,usable_with_caution,R_service,"нож, посох или служебное оружие допустимы по обстоятельствам; боевое оружие требует основания",tool_weapon,permitted,matrix R_service × tool_weapon,tsv:role:nov_role_druzhina_companion#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_druzhina_companion,дружинный спутник,middle,usable_with_caution,R_service,"нож, посох или служебное оружие допустимы по обстоятельствам; боевое оружие требует основания",common_war,requires_grounds,matrix R_service × common_war,tsv:role:nov_role_druzhina_companion#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_druzhina_companion,дружинный спутник,middle,usable_with_caution,R_service,"нож, посох или служебное оружие допустимы по обстоятельствам; боевое оружие требует основания",elite_war,requires_grounds,matrix R_service × elite_war,tsv:role:nov_role_druzhina_companion#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_kholop,холоп,dependent,approved,R_order,"оружие только по работе, охране или приказу; самостоятельное ношение опасно",tool_weapon,by_order_only,matrix R_order × tool_weapon,tsv:role:nov_role_kholop#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_kholop,холоп,dependent,approved,R_order,"оружие только по работе, охране или приказу; самостоятельное ношение опасно",common_war,by_order_only,matrix R_order × common_war,tsv:role:nov_role_kholop#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_kholop,холоп,dependent,approved,R_order,"оружие только по работе, охране или приказу; самостоятельное ношение опасно",elite_war,by_order_only,matrix R_order × elite_war,tsv:role:nov_role_kholop#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_debtor,должник,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",tool_weapon,permitted,matrix R_tool × tool_weapon,tsv:role:nov_role_debtor#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_debtor,должник,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",common_war,suspicious_without_reason,matrix R_tool × common_war,tsv:role:nov_role_debtor#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_debtor,должник,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",elite_war,suspicious_without_reason,matrix R_tool × elite_war,tsv:role:nov_role_debtor#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_runaway,беглый,outcast,approved,R_outcast,любое оружие повышает риск обвинения,tool_weapon,raises_accusation_risk,matrix R_outcast × tool_weapon,tsv:role:nov_role_runaway#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_runaway,беглый,outcast,approved,R_outcast,любое оружие повышает риск обвинения,common_war,raises_accusation_risk,matrix R_outcast × common_war,tsv:role:nov_role_runaway#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_runaway,беглый,outcast,approved,R_outcast,любое оружие повышает риск обвинения,elite_war,raises_accusation_risk,matrix R_outcast × elite_war,tsv:role:nov_role_runaway#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_orphan,сирота,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",tool_weapon,permitted,matrix R_tool × tool_weapon,tsv:role:nov_role_orphan#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_orphan,сирота,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",common_war,suspicious_without_reason,matrix R_tool × common_war,tsv:role:nov_role_orphan#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_orphan,сирота,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",elite_war,suspicious_without_reason,matrix R_tool × elite_war,tsv:role:nov_role_orphan#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_outsider,пришлый человек,variable,approved,R_variable,"зависит от поручителя, статуса, места и причины",tool_weapon,depends_on_guarantor,matrix R_variable × tool_weapon,tsv:role:nov_role_outsider#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_outsider,пришлый человек,variable,approved,R_variable,"зависит от поручителя, статуса, места и причины",common_war,depends_on_guarantor,matrix R_variable × common_war,tsv:role:nov_role_outsider#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_outsider,пришлый человек,variable,approved,R_variable,"зависит от поручителя, статуса, места и причины",elite_war,depends_on_guarantor,matrix R_variable × elite_war,tsv:role:nov_role_outsider#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_izgoi,изгой,outcast,usable_with_caution,R_outcast,любое оружие повышает риск обвинения,tool_weapon,raises_accusation_risk,matrix R_outcast × tool_weapon,tsv:role:nov_role_izgoi#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_izgoi,изгой,outcast,usable_with_caution,R_outcast,любое оружие повышает риск обвинения,common_war,raises_accusation_risk,matrix R_outcast × common_war,tsv:role:nov_role_izgoi#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_izgoi,изгой,outcast,usable_with_caution,R_outcast,любое оружие повышает риск обвинения,elite_war,raises_accusation_risk,matrix R_outcast × elite_war,tsv:role:nov_role_izgoi#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_captive,пленник,dependent,approved,R_order,"оружие только по работе, охране или приказу; самостоятельное ношение опасно",tool_weapon,by_order_only,matrix R_order × tool_weapon,tsv:role:nov_role_captive#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_captive,пленник,dependent,approved,R_order,"оружие только по работе, охране или приказу; самостоятельное ношение опасно",common_war,by_order_only,matrix R_order × common_war,tsv:role:nov_role_captive#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_captive,пленник,dependent,approved,R_order,"оружие только по работе, охране или приказу; самостоятельное ношение опасно",elite_war,by_order_only,matrix R_order × elite_war,tsv:role:nov_role_captive#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_beggar,нищий,outcast,approved,R_outcast,любое оружие повышает риск обвинения,tool_weapon,raises_accusation_risk,matrix R_outcast × tool_weapon,tsv:role:nov_role_beggar#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_beggar,нищий,outcast,approved,R_outcast,любое оружие повышает риск обвинения,common_war,raises_accusation_risk,matrix R_outcast × common_war,tsv:role:nov_role_beggar#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_beggar,нищий,outcast,approved,R_outcast,любое оружие повышает риск обвинения,elite_war,raises_accusation_risk,matrix R_outcast × elite_war,tsv:role:nov_role_beggar#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_sick_disabled,больной или увечный человек,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",tool_weapon,permitted,matrix R_tool × tool_weapon,tsv:role:nov_role_sick_disabled#weapon_rights | statusrules:status_weapon,B,candidate
nov_role_sick_disabled,больной или увечный человек,low,approved,R_tool,"обычно нож, топор, посох или инструмент; боевое оружие подозрительно без причины",common_war,suspicious_without_reason,matrix R_tool × common_war,tsv:role:nov_role_sick_disabled#weapon_rights | statusrules:status_weapon,B,candidate
