id	slug	title	node_type	scale_level	parent_node_id	region_id	region_cell_code	g1_type	place_template_id	place_template_title	template_type_note	name_status	evidence_status	primary_landscape_template_id	primary_water_body_template_id	land_use_template_ids	route_template_ids_guidance	authority_or_control	economic_function	game_use	limits	known_to_player_default	known_to_character_default	status	confidence	sources	audit_notes	scale_class	household_estimate	household_mix	site_extent_note	g4_target	historical_gameplay_profile	scale_audit_status
gn_nov_g1_03_04_g3_026_malyy_bor_na_volhov_torg	malyy_bor_na_volhove_torg	Малый Бор на Волхове: торг	place	G3	gn_nov_g1_03_04_g2_01_city_core	region_novgorod_land	nov_g1_03_04	urban_novgorod	pt_market_place	Торг / рыночное место	торг	fictional_historicized_name	historically_plausible_construct	lt_low_alluvial_riverbank	wb_large_river	"[""lu_inland_capture_fishing"", ""lu_hay_meadow_cutting"", ""lu_kitchen_garden"", ""lu_open_field_strip_cultivation""]"	"[""rt_major_road"", ""rt_local_road"", ""rt_river_route"", ""rt_lake_route"", ""rt_bridge"", ""rt_ferry""]"	местный обычай / держатель / старший двора; точный владелец материализуется при входе в сцену	выведено из land_use_template_ids и place_template_id	G3-место для будущих G4-локаций, NPC, предметов и маршрутов.	Не выдавать вымышленное имя за исторический факт. Конкретные NPC/предметы создаются только при материализации сцены.	false	false	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_he_medieval_settlements"", ""src_novgorod_region_g1_70""]"	Сгенерировано в рамках насыщения G2-G4 для 70 активных G1. Проверено при v6-аудите: грамматика гидронимов/топонимов и локальные квалификаторы. V6: добавлен масштабный профиль, G4 пересобран как функциональный игровой разрез места.	market_or_trade_node	5-25 постоянных дворов/клетей плюс сезонный или событийный приток людей	торговые/гостевые 30-50%; складские 20-30%; служебные 5-15%; жильё держателей 10-30%	торг как притягивающий узел дороги, воды, складов, мер, гостей, скота, слухов и контроля порядка	12 G4-зон	место выбора: купить, узнать, спрятаться в толпе, искать перевоз, спорить о праве или идти дальше	v6_scale_checked
gn_nov_g1_03_04_g3_027_verhnie_luga_na_volhov_pristan	verhnie_luga_na_volhove_pristan	Верхние Луга на Волхове: пристань	place	G3	gn_nov_g1_03_04_g2_06_river_landing	region_novgorod_land	nov_g1_03_04	urban_novgorod	pt_river_landing	Речная пристань / высадочное место	пристань	fictional_historicized_name	historically_plausible_construct	lt_low_alluvial_riverbank	wb_large_river	"[""lu_inland_capture_fishing"", ""lu_hay_meadow_cutting"", ""lu_kitchen_garden"", ""lu_open_field_strip_cultivation""]"	"[""rt_major_road"", ""rt_local_road"", ""rt_river_route"", ""rt_lake_route"", ""rt_bridge"", ""rt_ferry""]"	местный обычай / держатель / старший двора; точный владелец материализуется при входе в сцену	выведено из land_use_template_ids и place_template_id	G3-место для будущих G4-локаций, NPC, предметов и маршрутов.	Не выдавать вымышленное имя за исторический факт. Конкретные NPC/предметы создаются только при материализации сцены.	false	false	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_he_medieval_settlements"", ""src_novgorod_region_g1_70"", ""src_master_audit_2026_07_04""]"	Сгенерировано в рамках насыщения G2-G4 для 70 активных G1. Ранний топонимический квалификатор сохранён: добавлен локальный топонимический квалификатор, чтобы одноимённые деревни/становища/пристани не выглядели как один и тот же объект в разных G1. Проверено при v6-аудите: грамматика гидронимов/топонимов и локальные квалификаторы. V6: добавлен масштабный профиль, G4 пересобран как функциональный игровой разрез места.	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой	v6_scale_checked
gn_nov_g1_03_04_g3_028_nizhniy_pochinok_gorod	yaroslavovo_dvorische	Ярославово дворище	place	G3	gn_nov_g1_03_04_g2_01_city_core	region_novgorod_land	nov_g1_03_04	urban_novgorod	pt_market_place	Торг / торговый двор	городская часть/функциональный узел, не отдельный город	historical_or_functional_label	source_backed_functional_anchor	lt_low_alluvial_riverbank	wb_large_river	"[""lu_inland_capture_fishing"", ""lu_hay_meadow_cutting"", ""lu_kitchen_garden"", ""lu_open_field_strip_cultivation""]"	"[""rt_major_road"", ""rt_local_road"", ""rt_river_route"", ""rt_lake_route"", ""rt_bridge"", ""rt_ferry""]"	местный обычай / держатель / старший двора; точный владелец материализуется при входе в сцену	выведено из land_use_template_ids и place_template_id	G3-место для будущих G4-локаций, NPC, предметов и маршрутов.	Не выдавать вымышленное имя за исторический факт. Конкретные NPC/предметы создаются только при материализации сцены.	false	false	draft	medium_high	"[""src_project_g1_g5_rules"", ""src_he_medieval_settlements"", ""src_novgorod_region_g1_70"", ""src_master_audit_2026_07_04""]"	Сгенерировано в рамках насыщения G2-G4 для 70 активных G1. Ранний топонимический квалификатор сохранён: прежняя метка «город» заменена на городской конец/сторону/двор/торговый или хозяйственный узел Новгорода; ID сохранён для совместимости рёбер. V6: добавлен масштабный профиль, G4 пересобран как функциональный игровой разрез места.	market_or_trade_node	5-25 постоянных дворов/клетей плюс сезонный или событийный приток людей	торговые/гостевые 30-50%; складские 20-30%; служебные 5-15%; жильё держателей 10-30%	торг как притягивающий узел дороги, воды, складов, мер, гостей, скота, слухов и контроля порядка	12 G4-зон	место выбора: купить, узнать, спрятаться в толпе, искать перевоз, спорить о праве или идти дальше	v6_scale_checked
gn_nov_g1_03_04_g3_029_bereze_posad	bereze_posad	Березье: посад	place	G3	gn_nov_g1_03_04_g2_01_city_core	region_novgorod_land	nov_g1_03_04	urban_novgorod	pt_posad_suburb	Посад / торгово-ремесленное предградье	посад	fictional_historicized_name	historically_plausible_construct	lt_low_alluvial_riverbank	wb_large_river	"[""lu_inland_capture_fishing"", ""lu_hay_meadow_cutting"", ""lu_kitchen_garden"", ""lu_open_field_strip_cultivation""]"	"[""rt_major_road"", ""rt_local_road"", ""rt_river_route"", ""rt_lake_route"", ""rt_bridge"", ""rt_ferry""]"	местный обычай / держатель / старший двора; точный владелец материализуется при входе в сцену	выведено из land_use_template_ids и place_template_id	G3-место для будущих G4-локаций, NPC, предметов и маршрутов.	Не выдавать вымышленное имя за исторический факт. Конкретные NPC/предметы создаются только при материализации сцены.	false	false	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_he_medieval_settlements"", ""src_novgorod_region_g1_70""]"	Сгенерировано в рамках насыщения G2-G4 для 70 активных G1. V6: добавлен масштабный профиль, G4 пересобран как функциональный игровой разрез места.	urban_quarter_or_suburb	примерно 80-400 дворов в посадском участке	зажиточные 5-15%; ремесленные 35-60%; торговые 5-15%; церковные/служилые 3-8%; рядовые посадские 20-40%; бедные/окраинные 5-20%	не отдельная деревня, а часть городского/окологородского тела с улицей, дворами, мастерскими, клетями и выходами к торгу, реке или дороге	14 G4-зон	игровая зона квартала: плотная улица, дворы, ремесло, складирование, вода/колодец, церковный/сходный угол и выходы	v6_scale_checked
gn_nov_g1_03_04_g3_030_luzhitsy_gorodische	luzhitsy_gorodische	Лужицы: городище	place	G3	gn_nov_g1_03_04_g2_01_city_core	region_novgorod_land	nov_g1_03_04	urban_novgorod	pt_hillfort_gorodishche	Городище / древнее укреплённое место	городище	fictional_historicized_name	historically_plausible_construct	lt_low_alluvial_riverbank	wb_large_river	"[""lu_inland_capture_fishing"", ""lu_hay_meadow_cutting"", ""lu_kitchen_garden"", ""lu_open_field_strip_cultivation""]"	"[""rt_major_road"", ""rt_local_road"", ""rt_river_route"", ""rt_lake_route"", ""rt_bridge"", ""rt_ferry""]"	местный обычай / держатель / старший двора; точный владелец материализуется при входе в сцену	выведено из land_use_template_ids и place_template_id	G3-место для будущих G4-локаций, NPC, предметов и маршрутов.	Не выдавать вымышленное имя за исторический факт. Конкретные NPC/предметы создаются только при материализации сцены.	false	false	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_he_medieval_settlements"", ""src_novgorod_region_g1_70""]"	Сгенерировано в рамках насыщения G2-G4 для 70 активных G1. V6: добавлен масштабный профиль, G4 пересобран как функциональный игровой разрез места.	fortified_hillfort_or_old_site	0-20 дворов при использовании; может быть сторожевой, складской или убежищный узел	сторожевые/служилые; временные дворы; склад; окрестные крестьяне приходят при угрозе	вал, ворота, внутренний двор, сторожевое место, склад, вода, склон, подступы и тайный/лесной выход	11 G4-зон	должно играться как укреплённое место с доступом, обзором и риском	v6_scale_checked
gn_nov_g1_03_04_g3_031_selische_gorod	gotskiy_dvor_u_torga	Готский двор у Торга	place	G3	gn_nov_g1_03_04_g2_01_city_core	region_novgorod_land	nov_g1_03_04	urban_novgorod	pt_market_place	Торг / торговый двор	городская часть/функциональный узел, не отдельный город	historical_or_functional_label	source_backed_functional_anchor	lt_low_alluvial_riverbank	wb_large_river	"[""lu_inland_capture_fishing"", ""lu_hay_meadow_cutting"", ""lu_kitchen_garden"", ""lu_open_field_strip_cultivation""]"	"[""rt_major_road"", ""rt_local_road"", ""rt_river_route"", ""rt_lake_route"", ""rt_bridge"", ""rt_ferry""]"	местный обычай / держатель / старший двора; точный владелец материализуется при входе в сцену	выведено из land_use_template_ids и place_template_id	G3-место для будущих G4-локаций, NPC, предметов и маршрутов.	Не выдавать вымышленное имя за исторический факт. Конкретные NPC/предметы создаются только при материализации сцены.	false	false	draft	medium_high	"[""src_project_g1_g5_rules"", ""src_he_medieval_settlements"", ""src_novgorod_region_g1_70"", ""src_master_audit_2026_07_04""]"	Сгенерировано в рамках насыщения G2-G4 для 70 активных G1. Ранний топонимический квалификатор сохранён: прежняя метка «город» заменена на городской конец/сторону/двор/торговый или хозяйственный узел Новгорода; ID сохранён для совместимости рёбер. V6: добавлен масштабный профиль, G4 пересобран как функциональный игровой разрез места.	market_or_trade_node	5-25 постоянных дворов/клетей плюс сезонный или событийный приток людей	торговые/гостевые 30-50%; складские 20-30%; служебные 5-15%; жильё держателей 10-30%	торг как притягивающий узел дороги, воды, складов, мер, гостей, скота, слухов и контроля порядка	12 G4-зон	место выбора: купить, узнать, спрятаться в толпе, искать перевоз, спорить о праве или идти дальше	v6_scale_checked
gn_nov_g1_03_04_g3_032_pochinok_gorod	nemetskiy_dvor_u_torga	Немецкий двор у Торга	place	G3	gn_nov_g1_03_04_g2_01_city_core	region_novgorod_land	nov_g1_03_04	urban_novgorod	pt_market_place	Торг / торговый двор	городская часть/функциональный узел, не отдельный город	historical_or_functional_label	source_backed_functional_anchor	lt_low_alluvial_riverbank	wb_large_river	"[""lu_inland_capture_fishing"", ""lu_hay_meadow_cutting"", ""lu_kitchen_garden"", ""lu_open_field_strip_cultivation""]"	"[""rt_major_road"", ""rt_local_road"", ""rt_river_route"", ""rt_lake_route"", ""rt_bridge"", ""rt_ferry""]"	местный обычай / держатель / старший двора; точный владелец материализуется при входе в сцену	выведено из land_use_template_ids и place_template_id	G3-место для будущих G4-локаций, NPC, предметов и маршрутов.	Не выдавать вымышленное имя за исторический факт. Конкретные NPC/предметы создаются только при материализации сцены.	false	false	draft	medium_high	"[""src_project_g1_g5_rules"", ""src_he_medieval_settlements"", ""src_novgorod_region_g1_70"", ""src_master_audit_2026_07_04""]"	Сгенерировано в рамках насыщения G2-G4 для 70 активных G1. Ранний топонимический квалификатор сохранён: прежняя метка «город» заменена на городской конец/сторону/двор/торговый или хозяйственный узел Новгорода; ID сохранён для совместимости рёбер. V6: добавлен масштабный профиль, G4 пересобран как функциональный игровой разрез места.	market_or_trade_node	5-25 постоянных дворов/клетей плюс сезонный или событийный приток людей	торговые/гостевые 30-50%; складские 20-30%; служебные 5-15%; жильё держателей 10-30%	торг как притягивающий узел дороги, воды, складов, мер, гостей, скота, слухов и контроля порядка	12 G4-зон	место выбора: купить, узнать, спрятаться в толпе, искать перевоз, спорить о праве или идти дальше	v6_scale_checked
gn_nov_g1_03_04_g3_033_dubrovo_na_volhov_pristan	verhnee_dubrovo_na_volhove_pristan	Верхнее Дуброво на Волхове: пристань	place	G3	gn_nov_g1_03_04_g2_06_river_landing	region_novgorod_land	nov_g1_03_04	urban_novgorod	pt_river_landing	Речная пристань / высадочное место	пристань	fictional_historicized_name	historically_plausible_construct	lt_low_alluvial_riverbank	wb_large_river	"[""lu_inland_capture_fishing"", ""lu_hay_meadow_cutting"", ""lu_kitchen_garden"", ""lu_open_field_strip_cultivation""]"	"[""rt_major_road"", ""rt_local_road"", ""rt_river_route"", ""rt_lake_route"", ""rt_bridge"", ""rt_ferry""]"	местный обычай / держатель / старший двора; точный владелец материализуется при входе в сцену	выведено из land_use_template_ids и place_template_id	G3-место для будущих G4-локаций, NPC, предметов и маршрутов.	Не выдавать вымышленное имя за исторический факт. Конкретные NPC/предметы создаются только при материализации сцены.	false	false	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_he_medieval_settlements"", ""src_novgorod_region_g1_70"", ""src_master_audit_2026_07_04""]"	Сгенерировано в рамках насыщения G2-G4 для 70 активных G1. Ранний топонимический квалификатор сохранён: добавлен локальный топонимический квалификатор, чтобы одноимённые деревни/становища/пристани не выглядели как один и тот же объект в разных G1. Проверено при v6-аудите: грамматика гидронимов/топонимов и локальные квалификаторы. V6: добавлен масштабный профиль, G4 пересобран как функциональный игровой разрез места.	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой	v6_scale_checked
gn_nov_g1_03_04_g3_034_sosnovets_gorod	velikiy_most_i_mostovye_podhody	Великий мост и мостовые подходы	place	G3	gn_nov_g1_03_04_g2_01_city_core	region_novgorod_land	nov_g1_03_04	urban_novgorod	pt_crossroads	Перекрёсток / мостовой узел	городская часть/функциональный узел, не отдельный город	historical_or_functional_label	source_backed_functional_anchor	lt_low_alluvial_riverbank	wb_large_river	"[""lu_inland_capture_fishing"", ""lu_hay_meadow_cutting"", ""lu_kitchen_garden"", ""lu_open_field_strip_cultivation""]"	"[""rt_major_road"", ""rt_local_road"", ""rt_river_route"", ""rt_lake_route"", ""rt_bridge"", ""rt_ferry""]"	местный обычай / держатель / старший двора; точный владелец материализуется при входе в сцену	выведено из land_use_template_ids и place_template_id	G3-место для будущих G4-локаций, NPC, предметов и маршрутов.	Не выдавать вымышленное имя за исторический факт. Конкретные NPC/предметы создаются только при материализации сцены.	false	false	draft	medium_high	"[""src_project_g1_g5_rules"", ""src_he_medieval_settlements"", ""src_novgorod_region_g1_70"", ""src_master_audit_2026_07_04""]"	Сгенерировано в рамках насыщения G2-G4 для 70 активных G1. Ранний топонимический квалификатор сохранён: прежняя метка «город» заменена на городской конец/сторону/двор/торговый или хозяйственный узел Новгорода; ID сохранён для совместимости рёбер. V6: добавлен масштабный профиль, G4 пересобран как функциональный игровой разрез места.	road_crossroads	0-3 двора сторожа/постоя/ремонтника пути	постоянных дворов мало; основная плотность — путники, возы, проводники и сезонные стоянки	развилка дорог с подходами, приметами, ожиданием, возможным навесом, водным местом и ответвлениями	9 G4-зон	создаёт выбор маршрута и риск, а не тупик	v6_scale_checked
gn_nov_g1_03_04_g3_035_mhovoe_na_volhov_torg	verhnee_mhovoe_na_volhove_torg	Верхнее Мховое на Волхове: торг	place	G3	gn_nov_g1_03_04_g2_01_city_core	region_novgorod_land	nov_g1_03_04	urban_novgorod	pt_market_place	Торг / рыночное место	торг	fictional_historicized_name	historically_plausible_construct	lt_low_alluvial_riverbank	wb_large_river	"[""lu_inland_capture_fishing"", ""lu_hay_meadow_cutting"", ""lu_kitchen_garden"", ""lu_open_field_strip_cultivation""]"	"[""rt_major_road"", ""rt_local_road"", ""rt_river_route"", ""rt_lake_route"", ""rt_bridge"", ""rt_ferry""]"	местный обычай / держатель / старший двора; точный владелец материализуется при входе в сцену	выведено из land_use_template_ids и place_template_id	G3-место для будущих G4-локаций, NPC, предметов и маршрутов.	Не выдавать вымышленное имя за исторический факт. Конкретные NPC/предметы создаются только при материализации сцены.	false	false	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_he_medieval_settlements"", ""src_novgorod_region_g1_70"", ""src_master_audit_2026_07_04""]"	Сгенерировано в рамках насыщения G2-G4 для 70 активных G1. Ранний топонимический квалификатор сохранён: добавлен локальный топонимический квалификатор, чтобы одноимённые деревни/становища/пристани не выглядели как один и тот же объект в разных G1. Проверено при v6-аудите: грамматика гидронимов/топонимов и локальные квалификаторы. V6: добавлен масштабный профиль, G4 пересобран как функциональный игровой разрез места.	market_or_trade_node	5-25 постоянных дворов/клетей плюс сезонный или событийный приток людей	торговые/гостевые 30-50%; складские 20-30%; служебные 5-15%; жильё держателей 10-30%	торг как притягивающий узел дороги, воды, складов, мер, гостей, скота, слухов и контроля порядка	12 G4-зон	место выбора: купить, узнать, спрятаться в толпе, искать перевоз, спорить о праве или идти дальше	v6_scale_checked
gn_nov_g1_03_04_g3_036_ozerets_na_volhov_torg	ozerets_na_volhove_torg	Озерец на Волхове: торг	place	G3	gn_nov_g1_03_04_g2_01_city_core	region_novgorod_land	nov_g1_03_04	urban_novgorod	pt_market_place	Торг / рыночное место	торг	fictional_historicized_name	historically_plausible_construct	lt_low_alluvial_riverbank	wb_large_river	"[""lu_inland_capture_fishing"", ""lu_hay_meadow_cutting"", ""lu_kitchen_garden"", ""lu_open_field_strip_cultivation""]"	"[""rt_major_road"", ""rt_local_road"", ""rt_river_route"", ""rt_lake_route"", ""rt_bridge"", ""rt_ferry""]"	местный обычай / держатель / старший двора; точный владелец материализуется при входе в сцену	выведено из land_use_template_ids и place_template_id	G3-место для будущих G4-локаций, NPC, предметов и маршрутов.	Не выдавать вымышленное имя за исторический факт. Конкретные NPC/предметы создаются только при материализации сцены.	false	false	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_he_medieval_settlements"", ""src_novgorod_region_g1_70""]"	Сгенерировано в рамках насыщения G2-G4 для 70 активных G1. Проверено при v6-аудите: грамматика гидронимов/топонимов и локальные квалификаторы. V6: добавлен масштабный профиль, G4 пересобран как функциональный игровой разрез места.	market_or_trade_node	5-25 постоянных дворов/клетей плюс сезонный или событийный приток людей	торговые/гостевые 30-50%; складские 20-30%; служебные 5-15%; жильё держателей 10-30%	торг как притягивающий узел дороги, воды, складов, мер, гостей, скота, слухов и контроля порядка	12 G4-зон	место выбора: купить, узнать, спрятаться в толпе, искать перевоз, спорить о праве или идти дальше	v6_scale_checked
gn_nov_g1_03_04_g3_037_pleso_na_volhov_pristan	verhnee_pleso_na_volhove_pristan	Верхнее Плесо на Волхове: пристань	place	G3	gn_nov_g1_03_04_g2_06_river_landing	region_novgorod_land	nov_g1_03_04	urban_novgorod	pt_river_landing	Речная пристань / высадочное место	пристань	fictional_historicized_name	historically_plausible_construct	lt_low_alluvial_riverbank	wb_large_river	"[""lu_inland_capture_fishing"", ""lu_hay_meadow_cutting"", ""lu_kitchen_garden"", ""lu_open_field_strip_cultivation""]"	"[""rt_major_road"", ""rt_local_road"", ""rt_river_route"", ""rt_lake_route"", ""rt_bridge"", ""rt_ferry""]"	местный обычай / держатель / старший двора; точный владелец материализуется при входе в сцену	выведено из land_use_template_ids и place_template_id	G3-место для будущих G4-локаций, NPC, предметов и маршрутов.	Не выдавать вымышленное имя за исторический факт. Конкретные NPC/предметы создаются только при материализации сцены.	false	false	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_he_medieval_settlements"", ""src_novgorod_region_g1_70"", ""src_master_audit_2026_07_04""]"	Сгенерировано в рамках насыщения G2-G4 для 70 активных G1. Ранний топонимический квалификатор сохранён: добавлен локальный топонимический квалификатор, чтобы одноимённые деревни/становища/пристани не выглядели как один и тот же объект в разных G1. Проверено при v6-аудите: грамматика гидронимов/топонимов и локальные квалификаторы. V6: добавлен масштабный профиль, G4 пересобран как функциональный игровой разрез места.	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой	v6_scale_checked
gn_nov_g1_03_04_g3_038_zalese_gorod	sudnyy_dvor_u_torga	Судный двор у Торга	place	G3	gn_nov_g1_03_04_g2_01_city_core	region_novgorod_land	nov_g1_03_04	urban_novgorod	pt_administrative_court	Административный двор / двор власти	городская часть/функциональный узел, не отдельный город	historical_or_functional_label	source_backed_functional_anchor	lt_low_alluvial_riverbank	wb_large_river	"[""lu_inland_capture_fishing"", ""lu_hay_meadow_cutting"", ""lu_kitchen_garden"", ""lu_open_field_strip_cultivation""]"	"[""rt_major_road"", ""rt_local_road"", ""rt_river_route"", ""rt_lake_route"", ""rt_bridge"", ""rt_ferry""]"	местный обычай / держатель / старший двора; точный владелец материализуется при входе в сцену	выведено из land_use_template_ids и place_template_id	G3-место для будущих G4-локаций, NPC, предметов и маршрутов.	Не выдавать вымышленное имя за исторический факт. Конкретные NPC/предметы создаются только при материализации сцены.	false	false	draft	medium_high	"[""src_project_g1_g5_rules"", ""src_he_medieval_settlements"", ""src_novgorod_region_g1_70"", ""src_master_audit_2026_07_04""]"	Сгенерировано в рамках насыщения G2-G4 для 70 активных G1. Ранний топонимический квалификатор сохранён: прежняя метка «город» заменена на городской конец/сторону/двор/торговый или хозяйственный узел Новгорода; ID сохранён для совместимости рёбер. V6: добавлен масштабный профиль, G4 пересобран как функциональный игровой разрез места.	administrative_or_authority_court	1 комплекс; 10-80 зависимых, служебных или дворовых людей по значимости узла	старшие/служилые; писцы/дворовые; сторожа; гости; конюшня и кладовые	ворота, двор, приказная/судная зона, хранение, стража, гостевой угол, конюшня, задний ход и связь с торгом/улицей	14 G4-зон	центр власти и риска: доступ, свидетели, право, хранение и маршруты отхода	v6_scale_checked
gn_nov_g1_03_04_g3_039_borok_gorodische	borok_gorodische	Борок: городище	place	G3	gn_nov_g1_03_04_g2_01_city_core	region_novgorod_land	nov_g1_03_04	urban_novgorod	pt_hillfort_gorodishche	Городище / древнее укреплённое место	городище	fictional_historicized_name	historically_plausible_construct	lt_low_alluvial_riverbank	wb_large_river	"[""lu_inland_capture_fishing"", ""lu_hay_meadow_cutting"", ""lu_kitchen_garden"", ""lu_open_field_strip_cultivation""]"	"[""rt_major_road"", ""rt_local_road"", ""rt_river_route"", ""rt_lake_route"", ""rt_bridge"", ""rt_ferry""]"	местный обычай / держатель / старший двора; точный владелец материализуется при входе в сцену	выведено из land_use_template_ids и place_template_id	G3-место для будущих G4-локаций, NPC, предметов и маршрутов.	Не выдавать вымышленное имя за исторический факт. Конкретные NPC/предметы создаются только при материализации сцены.	false	false	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_he_medieval_settlements"", ""src_novgorod_region_g1_70""]"	Сгенерировано в рамках насыщения G2-G4 для 70 активных G1. V6: добавлен масштабный профиль, G4 пересобран как функциональный игровой разрез места.	fortified_hillfort_or_old_site	0-20 дворов при использовании; может быть сторожевой, складской или убежищный узел	сторожевые/служилые; временные дворы; склад; окрестные крестьяне приходят при угрозе	вал, ворота, внутренний двор, сторожевое место, склад, вода, склон, подступы и тайный/лесной выход	11 G4-зон	должно играться как укреплённое место с доступом, обзором и риском	v6_scale_checked
gn_nov_g1_03_04_g3_040_navolok_monastyr	navolok_monastyr	Наволок: монастырь	place	G3	gn_nov_g1_03_04_g2_01_city_core	region_novgorod_land	nov_g1_03_04	urban_novgorod	pt_monastery	Монастырь / религиозная обитель	монастырь	fictional_historicized_name	historically_plausible_construct	lt_low_alluvial_riverbank	wb_large_river	"[""lu_inland_capture_fishing"", ""lu_hay_meadow_cutting"", ""lu_kitchen_garden"", ""lu_open_field_strip_cultivation""]"	"[""rt_major_road"", ""rt_local_road"", ""rt_river_route"", ""rt_lake_route"", ""rt_bridge"", ""rt_ferry""]"	местный обычай / держатель / старший двора; точный владелец материализуется при входе в сцену	выведено из land_use_template_ids и place_template_id	G3-место для будущих G4-локаций, NPC, предметов и маршрутов.	Не выдавать вымышленное имя за исторический факт. Конкретные NPC/предметы создаются только при материализации сцены.	false	false	draft	medium_low	"[""src_project_g1_g5_rules"", ""src_he_medieval_settlements"", ""src_novgorod_region_g1_70""]"	Сгенерировано в рамках насыщения G2-G4 для 70 активных G1. V6: добавлен масштабный профиль, G4 пересобран как функциональный игровой разрез места.	monastery_complex	комплекс братии и служебных/монастырских дворов; дворовая численность задаётся сценой	монастырские кельи; хозяйственные служители; гости; зависимые работники; скотный и огородный двор	ворота, храм, кельи, трапезная, амбары, скот, огороды, гостевой двор, дорога и вода/берег	13 G4-зон	монастырь не висит точкой; он связан с подъездом, хозяйством, гостями и окрестной округой	v6_scale_checked
gn_nov_g1_03_04_g3_041_glinka_gorod	torgovye_ryady_na_torgovoy_storone	Торговые ряды на Торговой стороне	place	G3	gn_nov_g1_03_04_g2_01_city_core	region_novgorod_land	nov_g1_03_04	urban_novgorod	pt_market_place	Торг / торговый двор	городская часть/функциональный узел, не отдельный город	historical_or_functional_label	source_backed_functional_anchor	lt_low_alluvial_riverbank	wb_large_river	"[""lu_inland_capture_fishing"", ""lu_hay_meadow_cutting"", ""lu_kitchen_garden"", ""lu_open_field_strip_cultivation""]"	"[""rt_major_road"", ""rt_local_road"", ""rt_river_route"", ""rt_lake_route"", ""rt_bridge"", ""rt_ferry""]"	местный обычай / держатель / старший двора; точный владелец материализуется при входе в сцену	выведено из land_use_template_ids и place_template_id	G3-место для будущих G4-локаций, NPC, предметов и маршрутов.	Не выдавать вымышленное имя за исторический факт. Конкретные NPC/предметы создаются только при материализации сцены.	false	false	draft	medium_high	"[""src_project_g1_g5_rules"", ""src_he_medieval_settlements"", ""src_novgorod_region_g1_70"", ""src_master_audit_2026_07_04""]"	Сгенерировано в рамках насыщения G2-G4 для 70 активных G1. Ранний топонимический квалификатор сохранён: прежняя метка «город» заменена на городской конец/сторону/двор/торговый или хозяйственный узел Новгорода; ID сохранён для совместимости рёбер. V6: добавлен масштабный профиль, G4 пересобран как функциональный игровой разрез места.	market_or_trade_node	5-25 постоянных дворов/клетей плюс сезонный или событийный приток людей	торговые/гостевые 30-50%; складские 20-30%; служебные 5-15%; жильё держателей 10-30%	торг как притягивающий узел дороги, воды, складов, мер, гостей, скота, слухов и контроля порядка	12 G4-зон	место выбора: купить, узнать, спрятаться в толпе, искать перевоз, спорить о праве или идти дальше	v6_scale_checked
