g3_id	title	place_template_id	scale_class	household_estimate	household_mix	site_extent_note	g4_target	historical_gameplay_profile
gn_nov_g1_02_03_g3_005_chernyy_moh_na_ilmen_pristan	Нижний Чёрный Мох на Ильмене: пристань	pt_river_landing	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_02_03_g3_006_gluhaya_luka_u_ilmen_derevnya	Старая Глухая Лука у Ильменя: деревня	pt_hamlet	ordinary_village	примерно 8-18 дворов	1 старший двор; 5-12 обычных; 1-5 крайних/бедных	деревня с проходом между дворами, хозяйственной полосой, колодцем/ручьём, амбарами, скотом, огородами и выходом к полю/лесу/дороге	10 G4-зон	компактная, но полноценная деревня с транзитом и хозяйственной логикой
gn_nov_g1_02_03_g3_007_olshanik_na_ilmen_pristan	Старый Ольшаник на Ильмене: пристань	pt_river_landing	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_02_03_g3_008_staryy_sled_u_ilmen_derevnya	Нижнее Следово у Ильменя: деревня	pt_hamlet	ordinary_village	примерно 8-18 дворов	1 старший двор; 5-12 обычных; 1-5 крайних/бедных	деревня с проходом между дворами, хозяйственной полосой, колодцем/ручьём, амбарами, скотом, огородами и выходом к полю/лесу/дороге	10 G4-зон	компактная, но полноценная деревня с транзитом и хозяйственной логикой
gn_nov_g1_02_03_g3_009_kamenka_na_ilmen_pristan	Нижняя Каменка на Ильмене: пристань	pt_river_landing	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_02_03_g3_010_zareche_u_ilmen_derevnya	Старое Заречье у Ильменя: деревня	pt_hamlet	ordinary_village	примерно 8-18 дворов	1 старший двор; 5-12 обычных; 1-5 крайних/бедных	деревня с проходом между дворами, хозяйственной полосой, колодцем/ручьём, амбарами, скотом, огородами и выходом к полю/лесу/дороге	10 G4-зон	компактная, но полноценная деревня с транзитом и хозяйственной логикой
gn_nov_g1_02_03_g3_011_podbore_na_ilmen_pristan	Нижнее Подборье на Ильмене: пристань	pt_river_landing	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_02_03_g3_012_ruchi_na_ilmen_pristan	Верхние Ручьи на Ильмене: пристань	pt_river_landing	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_02_03_g3_013_malyy_bor_u_ilmen_derevnya	Нижний Малый Бор у Ильменя: деревня	pt_hamlet	ordinary_village	примерно 8-18 дворов	1 старший двор; 5-12 обычных; 1-5 крайних/бедных	деревня с проходом между дворами, хозяйственной полосой, колодцем/ручьём, амбарами, скотом, огородами и выходом к полю/лесу/дороге	10 G4-зон	компактная, но полноценная деревня с транзитом и хозяйственной логикой
gn_nov_g1_02_03_g3_014_verhnie_luga_u_ilmen_derevnya	Верхние Луга у Ильменя: деревня	pt_hamlet	ordinary_village	примерно 8-18 дворов	1 старший двор; 5-12 обычных; 1-5 крайних/бедных	деревня с проходом между дворами, хозяйственной полосой, колодцем/ручьём, амбарами, скотом, огородами и выходом к полю/лесу/дороге	10 G4-зон	компактная, но полноценная деревня с транзитом и хозяйственной логикой
gn_nov_g1_02_03_g3_015_nizhniy_pochinok_na_ilmen_pristan	Дальнее Починье на Ильмене: пристань	pt_river_landing	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_02_03_g3_016_bereze_u_ilmen_derevnya	Нижнее Березье у Ильменя: деревня	pt_hamlet	ordinary_village	примерно 8-18 дворов	1 старший двор; 5-12 обычных; 1-5 крайних/бедных	деревня с проходом между дворами, хозяйственной полосой, колодцем/ручьём, амбарами, скотом, огородами и выходом к полю/лесу/дороге	10 G4-зон	компактная, но полноценная деревня с транзитом и хозяйственной логикой
gn_nov_g1_02_04_g3_001_ruchi_u_ilmen_selo	Нижние Ручьи у Ильменя: село	pt_village	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы
gn_nov_g1_02_04_g3_002_malyy_bor_u_ilmen_pogost	Малый Бор у Ильменя: погост	pt_pogost_center	church_pogost_center	обычно 8-25 постоянных дворов при центре плюс приходская округа вокруг	церковный/причтовый 1-3; служебные/гостевые 1-4; крестьянские 5-18; торгово-сборные дворы по событию	функциональный центр прихода/сбора: церковь, двор, кладбище, причт, гости, склад, подъезд, вода и сход/торг	12 G4-зон	не деревня, а узел власти, культа, сбора, дороги и слухов
gn_nov_g1_02_04_g3_003_verhnie_luga_u_ilmen_selo	Нижние Луга у Ильменя: село	pt_village	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы
gn_nov_g1_02_04_g3_004_nizhniy_pochinok_u_ilmen_selo	Нижний Починок у Ильменя: село	pt_village	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы
gn_nov_g1_02_04_g3_005_bereze_tserkovnyy_dvor	Березье: церковный двор	pt_rural_church_center	church_pogost_center	обычно 8-25 постоянных дворов при центре плюс приходская округа вокруг	церковный/причтовый 1-3; служебные/гостевые 1-4; крестьянские 5-18; торгово-сборные дворы по событию	функциональный центр прихода/сбора: церковь, двор, кладбище, причт, гости, склад, подъезд, вода и сход/торг	12 G4-зон	не деревня, а узел власти, культа, сбора, дороги и слухов
gn_nov_g1_02_04_g3_006_luzhitsy_u_ilmen_derevnya	Нижние Лужицы у Ильменя: деревня	pt_hamlet	ordinary_village	примерно 8-18 дворов	1 старший двор; 5-12 обычных; 1-5 крайних/бедных	деревня с проходом между дворами, хозяйственной полосой, колодцем/ручьём, амбарами, скотом, огородами и выходом к полю/лесу/дороге	10 G4-зон	компактная, но полноценная деревня с транзитом и хозяйственной логикой
gn_nov_g1_02_04_g3_007_selische_u_ilmen_pogost	Селище у Ильменя: погост	pt_pogost_center	church_pogost_center	обычно 8-25 постоянных дворов при центре плюс приходская округа вокруг	церковный/причтовый 1-3; служебные/гостевые 1-4; крестьянские 5-18; торгово-сборные дворы по событию	функциональный центр прихода/сбора: церковь, двор, кладбище, причт, гости, склад, подъезд, вода и сход/торг	12 G4-зон	не деревня, а узел власти, культа, сбора, дороги и слухов
gn_nov_g1_02_04_g3_008_pochinok_u_ilmen_selo	Нижний Починок у Ильменя: село (участок 02_04)	pt_village	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы
gn_nov_g1_02_04_g3_009_dubrovo_dvor	Дуброво: двор	pt_isolated_farmstead	isolated_farmstead	1-3 двора	один старший двор и 0-2 зависимых/родственных двора	одиночный двор или малый выселок, не село; важны подъезд, жилой двор, клеть, скот, вода, огород/покос и лесной выход	8 G4-зон	малое место не раздуто до поселения, но имеет все игровые зоны для сцены
gn_nov_g1_02_04_g3_010_sosnovets_u_ilmen_selo	Нижний Сосновец у Ильменя: село	pt_village	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы
gn_nov_g1_02_04_g3_011_mhovoe_tserkovnyy_dvor	Мховое: церковный двор	pt_rural_church_center	church_pogost_center	обычно 8-25 постоянных дворов при центре плюс приходская округа вокруг	церковный/причтовый 1-3; служебные/гостевые 1-4; крестьянские 5-18; торгово-сборные дворы по событию	функциональный центр прихода/сбора: церковь, двор, кладбище, причт, гости, склад, подъезд, вода и сход/торг	12 G4-зон	не деревня, а узел власти, культа, сбора, дороги и слухов
gn_nov_g1_02_04_g3_012_ozerets_u_ilmen_pogost	Озерец у Ильменя: погост	pt_pogost_center	church_pogost_center	обычно 8-25 постоянных дворов при центре плюс приходская округа вокруг	церковный/причтовый 1-3; служебные/гостевые 1-4; крестьянские 5-18; торгово-сборные дворы по событию	функциональный центр прихода/сбора: церковь, двор, кладбище, причт, гости, склад, подъезд, вода и сход/торг	12 G4-зон	не деревня, а узел власти, культа, сбора, дороги и слухов
gn_nov_g1_02_04_g3_013_pleso_u_ilmen_selo	Нижнее Плесо у Ильменя: село	pt_village	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы
gn_nov_g1_02_04_g3_014_zalese_u_ilmen_selo	Нижнее Залесье у Ильменя: село	pt_village	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы
gn_nov_g1_02_04_g3_015_borok_dvor	Борок: двор	pt_isolated_farmstead	isolated_farmstead	1-3 двора	один старший двор и 0-2 зависимых/родственных двора	одиночный двор или малый выселок, не село; важны подъезд, жилой двор, клеть, скот, вода, огород/покос и лесной выход	8 G4-зон	малое место не раздуто до поселения, но имеет все игровые зоны для сцены
gn_nov_g1_02_04_g3_016_navolok_u_ilmen_derevnya	Верхний Наволок у Ильменя: деревня	pt_hamlet	ordinary_village	примерно 8-18 дворов	1 старший двор; 5-12 обычных; 1-5 крайних/бедных	деревня с проходом между дворами, хозяйственной полосой, колодцем/ручьём, амбарами, скотом, огородами и выходом к полю/лесу/дороге	10 G4-зон	компактная, но полноценная деревня с транзитом и хозяйственной логикой
gn_nov_g1_02_05_g3_001_ozerets_u_ilmen_selo	Новый Озерец у Ильменя: село	pt_village	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы
gn_nov_g1_02_05_g3_002_pleso_u_ilmen_pogost	Плесо у Ильменя: погост	pt_pogost_center	church_pogost_center	обычно 8-25 постоянных дворов при центре плюс приходская округа вокруг	церковный/причтовый 1-3; служебные/гостевые 1-4; крестьянские 5-18; торгово-сборные дворы по событию	функциональный центр прихода/сбора: церковь, двор, кладбище, причт, гости, склад, подъезд, вода и сход/торг	12 G4-зон	не деревня, а узел власти, культа, сбора, дороги и слухов
gn_nov_g1_02_05_g3_003_zalese_u_ilmen_selo	Старое Залесье у Ильменя: село	pt_village	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы
gn_nov_g1_02_05_g3_004_borok_u_ilmen_selo	Нижний Борок у Ильменя: село	pt_village	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы
gn_nov_g1_02_05_g3_005_navolok_tserkovnyy_dvor	Наволок: церковный двор	pt_rural_church_center	church_pogost_center	обычно 8-25 постоянных дворов при центре плюс приходская округа вокруг	церковный/причтовый 1-3; служебные/гостевые 1-4; крестьянские 5-18; торгово-сборные дворы по событию	функциональный центр прихода/сбора: церковь, двор, кладбище, причт, гости, склад, подъезд, вода и сход/торг	12 G4-зон	не деревня, а узел власти, культа, сбора, дороги и слухов
gn_nov_g1_02_05_g3_006_glinka_u_ilmen_derevnya	Глинка у Ильменя: деревня	pt_hamlet	ordinary_village	примерно 8-18 дворов	1 старший двор; 5-12 обычных; 1-5 крайних/бедных	деревня с проходом между дворами, хозяйственной полосой, колодцем/ручьём, амбарами, скотом, огородами и выходом к полю/лесу/дороге	10 G4-зон	компактная, но полноценная деревня с транзитом и хозяйственной логикой
gn_nov_g1_02_05_g3_007_luki_u_ilmen_pogost	Луки у Ильменя: погост	pt_pogost_center	church_pogost_center	обычно 8-25 постоянных дворов при центре плюс приходская округа вокруг	церковный/причтовый 1-3; служебные/гостевые 1-4; крестьянские 5-18; торгово-сборные дворы по событию	функциональный центр прихода/сбора: церковь, двор, кладбище, причт, гости, склад, подъезд, вода и сход/торг	12 G4-зон	не деревня, а узел власти, культа, сбора, дороги и слухов
gn_nov_g1_02_05_g3_008_pogostok_u_ilmen_selo	Нижний Погосток у Ильменя: село	pt_village	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы
gn_nov_g1_02_05_g3_009_rybnyy_stan_dvor	Рыбный Стан: двор	pt_isolated_farmstead	isolated_farmstead	1-3 двора	один старший двор и 0-2 зависимых/родственных двора	одиночный двор или малый выселок, не село; важны подъезд, жилой двор, клеть, скот, вода, огород/покос и лесной выход	8 G4-зон	малое место не раздуто до поселения, но имеет все игровые зоны для сцены
gn_nov_g1_02_05_g3_010_volchiy_bor_u_ilmen_selo	Нижний Волчий Бор у Ильменя: село	pt_village	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы
gn_nov_g1_02_05_g3_011_krivoy_ruchey_tserkovnyy_dvor	Кривой Ручей: церковный двор	pt_rural_church_center	church_pogost_center	обычно 8-25 постоянных дворов при центре плюс приходская округа вокруг	церковный/причтовый 1-3; служебные/гостевые 1-4; крестьянские 5-18; торгово-сборные дворы по событию	функциональный центр прихода/сбора: церковь, двор, кладбище, причт, гости, склад, подъезд, вода и сход/торг	12 G4-зон	не деревня, а узел власти, культа, сбора, дороги и слухов
gn_nov_g1_02_05_g3_012_zimniy_stan_u_ilmen_pogost	Зимний Стан у Ильменя: погост	pt_pogost_center	church_pogost_center	обычно 8-25 постоянных дворов при центре плюс приходская округа вокруг	церковный/причтовый 1-3; служебные/гостевые 1-4; крестьянские 5-18; торгово-сборные дворы по событию	функциональный центр прихода/сбора: церковь, двор, кладбище, причт, гости, склад, подъезд, вода и сход/торг	12 G4-зон	не деревня, а узел власти, культа, сбора, дороги и слухов
gn_nov_g1_02_05_g3_013_suhaya_griva_u_ilmen_selo	Верхняя Сухая Грива у Ильменя: село	pt_village	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы
gn_nov_g1_02_05_g3_014_chernyy_moh_u_ilmen_selo	Нижний Чёрный Мох у Ильменя: село	pt_village	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы
gn_nov_g1_02_05_g3_015_gluhaya_luka_dvor	Глухая Лука: двор	pt_isolated_farmstead	isolated_farmstead	1-3 двора	один старший двор и 0-2 зависимых/родственных двора	одиночный двор или малый выселок, не село; важны подъезд, жилой двор, клеть, скот, вода, огород/покос и лесной выход	8 G4-зон	малое место не раздуто до поселения, но имеет все игровые зоны для сцены
gn_nov_g1_02_05_g3_016_olshanik_u_ilmen_derevnya	Ольшаник у Ильменя: деревня	pt_hamlet	ordinary_village	примерно 8-18 дворов	1 старший двор; 5-12 обычных; 1-5 крайних/бедных	деревня с проходом между дворами, хозяйственной полосой, колодцем/ручьём, амбарами, скотом, огородами и выходом к полю/лесу/дороге	10 G4-зон	компактная, но полноценная деревня с транзитом и хозяйственной логикой
gn_nov_g1_02_06_g3_001_zimniy_stan_na_volhov_brod	Нижний Зимний Стан на Волхове: брод	pt_ford_place	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_02_06_g3_002_suhaya_griva_na_volhov_brod	Нижняя Сухая Грива на Волхове: брод	pt_ford_place	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_02_06_g3_003_chernyy_moh_u_volhov_derevnya	Нижний Чёрный Мох у Волхова: деревня	pt_hamlet	ordinary_village	примерно 8-18 дворов	1 старший двор; 5-12 обычных; 1-5 крайних/бедных	деревня с проходом между дворами, хозяйственной полосой, колодцем/ручьём, амбарами, скотом, огородами и выходом к полю/лесу/дороге	10 G4-зон	компактная, но полноценная деревня с транзитом и хозяйственной логикой
gn_nov_g1_02_06_g3_004_gluhaya_luka_u_volhov_derevnya	Глухая Лука у Волхова: деревня	pt_hamlet	ordinary_village	примерно 8-18 дворов	1 старший двор; 5-12 обычных; 1-5 крайних/бедных	деревня с проходом между дворами, хозяйственной полосой, колодцем/ручьём, амбарами, скотом, огородами и выходом к полю/лесу/дороге	10 G4-зон	компактная, но полноценная деревня с транзитом и хозяйственной логикой
gn_nov_g1_02_06_g3_005_olshanik_na_volhov_brod	Нижний Ольшаник на Волхове: брод	pt_ford_place	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_02_06_g3_006_staryy_sled_ohotnichiy_stan	Нижнее Следово: охотничий стан	pt_hunting_camp	resource_camp	0-3 временных двора/избы; постоянного поселения обычно нет	промысловики, лесные работники, сторож или временная артель	входная тропа, кострище, жилая изба/шалаш, навес, склад, вода, ресурсная линия и выход в лес/болото	7 G4-зон	связан с ресурсной средой, сезонностью и риском ориентации
gn_nov_g1_02_06_g3_007_kamenka_na_volhov_brod	Нижняя Каменка на Волхове: брод	pt_ford_place	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_02_06_g3_008_zareche_u_volhov_derevnya	Заречье у Волхова: деревня	pt_hamlet	ordinary_village	примерно 8-18 дворов	1 старший двор; 5-12 обычных; 1-5 крайних/бедных	деревня с проходом между дворами, хозяйственной полосой, колодцем/ручьём, амбарами, скотом, огородами и выходом к полю/лесу/дороге	10 G4-зон	компактная, но полноценная деревня с транзитом и хозяйственной логикой
gn_nov_g1_02_06_g3_009_podbore_na_volhov_brod	Подборье на Волхове: брод	pt_ford_place	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_02_06_g3_010_ruchi_u_volhov_derevnya	Нижние Ручьи у Волхова: деревня	pt_hamlet	ordinary_village	примерно 8-18 дворов	1 старший двор; 5-12 обычных; 1-5 крайних/бедных	деревня с проходом между дворами, хозяйственной полосой, колодцем/ручьём, амбарами, скотом, огородами и выходом к полю/лесу/дороге	10 G4-зон	компактная, но полноценная деревня с транзитом и хозяйственной логикой
gn_nov_g1_02_06_g3_011_malyy_bor_na_volhov_brod	Нижний Малый Бор на Волхове: брод	pt_ford_place	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_02_06_g3_012_verhnie_luga_na_volhov_brod	Верхние Луга на Волхове: брод	pt_ford_place	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_02_06_g3_013_nizhniy_pochinok_u_volhov_derevnya	Верхнее Починье у Волхова: деревня	pt_hamlet	ordinary_village	примерно 8-18 дворов	1 старший двор; 5-12 обычных; 1-5 крайних/бедных	деревня с проходом между дворами, хозяйственной полосой, колодцем/ручьём, амбарами, скотом, огородами и выходом к полю/лесу/дороге	10 G4-зон	компактная, но полноценная деревня с транзитом и хозяйственной логикой
gn_nov_g1_02_06_g3_014_bereze_u_volhov_derevnya	Нижнее Березье у Волхова: деревня	pt_hamlet	ordinary_village	примерно 8-18 дворов	1 старший двор; 5-12 обычных; 1-5 крайних/бедных	деревня с проходом между дворами, хозяйственной полосой, колодцем/ручьём, амбарами, скотом, огородами и выходом к полю/лесу/дороге	10 G4-зон	компактная, но полноценная деревня с транзитом и хозяйственной логикой
gn_nov_g1_02_06_g3_015_luzhitsy_na_volhov_brod	Нижние Лужицы на Волхове: брод	pt_ford_place	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_02_06_g3_016_selische_ohotnichiy_stan	Нижнее Селище: охотничий стан	pt_hunting_camp	resource_camp	0-3 временных двора/избы; постоянного поселения обычно нет	промысловики, лесные работники, сторож или временная артель	входная тропа, кострище, жилая изба/шалаш, навес, склад, вода, ресурсная линия и выход в лес/болото	7 G4-зон	связан с ресурсной средой, сезонностью и риском ориентации
gn_nov_g1_03_00_g3_001_gluhaya_luka_na_ilmen_pristan	Нижняя Глухая Лука на Ильмене: пристань	pt_river_landing	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_03_00_g3_002_olshanik_na_ilmen_brod	Ольшаник на Ильмене: брод	pt_ford_place	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_03_00_g3_003_staryy_sled_u_ilmen_derevnya	Дальнее Следово у Ильменя: деревня	pt_hamlet	ordinary_village	примерно 8-18 дворов	1 старший двор; 5-12 обычных; 1-5 крайних/бедных	деревня с проходом между дворами, хозяйственной полосой, колодцем/ручьём, амбарами, скотом, огородами и выходом к полю/лесу/дороге	10 G4-зон	компактная, но полноценная деревня с транзитом и хозяйственной логикой
gn_nov_g1_03_00_g3_004_kamenka_u_ilmen_derevnya	Нижняя Каменка у Ильменя: деревня	pt_hamlet	ordinary_village	примерно 8-18 дворов	1 старший двор; 5-12 обычных; 1-5 крайних/бедных	деревня с проходом между дворами, хозяйственной полосой, колодцем/ручьём, амбарами, скотом, огородами и выходом к полю/лесу/дороге	10 G4-зон	компактная, но полноценная деревня с транзитом и хозяйственной логикой
