id	region_id	place_template_id	max_total	max_per_subregion	min_total_if_region_active	economic_basis_required	route_basis_required	water_basis_required	authority_basis_required	historical_anchor_basis_required	allowed_near_place_types	forbidden_near_place_types	minimum_distance_band	maximum_distance_band	density_logic	naming_policy	duplication_policy	game_use	limits	status	confidence	sources	audit_notes
pgl_nov_portage_place	region_novgorod_land	rpgr_nov_portage_place		1	0	false	true	true	false	false	"[""boat_landing"", ""river_landing"", ""watch_post"", ""toll_customs_post""]"	"[""portage""]"	between_water_routes	water_route_network	Economic limit: route service nodes require actual graph_edges/corridor logic; do not generate from landscape alone. The numeric cap is defensive and per G1 subregion, not a census or archaeological count.	Use the naming rules from the referenced region_place_generation_rules row; do not create duplicate names for the same functional cluster or water/route node.	One generated place must represent one functional node. If a later rule finds the same water crossing, resource patch, settlement cluster or authority center, merge or link instead of duplicating.	Use this row as an economic guard before materializing a place. Check the referenced region_place_generation_rules row, then the G1 cell economy, then existing places/anchors to avoid duplication.	No exact total is inferred unless max_total is explicitly filled from a named 1230-era anchor or a unique economic centre. If max_total is blank, the row is constrained by G1 cell economy, max_per_subregion, duplication_policy and graph_edges/places. 	usable_with_caution	medium	"[""src_he_roads"", ""src_novgorod_wider_context"", ""src_project_schema"", ""src_project_g1_historical_mask""]"	Built from Novgorod generation rules and scientific/archaeological source classes; needs manual adjustment after G1/G2 subregion grid and historical anchors are fixed. Updated economic-limit policy 2026-07-01T20:44:11.567888+00:00; group=route; template_type=portage; matched_current_g1_economy=['lu_fish_weir_trap_operation', 'lu_fuelwood_gathering', 'lu_fur_trapping_ground', 'lu_hunting_ground', 'lu_inland_capture_fishing', 'lu_reed_sedge_harvest', 'lu_timber_felling', 'lu_tree_beekeeping_bortnichestvo']; missing_required_economy_count=7.
pgl_nov_hillfort_gorodishche	region_novgorod_land	rpgr_nov_hillfort_gorodishche	1	1	0	false	true	false	true	true	"[""watch_post"", ""village"", ""river_landing""]"	"[""city_major_center""]"	historical_or_topographic_anchor	strategic_landform	Economic limit: apply only when referenced rule, G1 mask and source evidence all agree. The numeric cap is defensive and per G1 subregion, not a census or archaeological count.	Use the naming rules from the referenced region_place_generation_rules row; do not create duplicate names for the same functional cluster or water/route node.	One generated place must represent one functional node. If a later rule finds the same water crossing, resource patch, settlement cluster or authority center, merge or link instead of duplicating.	Use this row as an economic guard before materializing a place. Check the referenced region_place_generation_rules row, then the G1 cell economy, then existing places/anchors to avoid duplication.	No exact total is inferred unless max_total is explicitly filled from a named 1230-era anchor or a unique economic centre. If max_total is blank, the row is constrained by G1 cell economy, max_per_subregion, duplication_policy and graph_edges/places. 	usable_with_caution	medium_high	"[""src_novgorod_wider_context"", ""src_he_medieval_settlements"", ""src_project_schema"", ""src_project_g1_historical_mask""]"	Built from Novgorod generation rules and scientific/archaeological source classes; needs manual adjustment after G1/G2 subregion grid and historical anchors are fixed. Updated economic-limit policy 2026-07-01T20:44:11.567888+00:00; group=other; template_type=hillfort_gorodishche; matched_current_g1_economy=[]; missing_required_economy_count=0.
pgl_nov_watchpost_guard_post	region_novgorod_land	rpgr_nov_watchpost_guard_post		2	0	false	true	false	true	false	"[""ford"", ""ferry"", ""bridge_site"", ""portage"", ""crossroads""]"	[]	strategic_view_or_crossing	route_or_boundary_node	Economic limit: route service nodes require actual graph_edges/corridor logic; do not generate from landscape alone. The numeric cap is defensive and per G1 subregion, not a census or archaeological count.	Use the naming rules from the referenced region_place_generation_rules row; do not create duplicate names for the same functional cluster or water/route node.	One generated place must represent one functional node. If a later rule finds the same water crossing, resource patch, settlement cluster or authority center, merge or link instead of duplicating.	Use this row as an economic guard before materializing a place. Check the referenced region_place_generation_rules row, then the G1 cell economy, then existing places/anchors to avoid duplication.	No exact total is inferred unless max_total is explicitly filled from a named 1230-era anchor or a unique economic centre. If max_total is blank, the row is constrained by G1 cell economy, max_per_subregion, duplication_policy and graph_edges/places. 	usable_with_caution	medium	"[""src_he_roads"", ""src_novgorod_wider_context"", ""src_project_schema"", ""src_project_g1_historical_mask""]"	Built from Novgorod generation rules and scientific/archaeological source classes; needs manual adjustment after G1/G2 subregion grid and historical anchors are fixed. Updated economic-limit policy 2026-07-01T20:44:11.567888+00:00; group=route; template_type=watch_post; matched_current_g1_economy=[]; missing_required_economy_count=0.
pgl_nov_administrative_court	region_novgorod_land	rpgr_nov_administrative_court		1	0	true	true	false	true	true	"[""pogost"", ""estate_center"", ""town"", ""market_site""]"	"[""administrative_court""]"	authority_anchor_required	local_authority_area	Economic limit: generate only where rural settlement, tax/church/estate context, or named anchor justifies authority. Do not create more than one authority/church/estate node of the same functional layer in one G1 cell. The numeric cap is defensive and per G1 subregion, not a census or archaeological count.	Use the naming rules from the referenced region_place_generation_rules row; do not create duplicate names for the same functional cluster or water/route node.	One generated place must represent one functional node. If a later rule finds the same water crossing, resource patch, settlement cluster or authority center, merge or link instead of duplicating.	Use this row as an economic guard before materializing a place. Check the referenced region_place_generation_rules row, then the G1 cell economy, then existing places/anchors to avoid duplication.	No exact total is inferred unless max_total is explicitly filled from a named 1230-era anchor or a unique economic centre. If max_total is blank, the row is constrained by G1 cell economy, max_per_subregion, duplication_policy and graph_edges/places. 	usable_with_caution	medium	"[""src_novgorod_wider_context"", ""src_pogost_genesis"", ""src_project_schema"", ""src_project_g1_historical_mask""]"	Built from Novgorod generation rules and scientific/archaeological source classes; needs manual adjustment after G1/G2 subregion grid and historical anchors are fixed. Updated economic-limit policy 2026-07-01T20:44:11.567888+00:00; group=authority; template_type=administrative_court; matched_current_g1_economy=['lu_common_pasture', 'lu_fish_weir_trap_operation', 'lu_fuelwood_gathering', 'lu_fur_trapping_ground', 'lu_hay_meadow_cutting', 'lu_hunting_ground', 'lu_inland_capture_fishing', 'lu_kitchen_garden', 'lu_rainfed_arable', 'lu_reed_sedge_harvest', 'lu_timber_felling', 'lu_tree_beekeeping_bortnichestvo']; missing_required_economy_count=10.
pgl_nov_toll_customs_post	region_novgorod_land	rpgr_nov_toll_customs_post		1	0	true	true	false	true	false	"[""ferry"", ""ford"", ""bridge_site"", ""portage"", ""market_site""]"	"[""toll_customs_post""]"	route_or_crossing_control_point	controlled_route_segment	Economic limit: generate only at named urban, market or administrative anchors; do not create new towns from generic high density. The numeric cap is defensive and per G1 subregion, not a census or archaeological count.	Use the naming rules from the referenced region_place_generation_rules row; do not create duplicate names for the same functional cluster or water/route node.	One generated place must represent one functional node. If a later rule finds the same water crossing, resource patch, settlement cluster or authority center, merge or link instead of duplicating.	Use this row as an economic guard before materializing a place. Check the referenced region_place_generation_rules row, then the G1 cell economy, then existing places/anchors to avoid duplication.	No exact total is inferred unless max_total is explicitly filled from a named 1230-era anchor or a unique economic centre. If max_total is blank, the row is constrained by G1 cell economy, max_per_subregion, duplication_policy and graph_edges/places. 	usable_with_caution	medium	"[""src_novgorod_wider_context"", ""src_he_roads"", ""src_project_schema"", ""src_staraya_russa_salt_sgem"", ""src_project_g1_historical_mask""]"	Built from Novgorod generation rules and scientific/archaeological source classes; needs manual adjustment after G1/G2 subregion grid and historical anchors are fixed. Updated economic-limit policy 2026-07-01T20:44:11.567888+00:00; group=urban; template_type=toll_customs_post; matched_current_g1_economy=[]; missing_required_economy_count=0.
pgl_nov_watermill_site	region_novgorod_land	rpgr_nov_watermill_site		0	0	true	true	true	false	false	"[""village"", ""estate_center"", ""monastic_grange""]"	[]	same_watercourse_segment	milling_service_area	Economic limit: craft/industry sites require explicit production land_use and fuel/water/route basis in the G1 cell. The numeric cap is defensive and per G1 subregion, not a census or archaeological count.	Use the naming rules from the referenced region_place_generation_rules row; do not create duplicate names for the same functional cluster or water/route node.	One generated place must represent one functional node. If a later rule finds the same water crossing, resource patch, settlement cluster or authority center, merge or link instead of duplicating.	Use this row as an economic guard before materializing a place. Check the referenced region_place_generation_rules row, then the G1 cell economy, then existing places/anchors to avoid duplication.	No exact total is inferred unless max_total is explicitly filled from a named 1230-era anchor or a unique economic centre. If max_total is blank, the row is constrained by G1 cell economy, max_per_subregion, duplication_policy and graph_edges/places. Critical local economy absent from current G1 mask: lu_watermill_water_management; max_per_subregion is set to 0 until source-backed G1 economy is added. 	needs_review	medium_low	"[""src_he_mills"", ""src_novgorod_agriculture"", ""src_novgorod_wider_context"", ""src_project_schema"", ""src_staraya_russa_salt_sgem"", ""src_project_g1_historical_mask""]"	Built from Novgorod generation rules and scientific/archaeological source classes; needs manual adjustment after G1/G2 subregion grid and historical anchors are fixed. Updated economic-limit policy 2026-07-01T20:44:11.567888+00:00; group=craft; template_type=watermill_site; matched_current_g1_economy=['lu_rainfed_arable']; missing_required_economy_count=2.
pgl_nov_saltworks	region_novgorod_land	rpgr_nov_saltworks	1	1	0	true	true	true	false	true	"[""forest_work_camp"", ""estate_center"", ""toll_customs_post""]"	"[""saltworks""]"	brine_or_salt_resource_required	resource_patch	Economic limit: craft/industry sites require explicit production land_use and fuel/water/route basis in the G1 cell. The numeric cap is defensive and per G1 subregion, not a census or archaeological count.	Use the naming rules from the referenced region_place_generation_rules row; do not create duplicate names for the same functional cluster or water/route node.	One generated place must represent one functional node. If a later rule finds the same water crossing, resource patch, settlement cluster or authority center, merge or link instead of duplicating.	Use this row as an economic guard before materializing a place. Check the referenced region_place_generation_rules row, then the G1 cell economy, then existing places/anchors to avoid duplication.	No exact total is inferred unless max_total is explicitly filled from a named 1230-era anchor or a unique economic centre. If max_total is blank, the row is constrained by G1 cell economy, max_per_subregion, duplication_policy and graph_edges/places. Saltworks means the Rusa/Staraya Russa salt-production cluster, not arbitrary lakeshore saltmaking. 	usable_with_caution	medium_high	"[""src_he_salterns"", ""src_novgorod_wider_context"", ""src_project_schema"", ""src_staraya_russa_salt_sgem"", ""src_project_g1_historical_mask""]"	Built from Novgorod generation rules and scientific/archaeological source classes; needs manual adjustment after G1/G2 subregion grid and historical anchors are fixed. Updated economic-limit policy 2026-07-01T20:44:11.567888+00:00; group=craft; template_type=saltworks; matched_current_g1_economy=['lu_fuelwood_gathering', 'lu_saltmaking_saltern']; missing_required_economy_count=0.
pgl_nov_clay_pit_pottery_site	region_novgorod_land	rpgr_nov_clay_pit_pottery_site		0	0	true	true	false	false	false	"[""village"", ""market_site"", ""estate_center""]"	[]	resource_patch	craft_supply_area	Economic limit: craft/industry sites require explicit production land_use and fuel/water/route basis in the G1 cell. The numeric cap is defensive and per G1 subregion, not a census or archaeological count.	Use the naming rules from the referenced region_place_generation_rules row; do not create duplicate names for the same functional cluster or water/route node.	One generated place must represent one functional node. If a later rule finds the same water crossing, resource patch, settlement cluster or authority center, merge or link instead of duplicating.	Use this row as an economic guard before materializing a place. Check the referenced region_place_generation_rules row, then the G1 cell economy, then existing places/anchors to avoid duplication.	No exact total is inferred unless max_total is explicitly filled from a named 1230-era anchor or a unique economic centre. If max_total is blank, the row is constrained by G1 cell economy, max_per_subregion, duplication_policy and graph_edges/places. Critical local economy absent from current G1 mask: lu_clay_extraction; max_per_subregion is set to 0 until source-backed G1 economy is added. 	needs_review	medium_low	"[""src_novgorod_wider_context"", ""src_he_medieval_settlements"", ""src_project_schema"", ""src_staraya_russa_salt_sgem"", ""src_project_g1_historical_mask""]"	Built from Novgorod generation rules and scientific/archaeological source classes; needs manual adjustment after G1/G2 subregion grid and historical anchors are fixed. Updated economic-limit policy 2026-07-01T20:44:11.567888+00:00; group=craft; template_type=clay_pit_pottery_site; matched_current_g1_economy=['lu_fuelwood_gathering']; missing_required_economy_count=1.
pgl_nov_iron_smelting_site	region_novgorod_land	rpgr_nov_iron_smelting_site		0	0	true	true	true	false	false	"[""forest_work_camp"", ""winter_hut"", ""village""]"	[]	ore_fuel_resource_patch	forest_wetland_industrial_area	Economic limit: craft/industry sites require explicit production land_use and fuel/water/route basis in the G1 cell. The numeric cap is defensive and per G1 subregion, not a census or archaeological count.	Use the naming rules from the referenced region_place_generation_rules row; do not create duplicate names for the same functional cluster or water/route node.	One generated place must represent one functional node. If a later rule finds the same water crossing, resource patch, settlement cluster or authority center, merge or link instead of duplicating.	Use this row as an economic guard before materializing a place. Check the referenced region_place_generation_rules row, then the G1 cell economy, then existing places/anchors to avoid duplication.	No exact total is inferred unless max_total is explicitly filled from a named 1230-era anchor or a unique economic centre. If max_total is blank, the row is constrained by G1 cell economy, max_per_subregion, duplication_policy and graph_edges/places. Critical local economy absent from current G1 mask: lu_bog_iron_extraction, lu_charcoal_burning; max_per_subregion is set to 0 until source-backed G1 economy is added. 	needs_review	medium_low	"[""src_novgorod_wider_context"", ""src_fish_feather_fur_forest"", ""src_project_schema"", ""src_staraya_russa_salt_sgem"", ""src_project_g1_historical_mask""]"	Built from Novgorod generation rules and scientific/archaeological source classes; needs manual adjustment after G1/G2 subregion grid and historical anchors are fixed. Updated economic-limit policy 2026-07-01T20:44:11.567888+00:00; group=craft; template_type=iron_smelting_site; matched_current_g1_economy=['lu_fuelwood_gathering', 'lu_timber_felling']; missing_required_economy_count=2.
pgl_nov_shipyard_boatyard	region_novgorod_land	rpgr_nov_shipyard_boatyard		0	0	true	true	true	false	false	"[""river_landing"", ""boat_landing"", ""market_site"", ""town""]"	"[""shipyard_boatyard""]"	same_water_route_service_area	water_transport_node	Economic limit: craft/industry sites require explicit production land_use and fuel/water/route basis in the G1 cell. The numeric cap is defensive and per G1 subregion, not a census or archaeological count.	Use the naming rules from the referenced region_place_generation_rules row; do not create duplicate names for the same functional cluster or water/route node.	One generated place must represent one functional node. If a later rule finds the same water crossing, resource patch, settlement cluster or authority center, merge or link instead of duplicating.	Use this row as an economic guard before materializing a place. Check the referenced region_place_generation_rules row, then the G1 cell economy, then existing places/anchors to avoid duplication.	No exact total is inferred unless max_total is explicitly filled from a named 1230-era anchor or a unique economic centre. If max_total is blank, the row is constrained by G1 cell economy, max_per_subregion, duplication_policy and graph_edges/places. Critical local economy absent from current G1 mask: lu_shipbuilding_boatbuilding; max_per_subregion is set to 0 until source-backed G1 economy is added. 	needs_review	medium_low	"[""src_novgorod_wider_context"", ""src_he_roads"", ""src_project_schema"", ""src_staraya_russa_salt_sgem"", ""src_project_g1_historical_mask""]"	Built from Novgorod generation rules and scientific/archaeological source classes; needs manual adjustment after G1/G2 subregion grid and historical anchors are fixed. Updated economic-limit policy 2026-07-01T20:44:11.567888+00:00; group=craft; template_type=shipyard_boatyard; matched_current_g1_economy=['lu_inland_capture_fishing', 'lu_timber_felling']; missing_required_economy_count=2.
