fd_id,master_ingredient_id,name_ru,name_en,name_lat,source_taxon_ref,taxon_kind,food_category,ingredient_type,fasting_class,fasting_status,category_id,universal_category,region_id,origin,months_available,months_fresh,months_limited,season_profile,month_basis,access_by_class,storage_forms,storage_container_ids,shelf_life,spoilage_signs,spoilage_states,rarity,frequency_class,frequency_weight,relative_cost,famine_1230_role,recipe_evidence_type,source_refs,confidence,status,notes
fd_garlic,ING0042,Чеснок,garlic,Allium sativum,taxon:Allium sativum,flora,vegetable,raw_product,plant,fasting_allowed,content_food.vegetable.garlic,true,novgorod_land,local,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[7, 8, 9]",[],allium_storage,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0042,"{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""pm_drying"", ""pm_salting"", ""pm_fermenting"", ""pm_cellar""]","[""HOU0016"", ""HOU0021"", ""HOU0022""]",season- and state-dependent,"[""soft"", ""moldy"", ""rotten"", ""sprouted""]","[""moldy"", ""rotten"", ""spoiled""]",common,common,4,low,,archaeological,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""master-food:SRC046"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0042""]",A,candidate,
fd_onion_greens,ING0043,Луковая зелень,onion greens,Allium cepa,taxon:Allium cepa,flora,vegetable,processed_product,plant,fasting_allowed,content_food.vegetable.onion_greens,true,novgorod_land,local,"[5, 6, 7, 8]","[5, 6, 7, 8]",[],fresh_greens,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0043,"{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""pm_drying"", ""pm_salting"", ""pm_fermenting"", ""pm_cellar""]","[""HOU0016"", ""HOU0021"", ""HOU0022""]",season- and state-dependent,"[""soft"", ""moldy"", ""rotten"", ""sprouted""]","[""moldy"", ""rotten"", ""spoiled""]",seasonal,contextual,2,low,,ingredient_based_reconstruction,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""master-food:SRC046"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0043""]",B,candidate,
fd_garden_root,ING0044,Морковь или пастернаковидный корнеплод — осторожная категория,garden root,Apiaceae: Daucus carota | Pastinaca sativa (uncertain),taxon:Apiaceae: Daucus carota | Pastinaca sativa (uncertain),flora,vegetable,raw_product,plant,fasting_allowed,content_food.vegetable.garden_root,true,novgorod_land,local,"[1, 2, 3, 8, 9, 10, 11, 12]","[8, 9, 10]","[4, 5, 6, 7]",root_storage,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0044,"{""poor"": ""occasional"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""pm_drying"", ""pm_salting"", ""pm_fermenting"", ""pm_cellar""]","[""HOU0016"", ""HOU0021"", ""HOU0022""]",season- and state-dependent,"[""soft"", ""moldy"", ""rotten"", ""sprouted""]","[""moldy"", ""rotten"", ""spoiled""]",uncommon,contextual,2,medium,,ingredient_based_reconstruction,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""master-food:SRC046"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0044""]",C,candidate,
fd_cucumber,ING0045,Огурец — осторожная категория,cucumber,Cucumis sativus,taxon:Cucumis sativus,flora,vegetable,raw_product,plant,fasting_allowed,content_food.vegetable.cucumber,true,novgorod_land,local,"[7, 8, 9]","[7, 8, 9]",[],summer_vegetable,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0045,"{""poor"": ""occasional"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""pm_drying"", ""pm_salting"", ""pm_fermenting"", ""pm_cellar""]","[""HOU0016"", ""HOU0021"", ""HOU0022""]",season- and state-dependent,"[""soft"", ""moldy"", ""rotten"", ""sprouted""]","[""moldy"", ""rotten"", ""spoiled""]",uncommon,contextual,2,medium,,ingredient_based_reconstruction,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""master-food:SRC046"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0045""]",C,candidate,
fd_peas_dry,ING0046,Сухой горох,peas dry,Pisum sativum,taxon:Pisum sativum,flora,legume,raw_product,plant,fasting_allowed,content_food.legume.peas_dry,true,novgorod_land,local,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",[],[],stored_year_round,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0046,"{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""pm_dry_storage_grain""]","[""HOU0016"", ""HOU0021"", ""HOU0022""]",season- and state-dependent,"[""soft"", ""moldy"", ""rotten"", ""sprouted""]","[""spoiled""]",common,common,4,low,,archaeological,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""master-food:SRC046"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0046"", ""ext:kirjanova1979""]",A,candidate,
fd_peas_boiled,ING0047,Разваренный горох,peas boiled,Pisum sativum,taxon:Pisum sativum,flora,legume,processed_product,plant,fasting_allowed,content_food.legume.peas_boiled,true,novgorod_land,local,[],[],"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",made_as_needed,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0047,"{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""pm_dry_storage_grain""]","[""HOU0016"", ""HOU0021"", ""HOU0022""]",season- and state-dependent,"[""soft"", ""moldy"", ""rotten"", ""sprouted""]","[""spoiled""]",common,common,4,low,,ingredient_based_reconstruction,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""master-food:SRC046"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0047"", ""ext:kirjanova1979""]",B,candidate,
fd_pea_flour,ING0048,Гороховая мука,pea flour,Pisum sativum,taxon:Pisum sativum,flora,groats_flour,processed_product,plant,fasting_allowed,content_food.groats_flour.pea_flour,true,novgorod_land,local,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",[],[],stored_year_round,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0048,"{""poor"": ""occasional"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""pm_dry_storage_grain""]","[""HOU0016"", ""HOU0021"", ""HOU0022""]",season- and state-dependent,"[""soft"", ""moldy"", ""rotten"", ""sprouted""]","[""stale"", ""moldy"", ""spoiled"", ""gnawed"", ""damp""]",uncommon,contextual,2,medium,,ingredient_based_reconstruction,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""master-food:SRC046"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0048"", ""ext:kirjanova1979""]",B,candidate,
fd_mixed_legumes,ING0049,Смешанные бобовые зёрна,mixed legumes,Fabaceae: Pisum | Vicia faba | Lens culinaris,taxon:Fabaceae: Pisum | Vicia faba | Lens culinaris,flora,legume,processed_product,plant,fasting_allowed,content_food.legume.mixed_legumes,true,novgorod_land,local,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",[],[],stored_year_round,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0049,"{""poor"": ""occasional"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""pm_dry_storage_grain""]","[""HOU0016"", ""HOU0021"", ""HOU0022""]",season- and state-dependent,"[""soft"", ""moldy"", ""rotten"", ""sprouted""]","[""spoiled""]",uncommon,contextual,2,medium,,ingredient_based_reconstruction,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""master-food:SRC046"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0049"", ""ext:kirjanova1979""]",B,candidate,
fd_beans_lentils_uncertain,ING0050,Бобы или чечевица — ограниченная категория,beans lentils uncertain,Fabaceae: Pisum | Vicia faba | Lens culinaris,taxon:Fabaceae: Pisum | Vicia faba | Lens culinaris,flora,legume,raw_product,plant,fasting_allowed,content_food.legume.beans_lentils_uncertain,true,novgorod_land,local,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",[],[],stored_year_round,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0050,"{""poor"": ""occasional"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""pm_dry_storage_grain""]","[""HOU0016"", ""HOU0021"", ""HOU0022""]",season- and state-dependent,"[""soft"", ""moldy"", ""rotten"", ""sprouted""]","[""spoiled""]",rare,rare,1,medium,,ingredient_based_reconstruction,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""master-food:SRC046"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0050"", ""ext:kirjanova1979""]",C,candidate,
fd_fermented_cabbage,ING0051,Ферментированная капуста — осторожная реконструкция,fermented cabbage,Brassica oleracea,taxon:Brassica oleracea,flora,vegetable,processed_product,plant,fasting_allowed,content_food.vegetable.fermented_cabbage,true,novgorod_land,local,"[1, 2, 3, 10, 11, 12]",[],"[4, 5, 6, 7, 8, 9]",stored_winter,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0051,"{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""pm_drying"", ""pm_salting"", ""pm_fermenting"", ""pm_cellar""]","[""HOU0036"", ""HOU0024""]",weeks to months in cold conditions,"[""putrid"", ""mold_surface"", ""slimy""]","[""moldy"", ""rotten"", ""spoiled""]",uncommon,contextual,2,low,,comparative_reconstruction,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""master-food:SRC046"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0051""]",C,candidate,
fd_dried_turnip,ING0052,Сушёная или печёно-высушенная репа,dried turnip,Brassica rapa subsp. rapa,taxon:Brassica rapa subsp. rapa,flora,vegetable,processed_product,plant,fasting_allowed,content_food.vegetable.dried_turnip,true,novgorod_land,local,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",[],[],stored_year_round,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0052,"{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""pm_drying"", ""pm_salting"", ""pm_fermenting"", ""pm_cellar""]","[""HOU0015"", ""HOU0021""]",months if dry,"[""damp"", ""moldy"", ""insect_damaged""]","[""moldy"", ""rotten"", ""spoiled""]",uncommon,contextual,2,low,,ingredient_based_reconstruction,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""master-food:SRC046"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0052""]",B,candidate,
fd_edible_wild_greens,ING0053,Смешанная съедобная дикорастущая зелень,edible wild greens,"multiple wild greens (Urtica, Rumex, Aegopodium, Atriplex)","taxon:multiple wild greens (Urtica, Rumex, Aegopodium, Atriplex)",flora,wild_greens,raw_product,plant,fasting_allowed,content_food.wild_greens.edible_wild_greens,true,novgorod_land,local,"[5, 6, 7, 8]","[5, 6, 7, 8]",[],fresh_greens,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0053,"{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}",[],"[""HOU0016""]",same day fresh; days if dried,"[""wilted"", ""moldy"", ""misidentified""]","[""spoiled""]",seasonal,contextual,2,very_low,,ingredient_based_reconstruction,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""master-food:SRC046"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0053""]",B,candidate,
fd_nettle_greens,ING0054,Молодая крапива — осторожная пищевая реконструкция,nettle greens,Urtica dioica,taxon:Urtica dioica,flora,wild_greens,raw_product,plant,fasting_allowed,content_food.wild_greens.nettle_greens,true,novgorod_land,local,"[5, 6, 7]","[5, 6, 7]",[8],fresh_greens,"sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0054; fresh months [8] moved to limited by phenology window [4, 5, 6, 7] (ext:tzvelev2000, curated.json)","{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}",[],"[""HOU0016""]",same day fresh; days if dried,"[""wilted"", ""moldy"", ""misidentified""]","[""spoiled""]",seasonal,contextual,2,very_low,analogy_substitute,ethnographic_parallel,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""master-food:SRC046"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0054""]",C,candidate,
fd_sorrel_greens,ING0055,Щавель — осторожная пищевая реконструкция,sorrel greens,Rumex acetosa,taxon:Rumex acetosa,flora,wild_greens,raw_product,plant,fasting_allowed,content_food.wild_greens.sorrel_greens,true,novgorod_land,local,"[5, 6, 7]","[5, 6, 7]",[8],fresh_greens,"sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0055; fresh months [8] moved to limited by phenology window [5, 6, 7] (ext:tzvelev2000, curated.json)","{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}",[],"[""HOU0016""]",same day fresh; days if dried,"[""wilted"", ""moldy"", ""misidentified""]","[""spoiled""]",seasonal,contextual,2,very_low,,ethnographic_parallel,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""master-food:SRC046"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0055""]",C,candidate,
fd_goutweed_greens,ING0056,Сныть — осторожная пищевая реконструкция,goutweed greens,Aegopodium podagraria,taxon:Aegopodium podagraria,flora,wild_greens,raw_product,plant,fasting_allowed,content_food.wild_greens.goutweed_greens,true,novgorod_land,local,"[5, 6]","[5, 6]","[7, 8]",fresh_greens,"sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0056; fresh months [7, 8] moved to limited by phenology window [5, 6] (ext:tzvelev2000, curated.json)","{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}",[],"[""HOU0016""]",same day fresh; days if dried,"[""wilted"", ""moldy"", ""misidentified""]","[""spoiled""]",seasonal,contextual,2,very_low,,ethnographic_parallel,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""master-food:SRC046"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0056""]",C,candidate,
fd_orache_greens,ING0057,Лебеда — осторожная пищевая реконструкция,orache greens,Atriplex spp. / Chenopodium album,taxon:Atriplex spp. / Chenopodium album,flora,wild_greens,raw_product,plant,fasting_allowed,content_food.wild_greens.orache_greens,true,novgorod_land,local,"[6, 7, 8]","[6, 7, 8]",[5],fresh_greens,"sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0057; fresh months [5] moved to limited by phenology window [6, 7, 8] (ext:tzvelev2000, curated.json)","{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}",[],"[""HOU0016""]",same day fresh; days if dried,"[""wilted"", ""moldy"", ""misidentified""]","[""spoiled""]",seasonal,contextual,2,very_low,,ethnographic_parallel,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""master-food:SRC046"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0057"", ""ext:stepanova2014""]",C,candidate,
fd_mushrooms_fresh,ING0058,Свежие лесные грибы безопасно определённого вида,mushrooms fresh,Fungi: edible macrofungi (species unspecified),taxon:Fungi: edible macrofungi (species unspecified),fungi,mushroom,raw_product,plant,fasting_allowed,content_food.mushroom.mushrooms_fresh,true,novgorod_land,local,"[8, 9, 10]","[8, 9, 10]",[],mushroom_season,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0058,"{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""pm_drying""]","[""HOU0016""]",same day to a few days,"[""slimy"", ""moldy"", ""misidentified""]","[""moldy"", ""rotten"", ""spoiled""]",seasonal,contextual,2,very_low,,comparative_reconstruction,"[""master-food:SRC045"", ""master-food:SRC046"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0058""]",B,candidate,No unidentified mushroom is safe for modern reconstruction.
fd_mushrooms_dried,ING0059,Сушёные грибы безопасно определённого вида,mushrooms dried,Fungi: edible macrofungi (species unspecified),taxon:Fungi: edible macrofungi (species unspecified),fungi,mushroom,processed_product,plant,fasting_allowed,content_food.mushroom.mushrooms_dried,true,novgorod_land,local,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",[],[],stored_year_round,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0059,"{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""pm_drying""]","[""HOU0015"", ""HOU0021""]",months if dry,"[""damp"", ""moldy"", ""insect_damaged""]","[""moldy"", ""rotten"", ""spoiled""]",uncommon,contextual,2,low,,comparative_reconstruction,"[""master-food:SRC045"", ""master-food:SRC046"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0059""]",B,candidate,
fd_raspberry,ING0060,Малина,raspberry,Rubus idaeus,taxon:Rubus idaeus,flora,berry,raw_product,plant,fasting_allowed,content_food.berry.raspberry,true,novgorod_land,local,"[7, 8]","[7, 8]",[],berry_summer,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0060,"{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""pm_drying"", ""pm_honey_wax""]","[""HOU0016"", ""HOU0021""]",days fresh; months if successfully dried,"[""moldy"", ""fermenting_uncontrolled"", ""rotten""]","[""moldy"", ""rotten"", ""spoiled""]",seasonal,contextual,2,very_low,,archaeological,"[""master-food:SRC044"", ""master-food:FSRC001"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0060"", ""wk:claim:troitsky-gathered-plants-probably-link-to-southern-deciduous-woodland""]",A,candidate,
fd_bilberry,ING0061,Черника,bilberry,Vaccinium myrtillus,taxon:Vaccinium myrtillus,flora,berry,raw_product,plant,fasting_allowed,content_food.berry.bilberry,true,novgorod_land,local,"[7, 8]","[7, 8]",[],berry_summer,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0061,"{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""pm_drying"", ""pm_honey_wax""]","[""HOU0016"", ""HOU0021""]",days fresh; months if successfully dried,"[""moldy"", ""fermenting_uncontrolled"", ""rotten""]","[""moldy"", ""rotten"", ""spoiled""]",seasonal,contextual,2,very_low,,archaeological,"[""master-food:SRC044"", ""master-food:FSRC001"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0061"", ""wk:claim:troitsky-bilberry-incidence-indicates-northern-heath-clearing-exploitation""]",A,candidate,
fd_lingonberry,ING0062,Брусника,lingonberry,Vaccinium vitis-idaea,taxon:Vaccinium vitis-idaea,flora,berry,raw_product,plant,fasting_allowed,content_food.berry.lingonberry,true,novgorod_land,local,"[8, 9]","[8, 9]",[],berry_late_summer,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0062,"{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""pm_drying"", ""pm_honey_wax""]","[""HOU0016"", ""HOU0021""]",days fresh; months if successfully dried,"[""moldy"", ""fermenting_uncontrolled"", ""rotten""]","[""moldy"", ""rotten"", ""spoiled""]",seasonal,contextual,2,very_low,,archaeological,"[""master-food:SRC044"", ""master-food:FSRC001"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0062""]",A,candidate,
fd_cranberry,ING0063,Клюква,cranberry,Vaccinium oxycoccos,taxon:Vaccinium oxycoccos,flora,berry,raw_product,plant,fasting_allowed,content_food.berry.cranberry,true,novgorod_land,local,"[9, 10]","[9, 10]",[],berry_autumn,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0063,"{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""pm_drying"", ""pm_honey_wax""]","[""HOU0016"", ""HOU0021""]",days fresh; months if successfully dried,"[""moldy"", ""fermenting_uncontrolled"", ""rotten""]","[""moldy"", ""rotten"", ""spoiled""]",seasonal,contextual,2,very_low,,archaeological,"[""master-food:SRC044"", ""master-food:FSRC001"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0063""]",A,candidate,
fd_currant,ING0064,Смородина,currant,Ribes spp.,taxon:Ribes spp.,flora,berry,raw_product,plant,fasting_allowed,content_food.berry.currant,true,novgorod_land,local,"[7, 8]","[7, 8]",[],berry_summer,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0064,"{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""pm_drying"", ""pm_honey_wax""]","[""HOU0016"", ""HOU0021""]",days fresh; months if successfully dried,"[""moldy"", ""fermenting_uncontrolled"", ""rotten""]","[""moldy"", ""rotten"", ""spoiled""]",seasonal,contextual,2,very_low,,archaeological,"[""master-food:SRC044"", ""master-food:FSRC001"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0064""]",A,candidate,
fd_wild_strawberry,ING0065,Земляника,wild strawberry,Fragaria vesca,taxon:Fragaria vesca,flora,berry,raw_product,plant,fasting_allowed,content_food.berry.wild_strawberry,true,novgorod_land,local,[7],[7],[8],berry_summer,"sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0065; fresh months [8] moved to limited by phenology window [6, 7] (ext:tzvelev2000, curated.json)","{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""pm_drying"", ""pm_honey_wax""]","[""HOU0016"", ""HOU0021""]",days fresh; months if successfully dried,"[""moldy"", ""fermenting_uncontrolled"", ""rotten""]","[""moldy"", ""rotten"", ""spoiled""]",seasonal,contextual,2,very_low,,archaeological,"[""master-food:SRC044"", ""master-food:FSRC001"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0065"", ""wk:claim:troitsky-gathered-plants-probably-link-to-southern-deciduous-woodland""]",A,candidate,
fd_cloudberry,ING0066,Морошка,cloudberry,Rubus chamaemorus,taxon:Rubus chamaemorus,flora,berry,raw_product,plant,fasting_allowed,content_food.berry.cloudberry,true,novgorod_land,local,"[7, 8]","[7, 8]",[],berry_summer,sources/master-archive-v1/data/normalized_source_tables/food_system/food_seasonality.csv:ingredient:ING0066,"{""poor"": ""occasional"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""pm_drying"", ""pm_honey_wax""]","[""HOU0016"", ""HOU0021""]",days fresh; months if successfully dried,"[""moldy"", ""fermenting_uncontrolled"", ""rotten""]","[""moldy"", ""rotten"", ""spoiled""]",rare,rare,1,medium,,archaeological,"[""master-food:SRC044"", ""master-food:FSRC001"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0066""]",A,candidate,
