profile_id,household_type,household_class,season_period,fd_id,world_phase,presence_class,presence_weight,qty_band,qty_rule,source_refs,confidence,status
hs_artisan_urban_spring_rasputitsa_meat_strip,hh_artisan_urban,common_urban,spring_rasputitsa,fd_meat_strip,ordinary,contextual,2,little,rarity common->common; access ordinary (0); months -1; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_liver,hh_artisan_urban,common_urban,spring_rasputitsa,fd_liver,ordinary,contextual,2,little,rarity common->common; access ordinary (0); months -1; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_kidney,hh_artisan_urban,common_urban,spring_rasputitsa,fd_kidney,ordinary,contextual,2,little,rarity common->common; access ordinary (0); months -1; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_heart,hh_artisan_urban,common_urban,spring_rasputitsa,fd_heart,ordinary,contextual,2,little,rarity common->common; access ordinary (0); months -1; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_tongue,hh_artisan_urban,common_urban,spring_rasputitsa,fd_tongue,ordinary,contextual,2,little,rarity common->common; access ordinary (0); months -1; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_stomach_cleaned,hh_artisan_urban,common_urban,spring_rasputitsa,fd_stomach_cleaned,ordinary,rare,1,trace,rarity uncommon->contextual; access ordinary (0); months -1; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_blood_animal,hh_artisan_urban,common_urban,spring_rasputitsa,fd_blood_animal,ordinary,rare,1,trace,rarity uncommon->contextual; access ordinary (0); months -1; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_salted_meat,hh_artisan_urban,common_urban,spring_rasputitsa,fd_salted_meat,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_dried_meat,hh_artisan_urban,common_urban,spring_rasputitsa,fd_dried_meat,ordinary,contextual,2,little,rarity uncommon->contextual; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:SRC041"", ""master-food:SRC042"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_fish_generic,hh_artisan_urban,common_urban,spring_rasputitsa,fd_fish_generic,ordinary,contextual,2,little,rarity common->common; access ordinary (0); months -1; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC025"", ""master-food:FSRC002"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0131"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_pike,hh_artisan_urban,common_urban,spring_rasputitsa,fd_pike,ordinary,contextual,2,little,rarity common->common; access ordinary (0); months -1; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:FSRC010"", ""master-food:FSRC002"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_zander,hh_artisan_urban,common_urban,spring_rasputitsa,fd_zander,ordinary,contextual,2,little,rarity common->common; access ordinary (0); months -1; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:FSRC010"", ""master-food:FSRC002"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_cyprinid,hh_artisan_urban,common_urban,spring_rasputitsa,fd_cyprinid,ordinary,contextual,2,little,rarity common->common; access ordinary (0); months -1; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:FSRC010"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0134"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_bream,hh_artisan_urban,common_urban,spring_rasputitsa,fd_bream,ordinary,contextual,2,little,rarity common->common; access ordinary (0); months -1; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:FSRC010"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0135"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_roach,hh_artisan_urban,common_urban,spring_rasputitsa,fd_roach,ordinary,contextual,2,little,rarity common->common; access ordinary (0); months -1; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:FSRC010"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0136"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_perch,hh_artisan_urban,common_urban,spring_rasputitsa,fd_perch,ordinary,contextual,2,little,rarity common->common; access ordinary (0); months -1; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:FSRC010"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0137"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_ruff,hh_artisan_urban,common_urban,spring_rasputitsa,fd_ruff,ordinary,contextual,2,little,rarity common->common; access ordinary (0); months -1; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:FSRC010"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0138"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_catfish,hh_artisan_urban,common_urban,spring_rasputitsa,fd_catfish,ordinary,rare,1,trace,rarity uncommon->contextual; access ordinary (0); months -1; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:FSRC010"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0139"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_whitefish,hh_artisan_urban,common_urban,spring_rasputitsa,fd_whitefish,ordinary,rare,1,trace,rarity uncommon->contextual; access ordinary (0); months -1; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:FSRC003"", ""master-food:SRC094"", ""master-food:FSRC002"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_smelt,hh_artisan_urban,common_urban,spring_rasputitsa,fd_smelt,ordinary,rare,1,trace,rarity uncommon->contextual; access ordinary (0); months -1; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC040"", ""master-food:FSRC010"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0143"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_fish_gutted,hh_artisan_urban,common_urban,spring_rasputitsa,fd_fish_gutted,ordinary,contextual,2,little,rarity common->common; access ordinary (0); months -1; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC025"", ""master-food:FSRC002"", ""master-food:FSRC003"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_fish_headless,hh_artisan_urban,common_urban,spring_rasputitsa,fd_fish_headless,ordinary,rare,1,trace,rarity uncommon->contextual; access ordinary (0); months -1; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC025"", ""master-food:FSRC002"", ""master-food:FSRC003"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_fish_split,hh_artisan_urban,common_urban,spring_rasputitsa,fd_fish_split,ordinary,rare,1,trace,rarity uncommon->contextual; access ordinary (0); months -1; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC025"", ""master-food:FSRC002"", ""master-food:FSRC003"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_fish_salted,hh_artisan_urban,common_urban,spring_rasputitsa,fd_fish_salted,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC025"", ""master-food:FSRC002"", ""master-food:FSRC003"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_fish_dried,hh_artisan_urban,common_urban,spring_rasputitsa,fd_fish_dried,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC025"", ""master-food:FSRC002"", ""master-food:FSRC003"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_fish_smoked_uncertain,hh_artisan_urban,common_urban,spring_rasputitsa,fd_fish_smoked_uncertain,ordinary,contextual,2,little,rarity uncommon->contextual; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC025"", ""master-food:FSRC002"", ""master-food:FSRC003"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_fish_lightly_salted,hh_artisan_urban,common_urban,spring_rasputitsa,fd_fish_lightly_salted,ordinary,rare,1,trace,rarity uncommon->contextual; access ordinary (0); months -1; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC025"", ""master-food:FSRC002"", ""master-food:FSRC003"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_fish_roe_fresh,hh_artisan_urban,common_urban,spring_rasputitsa,fd_fish_roe_fresh,ordinary,rare,1,trace,rarity uncommon->contextual; access ordinary (0); months -1; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC025"", ""master-food:FSRC002"", ""master-food:FSRC003"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_fish_roe_salted_uncertain,hh_artisan_urban,common_urban,spring_rasputitsa,fd_fish_roe_salted_uncertain,ordinary,rare,1,trace,rarity uncommon->contextual; access ordinary (0); months -1; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC025"", ""master-food:FSRC002"", ""master-food:FSRC003"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_fish_milt,hh_artisan_urban,common_urban,spring_rasputitsa,fd_fish_milt,ordinary,rare,1,trace,rarity uncommon->contextual; access ordinary (0); months -1; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC025"", ""master-food:FSRC002"", ""master-food:FSRC003"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_bread_rye,hh_artisan_urban,common_urban,spring_rasputitsa,fd_bread_rye,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC008"", ""master-food:SRC044"", ""master-food:FSRC001"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_bread_mixed,hh_artisan_urban,common_urban,spring_rasputitsa,fd_bread_mixed,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC008"", ""master-food:SRC044"", ""master-food:FSRC001"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_bread_wheat,hh_artisan_urban,common_urban,spring_rasputitsa,fd_bread_wheat,ordinary,rare,1,trace,rarity uncommon->contextual; access occasional (-1); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC008"", ""master-food:SRC044"", ""master-food:FSRC001"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_flatbread_wheat,hh_artisan_urban,common_urban,spring_rasputitsa,fd_flatbread_wheat,ordinary,contextual,2,little,rarity uncommon->contextual; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC008"", ""master-food:SRC044"", ""master-food:FSRC001"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_porridge_oat,hh_artisan_urban,common_urban,spring_rasputitsa,fd_porridge_oat,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC008"", ""master-food:SRC044"", ""master-food:FSRC001"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_porridge_millet,hh_artisan_urban,common_urban,spring_rasputitsa,fd_porridge_millet,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC008"", ""master-food:SRC044"", ""master-food:FSRC001"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_porridge_barley,hh_artisan_urban,common_urban,spring_rasputitsa,fd_porridge_barley,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC008"", ""master-food:SRC044"", ""master-food:FSRC001"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_porridge_thick_generic,hh_artisan_urban,common_urban,spring_rasputitsa,fd_porridge_thick_generic,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC008"", ""master-food:SRC044"", ""master-food:FSRC001"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_kvass_like,hh_artisan_urban,common_urban,spring_rasputitsa,fd_kvass_like,ordinary,contextual,2,little,rarity common->common; access ordinary (0); months -1; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:FSRC004"", ""master-food:SRC027"", ""master-food:FSRC001"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_beer_grain,hh_artisan_urban,common_urban,spring_rasputitsa,fd_beer_grain,ordinary,contextual,2,little,rarity common->common; access ordinary (0); months -1; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:FSRC004"", ""master-food:SRC027"", ""master-food:FSRC001"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_aromatic_herbs,hh_artisan_urban,common_urban,spring_rasputitsa,fd_aromatic_herbs,ordinary,contextual,2,little,rarity seasonal->contextual; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_dried_herbs,hh_artisan_urban,common_urban,spring_rasputitsa,fd_dried_herbs,ordinary,contextual,2,little,rarity uncommon->contextual; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_horseradish_uncertain,hh_artisan_urban,common_urban,spring_rasputitsa,fd_horseradish_uncertain,ordinary,rare,1,trace,rarity rare->rare; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_natural_salt_brine,hh_artisan_urban,common_urban,spring_rasputitsa,fd_natural_salt_brine,ordinary,rare,1,trace,rarity context_bound->rare; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:FSRC009"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0191"", ""sqlite:novgorod_1230:economy:соль"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_buckwheat_grain,hh_artisan_urban,common_urban,spring_rasputitsa,fd_buckwheat_grain,ordinary,rare,1,trace,rarity rare->rare; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""ext:kirjanova1979"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_faba_bean_small,hh_artisan_urban,common_urban,spring_rasputitsa,fd_faba_bean_small,ordinary,contextual,2,little,rarity uncommon->contextual; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""ext:kirjanova1979"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_spring_rasputitsa_lentil_small,hh_artisan_urban,common_urban,spring_rasputitsa,fd_lentil_small,ordinary,rare,1,trace,rarity rare->rare; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""ext:kirjanova1979"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_summer_salt_coarse,hh_artisan_urban,common_urban,summer,fd_salt_coarse,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC027"", ""master-food:SRC101"", ""master-food:FSRC009"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_summer_vinegar,hh_artisan_urban,common_urban,summer,fd_vinegar,ordinary,contextual,2,little,rarity uncommon->contextual; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:FSRC004"", ""master-food:SRC027"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv:ING0004"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_summer_rye_grain,hh_artisan_urban,common_urban,summer,fd_rye_grain,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_summer_wheat_grain,hh_artisan_urban,common_urban,summer,fd_wheat_grain,ordinary,contextual,2,little,rarity uncommon->contextual; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_summer_barley_grain,hh_artisan_urban,common_urban,summer,fd_barley_grain,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_summer_oat_grain,hh_artisan_urban,common_urban,summer,fd_oat_grain,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_summer_millet_grain,hh_artisan_urban,common_urban,summer,fd_millet_grain,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_summer_rye_groats,hh_artisan_urban,common_urban,summer,fd_rye_groats,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_summer_barley_groats,hh_artisan_urban,common_urban,summer,fd_barley_groats,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_summer_oat_groats,hh_artisan_urban,common_urban,summer,fd_oat_groats,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_summer_millet_groats,hh_artisan_urban,common_urban,summer,fd_millet_groats,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_summer_wheat_groats,hh_artisan_urban,common_urban,summer,fd_wheat_groats,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_summer_rye_flour_coarse,hh_artisan_urban,common_urban,summer,fd_rye_flour_coarse,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_summer_rye_flour_fine,hh_artisan_urban,common_urban,summer,fd_rye_flour_fine,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_summer_wheat_flour,hh_artisan_urban,common_urban,summer,fd_wheat_flour,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_summer_barley_flour,hh_artisan_urban,common_urban,summer,fd_barley_flour,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_summer_oat_flour,hh_artisan_urban,common_urban,summer,fd_oat_flour,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_summer_mixed_flour,hh_artisan_urban,common_urban,summer,fd_mixed_flour,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_summer_bran,hh_artisan_urban,common_urban,summer,fd_bran,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_summer_hops,hh_artisan_urban,common_urban,summer,fd_hops,ordinary,contextual,2,little,rarity uncommon->contextual; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:FSRC001"", ""master-food:FSRC005"", ""master-food:FSRC006"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_summer_turnip,hh_artisan_urban,common_urban,summer,fd_turnip,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_summer_cabbage,hh_artisan_urban,common_urban,summer,fd_cabbage,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_summer_onion,hh_artisan_urban,common_urban,summer,fd_onion,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
hs_artisan_urban_summer_garlic,hh_artisan_urban,common_urban,summer,fd_garlic,ordinary,common,4,some,rarity common->common; access ordinary (0); months 0; weight 8/4/2/1; qty_band ample/some/little/trace by class; exact mass by code owner,"[""master-food:SRC044"", ""master-food:FSRC001"", ""master-food:SRC045"", ""rule:curated_rules/household stock (build.py)""]",C,candidate
