fa_id,name_ru,name_old_ru,name_lat,name_en,family,group,migratory_status,category_ref,taxon_scope,region_id,presence_region_id,subregion_scope,water_body_template_refs,water_body_types,wb_frequency,named_waters,season_presence,habitat_presence_count,spawning_months,spawning_season_period,spawning_site,spawning_basis,fishing_methods,gear_refs,size_classes,food_ingredient_ref,look_ru,novgorod_evidence,source_refs,confidence,status,notes
fa_fish_eel,Угорь,угорь,Anguilla anguilla,European eel,Anguillidae,predator,catadromous,cat:fauna.fish.predator,universal,,novgorod_land,novgorod_ilmen_core,wb_large_river;wb_large_fresh_lake;wb_medium_river,lake;river,wb_large_river:rare;wb_large_fresh_lake:rare;wb_medium_river:rare,Волхов; Ильмень (единично),spring_rasputitsa;summer;autumn,21,,,не нерестится в бассейне: нерест в Саргассовом море,fishbase_explicit_none,fm_longline_peremet;fm_trap_versha;fm_weir_zakol,master:n1230:material_item:fsh0023;master:n1230:material_item:fsh0005;master:n1230:material_item:fsh0025,не найден,,длинная змеевидная рыба,WK fauna-european-eel (общая биология); молодь может подниматься по рекам; средневековых новгородских находок не найдено,wk:biology_physiology:fauna-european-eel;claim:fauna-eel-feeding;src:fishbase;claim:fauna-eel-migration,C,candidate,бассейн Балтики через Неву–Ладогу–Волхов доступен; только редкая случайная находка
fa_fish_sturgeon,Осётр атлантический (балтийский),осетр; осетрина,Acipenser oxyrinchus,Atlantic sturgeon (Baltic),Acipenseridae,benthivore,anadromous,cat:fauna.fish.benthivore,universal,,novgorod_land,lower_volkhov_ladoga,wb_large_river;wb_rapid_section,river;river_section,wb_large_river:common;wb_rapid_section:common,нижний Волхов ниже порогов,spring_rasputitsa;summer,12,5-6,spring_rasputitsa;summer,у Волховских порогов на каменистом дне в сильном течении,fishbase_season+ice_out_rule,fm_longline_peremet;fm_spear_ostroga;fm_set_gillnet,master:n1230:material_item:fsh0023;master:n1230:material_item:fsh0004;master:n1230:material_item:fsh0027,"в костях Ст. Ладоги чаще 190–270 см, крупнейший 360 см",master:food_system:ING0141,огромная рыба с костяными жучками вдоль тела и острым рылом,"кости Ст. Ладоги 53,7% (VIII–X вв.); не поднимался выше Гостинопольских порогов; «осетринник» в договорах 1264 и 1308 гг.; «ведерко осетрине» (грамота № 259, XIV в.)",src:tarasov-2009-ladoga-fishing;src:master-food-ingredients;src:fishbase,A,candidate,у Новгорода и на Ильмене живой рыбы нет — только привозная осетрина. Генетика: A. oxyrinchus (по Тарасову). Стерлядь не включена (см. denylist)
fa_fish_vimba,Сырть (рыбец),,Vimba vimba,Vimba bream,Cyprinidae,benthivore,semi_migratory,cat:fauna.fish.benthivore,universal,,novgorod_land,novgorod_ilmen_core,wb_large_river;wb_large_fresh_lake;wb_medium_river,lake;river,wb_large_river:contextual;wb_large_fresh_lake:rare;wb_medium_river:rare,Волхов; Ильмень,winter;spring_rasputitsa;summer;autumn,29,5-6,spring_rasputitsa;summer,весенний ход вверх по рекам на перекаты,general,fm_set_gillnet;fm_seine_nevod,master:n1230:material_item:fsh0027;master:n1230:material_item:fsh0030,не найден,master:food_system:ING0134,"рыба с заострённым носом, в нерест тёмная с оранжевым брюхом","кости Ст. Ладоги 0,09%; есть в Волхове и Ильмене (Кудерский)",src:tarasov-2009-ladoga-fishing;src:kudersky-ladoga-ichthyofauna;src:fishbase,A,candidate,
fa_fish_river_lamprey,Минога речная,,Lampetra fluviatilis,European river lamprey,Petromyzontidae,parasite_or_filter,anadromous_lake,cat:fauna.fish.parasite_or_filter,universal,,novgorod_land,lower_volkhov_ladoga,wb_large_river;wb_rapid_section,river;river_section,wb_large_river:rare;wb_rapid_section:rare,нижний Волхов,autumn;winter;spring_rasputitsa,19,5-6,spring_rasputitsa;summer,гравий в реках после зимнего хода,general,fm_trap_versha;fm_weir_zakol,master:n1230:material_item:fsh0005;master:n1230:material_item:fsh0025,не найден,,угревидное существо с круглой присоской вместо рта,аборигенный проходной вид бассейна (Кудерский); средневековых новгородских свидетельств не найдено,src:kudersky-ladoga-ichthyofauna;src:fishbase,C,candidate,
fa_fish_gudgeon,Пескарь,,Gobio gobio,Gudgeon,Cyprinidae,benthivore,resident,cat:fauna.fish.benthivore,universal,,novgorod_land,novgorod_ilmen_core,wb_small_river;wb_medium_river;wb_brook;wb_large_river;wb_river_channel,channel;river;stream,wb_small_river:common;wb_medium_river:common;wb_brook:contextual;wb_large_river:contextual;wb_river_channel:contextual,реки с песчаным дном,winter;spring_rasputitsa;summer;autumn,41,5-6,spring_rasputitsa;summer,песчаное дно рек,general,fm_hook_rod;fm_drag_net_bredni,master:n1230:material_item:fsh0015;master:n1230:material_item:fsh0016,мелкая,master:food_system:ING0134,"мелкая донная рыбка с усиками, в пятнах",общий ареал (FishBase: реки и озёра с песчаным дном); новгородских данных не найдено,src:fishbase,C,candidate,
fa_fish_weatherfish,Вьюн,,Misgurnus fossilis,Weatherfish,Cobitidae,benthivore,resident,cat:fauna.fish.benthivore,universal,,novgorod_land,novgorod_ilmen_core,wb_marsh_channel;wb_oxbow_lake;wb_floodplain_lake;wb_marsh_pool;wb_backwater,backwater;channel;floodplain_lake;marsh_pool;oxbow_lake,wb_marsh_channel:contextual;wb_oxbow_lake:contextual;wb_floodplain_lake:contextual;wb_marsh_pool:contextual;wb_backwater:rare,"старицы, заболоченные протоки",winter;spring_rasputitsa;summer;autumn,24,4-6,spring_rasputitsa;summer,густая растительность,general,fm_trap_versha;fm_drag_net_bredni,master:n1230:material_item:fsh0005;master:n1230:material_item:fsh0016,мелкая,,"змеевидная полосатая рыбка с усиками, пищит в руке",общий ареал; новгородских данных не найдено,src:fishbase,C,candidate,
fa_fish_spined_loach,Щиповка,,Cobitis taenia,Spined loach,Cobitidae,benthivore,resident,cat:fauna.fish.benthivore,universal,,novgorod_land,novgorod_ilmen_core,wb_small_river;wb_medium_river;wb_backwater,backwater;river,wb_small_river:contextual;wb_medium_river:contextual;wb_backwater:rare,реки,winter;spring_rasputitsa;summer;autumn,33,5-6,spring_rasputitsa;summer,весной на песке и траве,fishbase_season+ice_out_rule,fm_drag_net_bredni,master:n1230:material_item:fsh0016,мелкая,,"крошечная пятнистая рыбка, зарывается в песок",общий ареал,src:fishbase,C,candidate,
fa_fish_bullhead,Подкаменщик,,Cottus gobio,Bullhead,Cottidae,benthivore,resident,cat:fauna.fish.benthivore,universal,,novgorod_land,novgorod_ilmen_core,wb_rapid_section;wb_brook;wb_small_river,river;river_section;stream,wb_rapid_section:contextual;wb_brook:contextual;wb_small_river:rare,"порожистые участки, холодные ручьи",winter;spring_rasputitsa;summer;autumn,32,4-5,spring_rasputitsa,под камнями в быстрой воде,general,fm_hand_or_basket,,мелкая,,большеголовая бурая рыбка под камнями,общий ареал,src:fishbase,C,candidate,
fa_fish_minnow,Гольян,,Phoxinus phoxinus,Eurasian minnow,Cyprinidae,omnivore,resident,cat:fauna.fish.omnivore,universal,,novgorod_land,novgorod_ilmen_core,wb_brook;wb_small_river;wb_rapid_section,river;river_section;stream,wb_brook:common;wb_small_river:contextual;wb_rapid_section:contextual,ручьи,winter;spring_rasputitsa;summer;autumn,32,5-6,spring_rasputitsa;summer,чистый гравий в текущей воде,general,fm_trap_versha;fm_hand_or_basket,master:n1230:material_item:fsh0005,мелкая (живец),,пёстрая рыбка стайками в ручье,общий ареал,src:fishbase,C,candidate,
fa_fish_rudd,Краснопёрка,,Scardinius erythrophthalmus,Rudd,Cyprinidae,omnivore,resident,cat:fauna.fish.omnivore,universal,,novgorod_land,novgorod_ilmen_core,wb_oxbow_lake;wb_backwater;wb_floodplain_lake;wb_small_fresh_lake;wb_large_fresh_lake,backwater;floodplain_lake;lake;oxbow_lake,wb_oxbow_lake:contextual;wb_backwater:contextual;wb_floodplain_lake:contextual;wb_small_fresh_lake:contextual;wb_large_fresh_lake:rare,"старицы, заводи",winter;spring_rasputitsa;summer;autumn,25,5-6,spring_rasputitsa;summer,густая трава,general,fm_hook_rod;fm_trap_versha,master:n1230:material_item:fsh0015;master:n1230:material_item:fsh0005,мелкая–средняя,master:food_system:ING0134,золотистая рыбка с ярко-красными плавниками,общий ареал,src:fishbase,C,candidate,
fa_fish_sunbleak,Верховка,,Leucaspius delineatus,Sunbleak,Cyprinidae,planktivore,resident,cat:fauna.fish.planktivore,universal,,novgorod_land,novgorod_ilmen_core,wb_oxbow_lake;wb_marsh_pool;wb_freshwater_pond;wb_moat_water,marsh_pool;moat;oxbow_lake;pond,wb_oxbow_lake:contextual;wb_marsh_pool:contextual;wb_freshwater_pond:contextual;wb_moat_water:rare,"пруды, лужи, старицы",winter;spring_rasputitsa;summer;autumn,28,5-6,spring_rasputitsa;summer,"икра лентами на корнях и тростнике, самец охраняет",general,fm_drag_net_bredni,master:n1230:material_item:fsh0016,крошечная,,крошечная серебристая рыбка у поверхности,общий ареал,src:fishbase,C,candidate,
fa_fish_stone_loach,Голец усатый,,Barbatula barbatula,Stone loach,Nemacheilidae,benthivore,resident,cat:fauna.fish.benthivore,universal,,novgorod_land,novgorod_ilmen_core,wb_brook;wb_small_river,river;stream,wb_brook:contextual;wb_small_river:contextual,ручьи,winter;spring_rasputitsa;summer;autumn,32,4-5,spring_rasputitsa,"гравий, песок, растения",general,fm_hand_or_basket,,мелкая,,мелкая донная рыбка с шестью усиками,общий ареал,src:fishbase,C,candidate,
fa_fish_ninespine_stickleback,Колюшка девятииглая,,Pungitius pungitius,Ninespine stickleback,Gasterosteidae,insectivore,resident,cat:fauna.fish.insectivore,universal,,novgorod_land,novgorod_ilmen_core,wb_marsh_channel;wb_brook;wb_backwater;wb_marsh_pool,backwater;channel;marsh_pool;stream,wb_marsh_channel:contextual;wb_brook:contextual;wb_backwater:contextual;wb_marsh_pool:contextual,"болотные протоки, канавы",winter;spring_rasputitsa;summer;autumn,24,5-7,spring_rasputitsa;summer,"гнездо из растений, самец охраняет",general,fm_hand_or_basket,,крошечная,,крошечная рыбка с рядом колючек на спине,общий ареал,src:fishbase,C,candidate,
fa_crust_noble_crayfish,Рак речной широкопалый,рак,Astacus astacus,Noble crayfish,Astacidae,crustacean,resident,cat:fauna.crustacean.crustacean,universal,,novgorod_land,novgorod_ilmen_core,wb_small_river;wb_medium_river;wb_large_fresh_lake;wb_small_fresh_lake;wb_brook;wb_backwater;wb_oxbow_lake,backwater;lake;oxbow_lake;river;stream,wb_small_river:common;wb_medium_river:contextual;wb_large_fresh_lake:contextual;wb_small_fresh_lake:contextual;wb_brook:contextual;wb_backwater:contextual;wb_oxbow_lake:contextual,реки и озёра с укрытиями,spring_rasputitsa;summer;autumn,36,10-11,autumn,самка вынашивает икру под брюшком до начала лета,general,fm_hand_or_basket;fm_trap_versha,master:n1230:material_item:fsh0005,до ладони с клешнями,,"тёмно-зелёно-бурый рак с широкими клешнями, ночью выходит из нор",WK broad-clawed-crayfish-behavior (общая биология); рак — наживка (WK static-bait); средневековых новгородских свидетельств не найдено,wk:biology_physiology:broad-clawed-crayfish-behavior;claim:fauna-crayfish-habitat;claim:fauna-crayfish-diet;claim:static-bait-b11-natural-freshwater-animal-bait-can-include-worms-minnows-or-crayfish;claim:fauna-crayfish-egg-carrying,B,candidate,зимой малоактивен в норах — зимой присутствие не разыгрывается; спаривание и откладка икры осенью — общая биология (C)
