fpr_id,fa_id,taxon_table,scope_kind,pf_id,region_id,subregion_scope,season_period,frequency_class,weight,activity_state,basis,rule_ref,source_refs,confidence,status
fpr_fa_fish_burbot__marshy_stream__autumn,fa_fish_burbot,fish,place_family,marshy_stream,novgorod_land,novgorod_ilmen_core,autumn,rare,1,active,wb_brook,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_burbot__marshy_stream__spring_rasputitsa,fa_fish_burbot,fish,place_family,marshy_stream,novgorod_land,novgorod_ilmen_core,spring_rasputitsa,rare,1,active,wb_brook,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_burbot__marshy_stream__summer,fa_fish_burbot,fish,place_family,marshy_stream,novgorod_land,novgorod_ilmen_core,summer,rare,1,active,wb_brook,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_burbot__marshy_stream__winter,fa_fish_burbot,fish,place_family,marshy_stream,novgorod_land,novgorod_ilmen_core,winter,rare,1,active,wb_brook,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_burbot__mill__autumn,fa_fish_burbot,fish,place_family,mill,novgorod_land,novgorod_ilmen_core,autumn,contextual,2,active,wb_small_river,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_burbot__mill__spring_rasputitsa,fa_fish_burbot,fish,place_family,mill,novgorod_land,novgorod_ilmen_core,spring_rasputitsa,contextual,2,active,wb_small_river,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_burbot__mill__summer,fa_fish_burbot,fish,place_family,mill,novgorod_land,novgorod_ilmen_core,summer,contextual,2,active,wb_small_river,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_burbot__mill__winter,fa_fish_burbot,fish,place_family,mill,novgorod_land,novgorod_ilmen_core,winter,contextual,2,active,wb_small_river,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_burbot__river_channel__autumn,fa_fish_burbot,fish,place_family,river_channel,novgorod_land,novgorod_ilmen_core,autumn,common,4,active,wb_large_river;wb_medium_river,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_burbot__river_channel__spring_rasputitsa,fa_fish_burbot,fish,place_family,river_channel,novgorod_land,novgorod_ilmen_core,spring_rasputitsa,common,4,active,wb_large_river;wb_medium_river,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_burbot__river_channel__summer,fa_fish_burbot,fish,place_family,river_channel,novgorod_land,novgorod_ilmen_core,summer,common,4,active,wb_large_river;wb_medium_river,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_burbot__river_channel__winter,fa_fish_burbot,fish,place_family,river_channel,novgorod_land,novgorod_ilmen_core,winter,common,4,active,wb_large_river;wb_medium_river,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_burbot__river_wharf__autumn,fa_fish_burbot,fish,place_family,river_wharf,novgorod_land,novgorod_ilmen_core,autumn,common,4,active,wb_large_fresh_lake;wb_large_river;wb_medium_river,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_burbot__river_wharf__spring_rasputitsa,fa_fish_burbot,fish,place_family,river_wharf,novgorod_land,novgorod_ilmen_core,spring_rasputitsa,common,4,active,wb_large_fresh_lake;wb_large_river;wb_medium_river,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_burbot__river_wharf__summer,fa_fish_burbot,fish,place_family,river_wharf,novgorod_land,novgorod_ilmen_core,summer,common,4,active,wb_large_fresh_lake;wb_large_river;wb_medium_river,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_burbot__river_wharf__winter,fa_fish_burbot,fish,place_family,river_wharf,novgorod_land,novgorod_ilmen_core,winter,common,4,active,wb_large_fresh_lake;wb_large_river;wb_medium_river,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_burbot__riverbank__autumn,fa_fish_burbot,fish,place_family,riverbank,novgorod_land,novgorod_ilmen_core,autumn,common,4,active,wb_large_river;wb_medium_river,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_burbot__riverbank__spring_rasputitsa,fa_fish_burbot,fish,place_family,riverbank,novgorod_land,novgorod_ilmen_core,spring_rasputitsa,common,4,active,wb_large_river;wb_medium_river,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_burbot__riverbank__summer,fa_fish_burbot,fish,place_family,riverbank,novgorod_land,novgorod_ilmen_core,summer,common,4,active,wb_large_river;wb_medium_river,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_burbot__riverbank__winter,fa_fish_burbot,fish,place_family,riverbank,novgorod_land,novgorod_ilmen_core,winter,common,4,active,wb_large_river;wb_medium_river,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_burbot__winter_ice_crossing__winter,fa_fish_burbot,fish,place_family,winter_ice_crossing,novgorod_land,novgorod_ilmen_core,winter,common,4,active,wb_large_fresh_lake;wb_large_river;wb_medium_river,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_chub__bridge_crossing__autumn,fa_fish_chub,fish,place_family,bridge_crossing,novgorod_land,novgorod_ilmen_core,autumn,contextual,2,active,wb_medium_river;wb_small_river,FREQ-FISH-1;WB-PF-1,src:kudersky-ladoga-ichthyofauna;src:fishbase,B,candidate
fpr_fa_fish_chub__bridge_crossing__spring_rasputitsa,fa_fish_chub,fish,place_family,bridge_crossing,novgorod_land,novgorod_ilmen_core,spring_rasputitsa,contextual,2,active,wb_medium_river;wb_small_river,FREQ-FISH-1;WB-PF-1,src:kudersky-ladoga-ichthyofauna;src:fishbase,B,candidate
fpr_fa_fish_chub__bridge_crossing__summer,fa_fish_chub,fish,place_family,bridge_crossing,novgorod_land,novgorod_ilmen_core,summer,contextual,2,active,wb_medium_river;wb_small_river,FREQ-FISH-1;WB-PF-1,src:kudersky-ladoga-ichthyofauna;src:fishbase,B,candidate
fpr_fa_fish_chub__bridge_crossing__winter,fa_fish_chub,fish,place_family,bridge_crossing,novgorod_land,novgorod_ilmen_core,winter,contextual,2,active,wb_medium_river;wb_small_river,FREQ-FISH-1;WB-PF-1,src:kudersky-ladoga-ichthyofauna;src:fishbase,B,candidate
fpr_fa_fish_chub__ferry_landing__autumn,fa_fish_chub,fish,place_family,ferry_landing,novgorod_land,novgorod_ilmen_core,autumn,contextual,2,active,wb_medium_river;wb_small_river,FREQ-FISH-1;WB-PF-1,src:kudersky-ladoga-ichthyofauna;src:fishbase,B,candidate
fpr_fa_fish_chub__ferry_landing__spring_rasputitsa,fa_fish_chub,fish,place_family,ferry_landing,novgorod_land,novgorod_ilmen_core,spring_rasputitsa,contextual,2,active,wb_medium_river;wb_small_river,FREQ-FISH-1;WB-PF-1,src:kudersky-ladoga-ichthyofauna;src:fishbase,B,candidate
fpr_fa_fish_chub__ferry_landing__summer,fa_fish_chub,fish,place_family,ferry_landing,novgorod_land,novgorod_ilmen_core,summer,contextual,2,active,wb_medium_river;wb_small_river,FREQ-FISH-1;WB-PF-1,src:kudersky-ladoga-ichthyofauna;src:fishbase,B,candidate
fpr_fa_fish_chub__ferry_landing__winter,fa_fish_chub,fish,place_family,ferry_landing,novgorod_land,novgorod_ilmen_core,winter,contextual,2,active,wb_medium_river;wb_small_river,FREQ-FISH-1;WB-PF-1,src:kudersky-ladoga-ichthyofauna;src:fishbase,B,candidate
fpr_fa_fish_chub__fishing_camp__autumn,fa_fish_chub,fish,place_family,fishing_camp,novgorod_land,novgorod_ilmen_core,autumn,contextual,2,active,wb_medium_river,FREQ-FISH-1;WB-PF-1,src:kudersky-ladoga-ichthyofauna;src:fishbase,B,candidate
fpr_fa_fish_chub__fishing_camp__spring_rasputitsa,fa_fish_chub,fish,place_family,fishing_camp,novgorod_land,novgorod_ilmen_core,spring_rasputitsa,contextual,2,active,wb_medium_river,FREQ-FISH-1;WB-PF-1,src:kudersky-ladoga-ichthyofauna;src:fishbase,B,candidate
fpr_fa_fish_chub__fishing_camp__summer,fa_fish_chub,fish,place_family,fishing_camp,novgorod_land,novgorod_ilmen_core,summer,contextual,2,active,wb_medium_river,FREQ-FISH-1;WB-PF-1,src:kudersky-ladoga-ichthyofauna;src:fishbase,B,candidate
fpr_fa_fish_chub__fishing_camp__winter,fa_fish_chub,fish,place_family,fishing_camp,novgorod_land,novgorod_ilmen_core,winter,contextual,2,active,wb_medium_river,FREQ-FISH-1;WB-PF-1,src:kudersky-ladoga-ichthyofauna;src:fishbase,B,candidate
fpr_fa_fish_chub__mill__autumn,fa_fish_chub,fish,place_family,mill,novgorod_land,novgorod_ilmen_core,autumn,contextual,2,active,wb_small_river,FREQ-FISH-1;WB-PF-1,src:kudersky-ladoga-ichthyofauna;src:fishbase,B,candidate
fpr_fa_fish_chub__mill__spring_rasputitsa,fa_fish_chub,fish,place_family,mill,novgorod_land,novgorod_ilmen_core,spring_rasputitsa,contextual,2,active,wb_small_river,FREQ-FISH-1;WB-PF-1,src:kudersky-ladoga-ichthyofauna;src:fishbase,B,candidate
fpr_fa_fish_chub__mill__summer,fa_fish_chub,fish,place_family,mill,novgorod_land,novgorod_ilmen_core,summer,contextual,2,active,wb_small_river,FREQ-FISH-1;WB-PF-1,src:kudersky-ladoga-ichthyofauna;src:fishbase,B,candidate
fpr_fa_fish_chub__mill__winter,fa_fish_chub,fish,place_family,mill,novgorod_land,novgorod_ilmen_core,winter,contextual,2,active,wb_small_river,FREQ-FISH-1;WB-PF-1,src:kudersky-ladoga-ichthyofauna;src:fishbase,B,candidate
fpr_fa_fish_chub__river_channel__autumn,fa_fish_chub,fish,place_family,river_channel,novgorod_land,novgorod_ilmen_core,autumn,contextual,2,active,wb_medium_river;wb_rapid_section;wb_small_river,FREQ-FISH-1;WB-PF-1,src:kudersky-ladoga-ichthyofauna;src:fishbase,B,candidate
fpr_fa_fish_chub__river_channel__spring_rasputitsa,fa_fish_chub,fish,place_family,river_channel,novgorod_land,novgorod_ilmen_core,spring_rasputitsa,contextual,2,active,wb_medium_river;wb_rapid_section;wb_small_river,FREQ-FISH-1;WB-PF-1,src:kudersky-ladoga-ichthyofauna;src:fishbase,B,candidate
fpr_fa_fish_chub__river_channel__summer,fa_fish_chub,fish,place_family,river_channel,novgorod_land,novgorod_ilmen_core,summer,contextual,2,active,wb_medium_river;wb_rapid_section;wb_small_river,FREQ-FISH-1;WB-PF-1,src:kudersky-ladoga-ichthyofauna;src:fishbase,B,candidate
fpr_fa_fish_chub__river_channel__winter,fa_fish_chub,fish,place_family,river_channel,novgorod_land,novgorod_ilmen_core,winter,contextual,2,active,wb_medium_river;wb_rapid_section;wb_small_river,FREQ-FISH-1;WB-PF-1,src:kudersky-ladoga-ichthyofauna;src:fishbase,B,candidate
fpr_fa_fish_chub__river_wharf__autumn,fa_fish_chub,fish,place_family,river_wharf,novgorod_land,novgorod_ilmen_core,autumn,contextual,2,active,wb_medium_river,FREQ-FISH-1;WB-PF-1,src:kudersky-ladoga-ichthyofauna;src:fishbase,B,candidate
fpr_fa_fish_chub__river_wharf__spring_rasputitsa,fa_fish_chub,fish,place_family,river_wharf,novgorod_land,novgorod_ilmen_core,spring_rasputitsa,contextual,2,active,wb_medium_river,FREQ-FISH-1;WB-PF-1,src:kudersky-ladoga-ichthyofauna;src:fishbase,B,candidate
fpr_fa_fish_chub__river_wharf__summer,fa_fish_chub,fish,place_family,river_wharf,novgorod_land,novgorod_ilmen_core,summer,contextual,2,active,wb_medium_river,FREQ-FISH-1;WB-PF-1,src:kudersky-ladoga-ichthyofauna;src:fishbase,B,candidate
fpr_fa_fish_chub__river_wharf__winter,fa_fish_chub,fish,place_family,river_wharf,novgorod_land,novgorod_ilmen_core,winter,contextual,2,active,wb_medium_river,FREQ-FISH-1;WB-PF-1,src:kudersky-ladoga-ichthyofauna;src:fishbase,B,candidate
fpr_fa_fish_chub__riverbank__autumn,fa_fish_chub,fish,place_family,riverbank,novgorod_land,novgorod_ilmen_core,autumn,contextual,2,active,wb_medium_river;wb_rapid_section;wb_small_river,FREQ-FISH-1;WB-PF-1,src:kudersky-ladoga-ichthyofauna;src:fishbase,B,candidate
fpr_fa_fish_chub__riverbank__spring_rasputitsa,fa_fish_chub,fish,place_family,riverbank,novgorod_land,novgorod_ilmen_core,spring_rasputitsa,contextual,2,active,wb_medium_river;wb_rapid_section;wb_small_river,FREQ-FISH-1;WB-PF-1,src:kudersky-ladoga-ichthyofauna;src:fishbase,B,candidate
fpr_fa_fish_chub__riverbank__summer,fa_fish_chub,fish,place_family,riverbank,novgorod_land,novgorod_ilmen_core,summer,contextual,2,active,wb_medium_river;wb_rapid_section;wb_small_river,FREQ-FISH-1;WB-PF-1,src:kudersky-ladoga-ichthyofauna;src:fishbase,B,candidate
fpr_fa_fish_chub__riverbank__winter,fa_fish_chub,fish,place_family,riverbank,novgorod_land,novgorod_ilmen_core,winter,contextual,2,active,wb_medium_river;wb_rapid_section;wb_small_river,FREQ-FISH-1;WB-PF-1,src:kudersky-ladoga-ichthyofauna;src:fishbase,B,candidate
fpr_fa_fish_chub__winter_ice_crossing__winter,fa_fish_chub,fish,place_family,winter_ice_crossing,novgorod_land,novgorod_ilmen_core,winter,contextual,2,active,wb_medium_river,FREQ-FISH-1;WB-PF-1,src:kudersky-ladoga-ichthyofauna;src:fishbase,B,candidate
fpr_fa_fish_crucian__bog__autumn,fa_fish_crucian,fish,place_family,bog,novgorod_land,novgorod_ilmen_core,autumn,contextual,2,active,wb_marsh_channel;wb_marsh_pool,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_crucian__bog__spring_rasputitsa,fa_fish_crucian,fish,place_family,bog,novgorod_land,novgorod_ilmen_core,spring_rasputitsa,contextual,2,active,wb_marsh_channel;wb_marsh_pool,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_crucian__bog__summer,fa_fish_crucian,fish,place_family,bog,novgorod_land,novgorod_ilmen_core,summer,contextual,2,active,wb_marsh_channel;wb_marsh_pool,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_crucian__bog__winter,fa_fish_crucian,fish,place_family,bog,novgorod_land,novgorod_ilmen_core,winter,contextual,2,active,wb_marsh_channel;wb_marsh_pool,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_crucian__fishing_camp__autumn,fa_fish_crucian,fish,place_family,fishing_camp,novgorod_land,novgorod_ilmen_core,autumn,common,4,active,wb_small_fresh_lake,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_crucian__fishing_camp__spring_rasputitsa,fa_fish_crucian,fish,place_family,fishing_camp,novgorod_land,novgorod_ilmen_core,spring_rasputitsa,common,4,active,wb_small_fresh_lake,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_crucian__fishing_camp__summer,fa_fish_crucian,fish,place_family,fishing_camp,novgorod_land,novgorod_ilmen_core,summer,common,4,active,wb_small_fresh_lake,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_crucian__fishing_camp__winter,fa_fish_crucian,fish,place_family,fishing_camp,novgorod_land,novgorod_ilmen_core,winter,common,4,active,wb_small_fresh_lake,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_crucian__floodplain_meadow__autumn,fa_fish_crucian,fish,place_family,floodplain_meadow,novgorod_land,novgorod_ilmen_core,autumn,common,4,active,wb_floodplain_lake;wb_oxbow_lake,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_crucian__floodplain_meadow__spring_rasputitsa,fa_fish_crucian,fish,place_family,floodplain_meadow,novgorod_land,novgorod_ilmen_core,spring_rasputitsa,common,4,active,wb_floodplain_lake;wb_oxbow_lake,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_crucian__floodplain_meadow__summer,fa_fish_crucian,fish,place_family,floodplain_meadow,novgorod_land,novgorod_ilmen_core,summer,common,4,active,wb_floodplain_lake;wb_oxbow_lake,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_crucian__floodplain_meadow__winter,fa_fish_crucian,fish,place_family,floodplain_meadow,novgorod_land,novgorod_ilmen_core,winter,common,4,active,wb_floodplain_lake;wb_oxbow_lake,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_crucian__lake_shore__autumn,fa_fish_crucian,fish,place_family,lake_shore,novgorod_land,novgorod_ilmen_core,autumn,common,4,active,wb_floodplain_lake;wb_oxbow_lake;wb_small_fresh_lake,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_crucian__lake_shore__spring_rasputitsa,fa_fish_crucian,fish,place_family,lake_shore,novgorod_land,novgorod_ilmen_core,spring_rasputitsa,common,4,active,wb_floodplain_lake;wb_oxbow_lake;wb_small_fresh_lake,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_crucian__lake_shore__summer,fa_fish_crucian,fish,place_family,lake_shore,novgorod_land,novgorod_ilmen_core,summer,common,4,active,wb_floodplain_lake;wb_oxbow_lake;wb_small_fresh_lake,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_crucian__lake_shore__winter,fa_fish_crucian,fish,place_family,lake_shore,novgorod_land,novgorod_ilmen_core,winter,common,4,active,wb_floodplain_lake;wb_oxbow_lake;wb_small_fresh_lake,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_crucian__marshy_stream__autumn,fa_fish_crucian,fish,place_family,marshy_stream,novgorod_land,novgorod_ilmen_core,autumn,contextual,2,active,wb_backwater;wb_marsh_channel;wb_marsh_pool,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_crucian__marshy_stream__spring_rasputitsa,fa_fish_crucian,fish,place_family,marshy_stream,novgorod_land,novgorod_ilmen_core,spring_rasputitsa,contextual,2,active,wb_backwater;wb_marsh_channel;wb_marsh_pool,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_crucian__marshy_stream__summer,fa_fish_crucian,fish,place_family,marshy_stream,novgorod_land,novgorod_ilmen_core,summer,contextual,2,active,wb_backwater;wb_marsh_channel;wb_marsh_pool,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_crucian__marshy_stream__winter,fa_fish_crucian,fish,place_family,marshy_stream,novgorod_land,novgorod_ilmen_core,winter,contextual,2,active,wb_backwater;wb_marsh_channel;wb_marsh_pool,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_crucian__mill__autumn,fa_fish_crucian,fish,place_family,mill,novgorod_land,novgorod_ilmen_core,autumn,contextual,2,active,wb_reservoir_impoundment,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_crucian__mill__spring_rasputitsa,fa_fish_crucian,fish,place_family,mill,novgorod_land,novgorod_ilmen_core,spring_rasputitsa,contextual,2,active,wb_reservoir_impoundment,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_crucian__mill__summer,fa_fish_crucian,fish,place_family,mill,novgorod_land,novgorod_ilmen_core,summer,contextual,2,active,wb_reservoir_impoundment,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_crucian__mill__winter,fa_fish_crucian,fish,place_family,mill,novgorod_land,novgorod_ilmen_core,winter,contextual,2,active,wb_reservoir_impoundment,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_crucian__orchard_garden__autumn,fa_fish_crucian,fish,place_family,orchard_garden,novgorod_land,novgorod_ilmen_core,autumn,contextual,2,active,wb_freshwater_pond,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_crucian__orchard_garden__spring_rasputitsa,fa_fish_crucian,fish,place_family,orchard_garden,novgorod_land,novgorod_ilmen_core,spring_rasputitsa,contextual,2,active,wb_freshwater_pond,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_crucian__orchard_garden__summer,fa_fish_crucian,fish,place_family,orchard_garden,novgorod_land,novgorod_ilmen_core,summer,contextual,2,active,wb_freshwater_pond,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_crucian__orchard_garden__winter,fa_fish_crucian,fish,place_family,orchard_garden,novgorod_land,novgorod_ilmen_core,winter,contextual,2,active,wb_freshwater_pond,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_crucian__riverbank__autumn,fa_fish_crucian,fish,place_family,riverbank,novgorod_land,novgorod_ilmen_core,autumn,contextual,2,active,wb_backwater,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_crucian__riverbank__spring_rasputitsa,fa_fish_crucian,fish,place_family,riverbank,novgorod_land,novgorod_ilmen_core,spring_rasputitsa,contextual,2,active,wb_backwater,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_crucian__riverbank__summer,fa_fish_crucian,fish,place_family,riverbank,novgorod_land,novgorod_ilmen_core,summer,contextual,2,active,wb_backwater,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_crucian__riverbank__winter,fa_fish_crucian,fish,place_family,riverbank,novgorod_land,novgorod_ilmen_core,winter,contextual,2,active,wb_backwater,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_crucian__rural_yard__autumn,fa_fish_crucian,fish,place_family,rural_yard,novgorod_land,novgorod_ilmen_core,autumn,contextual,2,active,wb_freshwater_pond,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_crucian__rural_yard__spring_rasputitsa,fa_fish_crucian,fish,place_family,rural_yard,novgorod_land,novgorod_ilmen_core,spring_rasputitsa,contextual,2,active,wb_freshwater_pond,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_crucian__rural_yard__summer,fa_fish_crucian,fish,place_family,rural_yard,novgorod_land,novgorod_ilmen_core,summer,contextual,2,active,wb_freshwater_pond,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_crucian__rural_yard__winter,fa_fish_crucian,fish,place_family,rural_yard,novgorod_land,novgorod_ilmen_core,winter,contextual,2,active,wb_freshwater_pond,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_crucian__town_wall_edge__autumn,fa_fish_crucian,fish,place_family,town_wall_edge,novgorod_land,novgorod_ilmen_core,autumn,contextual,2,active,wb_moat_water,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_crucian__town_wall_edge__spring_rasputitsa,fa_fish_crucian,fish,place_family,town_wall_edge,novgorod_land,novgorod_ilmen_core,spring_rasputitsa,contextual,2,active,wb_moat_water,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_crucian__town_wall_edge__summer,fa_fish_crucian,fish,place_family,town_wall_edge,novgorod_land,novgorod_ilmen_core,summer,contextual,2,active,wb_moat_water,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_crucian__town_wall_edge__winter,fa_fish_crucian,fish,place_family,town_wall_edge,novgorod_land,novgorod_ilmen_core,winter,contextual,2,active,wb_moat_water,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_crucian__winter_ice_crossing__winter,fa_fish_crucian,fish,place_family,winter_ice_crossing,novgorod_land,novgorod_ilmen_core,winter,common,4,active,wb_small_fresh_lake,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,A,candidate
fpr_fa_fish_dace__bridge_crossing__autumn,fa_fish_dace,fish,place_family,bridge_crossing,novgorod_land,novgorod_ilmen_core,autumn,common,4,active,wb_medium_river;wb_small_river,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,B,candidate
fpr_fa_fish_dace__bridge_crossing__spring_rasputitsa,fa_fish_dace,fish,place_family,bridge_crossing,novgorod_land,novgorod_ilmen_core,spring_rasputitsa,common,4,active,wb_medium_river;wb_small_river,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,B,candidate
fpr_fa_fish_dace__bridge_crossing__summer,fa_fish_dace,fish,place_family,bridge_crossing,novgorod_land,novgorod_ilmen_core,summer,common,4,active,wb_medium_river;wb_small_river,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,B,candidate
fpr_fa_fish_dace__bridge_crossing__winter,fa_fish_dace,fish,place_family,bridge_crossing,novgorod_land,novgorod_ilmen_core,winter,common,4,active,wb_medium_river;wb_small_river,FREQ-FISH-1;WB-PF-1,src:tarasov-2009-ladoga-fishing;src:fishbase,B,candidate
