link_id,recipe_id,ingredient_id,item_id,role,display_order
RIL000509,RCP0150,ING0003,FOD0037,optional,1
RIL000510,RCP0150,ING0041,FOD0041,optional,2
RIL000511,RCP0150,ING0042,FOD0045,optional,3
RIL000512,RCP0150,ING0082,FOD0009,optional,4
RIL000513,RCP0151,ING0119,FMA0033,required,1
RIL000514,RCP0151,ING0001,FMA0001,required,2
RIL000515,RCP0151,ING0003,FOD0037,optional,1
RIL000516,RCP0151,ING0041,FOD0041,optional,2
RIL000517,RCP0151,ING0042,FOD0045,optional,3
RIL000518,RCP0152,ING0119,FMA0033,required,1
RIL000519,RCP0152,ING0003,FOD0037,optional,1
RIL000520,RCP0152,ING0041,FOD0041,optional,2
RIL000521,RCP0152,ING0042,FOD0045,optional,3
RIL000522,RCP0152,ING0082,FOD0009,optional,4
RIL000523,RCP0153,ING0106,FOD0030,required,1
RIL000524,RCP0153,ING0039,FOD0044,required,2
RIL000525,RCP0153,ING0001,FMA0001,required,3
RIL000526,RCP0153,ING0003,FOD0037,optional,1
RIL000527,RCP0153,ING0041,FOD0041,optional,2
RIL000528,RCP0153,ING0042,FOD0045,optional,3
RIL000529,RCP0154,ING0108,FOD0031,required,1
RIL000530,RCP0154,ING0040,FOD0040,required,2
RIL000531,RCP0154,ING0001,FMA0001,required,3
RIL000532,RCP0154,ING0003,FOD0037,optional,1
RIL000533,RCP0154,ING0041,FOD0041,optional,2
RIL000534,RCP0154,ING0042,FOD0045,optional,3
RIL000535,RCP0155,ING0109,FOD0029,required,1
RIL000536,RCP0155,ING0041,FOD0041,required,2
RIL000537,RCP0155,ING0001,FMA0001,required,3
RIL000538,RCP0155,ING0003,FOD0037,optional,1
RIL000539,RCP0155,ING0041,FOD0041,optional,2
RIL000540,RCP0155,ING0042,FOD0045,optional,3
RIL000541,RCP0156,ING0111,FMA0025,required,1
RIL000542,RCP0156,ING0011,OMI01291,required,2
RIL000543,RCP0156,ING0001,FMA0001,required,3
RIL000544,RCP0156,ING0003,FOD0037,optional,1
RIL000545,RCP0156,ING0041,FOD0041,optional,2
RIL000546,RCP0156,ING0042,FOD0045,optional,3
RIL000547,RCP0157,ING0112,FMA0026,required,1
RIL000548,RCP0157,ING0013,OMI01293,required,2
RIL000549,RCP0157,ING0001,FMA0001,required,3
RIL000550,RCP0157,ING0003,FOD0037,optional,1
RIL000551,RCP0157,ING0041,FOD0041,optional,2
RIL000552,RCP0157,ING0042,FOD0045,optional,3
RIL000553,RCP0158,ING0114,FMA0028,required,1
RIL000554,RCP0158,ING0010,OMI01290,required,2
RIL000555,RCP0158,ING0001,FMA0001,required,3
RIL000556,RCP0158,ING0003,FOD0037,optional,1
RIL000557,RCP0158,ING0041,FOD0041,optional,2
RIL000558,RCP0158,ING0042,FOD0045,optional,3
RIL000559,RCP0159,ING0115,FMA0029,required,1
RIL000560,RCP0159,ING0039,FOD0044,required,2
RIL000561,RCP0159,ING0001,FMA0001,required,3
RIL000562,RCP0159,ING0003,FOD0037,optional,1
RIL000563,RCP0159,ING0041,FOD0041,optional,2
RIL000564,RCP0159,ING0042,FOD0045,optional,3
RIL000565,RCP0160,ING0123,OMI01380,required,1
RIL000566,RCP0160,ING0001,FMA0001,required,2
RIL000567,RCP0160,ING0003,FOD0037,optional,1
RIL000568,RCP0160,ING0041,FOD0041,optional,2
RIL000569,RCP0161,ING0125,OMI01382,required,1
RIL000570,RCP0161,ING0001,FMA0001,required,2
RIL000571,RCP0161,ING0003,FOD0037,optional,1
RIL000572,RCP0161,ING0041,FOD0041,optional,2
RIL000573,RCP0162,ING0126,OMI01379,required,1
RIL000574,RCP0162,ING0001,FMA0001,required,2
RIL000575,RCP0162,ING0003,FOD0037,optional,1
RIL000576,RCP0162,ING0041,FOD0041,optional,2
RIL000577,RCP0163,ING0124,OMI01381,required,1
RIL000578,RCP0163,ING0001,FMA0001,required,2
RIL000579,RCP0163,ING0003,FOD0037,optional,1
RIL000580,RCP0163,ING0041,FOD0041,optional,2
RIL000581,RCP0164,ING0122,OMI01374,required,1
RIL000582,RCP0164,ING0003,FOD0037,required,2
RIL000583,RCP0165,ING0122,OMI01374,required,1
RIL000584,RCP0165,ING0003,FOD0037,optional,1
RIL000585,RCP0166,ING0131,FOD0010,required,1
RIL000586,RCP0167,ING0144,FOD0012,required,1
RIL000587,RCP0167,ING0001,FMA0001,required,2
RIL000588,RCP0167,ING0003,FOD0037,optional,1
RIL000589,RCP0167,ING0041,FOD0041,optional,2
RIL000590,RCP0167,ING0042,FOD0045,optional,3
RIL000591,RCP0168,ING0144,FOD0012,required,1
RIL000592,RCP0168,ING0041,FOD0041,optional,1
RIL000593,RCP0168,ING0003,FOD0037,optional,2
RIL000594,RCP0168,ING0082,FOD0009,optional,3
RIL000595,RCP0169,ING0144,FOD0012,required,1
RIL000596,RCP0169,ING0003,FOD0037,optional,1
RIL000597,RCP0170,ING0132,FMA0034,required,1
RIL000598,RCP0170,ING0001,FMA0001,required,2
RIL000599,RCP0170,ING0003,FOD0037,optional,1
RIL000600,RCP0170,ING0041,FOD0041,optional,2
RIL000601,RCP0171,ING0132,FMA0034,required,1
RIL000602,RCP0171,ING0003,FOD0037,optional,1
RIL000603,RCP0171,ING0041,FOD0041,optional,2
RIL000604,RCP0172,ING0133,FMA0035,required,1
RIL000605,RCP0172,ING0001,FMA0001,required,2
RIL000606,RCP0172,ING0003,FOD0037,optional,1
RIL000607,RCP0172,ING0041,FOD0041,optional,2
RIL000608,RCP0173,ING0133,FMA0035,required,1
RIL000609,RCP0173,ING0003,FOD0037,optional,1
RIL000610,RCP0173,ING0041,FOD0041,optional,2
RIL000611,RCP0174,ING0134,FMA0036,required,1
RIL000612,RCP0174,ING0001,FMA0001,required,2
RIL000613,RCP0174,ING0003,FOD0037,optional,1
RIL000614,RCP0174,ING0041,FOD0041,optional,2
RIL000615,RCP0175,ING0134,FMA0036,required,1
RIL000616,RCP0175,ING0003,FOD0037,optional,1
RIL000617,RCP0175,ING0041,FOD0041,optional,2
RIL000618,RCP0176,ING0135,FMA0037,required,1
RIL000619,RCP0176,ING0001,FMA0001,required,2
RIL000620,RCP0176,ING0003,FOD0037,optional,1
RIL000621,RCP0176,ING0041,FOD0041,optional,2
RIL000622,RCP0177,ING0135,FMA0037,required,1
RIL000623,RCP0177,ING0003,FOD0037,optional,1
RIL000624,RCP0177,ING0041,FOD0041,optional,2
RIL000625,RCP0178,ING0136,FMA0038,required,1
RIL000626,RCP0178,ING0001,FMA0001,required,2
RIL000627,RCP0178,ING0003,FOD0037,optional,1
RIL000628,RCP0178,ING0041,FOD0041,optional,2
RIL000629,RCP0179,ING0136,FMA0038,required,1
RIL000630,RCP0179,ING0003,FOD0037,optional,1
RIL000631,RCP0179,ING0041,FOD0041,optional,2
RIL000632,RCP0180,ING0137,FMA0039,required,1
RIL000633,RCP0180,ING0001,FMA0001,required,2
RIL000634,RCP0180,ING0003,FOD0037,optional,1
RIL000635,RCP0180,ING0041,FOD0041,optional,2
RIL000636,RCP0181,ING0137,FMA0039,required,1
RIL000637,RCP0181,ING0003,FOD0037,optional,1
RIL000638,RCP0181,ING0041,FOD0041,optional,2
RIL000639,RCP0182,ING0138,FMA0040,required,1
RIL000640,RCP0182,ING0001,FMA0001,required,2
RIL000641,RCP0182,ING0003,FOD0037,optional,1
RIL000642,RCP0182,ING0041,FOD0041,optional,2
RIL000643,RCP0183,ING0138,FMA0040,required,1
RIL000644,RCP0183,ING0003,FOD0037,optional,1
RIL000645,RCP0183,ING0041,FOD0041,optional,2
RIL000646,RCP0184,ING0139,FMA0041,required,1
RIL000647,RCP0184,ING0001,FMA0001,required,2
RIL000648,RCP0184,ING0003,FOD0037,optional,1
RIL000649,RCP0184,ING0041,FOD0041,optional,2
RIL000650,RCP0185,ING0139,FMA0041,required,1
RIL000651,RCP0185,ING0003,FOD0037,optional,1
RIL000652,RCP0185,ING0041,FOD0041,optional,2
RIL000653,RCP0186,ING0140,FMA0042,required,1
RIL000654,RCP0186,ING0001,FMA0001,required,2
RIL000655,RCP0186,ING0003,FOD0037,optional,1
RIL000656,RCP0186,ING0041,FOD0041,optional,2
RIL000657,RCP0187,ING0140,FMA0042,required,1
RIL000658,RCP0187,ING0003,FOD0037,optional,1
RIL000659,RCP0187,ING0041,FOD0041,optional,2
RIL000660,RCP0188,ING0141,FMA0043,required,1
RIL000661,RCP0188,ING0001,FMA0001,required,2
RIL000662,RCP0188,ING0003,FOD0037,optional,1
RIL000663,RCP0188,ING0041,FOD0041,optional,2
RIL000664,RCP0189,ING0141,FMA0043,required,1
RIL000665,RCP0189,ING0003,FOD0037,optional,1
RIL000666,RCP0189,ING0041,FOD0041,optional,2
RIL000667,RCP0190,ING0142,FMA0044,required,1
RIL000668,RCP0190,ING0001,FMA0001,required,2
RIL000669,RCP0190,ING0003,FOD0037,optional,1
RIL000670,RCP0190,ING0041,FOD0041,optional,2
RIL000671,RCP0191,ING0142,FMA0044,required,1
RIL000672,RCP0191,ING0003,FOD0037,optional,1
RIL000673,RCP0191,ING0041,FOD0041,optional,2
RIL000674,RCP0192,ING0143,FMA0045,required,1
RIL000675,RCP0192,ING0001,FMA0001,required,2
RIL000676,RCP0192,ING0003,FOD0037,optional,1
RIL000677,RCP0192,ING0041,FOD0041,optional,2
RIL000678,RCP0193,ING0143,FMA0045,required,1
RIL000679,RCP0193,ING0003,FOD0037,optional,1
RIL000680,RCP0193,ING0041,FOD0041,optional,2
RIL000681,RCP0194,ING0132,FMA0034,required,1
RIL000682,RCP0194,ING0001,FMA0001,required,2
RIL000683,RCP0194,ING0041,FOD0041,optional,1
RIL000684,RCP0194,ING0042,FOD0045,optional,2
RIL000685,RCP0194,ING0003,FOD0037,optional,3
RIL000686,RCP0194,ING0011,OMI01291,optional,4
RIL000687,RCP0195,ING0133,FMA0035,required,1
RIL000688,RCP0195,ING0001,FMA0001,required,2
RIL000689,RCP0195,ING0041,FOD0041,optional,1
RIL000690,RCP0195,ING0042,FOD0045,optional,2
RIL000691,RCP0195,ING0003,FOD0037,optional,3
RIL000692,RCP0195,ING0011,OMI01291,optional,4
RIL000693,RCP0196,ING0135,FMA0037,required,1
RIL000694,RCP0196,ING0001,FMA0001,required,2
RIL000695,RCP0196,ING0041,FOD0041,optional,1
RIL000696,RCP0196,ING0042,FOD0045,optional,2
RIL000697,RCP0196,ING0003,FOD0037,optional,3
RIL000698,RCP0196,ING0011,OMI01291,optional,4
RIL000699,RCP0197,ING0136,FMA0038,required,1
RIL000700,RCP0197,ING0001,FMA0001,required,2
RIL000701,RCP0197,ING0041,FOD0041,optional,1
RIL000702,RCP0197,ING0042,FOD0045,optional,2
RIL000703,RCP0197,ING0003,FOD0037,optional,3
RIL000704,RCP0197,ING0011,OMI01291,optional,4
RIL000705,RCP0198,ING0137,FMA0039,required,1
RIL000706,RCP0198,ING0001,FMA0001,required,2
RIL000707,RCP0198,ING0041,FOD0041,optional,1
RIL000708,RCP0198,ING0042,FOD0045,optional,2
RIL000709,RCP0198,ING0003,FOD0037,optional,3
RIL000710,RCP0198,ING0011,OMI01291,optional,4
RIL000711,RCP0199,ING0140,FMA0042,required,1
RIL000712,RCP0199,ING0001,FMA0001,required,2
RIL000713,RCP0199,ING0041,FOD0041,optional,1
RIL000714,RCP0199,ING0042,FOD0045,optional,2
RIL000715,RCP0199,ING0003,FOD0037,optional,3
RIL000716,RCP0199,ING0011,OMI01291,optional,4
RIL000717,RCP0200,ING0144,FOD0012,required,1
RIL000718,RCP0200,ING0003,FOD0037,required,2
RIL000719,RCP0201,ING0144,FOD0012,required,1
RIL000720,RCP0201,ING0003,FOD0037,required,2
RIL000721,RCP0201,ING0001,FMA0001,required,3
RIL000722,RCP0202,ING0144,FOD0012,required,1
RIL000723,RCP0202,ING0003,FOD0037,required,2
RIL000724,RCP0203,ING0144,FOD0012,required,1
RIL000725,RCP0203,ING0003,FOD0037,optional,1
RIL000726,RCP0204,ING0144,FOD0012,required,1
RIL000727,RCP0204,ING0003,FOD0037,optional,1
RIL000728,RCP0205,ING0151,OMI01414,required,1
RIL000729,RCP0205,ING0003,FOD0037,required,2
RIL000730,RCP0206,ING0132,FMA0034,required,1
RIL000731,RCP0206,ING0003,FOD0037,required,2
RIL000732,RCP0207,ING0132,FMA0034,required,1
RIL000733,RCP0207,ING0003,FOD0037,optional,1
RIL000734,RCP0208,ING0133,FMA0035,required,1
RIL000735,RCP0208,ING0003,FOD0037,required,2
RIL000736,RCP0209,ING0133,FMA0035,required,1
RIL000737,RCP0209,ING0003,FOD0037,optional,1
RIL000738,RCP0210,ING0134,FMA0036,required,1
RIL000739,RCP0210,ING0003,FOD0037,required,2
RIL000740,RCP0211,ING0134,FMA0036,required,1
RIL000741,RCP0211,ING0003,FOD0037,optional,1
RIL000742,RCP0212,ING0135,FMA0037,required,1
RIL000743,RCP0212,ING0003,FOD0037,required,2
RIL000744,RCP0213,ING0135,FMA0037,required,1
RIL000745,RCP0213,ING0003,FOD0037,optional,1
RIL000746,RCP0214,ING0136,FMA0038,required,1
RIL000747,RCP0214,ING0003,FOD0037,required,2
RIL000748,RCP0215,ING0136,FMA0038,required,1
RIL000749,RCP0215,ING0003,FOD0037,optional,1
RIL000750,RCP0216,ING0137,FMA0039,required,1
RIL000751,RCP0216,ING0003,FOD0037,required,2
RIL000752,RCP0217,ING0137,FMA0039,required,1
RIL000753,RCP0217,ING0003,FOD0037,optional,1
RIL000754,RCP0218,ING0138,FMA0040,required,1
RIL000755,RCP0218,ING0003,FOD0037,required,2
RIL000756,RCP0219,ING0138,FMA0040,required,1
RIL000757,RCP0219,ING0003,FOD0037,optional,1
RIL000758,RCP0220,ING0139,FMA0041,required,1
RIL000759,RCP0220,ING0003,FOD0037,required,2
RIL000760,RCP0221,ING0139,FMA0041,required,1
RIL000761,RCP0221,ING0003,FOD0037,optional,1
RIL000762,RCP0222,ING0140,FMA0042,required,1
RIL000763,RCP0222,ING0003,FOD0037,required,2
RIL000764,RCP0223,ING0140,FMA0042,required,1
RIL000765,RCP0223,ING0003,FOD0037,optional,1
RIL000766,RCP0224,ING0141,FMA0043,required,1
RIL000767,RCP0224,ING0003,FOD0037,required,2
RIL000768,RCP0225,ING0141,FMA0043,required,1
RIL000769,RCP0225,ING0003,FOD0037,optional,1
RIL000770,RCP0226,ING0142,FMA0044,required,1
RIL000771,RCP0226,ING0003,FOD0037,required,2
RIL000772,RCP0227,ING0142,FMA0044,required,1
RIL000773,RCP0227,ING0003,FOD0037,optional,1
RIL000774,RCP0228,ING0143,FMA0045,required,1
RIL000775,RCP0228,ING0003,FOD0037,required,2
RIL000776,RCP0229,ING0143,FMA0045,required,1
RIL000777,RCP0229,ING0003,FOD0037,optional,1
RIL000778,RCP0230,ING0007,FOD0022,required,1
RIL000779,RCP0230,ING0001,FMA0001,required,2
RIL000780,RCP0231,ING0028,OMI01325,required,1
RIL000781,RCP0232,ING0030,OMI01327,required,1
RIL000782,RCP0233,ING0031,OMI01328,required,1
RIL000783,RCP0234,ING0032,OMI01329,required,1
RIL000784,RCP0234,ING0001,FMA0001,required,2
RIL000785,RCP0235,ING0033,OMI01331,required,1
RIL000786,RCP0235,ING0035,OMI01334,optional,1
RIL000787,RCP0236,ING0033,OMI01331,required,1
RIL000788,RCP0236,ING0038,FMA0004,required,2
RIL000789,RCP0236,ING0035,OMI01334,optional,1
RIL000790,RCP0237,ING0033,OMI01331,required,1
RIL000791,RCP0237,ING0035,OMI01334,optional,1
RIL000792,RCP0238,ING0036,OMI01336,required,1
RIL000793,RCP0238,ING0001,FMA0001,required,2
RIL000794,RCP0238,ING0035,OMI01334,optional,1
RIL000795,RCP0239,ING0173,OMI01322,required,1
RIL000796,RCP0239,ING0001,FMA0001,required,2
RIL000797,RCP0239,ING0035,OMI01334,optional,1
RIL000798,RCP0239,ING0085,FOD0025,optional,2
RIL000799,RCP0240,ING0027,OMI01313,required,1
RIL000800,RCP0240,ING0001,FMA0001,required,2
RIL000801,RCP0240,ING0035,OMI01334,optional,1
RIL000802,RCP0240,ING0085,FOD0025,optional,2
RIL000803,RCP0241,ING0085,FOD0025,required,1
RIL000804,RCP0241,ING0001,FMA0001,required,2
RIL000805,RCP0241,ING0035,OMI01334,optional,1
RIL000806,RCP0242,ING0085,FOD0025,required,1
RIL000807,RCP0242,ING0001,FMA0001,required,2
RIL000808,RCP0242,ING0035,OMI01334,optional,1
RIL000809,RCP0243,ING0001,FMA0001,required,1
RIL000810,RCP0244,ING0089,FOD0005,required,1
RIL000811,RCP0245,ING0165,FOD0056,required,1
RIL000812,RCP0246,ING0024,OMI01310,required,1
RIL000813,RCP0246,ING0144,FOD0012,required,2
RIL000814,RCP0246,ING0003,FOD0037,optional,1
RIL000815,RCP0246,ING0041,FOD0041,optional,2
RIL000816,RCP0246,ING0085,FOD0025,optional,3
RIL000817,RCP0247,ING0025,OMI01311,required,1
RIL000818,RCP0247,ING0106,FOD0030,required,2
RIL000819,RCP0247,ING0003,FOD0037,optional,1
RIL000820,RCP0247,ING0041,FOD0041,optional,2
RIL000821,RCP0247,ING0085,FOD0025,optional,3
RIL000822,RCP0248,ING0024,OMI01310,required,1
RIL000823,RCP0248,ING0040,FOD0040,required,2
RIL000824,RCP0248,ING0003,FOD0037,optional,1
RIL000825,RCP0248,ING0041,FOD0041,optional,2
RIL000826,RCP0248,ING0085,FOD0025,optional,3
RIL000827,RCP0249,ING0024,OMI01310,required,1
RIL000828,RCP0249,ING0160,FOD0036,required,2
RIL000829,RCP0249,ING0003,FOD0037,optional,1
RIL000830,RCP0249,ING0041,FOD0041,optional,2
RIL000831,RCP0249,ING0085,FOD0025,optional,3
RIL000832,RCP0250,ING0026,OMI01312,required,1
RIL000833,RCP0250,ING0069,FOD0016,required,2
RIL000834,RCP0250,ING0003,FOD0037,optional,1
RIL000835,RCP0250,ING0041,FOD0041,optional,2
RIL000836,RCP0250,ING0085,FOD0025,optional,3
RIL000837,RCP0251,ING0144,FOD0012,required,1
RIL000838,RCP0251,ING0082,FOD0009,required,2
RIL000839,RCP0251,ING0003,FOD0037,optional,1
RIL000840,RCP0251,ING0041,FOD0041,optional,2
RIL000841,RCP0252,ING0039,FOD0044,required,1
RIL000842,RCP0253,ING0187,OMI01468,required,1
RIL000843,RCP0254,ING0166,OMI01270,required,1
RIL000844,RCP0255,ING0039,FOD0044,required,1
RIL000845,RCP0256,ING0062,FMA0012,required,1
RIL000846,RCP0256,ING0001,FMA0001,required,2
RIL000847,RCP0256,ING0063,FMA0013,optional,1
RIL000848,RCP0257,ING0131,FOD0010,required,1
RIL000849,RCP0257,ING0121,OMI01373,optional,1
RIL000850,RCP0257,ING0089,FOD0005,optional,2
RIL000851,RCP0258,ING0161,FOD0049,required,1
RIL000852,RCP0258,ING0001,FMA0001,required,2
RIL000853,RCP0258,ING0089,FOD0005,optional,1
RIL000854,RCP0258,ING0082,FOD0009,optional,2
RIL000855,RCP0259,ING0173,OMI01322,required,1
RIL000856,RCP0259,ING0001,FMA0001,required,2
RIL000857,RCP0259,ING0184,FMA0047,optional,1
RIL000858,RCP0259,ING0185,FMA0048,optional,2
RIL000859,RCP0259,ING0089,FOD0005,optional,3
RIL000860,RCP0259,ING0085,FOD0025,optional,4
RIL000861,RCP0260,ING0184,FMA0047,required,1
RIL000862,RCP0260,ING0011,OMI01291,required,2
RIL000863,RCP0260,ING0041,FOD0041,optional,1
RIL000864,RCP0260,ING0003,FOD0037,optional,2
RIL000865,RCP0261,ING0082,FOD0009,required,1
RIL000866,RCP0262,ING0077,FOD0039,required,1
RIL000867,RCP0263,ING0078,OMI01474,required,1
RIL000868,RCP0263,ING0079,FOD0038,optional,1
RIL000869,RCP0264,ING0086,FOD0026,required,1
RIL000870,RCP0265,ING0191,FMA0086,required,1
RIL000871,RCP0266,ING0147,FOD0063,required,1
RIL000872,RCP0266,ING0001,FMA0001,required,2
RIL000873,RCP0266,ING0041,FOD0041,optional,1
RIL000874,RCP0266,ING0011,OMI01291,optional,2
RIL000875,RCP0267,ING0148,FOD0011,required,1
RIL000876,RCP0267,ING0001,FMA0001,required,2
RIL000877,RCP0267,ING0041,FOD0041,optional,1
RIL000878,RCP0267,ING0011,OMI01291,optional,2
RIL000879,RCP0268,ING0129,FOD0032,required,1
RIL000880,RCP0268,ING0001,FMA0001,required,2
RIL000881,RCP0268,ING0011,OMI01291,optional,1
RIL000882,RCP0268,ING0039,FOD0044,optional,2
RIL000883,RCP0268,ING0041,FOD0041,optional,3
