presence_id,fa_id,category_ref,pf_id,region_id,season,frequency_class,weight,fit,state,activity_time,audible,observable_signs,refresh_class,rule_ref,source_refs,confidence,status
fhp_m_harvest_mouse__floodplain_meadow__winter,fa_m_harvest_mouse,fauna.mammal.small_mammal.harvest_mouse,pf_floodplain_meadow,novgorod_land,winter,rare,1,core,active,cathemeral,false,dens_nests,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_m_harvest_mouse__field_margin__winter,fa_m_harvest_mouse,fauna.mammal.small_mammal.harvest_mouse,pf_field_margin,novgorod_land,winter,rare,1,marginal,active,cathemeral,false,dens_nests,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_m_harvest_mouse__marshy_stream__winter,fa_m_harvest_mouse,fauna.mammal.small_mammal.harvest_mouse,pf_marshy_stream,novgorod_land,winter,rare,1,marginal,active,cathemeral,false,dens_nests,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_m_harvest_mouse__hunting_ground__winter,fa_m_harvest_mouse,fauna.mammal.small_mammal.harvest_mouse,pf_hunting_ground,novgorod_land,winter,rare,1,core,active,cathemeral,false,dens_nests,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_m_harvest_mouse__arable_field__spring,fa_m_harvest_mouse,fauna.mammal.small_mammal.harvest_mouse,pf_arable_field,novgorod_land,spring,rare,1,marginal,active,cathemeral,false,dens_nests,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_m_harvest_mouse__floodplain_meadow__spring,fa_m_harvest_mouse,fauna.mammal.small_mammal.harvest_mouse,pf_floodplain_meadow,novgorod_land,spring,rare,1,core,active,cathemeral,false,dens_nests,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_m_harvest_mouse__field_margin__spring,fa_m_harvest_mouse,fauna.mammal.small_mammal.harvest_mouse,pf_field_margin,novgorod_land,spring,rare,1,marginal,active,cathemeral,false,dens_nests,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_m_harvest_mouse__marshy_stream__spring,fa_m_harvest_mouse,fauna.mammal.small_mammal.harvest_mouse,pf_marshy_stream,novgorod_land,spring,rare,1,marginal,active,cathemeral,false,dens_nests,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_m_harvest_mouse__hunting_ground__spring,fa_m_harvest_mouse,fauna.mammal.small_mammal.harvest_mouse,pf_hunting_ground,novgorod_land,spring,rare,1,core,active,cathemeral,false,dens_nests,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_m_harvest_mouse__arable_field__summer,fa_m_harvest_mouse,fauna.mammal.small_mammal.harvest_mouse,pf_arable_field,novgorod_land,summer,rare,1,marginal,active,cathemeral,false,dens_nests,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_m_harvest_mouse__floodplain_meadow__summer,fa_m_harvest_mouse,fauna.mammal.small_mammal.harvest_mouse,pf_floodplain_meadow,novgorod_land,summer,rare,1,core,active,cathemeral,false,dens_nests,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_m_harvest_mouse__field_margin__summer,fa_m_harvest_mouse,fauna.mammal.small_mammal.harvest_mouse,pf_field_margin,novgorod_land,summer,rare,1,marginal,active,cathemeral,false,dens_nests,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_m_harvest_mouse__marshy_stream__summer,fa_m_harvest_mouse,fauna.mammal.small_mammal.harvest_mouse,pf_marshy_stream,novgorod_land,summer,rare,1,marginal,active,cathemeral,false,dens_nests,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_m_harvest_mouse__hunting_ground__summer,fa_m_harvest_mouse,fauna.mammal.small_mammal.harvest_mouse,pf_hunting_ground,novgorod_land,summer,rare,1,core,active,cathemeral,false,dens_nests,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_m_harvest_mouse__arable_field__autumn,fa_m_harvest_mouse,fauna.mammal.small_mammal.harvest_mouse,pf_arable_field,novgorod_land,autumn,rare,1,marginal,active,cathemeral,false,dens_nests,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_m_harvest_mouse__floodplain_meadow__autumn,fa_m_harvest_mouse,fauna.mammal.small_mammal.harvest_mouse,pf_floodplain_meadow,novgorod_land,autumn,rare,1,core,active,cathemeral,false,dens_nests,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_m_harvest_mouse__field_margin__autumn,fa_m_harvest_mouse,fauna.mammal.small_mammal.harvest_mouse,pf_field_margin,novgorod_land,autumn,rare,1,marginal,active,cathemeral,false,dens_nests,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_m_harvest_mouse__marshy_stream__autumn,fa_m_harvest_mouse,fauna.mammal.small_mammal.harvest_mouse,pf_marshy_stream,novgorod_land,autumn,rare,1,marginal,active,cathemeral,false,dens_nests,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_m_harvest_mouse__hunting_ground__autumn,fa_m_harvest_mouse,fauna.mammal.small_mammal.harvest_mouse,pf_hunting_ground,novgorod_land,autumn,rare,1,core,active,cathemeral,false,dens_nests,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_m_house_mouse__dwelling_interior__winter,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_dwelling_interior,novgorod_land,winter,common,4,core,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__cellar_granary__winter,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_cellar_granary,novgorod_land,winter,common,4,core,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__mill__winter,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_mill,novgorod_land,winter,common,4,core,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__grain_drying_shed_ovin__winter,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_grain_drying_shed_ovin,novgorod_land,winter,common,4,core,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__outbuildings__winter,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_outbuildings,novgorod_land,winter,common,4,core,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__peasant_homestead__winter,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_peasant_homestead,novgorod_land,winter,contextual,2,marginal,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__rural_yard__winter,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_rural_yard,novgorod_land,winter,contextual,2,marginal,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__town_street__winter,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_town_street,novgorod_land,winter,contextual,2,marginal,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__town_courtyard__winter,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_town_courtyard,novgorod_land,winter,contextual,2,marginal,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__town_wall_edge__winter,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_town_wall_edge,novgorod_land,winter,contextual,2,marginal,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__churchyard__winter,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_churchyard,novgorod_land,winter,contextual,2,marginal,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__monastery_yard__winter,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_monastery_yard,novgorod_land,winter,contextual,2,marginal,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__dwelling_interior__spring,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_dwelling_interior,novgorod_land,spring,common,4,core,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__cellar_granary__spring,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_cellar_granary,novgorod_land,spring,common,4,core,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__mill__spring,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_mill,novgorod_land,spring,common,4,core,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__grain_drying_shed_ovin__spring,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_grain_drying_shed_ovin,novgorod_land,spring,common,4,core,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__outbuildings__spring,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_outbuildings,novgorod_land,spring,common,4,core,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__peasant_homestead__spring,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_peasant_homestead,novgorod_land,spring,contextual,2,marginal,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__rural_yard__spring,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_rural_yard,novgorod_land,spring,contextual,2,marginal,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__town_street__spring,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_town_street,novgorod_land,spring,contextual,2,marginal,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__town_courtyard__spring,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_town_courtyard,novgorod_land,spring,contextual,2,marginal,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__town_wall_edge__spring,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_town_wall_edge,novgorod_land,spring,contextual,2,marginal,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__churchyard__spring,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_churchyard,novgorod_land,spring,contextual,2,marginal,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__monastery_yard__spring,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_monastery_yard,novgorod_land,spring,contextual,2,marginal,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__dwelling_interior__summer,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_dwelling_interior,novgorod_land,summer,common,4,core,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__cellar_granary__summer,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_cellar_granary,novgorod_land,summer,common,4,core,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__mill__summer,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_mill,novgorod_land,summer,common,4,core,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__grain_drying_shed_ovin__summer,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_grain_drying_shed_ovin,novgorod_land,summer,common,4,core,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__outbuildings__summer,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_outbuildings,novgorod_land,summer,common,4,core,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__peasant_homestead__summer,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_peasant_homestead,novgorod_land,summer,contextual,2,marginal,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__rural_yard__summer,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_rural_yard,novgorod_land,summer,contextual,2,marginal,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__town_street__summer,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_town_street,novgorod_land,summer,contextual,2,marginal,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__town_courtyard__summer,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_town_courtyard,novgorod_land,summer,contextual,2,marginal,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__town_wall_edge__summer,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_town_wall_edge,novgorod_land,summer,contextual,2,marginal,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__churchyard__summer,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_churchyard,novgorod_land,summer,contextual,2,marginal,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__monastery_yard__summer,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_monastery_yard,novgorod_land,summer,contextual,2,marginal,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__dwelling_interior__autumn,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_dwelling_interior,novgorod_land,autumn,common,4,core,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__cellar_granary__autumn,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_cellar_granary,novgorod_land,autumn,common,4,core,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__mill__autumn,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_mill,novgorod_land,autumn,common,4,core,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__grain_drying_shed_ovin__autumn,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_grain_drying_shed_ovin,novgorod_land,autumn,common,4,core,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__outbuildings__autumn,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_outbuildings,novgorod_land,autumn,common,4,core,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__peasant_homestead__autumn,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_peasant_homestead,novgorod_land,autumn,contextual,2,marginal,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__rural_yard__autumn,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_rural_yard,novgorod_land,autumn,contextual,2,marginal,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__town_street__autumn,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_town_street,novgorod_land,autumn,contextual,2,marginal,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__town_courtyard__autumn,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_town_courtyard,novgorod_land,autumn,contextual,2,marginal,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__town_wall_edge__autumn,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_town_wall_edge,novgorod_land,autumn,contextual,2,marginal,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__churchyard__autumn,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_churchyard,novgorod_land,autumn,contextual,2,marginal,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_house_mouse__monastery_yard__autumn,fa_m_house_mouse,fauna.mammal.small_mammal.house_mouse,pf_monastery_yard,novgorod_land,autumn,contextual,2,marginal,active,nocturnal,false,tracks;droppings;feeding;dens_nests;sounds;smell,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,candidate
fhp_m_birch_mouse__mixed_woodland__winter,fa_m_birch_mouse,fauna.mammal.small_mammal.birch_mouse,pf_mixed_woodland,novgorod_land,winter,rare,1,core,dormant,dormant,false,dens_nests,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_VALDAY_NP;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_m_birch_mouse__forest_edge__winter,fa_m_birch_mouse,fauna.mammal.small_mammal.birch_mouse,pf_forest_edge,novgorod_land,winter,rare,1,core,dormant,dormant,false,dens_nests,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_VALDAY_NP;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
fhp_m_birch_mouse__bog__winter,fa_m_birch_mouse,fauna.mammal.small_mammal.birch_mouse,pf_bog,novgorod_land,winter,rare,1,marginal,dormant,dormant,false,dens_nests,by_year_season,fauna-mammals-birds/README.md#frequency-rule,SRC_VOLOGDA_MAMM;SRC_VALDAY_NP;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,B,candidate
