category_id,domain,facet,stable_code,parent_category_id,name_ru,name_en,region_id,universal,source_refs,status
fauna.bird.songbird.sand_martin,fauna,taxon,fauna.bird.songbird.sand_martin,fauna.bird.songbird,Береговая ласточка,Sand martin,,true,SRC_PANT2001,candidate
fauna.bird.songbird.barn_swallow,fauna,taxon,fauna.bird.songbird.barn_swallow,fauna.bird.songbird,Деревенская ласточка,Barn swallow,,true,SRC_PANT2001,candidate
fauna.bird.songbird.house_martin,fauna,taxon,fauna.bird.songbird.house_martin,fauna.bird.songbird,Городская ласточка,Common house martin,,true,SRC_PANT2001,candidate
fauna.bird.songbird.yellow_wagtail,fauna,taxon,fauna.bird.songbird.yellow_wagtail,fauna.bird.songbird,Жёлтая трясогузка,Western yellow wagtail,,true,SRC_PANT2001,candidate
fauna.bird.songbird.white_wagtail,fauna,taxon,fauna.bird.songbird.white_wagtail,fauna.bird.songbird,Белая трясогузка,White wagtail,,true,SRC_PANT2001,candidate
fauna.bird.songbird.tree_pipit,fauna,taxon,fauna.bird.songbird.tree_pipit,fauna.bird.songbird,Лесной конёк,Tree pipit,,true,SRC_PANT2001,candidate
fauna.bird.songbird.red_backed_shrike,fauna,taxon,fauna.bird.songbird.red_backed_shrike,fauna.bird.songbird,Жулан,Red-backed shrike,,true,SRC_PANT2001,candidate
fauna.bird.songbird.great_grey_shrike,fauna,taxon,fauna.bird.songbird.great_grey_shrike,fauna.bird.songbird,Серый сорокопут,Great grey shrike,,true,SRC_PANT2001,candidate
fauna.bird.songbird.waxwing,fauna,taxon,fauna.bird.songbird.waxwing,fauna.bird.songbird,Свиристель,Bohemian waxwing,,true,SRC_PANT2001,candidate
fauna.bird.songbird.wren,fauna,taxon,fauna.bird.songbird.wren,fauna.bird.songbird,Крапивник,Eurasian wren,,true,SRC_PANT2001,candidate
fauna.bird.songbird.robin,fauna,taxon,fauna.bird.songbird.robin,fauna.bird.songbird,Зарянка,European robin,,true,SRC_PANT2001,candidate
fauna.bird.songbird.thrush_nightingale,fauna,taxon,fauna.bird.songbird.thrush_nightingale,fauna.bird.songbird,Соловей,Thrush nightingale,,true,SRC_PANT2001,candidate
fauna.bird.songbird.bluethroat,fauna,taxon,fauna.bird.songbird.bluethroat,fauna.bird.songbird,Варакушка,Bluethroat,,true,SRC_PANT2001,candidate
fauna.bird.songbird.redstart,fauna,taxon,fauna.bird.songbird.redstart,fauna.bird.songbird,Горихвостка-лысушка,Common redstart,,true,SRC_PANT2001,candidate
fauna.bird.songbird.whinchat,fauna,taxon,fauna.bird.songbird.whinchat,fauna.bird.songbird,Луговой чекан,Whinchat,,true,SRC_PANT2001,candidate
fauna.bird.songbird.blackbird,fauna,taxon,fauna.bird.songbird.blackbird,fauna.bird.songbird,Чёрный дрозд,Common blackbird,,true,SRC_PANT2001,candidate
fauna.bird.songbird.fieldfare,fauna,taxon,fauna.bird.songbird.fieldfare,fauna.bird.songbird,Рябинник,Fieldfare,,true,SRC_PANT2001,candidate
fauna.bird.songbird.redwing,fauna,taxon,fauna.bird.songbird.redwing,fauna.bird.songbird,Белобровик,Redwing,,true,SRC_PANT2001,candidate
fauna.bird.songbird.song_thrush,fauna,taxon,fauna.bird.songbird.song_thrush,fauna.bird.songbird,Певчий дрозд,Song thrush,,true,SRC_PANT2001,candidate
fauna.bird.songbird.mistle_thrush,fauna,taxon,fauna.bird.songbird.mistle_thrush,fauna.bird.songbird,Деряба,Mistle thrush,,true,SRC_PANT2001,candidate
fauna.bird.songbird.grasshopper_warbler,fauna,taxon,fauna.bird.songbird.grasshopper_warbler,fauna.bird.songbird,Обыкновенный сверчок,Common grasshopper warbler,,true,SRC_PANT2001,candidate
fauna.bird.songbird.sedge_warbler,fauna,taxon,fauna.bird.songbird.sedge_warbler,fauna.bird.songbird,Камышевка-барсучок,Sedge warbler,,true,SRC_PANT2001,candidate
fauna.bird.songbird.garden_warbler,fauna,taxon,fauna.bird.songbird.garden_warbler,fauna.bird.songbird,Садовая славка,Garden warbler,,true,SRC_PANT2001,candidate
fauna.bird.songbird.blackcap,fauna,taxon,fauna.bird.songbird.blackcap,fauna.bird.songbird,Черноголовая славка,Eurasian blackcap,,true,SRC_PANT2001,candidate
fauna.bird.songbird.whitethroat,fauna,taxon,fauna.bird.songbird.whitethroat,fauna.bird.songbird,Серая славка,Common whitethroat,,true,SRC_PANT2001,candidate
fauna.bird.songbird.willow_warbler,fauna,taxon,fauna.bird.songbird.willow_warbler,fauna.bird.songbird,Пеночка-весничка,Willow warbler,,true,SRC_PANT2001,candidate
fauna.bird.songbird.chiffchaff,fauna,taxon,fauna.bird.songbird.chiffchaff,fauna.bird.songbird,Пеночка-теньковка,Common chiffchaff,,true,SRC_PANT2001,candidate
fauna.bird.songbird.wood_warbler,fauna,taxon,fauna.bird.songbird.wood_warbler,fauna.bird.songbird,Пеночка-трещотка,Wood warbler,,true,SRC_PANT2001,candidate
fauna.bird.songbird.goldcrest,fauna,taxon,fauna.bird.songbird.goldcrest,fauna.bird.songbird,Желтоголовый королёк,Goldcrest,,true,SRC_PANT2001,candidate
fauna.bird.songbird.spotted_flycatcher,fauna,taxon,fauna.bird.songbird.spotted_flycatcher,fauna.bird.songbird,Серая мухоловка,Spotted flycatcher,,true,SRC_PANT2001,candidate
fauna.bird.songbird.long_tailed_tit,fauna,taxon,fauna.bird.songbird.long_tailed_tit,fauna.bird.songbird,Ополовник,Long-tailed tit,,true,SRC_PANT2001,candidate
fauna.bird.songbird.willow_tit,fauna,taxon,fauna.bird.songbird.willow_tit,fauna.bird.songbird,Пухляк,Willow tit,,true,SRC_PANT2001,candidate
fauna.bird.songbird.coal_tit,fauna,taxon,fauna.bird.songbird.coal_tit,fauna.bird.songbird,Московка,Coal tit,,true,SRC_PANT2001,candidate
fauna.bird.songbird.crested_tit,fauna,taxon,fauna.bird.songbird.crested_tit,fauna.bird.songbird,Хохлатая синица,Crested tit,,true,SRC_PANT2001,candidate
fauna.bird.songbird.great_tit,fauna,taxon,fauna.bird.songbird.great_tit,fauna.bird.songbird,Большая синица,Great tit,,true,SRC_PANT2001,candidate
fauna.bird.songbird.blue_tit,fauna,taxon,fauna.bird.songbird.blue_tit,fauna.bird.songbird,Лазоревка,Eurasian blue tit,,true,SRC_PANT2001,candidate
fauna.bird.songbird.nuthatch,fauna,taxon,fauna.bird.songbird.nuthatch,fauna.bird.songbird,Обыкновенный поползень,Eurasian nuthatch,,true,SRC_PANT2001,candidate
fauna.bird.songbird.treecreeper,fauna,taxon,fauna.bird.songbird.treecreeper,fauna.bird.songbird,Обыкновенная пищуха,Eurasian treecreeper,,true,SRC_PANT2001,candidate
fauna.bird.songbird.yellowhammer,fauna,taxon,fauna.bird.songbird.yellowhammer,fauna.bird.songbird,Обыкновенная овсянка,Yellowhammer,,true,SRC_PANT2001,candidate
fauna.bird.songbird.reed_bunting,fauna,taxon,fauna.bird.songbird.reed_bunting,fauna.bird.songbird,Камышовая овсянка,Common reed bunting,,true,SRC_PANT2001,candidate
fauna.bird.songbird.snow_bunting,fauna,taxon,fauna.bird.songbird.snow_bunting,fauna.bird.songbird,Пуночка,Snow bunting,,true,SRC_PANT2001,candidate
fauna.bird.songbird.chaffinch,fauna,taxon,fauna.bird.songbird.chaffinch,fauna.bird.songbird,Зяблик,Common chaffinch,,true,SRC_PANT2001,candidate
fauna.bird.songbird.brambling,fauna,taxon,fauna.bird.songbird.brambling,fauna.bird.songbird,Юрок,Brambling,,true,SRC_PANT2001,candidate
fauna.bird.songbird.siskin,fauna,taxon,fauna.bird.songbird.siskin,fauna.bird.songbird,Чиж,Eurasian siskin,,true,SRC_PANT2001,candidate
fauna.bird.songbird.goldfinch,fauna,taxon,fauna.bird.songbird.goldfinch,fauna.bird.songbird,Щегол,European goldfinch,,true,SRC_PANT2001,candidate
fauna.bird.songbird.redpoll,fauna,taxon,fauna.bird.songbird.redpoll,fauna.bird.songbird,Обыкновенная чечётка,Common redpoll,,true,SRC_PANT2001,candidate
fauna.bird.songbird.linnet,fauna,taxon,fauna.bird.songbird.linnet,fauna.bird.songbird,Коноплянка,Common linnet,,true,SRC_PANT2001,candidate
fauna.bird.songbird.common_rosefinch,fauna,taxon,fauna.bird.songbird.common_rosefinch,fauna.bird.songbird,Обыкновенная чечевица,Common rosefinch,,true,SRC_PANT2001,candidate
fauna.bird.songbird.pine_grosbeak,fauna,taxon,fauna.bird.songbird.pine_grosbeak,fauna.bird.songbird,Щур,Pine grosbeak,,true,SRC_PANT2001,candidate
fauna.bird.songbird.red_crossbill,fauna,taxon,fauna.bird.songbird.red_crossbill,fauna.bird.songbird,Клёст-еловик,Red crossbill,,true,SRC_PANT2001,candidate
fauna.bird.songbird.bullfinch,fauna,taxon,fauna.bird.songbird.bullfinch,fauna.bird.songbird,Снегирь,Eurasian bullfinch,,true,SRC_PANT2001,candidate
fauna.bird.songbird.house_sparrow,fauna,taxon,fauna.bird.songbird.house_sparrow,fauna.bird.songbird,Домовый воробей,House sparrow,,true,SRC_PANT2001,candidate
fauna.bird.songbird.tree_sparrow,fauna,taxon,fauna.bird.songbird.tree_sparrow,fauna.bird.songbird,Полевой воробей,Eurasian tree sparrow,,true,SRC_ZIN2025,candidate
fauna.bird.songbird.starling,fauna,taxon,fauna.bird.songbird.starling,fauna.bird.songbird,Обыкновенный скворец,Common starling,,true,SRC_PANT2001,candidate
fauna.bird.songbird.golden_oriole,fauna,taxon,fauna.bird.songbird.golden_oriole,fauna.bird.songbird,Иволга,Eurasian golden oriole,,true,SRC_PANT2001,candidate
fauna.bird.corvid.jay,fauna,taxon,fauna.bird.corvid.jay,fauna.bird.corvid,Сойка,Eurasian jay,,true,SRC_PANT2001,candidate
fauna.bird.corvid.siberian_jay,fauna,taxon,fauna.bird.corvid.siberian_jay,fauna.bird.corvid,Кукша,Siberian jay,,true,SRC_PANT2001,candidate
fauna.bird.corvid.magpie,fauna,taxon,fauna.bird.corvid.magpie,fauna.bird.corvid,Сорока,Eurasian magpie,,true,SRC_PANT2001,candidate
fauna.bird.corvid.nutcracker,fauna,taxon,fauna.bird.corvid.nutcracker,fauna.bird.corvid,Кедровка,Spotted nutcracker,,true,SRC_PANT2001,candidate
fauna.bird.corvid.jackdaw,fauna,taxon,fauna.bird.corvid.jackdaw,fauna.bird.corvid,Галка,Western jackdaw,,true,SRC_ZIN2025,candidate
fauna.bird.corvid.rook,fauna,taxon,fauna.bird.corvid.rook,fauna.bird.corvid,Грач,Rook,,true,SRC_ZIN2025,candidate
fauna.bird.corvid.hooded_crow,fauna,taxon,fauna.bird.corvid.hooded_crow,fauna.bird.corvid,Серая ворона,Hooded crow,,true,SRC_ZIN2025,candidate
fauna.bird.corvid.raven,fauna,taxon,fauna.bird.corvid.raven,fauna.bird.corvid,Ворон,Common raven,,true,SRC_ZIN2025,candidate
