presence_id,fl_id,name_lat,name_ru,pf_id,wk_family_ref,region_id,season,frequency_class,weight,probability_ppm,probability_rule_ref,habitat_role,class_rule_ref,derivation,refresh_class,seasonal_state,visible_above_snow,basis_ru,source_refs,confidence,status
flp_alnus_incana__hunting_ground__winter,fl_ts_alnus_incana,Alnus incana,ольха серая,pf_hunting_ground,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hunting_ground],region_novgorod_land,winter,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_mixed_woodland,none,leafless,yes,overlay from pf_mixed_woodland (capped at component): VP: сероольшаники; K: ольха повсеместно,src:src_valdaypark_flora src:src_kolchin_1968,B,candidate
flp_alnus_incana__hunting_ground__spring,fl_ts_alnus_incana,Alnus incana,ольха серая,pf_hunting_ground,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hunting_ground],region_novgorod_land,spring,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_mixed_woodland,none,leaf_out;flowering,yes,overlay from pf_mixed_woodland (capped at component): VP: сероольшаники; K: ольха повсеместно,src:src_valdaypark_flora src:src_kolchin_1968,B,candidate
flp_alnus_incana__hunting_ground__summer,fl_ts_alnus_incana,Alnus incana,ольха серая,pf_hunting_ground,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hunting_ground],region_novgorod_land,summer,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_mixed_woodland,none,in_leaf,yes,overlay from pf_mixed_woodland (capped at component): VP: сероольшаники; K: ольха повсеместно,src:src_valdaypark_flora src:src_kolchin_1968,B,candidate
flp_alnus_incana__hunting_ground__autumn,fl_ts_alnus_incana,Alnus incana,ольха серая,pf_hunting_ground,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hunting_ground],region_novgorod_land,autumn,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_mixed_woodland,none,leaf_colouring_and_fall;fruit_ripe,yes,overlay from pf_mixed_woodland (capped at component): VP: сероольшаники; K: ольха повсеместно,src:src_valdaypark_flora src:src_kolchin_1968,B,candidate
flp_alnus_incana__marshy_stream__winter,fl_ts_alnus_incana,Alnus incana,ольха серая,pf_marshy_stream,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=marshy_stream],region_novgorod_land,winter,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leafless,yes,W: болота,src:src_wiki_alnus_incana,B,candidate
flp_alnus_incana__marshy_stream__spring,fl_ts_alnus_incana,Alnus incana,ольха серая,pf_marshy_stream,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=marshy_stream],region_novgorod_land,spring,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_out;flowering,yes,W: болота,src:src_wiki_alnus_incana,B,candidate
flp_alnus_incana__marshy_stream__summer,fl_ts_alnus_incana,Alnus incana,ольха серая,pf_marshy_stream,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=marshy_stream],region_novgorod_land,summer,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,in_leaf,yes,W: болота,src:src_wiki_alnus_incana,B,candidate
flp_alnus_incana__marshy_stream__autumn,fl_ts_alnus_incana,Alnus incana,ольха серая,pf_marshy_stream,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=marshy_stream],region_novgorod_land,autumn,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_colouring_and_fall;fruit_ripe,yes,W: болота,src:src_wiki_alnus_incana,B,candidate
flp_alnus_incana__mixed_woodland__winter,fl_ts_alnus_incana,Alnus incana,ольха серая,pf_mixed_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=mixed_woodland],region_novgorod_land,winter,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leafless,yes,VP: сероольшаники; K: ольха повсеместно,src:src_valdaypark_flora src:src_kolchin_1968,B,candidate
flp_alnus_incana__mixed_woodland__spring,fl_ts_alnus_incana,Alnus incana,ольха серая,pf_mixed_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=mixed_woodland],region_novgorod_land,spring,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_out;flowering,yes,VP: сероольшаники; K: ольха повсеместно,src:src_valdaypark_flora src:src_kolchin_1968,B,candidate
flp_alnus_incana__mixed_woodland__summer,fl_ts_alnus_incana,Alnus incana,ольха серая,pf_mixed_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=mixed_woodland],region_novgorod_land,summer,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,in_leaf,yes,VP: сероольшаники; K: ольха повсеместно,src:src_valdaypark_flora src:src_kolchin_1968,B,candidate
flp_alnus_incana__mixed_woodland__autumn,fl_ts_alnus_incana,Alnus incana,ольха серая,pf_mixed_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=mixed_woodland],region_novgorod_land,autumn,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_colouring_and_fall;fruit_ripe,yes,VP: сероольшаники; K: ольха повсеместно,src:src_valdaypark_flora src:src_kolchin_1968,B,candidate
flp_alnus_incana__pasture__winter,fl_ts_alnus_incana,Alnus incana,ольха серая,pf_pasture,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=pasture],region_novgorod_land,winter,rare,1,125000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,rare,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leafless,yes,W: заброшенные угодья зарастают (C),src:src_wiki_alnus_incana,C,candidate
flp_alnus_incana__pasture__spring,fl_ts_alnus_incana,Alnus incana,ольха серая,pf_pasture,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=pasture],region_novgorod_land,spring,rare,1,125000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,rare,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_out;flowering,yes,W: заброшенные угодья зарастают (C),src:src_wiki_alnus_incana,C,candidate
flp_alnus_incana__pasture__summer,fl_ts_alnus_incana,Alnus incana,ольха серая,pf_pasture,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=pasture],region_novgorod_land,summer,rare,1,125000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,rare,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,in_leaf,yes,W: заброшенные угодья зарастают (C),src:src_wiki_alnus_incana,C,candidate
flp_alnus_incana__pasture__autumn,fl_ts_alnus_incana,Alnus incana,ольха серая,pf_pasture,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=pasture],region_novgorod_land,autumn,rare,1,125000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,rare,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_colouring_and_fall;fruit_ripe,yes,W: заброшенные угодья зарастают (C),src:src_wiki_alnus_incana,C,candidate
flp_alnus_incana__riverbank__winter,fl_ts_alnus_incana,Alnus incana,ольха серая,pf_riverbank,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=riverbank],region_novgorod_land,winter,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leafless,yes,W: берега рек,src:src_wiki_alnus_incana,B,candidate
flp_alnus_incana__riverbank__spring,fl_ts_alnus_incana,Alnus incana,ольха серая,pf_riverbank,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=riverbank],region_novgorod_land,spring,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_out;flowering,yes,W: берега рек,src:src_wiki_alnus_incana,B,candidate
flp_alnus_incana__riverbank__summer,fl_ts_alnus_incana,Alnus incana,ольха серая,pf_riverbank,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=riverbank],region_novgorod_land,summer,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,in_leaf,yes,W: берега рек,src:src_wiki_alnus_incana,B,candidate
flp_alnus_incana__riverbank__autumn,fl_ts_alnus_incana,Alnus incana,ольха серая,pf_riverbank,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=riverbank],region_novgorod_land,autumn,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_colouring_and_fall;fruit_ripe,yes,W: берега рек,src:src_wiki_alnus_incana,B,candidate
flp_tilia_cordata__broadleaf_woodland__winter,fl_ts_tilia_cordata,Tilia cordata,липа мелколистная (сердцевидная),pf_broadleaf_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=broadleaf_woodland],region_novgorod_land,winter,ubiquitous,8,1000000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,edificator,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leafless,yes,NB: небольшие рощи из дуба и липы; K: липа распространена повсеместно,src:src_nbcrs_novgorod_flora src:src_kolchin_1968,B,candidate
flp_tilia_cordata__broadleaf_woodland__spring,fl_ts_tilia_cordata,Tilia cordata,липа мелколистная (сердцевидная),pf_broadleaf_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=broadleaf_woodland],region_novgorod_land,spring,ubiquitous,8,1000000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,edificator,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_out,yes,NB: небольшие рощи из дуба и липы; K: липа распространена повсеместно,src:src_nbcrs_novgorod_flora src:src_kolchin_1968,B,candidate
flp_tilia_cordata__broadleaf_woodland__summer,fl_ts_tilia_cordata,Tilia cordata,липа мелколистная (сердцевидная),pf_broadleaf_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=broadleaf_woodland],region_novgorod_land,summer,ubiquitous,8,1000000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,edificator,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,in_leaf;flowering;fruit_ripe,yes,NB: небольшие рощи из дуба и липы; K: липа распространена повсеместно,src:src_nbcrs_novgorod_flora src:src_kolchin_1968,B,candidate
flp_tilia_cordata__broadleaf_woodland__autumn,fl_ts_tilia_cordata,Tilia cordata,липа мелколистная (сердцевидная),pf_broadleaf_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=broadleaf_woodland],region_novgorod_land,autumn,ubiquitous,8,1000000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,edificator,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_colouring_and_fall;fruit_ripe,yes,NB: небольшие рощи из дуба и липы; K: липа распространена повсеместно,src:src_nbcrs_novgorod_flora src:src_kolchin_1968,B,candidate
flp_tilia_cordata__conifer_woodland__winter,fl_ts_tilia_cordata,Tilia cordata,липа мелколистная (сердцевидная),pf_conifer_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=conifer_woodland],region_novgorod_land,winter,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leafless,yes,K: повсеместно; в ельниках — подлесок/второй ярус (C),src:src_kolchin_1968,C,candidate
flp_tilia_cordata__conifer_woodland__spring,fl_ts_tilia_cordata,Tilia cordata,липа мелколистная (сердцевидная),pf_conifer_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=conifer_woodland],region_novgorod_land,spring,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_out,yes,K: повсеместно; в ельниках — подлесок/второй ярус (C),src:src_kolchin_1968,C,candidate
flp_tilia_cordata__conifer_woodland__summer,fl_ts_tilia_cordata,Tilia cordata,липа мелколистная (сердцевидная),pf_conifer_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=conifer_woodland],region_novgorod_land,summer,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,in_leaf;flowering;fruit_ripe,yes,K: повсеместно; в ельниках — подлесок/второй ярус (C),src:src_kolchin_1968,C,candidate
flp_tilia_cordata__conifer_woodland__autumn,fl_ts_tilia_cordata,Tilia cordata,липа мелколистная (сердцевидная),pf_conifer_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=conifer_woodland],region_novgorod_land,autumn,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_colouring_and_fall;fruit_ripe,yes,K: повсеместно; в ельниках — подлесок/второй ярус (C),src:src_kolchin_1968,C,candidate
flp_tilia_cordata__forest_track__winter,fl_ts_tilia_cordata,Tilia cordata,липа мелколистная (сердцевидная),pf_forest_track,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_track],region_novgorod_land,winter,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_broadleaf_woodland,none,leafless,yes,overlay from pf_broadleaf_woodland (capped at component): NB: небольшие рощи из дуба и липы; K: липа распространена повсеместно,src:src_nbcrs_novgorod_flora src:src_kolchin_1968,B,candidate
flp_tilia_cordata__forest_track__spring,fl_ts_tilia_cordata,Tilia cordata,липа мелколистная (сердцевидная),pf_forest_track,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_track],region_novgorod_land,spring,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_broadleaf_woodland,none,leaf_out,yes,overlay from pf_broadleaf_woodland (capped at component): NB: небольшие рощи из дуба и липы; K: липа распространена повсеместно,src:src_nbcrs_novgorod_flora src:src_kolchin_1968,B,candidate
flp_tilia_cordata__forest_track__summer,fl_ts_tilia_cordata,Tilia cordata,липа мелколистная (сердцевидная),pf_forest_track,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_track],region_novgorod_land,summer,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_broadleaf_woodland,none,in_leaf;flowering;fruit_ripe,yes,overlay from pf_broadleaf_woodland (capped at component): NB: небольшие рощи из дуба и липы; K: липа распространена повсеместно,src:src_nbcrs_novgorod_flora src:src_kolchin_1968,B,candidate
flp_tilia_cordata__forest_track__autumn,fl_ts_tilia_cordata,Tilia cordata,липа мелколистная (сердцевидная),pf_forest_track,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_track],region_novgorod_land,autumn,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_broadleaf_woodland,none,leaf_colouring_and_fall;fruit_ripe,yes,overlay from pf_broadleaf_woodland (capped at component): NB: небольшие рощи из дуба и липы; K: липа распространена повсеместно,src:src_nbcrs_novgorod_flora src:src_kolchin_1968,B,candidate
flp_tilia_cordata__hunting_ground__winter,fl_ts_tilia_cordata,Tilia cordata,липа мелколистная (сердцевидная),pf_hunting_ground,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hunting_ground],region_novgorod_land,winter,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_broadleaf_woodland,none,leafless,yes,overlay from pf_broadleaf_woodland (capped at component): NB: небольшие рощи из дуба и липы; K: липа распространена повсеместно,src:src_nbcrs_novgorod_flora src:src_kolchin_1968,B,candidate
flp_tilia_cordata__hunting_ground__spring,fl_ts_tilia_cordata,Tilia cordata,липа мелколистная (сердцевидная),pf_hunting_ground,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hunting_ground],region_novgorod_land,spring,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_broadleaf_woodland,none,leaf_out,yes,overlay from pf_broadleaf_woodland (capped at component): NB: небольшие рощи из дуба и липы; K: липа распространена повсеместно,src:src_nbcrs_novgorod_flora src:src_kolchin_1968,B,candidate
flp_tilia_cordata__hunting_ground__summer,fl_ts_tilia_cordata,Tilia cordata,липа мелколистная (сердцевидная),pf_hunting_ground,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hunting_ground],region_novgorod_land,summer,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_broadleaf_woodland,none,in_leaf;flowering;fruit_ripe,yes,overlay from pf_broadleaf_woodland (capped at component): NB: небольшие рощи из дуба и липы; K: липа распространена повсеместно,src:src_nbcrs_novgorod_flora src:src_kolchin_1968,B,candidate
flp_tilia_cordata__hunting_ground__autumn,fl_ts_tilia_cordata,Tilia cordata,липа мелколистная (сердцевидная),pf_hunting_ground,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hunting_ground],region_novgorod_land,autumn,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_broadleaf_woodland,none,leaf_colouring_and_fall;fruit_ripe,yes,overlay from pf_broadleaf_woodland (capped at component): NB: небольшие рощи из дуба и липы; K: липа распространена повсеместно,src:src_nbcrs_novgorod_flora src:src_kolchin_1968,B,candidate
flp_tilia_cordata__mixed_woodland__winter,fl_ts_tilia_cordata,Tilia cordata,липа мелколистная (сердцевидная),pf_mixed_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=mixed_woodland],region_novgorod_land,winter,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leafless,yes,K: липа распространена повсеместно,src:src_kolchin_1968,B,candidate
flp_tilia_cordata__mixed_woodland__spring,fl_ts_tilia_cordata,Tilia cordata,липа мелколистная (сердцевидная),pf_mixed_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=mixed_woodland],region_novgorod_land,spring,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_out,yes,K: липа распространена повсеместно,src:src_kolchin_1968,B,candidate
flp_tilia_cordata__mixed_woodland__summer,fl_ts_tilia_cordata,Tilia cordata,липа мелколистная (сердцевидная),pf_mixed_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=mixed_woodland],region_novgorod_land,summer,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,in_leaf;flowering;fruit_ripe,yes,K: липа распространена повсеместно,src:src_kolchin_1968,B,candidate
flp_tilia_cordata__mixed_woodland__autumn,fl_ts_tilia_cordata,Tilia cordata,липа мелколистная (сердцевидная),pf_mixed_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=mixed_woodland],region_novgorod_land,autumn,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_colouring_and_fall;fruit_ripe,yes,K: липа распространена повсеместно,src:src_kolchin_1968,B,candidate
flp_quercus_robur__broadleaf_woodland__winter,fl_ts_quercus_robur,Quercus robur,дуб черешчатый,pf_broadleaf_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=broadleaf_woodland],region_novgorod_land,winter,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leafless;fruit_or_dry_leaves_persist,yes,"NB: рощи из дуба и липы; WK research: северные дубравы с лещиной (Валдай, /nature)",src:src_nbcrs_novgorod_flora src:src_valdaypark_nature,B,candidate
flp_quercus_robur__broadleaf_woodland__spring,fl_ts_quercus_robur,Quercus robur,дуб черешчатый,pf_broadleaf_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=broadleaf_woodland],region_novgorod_land,spring,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_out;flowering,yes,"NB: рощи из дуба и липы; WK research: северные дубравы с лещиной (Валдай, /nature)",src:src_nbcrs_novgorod_flora src:src_valdaypark_nature,B,candidate
flp_quercus_robur__broadleaf_woodland__summer,fl_ts_quercus_robur,Quercus robur,дуб черешчатый,pf_broadleaf_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=broadleaf_woodland],region_novgorod_land,summer,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,in_leaf,yes,"NB: рощи из дуба и липы; WK research: северные дубравы с лещиной (Валдай, /nature)",src:src_nbcrs_novgorod_flora src:src_valdaypark_nature,B,candidate
flp_quercus_robur__broadleaf_woodland__autumn,fl_ts_quercus_robur,Quercus robur,дуб черешчатый,pf_broadleaf_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=broadleaf_woodland],region_novgorod_land,autumn,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_colouring_and_fall;fruit_ripe,yes,"NB: рощи из дуба и липы; WK research: северные дубравы с лещиной (Валдай, /nature)",src:src_nbcrs_novgorod_flora src:src_valdaypark_nature,B,candidate
flp_quercus_robur__field_margin__winter,fl_ts_quercus_robur,Quercus robur,дуб черешчатый,pf_field_margin,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=field_margin],region_novgorod_land,winter,rare,1,125000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,rare,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leafless;fruit_or_dry_leaves_persist,yes,WK: межевой/знаменный дуб в Русской Правде — одиночные деревья на меже,wk:claim:residual-law-boundaries-and-marked-trees src:src_kolchin_1968,B,candidate
flp_quercus_robur__field_margin__spring,fl_ts_quercus_robur,Quercus robur,дуб черешчатый,pf_field_margin,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=field_margin],region_novgorod_land,spring,rare,1,125000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,rare,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_out;flowering,yes,WK: межевой/знаменный дуб в Русской Правде — одиночные деревья на меже,wk:claim:residual-law-boundaries-and-marked-trees src:src_kolchin_1968,B,candidate
flp_quercus_robur__field_margin__summer,fl_ts_quercus_robur,Quercus robur,дуб черешчатый,pf_field_margin,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=field_margin],region_novgorod_land,summer,rare,1,125000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,rare,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,in_leaf,yes,WK: межевой/знаменный дуб в Русской Правде — одиночные деревья на меже,wk:claim:residual-law-boundaries-and-marked-trees src:src_kolchin_1968,B,candidate
