fl_id,category_code,name_ru,name_folk,name_old_ru,name_lat,lat_synonyms,name_en,family,life_form,leaf_habit,region_scope,moisture,soil,light,flowering_months,fruit_months,seed_release_months,flowers_before_leaves,phenology_note,phenology_by_season,winter_look,cue_bark,cue_leaf,cue_smell,cue_sound,cue_other,use_codes,uses,building_timber,craft_wood,timber_note,hazard_codes,hazards,yield_units,kolchin_1968_wood_count,habitat_presence_summer,wk_claim_refs,source_refs,confidence,confidence_note,status,notes
fl_ts_juniperus_communis,flora.woody.shrub.juniperus_communis,можжевельник обыкновенный,верес,,Juniperus communis,,common juniper,Cupressaceae,shrub,evergreen_conifer,universal_category; presence only via tree_habitat_presence (region_novgorod_land),dry;mesic,"подлесок боров, опушки, прогалины, сухие места",light_demanding,4-5,9-10,,,"пылит в апреле-мае | шишкоягоды созревают на 2-3-й год, чёрно-синие с налётом","{""winter"":[""evergreen""],""spring"":[""evergreen"",""flowering""],""summer"":[""evergreen""],""autumn"":[""evergreen"",""fruit_ripe""]}","вечнозелёный колючий куст 1-3 м (изредка деревце), тёмный на снегу",,жёсткие шиловидные колючие иглы,смолистый запах растёртой хвои,,сизые шишкоягоды,timber_craft;smoking,"[{""use"":""timber_craft"",""part"":""древесина"",""quality"":""good"",""note"":""27 изделий из 909; мало усыхает и не коробится, изделия не трескаются"",""refs"":[""src:src_kolchin_1968""]},{""use"":""smoking"",""part"":""ветви, древесина"",""quality"":""occasional"",""note"":""копчение рыбы и мяса (современная практика)"",""refs"":[""src:src_wiki_juniperus_communis""]}]",none,high,ароматная красноватая плотная мелкослойная древесина,toxic_in_quantity;prickly,"[{""hazard"":""toxic_in_quantity"",""note"":""токсичен при передозировке"",""refs"":[""src:src_wiki_juniperus_communis""]},{""hazard"":""prickly"",""note"":""колючая хвоя"",""refs"":[""src:src_wiki_juniperus_communis""]}]",billet;branch_bundle;berry_handful,27,pf_conifer_woodland:4;pf_forest_edge:4;pf_forest_track:4;pf_hunting_ground:4;pf_mixed_woodland:2;pf_pasture:1,,src:src_wiki_juniperus_communis src:src_kolchin_1968,B,Колчин: местная хвойная порода,candidate,
fl_ts_frangula_alnus,flora.woody.shrub.frangula_alnus,крушина ломкая,крушинник; волчья ягода,,Frangula alnus,,alder buckthorn,Rhamnaceae,shrub,deciduous,universal_category; presence only via tree_habitat_presence (region_novgorod_land),moist;wet,"опушки и подлесок пойменных лесов, берега рек и озёр, окраины болот, заболоченные и мелколиственные леса",shade_tolerant,,,,,невзрачные цветки (месяцы источником не даны) | ягоды от зеленовато-жёлтых к иссиня-чёрным,"{""winter"":[""leafless""],""spring"":[""leaf_out""],""summer"":[""in_leaf""],""autumn"":[""leaf_colouring_and_fall""]}",безлистный куст с тёмной корой в светлых чечевичках; под корой красный слой,"тёмная с чечевичками, под ней красный слой",эллиптические с 6-8 параллельными жилками,,,,charcoal;bark_dye_tanning,"[{""use"":""charcoal"",""part"":""древесина"",""quality"":""good"",""note"":""почти беззольный уголь (для пороха — поздняя практика)"",""refs"":[""src:src_wiki_frangula_alnus""]},{""use"":""bark_dye_tanning"",""part"":""кора"",""quality"":""occasional"",""note"":""жёлтые и бурые красители, танины"",""refs"":[""src:src_wiki_frangula_alnus""]}]",none,none,,berries_toxic,"[{""hazard"":""berries_toxic"",""note"":""ягоды ядовиты (особенно для детей) или несъедобны; свежая кора токсична"",""refs"":[""src:src_wiki_frangula_alnus""]}]",brushwood_armful;bark_piece,,pf_bog:2;pf_conifer_woodland:2;pf_forest_edge:4;pf_forest_track:4;pf_hunting_ground:4;pf_marshy_stream:2;pf_mixed_woodland:4;pf_riverbank:2,,src:src_wiki_frangula_alnus src:src_priroda_novgorod_climate wk:claim:final-nature-deciduous-trees-have-seasonal-leaf-state-unlike-evergreen-conifers,B,крушина в подлеске Новгородской обл. (src_nbcrs_novgorod_flora),candidate,
fl_ts_viburnum_opulus,flora.woody.shrub.viburnum_opulus,калина обыкновенная,калина красная,,Viburnum opulus,,guelder rose,Adoxaceae,shrub,deciduous,universal_category; presence only via tree_habitat_presence (region_novgorod_land),moist;wet,"увлажнённые почвы; берега водоёмов, поляны, опушки, подлесок",intermediate,5-6,8-9,,,"конец мая - начало июня, 10-14 дней | горечь уходит после первых морозов; гроздья висят глубоко в зиму","{""winter"":[""leafless"",""fruit_or_dry_leaves_persist""],""spring"":[""leaf_out"",""flowering""],""summer"":[""in_leaf"",""flowering"",""fruit_ripe""],""autumn"":[""leaf_colouring_and_fall"",""fruit_ripe""]}",безлистный куст с красными гроздьями ягод на снегу,,трёхлопастные листья,своеобразный запах плодов,,плоды горьковато-вяжущие,food_fruit,"[{""use"":""food_fruit"",""part"":""плоды"",""quality"":""occasional"",""note"":""съедобны после морозов (современная практика; для 1230 — реконструкция C)"",""refs"":[""src:src_wiki_viburnum_opulus""]}]",none,none,,,[],fruit_cluster_basket,,pf_broadleaf_woodland:2;pf_forest_edge:2;pf_forest_track:2;pf_hunting_ground:2;pf_marshy_stream:2;pf_mixed_woodland:2;pf_riverbank:4,,src:src_wiki_viburnum_opulus src:src_priroda_novgorod_climate wk:claim:final-nature-deciduous-trees-have-seasonal-leaf-state-unlike-evergreen-conifers,C,присутствие — по современному ареалу (лесная зона умеренной Евразии),candidate,
fl_ts_rosa_majalis,flora.woody.shrub.rosa_majalis,шиповник майский (коричный),шиповник коричный; роза коричная,,Rosa majalis,,cinnamon rose,Rosaceae,shrub,deciduous,universal_category; presence only via tree_habitat_presence (region_novgorod_land),mesic;moist,"подлесок, поляны, кустарники; чаще всего заросли в поймах рек",light_demanding,5-7,8-9,,,розовые цветки | красные плоды,"{""winter"":[""leafless""],""spring"":[""leaf_out"",""flowering""],""summer"":[""in_leaf"",""flowering"",""fruit_ripe""],""autumn"":[""leaf_colouring_and_fall"",""fruit_ripe""]}",безлистный колючий куст с оставшимися красными плодами,,,аромат цветков,,серповидные шипы парами у листьев,food_fruit,"[{""use"":""food_fruit"",""part"":""плоды"",""quality"":""occasional"",""note"":""плоды богаты витамином C (современное знание; для 1230 — реконструкция C)"",""refs"":[""src:src_wiki_rosa_majalis""]}]",none,none,,prickly,"[{""hazard"":""prickly"",""note"":""шипы и игольчатые шипики"",""refs"":[""src:src_wiki_rosa_majalis""]}]",fruit_basket,,pf_field_margin:1;pf_floodplain_meadow:4;pf_forest_edge:2;pf_forest_track:2;pf_hunting_ground:2;pf_mixed_woodland:2;pf_riverbank:4,,src:src_wiki_rosa_majalis src:src_priroda_novgorod_climate wk:claim:final-nature-deciduous-trees-have-seasonal-leaf-state-unlike-evergreen-conifers,C,ареал от Скандинавии до Средней Сибири,candidate,
fl_ts_daphne_mezereum,flora.woody.shrub.daphne_mezereum,волчеягодник обыкновенный (волчье лыко),волчье лыко; волчья ягода; волчий перец; пухляк; плоховец,,Daphne mezereum,,mezereon,Thymelaeaceae,shrub,deciduous,universal_category; presence only via tree_habitat_presence (region_novgorod_land),mesic,подлесок темнохвойных и смешанных лесов,shade_tolerant,4-5,7-8,,yes,розовые душистые цветки прямо на голых ветвях | красные ягоды,"{""winter"":[""leafless""],""spring"":[""leaf_out"",""flowering""],""summer"":[""in_leaf"",""fruit_ripe""],""autumn"":[""leaf_colouring_and_fall""]}","невысокий (до 1,2 м) безлистный прутовидный кустик",,узкие тёмно-зелёные блестящие,душистые цветки ранней весной,,яркие красные ягоды на стебле,,[],none,none,,toxic_all_parts,"[{""hazard"":""toxic_all_parts"",""note"":""ядовиты все части, особенно ягоды; кора и сок вызывают покраснение и волдыри на коже"",""refs"":[""wk:claim:mezereon-poisonous-sap-all-parts"",""src:src_wiki_daphne_mezereum""]}]",,,pf_broadleaf_woodland:2;pf_conifer_woodland:2;pf_forest_track:2;pf_hunting_ground:2;pf_mixed_woodland:2,wk:claim:mezereon-poisonous-sap-all-parts,src:src_wiki_daphne_mezereum wk:claim:mezereon-poisonous-sap-all-parts src:src_priroda_novgorod_climate wk:claim:final-nature-deciduous-trees-have-seasonal-leaf-state-unlike-evergreen-conifers,B,волчье лыко в подлеске Новгородской обл. (src_nbcrs_novgorod_flora); WK approved hazard,candidate,
fl_ts_lonicera_xylosteum,flora.woody.shrub.lonicera_xylosteum,жимолость лесная (настоящая),волчьи ягоды,,Lonicera xylosteum,,fly honeysuckle,Caprifoliaceae,shrub,deciduous,universal_category; presence only via tree_habitat_presence (region_novgorod_land),mesic,"подлесок хвойных и смешанных лесов, заросли в оврагах и у рек",shade_tolerant,5-6,7,,,парные тёмно-красные ягоды к концу июля,"{""winter"":[""leafless""],""spring"":[""leaf_out"",""flowering""],""summer"":[""in_leaf"",""flowering"",""fruit_ripe""],""autumn"":[""leaf_colouring_and_fall""]}",безлистный куст с серой волокнистой корой,,,,,сросшиеся парами красные ягоды,timber_craft_small,"[{""use"":""timber_craft_small"",""part"":""древесина"",""quality"":""occasional"",""note"":""очень твёрдая желтоватая древесина для мелких поделок"",""refs"":[""src:src_wiki_lonicera_xylosteum""]}]",none,low,,berries_toxic,"[{""hazard"":""berries_toxic"",""note"":""ягоды ядовиты (ксилостеин)"",""refs"":[""src:src_wiki_lonicera_xylosteum""]}]",,,pf_broadleaf_woodland:4;pf_conifer_woodland:2;pf_forest_track:4;pf_hunting_ground:4;pf_mixed_woodland:4;pf_riverbank:1,,src:src_wiki_lonicera_xylosteum src:src_priroda_novgorod_climate wk:claim:final-nature-deciduous-trees-have-seasonal-leaf-state-unlike-evergreen-conifers,B,жимолость в подлеске Новгородской обл. (src_nbcrs_novgorod_flora); вид — по ареалу,candidate,
fl_ts_euonymus_verrucosus,flora.woody.shrub.euonymus_verrucosus,бересклет бородавчатый,,,Euonymus verrucosus,,warty spindle,Celastraceae,shrub,deciduous,universal_category; presence only via tree_habitat_presence (region_novgorod_land),mesic,"плодородные почвы широколиственных и смешанных лесов, теневынослив",shade_tolerant,5,8-9,,,с «мышиным» неприятным запахом | розовые коробочки с чёрными семенами в оранжево-красных присемянниках,"{""winter"":[""leafless""],""spring"":[""leaf_out"",""flowering""],""summer"":[""in_leaf"",""fruit_ripe""],""autumn"":[""leaf_colouring_and_fall"",""fruit_ripe""]}","безлистный куст, ветви в чёрных бородавках",ветви покрыты бородавочками,,цветки пахнут мышами,,яркие коробочки-«серёжки» осенью,timber_craft_small,"[{""use"":""timber_craft_small"",""part"":""древесина"",""quality"":""occasional"",""note"":""твёрдая плотная: челноки, спицы, гребни, шпильки; у Колчина 1 изделие"",""refs"":[""src:src_wiki_euonymus_verrucosus"",""src:src_kolchin_1968""]}]",none,low,,toxic_all_parts,"[{""hazard"":""toxic_all_parts"",""note"":""ядовиты все части; плоды вызывают рвоту, понос, судороги"",""refs"":[""src:src_wiki_euonymus_verrucosus""]}]",,1,pf_broadleaf_woodland:2;pf_forest_track:2;pf_hunting_ground:2;pf_mixed_woodland:1,,src:src_wiki_euonymus_verrucosus src:src_kolchin_1968 src:src_priroda_novgorod_climate wk:claim:final-nature-deciduous-trees-have-seasonal-leaf-state-unlike-evergreen-conifers,B,"Колчин: местная порода (вид рода не уточнён; E. verrucosus — единственный обычный вид северо-запада, по ареалу «от Пскова до Предуралья»)",candidate,
fl_ts_calluna_vulgaris,flora.woody.dwarf_shrub.calluna_vulgaris,вереск обыкновенный,,,Calluna vulgaris,,heather,Ericaceae,dwarf_shrub,evergreen_broadleaf,universal_category; presence only via tree_habitat_presence (region_novgorod_land),dry;waterlogged,"бескарбонатные пески; гари, торфяные болота, пустоши; сплошные заросли в редких сосняках",light_demanding,8-10,,,,"период цветения вида — с конца лета до осени; белые, розовые, лиловые (диапазон «с конца июля по ноябрь» в статье относится только к садовым сортам, не к дикому вереску)","{""winter"":[""evergreen"",""mostly_under_snow""],""spring"":[""evergreen""],""summer"":[""evergreen"",""flowering""],""autumn"":[""evergreen"",""flowering""]}","вечнозелёный; засохшие цветки держатся на веточках, «цветёт» под снегом",,мелкие чешуевидные листочки,,гул пчёл над цветущим вересковищем,лиловые ковры в конце лета,honey_plant;brooms_bedding_fodder,"[{""use"":""honey_plant"",""part"":""цветки"",""quality"":""primary"",""note"":""важнейший медонос северной и средней полосы (вересковый мёд)"",""refs"":[""src:src_wiki_calluna_vulgaris""]},{""use"":""brooms_bedding_fodder"",""part"":""побеги"",""quality"":""occasional"",""note"":""веники/метёлки, подстилка скоту в стойлах — подтверждено статьёй; корм овцам и краситель кож при окраске кож — практика Западной Европы по той же статье («в СССР вереск на корм почти не использовался, но в... Западной Европы... используется как пастбища для овец»), для Новгорода 1230 не подтверждено (аналогия); «кровля» в статье не найдена и убрана как неподтверждённая позиция"",""refs"":[""src:src_wiki_calluna_vulgaris""]}]",none,none,,,[],armful_cut,,pf_bog:4;pf_conifer_woodland:4;pf_forest_edge:2;pf_forest_track:4;pf_hunting_ground:4;pf_pasture:1,wk:claim:troitsky-bilberry-incidence-indicates-northern-heath-clearing-exploitation,wk:claim:troitsky-bilberry-incidence-indicates-northern-heath-clearing-exploitation src:src_wiki_calluna_vulgaris,C,присутствие — по современному ареалу; «верещатники» на полянах косвенно в WK (черника),candidate,
fl_ts_rhododendron_tomentosum,flora.woody.dwarf_shrub.rhododendron_tomentosum,багульник болотный,багно; багун душистый; болотная одурь; болотник,,Rhododendron tomentosum,Ledum palustre,marsh Labrador tea,Ericaceae,dwarf_shrub,evergreen_broadleaf,universal_category; presence only via tree_habitat_presence (region_novgorod_land),waterlogged,"моховые болота, торфяники, заболоченные хвойные леса",intermediate,5-7,7-8,,,"белые цветки с сильным, иногда одуряющим запахом","{""winter"":[""evergreen"",""mostly_under_snow""],""spring"":[""evergreen"",""flowering""],""summer"":[""evergreen"",""flowering"",""fruit_ripe""],""autumn"":[""evergreen""]}","вечнозелёный; кожистые узкие листья с завёрнутым краем, рыжий войлок снизу",,узкие кожистые листья с рыжим опушением снизу,"сильный дурманящий смолистый запах, особенно в цвету",,,,[],none,none,,toxic_and_intoxicating_smell,"[{""hazard"":""toxic_and_intoxicating_smell"",""note"":""ядовит для людей и животных; одуряющий запах"",""refs"":[""src:src_wiki_rhododendron_tomentosum""]}]",,,pf_bog:4;pf_conifer_woodland:2;pf_forest_track:2;pf_hunting_ground:4,,src:src_wiki_rhododendron_tomentosum,C,присутствие — по современному ареалу (болота лесной зоны),candidate,Историческое применение в 1230 г. не подтверждено — поле uses пусто намеренно.
fl_ts_chamaedaphne_calyculata,flora.woody.dwarf_shrub.chamaedaphne_calyculata,"хамедафна (болотный мирт, кассандра)",болотный мирт; кассандра,,Chamaedaphne calyculata,,leatherleaf,Ericaceae,dwarf_shrub,evergreen_broadleaf,universal_category; presence only via tree_habitat_presence (region_novgorod_land),waterlogged,сфагновые болота и заболоченные редколесья,light_demanding,5-7,,,,,"{""winter"":[""evergreen"",""mostly_under_snow""],""spring"":[""evergreen"",""flowering""],""summer"":[""evergreen"",""flowering""],""autumn"":[""evergreen""]}",вечнозелёный кустарничек; кожистые листья зимой красновато-бурые,,"кожистые листья, зимой красно-бурые",,,белые колокольчики в один ряд на веточке,,[],none,none,,toxic_andromedotoxin,"[{""hazard"":""toxic_andromedotoxin"",""note"":""андромедотоксин в листьях и побегах; отравления скота; мёд ядовит"",""refs"":[""src:src_wiki_chamaedaphne_calyculata""]}]",,,pf_bog:4;pf_hunting_ground:4,,src:src_wiki_chamaedaphne_calyculata,C,присутствие — по современному ареалу,candidate,"Это «мирт болотный» из брифа; восковник (Myrica gale) — отдельный вид, вынесен в gaps."
fl_ts_andromeda_polifolia,flora.woody.dwarf_shrub.andromeda_polifolia,подбел многолистный,болотник; дикий розмарин; пьяная трава,,Andromeda polifolia,,bog rosemary,Ericaceae,dwarf_shrub,evergreen_broadleaf,universal_category; presence only via tree_habitat_presence (region_novgorod_land),waterlogged,"верховые и переходные сфагновые болота, заболоченные сосняки",light_demanding,4-6,,,,конец апреля - начало июня; розовые кувшинчатые цветки,"{""winter"":[""evergreen"",""mostly_under_snow""],""spring"":[""evergreen"",""flowering""],""summer"":[""evergreen"",""flowering""],""autumn"":[""evergreen""]}","вечнозелёный низкий кустарничек во мху, под снегом",,"двуцветные: сверху тёмно-зелёные, снизу сизо-белые",,,,,[],none,none,,toxic_andromedotoxin,"[{""hazard"":""toxic_andromedotoxin"",""note"":""андромедотоксин: слезотечение, рвота, брадикардия, паралич"",""refs"":[""src:src_wiki_andromeda_polifolia""]}]",,,pf_bog:4;pf_conifer_woodland:1;pf_forest_track:1;pf_hunting_ground:4,,src:src_wiki_andromeda_polifolia,C,присутствие — по современному ареалу,candidate,
