source_id,title,authors,year,source_type,url,description,supports,region_scope,period_scope,trust_level,access_note,notes
SRC063,Перегородчатые эмали Древней Руси,Т.И. Макарова,1975,академическая монография,https://archaeolog.ru/el-bib/el-cat/el-books/el-books-1975/makarova-1975,эмаль; золото; церковно-элитные предметы; технология,эмаль; золото; церковно-элитные предметы; технология,Великий Новгород и Новгородская земля,"X–XIII вв. или более широкий диапазон, уточнён в записи",A–B / высокий,Публичная веб-страница/библиографическая карточка,
SRC064,Каменные саркофаги домонгольского времени в Юрьевом монастыре,,,официальное сообщение ИА РАН / археология,https://archaeolog.ru/press/articles/v-velikom-novgorode-naydeny-kamennye-sarkofagi-domongolskogo-vremeni,монастырский некрополь; каменная обработка; элитные погребения; соборный контекст,монастырский некрополь; каменная обработка; элитные погребения; соборный контекст,Великий Новгород и Новгородская земля,XII – начало XIII в.,A / очень высокий,Публичная веб-страница/библиографическая карточка,
SRC065,Древнейшее каменное гражданское здание Новгорода,,,официальное сообщение ИА РАН / архитектурная археология,https://archaeolog.ru/press/articles/drevneyshee-kamennoe-grazhdanskoe-zdanie-v-novgorode,каменное гражданское здание; нижний служебный этаж; верхнее расписное помещение; элита,каменное гражданское здание; нижний служебный этаж; верхнее расписное помещение; элита,Великий Новгород и Новгородская земля,конец XII – начало XIII в.,A / высокий,Публичная веб-страница/библиографическая карточка,
SRC066,Археологические исследования квартала 38 Великого Новгорода,,,официальное сообщение ИА РАН / городская археология,https://archaeolog.ru/press/articles/ob-arkheologicheskikh-issledovaniyakh-v-kvartale-38-velikogo-novgoroda,улицы; усадьбы; Немецкий двор; церкви; мощность культурного слоя,улицы; усадьбы; Немецкий двор; церкви; мощность культурного слоя,Великий Новгород и Новгородская земля,"X–XIII вв. или более широкий диапазон, уточнён в записи",A / высокий,Публичная веб-страница/библиографическая карточка,
SRC067,Десятинный раскоп в Великом Новгороде,,,официальное сообщение ИА РАН / городская археология,https://archaeolog.ru/press/articles/n167,городская топография; усадьбы; улицы; печати; предметный комплекс,городская топография; усадьбы; улицы; печати; предметный комплекс,Великий Новгород и Новгородская земля,"X–XIII вв. или более широкий диапазон, уточнён в записи",A / высокий,Публичная веб-страница/библиографическая карточка,
SRC068,К 70-летию находки первой берестяной грамоты,,,официальное сообщение ИА РАН / история археологии,https://archaeolog.ru/press/articles/k-70-letiyu-nakhodki-pervoy-berestyanoy-gramoty-v-novgorode,берестяные грамоты; Неревский раскоп; условия сохранности; писала,берестяные грамоты; Неревский раскоп; условия сохранности; писала,Великий Новгород и Новгородская земля,"X–XIII вв. или более широкий диапазон, уточнён в записи",A / высокий,Публичная веб-страница/библиографическая карточка,
SRC069,Археология Новгорода. Указатель литературы,,,официальная академическая библиография,https://archaeolog.ru/el-bib/el-cat/el-spravochnaya/el-biblio-i-bio/arh-novg,поиск первичных публикаций; библиография по всем категориям,поиск первичных публикаций; библиография по всем категориям,Великий Новгород и Новгородская земля,"X–XIII вв. или более широкий диапазон, уточнён в записи",A / справочный,Публичная веб-страница/библиографическая карточка,
SRC070,Археология Новгорода: слой за слоем,,,официальный академический обзор,https://archaeolog.ru/en/press/mass-media/sloy-za-sloem-o-chem-rasskazyvayut-raskopki-velikogo-novgoroda,дома; улицы; грамоты; монеты; печати; торговля; власть,дома; улицы; грамоты; монеты; печати; торговля; власть,Великий Новгород и Новгородская земля,"X–XIII вв. или более широкий диапазон, уточнён в записи",A–B / высокий,Публичная веб-страница/библиографическая карточка,
SRC071,Оборонительные сооружения Древнего Новгорода,,,официальная музейная экспозиция,https://novgorodmuseum.ru/visit/sobytiya/istoriya-novgorodskoj-kreposti-i-ee-garnizona.,крепость; гарнизон; оборонительные сооружения; хронологические изменения,крепость; гарнизон; оборонительные сооружения; хронологические изменения,Великий Новгород и Новгородская земля,"X–XIII вв. или более широкий диапазон, уточнён в записи",A–B / высокий,Публичная веб-страница/библиографическая карточка,Экспозиция охватывает много веков; кирпичные башни позднее 1230.
SRC072,Грамота №420: продажа бобровых шкур,,,первичный письменный источник,https://gramoty.ru/birchbark/document/show/novgorod/420/,меховой товар; бобровые шкуры; торговая партия,меховой товар; бобровые шкуры; торговая партия,Великий Новгород и Новгородская земля,1240–1260; близкая постдатировка,A / очень высокий,Публичная веб-страница/библиографическая карточка,
SRC073,Грамота №202 мальчика Онфима,,,первичный письменный источник / учебный текст и рисунок,https://gramoty.ru/birchbark/document/show/novgorod/202/,детская грамотность; рисунки; береста; учебная практика,детская грамотность; рисунки; береста; учебная практика,Великий Новгород и Новгородская земля,1240–1260; близкая постдатировка,A / очень высокий,Публичная веб-страница/библиографическая карточка,
SRC074,Грамота №112,,,первичный письменный источник,https://gramoty.ru/birchbark/document/show/novgorod/112/,суд; поездка в Новгород; деловая переписка,суд; поездка в Новгород; деловая переписка,Великий Новгород и Новгородская земля,1200–1220,A / очень высокий,Публичная веб-страница/библиографическая карточка,
SRC075,German Merchants in Novgorod: Hospitality and Hostility,,2022,рецензируемая академическая глава,https://link.springer.com/chapter/10.1007/978-3-030-98527-1_5,немецкие гости; торговля зерном и мукой; голод 1230–1231; дворы и отношения,немецкие гости; торговля зерном и мукой; голод 1230–1231; дворы и отношения,Великий Новгород и Новгородская земля,"X–XIII вв. или более широкий диапазон, уточнён в записи",A–B / высокий,Публичная веб-страница/библиографическая карточка,
SRC076,Весь и славяне на Белом озере. X–XIII вв.,Л.А. Голубева,1973,академическая монография / финно-угорский контекст,https://archaeolog.ru/el-bib/el-cat/el-books/el-books-1973,финно-угорские поселения; хозяйство; предметы; контакты с Русью,финно-угорские поселения; хозяйство; предметы; контакты с Русью,Белозерье; сравнительный контекст Новгородской земли,"X–XIII вв. или более широкий диапазон, уточнён в записи",A–B / высокий,Публичная веб-страница/библиографическая карточка,
SRC077,Навершие плети XI–XIII вв.,,,официальный онлайн-музей ИА РАН / сравнительный предмет,https://archaeolog.ru/online-museum/onlayn-vystavka-svideteli-proshlogo-iskusstvo-i-remeslo-v-arkheologicheskikh-nakhodkakh/navershie-pleti,плеть; конное снаряжение; костяная резьба; статус,плеть; конное снаряжение; костяная резьба; статус,Древняя Русь; не Новгород,"X–XIII вв. или более широкий диапазон, уточнён в записи",B / высокий как близкий древнерусский аналог,Публичная веб-страница/библиографическая карточка,
SRC078,Русская архитектура X–XIII вв.: каталог памятников,П.А. Раппопорт,1982,академический архитектурный свод,https://archaeolog.ru/el-bib/el-cat/el-series/svod-arch?show=references,каменные храмы; планы; датировки; конструктивные типы,каменные храмы; планы; датировки; конструктивные типы,Великий Новгород и Новгородская земля,"X–XIII вв. или более широкий диапазон, уточнён в записи",A–B / высокий,Публичная веб-страница/библиографическая карточка,
SRC079,Свод археологических источников: перечень выпусков,,,официальная академическая библиография,https://archaeolog.ru/el-bib/el-cat/el-series/svod-arch?show=references,"контроль библиографии оружия, доспеха, конского снаряжения, посуды и надписей","контроль библиографии оружия, доспеха, конского снаряжения, посуды и надписей",Великий Новгород и Новгородская земля,"X–XIII вв. или более широкий диапазон, уточнён в записи",A / справочный,Публичная веб-страница/библиографическая карточка,
SRC080,Поливная посуда: импорт и производство Древней Руси,Т.И. Макарова,1967,академический археологический свод,https://archaeolog.ru/el-bib/el-cat/el-series/svod-arch?show=references,поливная керамика; редкая столовая посуда; импорт и местное производство,поливная керамика; редкая столовая посуда; импорт и местное производство,Великий Новгород и Новгородская земля,"X–XIII вв. или более широкий диапазон, уточнён в записи",A–B / высокий,Публичная веб-страница/библиографическая карточка,
SRC081,Мир новгородской бересты,,,официальный музей / археология бересты,https://novgorodmuseum.ru/visit/sobytiya/mir-novgorodskoj-beresty,берестяные изделия; грамоты; бытовое использование бересты,берестяные изделия; грамоты; бытовое использование бересты,Великий Новгород и Новгородская земля,"X–XIII вв. или более широкий диапазон, уточнён в записи",A–B / высокий,Публичная веб-страница/библиографическая карточка,
SRC082,Колодец с деревянной и керамической посудой на Троицком раскопе,,,официальная университетская новость / археология,https://autodesk.novsu.ru/university/press/news/242503/,срубный колодец; деревянная посуда; керамические сосуды; вторичное использование как мусорная яма,срубный колодец; деревянная посуда; керамические сосуды; вторичное использование как мусорная яма,Великий Новгород и Новгородская земля,XI–XIII вв.; конструкция колодца и набор посуды,A / высокий,Публичная веб-страница/библиографическая карточка,
SRC083,Новгородский деревянный мост и Великий мост: летописно-археологический контекст,,,вспомогательная энциклопедическая карточка с источниками,https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%B8%D0%B9_%D0%BC%D0%BE%D1%81%D1%82_(%D0%9D%D0%BE%D0%B2%D0%B3%D0%BE%D1%80%D0%BE%D0%B4),упоминание ремонта 1133; публичная роль моста; свод ссылок на подводную археологию,упоминание ремонта 1133; публичная роль моста; свод ссылок на подводную археологию,Великий Новгород и Новгородская земля,"X–XIII вв. или более широкий диапазон, уточнён в записи",C / вспомогательный,Публичная веб-страница/библиографическая карточка,Не использовать без SRC013 и SRC031.
SRC084,Новгородская обувь и костяные коньки,,,официальный музей / археология,https://novgorodmuseum.ru/visit/sobytiya/legkoj-postupyu-po-mostovoj.-obuv-drevnego-novgoroda-x-xv-vv.,костяные коньки; ледоходы; шпоры; обувные мастерские; зимняя мобильность,костяные коньки; ледоходы; шпоры; обувные мастерские; зимняя мобильность,Великий Новгород и Новгородская земля,X–XV вв.; ранние типы выделять отдельно,A / высокий,Публичная веб-страница/библиографическая карточка,
SRC085,Эмаль средневековой золотой подвески из Новгорода,,,официальное сообщение ИА РАН / археометрия,https://archaeolog.ru/en/press/articles/emal-srednevekovoy-zolotoy-podveski-iz-novgoroda-byla-izgotovlena-iz-rimskoy-mozaiki,эмаль; золото; вторичное сырьё; элитная усадьба; византийская технология,эмаль; золото; вторичное сырьё; элитная усадьба; византийская технология,Великий Новгород и Новгородская земля,конец XII – начало XIII в.,A / высокий,Публичная веб-страница/библиографическая карточка,
SRC086,Третий сребреник Владимира Святославича из Великого Новгорода,,,официальное сообщение ИА РАН / нумизматика,https://archaeolog.ru/press/articles/tretiy-srebrenik-vladimira-svyatoslavicha-iz-velikogo-novgoroda,редкость ранних русских монет; контекст денежного обращения,редкость ранних русских монет; контекст денежного обращения,Великий Новгород и Новгородская земля,монеты X–XI вв.; используется как анти-паттерн против массовой монетной россыпи в 1230,A / высокий,Публичная веб-страница/библиографическая карточка,
SRC087,Новая печать Ярослава Мудрого из Великого Новгорода,,,официальное сообщение ИА РАН / сфрагистика,https://archaeolog.ru/press/articles/novaya-pechat-yaroslava-vladimirovicha-mudrogo-iz-velikogo-novgoroda,свинцовые печати; техника оттиска; княжеская администрация; иконография оружия,свинцовые печати; техника оттиска; княжеская администрация; иконография оружия,Великий Новгород и Новгородская земля,XI в.; сравнительная сфрагистика,A / высокий,Публичная веб-страница/библиографическая карточка,
SRC088,Редкая полумаска боевого шлема из Новгорода,,2026,официальный музей / археология оружия,https://novgorodmuseum.ru/o-muzee-zapovednike/novosti/v-velikom-novgorode-obnaruzhili-redkuyu-detal-boevogo-shlema-voennoj-ehlity-xiii%E2%80%93xiv-vekov,элитный шлем типа IV; полумаска; поздний XIII – начало XIV; ограничитель для 1230,элитный шлем типа IV; полумаска; поздний XIII – начало XIV; ограничитель для 1230,Великий Новгород и Новгородская земля,"X–XIII вв. или более широкий диапазон, уточнён в записи","A / высокий для находки, C–D для 1230",Публичная веб-страница/библиографическая карточка,Не использовать как массовый шлем 1230; в базе только сравнительный/спорный объект.
SRC089,Плотницкий конец средневекового Новгорода. Федоровский раскоп,Г.Е. Дубровин,2020,академическая монография / первичная публикация раскопа,https://archaeolog.ru/el-bib/el-cat/el-books/el-books-2020/dubrovin-2020,уличные настилы Славковой и Коржевой улиц; 8 усадеб; более 160 сооружений; более 6600 находок; ремесленные комплексы,уличные настилы Славковой и Коржевой улиц; 8 усадеб; более 160 сооружений; более 6600 находок; ремесленные комплексы,Великий Новгород и Новгородская земля,XI–XIV вв.; для базы использовать только датированные горизонты конца XII – первой половины XIII в.,A / очень высокий,Публичная веб-страница/библиографическая карточка,"Один из основных источников для планировки усадеб, улиц, построек и ремесленного наполнения."
SRC090,Шлем. Конец XII — начало XIII века. Инв. Ор-2,Музеи Московского Кремля,,официальный музейный каталог / сохранившийся предмет,https://collectiononline.kreml.ru/entity/OBJECT/32871,"элитный древнерусский шлем; железо и серебро; ковка, чеканка, золочение, серебрение; диаметр 19,5 см; музейная атрибуция Ярославу Всеволодовичу","элитный древнерусский шлем; железо и серебро; ковка, чеканка, золочение, серебрение; диаметр 19,5 см; музейная атрибуция Ярославу Всеволодовичу",Великий Новгород и Новгородская земля,конец XII — начало XIII века,A / очень высокий для предмета; B как сравнительный новгородский референс,Публичная веб-страница/библиографическая карточка,"Не является находкой из Великого Новгорода. Использовать только как редкий элитный сравнительный образец, связанный с новгородским князем."
SRC091,Берестяная грамота №7: сбор платежей и пушнины,Национальный исследовательский университет «Высшая школа экономики»; Институт славяноведения РАН,1200–1220,первичный письменный источник / берестяная грамота,https://gramoty.ru/birchbark/document/show/novgorod/7/,"Поручение, связанное со сбором платежей; упоминаются лисьи и бобровые меха.",сбор платежей; пушнина; поручения; деловая переписка,Великий Новгород,1200–1220,A / очень высокий,"Научная публикация текста, перевода и датировки",
SRC092,Берестяная грамота №76: наёмный работник,НБГ / gramoty.ru,1200–1220,первичный письменный источник / берестяная грамота,https://gramoty.ru/birchbark/document/show/novgorod/76/,"Деловое письмо, содержащее свидетельство наёмного работника и хозяйственных отношений.",наймит; наёмный труд; поручения,Великий Новгород,1200–1220,A / очень высокий,Научная публикация,
SRC093,"Берестяная грамота №108: товар, расчёт и цены",НБГ / gramoty.ru,1200–1220,первичный письменный источник / берестяная грамота,https://gramoty.ru/birchbark/document/show/novgorod/108/,Деловая запись о товарах и расчётах.,торговля; товарный учёт; цены; долговые отношения,Великий Новгород,1200–1220,A / очень высокий,Научная публикация,
SRC094,"Берестяная грамота №147: подвойский, рыба и платежи",НБГ / gramoty.ru,1220–1240,первичный письменный источник / берестяная грамота,https://gramoty.ru/birchbark/document/show/novgorod/147/,Упоминает подвойского и натурально-денежные хозяйственные обязательства.,подвойский; административная служба; рыба; дань/платежи,Великий Новгород,1220–1240,A / очень высокий,Научная публикация,
SRC095,Берестяная грамота №151: долговая запись,НБГ / gramoty.ru,1200–1220,первичный письменный источник / берестяная грамота,https://gramoty.ru/birchbark/document/show/novgorod/151/,Свидетельство долговых и расчётных отношений.,долг; кредитор; должник; писец; посыльный,Великий Новгород,1200–1220,A / очень высокий,Научная публикация,
SRC096,"Берестяная грамота №713: мех, ткань, торговцы и долги",НБГ / gramoty.ru,1200–1220,первичный письменный источник / берестяная грамота,https://gramoty.ru/birchbark/document/show/novgorod/713/,"Деловой текст о выдровых шкурах, цветной ткани, торговых и долговых операциях.",пушнина; ткань; купцы; долги; посредничество,Великий Новгород,1200–1220; стратиграфически первая половина XIII века,A / очень высокий,Научная публикация,
SRC097,Берестяная грамота №8: женщина в хозяйственно-денежной переписке,НБГ / gramoty.ru,1180–1200,первичный письменный источник / берестяная грамота,https://gramoty.ru/birchbark/document/show/novgorod/8/,Женщина участвует в переговорах о платеже и корове.,женщины; имущество; скот; расчёты; письмо,Великий Новгород,1180–1200; стратиграфически возможна первая четверть XIII века,A / очень высокий,Научная публикация,"Близкий сравнительный источник, не точная фиксация 1230 года."
SRC098,Берестяная грамота №153: поручение купить лосиную шкуру,НБГ / gramoty.ru,1180–1200,первичный письменный источник / берестяная грамота,https://gramoty.ru/birchbark/document/show/novgorod/153/,Поручение о покупке шкуры в Славенском конце.,покупка; кожа; охота; городской рынок; посыльный,Великий Новгород,1180–1200; стратиграфически возможна первая четверть XIII века,A / очень высокий,Научная публикация,"Близкий сравнительный источник, не точная фиксация 1230 года."
SRC099,Берестяная грамота №165: возвращение после продажи товара,НБГ / gramoty.ru,1180–1200,первичный письменный источник / берестяная грамота,https://gramoty.ru/birchbark/document/show/novgorod/165/,Сообщение о поездке и продаже товара.,купец; торговая поездка; товар; путешествие,Великий Новгород,1180–1200 (последняя четверть XII века),A / очень высокий,Научная публикация,"Близкий сравнительный источник, не точная фиксация 1230 года."
SRC100,Берестяная грамота №1029: домашний учёт и женщины,НБГ / gramoty.ru,1180–1200,первичный письменный источник / берестяная грамота,https://gramoty.ru/birchbark/document/show/novgorod/1029/,"Хозяйственно-счётная запись, важная для реконструкции домашней экономики и участия женщин.",женщины; домашний учёт; хозяйство; долги/имущество,Великий Новгород,1180–1200; внестратиграфически возможна первая четверть XIII века,A / очень высокий,Научная публикация,"Близкий сравнительный источник, не точная фиксация 1230 года."
SRC101,Новгородская первая летопись: голод 1230–1231 годов,Новгородская летописная традиция; электронная публикация,события 1230–1231,первичный письменный источник / летопись,https://litopys.org.ua/novglet/novg24.htm,"Летописное известие о неурожае, голоде, смертности, погребениях и организованной перевозке умерших.",голод 1230; цены; смертность; скудельница; церковная организация; перевозка умерших,Великий Новгород,1230–1231,A / очень высокий,Электронная публикация летописного текста,"Использовать как кризисный модификатор, а не постоянный образ каждого места."
SRC102,Русь в XIII веке: археология тёмного времени,"Институт археологии РАН, коллектив авторов",2020,академический сборник / археология,https://www.archaeolog.ru/ru/el-bib/el-cat/el-books/el-books-2020/rus-xiii-century,Свод современных исследований материальной культуры и общества Руси XIII века.,ремесло; строительство; поселения; военное дело; хозяйство; хронология,"Русь, с применением к Новгородской земле по контексту",XIII век,A / высокий,Официальная электронная библиотека ИА РАН,
