activity_id,name_ru,description_ru,profession_ids,role_ids,location_ids,held_item_ids,used_item_ids,environment_item_ids,consumed_item_ids,produced_item_ids,animal_ids,transport_ids,season_scope,weather_scope,time_of_day,duration_estimate,physical_intensity,pose_hint,previous_activity_ids,next_activity_ids,historical_confidence,source_ids,state_modifiers,prompt_hint
ACT00816,Сезонный полевой работник: подготовить поле и орудия,"Сезонный полевой работник проверяет упряжь, соху, борону, серпы или тару по сезону. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0164""]","[""ROL0010""]","[""AGR0005"",""AGR0042"",""ARC0018""]","[""AGR0023"",""AGR0024""]","[""AGR0023"",""AGR0024"",""AGR0025"",""AGR0020""]","[""ARC0018"",""AGR0005"",""AGR0042""]",[],[],"[""LIV0004"",""LIV0015""]","[""LTR0017"",""LTR0021""]","[""spring"",""summer"",""autumn"",""winter""]","[""rain_frost_and_soil_conditions""]","[""dawn"",""morning""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}",medium,standing_idle,[],"[""ACT00817""]",B,"[""SRC028"",""SRC044"",""SRC045"",""SRC046"",""SRC047"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Сезонный полевой работник; подготовить поле и орудия; pose standing_idle; held items AGR0023, AGR0024; location refs AGR0005, AGR0042; no fantasy, no later folk costume, no modern equipment."
ACT00817,Сезонный полевой работник: выполнить сезонную полевую работу,"Сезонный полевой работник пашет, сеет, боронит, косит или жнёт в зависимости от календаря. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0164""]","[""ROL0010""]","[""AGR0005"",""AGR0042"",""ARC0018""]","[""AGR0024"",""AGR0025""]","[""AGR0023"",""AGR0024"",""AGR0025"",""AGR0020""]","[""ARC0018"",""AGR0005"",""AGR0042""]",[],[],"[""LIV0004"",""LIV0015""]","[""LTR0017"",""LTR0021""]","[""spring"",""summer"",""autumn"",""winter""]","[""rain_frost_and_soil_conditions""]","[""morning"",""day""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}",heavy,digging,"[""ACT00816""]","[""ACT00818""]",B,"[""SRC028"",""SRC044"",""SRC045"",""SRC046"",""SRC047"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Сезонный полевой работник; выполнить сезонную полевую работу; pose digging; held items AGR0024, AGR0025; location refs AGR0005, AGR0042; no fantasy, no later folk costume, no modern equipment."
ACT00818,Сезонный полевой работник: собрать и связать результат,"Сезонный полевой работник формирует снопы, копны, корзины или мешки. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0164""]","[""ROL0010""]","[""AGR0005"",""AGR0042"",""ARC0018""]","[""AGR0025"",""AGR0020""]","[""AGR0023"",""AGR0024"",""AGR0025"",""AGR0020"",""AGR0027"",""AGR0039""]","[""ARC0018"",""AGR0005"",""AGR0042""]","[""FOD0051"",""FOD0022"",""FOD0050""]",[],"[""LIV0004"",""LIV0015""]","[""LTR0017"",""LTR0021""]","[""spring"",""summer"",""autumn"",""winter""]","[""rain_frost_and_soil_conditions""]","[""day""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}",heavy,reaping,"[""ACT00817""]","[""ACT00819""]",B,"[""SRC028"",""SRC044"",""SRC045"",""SRC046"",""SRC047"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Сезонный полевой работник; собрать и связать результат; pose reaping; held items AGR0025, AGR0020; location refs AGR0005, AGR0042; no fantasy, no later folk costume, no modern equipment."
ACT00819,Сезонный полевой работник: перевезти к току или хранилищу,"Сезонный полевой работник несёт или везёт урожай и сено. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0164""]","[""ROL0010""]","[""AGR0005"",""AGR0042"",""ARC0018""]","[""AGR0020"",""AGR0037""]","[""AGR0023"",""AGR0024"",""AGR0025"",""AGR0020"",""AGR0027"",""AGR0039""]","[""ARC0018"",""AGR0005"",""AGR0042""]",[],"[""FOD0051"",""FOD0022"",""FOD0050"",""AGR0039""]","[""LIV0004"",""LIV0015""]","[""LTR0017"",""LTR0021""]","[""spring"",""summer"",""autumn"",""winter""]","[""rain_frost_and_soil_conditions""]","[""day""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}",heavy,carrying,"[""ACT00818""]","[""ACT00820""]",B,"[""SRC028"",""SRC044"",""SRC045"",""SRC046"",""SRC047"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Сезонный полевой работник; перевезти к току или хранилищу; pose carrying; held items AGR0020, AGR0037; location refs AGR0005, AGR0042; no fantasy, no later folk costume, no modern equipment."
ACT00820,Сезонный полевой работник: обработать и убрать орудия,"Сезонный полевой работник молотит, веет, сортирует либо ремонтирует инструмент. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0164""]","[""ROL0010""]","[""AGR0005"",""AGR0042"",""ARC0018""]","[""AGR0037"",""AGR0012""]","[""AGR0023"",""AGR0024"",""AGR0025"",""AGR0020""]","[""ARC0018"",""AGR0005"",""AGR0042""]",[],[],"[""LIV0004"",""LIV0015""]","[""LTR0017"",""LTR0021""]","[""spring"",""summer"",""autumn"",""winter""]","[""rain_frost_and_soil_conditions""]","[""evening""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}",medium,hammering,"[""ACT00819""]",[],B,"[""SRC028"",""SRC044"",""SRC045"",""SRC046"",""SRC047"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Сезонный полевой работник; обработать и убрать орудия; pose hammering; held items AGR0037, AGR0012; location refs AGR0005, AGR0042; no fantasy, no later folk costume, no modern equipment."
ACT00821,Работник боярского или монастырского хозяйства: подготовить поле и орудия,"Работник боярского или монастырского хозяйства проверяет упряжь, соху, борону, серпы или тару по сезону. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0165""]",[],"[""AGR0005"",""AGR0042"",""ARC0018""]","[""AGR0023"",""AGR0024""]","[""AGR0023"",""AGR0024"",""AGR0025"",""AGR0020""]","[""ARC0018"",""AGR0005"",""AGR0042""]",[],[],"[""LIV0004"",""LIV0015""]","[""LTR0017"",""LTR0021""]","[""spring"",""summer"",""autumn"",""winter""]","[""rain_frost_and_soil_conditions""]","[""dawn"",""morning""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}",medium,standing_idle,[],"[""ACT00822""]",B,"[""SRC028"",""SRC044"",""SRC045"",""SRC046"",""SRC047"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Работник боярского или монастырского хозяйства; подготовить поле и орудия; pose standing_idle; held items AGR0023, AGR0024; location refs AGR0005, AGR0042; no fantasy, no later folk costume, no modern equipment."
ACT00822,Работник боярского или монастырского хозяйства: выполнить сезонную полевую работу,"Работник боярского или монастырского хозяйства пашет, сеет, боронит, косит или жнёт в зависимости от календаря. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0165""]",[],"[""AGR0005"",""AGR0042"",""ARC0018""]","[""AGR0024"",""AGR0025""]","[""AGR0023"",""AGR0024"",""AGR0025"",""AGR0020""]","[""ARC0018"",""AGR0005"",""AGR0042""]",[],[],"[""LIV0004"",""LIV0015""]","[""LTR0017"",""LTR0021""]","[""spring"",""summer"",""autumn"",""winter""]","[""rain_frost_and_soil_conditions""]","[""morning"",""day""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}",heavy,digging,"[""ACT00821""]","[""ACT00823""]",B,"[""SRC028"",""SRC044"",""SRC045"",""SRC046"",""SRC047"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Работник боярского или монастырского хозяйства; выполнить сезонную полевую работу; pose digging; held items AGR0024, AGR0025; location refs AGR0005, AGR0042; no fantasy, no later folk costume, no modern equipment."
ACT00823,Работник боярского или монастырского хозяйства: собрать и связать результат,"Работник боярского или монастырского хозяйства формирует снопы, копны, корзины или мешки. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0165""]",[],"[""AGR0005"",""AGR0042"",""ARC0018""]","[""AGR0025"",""AGR0020""]","[""AGR0023"",""AGR0024"",""AGR0025"",""AGR0020"",""AGR0027"",""AGR0039""]","[""ARC0018"",""AGR0005"",""AGR0042""]","[""FOD0051"",""FOD0022"",""FOD0050""]",[],"[""LIV0004"",""LIV0015""]","[""LTR0017"",""LTR0021""]","[""spring"",""summer"",""autumn"",""winter""]","[""rain_frost_and_soil_conditions""]","[""day""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}",heavy,reaping,"[""ACT00822""]","[""ACT00824""]",B,"[""SRC028"",""SRC044"",""SRC045"",""SRC046"",""SRC047"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Работник боярского или монастырского хозяйства; собрать и связать результат; pose reaping; held items AGR0025, AGR0020; location refs AGR0005, AGR0042; no fantasy, no later folk costume, no modern equipment."
ACT00824,Работник боярского или монастырского хозяйства: перевезти к току или хранилищу,"Работник боярского или монастырского хозяйства несёт или везёт урожай и сено. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0165""]",[],"[""AGR0005"",""AGR0042"",""ARC0018""]","[""AGR0020"",""AGR0037""]","[""AGR0023"",""AGR0024"",""AGR0025"",""AGR0020"",""AGR0027"",""AGR0039""]","[""ARC0018"",""AGR0005"",""AGR0042""]",[],"[""FOD0051"",""FOD0022"",""FOD0050"",""AGR0039""]","[""LIV0004"",""LIV0015""]","[""LTR0017"",""LTR0021""]","[""spring"",""summer"",""autumn"",""winter""]","[""rain_frost_and_soil_conditions""]","[""day""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}",heavy,carrying,"[""ACT00823""]","[""ACT00825""]",B,"[""SRC028"",""SRC044"",""SRC045"",""SRC046"",""SRC047"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Работник боярского или монастырского хозяйства; перевезти к току или хранилищу; pose carrying; held items AGR0020, AGR0037; location refs AGR0005, AGR0042; no fantasy, no later folk costume, no modern equipment."
ACT00825,Работник боярского или монастырского хозяйства: обработать и убрать орудия,"Работник боярского или монастырского хозяйства молотит, веет, сортирует либо ремонтирует инструмент. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0165""]",[],"[""AGR0005"",""AGR0042"",""ARC0018""]","[""AGR0037"",""AGR0012""]","[""AGR0023"",""AGR0024"",""AGR0025"",""AGR0020""]","[""ARC0018"",""AGR0005"",""AGR0042""]",[],[],"[""LIV0004"",""LIV0015""]","[""LTR0017"",""LTR0021""]","[""spring"",""summer"",""autumn"",""winter""]","[""rain_frost_and_soil_conditions""]","[""evening""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}",medium,hammering,"[""ACT00824""]",[],B,"[""SRC028"",""SRC044"",""SRC045"",""SRC046"",""SRC047"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Работник боярского или монастырского хозяйства; обработать и убрать орудия; pose hammering; held items AGR0037, AGR0012; location refs AGR0005, AGR0042; no fantasy, no later folk costume, no modern equipment."
ACT00826,Управляющий сельским хозяйством усадьбы: подготовить поле и орудия,"Управляющий сельским хозяйством усадьбы проверяет упряжь, соху, борону, серпы или тару по сезону. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0166""]","[""ROL0011""]","[""AGR0005"",""AGR0042"",""ARC0018""]","[""AGR0023"",""AGR0024""]","[""AGR0023"",""AGR0024"",""AGR0025"",""AGR0020""]","[""ARC0018"",""AGR0005"",""AGR0042""]",[],[],"[""LIV0004"",""LIV0015""]","[""LTR0017"",""LTR0021""]","[""spring"",""summer"",""autumn"",""winter""]","[""rain_frost_and_soil_conditions""]","[""dawn"",""morning""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}",medium,standing_idle,[],"[""ACT00827""]",C,"[""SRC028"",""SRC044"",""SRC045"",""SRC046"",""SRC047"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Управляющий сельским хозяйством усадьбы; подготовить поле и орудия; pose standing_idle; held items AGR0023, AGR0024; location refs AGR0005, AGR0042; no fantasy, no later folk costume, no modern equipment."
ACT00827,Управляющий сельским хозяйством усадьбы: выполнить сезонную полевую работу,"Управляющий сельским хозяйством усадьбы пашет, сеет, боронит, косит или жнёт в зависимости от календаря. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0166""]","[""ROL0011""]","[""AGR0005"",""AGR0042"",""ARC0018""]","[""AGR0024"",""AGR0025""]","[""AGR0023"",""AGR0024"",""AGR0025"",""AGR0020""]","[""ARC0018"",""AGR0005"",""AGR0042""]",[],[],"[""LIV0004"",""LIV0015""]","[""LTR0017"",""LTR0021""]","[""spring"",""summer"",""autumn"",""winter""]","[""rain_frost_and_soil_conditions""]","[""morning"",""day""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}",heavy,digging,"[""ACT00826""]","[""ACT00828""]",C,"[""SRC028"",""SRC044"",""SRC045"",""SRC046"",""SRC047"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Управляющий сельским хозяйством усадьбы; выполнить сезонную полевую работу; pose digging; held items AGR0024, AGR0025; location refs AGR0005, AGR0042; no fantasy, no later folk costume, no modern equipment."
ACT00828,Управляющий сельским хозяйством усадьбы: собрать и связать результат,"Управляющий сельским хозяйством усадьбы формирует снопы, копны, корзины или мешки. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0166""]","[""ROL0011""]","[""AGR0005"",""AGR0042"",""ARC0018""]","[""AGR0025"",""AGR0020""]","[""AGR0023"",""AGR0024"",""AGR0025"",""AGR0020"",""AGR0027"",""AGR0039""]","[""ARC0018"",""AGR0005"",""AGR0042""]",[],[],"[""LIV0004"",""LIV0015""]","[""LTR0017"",""LTR0021""]","[""spring"",""summer"",""autumn"",""winter""]","[""rain_frost_and_soil_conditions""]","[""day""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}",heavy,reaping,"[""ACT00827""]","[""ACT00829""]",C,"[""SRC028"",""SRC044"",""SRC045"",""SRC046"",""SRC047"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Управляющий сельским хозяйством усадьбы; собрать и связать результат; pose reaping; held items AGR0025, AGR0020; location refs AGR0005, AGR0042; no fantasy, no later folk costume, no modern equipment."
ACT00829,Управляющий сельским хозяйством усадьбы: перевезти к току или хранилищу,"Управляющий сельским хозяйством усадьбы несёт или везёт урожай и сено. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0166""]","[""ROL0011""]","[""AGR0005"",""AGR0042"",""ARC0018""]","[""AGR0020"",""AGR0037""]","[""AGR0023"",""AGR0024"",""AGR0025"",""AGR0020"",""AGR0027"",""AGR0039""]","[""ARC0018"",""AGR0005"",""AGR0042""]",[],[],"[""LIV0004"",""LIV0015""]","[""LTR0017"",""LTR0021""]","[""spring"",""summer"",""autumn"",""winter""]","[""rain_frost_and_soil_conditions""]","[""day""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}",heavy,carrying,"[""ACT00828""]","[""ACT00830""]",C,"[""SRC028"",""SRC044"",""SRC045"",""SRC046"",""SRC047"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Управляющий сельским хозяйством усадьбы; перевезти к току или хранилищу; pose carrying; held items AGR0020, AGR0037; location refs AGR0005, AGR0042; no fantasy, no later folk costume, no modern equipment."
ACT00830,Управляющий сельским хозяйством усадьбы: обработать и убрать орудия,"Управляющий сельским хозяйством усадьбы молотит, веет, сортирует либо ремонтирует инструмент. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0166""]","[""ROL0011""]","[""AGR0005"",""AGR0042"",""ARC0018""]","[""AGR0037"",""AGR0012""]","[""AGR0023"",""AGR0024"",""AGR0025"",""AGR0020""]","[""ARC0018"",""AGR0005"",""AGR0042""]",[],[],"[""LIV0004"",""LIV0015""]","[""LTR0017"",""LTR0021""]","[""spring"",""summer"",""autumn"",""winter""]","[""rain_frost_and_soil_conditions""]","[""evening""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}",medium,hammering,"[""ACT00829""]",[],C,"[""SRC028"",""SRC044"",""SRC045"",""SRC046"",""SRC047"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Управляющий сельским хозяйством усадьбы; обработать и убрать орудия; pose hammering; held items AGR0037, AGR0012; location refs AGR0005, AGR0042; no fantasy, no later folk costume, no modern equipment."
ACT00831,Землекоп и канавщик: подготовить поле и орудия,"Землекоп и канавщик проверяет упряжь, соху, борону, серпы или тару по сезону. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0167""]","[""ROL0012""]","[""AGR0005"",""AGR0042"",""ARC0018""]","[""AGR0023"",""AGR0024""]","[""AGR0023"",""AGR0024"",""AGR0025"",""AGR0020""]","[""ARC0018"",""AGR0005"",""AGR0042""]",[],[],"[""LIV0004"",""LIV0015""]","[""LTR0017"",""LTR0021""]","[""spring"",""summer"",""autumn"",""winter""]","[""rain_frost_and_soil_conditions""]","[""dawn"",""morning""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}",medium,standing_idle,[],"[""ACT00832""]",A,"[""SRC028"",""SRC044"",""SRC045"",""SRC046"",""SRC047"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Землекоп и канавщик; подготовить поле и орудия; pose standing_idle; held items AGR0023, AGR0024; location refs AGR0005, AGR0042; no fantasy, no later folk costume, no modern equipment."
ACT00832,Землекоп и канавщик: выполнить сезонную полевую работу,"Землекоп и канавщик пашет, сеет, боронит, косит или жнёт в зависимости от календаря. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0167""]","[""ROL0012""]","[""AGR0005"",""AGR0042"",""ARC0018""]","[""AGR0024"",""AGR0025""]","[""AGR0023"",""AGR0024"",""AGR0025"",""AGR0020""]","[""ARC0018"",""AGR0005"",""AGR0042""]",[],[],"[""LIV0004"",""LIV0015""]","[""LTR0017"",""LTR0021""]","[""spring"",""summer"",""autumn"",""winter""]","[""rain_frost_and_soil_conditions""]","[""morning"",""day""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}",heavy,digging,"[""ACT00831""]","[""ACT00833""]",A,"[""SRC028"",""SRC044"",""SRC045"",""SRC046"",""SRC047"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Землекоп и канавщик; выполнить сезонную полевую работу; pose digging; held items AGR0024, AGR0025; location refs AGR0005, AGR0042; no fantasy, no later folk costume, no modern equipment."
ACT00833,Землекоп и канавщик: собрать и связать результат,"Землекоп и канавщик формирует снопы, копны, корзины или мешки. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0167""]","[""ROL0012""]","[""AGR0005"",""AGR0042"",""ARC0018""]","[""AGR0025"",""AGR0020""]","[""AGR0023"",""AGR0024"",""AGR0025"",""AGR0020"",""AGR0027"",""AGR0039""]","[""ARC0018"",""AGR0005"",""AGR0042""]",[],[],"[""LIV0004"",""LIV0015""]","[""LTR0017"",""LTR0021""]","[""spring"",""summer"",""autumn"",""winter""]","[""rain_frost_and_soil_conditions""]","[""day""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}",heavy,reaping,"[""ACT00832""]","[""ACT00834""]",A,"[""SRC028"",""SRC044"",""SRC045"",""SRC046"",""SRC047"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Землекоп и канавщик; собрать и связать результат; pose reaping; held items AGR0025, AGR0020; location refs AGR0005, AGR0042; no fantasy, no later folk costume, no modern equipment."
ACT00834,Землекоп и канавщик: перевезти к току или хранилищу,"Землекоп и канавщик несёт или везёт урожай и сено. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0167""]","[""ROL0012""]","[""AGR0005"",""AGR0042"",""ARC0018""]","[""AGR0020"",""AGR0037""]","[""AGR0023"",""AGR0024"",""AGR0025"",""AGR0020"",""AGR0027"",""AGR0039""]","[""ARC0018"",""AGR0005"",""AGR0042""]",[],[],"[""LIV0004"",""LIV0015""]","[""LTR0017"",""LTR0021""]","[""spring"",""summer"",""autumn"",""winter""]","[""rain_frost_and_soil_conditions""]","[""day""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}",heavy,carrying,"[""ACT00833""]","[""ACT00835""]",A,"[""SRC028"",""SRC044"",""SRC045"",""SRC046"",""SRC047"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Землекоп и канавщик; перевезти к току или хранилищу; pose carrying; held items AGR0020, AGR0037; location refs AGR0005, AGR0042; no fantasy, no later folk costume, no modern equipment."
ACT00835,Землекоп и канавщик: обработать и убрать орудия,"Землекоп и канавщик молотит, веет, сортирует либо ремонтирует инструмент. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0167""]","[""ROL0012""]","[""AGR0005"",""AGR0042"",""ARC0018""]","[""AGR0037"",""AGR0012""]","[""AGR0023"",""AGR0024"",""AGR0025"",""AGR0020""]","[""ARC0018"",""AGR0005"",""AGR0042""]",[],[],"[""LIV0004"",""LIV0015""]","[""LTR0017"",""LTR0021""]","[""spring"",""summer"",""autumn"",""winter""]","[""rain_frost_and_soil_conditions""]","[""evening""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}",medium,hammering,"[""ACT00834""]",[],A,"[""SRC028"",""SRC044"",""SRC045"",""SRC046"",""SRC047"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Землекоп и канавщик; обработать и убрать орудия; pose hammering; held items AGR0037, AGR0012; location refs AGR0005, AGR0042; no fantasy, no later folk costume, no modern equipment."
ACT00836,Садовод при небольшом плодовом участке: подготовить поле и орудия,"Садовод при небольшом плодовом участке проверяет упряжь, соху, борону, серпы или тару по сезону. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0168""]",[],"[""AGR0005"",""AGR0042"",""ARC0018""]","[""AGR0023"",""AGR0024""]","[""AGR0023"",""AGR0024"",""AGR0025"",""AGR0020""]","[""ARC0018"",""AGR0005"",""AGR0042""]",[],[],"[""LIV0004"",""LIV0015""]","[""LTR0017"",""LTR0021""]","[""spring"",""summer"",""autumn"",""winter""]","[""rain_frost_and_soil_conditions""]","[""dawn"",""morning""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}",medium,standing_idle,[],"[""ACT00837""]",C,"[""SRC028"",""SRC044"",""SRC045"",""SRC046"",""SRC047"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Садовод при небольшом плодовом участке; подготовить поле и орудия; pose standing_idle; held items AGR0023, AGR0024; location refs AGR0005, AGR0042; no fantasy, no later folk costume, no modern equipment."
ACT00837,Садовод при небольшом плодовом участке: выполнить сезонную полевую работу,"Садовод при небольшом плодовом участке пашет, сеет, боронит, косит или жнёт в зависимости от календаря. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0168""]",[],"[""AGR0005"",""AGR0042"",""ARC0018""]","[""AGR0024"",""AGR0025""]","[""AGR0023"",""AGR0024"",""AGR0025"",""AGR0020""]","[""ARC0018"",""AGR0005"",""AGR0042""]",[],[],"[""LIV0004"",""LIV0015""]","[""LTR0017"",""LTR0021""]","[""spring"",""summer"",""autumn"",""winter""]","[""rain_frost_and_soil_conditions""]","[""morning"",""day""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}",heavy,digging,"[""ACT00836""]","[""ACT00838""]",C,"[""SRC028"",""SRC044"",""SRC045"",""SRC046"",""SRC047"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Садовод при небольшом плодовом участке; выполнить сезонную полевую работу; pose digging; held items AGR0024, AGR0025; location refs AGR0005, AGR0042; no fantasy, no later folk costume, no modern equipment."
ACT00838,Садовод при небольшом плодовом участке: собрать и связать результат,"Садовод при небольшом плодовом участке формирует снопы, копны, корзины или мешки. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0168""]",[],"[""AGR0005"",""AGR0042"",""ARC0018""]","[""AGR0025"",""AGR0020""]","[""AGR0023"",""AGR0024"",""AGR0025"",""AGR0020"",""AGR0027"",""AGR0039""]","[""ARC0018"",""AGR0005"",""AGR0042""]",[],[],"[""LIV0004"",""LIV0015""]","[""LTR0017"",""LTR0021""]","[""spring"",""summer"",""autumn"",""winter""]","[""rain_frost_and_soil_conditions""]","[""day""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}",heavy,reaping,"[""ACT00837""]","[""ACT00839""]",C,"[""SRC028"",""SRC044"",""SRC045"",""SRC046"",""SRC047"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Садовод при небольшом плодовом участке; собрать и связать результат; pose reaping; held items AGR0025, AGR0020; location refs AGR0005, AGR0042; no fantasy, no later folk costume, no modern equipment."
ACT00839,Садовод при небольшом плодовом участке: перевезти к току или хранилищу,"Садовод при небольшом плодовом участке несёт или везёт урожай и сено. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0168""]",[],"[""AGR0005"",""AGR0042"",""ARC0018""]","[""AGR0020"",""AGR0037""]","[""AGR0023"",""AGR0024"",""AGR0025"",""AGR0020"",""AGR0027"",""AGR0039""]","[""ARC0018"",""AGR0005"",""AGR0042""]",[],"[""FOD0040"",""FOD0041"",""FOD0044"",""FOD0045""]","[""LIV0004"",""LIV0015""]","[""LTR0017"",""LTR0021""]","[""spring"",""summer"",""autumn"",""winter""]","[""rain_frost_and_soil_conditions""]","[""day""]","{""min_minutes"":45,""max_minutes"":300,""basis"":""gameplay_estimate""}",heavy,carrying,"[""ACT00838""]","[""ACT00840""]",C,"[""SRC028"",""SRC044"",""SRC045"",""SRC046"",""SRC047"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Садовод при небольшом плодовом участке; перевезти к току или хранилищу; pose carrying; held items AGR0020, AGR0037; location refs AGR0005, AGR0042; no fantasy, no later folk costume, no modern equipment."
ACT00840,Садовод при небольшом плодовом участке: обработать и убрать орудия,"Садовод при небольшом плодовом участке молотит, веет, сортирует либо ремонтирует инструмент. Действие ограничено доступом, сезоном, физикой, навыком и committed-состоянием мира.","[""PRO0168""]",[],"[""AGR0005"",""AGR0042"",""ARC0018""]","[""AGR0037"",""AGR0012""]","[""AGR0023"",""AGR0024"",""AGR0025"",""AGR0020""]","[""ARC0018"",""AGR0005"",""AGR0042""]",[],[],"[""LIV0004"",""LIV0015""]","[""LTR0017"",""LTR0021""]","[""spring"",""summer"",""autumn"",""winter""]","[""rain_frost_and_soil_conditions""]","[""evening""]","{""min_minutes"":20,""max_minutes"":120,""basis"":""gameplay_estimate""}",medium,hammering,"[""ACT00839""]",[],C,"[""SRC028"",""SRC044"",""SRC045"",""SRC046"",""SRC047"",""SRC102""]","[""normal_1230"",""famine_1230""]","Novgorod around 1230; Садовод при небольшом плодовом участке; обработать и убрать орудия; pose hammering; held items AGR0037, AGR0012; location refs AGR0005, AGR0042; no fantasy, no later folk costume, no modern equipment."
