category_id,domain,facet,stable_code,parent_category_id,name_ru,name_en,region_id,origin,source_domain_file,status
fauna.bird.owl,fauna,taxon_group,fauna.bird.owl,fauna.bird,Совы,owl,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.owl.eagle_owl,fauna,taxon,fauna.bird.owl.eagle_owl,fauna.bird.owl,Филин,Eurasian eagle-owl,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.owl.great_grey_owl,fauna,taxon,fauna.bird.owl.great_grey_owl,fauna.bird.owl,Бородатая неясыть,Great grey owl,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.owl.long_eared_owl,fauna,taxon,fauna.bird.owl.long_eared_owl,fauna.bird.owl,Ушастая сова,Long-eared owl,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.owl.pygmy_owl,fauna,taxon,fauna.bird.owl.pygmy_owl,fauna.bird.owl,Воробьиный сыч,Eurasian pygmy owl,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.owl.short_eared_owl,fauna,taxon,fauna.bird.owl.short_eared_owl,fauna.bird.owl,Болотная сова,Short-eared owl,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.owl.tawny_owl,fauna,taxon,fauna.bird.owl.tawny_owl,fauna.bird.owl,Серая неясыть,Tawny owl,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.owl.tengmalms_owl,fauna,taxon,fauna.bird.owl.tengmalms_owl,fauna.bird.owl,Мохноногий сыч,Tengmalm's owl,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.owl.ural_owl,fauna,taxon,fauna.bird.owl.ural_owl,fauna.bird.owl,Длиннохвостая неясыть,Ural owl,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.pigeon,fauna,taxon_group,fauna.bird.pigeon,fauna.bird,Голуби,pigeon,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.pigeon.rock_dove,fauna,taxon,fauna.bird.pigeon.rock_dove,fauna.bird.pigeon,Сизый голубь,Rock dove (feral pigeon),,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.pigeon.stock_dove,fauna,taxon,fauna.bird.pigeon.stock_dove,fauna.bird.pigeon,Клинтух,Stock dove,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.pigeon.wood_pigeon,fauna,taxon,fauna.bird.pigeon.wood_pigeon,fauna.bird.pigeon,Вяхирь,Common wood pigeon,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.rail,fauna,taxon_group,fauna.bird.rail,fauna.bird,Пастушковые,rail,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.rail.coot,fauna,taxon,fauna.bird.rail.coot,fauna.bird.rail,Лысуха,Eurasian coot,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.rail.corncrake,fauna,taxon,fauna.bird.rail.corncrake,fauna.bird.rail,Коростель,Corn crake,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.rail.spotted_crake,fauna,taxon,fauna.bird.rail.spotted_crake,fauna.bird.rail,Погоныш,Spotted crake,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.raptor,fauna,taxon_group,fauna.bird.raptor,fauna.bird,Хищные птицы,raptor,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.raptor.black_kite,fauna,taxon,fauna.bird.raptor.black_kite,fauna.bird.raptor,Чёрный коршун,Black kite,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.raptor.common_buzzard,fauna,taxon,fauna.bird.raptor.common_buzzard,fauna.bird.raptor,Канюк,Common buzzard,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.raptor.golden_eagle,fauna,taxon,fauna.bird.raptor.golden_eagle,fauna.bird.raptor,Беркут,Golden eagle,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.raptor.goshawk,fauna,taxon,fauna.bird.raptor.goshawk,fauna.bird.raptor,Ястреб-тетеревятник,Northern goshawk,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.raptor.greater_spotted_eagle,fauna,taxon,fauna.bird.raptor.greater_spotted_eagle,fauna.bird.raptor,Большой подорлик,Greater spotted eagle,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.raptor.gyrfalcon,fauna,taxon,fauna.bird.raptor.gyrfalcon,fauna.bird.raptor,Кречет,Gyrfalcon,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.raptor.hen_harrier,fauna,taxon,fauna.bird.raptor.hen_harrier,fauna.bird.raptor,Полевой лунь,Hen harrier,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.raptor.hobby,fauna,taxon,fauna.bird.raptor.hobby,fauna.bird.raptor,Чеглок,Eurasian hobby,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.raptor.honey_buzzard,fauna,taxon,fauna.bird.raptor.honey_buzzard,fauna.bird.raptor,Осоед,European honey buzzard,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.raptor.kestrel,fauna,taxon,fauna.bird.raptor.kestrel,fauna.bird.raptor,Обыкновенная пустельга,Common kestrel,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.raptor.marsh_harrier,fauna,taxon,fauna.bird.raptor.marsh_harrier,fauna.bird.raptor,Болотный лунь,Western marsh harrier,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.raptor.merlin,fauna,taxon,fauna.bird.raptor.merlin,fauna.bird.raptor,Дербник,Merlin,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.raptor.osprey,fauna,taxon,fauna.bird.raptor.osprey,fauna.bird.raptor,Скопа,Osprey,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.raptor.peregrine,fauna,taxon,fauna.bird.raptor.peregrine,fauna.bird.raptor,Сапсан,Peregrine falcon,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.raptor.rough_legged_buzzard,fauna,taxon,fauna.bird.raptor.rough_legged_buzzard,fauna.bird.raptor,Зимняк,Rough-legged buzzard,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.raptor.sparrowhawk,fauna,taxon,fauna.bird.raptor.sparrowhawk,fauna.bird.raptor,Ястреб-перепелятник,Eurasian sparrowhawk,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.raptor.white_tailed_eagle,fauna,taxon,fauna.bird.raptor.white_tailed_eagle,fauna.bird.raptor,Орлан-белохвост,White-tailed eagle,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird,fauna,taxon_group,fauna.bird.songbird,fauna.bird,Воробьиные певчие,songbird,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.barn_swallow,fauna,taxon,fauna.bird.songbird.barn_swallow,fauna.bird.songbird,Деревенская ласточка,Barn swallow,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.blackbird,fauna,taxon,fauna.bird.songbird.blackbird,fauna.bird.songbird,Чёрный дрозд,Common blackbird,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.blackcap,fauna,taxon,fauna.bird.songbird.blackcap,fauna.bird.songbird,Черноголовая славка,Eurasian blackcap,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.blue_tit,fauna,taxon,fauna.bird.songbird.blue_tit,fauna.bird.songbird,Лазоревка,Eurasian blue tit,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.bluethroat,fauna,taxon,fauna.bird.songbird.bluethroat,fauna.bird.songbird,Варакушка,Bluethroat,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.brambling,fauna,taxon,fauna.bird.songbird.brambling,fauna.bird.songbird,Юрок,Brambling,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.bullfinch,fauna,taxon,fauna.bird.songbird.bullfinch,fauna.bird.songbird,Снегирь,Eurasian bullfinch,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.chaffinch,fauna,taxon,fauna.bird.songbird.chaffinch,fauna.bird.songbird,Зяблик,Common chaffinch,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.chiffchaff,fauna,taxon,fauna.bird.songbird.chiffchaff,fauna.bird.songbird,Пеночка-теньковка,Common chiffchaff,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.coal_tit,fauna,taxon,fauna.bird.songbird.coal_tit,fauna.bird.songbird,Московка,Coal tit,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.common_rosefinch,fauna,taxon,fauna.bird.songbird.common_rosefinch,fauna.bird.songbird,Обыкновенная чечевица,Common rosefinch,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.crested_tit,fauna,taxon,fauna.bird.songbird.crested_tit,fauna.bird.songbird,Хохлатая синица,Crested tit,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.fieldfare,fauna,taxon,fauna.bird.songbird.fieldfare,fauna.bird.songbird,Рябинник,Fieldfare,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.garden_warbler,fauna,taxon,fauna.bird.songbird.garden_warbler,fauna.bird.songbird,Садовая славка,Garden warbler,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.goldcrest,fauna,taxon,fauna.bird.songbird.goldcrest,fauna.bird.songbird,Желтоголовый королёк,Goldcrest,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.golden_oriole,fauna,taxon,fauna.bird.songbird.golden_oriole,fauna.bird.songbird,Иволга,Eurasian golden oriole,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.goldfinch,fauna,taxon,fauna.bird.songbird.goldfinch,fauna.bird.songbird,Щегол,European goldfinch,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.grasshopper_warbler,fauna,taxon,fauna.bird.songbird.grasshopper_warbler,fauna.bird.songbird,Обыкновенный сверчок,Common grasshopper warbler,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.great_grey_shrike,fauna,taxon,fauna.bird.songbird.great_grey_shrike,fauna.bird.songbird,Серый сорокопут,Great grey shrike,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.great_tit,fauna,taxon,fauna.bird.songbird.great_tit,fauna.bird.songbird,Большая синица,Great tit,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.house_martin,fauna,taxon,fauna.bird.songbird.house_martin,fauna.bird.songbird,Городская ласточка,Common house martin,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.house_sparrow,fauna,taxon,fauna.bird.songbird.house_sparrow,fauna.bird.songbird,Домовый воробей,House sparrow,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.linnet,fauna,taxon,fauna.bird.songbird.linnet,fauna.bird.songbird,Коноплянка,Common linnet,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.long_tailed_tit,fauna,taxon,fauna.bird.songbird.long_tailed_tit,fauna.bird.songbird,Ополовник,Long-tailed tit,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.mistle_thrush,fauna,taxon,fauna.bird.songbird.mistle_thrush,fauna.bird.songbird,Деряба,Mistle thrush,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.nuthatch,fauna,taxon,fauna.bird.songbird.nuthatch,fauna.bird.songbird,Обыкновенный поползень,Eurasian nuthatch,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.pine_grosbeak,fauna,taxon,fauna.bird.songbird.pine_grosbeak,fauna.bird.songbird,Щур,Pine grosbeak,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.red_backed_shrike,fauna,taxon,fauna.bird.songbird.red_backed_shrike,fauna.bird.songbird,Жулан,Red-backed shrike,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.red_crossbill,fauna,taxon,fauna.bird.songbird.red_crossbill,fauna.bird.songbird,Клёст-еловик,Red crossbill,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.redpoll,fauna,taxon,fauna.bird.songbird.redpoll,fauna.bird.songbird,Обыкновенная чечётка,Common redpoll,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.redstart,fauna,taxon,fauna.bird.songbird.redstart,fauna.bird.songbird,Горихвостка-лысушка,Common redstart,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.redwing,fauna,taxon,fauna.bird.songbird.redwing,fauna.bird.songbird,Белобровик,Redwing,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.reed_bunting,fauna,taxon,fauna.bird.songbird.reed_bunting,fauna.bird.songbird,Камышовая овсянка,Common reed bunting,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.robin,fauna,taxon,fauna.bird.songbird.robin,fauna.bird.songbird,Зарянка,European robin,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.sand_martin,fauna,taxon,fauna.bird.songbird.sand_martin,fauna.bird.songbird,Береговая ласточка,Sand martin,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.sedge_warbler,fauna,taxon,fauna.bird.songbird.sedge_warbler,fauna.bird.songbird,Камышевка-барсучок,Sedge warbler,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.siskin,fauna,taxon,fauna.bird.songbird.siskin,fauna.bird.songbird,Чиж,Eurasian siskin,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.skylark,fauna,taxon,fauna.bird.songbird.skylark,fauna.bird.songbird,Полевой жаворонок,Eurasian skylark,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.snow_bunting,fauna,taxon,fauna.bird.songbird.snow_bunting,fauna.bird.songbird,Пуночка,Snow bunting,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.song_thrush,fauna,taxon,fauna.bird.songbird.song_thrush,fauna.bird.songbird,Певчий дрозд,Song thrush,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.spotted_flycatcher,fauna,taxon,fauna.bird.songbird.spotted_flycatcher,fauna.bird.songbird,Серая мухоловка,Spotted flycatcher,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.starling,fauna,taxon,fauna.bird.songbird.starling,fauna.bird.songbird,Обыкновенный скворец,Common starling,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.thrush_nightingale,fauna,taxon,fauna.bird.songbird.thrush_nightingale,fauna.bird.songbird,Соловей,Thrush nightingale,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.tree_pipit,fauna,taxon,fauna.bird.songbird.tree_pipit,fauna.bird.songbird,Лесной конёк,Tree pipit,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.tree_sparrow,fauna,taxon,fauna.bird.songbird.tree_sparrow,fauna.bird.songbird,Полевой воробей,Eurasian tree sparrow,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.treecreeper,fauna,taxon,fauna.bird.songbird.treecreeper,fauna.bird.songbird,Обыкновенная пищуха,Eurasian treecreeper,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.waxwing,fauna,taxon,fauna.bird.songbird.waxwing,fauna.bird.songbird,Свиристель,Bohemian waxwing,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.whinchat,fauna,taxon,fauna.bird.songbird.whinchat,fauna.bird.songbird,Луговой чекан,Whinchat,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.white_wagtail,fauna,taxon,fauna.bird.songbird.white_wagtail,fauna.bird.songbird,Белая трясогузка,White wagtail,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.whitethroat,fauna,taxon,fauna.bird.songbird.whitethroat,fauna.bird.songbird,Серая славка,Common whitethroat,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.willow_tit,fauna,taxon,fauna.bird.songbird.willow_tit,fauna.bird.songbird,Пухляк,Willow tit,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.willow_warbler,fauna,taxon,fauna.bird.songbird.willow_warbler,fauna.bird.songbird,Пеночка-весничка,Willow warbler,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.wood_warbler,fauna,taxon,fauna.bird.songbird.wood_warbler,fauna.bird.songbird,Пеночка-трещотка,Wood warbler,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.woodlark,fauna,taxon,fauna.bird.songbird.woodlark,fauna.bird.songbird,Лесной жаворонок,Woodlark,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.wren,fauna,taxon,fauna.bird.songbird.wren,fauna.bird.songbird,Крапивник,Eurasian wren,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.yellow_wagtail,fauna,taxon,fauna.bird.songbird.yellow_wagtail,fauna.bird.songbird,Жёлтая трясогузка,Western yellow wagtail,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.songbird.yellowhammer,fauna,taxon,fauna.bird.songbird.yellowhammer,fauna.bird.songbird,Обыкновенная овсянка,Yellowhammer,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.wader,fauna,taxon_group,fauna.bird.wader,fauna.bird,Кулики,wader,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.wader.black_tailed_godwit,fauna,taxon,fauna.bird.wader.black_tailed_godwit,fauna.bird.wader,Большой веретенник,Black-tailed godwit,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.wader.common_sandpiper,fauna,taxon,fauna.bird.wader.common_sandpiper,fauna.bird.wader,Перевозчик,Common sandpiper,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.wader.curlew,fauna,taxon,fauna.bird.wader.curlew,fauna.bird.wader,Большой кроншнеп,Eurasian curlew,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.wader.great_snipe,fauna,taxon,fauna.bird.wader.great_snipe,fauna.bird.wader,Дупель,Great snipe,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.wader.lapwing,fauna,taxon,fauna.bird.wader.lapwing,fauna.bird.wader,Чибис,Northern lapwing,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.wader.little_ringed_plover,fauna,taxon,fauna.bird.wader.little_ringed_plover,fauna.bird.wader,Малый зуёк,Little ringed plover,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
fauna.bird.wader.redshank,fauna,taxon,fauna.bird.wader.redshank,fauna.bird.wader,Травник,Common redshank,,game_base_v1:fauna-mammals-birds,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/fauna_categories.csv,candidate
