node_ref,node_level,parent_node_ref,region_id,pf_id,pf_secondary,landscape_template_id,land_use_template_id,place_template_id,water_body_template_id,landscape_regional_link_ids,water_regional_link_ids,authoring_axes,scene_template_refs,binding_basis,binding_status,gaps,source_refs,source_status,confidence,status
cg5v3__gn_nov_g4_xp017_yp026_r2_driftwood_bar_dry_cap@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_driftwood_bar@1,region_novgorod_land,pf_riverbank,pf_fishing_camp;pf_forest_edge,lt_low_alluvial_riverbank,,,wb_river_channel,rlt_novgorod_low_alluvial_riverbank,rwbt_novgorod_river_channel,inherited from parent: landscape=shoal; land_use=low_intensity_natural_use; function=driftwood_bar; g5_suffix=dry_cap,stfv3__g5_shelter_rest_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule1_keyword(dry_cap); scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_driftwood_bar].template_refs,bound,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_driftwood_bar_dry_cap;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_driftwood_bar;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_driftwood_bar_shallow_pool@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_driftwood_bar@1,region_novgorod_land,pf_riverbank,pf_hunting_ground;pf_mixed_woodland,lt_low_alluvial_riverbank,,,wb_river_channel,rlt_novgorod_low_alluvial_riverbank,rwbt_novgorod_river_channel,inherited from parent: landscape=shoal; land_use=low_intensity_natural_use; function=driftwood_bar; g5_suffix=shallow_pool,stfv3__g5_resource_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule1_keyword(shallow_pool); scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_driftwood_bar].template_refs,bound,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_driftwood_bar_shallow_pool;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_driftwood_bar;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_driftwood_bar_upstream_edge@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_driftwood_bar@1,region_novgorod_land,pf_riverbank,pf_reality_batch_01_open_conditions,lt_low_alluvial_riverbank,,,wb_river_channel,rlt_novgorod_low_alluvial_riverbank,rwbt_novgorod_river_channel,inherited from parent: landscape=shoal; land_use=low_intensity_natural_use; function=driftwood_bar; g5_suffix=upstream_edge,stfv3__g5_general_hazard_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule4_inherit_parent; scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_driftwood_bar].template_refs,bound_inherited,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_driftwood_bar_upstream_edge;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_driftwood_bar;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_dry_island_ridge_camp_candidate@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_dry_island_ridge@1,region_novgorod_land,pf_floodplain_meadow,pf_fishing_camp;pf_forest_edge,lt_gentle_hills,,,wb_river_channel,rlt_novgorod_gentle_hills,rwbt_novgorod_river_channel,inherited from parent: landscape=floodplain; land_use=low_intensity_natural_use; function=island_ridge; g5_suffix=camp_candidate,stfv3__g5_shelter_rest_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule4_inherit_parent; scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_dry_island_ridge].template_refs,bound_inherited,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_dry_island_ridge_camp_candidate;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_dry_island_ridge;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_dry_island_ridge_downstream_exit@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_dry_island_ridge@1,region_novgorod_land,pf_riverbank,pf_road;pf_forest_track,lt_gentle_hills,,,wb_river_channel,rlt_novgorod_gentle_hills,rwbt_novgorod_river_channel,inherited from parent: landscape=floodplain; land_use=low_intensity_natural_use; function=island_ridge; g5_suffix=downstream_exit,stfv3__g5_route_approach_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule3_scene_in_composes; scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_dry_island_ridge].template_refs,bound,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_dry_island_ridge_downstream_exit;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_dry_island_ridge;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_dry_island_ridge_forest_edge@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_dry_island_ridge@1,region_novgorod_land,pf_forest_edge,pf_hunting_ground;pf_mixed_woodland;pf_riverbank,lt_gentle_hills,,,wb_river_channel,rlt_novgorod_gentle_hills,rwbt_novgorod_river_channel,inherited from parent: landscape=floodplain; land_use=low_intensity_natural_use; function=island_ridge; g5_suffix=forest_edge,stfv3__g5_resource_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule1_keyword(forest_edge); scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_dry_island_ridge].template_refs,bound,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_dry_island_ridge_forest_edge;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_dry_island_ridge;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_dry_island_ridge_landing@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_dry_island_ridge@1,region_novgorod_land,pf_ferry_landing,pf_riverbank;pf_river_wharf,lt_gentle_hills,,,wb_river_channel,rlt_novgorod_gentle_hills,rwbt_novgorod_river_channel,inherited from parent: landscape=floodplain; land_use=low_intensity_natural_use; function=island_ridge; g5_suffix=landing,stfv3__g5_landing_transition_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule1_keyword(_landing); scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_dry_island_ridge].template_refs,bound,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_dry_island_ridge_landing;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_dry_island_ridge;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_dry_island_ridge_ridge_crest@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_dry_island_ridge@1,region_novgorod_land,pf_road,pf_forest_track;pf_village_lane,lt_gentle_hills,,,wb_river_channel,rlt_novgorod_gentle_hills,rwbt_novgorod_river_channel,inherited from parent: landscape=floodplain; land_use=low_intensity_natural_use; function=island_ridge; g5_suffix=ridge_crest,stfv3__g5_dry_route_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule1_keyword(ridge_crest); scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_dry_island_ridge].template_refs,bound,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_dry_island_ridge_ridge_crest;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_dry_island_ridge;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_dry_island_ridge_wet_hollow@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_dry_island_ridge@1,region_novgorod_land,pf_floodplain_meadow,pf_reality_batch_01_open_conditions,lt_gentle_hills,,,wb_river_channel,rlt_novgorod_gentle_hills,rwbt_novgorod_river_channel,inherited from parent: landscape=floodplain; land_use=low_intensity_natural_use; function=island_ridge; g5_suffix=wet_hollow,stfv3__g5_general_hazard_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule1_keyword(wet_hollow); scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_dry_island_ridge].template_refs,bound,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_dry_island_ridge_wet_hollow;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_dry_island_ridge;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_dry_pine_ridge_north_descent@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_dry_pine_ridge@1,region_novgorod_land,pf_forest_track,pf_road;pf_riverbank,lt_temperate_coniferous_forest,,,,rlt_novgorod_temperate_coniferous_forest,,inherited from parent: landscape=forest; land_use=forest_resource_use; function=pine_ridge; g5_suffix=north_descent,stfv3__g5_route_approach_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule3_scene_in_composes; scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_dry_pine_ridge].template_refs,bound,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_dry_pine_ridge_north_descent;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_dry_pine_ridge;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_dry_pine_ridge_pine_stand@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_dry_pine_ridge@1,region_novgorod_land,pf_conifer_woodland,pf_hunting_ground;pf_mixed_woodland;pf_riverbank,lt_temperate_coniferous_forest,,,,rlt_novgorod_temperate_coniferous_forest,,inherited from parent: landscape=forest; land_use=forest_resource_use; function=pine_ridge; g5_suffix=pine_stand,stfv3__g5_resource_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule1_keyword(pine_stand); scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_dry_pine_ridge].template_refs,bound,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_dry_pine_ridge_pine_stand;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_dry_pine_ridge;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_dry_pine_ridge_ridge_top@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_dry_pine_ridge@1,region_novgorod_land,pf_road,pf_forest_track;pf_village_lane,lt_temperate_coniferous_forest,,,,rlt_novgorod_temperate_coniferous_forest,,inherited from parent: landscape=forest; land_use=forest_resource_use; function=pine_ridge; g5_suffix=ridge_top,stfv3__g5_dry_route_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule1_keyword(ridge_top); scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_dry_pine_ridge].template_refs,bound,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_dry_pine_ridge_ridge_top;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_dry_pine_ridge;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_dry_pine_ridge_sandy_hollow@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_dry_pine_ridge@1,region_novgorod_land,pf_conifer_woodland,pf_fishing_camp;pf_forest_edge,lt_temperate_coniferous_forest,,,,rlt_novgorod_temperate_coniferous_forest,,inherited from parent: landscape=forest; land_use=forest_resource_use; function=pine_ridge; g5_suffix=sandy_hollow,stfv3__g5_shelter_rest_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule4_inherit_parent; scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_dry_pine_ridge].template_refs,bound_inherited,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_dry_pine_ridge_sandy_hollow;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_dry_pine_ridge;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_dry_pine_ridge_south_approach@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_dry_pine_ridge@1,region_novgorod_land,pf_forest_track,pf_road;pf_riverbank,lt_temperate_coniferous_forest,,,,rlt_novgorod_temperate_coniferous_forest,,inherited from parent: landscape=forest; land_use=forest_resource_use; function=pine_ridge; g5_suffix=south_approach,stfv3__g5_route_approach_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule3_scene_in_composes; scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_dry_pine_ridge].template_refs,bound,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_dry_pine_ridge_south_approach;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_dry_pine_ridge;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_dry_pine_ridge_view_gap@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_dry_pine_ridge@1,region_novgorod_land,pf_conifer_woodland,pf_riverbank;pf_forest_edge,lt_temperate_coniferous_forest,,,,rlt_novgorod_temperate_coniferous_forest,,inherited from parent: landscape=forest; land_use=forest_resource_use; function=pine_ridge; g5_suffix=view_gap,stfv3__g5_observation_orientation_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule4_inherit_parent; scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_dry_pine_ridge].template_refs,bound_inherited,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_dry_pine_ridge_view_gap;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_dry_pine_ridge;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_east_flood_bypass_entrance@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass@1,region_novgorod_land,pf_riverbank,pf_road;pf_forest_track,lt_low_alluvial_riverbank,,,wb_river_channel,rlt_novgorod_low_alluvial_riverbank,rwbt_novgorod_river_channel,inherited from parent: landscape=river_channel; land_use=waterway_access; function=side_channel; g5_suffix=entrance,stfv3__g5_route_approach_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule3_scene_in_composes; scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass].template_refs,bound,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_east_flood_bypass_entrance;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_east_flood_bypass;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_east_flood_bypass_exit@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass@1,region_novgorod_land,pf_riverbank,pf_road;pf_forest_track,lt_low_alluvial_riverbank,,,wb_river_channel,rlt_novgorod_low_alluvial_riverbank,rwbt_novgorod_river_channel,inherited from parent: landscape=river_channel; land_use=waterway_access; function=side_channel; g5_suffix=exit,stfv3__g5_route_approach_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule3_scene_in_composes; scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_east_flood_bypass].template_refs,bound,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_east_flood_bypass_exit;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_east_flood_bypass;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
