it_id,name_ru,name_en,category_id,category_status,category_scope,region_permission,subcategory,item_group,material,technique,size_band,mass_rule,mass_g_nominal,mass_basis,quantity_unit,condition_states,condition_vocab_ref,perceptual_cues,functions,typical_owner_roles,value_band,carry_form,mark_slots,identifying_text_slot,v5_item_template_ref,v5_container_template_ref,master_refs,wk_refs,attestation,source_refs,confidence,status,note
it_hh_glazed_bowl_import,Привозная поливная чаша,imported glazed bowl,cat_item_object_glazed_bowl_import_v1,proposed_new,universal,region_novgorod_land,ceramic_import,HH_TABLEWARE,clay;glaze,wheel_thrown;glazed,small,band:small [50-250 g per piece]; nominal 180 g,180,analog v5:item_tpl_nov_wooden_cup_v1 (src_gameplay_physical_policy_v3),piece,whole;chipped;cracked;repaired_laced;sooted;handle_broken;broken_to_sherds,cond_clay,"цвет: натуральные материалы и цвет товаров | устройство: гончарный сосуд с поливой и обжигом | следы: пломбы, перевязи, грязь, следы складирования | размер по источнику: по чаше",drinking;display,elite;trader,costly,not_carried,orn;rep;wear;dmg,none,,,n1230:material_item:trd0050;n1230:material_item:frn0007;n1230:material_item:frn0019,claim:population-glass-fracture,"master TRD0050 (B): Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв. ; linked master rows 3, confidence set A/B ; WK approved claims: 1",master:n1230:material_item:trd0050;master:n1230:material_item:frn0007;master:n1230:material_item:frn0019;wk:claim:population-glass-fracture;src:SRC052;src:SRC080;src:SRC009;src:SRC027;src:SRC028;src:SRC049;src:SRC053;src:SRC089;src:SRC024;src:SRC048;src:SRC050;src:SRC051,B,candidate,
it_hh_cauldron,Металлический котёл с дужкой,metal cauldron with bail,cat_item_object_metal_cauldron_v1,existing_v5_draft,universal,region_novgorod_land,metal_kitchen,HH_COOKWARE,iron;copper_alloy,hammered_sheet;riveted,medium,band:medium [1000-5000 g per piece]; nominal 5000 g,5000,v5:item_tpl_nov_metal_cauldron_v1.mass_grams_per_unit (src_gameplay_physical_policy_v3),piece,serviceable;dull;rusted;bent;cracked;broken;repaired,cond_iron,"цвет: серо-коричневая керамика, дерево, тёмный металл | устройство: клепка листов или ковка; приклепанные ушки дужки | следы: сколы, копоть, следы пищи, обручи и починки",cooking;boiling;brewing,household_member,valued,not_carried,mk;rep;wear;dmg,none,item_tpl_nov_metal_cauldron_v1,,n1230:material_item:pot0027;n1230:material_item:pot0026,claim:population-material-iron-rust,"master POT0027 (B): Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв. ; linked master rows 2, confidence set B/C ; v5 item_tpl_nov_metal_cauldron_v1: 4 source bindings (comparative_period) ; WK approved claims: 1",master:n1230:material_item:pot0027;master:n1230:material_item:pot0026;v5:item_tpl_nov_metal_cauldron_v1;wk:claim:population-material-iron-rust;src:SRC032;src:SRC024;src:SRC005;src:SRC008;src:SRC080,B,candidate,
it_hh_frying_pan,Железная сковорода,iron frying pan,cat_item_object_frying_pan_v1,proposed_new,universal,region_novgorod_land,metal_kitchen,HH_COOKWARE,iron,forged,hand,band:hand [250-1000 g per piece]; nominal 500 g,500,band default hand,piece,serviceable;dull;rusted;bent;cracked;broken;repaired,cond_iron,"цвет: серо-коричневая керамика, дерево, тёмный металл | устройство: кованая пластина с ручкой | следы: сколы, копоть, следы пищи, обручи и починки",frying;baking,woman_of_household,ordinary,not_carried,rep;wear;dmg,none,,,n1230:material_item:pot0011,claim:fuel-iron-pan-lifter-use,"master POT0011 (C): Осторожная реконструкция: функция или наличие вероятны, но конкретная форма/конструкция для Новгорода около 1230 не закреплена полностью. ; WK approved claims: 1",master:n1230:material_item:pot0011;wk:claim:fuel-iron-pan-lifter-use;src:SRC032;src:SRC024;src:SRC005;src:SRC008;src:SRC080,B,candidate,WK claim fuel-iron-pan-lifter-use (Колчин) прямо называет железную сковороду; master POT0011 = C.
it_hh_pan_lifter,Железный чапельник,iron pan lifter,cat_item_object_pan_lifter_v1,proposed_new,universal,region_novgorod_land,hearth_tools,HH_HEARTH_TOOLS,iron;wood,forged;wooden_haft,hand,band:hand [250-1000 g per piece]; nominal 500 g,500,band default hand,piece,serviceable;dull;rusted;bent;cracked;broken;repaired,cond_iron,,lifting_pan_into_oven,woman_of_household,ordinary,not_carried,rep;wear;dmg,none,,,,claim:fuel-iron-pan-lifter-form;claim:fuel-iron-pan-lifter-use,WK approved claims: 2,wk:claim:fuel-iron-pan-lifter-form;wk:claim:fuel-iron-pan-lifter-use;src:SRC032,B,candidate,Нет строки master; основание — WK (Колчин).
it_hh_kitchen_knife,Кухонный железный нож,iron kitchen knife,cat_item_object_utility_knife_v1,existing_v5_draft,universal,region_novgorod_land,knives,HH_COOKWARE,iron;steel_edge;wood,forged;wooden_haft,hand,band:hand [250-1000 g per piece]; nominal 400 g,400,v5:item_tpl_nov_utility_knife_v1.mass_grams_per_unit (src_gameplay_physical_policy_v3),piece,serviceable;dull;rusted;bent;cracked;broken;repaired,cond_iron,"цвет: серо-коричневая керамика, дерево, тёмный металл | устройство: кованый клинок с хвостовиком в рукояти | следы: сколы, копоть, следы пищи, обручи и починки",cutting;butchering,woman_of_household;household_member,ordinary,not_carried,own;mk;rep;wear;dmg,none,item_tpl_nov_utility_knife_v1,,n1230:material_item:pot0028;n1230:material_item:hou0013,claim:stone-whetstone-edge-maintenance,"master POT0028 (A): Прямое новгородское археологическое, архитектурное или письменное подтверждение в подходящем диапазоне; форму всё равно сверять с конкретным опубликованным экз… ; linked master rows 2, confidence set A ; v5 item_tpl_nov_utility_knife_v1: 4 source bindings (comparative_period) ; WK approved claims: 1",master:n1230:material_item:pot0028;master:n1230:material_item:hou0013;v5:item_tpl_nov_utility_knife_v1;wk:claim:stone-whetstone-edge-maintenance;src:SRC032;src:SRC104;src:SRC024;src:SRC005;src:SRC008;src:SRC080;src:SRC001;src:SRC006;src:SRC061;src:SRC089,A,candidate,
it_hh_mortar,Деревянная ступа,wooden mortar,cat_item_object_mortar_v1,existing_v5_draft,universal,region_novgorod_land,food_processing,HH_FOODPROC,wood,carved,medium,band:medium [1000-5000 g per piece]; nominal 1500 g,1500,v5:item_tpl_nov_mortar_v1.mass_grams_per_unit (src_gameplay_physical_policy_v3),piece,new;serviceable;worn;cracked;split;repaired;charred;damp_swollen;rotting;broken,cond_wood,"цвет: серо-коричневая керамика, дерево, тёмный металл | устройство: долбление из чурбана | следы: сколы, копоть, следы пищи, обручи и починки",pounding_grain;crushing,woman_of_household,ordinary,not_carried,own;wear;dmg;rep,none,item_tpl_nov_mortar_v1,,n1230:material_item:pot0032;n1230:material_item:omi01784,claim:household-utensil-wood,"master POT0032 (A): Прямое новгородское археологическое, архитектурное или письменное подтверждение в подходящем диапазоне; форму всё равно сверять с конкретным опубликованным экз… ; linked master rows 2, confidence set A/B ; v5 item_tpl_nov_mortar_v1: 4 source bindings (comparative_period) ; WK approved claims: 1",master:n1230:material_item:pot0032;master:n1230:material_item:omi01784;v5:item_tpl_nov_mortar_v1;wk:claim:household-utensil-wood;src:SRC005;src:SRC024;src:SRC008;src:SRC080;src:SRC001;src:SRC045;src:SRC067;src:SRC082;src:SRC103,A,candidate,
it_hh_pestle,Деревянный пест,wooden pestle,cat_item_object_pestle_v1,existing_v5_draft,universal,region_novgorod_land,food_processing,HH_FOODPROC,wood,carved,hand,band:hand [250-1000 g per piece]; nominal 500 g,500,v5:item_tpl_nov_pestle_v1.mass_grams_per_unit (src_gameplay_physical_policy_v3),piece,new;serviceable;worn;cracked;split;repaired;charred;damp_swollen;rotting;broken,cond_wood,"цвет: серо-коричневая керамика, дерево, тёмный металл | устройство: вытесан из цельной заготовки | следы: сколы, копоть, следы пищи, обручи и починки",pounding,woman_of_household,trifle,not_carried,wear;dmg,none,item_tpl_nov_pestle_v1,,n1230:material_item:pot0029;n1230:material_item:omi01783,claim:household-utensil-wood,"master POT0029 (A): Прямое новгородское археологическое, архитектурное или письменное подтверждение в подходящем диапазоне; форму всё равно сверять с конкретным опубликованным экз… ; linked master rows 2, confidence set A/B ; v5 item_tpl_nov_pestle_v1: 4 source bindings (comparative_period) ; WK approved claims: 1",master:n1230:material_item:pot0029;master:n1230:material_item:omi01783;v5:item_tpl_nov_pestle_v1;wk:claim:household-utensil-wood;src:SRC005;src:SRC024;src:SRC008;src:SRC080;src:SRC001;src:SRC045;src:SRC067;src:SRC082;src:SRC103,A,candidate,
it_hh_hand_quern,Ручные жернова,hand quern,cat_item_object_hand_quern_v1,existing_v5_draft,universal,region_novgorod_land,food_processing,HH_FOODPROC,stone;wood,ground_stone;assembled,bulky,band:bulky [25000-200000 g per piece]; nominal 25000 g,25000,v5:item_tpl_nov_hand_quern_v1.mass_grams_per_unit (src_gameplay_physical_policy_v3),piece,whole;worn;chipped;cracked;broken,cond_stone,"цвет: дерево, земля, тёмный металл | следы: заточка, земля, трещины, ремонт рукоятей | размер по источнику: переносимый или стационарный малый комплект",grinding_grain,woman_of_household,valued,not_carried,wear;dmg;rep,none,item_tpl_nov_hand_quern_v1,,n1230:material_item:agr0017;n1230:material_item:crf0125;n1230:material_item:omi01135,claim:food-practices-rye-flour-bread,"master AGR0017 (B): Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв. ; linked master rows 3, confidence set B ; v5 item_tpl_nov_hand_quern_v1: 4 source bindings (comparative_period) ; WK approved claims: 1",master:n1230:material_item:agr0017;master:n1230:material_item:crf0125;master:n1230:material_item:omi01135;v5:item_tpl_nov_hand_quern_v1;wk:claim:food-practices-rye-flour-bread;src:SRC045;src:SRC044;src:SRC046;src:SRC005;src:SRC008;src:SRC032;src:SRC033;src:SRC061;src:SRC089;src:SRC007;src:SRC067,B,candidate,
it_hh_saddle_quern,Каменная зернотёрка,stone saddle quern,cat_item_object_saddle_quern_v1,proposed_new,universal,region_novgorod_land,food_processing,HH_FOODPROC,stone,ground_stone,large,band:large [5000-25000 g per piece]; nominal 10000 g,10000,band default large,piece,whole;worn;chipped;cracked;broken,cond_stone,"цвет: серо-коричневая керамика, дерево, тёмный металл | устройство: естественный/обработанный абразивный комплект | следы: сколы, копоть, следы пищи, обручи и починки",grinding,woman_of_household,trifle,not_carried,wear;dmg,none,,,n1230:material_item:pot0012,claim:food-practices-rye-flour-bread,"master POT0012 (C): Осторожная реконструкция: функция или наличие вероятны, но конкретная форма/конструкция для Новгорода около 1230 не закреплена полностью. ; WK approved claims: 1",master:n1230:material_item:pot0012;wk:claim:food-practices-rye-flour-bread;src:SRC045;src:SRC024;src:SRC005;src:SRC008;src:SRC080,C,candidate,Master POT0012 = C.
it_hh_sieve,Сито с деревянным ободом,sieve with wooden rim,cat_item_object_sieve_v1,existing_v5_draft,universal,region_novgorod_land,food_processing,HH_FOODPROC,wood;plant_fiber,bent_wood;woven,hand,band:hand [250-1000 g per piece]; nominal 700 g,700,v5:item_tpl_nov_sieve_v1.mass_grams_per_unit (src_gameplay_physical_policy_v3),piece,new;serviceable;worn;cracked;split;repaired;charred;damp_swollen;rotting;broken,cond_wood,"цвет: серо-коричневая керамика, дерево, тёмный металл | устройство: гнутый/составной обод и натянутая сетка | следы: сколы, копоть, следы пищи, обручи и починки",sifting_flour,woman_of_household,trifle,not_carried,rep;wear;dmg,none,item_tpl_nov_sieve_v1,,n1230:material_item:pot0031,claim:household-utensil-wood,master POT0031 (B): Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв. ; v5 item_tpl_nov_sieve_v1: 4 source bindings (comparative_period) ; WK approved claims: 1,master:n1230:material_item:pot0031;v5:item_tpl_nov_sieve_v1;wk:claim:household-utensil-wood;src:SRC005;src:SRC024;src:SRC008;src:SRC080,B,candidate,
it_hh_riddle,Грубое решето,coarse riddle,cat_item_object_riddle_sieve_v1,proposed_new,universal,region_novgorod_land,food_processing,HH_FOODPROC,wood;bast,bent_wood;woven,hand,band:hand [250-1000 g per piece]; nominal 700 g,700,analog v5:item_tpl_nov_sieve_v1 (src_gameplay_physical_policy_v3),piece,new;serviceable;worn;cracked;split;repaired;charred;damp_swollen;rotting;broken,cond_wood,"цвет: серо-коричневая керамика, дерево, тёмный металл | устройство: обод и перфорированное/плетеное дно | следы: сколы, копоть, следы пищи, обручи и починки",sifting_grain,woman_of_household,trifle,not_carried,rep;wear;dmg,none,,,n1230:material_item:pot0030;n1230:material_item:omi01795,claim:household-utensil-wood,"master POT0030 (B): Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв. ; linked master rows 2, confidence set B/C ; WK approved claims: 1",master:n1230:material_item:pot0030;master:n1230:material_item:omi01795;wk:claim:household-utensil-wood;src:SRC005;src:SRC024;src:SRC008;src:SRC080;src:SRC045;src:SRC067;src:SRC082;src:SRC103,B,candidate,
it_hh_strainer_cloth,Тканевая цедилка,cloth strainer,cat_item_object_strainer_cloth_v1,proposed_new,universal,region_novgorod_land,food_processing,HH_FOODPROC,linen;textile,woven_or_sewn,tiny,band:tiny [1-50 g per piece]; nominal 20 g,20,band default tiny,piece,clean;soiled;worn;torn;patched;damp;mouldy,cond_textile,"цвет: светлое или потемневшее дерево, волокна, сучки, следы ножа и топора",straining_milk;straining_liquids,woman_of_household,trifle,not_carried,wear;dmg,none,,,n1230:material_item:omi01792;n1230:material_item:omi01793,claim:clothing-linen,"master OMI01792 (B): Хорошо подтверждаемая реконструкция по нескольким источникам; конкретная форма или сочетание не всегда найдено в одном закрытом комплексе около 1230 года. ; linked master rows 2, confidence set B ; WK approved claims: 1",master:n1230:material_item:omi01792;master:n1230:material_item:omi01793;wk:claim:clothing-linen;src:SRC045;src:SRC005;src:SRC008;src:SRC067;src:SRC082;src:SRC103,B,candidate,
it_hh_dough_cloth,Ткань для накрывания теста,dough cover cloth,cat_item_object_dough_cloth_v1,proposed_new,universal,region_novgorod_land,food_processing,HH_FOODPROC,linen,woven,small,band:small [50-250 g per piece]; nominal 120 g,120,band default small,piece,clean;soiled;worn;torn;patched;damp;mouldy,cond_textile,"цвет: светлое или потемневшее дерево, волокна, сучки, следы ножа и топора",covering_dough,woman_of_household,trifle,not_carried,wear;dmg;rep,none,,,n1230:material_item:omi01796;n1230:material_item:omi01797,claim:clothing-linen,"master OMI01796 (B): Хорошо подтверждаемая реконструкция по нескольким источникам; конкретная форма или сочетание не всегда найдено в одном закрытом комплексе около 1230 года. ; linked master rows 2, confidence set B ; WK approved claims: 1",master:n1230:material_item:omi01796;master:n1230:material_item:omi01797;wk:claim:clothing-linen;src:SRC045;src:SRC005;src:SRC008;src:SRC067;src:SRC082;src:SRC103,B,candidate,
it_hh_trough,Долблёное корыто,hollowed trough,cat_item_object_trough_v1,existing_v5_draft,universal,region_novgorod_land,stave_and_hollowed,HH_VESSELS_WATER,wood,carved,large,band:large [5000-25000 g per piece]; nominal 8000 g,8000,v5:item_tpl_nov_trough_v1.mass_grams_per_unit (src_gameplay_physical_policy_v3),piece,new;serviceable;worn;cracked;split;repaired;charred;damp_swollen;rotting;broken,cond_wood,"цвет: натуральные материалы | устройство: выдолблено из цельного бревна или собрано из досок; длинная открытая форма | следы: рабочая потёртость, пятна, копоть, починка | размер по источнику: 0.6–2 м",kneading;washing;feeding,woman_of_household,ordinary,not_carried,own;rep;wear;dmg,none,item_tpl_nov_trough_v1,,n1230:material_item:hou0019,claim:household-utensil-wood,"master HOU0019 (A): Прямое новгородское археологическое, архитектурное или письменное подтверждение в подходящем диапазоне; форму всё равно сверять с конкретным опубликованным экз… ; v5 item_tpl_nov_trough_v1: 4 source bindings (comparative_period) ; WK approved claims: 1",master:n1230:material_item:hou0019;v5:item_tpl_nov_trough_v1;wk:claim:household-utensil-wood;src:SRC005;src:SRC001;src:SRC006;src:SRC061;src:SRC089,A,candidate,
it_hh_bucket_stave,Клёпочное деревянное ведро с обручами,staved wooden bucket,cat_item_object_bucket_v1,proposed_new,universal,region_novgorod_land,stave_and_hollowed,HH_VESSELS_WATER,wood;iron,staved;hooped_with_wood;hooped_with_iron,medium,band:medium [1000-5000 g per piece]; nominal 2000 g,2000,band default medium,piece,new;serviceable;worn;cracked;split;repaired;charred;damp_swollen;rotting;broken,cond_wood,"цвет: натуральные материалы | устройство: клёпки стянуты обручами; дужка деревянная или металлическая; дно вставное | следы: рабочая потёртость, пятна, копоть, починка | размер по источнику: объём от нескольких до примерно 15 л",carrying_water;milking,household_member,ordinary,hand,own;rep;wear;dmg,none,,container_tpl_nov_bucket_v1,n1230:material_item:hou0001;n1230:material_item:agr0001;n1230:material_item:omi00680;n1230:material_item:omi00681;n1230:material_item:omi00682,claim:household-utensil-wood,"master HOU0001 (A): Прямое новгородское археологическое, архитектурное или письменное подтверждение в подходящем диапазоне; форму всё равно сверять с конкретным опубликованным экз… ; linked master rows 5, confidence set A/B ; WK approved claims: 1",master:n1230:material_item:hou0001;master:n1230:material_item:agr0001;master:n1230:material_item:omi00680;master:n1230:material_item:omi00681;master:n1230:material_item:omi00682;v5:container_tpl_nov_bucket_v1;wk:claim:household-utensil-wood;src:SRC005;src:SRC001;src:SRC006;src:SRC061;src:SRC089;src:SRC032;src:SRC044;src:SRC045;src:SRC046;src:SRC040;src:SRC007;src:SRC008;src:SRC033;src:SRC104,A,candidate,
it_hh_bucket_hollowed,Долблёное ведро,hollowed wooden bucket,cat_item_object_bucket_v1,proposed_new,universal,region_novgorod_land,stave_and_hollowed,HH_VESSELS_WATER,wood,carved,medium,band:medium [1000-5000 g per piece]; nominal 2000 g,2000,band default medium,piece,new;serviceable;worn;cracked;split;repaired;charred;damp_swollen;rotting;broken,cond_wood,"цвет: натуральные материалы | устройство: долбление и резьба | следы: рабочая потёртость, пятна, копоть, починка",carrying_water,household_member,trifle,hand,rep;wear;dmg,none,,container_tpl_nov_bucket_v1,n1230:material_item:hou0031,claim:household-utensil-wood,"master HOU0031 (A): Прямое новгородское археологическое, архитектурное или письменное подтверждение в подходящем диапазоне; форму всё равно сверять с конкретным опубликованным экз… ; WK approved claims: 1",master:n1230:material_item:hou0031;v5:container_tpl_nov_bucket_v1;wk:claim:household-utensil-wood;src:SRC005;src:SRC001;src:SRC006;src:SRC061;src:SRC089,A,candidate,
it_hh_tub,Клёпочная кадка,staved tub,cat_item_object_tub_v1,proposed_new,universal,region_novgorod_land,stave_and_hollowed,HH_VESSELS_WATER,wood,staved;hooped_with_wood,large,band:large [5000-25000 g per piece]; nominal 10000 g,10000,band default large,piece,new;serviceable;worn;cracked;split;repaired;charred;damp_swollen;rotting;broken,cond_wood,"цвет: натуральные материалы | устройство: бондарная сборка с плоским дном | следы: рабочая потёртость, пятна, копоть, починка",storing;soaking;pickling,woman_of_household,ordinary,not_carried,own;rep;wear;dmg,none,,container_tpl_nov_tub_v1,n1230:material_item:hou0036;n1230:material_item:trd0044;n1230:material_item:trd0024,claim:household-utensil-wood,"master HOU0036 (A): Прямое новгородское археологическое, архитектурное или письменное подтверждение в подходящем диапазоне; форму всё равно сверять с конкретным опубликованным экз… ; linked master rows 3, confidence set A ; WK approved claims: 1",master:n1230:material_item:hou0036;master:n1230:material_item:trd0044;master:n1230:material_item:trd0024;v5:container_tpl_nov_tub_v1;wk:claim:household-utensil-wood;src:SRC005;src:SRC001;src:SRC006;src:SRC061;src:SRC089;src:SRC009;src:SRC027;src:SRC028;src:SRC049;src:SRC053,A,candidate,
it_hh_washtub,Клёпочная лохань,staved washtub,cat_item_object_washtub_v1,proposed_new,universal,region_novgorod_land,stave_and_hollowed,HH_VESSELS_WATER,wood,staved;hooped_with_wood,large,band:large [5000-25000 g per piece]; nominal 10000 g,10000,band default large,piece,new;serviceable;worn;cracked;split;repaired;charred;damp_swollen;rotting;broken,cond_wood,"цвет: натуральные материалы | устройство: низкая бондарная форма | следы: рабочая потёртость, пятна, копоть, починка",washing;laundry,woman_of_household,ordinary,not_carried,rep;wear;dmg,none,,container_tpl_nov_tub_v1,n1230:material_item:hou0040,claim:household-utensil-wood;claim:bathing-washing-water,"master HOU0040 (A): Прямое новгородское археологическое, архитектурное или письменное подтверждение в подходящем диапазоне; форму всё равно сверять с конкретным опубликованным экз… ; WK approved claims: 2",master:n1230:material_item:hou0040;v5:container_tpl_nov_tub_v1;wk:claim:household-utensil-wood;wk:claim:bathing-washing-water;src:SRC005;src:SRC001;src:SRC006;src:SRC061;src:SRC089,A,candidate,
it_hh_small_cask,Малый бочонок,small cask,cat_item_object_cask_v1,proposed_new,universal,region_novgorod_land,stave_and_hollowed,HH_VESSELS_WATER,wood,staved;hooped_with_wood,medium,band:medium [1000-5000 g per piece]; nominal 2000 g,2000,band default medium,piece,new;serviceable;worn;cracked;split;repaired;charred;damp_swollen;rotting;broken,cond_wood,"цвет: натуральные материалы | устройство: бондарная сборка | следы: рабочая потёртость, пятна, копоть, починка",storing_liquid;carrying_drink,household_member;traveller,ordinary,hand,own;rep;wear;dmg,none,,container_tpl_nov_cask_v1,n1230:material_item:hou0025,claim:household-utensil-wood,master HOU0025 (B): Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв. ; WK approved claims: 1,master:n1230:material_item:hou0025;v5:container_tpl_nov_cask_v1;wk:claim:household-utensil-wood;src:SRC005;src:SRC001;src:SRC006;src:SRC061;src:SRC089,B,candidate,
it_hh_stave_vessel,Клёпочный деревянный сосуд для питья,small staved drinking vessel,cat_item_object_stave_vessel_v1,proposed_new,universal,region_novgorod_land,stave_and_hollowed,HH_TABLEWARE,wood,staved;hooped_with_wood,medium,band:medium [1000-5000 g per piece]; nominal 2000 g,2000,band default medium,piece,new;serviceable;worn;cracked;split;repaired;charred;damp_swollen;rotting;broken,cond_wood,"цвет: серо-коричневая керамика, дерево, тёмный металл | устройство: бондарная сборка | следы: сколы, копоть, следы пищи, обручи и починки",serving_drink,household_member,ordinary,not_carried,own;orn;rep;wear;dmg,TXT_WOOD_OWNER_POSSESSIVE,,,n1230:material_item:pot0025,claim:household-utensil-wood,"master POT0025 (A): Прямое новгородское археологическое, архитектурное или письменное подтверждение в подходящем диапазоне; форму всё равно сверять с конкретным опубликованным экз… ; WK approved claims: 1",master:n1230:material_item:pot0025;wk:claim:household-utensil-wood;src:SRC005;src:SRC082;src:SRC024;src:SRC008;src:SRC080;src:SRC001,A,candidate,
it_hh_bark_tues,Берестяной туес,birch-bark tues,cat_item_object_birch_bark_box_v1,proposed_new,universal,region_novgorod_land,small_storage,HH_SMALL_STORAGE,birch_bark;wood,folded_sewn_bark,small,band:small [50-250 g per piece]; nominal 120 g,120,band default small,piece,new;serviceable;worn;cracked;torn;repaired;damp,cond_bark,"цвет: натуральные материалы | устройство: двойная берестяная стенка, вставное дно и крышка | следы: рабочая потёртость, пятна, копоть, починка",storing;carrying_berries;carrying_liquid,household_member;traveller,trifle,hand;bag,own;orn;rep;wear;dmg,none,,container_tpl_nov_birch_bark_box_v1,n1230:material_item:hou0022;n1230:material_item:trd0022,claim:household-bark-tues,"master HOU0022 (A): Прямое новгородское археологическое, архитектурное или письменное подтверждение в подходящем диапазоне; форму всё равно сверять с конкретным опубликованным экз… ; linked master rows 2, confidence set A ; WK approved claims: 1",master:n1230:material_item:hou0022;master:n1230:material_item:trd0022;v5:container_tpl_nov_birch_bark_box_v1;wk:claim:household-bark-tues;src:SRC005;src:SRC026;src:SRC027;src:SRC001;src:SRC006;src:SRC061;src:SRC009;src:SRC028;src:SRC049;src:SRC053,A,candidate,
it_hh_splint,Лучина (связка),kindling splints for light,cat_item_object_splint_light_v1,proposed_new,universal,region_novgorod_land,lighting,HH_FIRE_LIGHT,wood,split,small,band:small [50-250 g per bundle]; nominal 120 g,120,band default small,bundle,new;serviceable;worn;cracked;split;repaired;charred;damp_swollen;rotting;broken,cond_wood,"цвет: дымно-бурые, серые, натуральное дерево | устройство: расщеплена ножом/топором | следы: сажистость, потёртость, следы огня и ремонта",lighting,household_member,trifle,not_carried,none,none,,,n1230:material_item:int0035;n1230:material_item:omi01810;n1230:material_item:omi01811;n1230:material_item:omi01812,claim:fuel-iron-splinter-holder-form,"master INT0035 (B): Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв. ; linked master rows 4, confidence set A/B ; WK approved claims: 1",master:n1230:material_item:int0035;master:n1230:material_item:omi01810;master:n1230:material_item:omi01811;master:n1230:material_item:omi01812;wk:claim:fuel-iron-splinter-holder-form;src:SQL_MC_LIGHTING;src:SRC005;src:SRC001;src:SRC008;src:SRC067;src:SRC089;src:SRC032;src:SRC045;src:SRC103,B,candidate,
it_hh_splinter_holder_iron,Железный светец,iron splinter holder,cat_item_object_splinter_holder_v1,proposed_new,universal,region_novgorod_land,lighting,HH_FIRE_LIGHT,iron,forged,hand,band:hand [250-1000 g per piece]; nominal 500 g,500,band default hand,piece,serviceable;dull;rusted;bent;cracked;broken;repaired,cond_iron,"цвет: дымно-бурые, серые, натуральное дерево | устройство: стержень, ножка/втулка, пружинящий зажим | следы: сажистость, потёртость, следы огня и ремонта",holding_splint_light,household_member,ordinary,not_carried,rep;wear;dmg,none,,,n1230:material_item:int0029;n1230:material_item:hou0007,claim:fuel-iron-splinter-holder-form,"master INT0029 (B): Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв. ; linked master rows 2, confidence set B/C ; WK approved claims: 1",master:n1230:material_item:int0029;master:n1230:material_item:hou0007;wk:claim:fuel-iron-splinter-holder-form;src:SRC032;src:SRC001;src:SRC005;src:SRC008;src:SRC067;src:SRC089;src:SRC006;src:SRC061,B,candidate,
it_hh_splinter_holder_wood,Деревянный светец,wooden splinter holder,cat_item_object_splinter_holder_v1,proposed_new,universal,region_novgorod_land,lighting,HH_FIRE_LIGHT,wood,carved,medium,band:medium [1000-5000 g per piece]; nominal 2000 g,2000,band default medium,piece,new;serviceable;worn;cracked;split;repaired;charred;damp_swollen;rotting;broken,cond_wood,"цвет: дымно-бурые, серые, натуральное дерево | устройство: стойка с зажимом | следы: сажистость, потёртость, следы огня и ремонта",holding_splint_light,household_member,trifle,not_carried,wear;dmg,none,,,n1230:material_item:int0028,claim:fuel-iron-splinter-holder-form,"master INT0028 (C): Осторожная реконструкция: функция или наличие вероятны, но конкретная форма/конструкция для Новгорода около 1230 не закреплена полностью. ; WK approved claims: 1",master:n1230:material_item:int0028;wk:claim:fuel-iron-splinter-holder-form;src:SRC005;src:SRC001;src:SRC008;src:SRC067;src:SRC089,C,candidate,Master INT0028 = C.
it_hh_wax_candle,Восковая свеча,beeswax candle,cat_item_object_wax_candle_v1,existing_v5_draft,universal,region_novgorod_land,lighting,HH_FIRE_LIGHT,beeswax;linen,moulded_or_cut,small,band:small [50-250 g per piece]; nominal 100 g,100,v5:item_tpl_nov_wax_candle_v1.mass_grams_per_unit (src_gameplay_physical_policy_v3),piece,whole;partly_burnt;stub;softened;broken,cond_wax,"цвет: натуральные материалы | устройство: фитиль, многократно окунутый/облитый пчелиным воском; дорогой по сравнению с лучиной | следы: рабочая потёртость, пятна, копоть, починка | размер по источнику: тонкая, длина 10–30 см",lighting;devotion,household_member;clergy_monastic,valued,not_carried,none,none,item_tpl_nov_wax_candle_v1,,n1230:material_item:hou0008;n1230:material_item:int0026,claim:candle-wax-material;claim:candle-thread-wick,"master HOU0008 (B): Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв. ; linked master rows 2, confidence set B ; v5 item_tpl_nov_wax_candle_v1: 4 source bindings (comparative_period) ; WK approved claims: 2",master:n1230:material_item:hou0008;master:n1230:material_item:int0026;v5:item_tpl_nov_wax_candle_v1;wk:claim:candle-wax-material;wk:claim:candle-thread-wick;src:SRC017;src:SRC001;src:SRC005;src:SRC006;src:SRC061;src:SRC089;src:SRC008;src:SRC067,B,candidate,
