ipf_id,ref_kind,item_or_category_ref,category_id,item_group,name_ru,pf_id,pf_class,frequency_class,weight,count_limit_rule,allowed_seasons,refresh_class,find_context,owner_rule_ref,derivation_rule,wk_check,superseded_by,source_refs,confidence,status
ipf_it_hh_ash_scoop__church_interior,it,it_hh_ash_scoop,cat_item_object_scoop_v1,HH_HEARTH_TOOLS,Деревянный зольный совок,church_interior,church,contextual,2,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_church_interior__in_use_or_stored__hh_hearth_tools,R_WHERE_USED_TEXT,pf in WK place-first-cartography; item WK refs: 1,,master_where_used:INT0030,C,candidate
ipf_it_hh_ash_scoop__dwelling_interior,it,it_hh_ash_scoop,cat_item_object_scoop_v1,HH_HEARTH_TOOLS,Деревянный зольный совок,dwelling_interior,settled_private,contextual,2,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_dwelling_interior__in_use_or_stored__hh_hearth_tools,R_WHERE_USED_TEXT,pf in WK place-first-cartography; item WK refs: 1,,master_where_used:HOU0020;master_where_used:INT0030,C,candidate
ipf_it_hh_ash_scoop__ordinary_workshop,it,it_hh_ash_scoop,cat_item_object_scoop_v1,HH_HEARTH_TOOLS,Деревянный зольный совок,ordinary_workshop,workplace_master,contextual,2,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_ordinary_workshop__in_use_or_stored__hh_hearth_tools,R_WHERE_USED_TEXT,pf in WK place-first-cartography; item WK refs: 1,,master_where_used:HOU0020;master_where_used:INT0030,C,candidate
ipf_it_hh_ash_scoop__peasant_homestead,it,it_hh_ash_scoop,cat_item_object_scoop_v1,HH_HEARTH_TOOLS,Деревянный зольный совок,peasant_homestead,settled_private,contextual,2,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_peasant_homestead__in_use_or_stored__hh_hearth_tools,R_WHERE_USED_TEXT,pf in WK place-first-cartography; item WK refs: 1,,master_where_used:HOU0020,C,candidate
ipf_it_hh_ash_scoop__road,it,it_hh_ash_scoop,cat_item_object_scoop_v1,HH_HEARTH_TOOLS,Деревянный зольный совок,road,public_route,contextual,2,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_road__in_use_or_stored__hh_hearth_tools,R_WHERE_USED_TEXT,pf in WK place-first-cartography; item WK refs: 1,,master_where_used:INT0030,C,candidate
ipf_it_hh_ash_scoop__town_courtyard,it,it_hh_ash_scoop,cat_item_object_scoop_v1,HH_HEARTH_TOOLS,Деревянный зольный совок,town_courtyard,settled_private,contextual,2,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_town_courtyard__in_use_or_stored__hh_hearth_tools,R_WHERE_USED_TEXT,pf in WK place-first-cartography; item WK refs: 1,,master_where_used:HOU0020,C,candidate
ipf_it_hh_ember_tongs__church_interior,it,it_hh_ember_tongs,cat_item_object_ember_tongs_v1,HH_HEARTH_TOOLS,Щипцы для углей,church_interior,church,contextual,2,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_church_interior__in_use_or_stored__hh_hearth_tools,R_WHERE_USED_TEXT,pf in WK place-first-cartography; item WK refs: 1,,master_where_used:INT0041,C,candidate
ipf_it_hh_ember_tongs__dwelling_interior,it,it_hh_ember_tongs,cat_item_object_ember_tongs_v1,HH_HEARTH_TOOLS,Щипцы для углей,dwelling_interior,settled_private,contextual,2,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_dwelling_interior__in_use_or_stored__hh_hearth_tools,R_WHERE_USED_TEXT,pf in WK place-first-cartography; item WK refs: 1,,master_where_used:INT0041,C,candidate
ipf_it_hh_ember_tongs__ordinary_workshop,it,it_hh_ember_tongs,cat_item_object_ember_tongs_v1,HH_HEARTH_TOOLS,Щипцы для углей,ordinary_workshop,workplace_master,contextual,2,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_ordinary_workshop__in_use_or_stored__hh_hearth_tools,R_WHERE_USED_TEXT,pf in WK place-first-cartography; item WK refs: 1,,master_where_used:INT0041,C,candidate
ipf_it_hh_ember_tongs__road,it,it_hh_ember_tongs,cat_item_object_ember_tongs_v1,HH_HEARTH_TOOLS,Щипцы для углей,road,public_route,contextual,2,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_road__in_use_or_stored__hh_hearth_tools,R_WHERE_USED_TEXT,pf in WK place-first-cartography; item WK refs: 1,,master_where_used:INT0041,C,candidate
ipf_it_hh_broom__bathhouse,it,it_hh_broom,cat_item_object_broom_v1,HH_CLEANING,Метла из прутьев,bathhouse,settled_private,common,4,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_bathhouse__in_use_or_stored__hh_cleaning,R_MASTER_LINK,pf in WK place-first-cartography; item WK refs: 1,,master_link:ILO010625,B,candidate
ipf_it_hh_broom__dwelling_interior,it,it_hh_broom,cat_item_object_broom_v1,HH_CLEANING,Метла из прутьев,dwelling_interior,settled_private,common,4,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_dwelling_interior__in_use_or_stored__hh_cleaning,R_MASTER_LINK,pf in WK place-first-cartography; item WK refs: 1,,master_link:ILO010623;master_link:ILO010627,B,candidate
ipf_it_hh_broom__lake_shore,it,it_hh_broom,cat_item_object_broom_v1,HH_CLEANING,Метла из прутьев,lake_shore,wild,rare,1,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,loose_dropped,own_lake_shore__loose_dropped__all,R_MASTER_LINK+R_LOSS_DOWNGRADE,pf in WK place-first-cartography; item WK refs: 1,,master_link:ILO010626,B,candidate
ipf_it_hh_broom__peasant_homestead,it,it_hh_broom,cat_item_object_broom_v1,HH_CLEANING,Метла из прутьев,peasant_homestead,settled_private,common,4,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_peasant_homestead__in_use_or_stored__hh_cleaning,R_MASTER_LINK,pf in WK place-first-cartography; item WK refs: 1,,master_link:ILO010624;master_link:ILO010628,B,candidate
ipf_it_hh_broom__riverbank,it,it_hh_broom,cat_item_object_broom_v1,HH_CLEANING,Метла из прутьев,riverbank,wild,rare,1,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,loose_dropped,own_riverbank__loose_dropped__all,R_MASTER_LINK+R_LOSS_DOWNGRADE,pf in WK place-first-cartography; item WK refs: 1,,master_link:ILO010626,B,candidate
ipf_it_hh_broom__town_courtyard,it,it_hh_broom,cat_item_object_broom_v1,HH_CLEANING,Метла из прутьев,town_courtyard,settled_private,common,4,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_town_courtyard__in_use_or_stored__hh_cleaning,R_MASTER_LINK,pf in WK place-first-cartography; item WK refs: 1,,master_link:ILO010624;master_link:ILO010628,B,candidate
ipf_it_hh_bath_besom__bathhouse,it,it_hh_bath_besom,cat_item_object_bath_besom_v1,HH_CLEANING,Банный веник,bathhouse,settled_private,common,4,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_bathhouse__in_use_or_stored__hh_cleaning,R_MASTER_LINK,pf in WK place-first-cartography; item WK refs: 1,,master_link:ILO010583;master_link:ILO010589;master_link:ILO010595;master_spawn:SPN021:OMI01845;master_spawn:SPN021:OMI01846,B,candidate
ipf_it_hh_bath_besom__dwelling_interior,it,it_hh_bath_besom,cat_item_object_bath_besom_v1,HH_CLEANING,Банный веник,dwelling_interior,settled_private,common,4,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_dwelling_interior__in_use_or_stored__hh_cleaning,R_MASTER_LINK,pf in WK place-first-cartography; item WK refs: 1,,master_link:ILO010581;master_link:ILO010585;master_link:ILO010587;master_link:ILO010591;master_link:ILO010593;master_link:ILO010597;master_spawn:SPN021:OMI01845;master_spawn:SPN021:OMI01846,B,candidate
ipf_it_hh_bath_besom__lake_shore,it,it_hh_bath_besom,cat_item_object_bath_besom_v1,HH_CLEANING,Банный веник,lake_shore,wild,rare,1,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,loose_dropped,own_lake_shore__loose_dropped__all,R_MASTER_LINK+R_LOSS_DOWNGRADE,pf in WK place-first-cartography; item WK refs: 1,,master_link:ILO010584;master_link:ILO010590;master_link:ILO010596,B,candidate
ipf_it_hh_bath_besom__peasant_homestead,it,it_hh_bath_besom,cat_item_object_bath_besom_v1,HH_CLEANING,Банный веник,peasant_homestead,settled_private,common,4,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_peasant_homestead__in_use_or_stored__hh_cleaning,R_MASTER_LINK,pf in WK place-first-cartography; item WK refs: 1,,master_link:ILO010582;master_link:ILO010586;master_link:ILO010588;master_link:ILO010592;master_link:ILO010594;master_link:ILO010598,B,candidate
ipf_it_hh_bath_besom__riverbank,it,it_hh_bath_besom,cat_item_object_bath_besom_v1,HH_CLEANING,Банный веник,riverbank,wild,rare,1,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,loose_dropped,own_riverbank__loose_dropped__all,R_MASTER_LINK+R_LOSS_DOWNGRADE,pf in WK place-first-cartography; item WK refs: 1,,master_link:ILO010584;master_link:ILO010590;master_link:ILO010596,B,candidate
ipf_it_hh_bath_besom__town_courtyard,it,it_hh_bath_besom,cat_item_object_bath_besom_v1,HH_CLEANING,Банный веник,town_courtyard,settled_private,common,4,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_town_courtyard__in_use_or_stored__hh_cleaning,R_MASTER_LINK,pf in WK place-first-cartography; item WK refs: 1,,master_link:ILO010582;master_link:ILO010586;master_link:ILO010588;master_link:ILO010592;master_link:ILO010594;master_link:ILO010598,B,candidate
ipf_it_hh_bast_scrubber__bathhouse,it,it_hh_bast_scrubber,cat_item_object_bast_scrubber_v1,HH_CLEANING,Мочало,bathhouse,settled_private,common,4,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_bathhouse__in_use_or_stored__hh_cleaning,R_MASTER_LINK,pf in WK place-first-cartography; item WK refs: 1,,master_link:ILO010571;master_link:ILO010577,B,candidate
ipf_it_hh_bast_scrubber__dwelling_interior,it,it_hh_bast_scrubber,cat_item_object_bast_scrubber_v1,HH_CLEANING,Мочало,dwelling_interior,settled_private,common,4,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_dwelling_interior__in_use_or_stored__hh_cleaning,R_MASTER_LINK,pf in WK place-first-cartography; item WK refs: 1,,master_link:ILO010569;master_link:ILO010573;master_link:ILO010575;master_link:ILO010579,B,candidate
ipf_it_hh_bast_scrubber__lake_shore,it,it_hh_bast_scrubber,cat_item_object_bast_scrubber_v1,HH_CLEANING,Мочало,lake_shore,wild,rare,1,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,loose_dropped,own_lake_shore__loose_dropped__all,R_MASTER_LINK+R_LOSS_DOWNGRADE,pf in WK place-first-cartography; item WK refs: 1,,master_link:ILO010572;master_link:ILO010578,B,candidate
ipf_it_hh_bast_scrubber__peasant_homestead,it,it_hh_bast_scrubber,cat_item_object_bast_scrubber_v1,HH_CLEANING,Мочало,peasant_homestead,settled_private,common,4,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_peasant_homestead__in_use_or_stored__hh_cleaning,R_MASTER_LINK,pf in WK place-first-cartography; item WK refs: 1,,master_link:ILO010570;master_link:ILO010574;master_link:ILO010576;master_link:ILO010580,B,candidate
ipf_it_hh_bast_scrubber__riverbank,it,it_hh_bast_scrubber,cat_item_object_bast_scrubber_v1,HH_CLEANING,Мочало,riverbank,wild,rare,1,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,loose_dropped,own_riverbank__loose_dropped__all,R_MASTER_LINK+R_LOSS_DOWNGRADE,pf in WK place-first-cartography; item WK refs: 1,,master_link:ILO010572;master_link:ILO010578,B,candidate
ipf_it_hh_bast_scrubber__town_courtyard,it,it_hh_bast_scrubber,cat_item_object_bast_scrubber_v1,HH_CLEANING,Мочало,town_courtyard,settled_private,common,4,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_town_courtyard__in_use_or_stored__hh_cleaning,R_MASTER_LINK,pf in WK place-first-cartography; item WK refs: 1,,master_link:ILO010570;master_link:ILO010574;master_link:ILO010576;master_link:ILO010580,B,candidate
ipf_it_hh_brush_wood__cellar_granary,it,it_hh_brush_wood,cat_item_object_brush_v1,HH_CLEANING,Деревянная щётка,cellar_granary,settled_private,contextual,2,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_cellar_granary__in_use_or_stored__hh_cleaning,R_WHERE_USED_TEXT,pf in WK place-first-cartography; item WK refs: 1,,master_where_used:HOU0030,C,candidate
ipf_it_hh_brush_wood__dwelling_interior,it,it_hh_brush_wood,cat_item_object_brush_v1,HH_CLEANING,Деревянная щётка,dwelling_interior,settled_private,contextual,2,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_dwelling_interior__in_use_or_stored__hh_cleaning,R_WHERE_USED_TEXT,pf in WK place-first-cartography; item WK refs: 1,,master_where_used:HOU0030,C,candidate
ipf_it_hh_brush_wood__fishing_camp,it,it_hh_brush_wood,cat_item_object_brush_v1,HH_CLEANING,Деревянная щётка,fishing_camp,worked_land,contextual,2,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_fishing_camp__in_use_or_stored__hh_cleaning,R_WHERE_USED_TEXT,pf in WK place-first-cartography; item WK refs: 1,,master_where_used:HOU0030,C,candidate
ipf_it_hh_brush_wood__market_square,it,it_hh_brush_wood,cat_item_object_brush_v1,HH_CLEANING,Деревянная щётка,market_square,public_market,contextual,2,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_market_square__in_use_or_stored__hh_cleaning,R_WHERE_USED_TEXT,pf in WK place-first-cartography; item WK refs: 1,,master_where_used:HOU0030,C,candidate
ipf_it_hh_brush_wood__ordinary_workshop,it,it_hh_brush_wood,cat_item_object_brush_v1,HH_CLEANING,Деревянная щётка,ordinary_workshop,workplace_master,contextual,2,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_ordinary_workshop__in_use_or_stored__hh_cleaning,R_WHERE_USED_TEXT,pf in WK place-first-cartography; item WK refs: 1,,master_where_used:HOU0030,C,candidate
ipf_it_hh_brush_wood__peasant_homestead,it,it_hh_brush_wood,cat_item_object_brush_v1,HH_CLEANING,Деревянная щётка,peasant_homestead,settled_private,contextual,2,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_peasant_homestead__in_use_or_stored__hh_cleaning,R_WHERE_USED_TEXT,pf in WK place-first-cartography; item WK refs: 1,,master_where_used:HOU0030,C,candidate
ipf_it_hh_brush_wood__riverbank,it,it_hh_brush_wood,cat_item_object_brush_v1,HH_CLEANING,Деревянная щётка,riverbank,wild,rare,1,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,loose_dropped,own_riverbank__loose_dropped__all,R_WHERE_USED_TEXT+R_LOSS_DOWNGRADE,pf in WK place-first-cartography; item WK refs: 1,,master_where_used:HOU0030,C,candidate
ipf_it_hh_brush_wood__town_courtyard,it,it_hh_brush_wood,cat_item_object_brush_v1,HH_CLEANING,Деревянная щётка,town_courtyard,settled_private,contextual,2,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_town_courtyard__in_use_or_stored__hh_cleaning,R_WHERE_USED_TEXT,pf in WK place-first-cartography; item WK refs: 1,,master_where_used:HOU0030,C,candidate
ipf_it_hh_rag__bathhouse,it,it_hh_rag,cat_item_object_cloth_rag_v1,HH_CLEANING,Тряпица для мытья и протирки,bathhouse,settled_private,ubiquitous,8,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_bathhouse__in_use_or_stored__hh_cleaning,R_MASTER_LINK,pf in WK place-first-cartography; item WK refs: 1,,master_link:ILO010601;master_link:ILO010607;master_link:ILO010613;master_link:ILO010619;master_spawn:SPN021:OMI01851,B,candidate
ipf_it_hh_rag__dwelling_interior,it,it_hh_rag,cat_item_object_cloth_rag_v1,HH_CLEANING,Тряпица для мытья и протирки,dwelling_interior,settled_private,ubiquitous,8,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_dwelling_interior__in_use_or_stored__hh_cleaning,R_MASTER_LINK,pf in WK place-first-cartography; item WK refs: 1,,master_link:ILO010599;master_link:ILO010603;master_link:ILO010605;master_link:ILO010609;master_link:ILO010611;master_link:ILO010615;master_link:ILO010617;master_link:ILO010621;master_spawn:SPN001:OMI01848;master_spawn:SPN001:OMI01851;master_spawn:SPN021:OMI01851,B,candidate
ipf_it_hh_rag__lake_shore,it,it_hh_rag,cat_item_object_cloth_rag_v1,HH_CLEANING,Тряпица для мытья и протирки,lake_shore,wild,contextual,2,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,loose_dropped,own_lake_shore__loose_dropped__all,R_MASTER_LINK+R_LOSS_DOWNGRADE,pf in WK place-first-cartography; item WK refs: 1,,master_link:ILO010602;master_link:ILO010608;master_link:ILO010614;master_link:ILO010620,B,candidate
ipf_it_hh_rag__peasant_homestead,it,it_hh_rag,cat_item_object_cloth_rag_v1,HH_CLEANING,Тряпица для мытья и протирки,peasant_homestead,settled_private,ubiquitous,8,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_peasant_homestead__in_use_or_stored__hh_cleaning,R_MASTER_LINK,pf in WK place-first-cartography; item WK refs: 1,,master_link:ILO010600;master_link:ILO010604;master_link:ILO010606;master_link:ILO010610;master_link:ILO010612;master_link:ILO010616;master_link:ILO010618;master_link:ILO010622,B,candidate
ipf_it_hh_rag__riverbank,it,it_hh_rag,cat_item_object_cloth_rag_v1,HH_CLEANING,Тряпица для мытья и протирки,riverbank,wild,contextual,2,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,loose_dropped,own_riverbank__loose_dropped__all,R_MASTER_LINK+R_LOSS_DOWNGRADE,pf in WK place-first-cartography; item WK refs: 1,,master_link:ILO010602;master_link:ILO010608;master_link:ILO010614;master_link:ILO010620,B,candidate
ipf_it_hh_rag__town_courtyard,it,it_hh_rag,cat_item_object_cloth_rag_v1,HH_CLEANING,Тряпица для мытья и протирки,town_courtyard,settled_private,ubiquitous,8,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_town_courtyard__in_use_or_stored__hh_cleaning,R_MASTER_LINK,pf in WK place-first-cartography; item WK refs: 1,,master_link:ILO010600;master_link:ILO010604;master_link:ILO010606;master_link:ILO010610;master_link:ILO010612;master_link:ILO010616;master_link:ILO010618;master_link:ILO010622,B,candidate
ipf_it_hh_towel__bathhouse,it,it_hh_towel,cat_item_object_towel_linen_v1,HH_BEDDING_TEXTILE,Льняное утиральное полотно,bathhouse,settled_private,common,4,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_bathhouse__in_use_or_stored__hh_bedding_textile,R_MASTER_LINK,pf in WK place-first-cartography; item WK refs: 2,,master_link:ILO010709,C,candidate
ipf_it_hh_towel__dwelling_interior,it,it_hh_towel,cat_item_object_towel_linen_v1,HH_BEDDING_TEXTILE,Льняное утиральное полотно,dwelling_interior,settled_private,common,4,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_dwelling_interior__in_use_or_stored__hh_bedding_textile,R_MASTER_LINK,pf in WK place-first-cartography; item WK refs: 2,,master_link:ILO010707;master_link:ILO010711,C,candidate
ipf_it_hh_towel__lake_shore,it,it_hh_towel,cat_item_object_towel_linen_v1,HH_BEDDING_TEXTILE,Льняное утиральное полотно,lake_shore,wild,rare,1,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,loose_dropped,own_lake_shore__loose_dropped__all,R_MASTER_LINK+R_LOSS_DOWNGRADE,pf in WK place-first-cartography; item WK refs: 2,,master_link:ILO010710,C,candidate
ipf_it_hh_towel__peasant_homestead,it,it_hh_towel,cat_item_object_towel_linen_v1,HH_BEDDING_TEXTILE,Льняное утиральное полотно,peasant_homestead,settled_private,common,4,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_peasant_homestead__in_use_or_stored__hh_bedding_textile,R_MASTER_LINK,pf in WK place-first-cartography; item WK refs: 2,,master_link:ILO010708;master_link:ILO010712,C,candidate
ipf_it_hh_towel__riverbank,it,it_hh_towel,cat_item_object_towel_linen_v1,HH_BEDDING_TEXTILE,Льняное утиральное полотно,riverbank,wild,rare,1,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,loose_dropped,own_riverbank__loose_dropped__all,R_MASTER_LINK+R_LOSS_DOWNGRADE,pf in WK place-first-cartography; item WK refs: 2,,master_link:ILO010710,C,candidate
ipf_it_hh_towel__town_courtyard,it,it_hh_towel,cat_item_object_towel_linen_v1,HH_BEDDING_TEXTILE,Льняное утиральное полотно,town_courtyard,settled_private,common,4,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_town_courtyard__in_use_or_stored__hh_bedding_textile,R_MASTER_LINK,pf in WK place-first-cartography; item WK refs: 2,,master_link:ILO010708;master_link:ILO010712,C,candidate
ipf_it_hh_wool_blanket__dwelling_interior,it,it_hh_wool_blanket,cat_item_object_blanket_wool_v1,HH_BEDDING_TEXTILE,Шерстяное покрывало,dwelling_interior,settled_private,contextual,2,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_dwelling_interior__in_use_or_stored__hh_bedding_textile,R_WHERE_USED_TEXT,pf in WK place-first-cartography; item WK refs: 1,,master_where_used:INT0021,C,candidate
ipf_it_hh_wool_blanket__peasant_homestead,it,it_hh_wool_blanket,cat_item_object_blanket_wool_v1,HH_BEDDING_TEXTILE,Шерстяное покрывало,peasant_homestead,settled_private,contextual,2,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_peasant_homestead__in_use_or_stored__hh_bedding_textile,R_WHERE_USED_TEXT,pf in WK place-first-cartography; item WK refs: 1,,master_where_used:MIL0023,C,candidate
ipf_it_hh_wool_blanket__road,it,it_hh_wool_blanket,cat_item_object_blanket_wool_v1,HH_BEDDING_TEXTILE,Шерстяное покрывало,road,public_route,contextual,2,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_road__in_use_or_stored__hh_bedding_textile,R_WHERE_USED_TEXT,pf in WK place-first-cartography; item WK refs: 1,,master_where_used:MIL0023,C,candidate
ipf_it_hh_wool_blanket__town_courtyard,it,it_hh_wool_blanket,cat_item_object_blanket_wool_v1,HH_BEDDING_TEXTILE,Шерстяное покрывало,town_courtyard,settled_private,contextual,2,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_town_courtyard__in_use_or_stored__hh_bedding_textile,R_WHERE_USED_TEXT,pf in WK place-first-cartography; item WK refs: 1,,master_where_used:MIL0023,C,candidate
ipf_it_hh_curtain__dwelling_interior,it,it_hh_curtain,cat_item_object_curtain_v1,HH_BEDDING_TEXTILE,Тканевая или войлочная завеса,dwelling_interior,settled_private,contextual,2,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_dwelling_interior__in_use_or_stored__hh_bedding_textile,R_WHERE_USED_TEXT,pf in WK place-first-cartography; item WK refs: 1,,master_where_used:INT0018,C,candidate
ipf_it_hh_straw_mat__arable_field,it,it_hh_straw_mat,cat_item_object_straw_mat_v1,HH_BEDDING_TEXTILE,Соломенный или травяной мат для сна,arable_field,worked_land,ubiquitous,8,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_arable_field__in_use_or_stored__hh_bedding_textile,R_MASTER_LINK,pf in WK place-first-cartography; item WK refs: 1,,master_link:ILO011963,C,candidate
ipf_it_hh_straw_mat__bathhouse,it,it_hh_straw_mat,cat_item_object_straw_mat_v1,HH_BEDDING_TEXTILE,Соломенный или травяной мат для сна,bathhouse,settled_private,common,4,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_bathhouse__in_use_or_stored__hh_bedding_textile,R_MASTER_LINK,pf in WK place-first-cartography; item WK refs: 1,,master_link:ILO012385,C,candidate
ipf_it_hh_straw_mat__cellar_granary,it,it_hh_straw_mat,cat_item_object_straw_mat_v1,HH_BEDDING_TEXTILE,Соломенный или травяной мат для сна,cellar_granary,settled_private,ubiquitous,8,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_cellar_granary__in_use_or_stored__hh_bedding_textile,R_MASTER_LINK,pf in WK place-first-cartography; item WK refs: 1,,master_link:ILO011967;master_link:ILO012384,C,candidate
ipf_it_hh_straw_mat__dwelling_interior,it,it_hh_straw_mat,cat_item_object_straw_mat_v1,HH_BEDDING_TEXTILE,Соломенный или травяной мат для сна,dwelling_interior,settled_private,common,4,piece:max 1 instance-group per first-arrival roll; place totals capped by place_generation_limits,winter;spring;summer;autumn,none,in_use_or_stored,own_dwelling_interior__in_use_or_stored__hh_bedding_textile,R_MASTER_LINK,pf in WK place-first-cartography; item WK refs: 1,,master_link:ILO012380;master_link:ILO012383,C,candidate
