it_id,name_ru,name_en,category_id,category_status,category_scope,region_permission,subcategory,item_group,material,technique,size_band,mass_rule,mass_g_nominal,mass_basis,quantity_unit,condition_states,condition_vocab_ref,perceptual_cues,functions,typical_owner_roles,value_band,carry_form,mark_slots,identifying_text_slot,v5_item_template_ref,v5_container_template_ref,master_refs,wk_refs,attestation,source_refs,confidence,status,note
it_ps_bark_letter,Берестяная грамота с процарапанным текстом,incised birch-bark letter,cat_item_object_birch_bark_letter_v1,proposed_new,universal,region_novgorod_land,writing,PS_WRITING,birch_bark,written_on_birch_bark,tiny,band:tiny [1-50 g per piece]; nominal 20 g,20,analog v5:item_tpl_nov_birch_bark_sheet_v1 (src_gameplay_physical_policy_v3),piece,new;serviceable;worn;cracked;torn;repaired;damp,cond_bark,"цвет: натуральная береста, тёмные чернила, свинец | устройство: текст продавлен острым писалом по внутренней стороне; лист мог быть свёрнут | следы: царапины, сгибы, следы печати, истёртый воск | размер по источнику: обычно ладонный формат, но сильно вариативен",message;record;debt_note,scribe_literate;trader;household_member;woman_of_household,trifle,pouch,ins;wear;dmg,TXT_BIRCHBARK_GENRE,item_tpl_nov_birch_bark_sheet_v1,,n1230:material_item:wrt0002;n1230:material_item:wrt0003;n1230:material_item:omi01647;n1230:material_item:omi01648;n1230:material_item:omi01649;n1230:material_item:omi01650;n1230:material_item:omi01651,claim:gramota-73-debt-record;claim:gramota-73-grivna-term,"master WRT0002 (A): Прямое новгородское археологическое, архитектурное или письменное подтверждение в подходящем диапазоне; форму всё равно сверять с конкретным опубликованным экз… ; linked master rows 7, confidence set A ; v5 item_tpl_nov_birch_bark_sheet_v1: 4 source bindings (comparative_period) ; WK approved claims: 2",master:n1230:material_item:wrt0002;master:n1230:material_item:wrt0003;master:n1230:material_item:omi01647;master:n1230:material_item:omi01648;master:n1230:material_item:omi01649;master:n1230:material_item:omi01650;master:n1230:material_item:omi01651;v5:item_tpl_nov_birch_bark_sheet_v1;wk:claim:gramota-73-debt-record;wk:claim:gramota-73-grivna-term;src:SRC027;src:SRC030;src:SQL_BIRCHBARK;src:SRC026;src:SRC068;src:SRC073;src:SRC005;src:SRC028;src:SRC029;src:SRC048;src:SRC081;src:SRC103,A,candidate,Текст грамоты — только из пула/сущностей (D9); жанр выбирает код.
it_ps_child_bark,Берестяной учебный рисунок или азбука ребёнка,child's birch-bark drawing or alphabet,cat_item_object_birch_bark_letter_v1,proposed_new,universal,region_novgorod_land,play_learning,PS_PLAY,birch_bark,written_on_birch_bark,tiny,band:tiny [1-50 g per piece]; nominal 20 g,20,analog v5:item_tpl_nov_birch_bark_sheet_v1 (src_gameplay_physical_policy_v3),piece,new;serviceable;worn;cracked;torn;repaired;damp,cond_bark,"цвет: натуральные материалы, ограниченная роспись | устройство: процарапанные буквы, упражнения и схематические фигуры; Онфим — близкая XIII-вековая серия, не точный персона… | следы: потёртые рукояти, следы игры, ремонт | размер по источнику: небольшой лист",learning_letters;play,child,trifle,pouch,ins;wear;dmg,TXT_ABECEDARIUM,,,n1230:material_item:mus0027;n1230:material_item:omi01643;n1230:material_item:omi01644,claim:candidate-v7-museum-x-xvii-novgorod-archaeological-collection,"master MUS0027 (A): Прямое новгородское археологическое, архитектурное или письменное подтверждение в подходящем диапазоне; форму всё равно сверять с конкретным опубликованным экз… ; linked master rows 3, confidence set A ; WK approved claims: 1",master:n1230:material_item:mus0027;master:n1230:material_item:omi01643;master:n1230:material_item:omi01644;wk:claim:candidate-v7-museum-x-xvii-novgorod-archaeological-collection;src:SRC073;src:SRC027;src:SRC026;src:SRC058;src:SRC059;src:SRC060;src:SRC005;src:SRC028;src:SRC029;src:SRC030;src:SRC048;src:SRC068;src:SRC081;src:SRC103,A,candidate,
it_ps_wax_tablet,Восковая табличка (цера),wax tablet,cat_item_object_wax_tablet_v1,proposed_new,universal,region_novgorod_land,writing,PS_WRITING,wood;beeswax,carved;wax_filled,small,band:small [50-250 g per piece]; nominal 120 g,120,band default small,piece,new;serviceable;worn;cracked;split;repaired;charred;damp_swollen;rotting;broken,cond_wood,"цвет: натуральная береста, тёмные чернила, свинец | устройство: неглубокое прямоугольное углубление заполнено воском; текст наносится писалом | следы: царапины, сгибы, следы печати, истёртый воск | размер по источнику: обычно ладонная или книжная",writing_on_wax;learning,scribe_literate;clergy_monastic;child,ordinary,bag,own;orn;wear;dmg,none,,,n1230:material_item:wrt0016;n1230:material_item:omi01658;n1230:material_item:omi01663;n1230:material_item:omi01662,claim:candidate-v7-museum-x-xvii-novgorod-archaeological-collection;claim:population-joining-wax-soften,"master WRT0016 (B): Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв. ; linked master rows 4, confidence set A/B ; WK approved claims: 2",master:n1230:material_item:wrt0016;master:n1230:material_item:omi01658;master:n1230:material_item:omi01663;master:n1230:material_item:omi01662;wk:claim:candidate-v7-museum-x-xvii-novgorod-archaeological-collection;wk:claim:population-joining-wax-soften;src:SRC026;src:SRC027;src:SRC068;src:SRC073;src:SRC008;src:SRC005;src:SRC028;src:SRC029;src:SRC030;src:SRC048;src:SRC081;src:SRC103,B,candidate,
it_ps_wax_diptych,Диптих из вощёных дощечек,wax-tablet diptych,cat_item_object_wax_tablet_v1,proposed_new,universal,region_novgorod_land,writing,PS_WRITING,wood;beeswax;leather,carved;wax_filled;assembled,small,band:small [50-250 g per set]; nominal 120 g,120,band default small,set,new;serviceable;worn;cracked;split;repaired;charred;damp_swollen;rotting;broken,cond_wood,"цвет: натуральная береста, тёмные чернила, свинец | устройство: две рамки соединены как книжка восковыми поверхностями внутрь | следы: царапины, сгибы, следы печати, истёртый воск | размер по источнику: примерно 10–25 см",writing_on_wax,scribe_literate;clergy_monastic,ordinary,bag,own;orn;wear;dmg,none,,,n1230:material_item:wrt0017;n1230:material_item:omi01664;n1230:material_item:omi01665,claim:population-joining-wax-soften,"master WRT0017 (C): Осторожная реконструкция: функция или наличие вероятны, но конкретная форма/конструкция для Новгорода около 1230 не закреплена полностью. ; linked master rows 3, confidence set B/C ; WK approved claims: 1",master:n1230:material_item:wrt0017;master:n1230:material_item:omi01664;master:n1230:material_item:omi01665;wk:claim:population-joining-wax-soften;src:SRC026;src:SRC027;src:SRC068;src:SRC073;src:SRC008;src:SRC005;src:SRC028;src:SRC029;src:SRC030;src:SRC048;src:SRC081;src:SRC103,C,candidate,Master WRT0017 = C.
it_ps_wax_lump,Кусок воска для таблички или печати,lump of wax for tablet or seal,cat_item_object_wax_lump_v1,proposed_new,universal,region_novgorod_land,writing,PS_WRITING,beeswax,moulded_or_cut,tiny,band:tiny [1-50 g per portion]; nominal 1 g,1,analog v5:item_tpl_nov_beeswax_v1 (src_gameplay_physical_policy_v3),portion,whole;partly_burnt;stub;softened;broken,cond_wax,"цвет: натуральная береста, тёмные чернила, свинец | устройство: небольшой комок или брусок | следы: царапины, сгибы, следы печати, истёртый воск | размер по источнику: с ладонь или меньше",refilling_tablet;sealing,scribe_literate,trifle,pouch,none,none,item_tpl_nov_beeswax_v1,,n1230:material_item:wrt0018,claim:population-joining-wax-soften,"master WRT0018 (A): Прямое новгородское археологическое, архитектурное или письменное подтверждение в подходящем диапазоне; форму всё равно сверять с конкретным опубликованным экз… ; v5 item_tpl_nov_beeswax_v1: 4 source bindings (comparative_period) ; WK approved claims: 1",master:n1230:material_item:wrt0018;v5:item_tpl_nov_beeswax_v1;wk:claim:population-joining-wax-soften;src:SRC026;src:SRC053;src:SRC087;src:SRC027;src:SRC068;src:SRC073,A,candidate,
it_ps_inkwell_horn,Роговая чернильница,horn inkwell,cat_item_object_inkwell_v1,proposed_new,universal,region_novgorod_land,writing,PS_WRITING,horn,carved,small,band:small [50-250 g per piece]; nominal 120 g,120,band default small,piece,whole;worn_polished;cracked;teeth_broken;broken,cond_bone,"цвет: натуральная береста, тёмные чернила, свинец | устройство: малый отрезок рога, герметично закрытый снизу и сверху | следы: царапины, сгибы, следы печати, истёртый воск | размер по источнику: ладонный",holding_ink,scribe_literate;clergy_monastic,ordinary,not_carried,wear;dmg,none,,,n1230:material_item:wrt0007,wk:material_culture:novgorod-wood-bone-horn-classes,"master WRT0007 (C): Осторожная реконструкция: функция или наличие вероятны, но конкретная форма/конструкция для Новгорода около 1230 не закреплена полностью. ; WK approved claims: 1",master:n1230:material_item:wrt0007;wk:material_culture:novgorod-wood-bone-horn-classes;src:SRC026;src:SRC027;src:SRC068;src:SRC073;src:SRC008,C,candidate,Master WRT0007 = C.
it_ps_inkwell_ceramic,Керамическая чернильница,ceramic inkwell,cat_item_object_inkwell_v1,proposed_new,universal,region_novgorod_land,writing,PS_WRITING,clay,fired_clay,small,band:small [50-250 g per piece]; nominal 120 g,120,band default small,piece,whole;chipped;cracked;repaired_laced;sooted;handle_broken;broken_to_sherds,cond_clay,"цвет: натуральная береста, тёмные чернила, свинец | устройство: малый устойчивый сосуд с узким горлом или внутренним резервуаром; форма строго по аналогу | следы: царапины, сгибы, следы печати, истёртый воск | размер по источнику: несколько сантиметров",holding_ink,scribe_literate;clergy_monastic,ordinary,not_carried,wear;dmg,none,,,n1230:material_item:wrt0008,claim:household-ceramic-vessel,"master WRT0008 (C): Осторожная реконструкция: функция или наличие вероятны, но конкретная форма/конструкция для Новгорода около 1230 не закреплена полностью. ; WK approved claims: 1",master:n1230:material_item:wrt0008;wk:claim:household-ceramic-vessel;src:SRC026;src:SRC024;src:SRC080;src:SRC027;src:SRC068;src:SRC073,C,candidate,Master WRT0008 = C.
it_ps_quill,Птичье перо для письма,writing quill,cat_item_object_quill_v1,proposed_new,universal,region_novgorod_land,writing,PS_WRITING,feather,cut,tiny,band:tiny [1-50 g per piece]; nominal 20 g,20,band default tiny,piece,fresh;dry;damp;crumbling;spent,cond_organic_soft,"цвет: натуральная береста, тёмные чернила, свинец | устройство: очинено ножом, кончик расщеплён; хранится сухим | следы: царапины, сгибы, следы печати, истёртый воск | размер по источнику: 20–35 см",writing_with_ink,scribe_literate;clergy_monastic,trifle,not_carried,wear,none,,,n1230:material_item:wrt0024,claim:pigment-carbon-black-pigment,master WRT0024 (B): Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв. ; WK approved claims: 1,master:n1230:material_item:wrt0024;wk:claim:pigment-carbon-black-pigment;src:SRC026;src:SRC027;src:SRC068;src:SRC073;src:SRC008,B,candidate,
it_ps_parchment,Лист пергамента,parchment leaf,cat_item_object_parchment_leaf_v1,proposed_new,universal,region_novgorod_land,writing,PS_WRITING,parchment,prepared,tiny,band:tiny [1-50 g per piece]; nominal 20 g,20,band default tiny,piece,serviceable;worn;stiff_dry;mouldy;torn;patched;wet,cond_leather,"цвет: натуральная береста, тёмные чернила, свинец | устройство: шкура натянута, очищена, высушена и выскоблена; линии разметки возможны | следы: царапины, сгибы, следы печати, истёртый воск | размер по источнику: книжный лист",writing_surface,scribe_literate;clergy_monastic,valued,not_carried,ins;wear;dmg,TXT_DOCUMENT_ENTITY_REF,,,n1230:material_item:wrt0025,claim:material-water-rawhide-wet-dry,master WRT0025 (B): Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв. ; WK approved claims: 1,master:n1230:material_item:wrt0025;wk:claim:material-water-rawhide-wet-dry;src:SRC026;src:SRC027;src:SRC068;src:SRC073;src:SRC008,B,candidate,
it_ps_codex,Рукописная книга,manuscript codex,cat_item_object_codex_v1,proposed_new,universal,region_novgorod_land,writing,PS_WRITING,parchment;wood;leather;copper_alloy,sewn;bound,medium,band:medium [1000-5000 g per piece]; nominal 2000 g,2000,band default medium,piece,serviceable;worn;stiff_dry;mouldy;torn;patched;wet,cond_leather,"цвет: натуральная береста, тёмные чернила, свинец | устройство: тетради сшиты на шнурах, заключены между досками и обтянуты кожей; миниатюры только при основании | следы: царапины, сгибы, следы печати, истёртый воск | размер по источнику: от малой до крупной богослужебной книги",reading;liturgy,clergy_monastic;elite,costly,not_carried,own;orn;rep;wear;dmg;ins,TXT_DOCUMENT_ENTITY_REF,,,n1230:material_item:wrt0023;n1230:material_item:wrt0004;n1230:material_item:wrt0021;n1230:material_item:wrt0022,claim:candidate-v7-museum-x-xvii-novgorod-archaeological-collection,"master WRT0023 (B): Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв. ; linked master rows 4, confidence set B ; WK approved claims: 1",master:n1230:material_item:wrt0023;master:n1230:material_item:wrt0004;master:n1230:material_item:wrt0021;master:n1230:material_item:wrt0022;wk:claim:candidate-v7-museum-x-xvii-novgorod-archaeological-collection;src:SRC026;src:SRC027;src:SRC068;src:SRC073;src:SRC061;src:SRC084;src:SRC008;src:SRC005,B,candidate,
it_ps_tally_stick,Счётная палочка с зарубками (бирка),notched tally stick,cat_item_object_tally_stick_v1,proposed_new,universal,region_novgorod_land,trade_admin,PS_TRADE_ADMIN,wood,carved;notched,tiny,band:tiny [1-50 g per piece]; nominal 20 g,20,band default tiny,piece,new;serviceable;worn;cracked;split;repaired;charred;damp_swollen;rotting;broken,cond_wood,"цвет: светлое или потемневшее дерево, волокна, сучки, следы ножа и топора",counting;recording_debt,trader;household_member;craftsman,trifle,pouch,own;ins;wear;dmg,TXT_TALLY_NOTCH,,,n1230:material_item:omi01611;n1230:material_item:omi01612;n1230:material_item:omi01614;n1230:material_item:omi01610;n1230:material_item:trd0033;n1230:material_item:wrt0029;n1230:material_item:wrt0005;n1230:material_item:hou0045,claim:gramota-73-debt-record,"master OMI01611 (B): Хорошо подтверждаемая реконструкция по нескольким источникам; конкретная форма или сочетание не всегда найдено в одном закрытом комплексе около 1230 года. ; linked master rows 8, confidence set B/C ; WK approved claims: 1",master:n1230:material_item:omi01611;master:n1230:material_item:omi01612;master:n1230:material_item:omi01614;master:n1230:material_item:omi01610;master:n1230:material_item:trd0033;master:n1230:material_item:wrt0029;master:n1230:material_item:wrt0005;master:n1230:material_item:hou0045;wk:claim:gramota-73-debt-record;src:BIB_BIRKI_NKJ;src:BIB_BIRKI_BRE;src:SRC005;src:SRC027;src:SRC028;src:SRC029;src:SRC030;src:SRC048;src:SRC050;src:SRC053;src:SRC068;src:SRC081;src:SRC091;src:SRC093;src:SRC095;src:SRC096;src:SRC103;src:SRC009;src:SRC049;src:SRC089;src:SRC026;src:SRC073;src:SRC008;src:SRC001;src:SRC006;src:SRC061,B,candidate,Около 600 бирок из раскопок Новгорода (BIB_BIRKI_BRE); master-строки частично C.
it_ps_owner_tag,Деревянная бирка-этикетка с владельческим знаком,wooden owner-mark tag,cat_item_object_owner_tag_v1,proposed_new,universal,region_novgorod_land,trade_admin,PS_TRADE_ADMIN,wood,carved;pierced,tiny,band:tiny [1-50 g per piece]; nominal 20 g,20,band default tiny,piece,new;serviceable;worn;cracked;split;repaired;charred;damp_swollen;rotting;broken,cond_wood,"цвет: светлое или потемневшее дерево, волокна, сучки, следы ножа и топора",marking_goods,trader;household_member,trifle,not_carried,own;wear;dmg,TXT_OWNER_SIGN,,,n1230:material_item:omi01613;n1230:material_item:omi01607;n1230:material_item:omi01608;n1230:material_item:omi01620,claim:trade-economy-batch-03-packaging-material-and-closure-affect-handling-conditionally,"master OMI01613 (B): Хорошо подтверждаемая реконструкция по нескольким источникам; конкретная форма или сочетание не всегда найдено в одном закрытом комплексе около 1230 года. ; linked master rows 4, confidence set B ; WK approved claims: 1",master:n1230:material_item:omi01613;master:n1230:material_item:omi01607;master:n1230:material_item:omi01608;master:n1230:material_item:omi01620;wk:claim:trade-economy-batch-03-packaging-material-and-closure-affect-handling-conditionally;src:BIB_BIRKI_BRE;src:SRC005;src:SRC027;src:SRC028;src:SRC029;src:SRC030;src:SRC048;src:SRC050;src:SRC053;src:SRC068;src:SRC081;src:SRC091;src:SRC093;src:SRC095;src:SRC096;src:SRC103,B,candidate,
it_ps_bark_label,Берестяная товарная бирка-записка,birch-bark goods label,cat_item_object_bark_label_v1,proposed_new,universal,region_novgorod_land,trade_admin,PS_TRADE_ADMIN,birch_bark,written_on_birch_bark;pierced,tiny,band:tiny [1-50 g per piece]; nominal 20 g,20,analog v5:item_tpl_nov_birch_bark_sheet_v1 (src_gameplay_physical_policy_v3),piece,new;serviceable;worn;cracked;torn;repaired;damp,cond_bark,"цвет: натуральные материалы и цвет товаров | устройство: узкая/прямоугольная пластина с процарапанным текстом, свёрнутая или сложенная | следы: пломбы, перевязи, грязь, следы складирования | размер по источнику: обычно ладонный формат",labelling_goods,trader,trifle,not_carried,ins;wear;dmg,TXT_BIRCHBARK_LABEL,,,n1230:material_item:trd0032;n1230:material_item:omi01617;n1230:material_item:omi01656;n1230:material_item:omi01615;n1230:material_item:omi01616,claim:transport-boat-cargo-dispatch,"master TRD0032 (A): Прямое новгородское археологическое, архитектурное или письменное подтверждение в подходящем диапазоне; форму всё равно сверять с конкретным опубликованным экз… ; linked master rows 5, confidence set A/B ; WK approved claims: 1",master:n1230:material_item:trd0032;master:n1230:material_item:omi01617;master:n1230:material_item:omi01656;master:n1230:material_item:omi01615;master:n1230:material_item:omi01616;wk:claim:transport-boat-cargo-dispatch;src:SRC027;src:SRC081;src:SRC026;src:SRC009;src:SRC028;src:SRC049;src:SRC053;src:SRC005;src:SRC029;src:SRC030;src:SRC048;src:SRC050;src:SRC068;src:SRC091;src:SRC093;src:SRC095;src:SRC096;src:SRC103;src:SRC073,A,candidate,
it_ps_lead_plomb,Свинцовая товарная пломба на шнуре,lead trade seal on cord,cat_item_object_lead_plomb_v1,proposed_new,universal,region_novgorod_land,trade_admin,PS_TRADE_ADMIN,lead,cast;impressed_or_moulded,tiny,band:tiny [1-50 g per piece]; nominal 50 g,50,analog v5:item_tpl_nov_seal_v1 (src_gameplay_physical_policy_v3),piece,serviceable;tarnished;worn_smooth;bent;cracked;broken,cond_nonferrous,"цвет: натуральные материалы и цвет товаров | устройство: небольшой диск/комок свинца с каналом и оттиском; зажат на шнуре | следы: пломбы, перевязи, грязь, следы складирования | размер по источнику: часто около 7–15 мм для малых пломб",sealing_goods;duty_mark,trader;authority_agent,trifle,not_carried,ins;wear;dmg,TXT_PLOMB_SIGN,item_tpl_nov_seal_v1,,n1230:material_item:trd0028;n1230:material_item:omi01622;n1230:material_item:omi01621;n1230:material_item:msc0021,claim:casting-lead,"master TRD0028 (A): Прямое новгородское археологическое, архитектурное или письменное подтверждение в подходящем диапазоне; форму всё равно сверять с конкретным опубликованным экз… ; linked master rows 4, confidence set A ; v5 item_tpl_nov_seal_v1: 4 source bindings (comparative_period) ; WK approved claims: 1",master:n1230:material_item:trd0028;master:n1230:material_item:omi01622;master:n1230:material_item:omi01621;master:n1230:material_item:msc0021;v5:item_tpl_nov_seal_v1;wk:claim:casting-lead;src:SRC053;src:BIB_PLOMBY_IARAN;src:BIB_SHM_PLOMBA;src:SRC087;src:SRC009;src:SRC027;src:SRC028;src:SRC049;src:SRC005;src:SRC029;src:SRC030;src:SRC048;src:SRC050;src:SRC068;src:SRC081;src:SRC091;src:SRC093;src:SRC095;src:SRC096;src:SRC103;src:SRC001;src:SRC003;src:SRC025,A,candidate,"Пик бытования — XII в., спад в начале XIII в. (BIB_PLOMBY_IARAN): на 1230 г. чаще как потерянная или старая находка."
it_ps_lead_bulla,Свинцовая вислая печать,lead bulla,cat_item_object_lead_bulla_v1,proposed_new,universal,region_novgorod_land,trade_admin,PS_TRADE_ADMIN,lead;cord,impressed_or_moulded,tiny,band:tiny [1-50 g per piece]; nominal 50 g,50,analog v5:item_tpl_nov_seal_v1 (src_gameplay_physical_policy_v3),piece,serviceable;tarnished;worn_smooth;bent;cracked;broken,cond_nonferrous,"цвет: натуральная береста, тёмные чернила, свинец | устройство: двусторонняя булла с оттисками матриц, подвешенная на шнуре | следы: царапины, сгибы, следы печати, истёртый воск | размер по источнику: обычно несколько сантиметров",authenticating_document,authority_agent;clergy_monastic,valued,not_carried,ins;wear;dmg,TXT_BULLA_ENTITY_REF,item_tpl_nov_seal_v1,,n1230:material_item:wrt0014;n1230:material_item:trd0054,claim:casting-lead,"master WRT0014 (A): Прямое новгородское археологическое, архитектурное или письменное подтверждение в подходящем диапазоне; форму всё равно сверять с конкретным опубликованным экз… ; linked master rows 2, confidence set A ; v5 item_tpl_nov_seal_v1: 4 source bindings (comparative_period) ; WK approved claims: 1",master:n1230:material_item:wrt0014;master:n1230:material_item:trd0054;v5:item_tpl_nov_seal_v1;wk:claim:casting-lead;src:SRC053;src:SRC087;src:SRC026;src:SRC027;src:SRC068;src:SRC073;src:SRC009;src:SRC028;src:SRC049,A,candidate,
it_ps_folding_balance,Складные весы в футляре,folding balance in case,cat_item_object_folding_balance_v1,existing_v5_draft,universal,region_novgorod_land,trade_admin,PS_TRADE_ADMIN,copper_alloy;leather,assembled;cast,hand,band:hand [250-1000 g per piece]; nominal 300 g,300,v5:item_tpl_nov_folding_balance_v1.mass_grams_per_unit (src_gameplay_physical_policy_v3),piece,serviceable;tarnished;worn_smooth;bent;cracked;broken,cond_nonferrous,"цвет: натуральные материалы и цвет товаров | устройство: разборное коромысло, две чаши, шнуры и малые гири хранятся в коробке/сумке | следы: пломбы, перевязи, грязь, следы складирования | размер по источнику: малый переносной комплект",weighing_silver;weighing_goods,trader,valued,belt;pouch,own;mk;orn;rep;wear;dmg,none,item_tpl_nov_folding_balance_v1,,n1230:material_item:trd0038;n1230:material_item:trd0037;n1230:material_item:trd0039;n1230:material_item:omi01625;n1230:material_item:omi01629,claim:trade-economy-batch-03-payment-metal-portions-can-be-kept-separated-for-comparison,"master TRD0038 (B): Хорошая реконструкция по новгородским данным и нескольким близким древнерусским аналогиям XII–XIII вв. ; linked master rows 5, confidence set A/B ; v5 item_tpl_nov_folding_balance_v1: 4 source bindings (comparative_period) ; WK approved claims: 1",master:n1230:material_item:trd0038;master:n1230:material_item:trd0037;master:n1230:material_item:trd0039;master:n1230:material_item:omi01625;master:n1230:material_item:omi01629;v5:item_tpl_nov_folding_balance_v1;wk:claim:trade-economy-batch-03-payment-metal-portions-can-be-kept-separated-for-comparison;src:SRC053;src:SRC049;src:SRC009;src:SRC027;src:SRC028;src:SRC089;src:SRC005;src:SRC029;src:SRC030;src:SRC048;src:SRC050;src:SRC068;src:SRC081;src:SRC091;src:SRC093;src:SRC095;src:SRC096;src:SRC103,B,candidate,
it_ps_weight_cubo,Бронзовая гирька кубооктаэдрической формы,cubo-octahedral bronze weight,cat_item_object_weight_v1,proposed_new,universal,region_novgorod_land,trade_admin,PS_TRADE_ADMIN,copper_alloy;iron,cast,tiny,band:tiny [1-50 g per piece]; nominal 20 g,20,band default tiny,piece,serviceable;tarnished;worn_smooth;bent;cracked;broken,cond_nonferrous,"цвет: натуральные материалы и цвет товаров | устройство: литая многогранная гиря, иногда с точками/знаками массы | следы: пломбы, перевязи, грязь, следы складирования | размер по источнику: несколько сантиметров",weighing,trader,ordinary,pouch,ins;wear;dmg,TXT_WEIGHT_DENOMINATION,item_tpl_nov_weight_set_v1,,n1230:material_item:trd0040,claim:trade-economy-batch-03-payment-metal-can-be-inspected-for-visible-material-condition,"master TRD0040 (A): Прямое новгородское археологическое, архитектурное или письменное подтверждение в подходящем диапазоне; форму всё равно сверять с конкретным опубликованным экз… ; v5 item_tpl_nov_weight_set_v1: 4 source bindings (comparative_period) ; WK approved claims: 1",master:n1230:material_item:trd0040;v5:item_tpl_nov_weight_set_v1;wk:claim:trade-economy-batch-03-payment-metal-can-be-inspected-for-visible-material-condition;src:SRC049;src:SRC053;src:SRC009;src:SRC027;src:SRC028;src:SRC089,A,candidate,
it_ps_weight_barrel,Бочонковидная гирька,barrel-shaped weight,cat_item_object_weight_v1,proposed_new,universal,region_novgorod_land,trade_admin,PS_TRADE_ADMIN,iron;copper_alloy,cast;forged,tiny,band:tiny [1-50 g per piece]; nominal 20 g,20,band default tiny,piece,serviceable;dull;rusted;bent;cracked;broken;repaired,cond_iron,"цвет: натуральные материалы и цвет товаров | устройство: литьё/ковка с контролем массы | следы: пломбы, перевязи, грязь, следы складирования | размер по источнику: от малого до ладонного",weighing,trader,ordinary,pouch,ins;wear;dmg,TXT_WEIGHT_DENOMINATION,item_tpl_nov_weight_set_v1,,n1230:material_item:trd0055;n1230:material_item:trd0041,claim:trade-economy-batch-03-payment-metal-can-be-inspected-for-visible-material-condition,"master TRD0055 (A): Прямое новгородское археологическое, архитектурное или письменное подтверждение в подходящем диапазоне; форму всё равно сверять с конкретным опубликованным экз… ; linked master rows 2, confidence set A/B ; v5 item_tpl_nov_weight_set_v1: 4 source bindings (comparative_period) ; WK approved claims: 1",master:n1230:material_item:trd0055;master:n1230:material_item:trd0041;v5:item_tpl_nov_weight_set_v1;wk:claim:trade-economy-batch-03-payment-metal-can-be-inspected-for-visible-material-condition;src:SRC049;src:SRC053;src:SRC009;src:SRC027;src:SRC028;src:SRC089,A,candidate,
it_ps_weight_bag,Мешочек для гирек,pouch for weights,cat_item_object_weight_pouch_v1,proposed_new,universal,region_novgorod_land,trade_admin,PS_TRADE_ADMIN,leather;linen,sewn;drawstring,tiny,band:tiny [1-50 g per piece]; nominal 20 g,20,band default tiny,piece,serviceable;worn;stiff_dry;mouldy;torn;patched;wet,cond_leather,"цвет: светлое или потемневшее дерево, волокна, сучки, следы ножа и топора",keeping_weights,trader,trifle,belt,wear;dmg,none,,container_tpl_nov_drawstring_pouch_v1,n1230:material_item:omi01624,claim:population-leather-case,master OMI01624 (B): Хорошо подтверждаемая реконструкция по нескольким источникам; конкретная форма или сочетание не всегда найдено в одном закрытом комплексе около 1230 года. ; WK approved claims: 1,master:n1230:material_item:omi01624;v5:container_tpl_nov_drawstring_pouch_v1;wk:claim:population-leather-case;src:SRC105;src:SRC005;src:SRC027;src:SRC028;src:SRC029;src:SRC030;src:SRC048;src:SRC050;src:SRC053;src:SRC068;src:SRC081;src:SRC091;src:SRC093;src:SRC095;src:SRC096;src:SRC103,B,candidate,
it_ps_pectoral_cross,Нательный крест,pectoral cross,cat_item_object_pectoral_cross_v1,existing_v5_draft,universal,region_novgorod_land,religious,PS_RELIGIOUS,copper_alloy;stone;wood;silver;bone_or_antler,cast;carved,tiny,band:tiny [1-50 g per piece]; nominal 15 g,15,v5:item_tpl_nov_pectoral_cross_v1.mass_grams_per_unit (src_gameplay_physical_policy_v3),piece,serviceable;tarnished;worn_smooth;bent;cracked;broken,cond_nonferrous,"цвет: золото/серебро локально, тёмное дерево, пигменты | следы: копоть, воск, потёртость от прикосновений, реставрационные утраты | размер по источнику: 2–8 см",devotion;protection,household_member;child;clergy_monastic,trifle,neck,orn;wear;dmg;ins,TXT_CROSS_FORMULA,item_tpl_nov_pectoral_cross_v1,,n1230:material_item:rel0008,claim:casting-bronze,"master REL0008 (A): Прямое новгородское археологическое, архитектурное или письменное подтверждение в подходящем диапазоне; форму всё равно сверять с конкретным опубликованным экз… ; v5 item_tpl_nov_pectoral_cross_v1: 4 source bindings (comparative_period) ; WK approved claims: 1",master:n1230:material_item:rel0008;v5:item_tpl_nov_pectoral_cross_v1;wk:claim:casting-bronze;src:SRC062;src:BIB_ENKOLPION;src:SRC017;src:SRC018;src:SRC019;src:SRC020,A,candidate,
