own_id,pf_id,pf_class,find_context,item_group,owner_kind,holder_kind,controller_kind,access_policy,recognizers_rule,named_person,property_profile_ref,source_refs,confidence,status,note
own_mill__in_use_or_stored__food,mill,workplace_master,in_use_or_stored,FOOD,master,master_or_apprentice,master,master_permission_required,owner(master);apprentices_workers;regular_customers,no,property_context_craft_work_v1,wk:place-first-cartography.json#mill;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,
own_mill__in_use_or_stored__fuel,mill,workplace_master,in_use_or_stored,FUEL,master,master_or_apprentice,master,master_permission_required,owner(master);apprentices_workers;regular_customers,no,property_context_craft_work_v1,wk:place-first-cartography.json#mill;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,
own_mill__in_use_or_stored__hh_bedding_textile,mill,workplace_master,in_use_or_stored,HH_BEDDING_TEXTILE,master,master_or_apprentice,master,master_permission_required,owner(master);apprentices_workers;regular_customers,no,property_context_craft_work_v1,wk:place-first-cartography.json#mill;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,
own_mill__in_use_or_stored__hh_care,mill,workplace_master,in_use_or_stored,HH_CARE,master,master_or_apprentice,master,master_permission_required,owner(master);apprentices_workers;regular_customers,no,property_context_craft_work_v1,wk:place-first-cartography.json#mill;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,
own_mill__in_use_or_stored__hh_cleaning,mill,workplace_master,in_use_or_stored,HH_CLEANING,master,master_or_apprentice,master,master_permission_required,owner(master);apprentices_workers;regular_customers,no,property_context_craft_work_v1,wk:place-first-cartography.json#mill;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,
own_mill__in_use_or_stored__hh_cookware,mill,workplace_master,in_use_or_stored,HH_COOKWARE,master,master_or_apprentice,master,master_permission_required,owner(master);apprentices_workers;regular_customers,no,property_context_craft_work_v1,wk:place-first-cartography.json#mill;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,
own_mill__in_use_or_stored__hh_fire_light,mill,workplace_master,in_use_or_stored,HH_FIRE_LIGHT,master,master_or_apprentice,master,master_permission_required,owner(master);apprentices_workers;regular_customers,no,property_context_craft_work_v1,wk:place-first-cartography.json#mill;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,
own_mill__in_use_or_stored__hh_foodproc,mill,workplace_master,in_use_or_stored,HH_FOODPROC,master,master_or_apprentice,master,master_permission_required,owner(master);apprentices_workers;regular_customers,no,property_context_craft_work_v1,wk:place-first-cartography.json#mill;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,
own_mill__in_use_or_stored__hh_hearth_tools,mill,workplace_master,in_use_or_stored,HH_HEARTH_TOOLS,master,master_or_apprentice,master,master_permission_required,owner(master);apprentices_workers;regular_customers,no,property_context_craft_work_v1,wk:place-first-cartography.json#mill;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,
own_mill__in_use_or_stored__hh_locks,mill,workplace_master,in_use_or_stored,HH_LOCKS,master,master_or_apprentice,master,master_permission_required,owner(master);apprentices_workers;regular_customers,no,property_context_craft_work_v1,wk:place-first-cartography.json#mill;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,
own_mill__in_use_or_stored__hh_sewing,mill,workplace_master,in_use_or_stored,HH_SEWING,master,master_or_apprentice,master,master_permission_required,owner(master);apprentices_workers;regular_customers,no,property_context_craft_work_v1,wk:place-first-cartography.json#mill;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,
own_mill__in_use_or_stored__hh_small_storage,mill,workplace_master,in_use_or_stored,HH_SMALL_STORAGE,master,master_or_apprentice,master,master_permission_required,owner(master);apprentices_workers;regular_customers,no,property_context_craft_work_v1,wk:place-first-cartography.json#mill;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,
own_mill__in_use_or_stored__hh_tableware,mill,workplace_master,in_use_or_stored,HH_TABLEWARE,master,master_or_apprentice,master,master_permission_required,owner(master);apprentices_workers;regular_customers,no,property_context_craft_work_v1,wk:place-first-cartography.json#mill;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,
own_mill__in_use_or_stored__hh_textile_work,mill,workplace_master,in_use_or_stored,HH_TEXTILE_WORK,master,master_or_apprentice,master,master_permission_required,owner(master);apprentices_workers;regular_customers,no,property_context_craft_work_v1,wk:place-first-cartography.json#mill;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,
own_mill__in_use_or_stored__hh_tools_small,mill,workplace_master,in_use_or_stored,HH_TOOLS_SMALL,master,master_or_apprentice,master,master_permission_required,owner(master);apprentices_workers;regular_customers,no,property_context_craft_work_v1,wk:place-first-cartography.json#mill;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,
own_mill__in_use_or_stored__hh_vessels_water,mill,workplace_master,in_use_or_stored,HH_VESSELS_WATER,master,master_or_apprentice,master,master_permission_required,owner(master);apprentices_workers;regular_customers,no,property_context_craft_work_v1,wk:place-first-cartography.json#mill;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,
own_mill__in_use_or_stored__ps_carry,mill,workplace_master,in_use_or_stored,PS_CARRY,master,master_or_apprentice,master,master_permission_required,owner(master);apprentices_workers;regular_customers,no,property_context_craft_work_v1,wk:place-first-cartography.json#mill;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,
own_mill__in_use_or_stored__ps_fire_kit,mill,workplace_master,in_use_or_stored,PS_FIRE_KIT,master,master_or_apprentice,master,master_permission_required,owner(master);apprentices_workers;regular_customers,no,property_context_craft_work_v1,wk:place-first-cartography.json#mill;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,
own_mill__in_use_or_stored__ps_grooming,mill,workplace_master,in_use_or_stored,PS_GROOMING,master,master_or_apprentice,master,master_permission_required,owner(master);apprentices_workers;regular_customers,no,property_context_craft_work_v1,wk:place-first-cartography.json#mill;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,
own_mill__in_use_or_stored__ps_knife,mill,workplace_master,in_use_or_stored,PS_KNIFE,master,master_or_apprentice,master,master_permission_required,owner(master);apprentices_workers;regular_customers,no,property_context_craft_work_v1,wk:place-first-cartography.json#mill;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,
own_mill__in_use_or_stored__ps_music,mill,workplace_master,in_use_or_stored,PS_MUSIC,master,master_or_apprentice,master,master_permission_required,owner(master);apprentices_workers;regular_customers,no,property_context_craft_work_v1,wk:place-first-cartography.json#mill;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,
own_mill__in_use_or_stored__ps_play,mill,workplace_master,in_use_or_stored,PS_PLAY,master,master_or_apprentice,master,master_permission_required,owner(master);apprentices_workers;regular_customers,no,property_context_craft_work_v1,wk:place-first-cartography.json#mill;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,
own_mill__in_use_or_stored__ps_religious,mill,workplace_master,in_use_or_stored,PS_RELIGIOUS,master,master_or_apprentice,master,master_permission_required,owner(master);apprentices_workers;regular_customers,no,property_context_craft_work_v1,wk:place-first-cartography.json#mill;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,
own_mill__in_use_or_stored__ps_trade_admin,mill,workplace_master,in_use_or_stored,PS_TRADE_ADMIN,master,master_or_apprentice,master,master_permission_required,owner(master);apprentices_workers;regular_customers,no,property_context_craft_work_v1,wk:place-first-cartography.json#mill;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,
own_mill__in_use_or_stored__ps_writing,mill,workplace_master,in_use_or_stored,PS_WRITING,master,master_or_apprentice,master,master_permission_required,owner(master);apprentices_workers;regular_customers,no,property_context_craft_work_v1,wk:place-first-cartography.json#mill;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,
own_mill__in_use_or_stored__refuse_salvage,mill,workplace_master,in_use_or_stored,REFUSE_SALVAGE,master,master_or_apprentice,master,master_permission_required,owner(master);apprentices_workers;regular_customers,no,property_context_craft_work_v1,wk:place-first-cartography.json#mill;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,
own_mill__in_use_or_stored__trade_goods,mill,workplace_master,in_use_or_stored,TRADE_GOODS,master,master_or_apprentice,master,master_permission_required,owner(master);apprentices_workers;regular_customers,no,property_context_craft_work_v1,wk:place-first-cartography.json#mill;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,
own_mill__in_use_or_stored__trade_packaging,mill,workplace_master,in_use_or_stored,TRADE_PACKAGING,master,master_or_apprentice,master,master_permission_required,owner(master);apprentices_workers;regular_customers,no,property_context_craft_work_v1,wk:place-first-cartography.json#mill;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,
own_mill__in_use_or_stored__transport_parts,mill,workplace_master,in_use_or_stored,TRANSPORT_PARTS,master,master_or_apprentice,master,master_permission_required,owner(master);apprentices_workers;regular_customers,no,property_context_craft_work_v1,wk:place-first-cartography.json#mill;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,
own_mill__displayed_for_sale__all,mill,workplace_master,displayed_for_sale,*,master,master_or_apprentice,master,master_permission_required,owner(master);apprentices_workers;regular_customers,no,property_context_craft_work_v1,wk:place-first-cartography.json#mill;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,торговля вне торга допускается только при зафиксированном основании продажи
own_mill__loose_dropped__all,mill,workplace_master,loose_dropped,*,master,master_or_apprentice,master,master_permission_required,owner(master);apprentices_workers;regular_customers,no,property_context_craft_work_v1,wk:place-first-cartography.json#mill;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,обронённое на своём дворе/в мастерской остаётся вещью двора/мастера
own_mill__discarded_refuse__all,mill,workplace_master,discarded_refuse,*,master,master_or_apprentice,master,master_permission_required,owner(master);apprentices_workers;regular_customers,no,property_context_craft_work_v1,wk:place-first-cartography.json#mill;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,выброшенное на своём участке — вещь хозяина участка (вторсырьё)
own_mill__natural_in_situ__all,mill,workplace_master,natural_in_situ,*,ownerless,none,none,free_to_take_subject_to_parcel_rules,none,no,,wk:place-first-cartography.json#mill;issue133:D14(issuecomment-5844152943);v5:property_profiles;pr98:m2c-items/property-context-candidate.json(natural access),C,candidate,"природное на месте — ничьё; права участка, если зафиксированы, имеют приоритет"
own_threshing_barn__in_use_or_stored__ag_fish_hunt,threshing_barn,workplace_household,in_use_or_stored,AG_FISH_HUNT,household,household_member,household_head,owner_permission_required,"owner;household_members;frequent_witnesses(neighbours,regular_visitors)",no,property_context_fishing_v1,wk:place-first-cartography.json#threshing_barn;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,овин/гумно — хозяйственные постройки двора
own_threshing_barn__in_use_or_stored__church_consumables,threshing_barn,workplace_household,in_use_or_stored,CHURCH_CONSUMABLES,household,household_member,household_head,owner_permission_required,"owner;household_members;frequent_witnesses(neighbours,regular_visitors)",no,property_context_household_personal_v1,wk:place-first-cartography.json#threshing_barn;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,овин/гумно — хозяйственные постройки двора
own_threshing_barn__in_use_or_stored__construction,threshing_barn,workplace_household,in_use_or_stored,CONSTRUCTION,household,household_member,household_head,owner_permission_required,"owner;household_members;frequent_witnesses(neighbours,regular_visitors)",no,property_context_household_personal_v1,wk:place-first-cartography.json#threshing_barn;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,овин/гумно — хозяйственные постройки двора
own_threshing_barn__in_use_or_stored__cr_material,threshing_barn,workplace_household,in_use_or_stored,CR_MATERIAL,household,household_member,household_head,owner_permission_required,"owner;household_members;frequent_witnesses(neighbours,regular_visitors)",no,property_context_household_personal_v1,wk:place-first-cartography.json#threshing_barn;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,овин/гумно — хозяйственные постройки двора
own_threshing_barn__in_use_or_stored__cr_tools,threshing_barn,workplace_household,in_use_or_stored,CR_TOOLS,household,household_member,household_head,owner_permission_required,"owner;household_members;frequent_witnesses(neighbours,regular_visitors)",no,property_workshop_tool_property_v1,wk:place-first-cartography.json#threshing_barn;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,овин/гумно — хозяйственные постройки двора
own_threshing_barn__in_use_or_stored__cr_waste,threshing_barn,workplace_household,in_use_or_stored,CR_WASTE,household,household_member,household_head,owner_permission_required,"owner;household_members;frequent_witnesses(neighbours,regular_visitors)",no,property_context_household_personal_v1,wk:place-first-cartography.json#threshing_barn;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,овин/гумно — хозяйственные постройки двора
own_threshing_barn__in_use_or_stored__food,threshing_barn,workplace_household,in_use_or_stored,FOOD,household,household_member,household_head,owner_permission_required,"owner;household_members;frequent_witnesses(neighbours,regular_visitors)",no,property_context_food_trade_household_v1,wk:place-first-cartography.json#threshing_barn;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,овин/гумно — хозяйственные постройки двора
own_threshing_barn__in_use_or_stored__fuel,threshing_barn,workplace_household,in_use_or_stored,FUEL,household,household_member,household_head,owner_permission_required,"owner;household_members;frequent_witnesses(neighbours,regular_visitors)",no,property_context_household_personal_v1,wk:place-first-cartography.json#threshing_barn;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,овин/гумно — хозяйственные постройки двора
own_threshing_barn__in_use_or_stored__hh_bedding_textile,threshing_barn,workplace_household,in_use_or_stored,HH_BEDDING_TEXTILE,household,household_member,household_head,owner_permission_required,"owner;household_members;frequent_witnesses(neighbours,regular_visitors)",no,property_context_household_personal_v1,wk:place-first-cartography.json#threshing_barn;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,овин/гумно — хозяйственные постройки двора
own_threshing_barn__in_use_or_stored__hh_care,threshing_barn,workplace_household,in_use_or_stored,HH_CARE,household,household_member,household_head,owner_permission_required,"owner;household_members;frequent_witnesses(neighbours,regular_visitors)",no,property_context_household_personal_v1,wk:place-first-cartography.json#threshing_barn;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,овин/гумно — хозяйственные постройки двора
own_threshing_barn__in_use_or_stored__hh_cleaning,threshing_barn,workplace_household,in_use_or_stored,HH_CLEANING,household,household_member,household_head,owner_permission_required,"owner;household_members;frequent_witnesses(neighbours,regular_visitors)",no,property_context_household_personal_v1,wk:place-first-cartography.json#threshing_barn;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,овин/гумно — хозяйственные постройки двора
own_threshing_barn__in_use_or_stored__hh_cookware,threshing_barn,workplace_household,in_use_or_stored,HH_COOKWARE,household,household_member,household_head,owner_permission_required,"owner;household_members;frequent_witnesses(neighbours,regular_visitors)",no,property_context_household_personal_v1,wk:place-first-cartography.json#threshing_barn;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,овин/гумно — хозяйственные постройки двора
own_threshing_barn__in_use_or_stored__hh_fire_light,threshing_barn,workplace_household,in_use_or_stored,HH_FIRE_LIGHT,household,household_member,household_head,owner_permission_required,"owner;household_members;frequent_witnesses(neighbours,regular_visitors)",no,property_context_household_personal_v1,wk:place-first-cartography.json#threshing_barn;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,овин/гумно — хозяйственные постройки двора
own_threshing_barn__in_use_or_stored__hh_foodproc,threshing_barn,workplace_household,in_use_or_stored,HH_FOODPROC,household,household_member,household_head,owner_permission_required,"owner;household_members;frequent_witnesses(neighbours,regular_visitors)",no,property_context_household_personal_v1,wk:place-first-cartography.json#threshing_barn;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,овин/гумно — хозяйственные постройки двора
own_threshing_barn__in_use_or_stored__hh_hearth_tools,threshing_barn,workplace_household,in_use_or_stored,HH_HEARTH_TOOLS,household,household_member,household_head,owner_permission_required,"owner;household_members;frequent_witnesses(neighbours,regular_visitors)",no,property_context_household_personal_v1,wk:place-first-cartography.json#threshing_barn;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,овин/гумно — хозяйственные постройки двора
own_threshing_barn__in_use_or_stored__hh_locks,threshing_barn,workplace_household,in_use_or_stored,HH_LOCKS,household,household_member,household_head,owner_permission_required,"owner;household_members;frequent_witnesses(neighbours,regular_visitors)",no,property_context_household_personal_v1,wk:place-first-cartography.json#threshing_barn;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,овин/гумно — хозяйственные постройки двора
own_threshing_barn__in_use_or_stored__hh_sewing,threshing_barn,workplace_household,in_use_or_stored,HH_SEWING,household,household_member,household_head,owner_permission_required,"owner;household_members;frequent_witnesses(neighbours,regular_visitors)",no,property_context_household_personal_v1,wk:place-first-cartography.json#threshing_barn;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,овин/гумно — хозяйственные постройки двора
own_threshing_barn__in_use_or_stored__hh_small_storage,threshing_barn,workplace_household,in_use_or_stored,HH_SMALL_STORAGE,household,household_member,household_head,owner_permission_required,"owner;household_members;frequent_witnesses(neighbours,regular_visitors)",no,property_context_household_personal_v1,wk:place-first-cartography.json#threshing_barn;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,овин/гумно — хозяйственные постройки двора
own_threshing_barn__in_use_or_stored__hh_tableware,threshing_barn,workplace_household,in_use_or_stored,HH_TABLEWARE,household,household_member,household_head,owner_permission_required,"owner;household_members;frequent_witnesses(neighbours,regular_visitors)",no,property_context_household_personal_v1,wk:place-first-cartography.json#threshing_barn;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,овин/гумно — хозяйственные постройки двора
own_threshing_barn__in_use_or_stored__hh_textile_work,threshing_barn,workplace_household,in_use_or_stored,HH_TEXTILE_WORK,household,household_member,household_head,owner_permission_required,"owner;household_members;frequent_witnesses(neighbours,regular_visitors)",no,property_context_household_personal_v1,wk:place-first-cartography.json#threshing_barn;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,овин/гумно — хозяйственные постройки двора
own_threshing_barn__in_use_or_stored__hh_tools_small,threshing_barn,workplace_household,in_use_or_stored,HH_TOOLS_SMALL,household,household_member,household_head,owner_permission_required,"owner;household_members;frequent_witnesses(neighbours,regular_visitors)",no,property_context_household_personal_v1,wk:place-first-cartography.json#threshing_barn;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,овин/гумно — хозяйственные постройки двора
own_threshing_barn__in_use_or_stored__hh_vessels_water,threshing_barn,workplace_household,in_use_or_stored,HH_VESSELS_WATER,household,household_member,household_head,owner_permission_required,"owner;household_members;frequent_witnesses(neighbours,regular_visitors)",no,property_context_household_personal_v1,wk:place-first-cartography.json#threshing_barn;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,овин/гумно — хозяйственные постройки двора
own_threshing_barn__in_use_or_stored__ps_carry,threshing_barn,workplace_household,in_use_or_stored,PS_CARRY,household,household_member,household_head,owner_permission_required,"owner;household_members;frequent_witnesses(neighbours,regular_visitors)",no,property_context_household_personal_v1,wk:place-first-cartography.json#threshing_barn;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,овин/гумно — хозяйственные постройки двора
own_threshing_barn__in_use_or_stored__ps_fire_kit,threshing_barn,workplace_household,in_use_or_stored,PS_FIRE_KIT,household,household_member,household_head,owner_permission_required,"owner;household_members;frequent_witnesses(neighbours,regular_visitors)",no,property_context_household_personal_v1,wk:place-first-cartography.json#threshing_barn;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,овин/гумно — хозяйственные постройки двора
own_threshing_barn__in_use_or_stored__ps_grooming,threshing_barn,workplace_household,in_use_or_stored,PS_GROOMING,household,household_member,household_head,owner_permission_required,"owner;household_members;frequent_witnesses(neighbours,regular_visitors)",no,property_context_household_personal_v1,wk:place-first-cartography.json#threshing_barn;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,овин/гумно — хозяйственные постройки двора
own_threshing_barn__in_use_or_stored__ps_knife,threshing_barn,workplace_household,in_use_or_stored,PS_KNIFE,household,household_member,household_head,owner_permission_required,"owner;household_members;frequent_witnesses(neighbours,regular_visitors)",no,property_context_household_personal_v1,wk:place-first-cartography.json#threshing_barn;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,овин/гумно — хозяйственные постройки двора
own_threshing_barn__in_use_or_stored__ps_music,threshing_barn,workplace_household,in_use_or_stored,PS_MUSIC,household,household_member,household_head,owner_permission_required,"owner;household_members;frequent_witnesses(neighbours,regular_visitors)",no,property_context_household_personal_v1,wk:place-first-cartography.json#threshing_barn;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,овин/гумно — хозяйственные постройки двора
own_threshing_barn__in_use_or_stored__ps_play,threshing_barn,workplace_household,in_use_or_stored,PS_PLAY,household,household_member,household_head,owner_permission_required,"owner;household_members;frequent_witnesses(neighbours,regular_visitors)",no,property_context_household_personal_v1,wk:place-first-cartography.json#threshing_barn;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,овин/гумно — хозяйственные постройки двора
own_threshing_barn__in_use_or_stored__ps_religious,threshing_barn,workplace_household,in_use_or_stored,PS_RELIGIOUS,household,household_member,household_head,owner_permission_required,"owner;household_members;frequent_witnesses(neighbours,regular_visitors)",no,property_religious_object_v1,wk:place-first-cartography.json#threshing_barn;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,овин/гумно — хозяйственные постройки двора
own_threshing_barn__in_use_or_stored__ps_trade_admin,threshing_barn,workplace_household,in_use_or_stored,PS_TRADE_ADMIN,household,household_member,household_head,owner_permission_required,"owner;household_members;frequent_witnesses(neighbours,regular_visitors)",no,property_context_trade_administration_v1,wk:place-first-cartography.json#threshing_barn;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,овин/гумно — хозяйственные постройки двора
own_threshing_barn__in_use_or_stored__ps_writing,threshing_barn,workplace_household,in_use_or_stored,PS_WRITING,household,household_member,household_head,owner_permission_required,"owner;household_members;frequent_witnesses(neighbours,regular_visitors)",no,property_context_writing_accounting_v1,wk:place-first-cartography.json#threshing_barn;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,овин/гумно — хозяйственные постройки двора
own_threshing_barn__in_use_or_stored__refuse_salvage,threshing_barn,workplace_household,in_use_or_stored,REFUSE_SALVAGE,household,household_member,household_head,owner_permission_required,"owner;household_members;frequent_witnesses(neighbours,regular_visitors)",no,property_context_household_personal_v1,wk:place-first-cartography.json#threshing_barn;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,овин/гумно — хозяйственные постройки двора
own_threshing_barn__in_use_or_stored__trade_goods,threshing_barn,workplace_household,in_use_or_stored,TRADE_GOODS,household,household_member,household_head,owner_permission_required,"owner;household_members;frequent_witnesses(neighbours,regular_visitors)",no,property_context_household_personal_v1,wk:place-first-cartography.json#threshing_barn;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,овин/гумно — хозяйственные постройки двора
own_threshing_barn__in_use_or_stored__trade_packaging,threshing_barn,workplace_household,in_use_or_stored,TRADE_PACKAGING,household,household_member,household_head,owner_permission_required,"owner;household_members;frequent_witnesses(neighbours,regular_visitors)",no,property_context_household_personal_v1,wk:place-first-cartography.json#threshing_barn;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,овин/гумно — хозяйственные постройки двора
own_threshing_barn__in_use_or_stored__transport_parts,threshing_barn,workplace_household,in_use_or_stored,TRANSPORT_PARTS,household,household_member,household_head,owner_permission_required,"owner;household_members;frequent_witnesses(neighbours,regular_visitors)",no,property_context_household_personal_v1,wk:place-first-cartography.json#threshing_barn;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,овин/гумно — хозяйственные постройки двора
own_threshing_barn__loose_dropped__all,threshing_barn,workplace_household,loose_dropped,*,household,household_member,household_head,owner_permission_required,"owner;household_members;frequent_witnesses(neighbours,regular_visitors)",no,property_context_household_personal_v1,wk:place-first-cartography.json#threshing_barn;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,обронённое на своём дворе/в мастерской остаётся вещью двора/мастера
own_threshing_barn__discarded_refuse__all,threshing_barn,workplace_household,discarded_refuse,*,household,household_member,household_head,owner_permission_required,"owner;household_members;frequent_witnesses(neighbours,regular_visitors)",no,property_context_household_personal_v1,wk:place-first-cartography.json#threshing_barn;issue133:D14(issuecomment-5844152943);v5:property_profiles;rus13tpl:novgorod_property_rules_v1.json(draft),C,candidate,выброшенное на своём участке — вещь хозяина участка (вторсырьё)
