rl_id,kind,name_ru,roles,pf_ids,calendar_refs,items_refs,sensory_cues,source_refs,confidence,period,status,note
rl_072,practice,подвески-топорики,[],[],[],[],[],"book:624953 (Янин Валентин Лаврентьевич; Вагнер Георгий Карлович; Рыбина Елена Александровна; Макарова Татьяна Ивановна; Хорошев Александр Степанович; Розенфельдт Ростислав Леонидович; Щапова Юлия Леонидовна; Седова Мария Владимировна; Мурашова Вероника Владиславовна; Сабурова Мария Андреевна; Медынцева Альбина Александровна; Голубева Леонилла Анатольевна; Николаева Татьяна Васильевна; Недошивина Наталья Германовна; Поветкин Владимир Иванович; Воробьева Елена Владимировна; Чернецов Алексей Владимирович; Полубояринова Марина Дмитриевна; Беленькая Доротея Алексеевна, Древняя Русь. Быт и культура, 1997) §Глава 9 Амулеты Л.А. Голубева ¶1541",B,medieval_general,candidate,period=medieval_general. Археология; к 1230 г. редки | Миниатюрные топорики-обереги (связь с культом Перуна) найдены в слоях XI в. в Новгороде
rl_073,practice,солярные подвески с крестом,[],[],[],[],[],"book:624953 (Янин Валентин Лаврентьевич; Вагнер Георгий Карлович; Рыбина Елена Александровна; Макарова Татьяна Ивановна; Хорошев Александр Степанович; Розенфельдт Ростислав Леонидович; Щапова Юлия Леонидовна; Седова Мария Владимировна; Мурашова Вероника Владиславовна; Сабурова Мария Андреевна; Медынцева Альбина Александровна; Голубева Леонилла Анатольевна; Николаева Татьяна Васильевна; Недошивина Наталья Германовна; Поветкин Владимир Иванович; Воробьева Елена Владимировна; Чернецов Алексей Владимирович; Полубояринова Марина Дмитриевна; Беленькая Доротея Алексеевна, Древняя Русь. Быт и культура, 1997) §Глава 9 Амулеты Л.А. Голубева ¶1547",B,c1230,candidate,"period=c1230. | Круглые подвески с крестом, колесом — солярные обереги XI–XIII вв., у всех восточных славян"
rl_074,belief,крестики как обереги,[],[],[],[],[],"book:624953 (Янин Валентин Лаврентьевич; Вагнер Георгий Карлович; Рыбина Елена Александровна; Макарова Татьяна Ивановна; Хорошев Александр Степанович; Розенфельдт Ростислав Леонидович; Щапова Юлия Леонидовна; Седова Мария Владимировна; Мурашова Вероника Владиславовна; Сабурова Мария Андреевна; Медынцева Альбина Александровна; Голубева Леонилла Анатольевна; Николаева Татьяна Васильевна; Недошивина Наталья Германовна; Поветкин Владимир Иванович; Воробьева Елена Владимировна; Чернецов Алексей Владимирович; Полубояринова Марина Дмитриевна; Беленькая Доротея Алексеевна, Древняя Русь. Быт и культура, 1997) §Глава 9 Амулеты Л.А. Голубева ¶1549",B,medieval_general,candidate,"period=medieval_general. Двоеверие | Нательные крестики часто носили на одной цепочке с коньками, зубами зверя, ложечками — формально христианские обереги"
rl_075,practice,христианство в сельском Севере,[],[],[],[],[],"book:624953 (Янин Валентин Лаврентьевич; Вагнер Георгий Карлович; Рыбина Елена Александровна; Макарова Татьяна Ивановна; Хорошев Александр Степанович; Розенфельдт Ростислав Леонидович; Щапова Юлия Леонидовна; Седова Мария Владимировна; Мурашова Вероника Владиславовна; Сабурова Мария Андреевна; Медынцева Альбина Александровна; Голубева Леонилла Анатольевна; Николаева Татьяна Васильевна; Недошивина Наталья Германовна; Поветкин Владимир Иванович; Воробьева Елена Владимировна; Чернецов Алексей Владимирович; Полубояринова Марина Дмитриевна; Беленькая Доротея Алексеевна, Древняя Русь. Быт и культура, 1997) §Глава 9 Амулеты Л.А. Голубева ¶1549",B,c1230,candidate,period=c1230. Важно для деревень Новгородской земли | Ещё в XII в. влияние христианства в сельских местностях европейского Севера было ограниченным
rl_076,practice,лунницы,[],[],[],[],[],"book:624953 (Янин Валентин Лаврентьевич; Вагнер Георгий Карлович; Рыбина Елена Александровна; Макарова Татьяна Ивановна; Хорошев Александр Степанович; Розенфельдт Ростислав Леонидович; Щапова Юлия Леонидовна; Седова Мария Владимировна; Мурашова Вероника Владиславовна; Сабурова Мария Андреевна; Медынцева Альбина Александровна; Голубева Леонилла Анатольевна; Николаева Татьяна Васильевна; Недошивина Наталья Германовна; Поветкин Владимир Иванович; Воробьева Елена Владимировна; Чернецов Алексей Владимирович; Полубояринова Марина Дмитриевна; Беленькая Доротея Алексеевна, Древняя Русь. Быт и культура, 1997) §Глава 9 Амулеты Л.А. Голубева ¶1550",B,medieval_general,candidate,period=medieval_general. | Подвески-лунницы отражают поклонение луне; солярно-лунарные символы — обереги здоровья и благополучия
rl_077,practice,"бытовые амулеты: ложечки, ключи, гребни",[],[],[],[],[],"book:624953 (Янин Валентин Лаврентьевич; Вагнер Георгий Карлович; Рыбина Елена Александровна; Макарова Татьяна Ивановна; Хорошев Александр Степанович; Розенфельдт Ростислав Леонидович; Щапова Юлия Леонидовна; Седова Мария Владимировна; Мурашова Вероника Владиславовна; Сабурова Мария Андреевна; Медынцева Альбина Александровна; Голубева Леонилла Анатольевна; Николаева Татьяна Васильевна; Недошивина Наталья Германовна; Поветкин Владимир Иванович; Воробьева Елена Владимировна; Чернецов Алексей Владимирович; Полубояринова Марина Дмитриевна; Беленькая Доротея Алексеевна, Древняя Русь. Быт и культура, 1997) §Глава 9 Амулеты Л.А. Голубева ¶1552",B,medieval_general,candidate,"period=medieval_general. | Амулеты в виде ложек, ключей, гребней, ножен, игольников носили на цепочках; характерны для сельского населения"
rl_078,belief,подвески-ключи,[],[],[],[],[],"book:624953 (Янин Валентин Лаврентьевич; Вагнер Георгий Карлович; Рыбина Елена Александровна; Макарова Татьяна Ивановна; Хорошев Александр Степанович; Розенфельдт Ростислав Леонидович; Щапова Юлия Леонидовна; Седова Мария Владимировна; Мурашова Вероника Владиславовна; Сабурова Мария Андреевна; Медынцева Альбина Александровна; Голубева Леонилла Анатольевна; Николаева Татьяна Васильевна; Недошивина Наталья Германовна; Поветкин Владимир Иванович; Воробьева Елена Владимировна; Чернецов Алексей Владимирович; Полубояринова Марина Дмитриевна; Беленькая Доротея Алексеевна, Древняя Русь. Быт и культура, 1997) §Глава 9 Амулеты Л.А. Голубева ¶1555",B,medieval_general,candidate,period=medieval_general. | Подвески-ключи — символ богатства и его охраны; у веси в Приладожье — в женских погребениях XI–XII вв.
rl_079,practice,игольники-ножны в Новгороде,[],[],[],[],[],"book:624953 (Янин Валентин Лаврентьевич; Вагнер Георгий Карлович; Рыбина Елена Александровна; Макарова Татьяна Ивановна; Хорошев Александр Степанович; Розенфельдт Ростислав Леонидович; Щапова Юлия Леонидовна; Седова Мария Владимировна; Мурашова Вероника Владиславовна; Сабурова Мария Андреевна; Медынцева Альбина Александровна; Голубева Леонилла Анатольевна; Николаева Татьяна Васильевна; Недошивина Наталья Германовна; Поветкин Владимир Иванович; Воробьева Елена Владимировна; Чернецов Алексей Владимирович; Полубояринова Марина Дмитриевна; Беленькая Доротея Алексеевна, Древняя Русь. Быт и культура, 1997) §Глава 9 Амулеты Л.А. Голубева ¶1557",B,c1230,candidate,period=c1230. | В Новгороде игольники-ножны найдены в слоях 1-й пол. XII — нач. XIV в.
rl_080,practice,амулеты из клыков и когтей,[],[],[],[],[],"book:624953 (Янин Валентин Лаврентьевич; Вагнер Георгий Карлович; Рыбина Елена Александровна; Макарова Татьяна Ивановна; Хорошев Александр Степанович; Розенфельдт Ростислав Леонидович; Щапова Юлия Леонидовна; Седова Мария Владимировна; Мурашова Вероника Владиславовна; Сабурова Мария Андреевна; Медынцева Альбина Александровна; Голубева Леонилла Анатольевна; Николаева Татьяна Васильевна; Недошивина Наталья Германовна; Поветкин Владимир Иванович; Воробьева Елена Владимировна; Чернецов Алексей Владимирович; Полубояринова Марина Дмитриевна; Беленькая Доротея Алексеевна, Древняя Русь. Быт и культура, 1997) §Глава 9 Амулеты Л.А. Голубева ¶1567",B,medieval_general,candidate,"period=medieval_general. | Подвески из клыков медведя, волка, лисицы, собаки, куницы и когтей медведя — широко распространены"
rl_081,belief,зооморфные подвески у женщин,[],[],[],[],[],"book:624953 (Янин Валентин Лаврентьевич; Вагнер Георгий Карлович; Рыбина Елена Александровна; Макарова Татьяна Ивановна; Хорошев Александр Степанович; Розенфельдт Ростислав Леонидович; Щапова Юлия Леонидовна; Седова Мария Владимировна; Мурашова Вероника Владиславовна; Сабурова Мария Андреевна; Медынцева Альбина Александровна; Голубева Леонилла Анатольевна; Николаева Татьяна Васильевна; Недошивина Наталья Германовна; Поветкин Владимир Иванович; Воробьева Елена Владимировна; Чернецов Алексей Владимирович; Полубояринова Марина Дмитриевна; Беленькая Доротея Алексеевна, Древняя Русь. Быт и культура, 1997) §Глава 9 Амулеты Л.А. Голубева ¶1574",B,medieval_general,candidate,period=medieval_general. | Зооморфные подвески носили исключительно женщины — для защиты и плодородия
rl_082,practice,шумящие подвески-коньки в Новгороде,[],[],[],[],[],"book:624953 (Янин Валентин Лаврентьевич; Вагнер Георгий Карлович; Рыбина Елена Александровна; Макарова Татьяна Ивановна; Хорошев Александр Степанович; Розенфельдт Ростислав Леонидович; Щапова Юлия Леонидовна; Седова Мария Владимировна; Мурашова Вероника Владиславовна; Сабурова Мария Андреевна; Медынцева Альбина Александровна; Голубева Леонилла Анатольевна; Николаева Татьяна Васильевна; Недошивина Наталья Германовна; Поветкин Владимир Иванович; Воробьева Елена Владимировна; Чернецов Алексей Владимирович; Полубояринова Марина Дмитриевна; Беленькая Доротея Алексеевна, Древняя Русь. Быт и культура, 1997) §Глава 9 Амулеты Л.А. Голубева ¶1597",B,c1230,candidate,"period=c1230. | Подвески-обереги изготавливали в Новгороде, где их найдено 50 штук"
rl_083,practice,«вспышка язычества» XII–XIII вв.,[],[],[],[],[],"book:624953 (Янин Валентин Лаврентьевич; Вагнер Георгий Карлович; Рыбина Елена Александровна; Макарова Татьяна Ивановна; Хорошев Александр Степанович; Розенфельдт Ростислав Леонидович; Щапова Юлия Леонидовна; Седова Мария Владимировна; Мурашова Вероника Владиславовна; Сабурова Мария Андреевна; Медынцева Альбина Александровна; Голубева Леонилла Анатольевна; Николаева Татьяна Васильевна; Недошивина Наталья Германовна; Поветкин Владимир Иванович; Воробьева Елена Владимировна; Чернецов Алексей Владимирович; Полубояринова Марина Дмитриевна; Беленькая Доротея Алексеевна, Древняя Русь. Быт и культура, 1997) §Глава 9 Амулеты Л.А. Голубева ¶1593",B,c1230,candidate,"period=c1230. Новгородская периферия, чудь/весь | В XII–XIII вв. на финских территориях, освоенных славянами, — расцвет зооморфных амулетов с конём"
rl_084,practice,хоросы и лампады,[],[],[],[],"[""свет и запах масляных лампад""]","book:624953 (Янин Валентин Лаврентьевич; Вагнер Георгий Карлович; Рыбина Елена Александровна; Макарова Татьяна Ивановна; Хорошев Александр Степанович; Розенфельдт Ростислав Леонидович; Щапова Юлия Леонидовна; Седова Мария Владимировна; Мурашова Вероника Владиславовна; Сабурова Мария Андреевна; Медынцева Альбина Александровна; Голубева Леонилла Анатольевна; Николаева Татьяна Васильевна; Недошивина Наталья Германовна; Поветкин Владимир Иванович; Воробьева Елена Владимировна; Чернецов Алексей Владимирович; Полубояринова Марина Дмитриевна; Беленькая Доротея Алексеевна, Древняя Русь. Быт и культура, 1997) §Глава 10 Предметы христианского культа Т.В. Николаева, Н.Г. Недошивина ¶1632",B,c1230,candidate,period=c1230. | Храмы освещали литыми бронзовыми хоросами (кольцо с кронштейнами для свечей) и лампадами
rl_085,practice,кадильницы,[],[],[],[],"[""свет и запах масляных лампад"", ""запах ладана""]","book:624953 (Янин Валентин Лаврентьевич; Вагнер Георгий Карлович; Рыбина Елена Александровна; Макарова Татьяна Ивановна; Хорошев Александр Степанович; Розенфельдт Ростислав Леонидович; Щапова Юлия Леонидовна; Седова Мария Владимировна; Мурашова Вероника Владиславовна; Сабурова Мария Андреевна; Медынцева Альбина Александровна; Голубева Леонилла Анатольевна; Николаева Татьяна Васильевна; Недошивина Наталья Германовна; Поветкин Владимир Иванович; Воробьева Елена Владимировна; Чернецов Алексей Владимирович; Полубояринова Марина Дмитриевна; Беленькая Доротея Алексеевна, Древняя Русь. Быт и культура, 1997) §Глава 10 Предметы христианского культа Т.В. Николаева, Н.Г. Недошивина ¶1644",B,c1230,candidate,"period=c1230. | Лампады и кадильницы литые, с полусферической чашечкой и ажурными цепями — обычны в XII–XIII вв."
rl_086,institution,кратиры Софийского собора,[],[],[],[],[],"book:624953 (Янин Валентин Лаврентьевич; Вагнер Георгий Карлович; Рыбина Елена Александровна; Макарова Татьяна Ивановна; Хорошев Александр Степанович; Розенфельдт Ростислав Леонидович; Щапова Юлия Леонидовна; Седова Мария Владимировна; Мурашова Вероника Владиславовна; Сабурова Мария Андреевна; Медынцева Альбина Александровна; Голубева Леонилла Анатольевна; Николаева Татьяна Васильевна; Недошивина Наталья Германовна; Поветкин Владимир Иванович; Воробьева Елена Владимировна; Чернецов Алексей Владимирович; Полубояринова Марина Дмитриевна; Беленькая Доротея Алексеевна, Древняя Русь. Быт и культура, 1997) §Глава 10 Предметы христианского культа Т.В. Николаева, Н.Г. Недошивина ¶1649",B,c1230,candidate,"period=c1230. | В ризнице Св. Софии два серебряных сосуда-кратира сер. XII в., заказчик посадник Петрила, мастера Флор-Братила и Коста"
rl_087,practice,сионы,[],[],[],[],[],"book:624953 (Янин Валентин Лаврентьевич; Вагнер Георгий Карлович; Рыбина Елена Александровна; Макарова Татьяна Ивановна; Хорошев Александр Степанович; Розенфельдт Ростислав Леонидович; Щапова Юлия Леонидовна; Седова Мария Владимировна; Мурашова Вероника Владиславовна; Сабурова Мария Андреевна; Медынцева Альбина Александровна; Голубева Леонилла Анатольевна; Николаева Татьяна Васильевна; Недошивина Наталья Германовна; Поветкин Владимир Иванович; Воробьева Елена Владимировна; Чернецов Алексей Владимирович; Полубояринова Марина Дмитриевна; Беленькая Доротея Алексеевна, Древняя Русь. Быт и культура, 1997) §Глава 10 Предметы христианского культа Т.В. Николаева, Н.Г. Недошивина ¶1654",B,c1230,candidate,period=c1230. | Новгородские сионы (модель храма-ротонды) выносили на торжественных службах и крестных ходах
rl_088,practice,напрестольные кресты,[],[],[],[],[],"book:624953 (Янин Валентин Лаврентьевич; Вагнер Георгий Карлович; Рыбина Елена Александровна; Макарова Татьяна Ивановна; Хорошев Александр Степанович; Розенфельдт Ростислав Леонидович; Щапова Юлия Леонидовна; Седова Мария Владимировна; Мурашова Вероника Владиславовна; Сабурова Мария Андреевна; Медынцева Альбина Александровна; Голубева Леонилла Анатольевна; Николаева Татьяна Васильевна; Недошивина Наталья Германовна; Поветкин Владимир Иванович; Воробьева Елена Владимировна; Чернецов Алексей Владимирович; Полубояринова Марина Дмитриевна; Беленькая Доротея Алексеевна, Древняя Русь. Быт и культура, 1997) §Глава 10 Предметы христианского культа Т.В. Николаева, Н.Г. Недошивина ¶1671",B,c1230,candidate,"period=c1230. | Напрестольные кресты XII в. (шестиконечные, деревянные, обложенные басмой, с камнями) — в ризницах Св. Софии и Антониева монастыря"
rl_089,belief,почитание Флора и Лавра,[],[],[],[],[],"book:624953 (Янин Валентин Лаврентьевич; Вагнер Георгий Карлович; Рыбина Елена Александровна; Макарова Татьяна Ивановна; Хорошев Александр Степанович; Розенфельдт Ростислав Леонидович; Щапова Юлия Леонидовна; Седова Мария Владимировна; Мурашова Вероника Владиславовна; Сабурова Мария Андреевна; Медынцева Альбина Александровна; Голубева Леонилла Анатольевна; Николаева Татьяна Васильевна; Недошивина Наталья Германовна; Поветкин Владимир Иванович; Воробьева Елена Владимировна; Чернецов Алексей Владимирович; Полубояринова Марина Дмитриевна; Беленькая Доротея Алексеевна, Древняя Русь. Быт и культура, 1997) §Глава 10 Предметы христианского культа Т.В. Николаева, Н.Г. Недошивина ¶1674",B,c1230,candidate,period=c1230. Память 18 августа | Почитание Флора и Лавра (покровители коней) было характерно для Новгорода
rl_090,institution,сосуд для мира и масла,[],[],[],[],[],"book:624953 (Янин Валентин Лаврентьевич; Вагнер Георгий Карлович; Рыбина Елена Александровна; Макарова Татьяна Ивановна; Хорошев Александр Степанович; Розенфельдт Ростислав Леонидович; Щапова Юлия Леонидовна; Седова Мария Владимировна; Мурашова Вероника Владиславовна; Сабурова Мария Андреевна; Медынцева Альбина Александровна; Голубева Леонилла Анатольевна; Николаева Татьяна Васильевна; Недошивина Наталья Германовна; Поветкин Владимир Иванович; Воробьева Елена Владимировна; Чернецов Алексей Владимирович; Полубояринова Марина Дмитриевна; Беленькая Доротея Алексеевна, Древняя Русь. Быт и культура, 1997) §Глава 10 Предметы христианского культа Т.В. Николаева, Н.Г. Недошивина ¶1676",B,c1230,candidate,period=c1230. | Серебряный сосуд для мира и масла найден в Новгороде в слоях 2-й половины XIII в.
rl_091,practice,поповские усадьбы в Неревском конце,[],[],[],[],[],"book:709382 (Засурцев Петр Иванович, Новгород, открытый археологами, ) §Поповские грамоты ¶735",B,c1230,candidate,period=c1230. Раскопки; попы жили среди ремесленников | В конце XIII в. два дома на усадьбе И (Неревский конец) принадлежали попам — по грамотам и находкам
rl_092,practice,ярлыки попа Ивана и черницы Марии,[],[],[],[],[],"book:709382 (Засурцев Петр Иванович, Новгород, открытый археологами, ) §Поповские грамоты ¶733",B,c1230,candidate,period=c1230. | Берестяные ярлыки «Еванове попове» и «Марии Черницы» — метки на вещах духовных лиц
rl_093,practice,масленка «миро / масло»,[],[],[],[],[],"book:709382 (Засурцев Петр Иванович, Новгород, открытый археологами, ) §Поповские грамоты ¶735",B,c1230,candidate,period=c1230. | Серебряная масленка-груша с перегородкой и надписями «миро» и «масло» — принадлежность попа
rl_094,rite,причастие на Пасху,[],[],"[""time/calendar_1230_1250.csv#cal_mv_great_lent_start_* (movable, per year)"", ""time/calendar_1230_1250.csv#cal_mv_easter_* (movable, per year)""]",[],[],"book:180605 (Долгов Вадим Викторович, Быт и нравы Древней Руси, 2007) §Глава 1 Человек в кругу близких: труд, отдых и быт ¶33",B,c1230,candidate,"period=c1230. Вопрошание Кирика | Холостому юноше можно дать причастие на Пасху, если хранил чистоту хотя бы в Великий пост (Нифонт)"
rl_095,belief,игрища между селами,[],[],[],[],[],"book:180605 (Долгов Вадим Викторович, Быт и нравы Древней Руси, 2007) §Глава 1 Человек в кругу близких: труд, отдых и быт ¶31",B,medieval_general,candidate,"period=medieval_general. ПВЛ | Летопись: у радимичей, вятичей, северян игрища между селами, на них умыкали жён"
rl_096,belief,постриг княжича,[],[],[],[],[],"book:180605 (Долгов Вадим Викторович, Быт и нравы Древней Руси, 2007) §Глава 1 Человек в кругу близких: труд, отдых и быт ¶151",B,c1230,candidate,period=c1230. | В княжеской среде в 2–3 года совершали постриг (и посажение на коня); в городе была «радость»
rl_097,belief,скоморохи,[],[],[],[],"[""звуки гуслей и скоморошьих игрищ""]","book:180605 (Долгов Вадим Викторович, Быт и нравы Древней Руси, 2007) §Глава 1 Человек в кругу близких: труд, отдых и быт ¶249",B,c1230,candidate,period=c1230. | Представления скоморохов продолжались веками вопреки неодобрению церкви
rl_098,practice,поп учит грамоте,[],[],[],[],[],"book:180605 (Долгов Вадим Викторович, Быт и нравы Древней Руси, 2007) §Глава 1 Человек в кругу близких: труд, отдых и быт ¶183",B,medieval_general,candidate,"period=medieval_general. | Владимир ставил попов и давал им урок (содержание), веля им учить людей"
rl_099,belief,колядование,[],[],[],[],[],"book:122328 (Рыбаков Борис Александрович, Язычество Древней Руси, 1987) §Часть третья. Двоеверие (XI-XIII вв.) > Глава 13. Языческие обряды и празднества XI - XIII вв. ¶3644",B,ethnographic_late,candidate,"period=ethnographic_late. Этнографическое описание; архаичный обряд | Колядники ходили по дворам, пели пожелания и собирали съестное в общий мех, потом ели вместе"
rl_100,practice,воскресенье: игрища против церкви,[],[],[],[],[],"book:122328 (Рыбаков Борис Александрович, Язычество Древней Руси, 1987) §Часть третья. Двоеверие (XI-XIII вв.) > Глава 13. Языческие обряды и празднества XI - XIII вв. ¶3650",B,c1230,candidate,period=c1230. | Воскресные дни — время соперничества церкви и игрищ: люди уходили на игрища и весь день смотрели
rl_101,belief,ряженые и маски,[],[],[],[],[],"book:122328 (Рыбаков Борис Александрович, Язычество Древней Руси, 1987) §Часть третья. Двоеверие (XI-XIII вв.) > Глава 13. Языческие обряды и празднества XI - XIII вв. ¶3675",B,c1230,candidate,"period=c1230. | Ряженые били в бубны, играли на сопелях, надевали скураты (маски); кожаные маски найдены в Новгороде"
rl_102,practice,навершия с птичьими головами,[],[],[],[],[],"book:122328 (Рыбаков Борис Александрович, Язычество Древней Руси, 1987) §Часть третья. Двоеверие (XI-XIII вв.) > Глава 13. Языческие обряды и празднества XI - XIII вв. ¶3678",B,c1230,candidate,period=c1230. Возможно ритуальные | В новгородских жилищах X–XIV вв. найдено 36 деревянных палок-наверший с головами птиц
rl_103,belief,русалии,[],[],[],[],"[""звуки гуслей и скоморошьих игрищ""]","book:122328 (Рыбаков Борис Александрович, Язычество Древней Руси, 1987) §Часть третья. Двоеверие (XI-XIII вв.) > Глава 13. Языческие обряды и празднества XI - XIII вв. ¶3719",B,c1230,candidate,period=c1230. | Русалии — кульминация народных празднеств; Изборник XIII в. велит в час русалий и скоморохов оставаться дома
rl_104,belief,купальская роса,[],[],[],[],[],"book:122328 (Рыбаков Борис Александрович, Язычество Древней Руси, 1987) §Часть третья. Двоеверие (XI-XIII вв.) > Глава 13. Языческие обряды и празднества XI - XIII вв. ¶3715",B,ethnographic_late,candidate,"period=ethnographic_late. Этнография XIX в. | В купальскую ночь черпали росу, умывались ею, таскали скатерти по росе; жгли костры от «живого огня»"
rl_105,practice,"русалии: пёстрая одежда, пляски",[],[],[],[],[],"book:122328 (Рыбаков Борис Александрович, Язычество Древней Руси, 1987) §Часть третья. Двоеверие (XI-XIII вв.) > Глава 13. Языческие обряды и празднества XI - XIII вв. ¶3722",B,medieval_general,candidate,period=medieval_general. | Русалии — «сбор великий» людей в ярких праздничных «упестренных» одеждах
rl_106,practice,Кирилл Туровский о плясаниях,[],[],[],[],"[""звуки гуслей и скоморошьих игрищ""]","book:122328 (Рыбаков Борис Александрович, Язычество Древней Руси, 1987) §Часть третья. Двоеверие (XI-XIII вв.) > Глава 13. Языческие обряды и празднества XI - XIII вв. ¶3719",B,c1230,candidate,"period=c1230. | Кирилл Туровский (XII в.) осуждал плясанье, бубны, сопели, гусли, русалии"
rl_107,practice,змеевики,[],[],[],[],[],"book:122328 (Рыбаков Борис Александрович, Язычество Древней Руси, 1987) §Часть третья. Двоеверие (XI-XIII вв.) > Глава 12. Язычество в городском быту XI-XIII вв. ¶3619",B,c1230,candidate,"period=c1230. Носили знатные горожане | Змеевики — амулеты XI–XIII вв.: снаружи святой и «Свят, свят, свят», с изнанки голова Медузы со змеями; от «дны» (болезни нутра)"
rl_108,practice,двоеверие,[],[],[],[],[],"book:122328 (Рыбаков Борис Александрович, Язычество Древней Руси, 1987) §Часть третья. Двоеверие (XI-XIII вв.) > Глава 12. Язычество в городском быту XI-XIII вв. ¶3614",B,c1230,candidate,"period=c1230. Позиция Рыбакова | Двоеверие — не механическое смешение, а система, сознательно сохранявшая древние представления"
rl_109,institution,выборы владыки жребием,[],[],[],[],[],"book:185868 (Костомаров Николай Иванович, Русская республика (Севернорусские народоправства во времена удельно-вечевого уклада. История Новгорода, Пскова и Вятки)., 1994) §ГЛАВА ДЕВЯТАЯ. Церковь > II. Способ избрания владык. — Их права и значение ¶1108",B,c1230,candidate,"period=c1230. | Владыку избирало вече (миряне и духовные); обычно трёх кандидатов, жребий определял избранного"
rl_110,institution,избрание Спиридона 1229,[],[],[],[],[],"book:185868 (Костомаров Николай Иванович, Русская республика (Севернорусские народоправства во времена удельно-вечевого уклада. История Новгорода, Пскова и Вятки)., 1994) §ГЛАВА ДЕВЯТАЯ. Церковь > II. Способ избрания владык. — Их права и значение ¶1108",B,c1230,candidate,period=c1230. | При избрании Спиридона в 1229 г. жребий брал княжеский сын; в 1193 г. (Мартирий) — слепец
rl_111,institution,нареченный владыка,[],[],[],[],[],"book:185868 (Костомаров Николай Иванович, Русская республика (Севернорусские народоправства во времена удельно-вечевого уклада. История Новгорода, Пскова и Вятки)., 1994) §ГЛАВА ДЕВЯТАЯ. Церковь > II. Способ избрания владык. — Их права и значение ¶1112",B,c1230,candidate,"period=c1230. | Избранный управлял и судил со дня избрания как «нареченный» владыка, ещё до поставления митрополитом; занимал владычные палаты"
rl_112,institution,изгнание владыки Арсения,[],[],[],[],[],"book:185868 (Костомаров Николай Иванович, Русская республика (Севернорусские народоправства во времена удельно-вечевого уклада. История Новгорода, Пскова и Вятки)., 1994) §ГЛАВА ДЕВЯТАЯ. Церковь > II. Способ избрания владык. — Их права и значение ¶1113",B,c1230,candidate,period=c1230. 1228–1229 | Толпа бросилась на владычные палаты и выгнала Арсения; он укрылся в Св. Софии
rl_113,institution,люди церковного ведомства,[],[],[],[],[],"book:185868 (Костомаров Николай Иванович, Русская республика (Севернорусские народоправства во времена удельно-вечевого уклада. История Новгорода, Пскова и Вятки)., 1994) §ГЛАВА ДЕВЯТАЯ. Церковь > II. Способ избрания владык. — Их права и значение ¶1114",B,c1230,candidate,period=c1230. Костомаров (XIX в.) обобщает; опора на уставы князей XII в. | Поселенцы на монастырских и софийских землях были под управлением владыки по всем делам
rl_114,institution,церковный суд над семейными делами,[],[],[],[],[],"book:185868 (Костомаров Николай Иванович, Русская республика (Севернорусские народоправства во времена удельно-вечевого уклада. История Новгорода, Пскова и Вятки)., 1994) §ГЛАВА ДЕВЯТАЯ. Церковь > II. Способ избрания владык. — Их права и значение ¶1116",B,c1230,candidate,"period=c1230. | Владыке подсудны споры мужа и жены об имении, развод, наследство — вся семейная жизнь"
rl_115,institution,казна Св. Софии,[],[],[],[],[],"book:185868 (Костомаров Николай Иванович, Русская республика (Севернорусские народоправства во времена удельно-вечевого уклада. История Новгорода, Пскова и Вятки)., 1994) §ГЛАВА ДЕВЯТАЯ. Церковь > II. Способ избрания владык. — Их права и значение ¶1117",B,c1230,candidate,"period=c1230. | Доходы владыки: с софийских имений, судебные пошлины, конфискации, пожертвования"
rl_116,institution,десятина владыке,[],[],[],[],[],"book:185868 (Костомаров Николай Иванович, Русская республика (Севернорусские народоправства во времена удельно-вечевого уклада. История Новгорода, Пскова и Вятки)., 1994) §ГЛАВА ДЕВЯТАЯ. Церковь > II. Способ избрания владык. — Их права и значение ¶1117",B,c1230,candidate,period=c1230. Устав Святослава 1137 г. | В древности владыке шла десятая часть княжих судебных пошлин; в XII в. заменена суммой с определённых волостей (устав Святослава)
rl_117,institution,владычный штат,[],[],[],[],[],"book:185868 (Костомаров Николай Иванович, Русская республика (Севернорусские народоправства во времена удельно-вечевого уклада. История Новгорода, Пскова и Вятки)., 1994) §ГЛАВА ДЕВЯТАЯ. Церковь > II. Способ избрания владык. — Их права и значение ¶1118",B,medieval_general,candidate,"period=medieval_general. Описание скорее XIV–XV вв. | При владыке — стольники, ключники, казначей; десятинники ездили по епархии и судили; епархия делилась на десятины"
rl_118,practice,«умрем за Святую Софию»,[],[],[],[],[],"book:185868 (Костомаров Николай Иванович, Русская республика (Севернорусские народоправства во времена удельно-вечевого уклада. История Новгорода, Пскова и Вятки)., 1994) §ГЛАВА ДЕВЯТАЯ. Церковь > II. Способ избрания владык. — Их права и значение ¶1119",B,c1230,candidate,period=c1230. | Новгород считался волостью Св. Софии: вместо «умрём за отечество» говорили «умрём за Св. Софию»
rl_119,institution,"игумен, келарь, ключник",[],[],[],[],[],"book:185868 (Костомаров Николай Иванович, Русская республика (Севернорусские народоправства во времена удельно-вечевого уклада. История Новгорода, Пскова и Вятки)., 1994) §ГЛАВА ДЕВЯТАЯ. Церковь > VI. Управление и устройство монастырей ¶1221",B,medieval_general,candidate,"period=medieval_general. | Игумена избирала братия, утверждал владыка; избирались также келарь (казначей) и ключник (эконом)"
