pr_id,scope_kind,scope_ref,region_id,category_ref,frequency_class,class_capped_from,probability_ppm,probability_rule_ref,count_limit,count_limit_basis,allowed_seasons,refresh_class,contract_scope_kind,source_pool,source_row_id,source_refs,confidence,pool_confidence,status
pr_000179,place_family,pf_broadleaf_woodland,novgorod_land,fauna.bird.songbird.nuthatch,common,,500000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row3501;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row3507;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row3513;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row3519,fhp_b_nuthatch__broadleaf_woodland__winter,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_000180,place_family,pf_broadleaf_woodland,novgorod_land,fauna.bird.songbird.robin,ubiquitous,,1000000,presence_ppm_from_frequency_class@1,1,default_minimum_1,spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row3037;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row3043;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row3049,fhp_b_robin__broadleaf_woodland__spring,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_000181,place_family,pf_broadleaf_woodland,novgorod_land,fauna.bird.songbird.willow_warbler,ubiquitous,,1000000,presence_ppm_from_frequency_class@1,1,default_minimum_1,spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row3267;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row3274;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row3281,fhp_b_willow_warbler__broadleaf_woodland__spring,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_000182,place_family,pf_broadleaf_woodland,novgorod_land,fauna.bird.songbird.wood_warbler,contextual,,250000,presence_ppm_from_frequency_class@1,1,default_minimum_1,spring;summer,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row3298;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row3302,fhp_b_wood_warbler__broadleaf_woodland__spring,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_000183,place_family,pf_broadleaf_woodland,novgorod_land,fauna.bird.wader.woodcock,common,,500000,presence_ppm_from_frequency_class@1,1,default_minimum_1,spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row2228;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row2234;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row2240,fhp_b_woodcock__broadleaf_woodland__spring,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_000184,place_family,pf_broadleaf_woodland,novgorod_land,fauna.bird.woodpecker.great_spotted_woodpecker,ubiquitous,,1000000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row2692;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row2701;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row2710;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row2719,fhp_b_great_spotted_woodpecker__broadleaf_woodland__winter,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_000185,place_family,pf_broadleaf_woodland,novgorod_land,fauna.bird.woodpecker.grey_headed_woodpecker,rare,,125000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row2670;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row2675;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row2680;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row2685,fhp_b_grey_headed_woodpecker__broadleaf_woodland__winter,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_000186,place_family,pf_broadleaf_woodland,novgorod_land,fauna.bird.woodpecker.lesser_spotted_woodpecker,contextual,,250000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row2746;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row2752;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row2758;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row2764,fhp_b_lesser_spotted_woodpecker__broadleaf_woodland__winter,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_000187,place_family,pf_broadleaf_woodland,novgorod_land,fauna.bird.woodpecker.white_backed_woodpecker,rare,,125000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row2726;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row2731;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row2736;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row2741,fhp_b_white_backed_woodpecker__broadleaf_woodland__winter,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_000188,place_family,pf_broadleaf_woodland,novgorod_land,fauna.bird.woodpecker.wryneck,rare,,125000,presence_ppm_from_frequency_class@1,1,default_minimum_1,spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row2640;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row2644;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row2648,fhp_b_wryneck__broadleaf_woodland__spring,SRC_PANT2001;SRC_MALPUK1983;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_000189,place_family,pf_broadleaf_woodland,novgorod_land,fauna.mammal.bat.brown_long_eared_bat,contextual,,250000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row1322;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row1332;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row1342;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row1352,fhp_m_brown_long_eared_bat__broadleaf_woodland__winter,SRC_WK_FAUNA;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,C,candidate
pr_000190,place_family,pf_broadleaf_woodland,novgorod_land,fauna.mammal.bat.whiskered_bat,contextual,,250000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row1182;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row1193;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row1204;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row1215,fhp_m_whiskered_bat__broadleaf_woodland__winter,SRC_VOLOGDA_MAMM;SRC_VALDAY_NP;SRC_WK_FAUNA;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_000191,place_family,pf_broadleaf_woodland,novgorod_land,fauna.mammal.fur_predator.badger,contextual,,250000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row312;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row319;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row326;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row333,fhp_m_badger__broadleaf_woodland__winter,SRC_VOLOGDA_MAMM;SRC_VALDAY_NP;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_000192,place_family,pf_broadleaf_woodland,novgorod_land,fauna.mammal.fur_predator.red_fox,contextual,,250000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row221;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row234;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row247;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row260,fhp_m_red_fox__broadleaf_woodland__winter,SRC_HDBM2017;SRC_RYBINA2015;SRC_WK_FAUNA;SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_000193,place_family,pf_broadleaf_woodland,novgorod_land,fauna.mammal.fur_rodent.red_squirrel,contextual,,250000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row589;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row595;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row601;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row607,fhp_m_red_squirrel__broadleaf_woodland__winter,SRC_RYBINA2015;SRC_HDBM2017;SRC_WK_FAUNA;SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_000194,place_family,pf_broadleaf_woodland,novgorod_land,fauna.mammal.fur_small.pine_marten,contextual,,250000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row342;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row348;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row354;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row360,fhp_m_pine_marten__broadleaf_woodland__winter,SRC_HDBM2017;SRC_RYBINA2015;SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_000195,place_family,pf_broadleaf_woodland,novgorod_land,fauna.mammal.large_predator.brown_bear,rare,,125000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row139;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row147;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row155;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row163,fhp_m_brown_bear__broadleaf_woodland__winter,SRC_HDBM2017;SRC_RYBINA2015;SRC_WK_FAUNA;SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_000196,place_family,pf_broadleaf_woodland,novgorod_land,fauna.mammal.small_mammal.bank_vole,ubiquitous,,1000000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row841;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row851;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row861;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row871,fhp_m_bank_vole__broadleaf_woodland__winter,SRC_VOLOGDA_MAMM;SRC_VALDAY_NP;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_000197,place_family,pf_broadleaf_woodland,novgorod_land,fauna.mammal.small_mammal.common_shrew,ubiquitous,,1000000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row753;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row763;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row773;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row783,fhp_m_common_shrew__broadleaf_woodland__winter,SRC_VOLOGDA_MAMM;SRC_VALDAY_NP;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_000198,place_family,pf_broadleaf_woodland,novgorod_land,fauna.mammal.small_mammal.garden_dormouse,rare,,125000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row1166;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row1170;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row1174;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row1178,fhp_m_garden_dormouse__broadleaf_woodland__winter,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,C,candidate
pr_000199,place_family,pf_broadleaf_woodland,novgorod_land,fauna.mammal.small_mammal.hedgehog,contextual,,250000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row679;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row688;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row697;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row706,fhp_m_hedgehog__broadleaf_woodland__winter,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_000200,place_family,pf_broadleaf_woodland,novgorod_land,fauna.mammal.small_mammal.mole,contextual,,250000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row720;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row729;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row738;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row747,fhp_m_mole__broadleaf_woodland__winter,SRC_VOLOGDA_MAMM;SRC_VALDAY_NP;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_000201,place_family,pf_broadleaf_woodland,novgorod_land,fauna.mammal.small_mammal.wood_mouse,rare,,125000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row1003;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row1012;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row1021;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row1030,fhp_m_wood_mouse__broadleaf_woodland__winter,SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_000202,place_family,pf_broadleaf_woodland,novgorod_land,fauna.mammal.small_mammal.yellow_necked_mouse,contextual,,250000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row969;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row977;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row985;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row993,fhp_m_yellow_necked_mouse__broadleaf_woodland__winter,SRC_VOLOGDA_MAMM;SRC_VALDAY_NP;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_000203,place_family,pf_broadleaf_woodland,novgorod_land,fauna.mammal.ungulate.elk,contextual,,250000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row7;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row20;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row32;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row44,fhp_m_elk__broadleaf_woodland__winter,SRC_HDBM2017;SRC_ELK_RUS2025;SRC_RYBINA2015;SRC_MASTER_FOOD#ING0115;SRC_VOLOGDA_MAMM;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,B,candidate
pr_000204,place_family,pf_broadleaf_woodland,novgorod_land,fauna.mammal.ungulate.roe_deer,rare,,125000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row83;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row91;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row99;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row107,fhp_m_roe_deer__broadleaf_woodland__winter,SRC_VOLOGDA_MAMM;SRC_VALDAY_NP;SRC_WK_FAUNA;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,C,candidate
pr_000205,place_family,pf_broadleaf_woodland,novgorod_land,fauna.mammal.ungulate.wild_boar,rare,,125000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,by_year_season,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row51;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row59;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row67;data/world-catalogs/novgorod/game-base-v1/fauna-mammals-birds/fauna/wild_habitat_presence.csv#row75,fhp_m_wild_boar__broadleaf_woodland__winter,SRC_MASTER_FOOD#ING0117;SRC_VALDAY_NP;SRC_WK_FAUNA;SRC_PF;SRC_FREQ_RULE;SRC_TEMPORAL_V4,C,C,candidate
pr_000206,place_family,pf_cellar_granary,,cat_item_object_awl_v1,contextual,,250000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,none,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_place_frequency.csv#row555,ipf_it_hh_awl__cellar_granary,master_where_used:HOU0049,C,C,candidate
pr_000207,place_family,pf_cellar_granary,,cat_item_object_bark_bundle_v1,common,,500000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,none,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_place_frequency.csv#row421,ipf_it_hh_bark_bundle__cellar_granary,master_link:ILO010835,C,B,candidate
pr_000208,place_family,pf_cellar_granary,,cat_item_object_bark_case_v1,contextual,,250000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,none,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_place_frequency.csv#row413,ipf_it_hh_bark_case__cellar_granary,master_where_used:HOU0023,C,C,candidate
pr_000209,place_family,pf_cellar_granary,,cat_item_object_bark_label_v1,common,,500000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,none,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_place_frequency.csv#row812,ipf_it_ps_bark_label__cellar_granary,master_link:ILO009305;master_link:ILO009311;master_link:ILO009317;master_link:ILO009553;master_spawn:SPN003:OMI01615;master_spawn:SPN044:OMI01615,C,B,candidate
pr_000210,place_family,pf_cellar_granary,,cat_item_object_birch_bark_box_v1,contextual,,250000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,none,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_place_frequency.csv#row210;data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_place_frequency.csv#row369,ipf_it_hh_bark_tues__cellar_granary,master_where_used:HOU0022;master_where_used:TRD0022 | master_where_used:HOU0021,C,C,candidate
pr_000211,place_family,pf_cellar_granary,,cat_item_object_birch_bark_letter_v1,common,,500000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,none,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_place_frequency.csv#row748;data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_place_frequency.csv#row754,ipf_it_ps_bark_letter__cellar_granary,master_link:ILO009499;master_link:ILO009505;master_link:ILO009511;master_link:ILO009517;master_link:ILO009523 | master_link:ILO009475;master_link:ILO009481,C,B,candidate
pr_000212,place_family,pf_cellar_granary,,cat_item_object_birch_bark_sheet_v1,common,,500000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,none,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_place_frequency.csv#row735,ipf_it_ps_bark_sheet_blank__cellar_granary,master_link:ILO000607;master_link:ILO009439;master_link:ILO009445;master_link:ILO009451;master_link:ILO009457;master_link:ILO009541,C,B,candidate
pr_000213,place_family,pf_cellar_granary,,cat_item_object_brush_v1,contextual,,250000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,none,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_place_frequency.csv#row319,ipf_it_hh_brush_wood__cellar_granary,master_where_used:HOU0030,C,C,candidate
pr_000214,place_family,pf_cellar_granary,,cat_item_object_bucket_v1,common,,500000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,none,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_place_frequency.csv#row167;data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_place_frequency.csv#row174,ipf_it_hh_bucket_stave__cellar_granary,master_link:ILO004041;master_link:ILO004047;master_link:ILO004053 | master_where_used:HOU0031,C,B,candidate
pr_000215,place_family,pf_cellar_granary,,cat_item_object_candlestick_v1,contextual,,250000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,none,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_place_frequency.csv#row237,ipf_it_hh_candlestick_iron__cellar_granary,master_where_used:HOU0006,C,C,candidate
pr_000216,place_family,pf_cellar_granary,,cat_item_object_carrying_basket_v1,common,,500000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,none,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_place_frequency.csv#row403,ipf_it_hh_basket__cellar_granary,master_spawn:SPN038:HOU0016,C,B,candidate
pr_000217,place_family,pf_cellar_granary,,cat_item_object_cask_v1,contextual,,250000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,none,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_place_frequency.csv#row198,ipf_it_hh_small_cask__cellar_granary,master_where_used:HOU0025,C,C,candidate
pr_000218,place_family,pf_cellar_granary,,cat_item_object_ceramic_bowl_v1,contextual,,250000,presence_ppm_from_frequency_class@1,1,default_minimum_1,winter;spring;summer;autumn,none,no_needs_cr,data/world-catalogs/novgorod/game-base-v1/items-household-personal/items/item_place_frequency.csv#row75,ipf_it_hh_ceramic_bowl__cellar_granary,master_link:ILO005851,C,B,candidate
