link_id,item_id,location_archetype,spawn_frequency,reason
ILO002073,OMI00352,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002075,OMI00352,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO002077,OMI00352,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO002081,OMI00353,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002083,OMI00353,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO002085,OMI00353,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO002089,OMI00354,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002091,OMI00354,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO002093,OMI00354,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO002097,OMI00355,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002099,OMI00355,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO002101,OMI00355,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO002105,OMI00356,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002107,OMI00356,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO002109,OMI00356,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO002113,OMI00357,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002115,OMI00357,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO002117,OMI00357,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO002121,OMI00358,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002123,OMI00358,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO002125,OMI00358,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO002129,OMI00359,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002131,OMI00359,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO002133,OMI00359,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO002137,OMI00360,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002139,OMI00360,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO002141,OMI00360,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO002145,OMI00361,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002147,OMI00361,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO002149,OMI00361,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO002153,OMI00362,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002155,OMI00362,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO002157,OMI00362,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO002161,OMI00363,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002163,OMI00363,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO002165,OMI00363,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO002169,OMI00364,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002171,OMI00364,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO002173,OMI00364,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO002177,OMI00365,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002179,OMI00365,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO002181,OMI00365,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO002185,OMI00366,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002187,OMI00366,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO002189,OMI00366,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO002193,OMI00367,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002195,OMI00367,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO002197,OMI00367,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO002201,OMI00368,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002203,OMI00368,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO002205,OMI00368,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO002209,MSC0043,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002211,MSC0043,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO002213,MSC0043,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO002217,OMI00370,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002219,OMI00370,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO002221,OMI00370,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO002225,OMI00371,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002227,OMI00371,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO002229,OMI00371,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO002233,OMI00372,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002235,OMI00372,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO002237,OMI00372,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO002241,OMI00373,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002243,OMI00373,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO002245,OMI00373,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO002249,OMI00374,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002251,OMI00374,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO002253,OMI00374,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO002257,OMI00375,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002259,OMI00375,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO002261,OMI00375,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO002265,OMI00376,boat,ubiquitous,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002267,OMI00376,construction_site,ubiquitous,activity overlay without WK place family (gap for place_families)
ILO002269,OMI00376,military_camp,ubiquitous,no WK place family for military camp (gap for military_security / place_families)
ILO002273,OMI00377,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002275,OMI00377,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO002277,OMI00377,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO002281,OMI00378,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002283,OMI00378,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO002285,OMI00378,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO002289,OMI00379,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002291,OMI00379,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO002293,OMI00379,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO002297,OMI00380,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002299,OMI00380,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO002301,OMI00380,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO002305,OMI00381,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002307,OMI00381,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO002309,OMI00381,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO002312,OMI00382,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002318,OMI00383,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002324,FSH0012,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002336,OMI00386,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002342,FSH0020,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002348,OMI00388,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002354,OMI00389,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002360,OMI00390,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002366,OMI00391,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002372,OMI00392,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002378,OMI00393,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002384,OMI00394,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002390,OMI00395,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002396,OMI00396,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002402,OMI00397,boat,ubiquitous,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002408,OMI00398,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002414,OMI00399,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002420,OMI00400,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002426,OMI00401,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002432,OMI00402,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002438,OMI00403,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002444,OMI00404,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002450,OMI00405,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002456,OMI00406,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002462,OMI00407,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002468,OMI00408,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002474,OMI00409,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002480,OMI00410,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002486,OMI00411,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002492,OMI00412,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO002840,OMI00475,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO002846,OMI00476,military_camp,ubiquitous,no WK place family for military camp (gap for military_security / place_families)
ILO002852,OMI00477,military_camp,ubiquitous,no WK place family for military camp (gap for military_security / place_families)
ILO002858,OMI00478,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO002864,OMI00479,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO002870,OMI00480,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO002876,OMI00481,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO002882,OMI00482,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO002888,OMI00483,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO002894,OMI00484,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO002900,OMI00485,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO002906,OMI00486,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO002912,OMI00487,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO002918,OMI00488,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO002924,OMI00489,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO002930,OMI00490,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO002936,OMI00491,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO002942,OMI00492,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO002948,OMI00493,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO002954,OMI00494,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO002960,OMI00495,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO002966,OMI00496,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO002972,OMI00497,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO002978,OMI00498,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO002984,OMI00499,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO002990,OMI00500,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO002996,OMI00501,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO003002,OMI00502,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO003008,OMI00503,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO003014,OMI00504,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO003020,OMI00505,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO003026,OMI00506,military_camp,ubiquitous,no WK place family for military camp (gap for military_security / place_families)
ILO003032,OMI00507,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO003038,OMI00508,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO003044,OMI00509,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO003050,OMI00510,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO003056,OMI00511,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO003062,OMI00512,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO003068,OMI00513,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO003074,OMI00514,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO003080,OMI00515,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO003086,OMI00516,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO003092,OMI00517,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO003098,OMI00518,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO003210,OMI00540,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO003217,OMI00541,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO003224,OMI00542,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO003231,OMI00543,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO003238,OMI00544,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO003245,OMI00545,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO003252,OMI00546,military_camp,rare,no WK place family for military camp (gap for military_security / place_families)
ILO003259,OMI00547,military_camp,rare,no WK place family for military camp (gap for military_security / place_families)
ILO003266,OMI00548,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO003273,OMI00549,military_camp,rare,no WK place family for military camp (gap for military_security / place_families)
ILO003280,OMI00550,military_camp,rare,no WK place family for military camp (gap for military_security / place_families)
ILO003287,OMI00551,military_camp,rare,no WK place family for military camp (gap for military_security / place_families)
ILO003294,OMI00552,military_camp,rare,no WK place family for military camp (gap for military_security / place_families)
ILO003301,OMI00553,military_camp,rare,no WK place family for military camp (gap for military_security / place_families)
ILO003308,OMI00554,military_camp,ubiquitous,no WK place family for military camp (gap for military_security / place_families)
ILO003315,OMI00555,military_camp,ubiquitous,no WK place family for military camp (gap for military_security / place_families)
ILO003322,OMI00556,military_camp,ubiquitous,no WK place family for military camp (gap for military_security / place_families)
ILO003329,OMI00557,military_camp,ubiquitous,no WK place family for military camp (gap for military_security / place_families)
ILO003336,OMI00558,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO003343,OMI00559,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO003350,OMI00560,military_camp,ubiquitous,no WK place family for military camp (gap for military_security / place_families)
ILO003357,OMI00561,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO003364,OMI00562,military_camp,ubiquitous,no WK place family for military camp (gap for military_security / place_families)
ILO003371,OMI00563,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO003378,OMI00564,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO003385,OMI00565,military_camp,ubiquitous,no WK place family for military camp (gap for military_security / place_families)
ILO003392,OMI00566,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO003399,OMI00567,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO003406,OMI00568,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO003412,OMI00569,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003417,OMI00570,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003422,OMI00571,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003427,OMI00572,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003432,OMI00573,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO003437,OMI00574,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003442,OMI00575,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003447,OMI00576,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003452,OMI00577,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO003457,OMI00578,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003462,OMI00579,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO003467,OMI00580,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003472,OMI00581,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003477,OMI00582,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003482,OMI00583,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003487,OMI00584,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003492,OMI00585,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003497,OMI00586,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO003502,OMI00587,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO003507,OMI00588,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003512,OMI00589,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003517,OMI00590,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO003522,OMI00591,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003527,OMI00592,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO003532,OMI00593,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003537,LTR0004,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003542,OMI00595,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003547,OMI00596,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO003552,OMI00597,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003557,OMI00598,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003562,OMI00599,construction_site,rare,activity overlay without WK place family (gap for place_families)
ILO003567,OMI00600,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003572,OMI00601,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003577,OMI00602,construction_site,rare,activity overlay without WK place family (gap for place_families)
ILO003582,OMI00603,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO003587,OMI00604,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003590,OMI00605,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO003596,OMI00606,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003602,OMI00607,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO003608,OMI00608,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO003614,OMI00609,construction_site,ubiquitous,activity overlay without WK place family (gap for place_families)
ILO003620,OMI00610,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO003626,OMI00611,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO003632,OMI00612,construction_site,ubiquitous,activity overlay without WK place family (gap for place_families)
ILO003638,OMI00613,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO003644,OMI00614,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO003650,OMI00615,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003656,OMI00616,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO003662,OMI00617,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO003668,OMI00618,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003674,OMI00619,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO003680,OMI00620,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO003686,OMI00621,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003692,OMI00622,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003698,OMI00623,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003704,OMI00624,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO003710,OMI00625,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO003716,OMI00626,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003722,OMI00627,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003728,OMI00628,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO003734,OMI00629,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO003740,HOU0032,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003746,OMI00631,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003752,OMI00632,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003758,OMI00633,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003764,OMI00634,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003770,OMI00635,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003776,OMI00636,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003782,OMI00637,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003788,OMI00638,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003794,OMI00639,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003800,OMI00640,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003806,OMI00641,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003812,OMI00642,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO003818,OMI00643,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO004067,OMI00684,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO004073,OMI00685,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO004079,OMI00686,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO004085,OMI00687,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO004091,OMI00688,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO004097,OMI00689,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO004103,OMI00690,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO004109,OMI00691,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO004115,OMI00692,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO004121,OMI00693,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO004127,OMI00694,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO004133,OMI00695,military_camp,rare,no WK place family for military camp (gap for military_security / place_families)
ILO004139,OMI00696,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO004145,OMI00697,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO004151,OMI00698,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO004157,OMI00699,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO004163,OMI00700,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO004169,OMI00701,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO004175,OMI00702,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO004181,OMI00703,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO004187,OMI00704,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO004193,OMI00705,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO004199,OMI00706,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO004205,OMI00707,military_camp,rare,no WK place family for military camp (gap for military_security / place_families)
ILO004211,OMI00708,military_camp,rare,no WK place family for military camp (gap for military_security / place_families)
ILO004217,OMI00709,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO004223,OMI00710,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO004229,OMI00711,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO004235,OMI00712,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO004241,OMI00713,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO004247,OMI00714,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO004253,OMI00715,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO004259,OMI00716,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO004265,OMI00717,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO004271,OMI00718,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO004277,OMI00719,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO004283,OMI00720,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO004289,OMI00721,military_camp,rare,no WK place family for military camp (gap for military_security / place_families)
ILO004295,OMI00722,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO004300,OMI00723,construction_site,ubiquitous,activity overlay without WK place family (gap for place_families)
ILO004305,OMI00724,construction_site,ubiquitous,activity overlay without WK place family (gap for place_families)
ILO004310,OMI00725,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO004315,CRF0122,construction_site,ubiquitous,activity overlay without WK place family (gap for place_families)
ILO004320,OMI00727,construction_site,ubiquitous,activity overlay without WK place family (gap for place_families)
ILO004325,OMI00728,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO004330,OMI00729,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO004335,OMI00730,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO004340,OMI00731,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO004345,OMI00732,construction_site,ubiquitous,activity overlay without WK place family (gap for place_families)
ILO004350,OMI00733,construction_site,ubiquitous,activity overlay without WK place family (gap for place_families)
ILO004355,OMI00734,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO004360,OMI00735,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO004365,OMI00736,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO004370,OMI00737,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO004375,OMI00738,construction_site,common,activity overlay without WK place family (gap for place_families)
ILO004380,OMI00739,construction_site,contextual,activity overlay without WK place family (gap for place_families)
ILO004385,OMI00740,construction_site,contextual,activity overlay without WK place family (gap for place_families)
