tp_id,name_ru,object_kind,node_ref,name_status,first_attestation,source_refs,confidence
pn_v6_0174,Рыбный Стан у Ильменя: деревня,hamlet,nov_g1_01_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_05:174,C
pn_v6_0175,Наволок на Волхове: брод,ford_place,nov_g1_01_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_06:175,C
pn_v6_0176,Нижняя Глинка на Волхове: брод,ford_place,nov_g1_01_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_06:176,C
pn_v6_0177,Нижние Луки у Волхова: деревня,hamlet,nov_g1_01_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_06:177,C
pn_v6_0178,Верхний Погосток у Волхова: деревня,hamlet,nov_g1_01_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_06:178,C
pn_v6_0179,Нижний Рыбный Стан на Волхове: брод,ford_place,nov_g1_01_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_06:179,C
pn_v6_0180,Верхний Волчий Бор: охотничий стан,hunting_camp,nov_g1_01_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_06:180,C
pn_v6_0181,Кривой Ручей на Волхове: брод,ford_place,nov_g1_01_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_06:181,C
pn_v6_0182,Зимний Стан у Волхова: деревня,hamlet,nov_g1_01_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_06:182,C
pn_v6_0183,Верхняя Сухая Грива на Волхове: брод,ford_place,nov_g1_01_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_06:183,C
pn_v6_0184,Верхний Чёрный Мох у Волхова: деревня,hamlet,nov_g1_01_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_06:184,C
pn_v6_0185,Глухая Лука на Волхове: брод,ford_place,nov_g1_01_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_06:185,C
pn_v6_0186,Верхний Ольшаник на Волхове: брод,ford_place,nov_g1_01_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_06:186,C
pn_v6_0187,Верхнее Следово у Волхова: деревня,hamlet,nov_g1_01_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_06:187,C
pn_v6_0188,Верхняя Каменка у Волхова: деревня,hamlet,nov_g1_01_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_06:188,C
pn_v6_0189,Нижнее Заречье на Волхове: брод,ford_place,nov_g1_01_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_06:189,C
pn_v6_0190,Верхнее Подборье: охотничий стан,hunting_camp,nov_g1_01_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_01_06:190,C
pn_v6_0191,Верхний Погосток на Ильмене: пристань,river_landing,nov_g1_02_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_00:191,C
pn_v6_0192,Рыбный Стан на Ильмене: брод,ford_place,nov_g1_02_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_00:192,C
pn_v6_0193,Нижний Волчий Бор у Ильменя: деревня,hamlet,nov_g1_02_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_00:193,C
pn_v6_0194,Кривой Ручей у Ильменя: деревня,hamlet,nov_g1_02_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_00:194,C
pn_v6_0195,Нижний Зимний Стан на Ильмене: пристань,river_landing,nov_g1_02_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_00:195,C
pn_v6_0196,Нижняя Сухая Грива: охотничий стан,hunting_camp,nov_g1_02_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_00:196,C
pn_v6_0197,Чёрный Мох на Ильмене: брод,ford_place,nov_g1_02_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_00:197,C
pn_v6_0198,Нижняя Глухая Лука у Ильменя: деревня,hamlet,nov_g1_02_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_00:198,C
pn_v6_0199,Нижний Ольшаник на Ильмене: пристань,river_landing,nov_g1_02_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_00:199,C
pn_v6_0200,Верхнее Следово у Ильменя: деревня,hamlet,nov_g1_02_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_00:200,C
pn_v6_0201,Верхняя Каменка на Ильмене: пристань,river_landing,nov_g1_02_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_00:201,C
pn_v6_0202,Заречье на Ильмене: брод,ford_place,nov_g1_02_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_00:202,C
pn_v6_0203,Подборье у Ильменя: деревня,hamlet,nov_g1_02_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_00:203,C
pn_v6_0204,Нижние Ручьи у Ильменя: деревня,hamlet,nov_g1_02_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_00:204,C
pn_v6_0205,Нижний Малый Бор на Ильмене: пристань,river_landing,nov_g1_02_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_00:205,C
pn_v6_0206,Нижние Луга: охотничий стан,hunting_camp,nov_g1_02_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_00:206,C
pn_v6_0207,Верхнее Заречье на Ильмене: пристань,river_landing,nov_g1_02_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_01:207,C
pn_v6_0208,Подборье на Ильмене: брод,ford_place,nov_g1_02_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_01:208,C
pn_v6_0209,Старые Ручьи у Ильменя: деревня,hamlet,nov_g1_02_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_01:209,C
pn_v6_0210,Верхний Малый Бор у Ильменя: деревня,hamlet,nov_g1_02_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_01:210,C
pn_v6_0211,Нижние Луга на Ильмене: пристань,river_landing,nov_g1_02_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_01:211,C
pn_v6_0212,Верхнее Починье: охотничий стан,hunting_camp,nov_g1_02_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_01:212,C
pn_v6_0213,Березье на Ильмене: брод,ford_place,nov_g1_02_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_01:213,C
pn_v6_0214,Верхние Лужицы у Ильменя: деревня,hamlet,nov_g1_02_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_01:214,C
pn_v6_0215,Нижнее Селище на Ильмене: пристань,river_landing,nov_g1_02_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_01:215,C
pn_v6_0216,Нижний Починок у Ильменя: деревня,hamlet,nov_g1_02_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_01:216,C
pn_v6_0217,Нижнее Дуброво на Ильмене: пристань,river_landing,nov_g1_02_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_01:217,C
pn_v6_0218,Сосновец на Ильмене: брод,ford_place,nov_g1_02_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_01:218,C
pn_v6_0219,Мховое у Ильменя: деревня,hamlet,nov_g1_02_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_01:219,C
pn_v6_0220,Озерец у Ильменя: деревня,hamlet,nov_g1_02_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_01:220,C
pn_v6_0221,Нижнее Плесо на Ильмене: пристань,river_landing,nov_g1_02_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_01:221,C
pn_v6_0222,Нижнее Залесье: охотничий стан,hunting_camp,nov_g1_02_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_01:222,C
pn_v6_0223,Верхний Сосновец на Ильмене: пристань,river_landing,nov_g1_02_02,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_02:223,C
pn_v6_0224,Нижнее Мховое на Ильмене: пристань,river_landing,nov_g1_02_02,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_02:224,C
pn_v6_0225,Старый Озерец у Ильменя: село,village,nov_g1_02_02,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_02:225,C
pn_v6_0226,Верхнее Плесо у Ильменя: село,village,nov_g1_02_02,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_02:226,C
pn_v6_0227,Старое Залесье на Ильмене: пристань,river_landing,nov_g1_02_02,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_02:227,C
pn_v6_0228,Нижний Борок у Ильменя: деревня,hamlet,nov_g1_02_02,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_02:228,C
pn_v6_0229,Нижний Наволок на Ильмене: пристань,river_landing,nov_g1_02_02,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_02:229,C
pn_v6_0230,Старая Глинка у Ильменя: село,village,nov_g1_02_02,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_02:230,C
pn_v6_0231,Нижние Луки на Ильмене: пристань,river_landing,nov_g1_02_02,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_02:231,C
pn_v6_0232,Верхний Погосток у Ильменя: село,village,nov_g1_02_02,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_02:232,C
pn_v6_0233,Старый Рыбный Стан на Ильмене: пристань,river_landing,nov_g1_02_02,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_02:233,C
pn_v6_0234,Верхний Волчий Бор на Ильмене: пристань,river_landing,nov_g1_02_02,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_02:234,C
pn_v6_0235,Верхний Кривой Ручей у Ильменя: село,village,nov_g1_02_02,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_02:235,C
pn_v6_0236,Нижний Зимний Стан у Ильменя: село,village,nov_g1_02_02,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_02:236,C
pn_v6_0237,Нижняя Сухая Грива на Ильмене: пристань,river_landing,nov_g1_02_02,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_02:237,C
pn_v6_0238,Старый Чёрный Мох у Ильменя: деревня,hamlet,nov_g1_02_02,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_02:238,C
pn_v6_0239,Нижний Волчий Бор на Ильмене: пристань,river_landing,nov_g1_02_03,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_03:239,C
pn_v6_0240,Старый Кривой Ручей на Ильмене: пристань,river_landing,nov_g1_02_03,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_03:240,C
pn_v6_0241,Зимний Стан у Ильменя: деревня,hamlet,nov_g1_02_03,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_03:241,C
pn_v6_0242,Нижняя Сухая Грива у Ильменя: деревня,hamlet,nov_g1_02_03,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_03:242,C
pn_v6_0243,Нижний Чёрный Мох на Ильмене: пристань,river_landing,nov_g1_02_03,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_03:243,C
pn_v6_0244,Старая Глухая Лука у Ильменя: деревня,hamlet,nov_g1_02_03,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_03:244,C
pn_v6_0245,Старый Ольшаник на Ильмене: пристань,river_landing,nov_g1_02_03,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_03:245,C
pn_v6_0246,Нижнее Следово у Ильменя: деревня,hamlet,nov_g1_02_03,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_03:246,C
pn_v6_0247,Нижняя Каменка на Ильмене: пристань,river_landing,nov_g1_02_03,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_03:247,C
pn_v6_0248,Старое Заречье у Ильменя: деревня,hamlet,nov_g1_02_03,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_03:248,C
pn_v6_0249,Нижнее Подборье на Ильмене: пристань,river_landing,nov_g1_02_03,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_03:249,C
pn_v6_0250,Верхние Ручьи на Ильмене: пристань,river_landing,nov_g1_02_03,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_03:250,C
pn_v6_0251,Нижний Малый Бор у Ильменя: деревня,hamlet,nov_g1_02_03,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_03:251,C
pn_v6_0252,Верхние Луга у Ильменя: деревня,hamlet,nov_g1_02_03,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_03:252,C
pn_v6_0253,Дальнее Починье на Ильмене: пристань,river_landing,nov_g1_02_03,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_03:253,C
pn_v6_0254,Нижнее Березье у Ильменя: деревня,hamlet,nov_g1_02_03,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_03:254,C
pn_v6_0255,Нижние Ручьи у Ильменя: село,village,nov_g1_02_04,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_04:255,C
pn_v6_0256,Малый Бор у Ильменя: погост,pogost_center,nov_g1_02_04,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_04:256,C
pn_v6_0257,Нижние Луга у Ильменя: село,village,nov_g1_02_04,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_04:257,C
pn_v6_0258,Нижний Починок у Ильменя: село,village,nov_g1_02_04,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_04:258,C
pn_v6_0259,Березье: церковный двор,rural_church_center,nov_g1_02_04,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_04:259,C
pn_v6_0260,Нижние Лужицы у Ильменя: деревня,hamlet,nov_g1_02_04,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_04:260,C
pn_v6_0261,Селище у Ильменя: погост,pogost_center,nov_g1_02_04,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_04:261,C
pn_v6_0262,Нижний Починок у Ильменя: село (участок 02_04),village,nov_g1_02_04,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_04:262,C
pn_v6_0263,Дуброво: двор,isolated_farmstead,nov_g1_02_04,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_04:263,C
pn_v6_0264,Нижний Сосновец у Ильменя: село,village,nov_g1_02_04,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_04:264,C
pn_v6_0265,Мховое: церковный двор,rural_church_center,nov_g1_02_04,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_04:265,C
pn_v6_0266,Озерец у Ильменя: погост,pogost_center,nov_g1_02_04,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_04:266,C
pn_v6_0267,Нижнее Плесо у Ильменя: село,village,nov_g1_02_04,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_04:267,C
pn_v6_0268,Нижнее Залесье у Ильменя: село,village,nov_g1_02_04,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_04:268,C
pn_v6_0269,Борок: двор,isolated_farmstead,nov_g1_02_04,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_04:269,C
pn_v6_0270,Верхний Наволок у Ильменя: деревня,hamlet,nov_g1_02_04,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_04:270,C
pn_v6_0271,Новый Озерец у Ильменя: село,village,nov_g1_02_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_05:271,C
pn_v6_0272,Плесо у Ильменя: погост,pogost_center,nov_g1_02_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_05:272,C
pn_v6_0273,Старое Залесье у Ильменя: село,village,nov_g1_02_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_05:273,C
pn_v6_0274,Нижний Борок у Ильменя: село,village,nov_g1_02_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_05:274,C
pn_v6_0275,Наволок: церковный двор,rural_church_center,nov_g1_02_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_05:275,C
pn_v6_0276,Глинка у Ильменя: деревня,hamlet,nov_g1_02_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_05:276,C
pn_v6_0277,Луки у Ильменя: погост,pogost_center,nov_g1_02_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_05:277,C
pn_v6_0278,Нижний Погосток у Ильменя: село,village,nov_g1_02_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_05:278,C
pn_v6_0279,Рыбный Стан: двор,isolated_farmstead,nov_g1_02_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_05:279,C
pn_v6_0280,Нижний Волчий Бор у Ильменя: село,village,nov_g1_02_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_05:280,C
pn_v6_0281,Кривой Ручей: церковный двор,rural_church_center,nov_g1_02_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_05:281,C
pn_v6_0282,Зимний Стан у Ильменя: погост,pogost_center,nov_g1_02_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_05:282,C
pn_v6_0283,Верхняя Сухая Грива у Ильменя: село,village,nov_g1_02_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_05:283,C
pn_v6_0284,Нижний Чёрный Мох у Ильменя: село,village,nov_g1_02_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_05:284,C
pn_v6_0285,Глухая Лука: двор,isolated_farmstead,nov_g1_02_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_05:285,C
pn_v6_0286,Ольшаник у Ильменя: деревня,hamlet,nov_g1_02_05,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_05:286,C
pn_v6_0287,Нижний Зимний Стан на Волхове: брод,ford_place,nov_g1_02_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_06:287,C
pn_v6_0288,Нижняя Сухая Грива на Волхове: брод,ford_place,nov_g1_02_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_06:288,C
pn_v6_0289,Нижний Чёрный Мох у Волхова: деревня,hamlet,nov_g1_02_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_06:289,C
pn_v6_0290,Глухая Лука у Волхова: деревня,hamlet,nov_g1_02_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_06:290,C
pn_v6_0291,Нижний Ольшаник на Волхове: брод,ford_place,nov_g1_02_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_06:291,C
pn_v6_0292,Нижнее Следово: охотничий стан,hunting_camp,nov_g1_02_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_06:292,C
pn_v6_0293,Нижняя Каменка на Волхове: брод,ford_place,nov_g1_02_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_06:293,C
pn_v6_0294,Заречье у Волхова: деревня,hamlet,nov_g1_02_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_06:294,C
pn_v6_0295,Подборье на Волхове: брод,ford_place,nov_g1_02_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_06:295,C
pn_v6_0296,Нижние Ручьи у Волхова: деревня,hamlet,nov_g1_02_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_06:296,C
pn_v6_0297,Нижний Малый Бор на Волхове: брод,ford_place,nov_g1_02_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_06:297,C
pn_v6_0298,Верхние Луга на Волхове: брод,ford_place,nov_g1_02_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_06:298,C
pn_v6_0299,Верхнее Починье у Волхова: деревня,hamlet,nov_g1_02_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_06:299,C
pn_v6_0300,Нижнее Березье у Волхова: деревня,hamlet,nov_g1_02_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_06:300,C
pn_v6_0301,Нижние Лужицы на Волхове: брод,ford_place,nov_g1_02_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_06:301,C
pn_v6_0302,Нижнее Селище: охотничий стан,hunting_camp,nov_g1_02_06,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_02_06:302,C
pn_v6_0303,Нижняя Глухая Лука на Ильмене: пристань,river_landing,nov_g1_03_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_03_00:303,C
pn_v6_0304,Ольшаник на Ильмене: брод,ford_place,nov_g1_03_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_03_00:304,C
pn_v6_0305,Дальнее Следово у Ильменя: деревня,hamlet,nov_g1_03_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_03_00:305,C
pn_v6_0306,Нижняя Каменка у Ильменя: деревня,hamlet,nov_g1_03_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_03_00:306,C
pn_v6_0307,Нижнее Заречье на Ильмене: пристань,river_landing,nov_g1_03_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_03_00:307,C
pn_v6_0308,Нижнее Подборье: охотничий стан,hunting_camp,nov_g1_03_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_03_00:308,C
pn_v6_0309,Ручьи на Ильмене: брод,ford_place,nov_g1_03_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_03_00:309,C
pn_v6_0310,Старый Малый Бор у Ильменя: деревня,hamlet,nov_g1_03_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_03_00:310,C
pn_v6_0311,Старые Луга на Ильмене: пристань,river_landing,nov_g1_03_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_03_00:311,C
pn_v6_0312,Дальнее Починье у Ильменя: деревня,hamlet,nov_g1_03_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_03_00:312,C
pn_v6_0313,Березье на Ильмене: пристань,river_landing,nov_g1_03_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_03_00:313,C
pn_v6_0314,Лужицы на Ильмене: брод,ford_place,nov_g1_03_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_03_00:314,C
pn_v6_0315,Селище у Ильменя: деревня,hamlet,nov_g1_03_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_03_00:315,C
pn_v6_0316,Старый Починок у Ильменя: деревня,hamlet,nov_g1_03_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_03_00:316,C
pn_v6_0317,Старое Дуброво на Ильмене: пристань,river_landing,nov_g1_03_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_03_00:317,C
pn_v6_0318,Верхний Сосновец: охотничий стан,hunting_camp,nov_g1_03_00,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_03_00:318,C
pn_v6_0319,Нижние Лужицы на Ильмене: пристань,river_landing,nov_g1_03_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_03_01:319,C
pn_v6_0320,Селище на Ильмене: брод,ford_place,nov_g1_03_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_03_01:320,C
pn_v6_0321,Новый Починок у Ильменя: деревня,hamlet,nov_g1_03_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_03_01:321,C
pn_v6_0322,Нижнее Дуброво у Ильменя: деревня,hamlet,nov_g1_03_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_03_01:322,C
pn_v6_0323,Нижний Сосновец на Ильмене: пристань,river_landing,nov_g1_03_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_03_01:323,C
pn_v6_0324,Верхнее Мховое: охотничий стан,hunting_camp,nov_g1_03_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_03_01:324,C
pn_v6_0325,Озерец на Ильмене: брод,ford_place,nov_g1_03_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_03_01:325,C
pn_v6_0326,Плесо у Ильменя: деревня,hamlet,nov_g1_03_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_03_01:326,C
pn_v6_0327,Новое Залесье на Ильмене: пристань,river_landing,nov_g1_03_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_03_01:327,C
pn_v6_0328,Старый Борок у Ильменя: деревня,hamlet,nov_g1_03_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_03_01:328,C
pn_v6_0329,Старый Наволок на Ильмене: пристань,river_landing,nov_g1_03_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_03_01:329,C
pn_v6_0330,Глинка на Ильмене: брод,ford_place,nov_g1_03_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_03_01:330,C
pn_v6_0331,Нижние Луки у Ильменя: деревня,hamlet,nov_g1_03_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_03_01:331,C
pn_v6_0332,Старый Погосток у Ильменя: деревня,hamlet,nov_g1_03_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_03_01:332,C
pn_v6_0333,Новый Рыбный Стан на Ильмене: пристань,river_landing,nov_g1_03_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_03_01:333,C
pn_v6_0334,Нижний Волчий Бор: охотничий стан,hunting_camp,nov_g1_03_01,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_03_01:334,C
pn_v6_0335,Руса (Старая Русса),town,nov_g1_03_02,historical_or_functional_label,,game-base:sources.v6-naming-register#nov_g1_03_02:335,B
pn_v6_0336,Русские варницы,saltworks,nov_g1_03_02,historical_or_functional_label,,game-base:sources.v6-naming-register#nov_g1_03_02:336,B
pn_v6_0337,Русанский торг,market_place,nov_g1_03_02,historical_or_functional_label,,game-base:sources.v6-naming-register#nov_g1_03_02:337,B
pn_v6_0338,Полистская пристань,river_landing,nov_g1_03_02,historical_or_functional_label,,game-base:sources.v6-naming-register#nov_g1_03_02:338,B
pn_v6_0339,Волчий Бор у Полисти: село,village,nov_g1_03_02,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_03_02:339,C
pn_v6_0340,Кривой Ручей на Полисти: торг,market_place,nov_g1_03_02,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_03_02:340,C
pn_v6_0341,Зимний Стан на Полисти: пристань,river_landing,nov_g1_03_02,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_03_02:341,C
pn_v6_0342,Сухая Грива на Полисти: торг,market_place,nov_g1_03_02,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_03_02:342,C
pn_v6_0343,Чёрный Мох у Полисти: село,village,nov_g1_03_02,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_03_02:343,C
pn_v6_0344,Глухая Лука на Полисти: торг,market_place,nov_g1_03_02,fictional_historicized_name,,game-base:sources.v6-naming-register#nov_g1_03_02:344,C
