id,region_id,garment_category_id,slot_key,gm_id,constraints,status,source_refs,confidence
rcp_nov_gm_fw010,region_novgorod_land,garment.kind.low_shoe,footwear,gm_fw010,"{""sex"": [""male"", ""female""], ""age"": [""child""], ""season"": [""summer"", ""spring"", ""spring_rasputitsa"", ""autumn""], ""status_band"": [""low"", ""middle"", ""high"", ""elite""], ""marital_status"": ""any"", ""valid_from"": ""1200-01-01"", ""valid_to"": ""1260-12-31""}",draft,costume:FW010|costume:SRC001|costume:SRC012|costume:SRC013|claim:population-leather-shoes,A
rcp_nov_gm_fw011,region_novgorod_land,garment.kind.boot,footwear,gm_fw011,"{""sex"": [""male"", ""female""], ""age"": [""child""], ""season"": [""autumn"", ""winter""], ""status_band"": [""high"", ""elite""], ""marital_status"": ""any"", ""valid_from"": ""1200-01-01"", ""valid_to"": ""1260-12-31""}",draft,costume:FW011|costume:SRC001|costume:SRC012|costume:SRC013,A
rcp_nov_gm_fw013,region_novgorod_land,garment.kind.insole,insole,gm_fw013,"{""sex"": [""male"", ""female""], ""age"": [""young_adult"", ""adult"", ""middle_aged"", ""old""], ""season"": [""spring"", ""spring_rasputitsa"", ""autumn"", ""winter""], ""status_band"": [""low"", ""middle"", ""high"", ""elite""], ""marital_status"": ""any"", ""valid_from"": ""1200-01-01"", ""valid_to"": ""1260-12-31""}",draft,costume:FW013|costume:SRC001|claim:population-felt-lining,A
rcp_nov_gm_fw014,region_novgorod_land,garment.kind.insole,insole,gm_fw014,"{""sex"": [""male"", ""female""], ""age"": [""young_adult"", ""adult"", ""middle_aged"", ""old""], ""season"": [""autumn"", ""winter""], ""status_band"": [""low"", ""middle"", ""high"", ""elite""], ""marital_status"": ""any"", ""valid_from"": ""1200-01-01"", ""valid_to"": ""1260-12-31""}",draft,costume:FW014|costume:SRC001|wk:material_culture:wool-footwear-lining|claim:population-wool-lining,A
rcp_nov_gm_fw015,region_novgorod_land,garment.kind.sock,foot_layer,gm_fw015,"{""sex"": [""male"", ""female""], ""age"": [""young_adult"", ""adult"", ""middle_aged"", ""old""], ""season"": [""spring"", ""spring_rasputitsa"", ""autumn"", ""winter""], ""status_band"": [""low"", ""middle"", ""high"", ""elite""], ""marital_status"": ""any"", ""valid_from"": ""1200-01-01"", ""valid_to"": ""1260-12-31""}",draft,costume:FW015|costume:SRC001|wk:material_culture:wool-footwear-lining|claim:population-wool-lining,A
rcp_nov_gm_fw016,region_novgorod_land,garment.kind.foot_wrap_onucha,foot_layer,gm_fw016,"{""sex"": [""male"", ""female""], ""age"": [""young_adult"", ""adult"", ""middle_aged"", ""old""], ""season"": [""summer"", ""spring"", ""spring_rasputitsa"", ""autumn"", ""winter""], ""status_band"": [""low"", ""middle"", ""high"", ""elite""], ""marital_status"": ""any"", ""valid_from"": ""1200-01-01"", ""valid_to"": ""1260-12-31""}",draft,costume:FW016|costume:SRC006|costume:SRC034|wk:material_culture:onuchi|claim:clothing-onuchi-wrap,B
rcp_nov_gm_fw017,region_novgorod_land,garment.kind.overshoe_porshni,over_footwear,gm_fw017,"{""sex"": [""male"", ""female""], ""age"": [""young_adult"", ""adult"", ""middle_aged"", ""old""], ""season"": [""spring"", ""spring_rasputitsa"", ""autumn""], ""status_band"": [""middle"", ""high""], ""marital_status"": ""any"", ""valid_from"": ""1200-01-01"", ""valid_to"": ""1260-12-31""}",draft,costume:FW017|costume:SRC001|wk:material_culture:porshen-overshoe|claim:household-overshoe,A
rcp_nov_gm_ac001,region_novgorod_land,garment.kind.belt,waist,gm_ac001,"{""sex"": [""male"", ""female""], ""age"": [""young_adult"", ""adult"", ""middle_aged"", ""old""], ""season"": [""summer"", ""spring"", ""spring_rasputitsa"", ""autumn"", ""winter""], ""status_band"": [""low"", ""middle"", ""high"", ""elite""], ""marital_status"": ""any"", ""valid_from"": ""1200-01-01"", ""valid_to"": ""1260-12-31""}",draft,costume:AC001|costume:SRC002|costume:SRC005|costume:SRC028|costume:SRC033|wk:material_culture:belt|claim:clothing-male-shirt-belt|claim:population-leather-straps,B
rcp_nov_gm_ac002,region_novgorod_land,garment.kind.woven_belt,waist,gm_ac002,"{""sex"": [""male"", ""female""], ""age"": [""young_adult"", ""adult"", ""middle_aged"", ""old""], ""season"": [""summer"", ""spring"", ""spring_rasputitsa"", ""autumn"", ""winter""], ""status_band"": [""low"", ""middle"", ""high"", ""elite""], ""marital_status"": ""any"", ""valid_from"": ""1200-01-01"", ""valid_to"": ""1260-12-31""}",draft,costume:AC002|costume:SRC007|costume:SRC008|costume:SRC006|wk:material_culture:belt|claim:clothing-male-shirt-belt,B
rcp_nov_gm_ac005,region_novgorod_land,garment.kind.belt_set,waist,gm_ac005,"{""sex"": [""male"", ""female""], ""age"": [""young_adult"", ""adult"", ""middle_aged"", ""old""], ""season"": [""summer"", ""spring"", ""spring_rasputitsa"", ""autumn"", ""winter""], ""status_band"": [""middle"", ""high""], ""marital_status"": ""any"", ""valid_from"": ""1200-01-01"", ""valid_to"": ""1260-12-31""}",draft,costume:AC005|costume:SRC005|costume:SRC028|costume:SRC033|wk:material_culture:belt-fitting|claim:household-belt-fitting,A
rcp_nov_gm_ac036,region_novgorod_land,garment.kind.mittens,handwear,gm_ac036,"{""sex"": [""male"", ""female""], ""age"": [""young_adult"", ""adult"", ""middle_aged"", ""old""], ""season"": [""winter""], ""status_band"": [""low"", ""middle"", ""high"", ""elite""], ""marital_status"": ""any"", ""valid_from"": ""1200-01-01"", ""valid_to"": ""1260-12-31""}",draft,costume:AC036|costume:SRC001|costume:SRC007|costume:SRC034,C
rcp_nov_gm_ac037,region_novgorod_land,garment.kind.mittens,handwear,gm_ac037,"{""sex"": [""male"", ""female""], ""age"": [""young_adult"", ""adult"", ""middle_aged"", ""old""], ""season"": [""autumn"", ""winter""], ""status_band"": [""low"", ""middle"", ""high"", ""elite""], ""marital_status"": ""any"", ""valid_from"": ""1200-01-01"", ""valid_to"": ""1260-12-31""}",draft,costume:AC037|costume:SRC002|costume:SRC031,C
rcp_nov_gm_cl001,region_novgorod_land,garment.kind.clergy_long_robe,outer_garment,gm_cl001,"{""sex"": [""male""], ""age"": [""young_adult"", ""adult"", ""middle_aged"", ""old""], ""season"": [""summer"", ""spring"", ""spring_rasputitsa"", ""autumn"", ""winter""], ""status_band"": [""low"", ""middle"", ""high"", ""elite""], ""marital_status"": ""any"", ""valid_from"": ""1200-01-01"", ""valid_to"": ""1260-12-31""}",draft,costume:CL001|costume:SRC025|costume:SRC027|costume:SRC043,C
rcp_nov_gm_cl002,region_novgorod_land,garment.kind.monastic_tunic,outer_garment,gm_cl002,"{""sex"": [""male"", ""female""], ""age"": [""young_adult"", ""adult"", ""middle_aged"", ""old""], ""season"": [""summer"", ""spring"", ""spring_rasputitsa"", ""autumn"", ""winter""], ""status_band"": [""low"", ""middle"", ""high"", ""elite""], ""marital_status"": ""any"", ""valid_from"": ""1200-01-01"", ""valid_to"": ""1260-12-31""}",draft,costume:CL002|costume:SRC013|costume:SRC025|costume:SRC043,B
rcp_nov_gm_cl003,region_novgorod_land,garment.kind.monastic_mantle,cloak,gm_cl003,"{""sex"": [""male"", ""female""], ""age"": [""young_adult"", ""adult"", ""middle_aged"", ""old""], ""season"": [""autumn"", ""winter""], ""status_band"": [""low"", ""middle"", ""high"", ""elite""], ""marital_status"": ""any"", ""valid_from"": ""1200-01-01"", ""valid_to"": ""1260-12-31""}",draft,costume:CL003|costume:SRC025|costume:SRC043,C
rcp_nov_gm_fr001,region_novgorod_land,garment.kind.wool_tunic,outer_garment,gm_fr001,"{""sex"": [""male""], ""age"": [""young_adult"", ""adult"", ""middle_aged"", ""old""], ""season"": [""summer"", ""spring"", ""spring_rasputitsa"", ""autumn"", ""winter""], ""status_band"": [""high""], ""marital_status"": ""any"", ""valid_from"": ""1200-01-01"", ""valid_to"": ""1260-12-31""}",draft,costume:FR001|costume:SRC028|costume:SRC043|costume:SRC049,B
rcp_nov_gm_fr002,region_novgorod_land,garment.kind.hose_chausses,lower_garment,gm_fr002,"{""sex"": [""male""], ""age"": [""young_adult"", ""adult"", ""middle_aged"", ""old""], ""season"": [""summer"", ""spring"", ""spring_rasputitsa"", ""autumn"", ""winter""], ""status_band"": [""low"", ""middle"", ""high"", ""elite""], ""marital_status"": ""any"", ""valid_from"": ""1200-01-01"", ""valid_to"": ""1260-12-31""}",draft,costume:FR002|costume:SRC028|costume:SRC043|costume:SRC049,B
rcp_nov_gm_fr003,region_novgorod_land,garment.kind.hood,headwear,gm_fr003,"{""sex"": [""male"", ""female""], ""age"": [""young_adult"", ""adult"", ""middle_aged"", ""old""], ""season"": [""spring"", ""spring_rasputitsa"", ""autumn"", ""winter""], ""status_band"": [""low"", ""middle"", ""high"", ""elite""], ""marital_status"": ""any"", ""valid_from"": ""1200-01-01"", ""valid_to"": ""1260-12-31""}",draft,costume:FR003|costume:SRC028|costume:SRC043|costume:SRC049,B
rcp_nov_gm_fr004,region_novgorod_land,garment.kind.cloak,cloak,gm_fr004,"{""sex"": [""male"", ""female""], ""age"": [""young_adult"", ""adult"", ""middle_aged"", ""old""], ""season"": [""spring"", ""spring_rasputitsa"", ""autumn"", ""winter""], ""status_band"": [""high""], ""marital_status"": ""any"", ""valid_from"": ""1200-01-01"", ""valid_to"": ""1260-12-31""}",draft,costume:FR004|costume:SRC028|costume:SRC043|costume:SRC049,B
rcp_nov_gm_fr009,region_novgorod_land,garment.kind.wool_tunic,outer_garment,gm_fr009,"{""sex"": [""male"", ""female""], ""age"": [""young_adult"", ""adult"", ""middle_aged"", ""old""], ""season"": [""summer"", ""spring"", ""spring_rasputitsa"", ""autumn"", ""winter""], ""status_band"": [""middle"", ""high""], ""marital_status"": ""any"", ""valid_from"": ""1200-01-01"", ""valid_to"": ""1260-12-31""}",draft,costume:FR009|costume:SRC010|costume:SRC028|costume:SRC029,B
rcp_nov_gm_fr011,region_novgorod_land,garment.kind.clergy_long_robe,outer_garment,gm_fr011,"{""sex"": [""male""], ""age"": [""young_adult"", ""adult"", ""middle_aged"", ""old""], ""season"": [""summer"", ""spring"", ""spring_rasputitsa"", ""autumn"", ""winter""], ""status_band"": [""low"", ""middle"", ""high"", ""elite""], ""marital_status"": ""any"", ""valid_from"": ""1200-01-01"", ""valid_to"": ""1260-12-31""}",draft,costume:FR011|costume:SRC028|costume:SRC043,C
rcp_nov_gm_ar036,region_novgorod_land,garment.kind.cloak,cloak,gm_ar036,"{""sex"": [""male""], ""age"": [""young_adult"", ""adult"", ""middle_aged"", ""old""], ""season"": [""spring"", ""spring_rasputitsa"", ""autumn"", ""winter""], ""status_band"": [""low"", ""middle"", ""high"", ""elite""], ""marital_status"": ""any"", ""valid_from"": ""1200-01-01"", ""valid_to"": ""1260-12-31""}",draft,costume:AR036|costume:SRC015|costume:SRC023|costume:SRC043,B
rcp_nov_gm_ar038,region_novgorod_land,garment.kind.gloves,handwear,gm_ar038,"{""sex"": [""male""], ""age"": [""young_adult"", ""adult"", ""middle_aged"", ""old""], ""season"": [""winter""], ""status_band"": [""low"", ""middle"", ""high"", ""elite""], ""marital_status"": ""any"", ""valid_from"": ""1200-01-01"", ""valid_to"": ""1260-12-31""}",draft,costume:AR038|costume:SRC023|costume:SRC034,C
rcp_nov_gm_new_votola,region_novgorod_land,garment.kind.votola,cloak,gm_new_votola,"{""sex"": [""male"", ""female""], ""age"": [""young_adult"", ""adult"", ""middle_aged"", ""old""], ""season"": [""spring"", ""spring_rasputitsa"", ""autumn"", ""winter""], ""status_band"": [""low"", ""middle""], ""marital_status"": ""any"", ""valid_from"": ""1200-01-01"", ""valid_to"": ""1260-12-31""}",draft,wk:material_culture:votola|claim:clothing-votola-cloak|source:clothing-rabinovich-1986,B
rcp_nov_gm_new_korzno,region_novgorod_land,garment.kind.korzno,cloak,gm_new_korzno,"{""sex"": [""male""], ""age"": [""young_adult"", ""adult"", ""middle_aged"", ""old""], ""season"": [""spring"", ""spring_rasputitsa"", ""autumn"", ""winter"", ""summer""], ""status_band"": [""high"", ""elite""], ""marital_status"": ""any"", ""valid_from"": ""1200-01-01"", ""valid_to"": ""1260-12-31""}",draft,sqlite:material_culture#плащ(корзно/накидка)|sqlite:S16|costume:SRC025|costume:SRC048,B
