row_id,g4_ref,g4_short,member_ref,taxon_words,source,frequency_category,seasons,source_refs,confidence,status
hab_sheltered_inner_reach__decomposer,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach,sheltered_inner_reach,decomposer fungal guild (unidentified),,successor_member,occasional,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach,C,candidate
hab_sheltered_inner_reach__castor,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach,sheltered_inner_reach,Castor (beaver),бобр|бобров|бобёр,successor_member,rare,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach,C,candidate
hab_sheltered_inner_reach__wetground,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_inner_reach,sheltered_inner_reach,wet-ground grass and sedge guild (unidentified),осок,landscape_dominant_vegetation,,winter|spring|summer|autumn,world_db.world_base.landscape_templates#lt_low_alluvial_riverbank.dominant_vegetation,C,candidate
hab_sheltered_landing_terrace__betula,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_landing_terrace,sheltered_landing_terrace,Betula (birch),берёз|берез|березняк,successor_member,occasional,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_landing_terrace,C,candidate
hab_sheltered_landing_terrace__grass,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_landing_terrace,sheltered_landing_terrace,grass and shrub cover (unidentified),,successor_member,common,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_landing_terrace,C,candidate
hab_sheltered_landing_terrace__decomposer,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_landing_terrace,sheltered_landing_terrace,decomposer fungal guild (unidentified),,successor_member,occasional,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_landing_terrace,C,candidate
hab_sheltered_landing_terrace__alces,g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_landing_terrace,sheltered_landing_terrace,Alces (elk),лос|сохат,successor_member,rare,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_sheltered_landing_terrace,C,candidate
hab_shifting_shoal_field__castor,g4v3__gn_nov_g3_xp017_yp026_r2_shifting_shoal_field,shifting_shoal_field,Castor (beaver),бобр|бобров|бобёр,successor_member,rare,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_shifting_shoal_field,C,candidate
hab_shifting_shoal_field__salix,g4v3__gn_nov_g3_xp017_yp026_r2_shifting_shoal_field,shifting_shoal_field,Salix (willow),ив|ивняк|ивов|лоз,landscape_dominant_vegetation,,winter|spring|summer|autumn,world_db.world_base.landscape_templates#lt_low_alluvial_riverbank.dominant_vegetation,C,candidate
hab_shifting_shoal_field__wetground,g4v3__gn_nov_g3_xp017_yp026_r2_shifting_shoal_field,shifting_shoal_field,wet-ground grass and sedge guild (unidentified),осок,landscape_dominant_vegetation,,winter|spring|summer|autumn,world_db.world_base.landscape_templates#lt_low_alluvial_riverbank.dominant_vegetation,C,candidate
hab_south_entry_reach__salix,g4v3__gn_nov_g3_xp017_yp026_r2_south_entry_reach,south_entry_reach,Salix (willow),ив|ивняк|ивов|лоз,successor_member,occasional,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_south_entry_reach,C,candidate
hab_south_entry_reach__decomposer,g4v3__gn_nov_g3_xp017_yp026_r2_south_entry_reach,south_entry_reach,decomposer fungal guild (unidentified),,successor_member,occasional,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_south_entry_reach,C,candidate
hab_south_entry_reach__castor,g4v3__gn_nov_g3_xp017_yp026_r2_south_entry_reach,south_entry_reach,Castor (beaver),бобр|бобров|бобёр,successor_member,rare,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_south_entry_reach,C,candidate
hab_south_entry_reach__wetground,g4v3__gn_nov_g3_xp017_yp026_r2_south_entry_reach,south_entry_reach,wet-ground grass and sedge guild (unidentified),осок,landscape_dominant_vegetation,,winter|spring|summer|autumn,world_db.world_base.landscape_templates#lt_low_alluvial_riverbank.dominant_vegetation,C,candidate
hab_tributary_mouth__salix,g4v3__gn_nov_g3_xp017_yp026_r2_tributary_mouth,tributary_mouth,Salix (willow),ив|ивняк|ивов|лоз,successor_member,occasional,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_tributary_mouth,C,candidate
hab_tributary_mouth__decomposer,g4v3__gn_nov_g3_xp017_yp026_r2_tributary_mouth,tributary_mouth,decomposer fungal guild (unidentified),,successor_member,occasional,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_tributary_mouth,C,candidate
hab_tributary_mouth__castor,g4v3__gn_nov_g3_xp017_yp026_r2_tributary_mouth,tributary_mouth,Castor (beaver),бобр|бобров|бобёр,successor_member,rare,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_tributary_mouth,C,candidate
hab_tributary_mouth__wetground,g4v3__gn_nov_g3_xp017_yp026_r2_tributary_mouth,tributary_mouth,wet-ground grass and sedge guild (unidentified),осок,landscape_dominant_vegetation,,winter|spring|summer|autumn,world_db.world_base.landscape_templates#lt_low_alluvial_riverbank.dominant_vegetation,C,candidate
hab_vikhtuy_locality__wetground,g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_locality,vikhtuy_locality,wet-ground grass and sedge guild (unidentified),осок,successor_member,common,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_locality,C,candidate
hab_vikhtuy_locality__salix,g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_locality,vikhtuy_locality,Salix (willow),ив|ивняк|ивов|лоз,successor_member,occasional,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_locality,C,candidate
hab_vikhtuy_locality__decomposer,g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_locality,vikhtuy_locality,decomposer fungal guild (unidentified),,successor_member,occasional,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_locality,C,candidate
hab_vikhtuy_locality__castor,g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_locality,vikhtuy_locality,Castor (beaver),бобр|бобров|бобёр,successor_member,rare,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_locality,C,candidate
hab_vikhtuy_resource_edge__picea,g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_resource_edge,vikhtuy_resource_edge,Picea (spruce),ель|ели|елов|еловы,successor_member,common,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_resource_edge,C,candidate
hab_vikhtuy_resource_edge__sphagnum,g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_resource_edge,vikhtuy_resource_edge,Sphagnum (peat moss),сфагн|мох|мха|мхи|мхом,successor_member,occasional,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_resource_edge,C,candidate
hab_vikhtuy_resource_edge__decomposer,g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_resource_edge,vikhtuy_resource_edge,decomposer fungal guild (unidentified),,successor_member,occasional,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_resource_edge,C,candidate
hab_vikhtuy_resource_edge__alces,g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_resource_edge,vikhtuy_resource_edge,Alces (elk),лос|сохат,successor_member,rare,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_resource_edge,C,candidate
hab_vikhtuy_resource_edge__alnus,g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_resource_edge,vikhtuy_resource_edge,Alnus (alder),ольх|ольшаник,landscape_dominant_vegetation,,winter|spring|summer|autumn,world_db.world_base.landscape_templates#lt_wet_lowland_forest.dominant_vegetation,C,candidate
hab_vikhtuy_resource_edge__betula,g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_resource_edge,vikhtuy_resource_edge,Betula (birch),берёз|берез|березняк,landscape_dominant_vegetation,,winter|spring|summer|autumn,world_db.world_base.landscape_templates#lt_wet_lowland_forest.dominant_vegetation,C,candidate
hab_vikhtuy_resource_edge__salix,g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_resource_edge,vikhtuy_resource_edge,Salix (willow),ив|ивняк|ивов|лоз,landscape_dominant_vegetation,,winter|spring|summer|autumn,world_db.world_base.landscape_templates#lt_wet_lowland_forest.dominant_vegetation,C,candidate
hab_vikhtuy_river_approach__salix,g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_river_approach,vikhtuy_river_approach,Salix (willow),ив|ивняк|ивов|лоз,successor_member,occasional,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_river_approach,C,candidate
hab_vikhtuy_river_approach__decomposer,g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_river_approach,vikhtuy_river_approach,decomposer fungal guild (unidentified),,successor_member,occasional,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_river_approach,C,candidate
hab_vikhtuy_river_approach__castor,g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_river_approach,vikhtuy_river_approach,Castor (beaver),бобр|бобров|бобёр,successor_member,rare,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_river_approach,C,candidate
hab_vikhtuy_river_approach__wetground,g4v3__gn_nov_g3_xp017_yp026_r2_vikhtuy_river_approach,vikhtuy_river_approach,wet-ground grass and sedge guild (unidentified),осок,landscape_dominant_vegetation,,winter|spring|summer|autumn,world_db.world_base.landscape_templates#lt_low_alluvial_riverbank.dominant_vegetation,C,candidate
hab_west_hidden_backwater__salix,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,Salix (willow),ив|ивняк|ивов|лоз,successor_member,occasional,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,C,candidate
hab_west_hidden_backwater__decomposer,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,decomposer fungal guild (unidentified),,successor_member,occasional,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,C,candidate
hab_west_hidden_backwater__castor,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,Castor (beaver),бобр|бобров|бобёр,successor_member,rare,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,C,candidate
hab_west_hidden_backwater__wetground,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater,west_hidden_backwater,wet-ground grass and sedge guild (unidentified),осок,landscape_dominant_vegetation,,winter|spring|summer|autumn,world_db.world_base.landscape_templates#lt_low_alluvial_riverbank.dominant_vegetation,C,candidate
hab_west_side_channel__salix,g4v3__gn_nov_g3_xp017_yp026_r2_west_side_channel,west_side_channel,Salix (willow),ив|ивняк|ивов|лоз,successor_member,occasional,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_side_channel,C,candidate
hab_west_side_channel__decomposer,g4v3__gn_nov_g3_xp017_yp026_r2_west_side_channel,west_side_channel,decomposer fungal guild (unidentified),,successor_member,occasional,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_side_channel,C,candidate
hab_west_side_channel__castor,g4v3__gn_nov_g3_xp017_yp026_r2_west_side_channel,west_side_channel,Castor (beaver),бобр|бобров|бобёр,successor_member,rare,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_west_side_channel,C,candidate
hab_west_side_channel__wetground,g4v3__gn_nov_g3_xp017_yp026_r2_west_side_channel,west_side_channel,wet-ground grass and sedge guild (unidentified),осок,landscape_dominant_vegetation,,winter|spring|summer|autumn,world_db.world_base.landscape_templates#lt_low_alluvial_riverbank.dominant_vegetation,C,candidate
hab_wet_conifer_tract__picea,g4v3__gn_nov_g3_xp017_yp026_r2_wet_conifer_tract,wet_conifer_tract,Picea (spruce),ель|ели|елов|еловы,successor_member,common,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_wet_conifer_tract,C,candidate
hab_wet_conifer_tract__sphagnum,g4v3__gn_nov_g3_xp017_yp026_r2_wet_conifer_tract,wet_conifer_tract,Sphagnum (peat moss),сфагн|мох|мха|мхи|мхом,successor_member,occasional,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_wet_conifer_tract,C,candidate
hab_wet_conifer_tract__decomposer,g4v3__gn_nov_g3_xp017_yp026_r2_wet_conifer_tract,wet_conifer_tract,decomposer fungal guild (unidentified),,successor_member,occasional,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_wet_conifer_tract,C,candidate
hab_wet_conifer_tract__alces,g4v3__gn_nov_g3_xp017_yp026_r2_wet_conifer_tract,wet_conifer_tract,Alces (elk),лос|сохат,successor_member,rare,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_wet_conifer_tract,C,candidate
hab_wet_conifer_tract__alnus,g4v3__gn_nov_g3_xp017_yp026_r2_wet_conifer_tract,wet_conifer_tract,Alnus (alder),ольх|ольшаник,landscape_dominant_vegetation,,winter|spring|summer|autumn,world_db.world_base.landscape_templates#lt_wet_lowland_forest.dominant_vegetation,C,candidate
hab_wet_conifer_tract__betula,g4v3__gn_nov_g3_xp017_yp026_r2_wet_conifer_tract,wet_conifer_tract,Betula (birch),берёз|берез|березняк,landscape_dominant_vegetation,,winter|spring|summer|autumn,world_db.world_base.landscape_templates#lt_wet_lowland_forest.dominant_vegetation,C,candidate
hab_wet_conifer_tract__salix,g4v3__gn_nov_g3_xp017_yp026_r2_wet_conifer_tract,wet_conifer_tract,Salix (willow),ив|ивняк|ивов|лоз,landscape_dominant_vegetation,,winter|spring|summer|autumn,world_db.world_base.landscape_templates#lt_wet_lowland_forest.dominant_vegetation,C,candidate
hab_zaostrovye_burial_area__alnus,g4v3__gn_nov_g3_xp017_yp026_r2_zaostrovye_burial_area,zaostrovye_burial_area,Alnus (alder),ольх|ольшаник,successor_member,occasional,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_zaostrovye_burial_area,C,candidate
hab_zaostrovye_burial_area__wetedge,g4v3__gn_nov_g3_xp017_yp026_r2_zaostrovye_burial_area,zaostrovye_burial_area,wet-edge herb and shrub guild (unidentified),,successor_member,common,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_zaostrovye_burial_area,C,candidate
hab_zaostrovye_burial_area__decomposer,g4v3__gn_nov_g3_xp017_yp026_r2_zaostrovye_burial_area,zaostrovye_burial_area,decomposer fungal guild (unidentified),,successor_member,occasional,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_zaostrovye_burial_area,C,candidate
hab_zaostrovye_burial_area__castor,g4v3__gn_nov_g3_xp017_yp026_r2_zaostrovye_burial_area,zaostrovye_burial_area,Castor (beaver),бобр|бобров|бобёр,successor_member,rare,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_zaostrovye_burial_area,C,candidate
hab_zaostrovye_burial_area__salix,g4v3__gn_nov_g3_xp017_yp026_r2_zaostrovye_burial_area,zaostrovye_burial_area,Salix (willow),ив|ивняк|ивов|лоз,landscape_dominant_vegetation,,winter|spring|summer|autumn,world_db.world_base.landscape_templates#lt_wooded_floodplain.dominant_vegetation,C,candidate
hab_zaostrovye_landing__salix,g4v3__gn_nov_g3_xp017_yp026_r2_zaostrovye_landing,zaostrovye_landing,Salix (willow),ив|ивняк|ивов|лоз,successor_member,occasional,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_zaostrovye_landing,C,candidate
hab_zaostrovye_landing__decomposer,g4v3__gn_nov_g3_xp017_yp026_r2_zaostrovye_landing,zaostrovye_landing,decomposer fungal guild (unidentified),,successor_member,occasional,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_zaostrovye_landing,C,candidate
hab_zaostrovye_landing__castor,g4v3__gn_nov_g3_xp017_yp026_r2_zaostrovye_landing,zaostrovye_landing,Castor (beaver),бобр|бобров|бобёр,successor_member,rare,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_zaostrovye_landing,C,candidate
hab_zaostrovye_landing__wetground,g4v3__gn_nov_g3_xp017_yp026_r2_zaostrovye_landing,zaostrovye_landing,wet-ground grass and sedge guild (unidentified),осок,landscape_dominant_vegetation,,winter|spring|summer|autumn,world_db.world_base.landscape_templates#lt_low_alluvial_riverbank.dominant_vegetation,C,candidate
hab_zaostrovye_settlement_center__alnus,g4v3__gn_nov_g3_xp017_yp026_r2_zaostrovye_settlement_center,zaostrovye_settlement_center,Alnus (alder),ольх|ольшаник,successor_member,occasional,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_zaostrovye_settlement_center,C,candidate
hab_zaostrovye_settlement_center__wetedge,g4v3__gn_nov_g3_xp017_yp026_r2_zaostrovye_settlement_center,zaostrovye_settlement_center,wet-edge herb and shrub guild (unidentified),,successor_member,common,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_zaostrovye_settlement_center,C,candidate
hab_zaostrovye_settlement_center__decomposer,g4v3__gn_nov_g3_xp017_yp026_r2_zaostrovye_settlement_center,zaostrovye_settlement_center,decomposer fungal guild (unidentified),,successor_member,occasional,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_zaostrovye_settlement_center,C,candidate
hab_zaostrovye_settlement_center__castor,g4v3__gn_nov_g3_xp017_yp026_r2_zaostrovye_settlement_center,zaostrovye_settlement_center,Castor (beaver),бобр|бобров|бобёр,successor_member,rare,winter|spring|summer|autumn,pr98:data/world-catalogs/novgorod/m2c-natural/nature-successor-candidate-v2.json#g4v3__gn_nov_g3_xp017_yp026_r2_zaostrovye_settlement_center,C,candidate
hab_zaostrovye_settlement_center__salix,g4v3__gn_nov_g3_xp017_yp026_r2_zaostrovye_settlement_center,zaostrovye_settlement_center,Salix (willow),ив|ивняк|ивов|лоз,landscape_dominant_vegetation,,winter|spring|summer|autumn,world_db.world_base.landscape_templates#lt_wooded_floodplain.dominant_vegetation,C,candidate
