role_id,role_title,social_rank,combat_likelihood,weight,weight_rule,occupations,violence_risk_of_occupations,attitude_to_violence,weapon_rights_class,basis,source_refs,confidence,status
nov_role_church_scribe,церковный писец,middle,low,2,very_low/low/medium/medium_high -> 1/2/4/8 (шкала 8/4/2/1 каталога),nov_occ_court_clerk_service | nov_occ_bishop_court_service | nov_occ_debt_account_keeper | nov_occ_deacon_service | nov_occ_scribe,medium | high_social_risk,"насилие редко является первым решением; зависит от свидетелей, статуса жертвы, места и права",R_service,"максимум combat_likelihood занятий, допускающих роль: nov_occ_court_clerk_service",tsv:occ:nov_occ_court_clerk_service#combat_likelihood | tsv:occ:nov_occ_bishop_court_service#combat_likelihood | tsv:occ:nov_occ_debt_account_keeper#combat_likelihood | tsv:occ:nov_occ_deacon_service#combat_likelihood | tsv:occ:nov_occ_scribe#combat_likelihood,B,candidate
nov_role_pilgrim,богомолец,low,low,2,very_low/low/medium/medium_high -> 1/2/4/8 (шкала 8/4/2/1 каталога),nov_occ_pilgrim_traveler,high_social_risk,"насилие редко является первым решением; зависит от свидетелей, статуса жертвы, места и права",R_tool,"максимум combat_likelihood занятий, допускающих роль: nov_occ_pilgrim_traveler",tsv:occ:nov_occ_pilgrim_traveler#combat_likelihood,B,candidate
nov_role_guide,проводник,low,medium,4,very_low/low/medium/medium_high -> 1/2/4/8 (шкала 8/4/2/1 каталога),nov_occ_crossing_guard | nov_occ_route_guide | nov_occ_winter_road_worker | nov_occ_hunter_trapper | nov_occ_messenger_runner,medium_high,"насилие редко является первым решением; зависит от свидетелей, статуса жертвы, места и права",R_tool,"максимум combat_likelihood занятий, допускающих роль: nov_occ_crossing_guard",tsv:occ:nov_occ_crossing_guard#combat_likelihood | tsv:occ:nov_occ_route_guide#combat_likelihood | tsv:occ:nov_occ_winter_road_worker#combat_likelihood | tsv:occ:nov_occ_hunter_trapper#combat_likelihood | tsv:occ:nov_occ_messenger_runner#combat_likelihood,B,candidate
nov_role_ferryman,перевозчик,low,medium,4,very_low/low/medium/medium_high -> 1/2/4/8 (шкала 8/4/2/1 каталога),nov_occ_crossing_guard | nov_occ_boatman | nov_occ_ferryman,medium_high,"насилие редко является первым решением; зависит от свидетелей, статуса жертвы, места и права",R_tool,"максимум combat_likelihood занятий, допускающих роль: nov_occ_crossing_guard",tsv:occ:nov_occ_crossing_guard#combat_likelihood | tsv:occ:nov_occ_boatman#combat_likelihood | tsv:occ:nov_occ_ferryman#combat_likelihood,B,candidate
nov_role_boatman,лодочник,low,medium,4,very_low/low/medium/medium_high -> 1/2/4/8 (шкала 8/4/2/1 каталога),nov_occ_boatbuilder | nov_occ_landing_worker | nov_occ_boatman | nov_occ_helmsman | nov_occ_ferryman | nov_occ_portage_worker | nov_occ_fisher,medium | medium_high,"насилие редко является первым решением; зависит от свидетелей, статуса жертвы, места и права",R_tool,"максимум combat_likelihood занятий, допускающих роль: nov_occ_landing_worker",tsv:occ:nov_occ_boatbuilder#combat_likelihood | tsv:occ:nov_occ_landing_worker#combat_likelihood | tsv:occ:nov_occ_boatman#combat_likelihood | tsv:occ:nov_occ_helmsman#combat_likelihood | tsv:occ:nov_occ_ferryman#combat_likelihood | tsv:occ:nov_occ_portage_worker#combat_likelihood | tsv:occ:nov_occ_fisher#combat_likelihood,B,candidate
nov_role_helmsman,кормщик,middle,medium,4,very_low/low/medium/medium_high -> 1/2/4/8 (шкала 8/4/2/1 каталога),nov_occ_helmsman,medium_high,"насилие редко является первым решением; зависит от свидетелей, статуса жертвы, места и права",R_service,"максимум combat_likelihood занятий, допускающих роль: nov_occ_helmsman",tsv:occ:nov_occ_helmsman#combat_likelihood,B,candidate
nov_role_cart_driver,возчик,low,medium,4,very_low/low/medium/medium_high -> 1/2/4/8 (шкала 8/4/2/1 каталога),nov_occ_cart_driver | nov_occ_winter_road_worker,medium_high,"насилие редко является первым решением; зависит от свидетелей, статуса жертвы, места и права",R_tool,"максимум combat_likelihood занятий, допускающих роль: nov_occ_cart_driver",tsv:occ:nov_occ_cart_driver#combat_likelihood | tsv:occ:nov_occ_winter_road_worker#combat_likelihood,B,candidate
nov_role_winter_road_man,человек зимника,low,medium,4,very_low/low/medium/medium_high -> 1/2/4/8 (шкала 8/4/2/1 каталога),nov_occ_winter_road_worker,medium_high,"насилие редко является первым решением; зависит от свидетелей, статуса жертвы, места и права",R_tool,"максимум combat_likelihood занятий, допускающих роль: nov_occ_winter_road_worker",tsv:occ:nov_occ_winter_road_worker#combat_likelihood,B,candidate
nov_role_portage_worker,человек волока,low,medium,4,very_low/low/medium/medium_high -> 1/2/4/8 (шкала 8/4/2/1 каталога),nov_occ_portage_worker,medium_high,"насилие редко является первым решением; зависит от свидетелей, статуса жертвы, места и права",R_tool,"максимум combat_likelihood занятий, допускающих роль: nov_occ_portage_worker",tsv:occ:nov_occ_portage_worker#combat_likelihood,B,candidate
nov_role_merchant_companion,купеческий спутник,low,medium,4,very_low/low/medium/medium_high -> 1/2/4/8 (шкала 8/4/2/1 каталога),nov_occ_cart_driver | nov_occ_messenger_runner,medium_high,"насилие редко является первым решением; зависит от свидетелей, статуса жертвы, места и права",R_tool,"максимум combat_likelihood занятий, допускающих роль: nov_occ_cart_driver",tsv:occ:nov_occ_cart_driver#combat_likelihood | tsv:occ:nov_occ_messenger_runner#combat_likelihood,B,candidate
nov_role_druzhina_companion,дружинный спутник,middle,medium_high,8,very_low/low/medium/medium_high -> 1/2/4/8 (шкала 8/4/2/1 каталога),nov_occ_junior_retainer | nov_occ_stable_worker,high | medium,"насилие редко является первым решением; зависит от свидетелей, статуса жертвы, места и права",R_service,"максимум combat_likelihood занятий, допускающих роль: nov_occ_junior_retainer",tsv:occ:nov_occ_junior_retainer#combat_likelihood | tsv:occ:nov_occ_stable_worker#combat_likelihood,B,candidate
nov_role_kholop,холоп,dependent,low,2,very_low/low/medium/medium_high -> 1/2/4/8 (шкала 8/4/2/1 каталога),nov_occ_household_servant,medium,"насилие редко является первым решением; зависит от свидетелей, статуса жертвы, места и права",R_order,"максимум combat_likelihood занятий, допускающих роль: nov_occ_household_servant",tsv:occ:nov_occ_household_servant#combat_likelihood,B,candidate
nov_role_debtor,должник,low,low,2,very_low/low/medium/medium_high -> 1/2/4/8 (шкала 8/4/2/1 каталога),nov_occ_day_laborer,medium,"насилие редко является первым решением; зависит от свидетелей, статуса жертвы, места и права",R_tool,"максимум combat_likelihood занятий, допускающих роль: nov_occ_day_laborer",tsv:occ:nov_occ_day_laborer#combat_likelihood,B,candidate
nov_role_runaway,беглый,outcast,unknown,,very_low/low/medium/medium_high -> 1/2/4/8 (шкала 8/4/2/1 каталога),,,"насилие редко является первым решением; зависит от свидетелей, статуса жертвы, места и права",R_outcast,нет занятия и источника — пробел,,,candidate
nov_role_orphan,сирота,low,unknown,,very_low/low/medium/medium_high -> 1/2/4/8 (шкала 8/4/2/1 каталога),,,"насилие редко является первым решением; зависит от свидетелей, статуса жертвы, места и права",R_tool,нет занятия и источника — пробел,,,candidate
nov_role_outsider,пришлый человек,variable,low,2,very_low/low/medium/medium_high -> 1/2/4/8 (шкала 8/4/2/1 каталога),nov_occ_day_laborer | nov_occ_pilgrim_traveler,medium | high_social_risk,"насилие редко является первым решением; зависит от свидетелей, статуса жертвы, места и права",R_variable,"максимум combat_likelihood занятий, допускающих роль: nov_occ_day_laborer",tsv:occ:nov_occ_day_laborer#combat_likelihood | tsv:occ:nov_occ_pilgrim_traveler#combat_likelihood,B,candidate
nov_role_izgoi,изгой,outcast,unknown,,very_low/low/medium/medium_high -> 1/2/4/8 (шкала 8/4/2/1 каталога),,,"насилие редко является первым решением; зависит от свидетелей, статуса жертвы, места и права",R_outcast,нет занятия и источника — пробел,,,candidate
nov_role_captive,пленник,dependent,unknown,,very_low/low/medium/medium_high -> 1/2/4/8 (шкала 8/4/2/1 каталога),,,"насилие редко является первым решением; зависит от свидетелей, статуса жертвы, места и права",R_order,нет занятия и источника — пробел,,,candidate
nov_role_beggar,нищий,outcast,very_low,1,very_low/low/medium/medium_high -> 1/2/4/8 (шкала 8/4/2/1 каталога),nov_occ_beggar_alms,high_against_them,"насилие редко является первым решением; зависит от свидетелей, статуса жертвы, места и права",R_outcast,"максимум combat_likelihood занятий, допускающих роль: nov_occ_beggar_alms",tsv:occ:nov_occ_beggar_alms#combat_likelihood,B,candidate
nov_role_sick_disabled,больной или увечный человек,low,very_low,1,very_low/low/medium/medium_high -> 1/2/4/8 (шкала 8/4/2/1 каталога),nov_occ_beggar_alms,high_against_them,"насилие редко является первым решением; зависит от свидетелей, статуса жертвы, места и права",R_tool,"максимум combat_likelihood занятий, допускающих роль: nov_occ_beggar_alms",tsv:occ:nov_occ_beggar_alms#combat_likelihood,B,candidate
nov_role_no_guarantor,человек без поручителя,outcast,low,2,very_low/low/medium/medium_high -> 1/2/4/8 (шкала 8/4/2/1 каталога),nov_occ_beggar_alms | nov_occ_pilgrim_traveler,high_against_them | high_social_risk,"насилие редко является первым решением; зависит от свидетелей, статуса жертвы, места и права",R_outcast,"максимум combat_likelihood занятий, допускающих роль: nov_occ_pilgrim_traveler",tsv:occ:nov_occ_beggar_alms#combat_likelihood | tsv:occ:nov_occ_pilgrim_traveler#combat_likelihood,B,candidate
