id,label,title,source_file,source_location,file_type,scale_level,node_type,parent_node_id,region_cell_code,root_g1_id,macro_zone,g1_type,place_template_id,evidence_status,status,confidence_project,degree,in_degree,out_degree,community,community_name,norm_label,color,grid_x,grid_y
gn_nov_g1_00_02_g4_015_sosnovets_pristan_04_boat_shelter,Сосновец: пристань: лодочная зона и навес,Сосновец: пристань: лодочная зона и навес,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2225,G4 location,G4,location,gn_nov_g1_00_02_g3_015_sosnovets_pristan,nov_g1_00_02,gn_nov_g1_00_02,shelon_west_corridor,dense_river_road,pt_river_landing,historically_plausible_required_detail,draft,medium_low,3,2,1,3,G4 locations,сосновец: пристань: лодочная зона и навес,#b07aa1,0,2
gn_nov_g1_00_02_g4_015_sosnovets_pristan_05_storage_shed,Сосновец: пристань: складская клеть у воды,Сосновец: пристань: складская клеть у воды,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2226,G4 location,G4,location,gn_nov_g1_00_02_g3_015_sosnovets_pristan,nov_g1_00_02,gn_nov_g1_00_02,shelon_west_corridor,dense_river_road,pt_river_landing,historically_plausible_required_detail,draft,medium_low,3,2,1,3,G4 locations,сосновец: пристань: складская клеть у воды,#b07aa1,0,2
gn_nov_g1_00_02_g4_015_sosnovets_pristan_06_camp_fire,Сосновец: пристань: кострище и место путников,Сосновец: пристань: кострище и место путников,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2227,G4 location,G4,location,gn_nov_g1_00_02_g3_015_sosnovets_pristan,nov_g1_00_02,gn_nov_g1_00_02,shelon_west_corridor,dense_river_road,pt_river_landing,historically_plausible_required_detail,draft,medium_low,3,2,1,3,G4 locations,сосновец: пристань: кострище и место путников,#b07aa1,0,2
gn_nov_g1_00_02_g4_015_sosnovets_pristan_07_cargo_slope,Сосновец: пристань: склон для груза и саней,Сосновец: пристань: склон для груза и саней,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2228,G4 location,G4,location,gn_nov_g1_00_02_g3_015_sosnovets_pristan,nov_g1_00_02,gn_nov_g1_00_02,shelon_west_corridor,dense_river_road,pt_river_landing,historically_plausible_required_detail,draft,medium_low,3,2,1,3,G4 locations,сосновец: пристань: склон для груза и саней,#b07aa1,0,2
gn_nov_g1_00_02_g4_015_sosnovets_pristan_08_water_edge,Сосновец: пристань: урез воды и течение,Сосновец: пристань: урез воды и течение,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2229,G4 location,G4,location,gn_nov_g1_00_02_g3_015_sosnovets_pristan,nov_g1_00_02,gn_nov_g1_00_02,shelon_west_corridor,dense_river_road,pt_river_landing,historically_plausible_required_detail,draft,medium_low,5,3,2,3,G4 locations,сосновец: пристань: урез воды и течение,#b07aa1,0,2
gn_nov_g1_00_02_g4_015_sosnovets_pristan_09_upstream_path,Сосновец: пристань: тропа вверх по берегу,Сосновец: пристань: тропа вверх по берегу,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2230,G4 location,G4,location,gn_nov_g1_00_02_g3_015_sosnovets_pristan,nov_g1_00_02,gn_nov_g1_00_02,shelon_west_corridor,dense_river_road,pt_river_landing,historically_plausible_required_detail,draft,medium_low,5,3,2,3,G4 locations,сосновец: пристань: тропа вверх по берегу,#b07aa1,0,2
gn_nov_g1_00_02_g4_015_sosnovets_pristan_10_opposite_route,Сосновец: пристань: выход на противоположный маршрут,Сосновец: пристань: выход на противоположный маршрут,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2231,G4 location,G4,location,gn_nov_g1_00_02_g3_015_sosnovets_pristan,nov_g1_00_02,gn_nov_g1_00_02,shelon_west_corridor,dense_river_road,pt_river_landing,historically_plausible_required_detail,draft,medium_low,5,3,2,3,G4 locations,сосновец: пристань: выход на противоположный маршрут,#b07aa1,0,2
gn_nov_g1_00_02_g4_016_mhovoe_derevnya_01_entry_track,Верхнее Мховое: деревня: въездная тропа деревни,Верхнее Мховое: деревня: въездная тропа деревни,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2232,G4 location,G4,location,gn_nov_g1_00_02_g3_016_mhovoe_derevnya,nov_g1_00_02,gn_nov_g1_00_02,shelon_west_corridor,dense_river_road,pt_hamlet,historically_plausible_required_detail,draft,medium_low,5,3,2,3,G4 locations,верхнее мховое: деревня: въездная тропа деревни,#b07aa1,0,2
gn_nov_g1_00_02_g4_016_mhovoe_derevnya_02_village_passage,Верхнее Мховое: деревня: проход между дворами,Верхнее Мховое: деревня: проход между дворами,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2233,G4 location,G4,location,gn_nov_g1_00_02_g3_016_mhovoe_derevnya,nov_g1_00_02,gn_nov_g1_00_02,shelon_west_corridor,dense_river_road,pt_hamlet,historically_plausible_required_detail,draft,medium_low,9,5,4,3,G4 locations,верхнее мховое: деревня: проход между дворами,#b07aa1,0,2
gn_nov_g1_00_02_g4_016_mhovoe_derevnya_03_senior_yard,Верхнее Мховое: деревня: старший двор,Верхнее Мховое: деревня: старший двор,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2234,G4 location,G4,location,gn_nov_g1_00_02_g3_016_mhovoe_derevnya,nov_g1_00_02,gn_nov_g1_00_02,shelon_west_corridor,dense_river_road,pt_hamlet,historically_plausible_required_detail,draft,medium_low,3,2,1,3,G4 locations,верхнее мховое: деревня: старший двор,#b07aa1,0,2
gn_nov_g1_00_02_g4_016_mhovoe_derevnya_04_household_yards,Верхнее Мховое: деревня: обычные крестьянские дворы,Верхнее Мховое: деревня: обычные крестьянские дворы,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2235,G4 location,G4,location,gn_nov_g1_00_02_g3_016_mhovoe_derevnya,nov_g1_00_02,gn_nov_g1_00_02,shelon_west_corridor,dense_river_road,pt_hamlet,historically_plausible_required_detail,draft,medium_low,9,5,4,3,G4 locations,верхнее мховое: деревня: обычные крестьянские дворы,#b07aa1,0,2
gn_nov_g1_00_02_g4_016_mhovoe_derevnya_05_poor_edge_yards,Верхнее Мховое: деревня: крайние дворы у околицы,Верхнее Мховое: деревня: крайние дворы у околицы,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2236,G4 location,G4,location,gn_nov_g1_00_02_g3_016_mhovoe_derevnya,nov_g1_00_02,gn_nov_g1_00_02,shelon_west_corridor,dense_river_road,pt_hamlet,historically_plausible_required_detail,draft,medium_low,5,3,2,3,G4 locations,верхнее мховое: деревня: крайние дворы у околицы,#b07aa1,0,2
gn_nov_g1_00_02_g4_016_mhovoe_derevnya_06_barn_klet_strip,Верхнее Мховое: деревня: амбарная и клетская полоса,Верхнее Мховое: деревня: амбарная и клетская полоса,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2237,G4 location,G4,location,gn_nov_g1_00_02_g3_016_mhovoe_derevnya,nov_g1_00_02,gn_nov_g1_00_02,shelon_west_corridor,dense_river_road,pt_hamlet,historically_plausible_required_detail,draft,medium_low,5,3,2,3,G4 locations,верхнее мховое: деревня: амбарная и клетская полоса,#b07aa1,0,2
gn_nov_g1_00_02_g4_016_mhovoe_derevnya_07_cattle_pens,Верхнее Мховое: деревня: скотные загоны,Верхнее Мховое: деревня: скотные загоны,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2238,G4 location,G4,location,gn_nov_g1_00_02_g3_016_mhovoe_derevnya,nov_g1_00_02,gn_nov_g1_00_02,shelon_west_corridor,dense_river_road,pt_hamlet,historically_plausible_required_detail,draft,medium_low,3,2,1,3,G4 locations,верхнее мховое: деревня: скотные загоны,#b07aa1,0,2
gn_nov_g1_00_02_g4_016_mhovoe_derevnya_08_water_place,"Верхнее Мховое: деревня: колодец, ручей или береговое место","Верхнее Мховое: деревня: колодец, ручей или береговое место",tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2239,G4 location,G4,location,gn_nov_g1_00_02_g3_016_mhovoe_derevnya,nov_g1_00_02,gn_nov_g1_00_02,shelon_west_corridor,dense_river_road,pt_hamlet,historically_plausible_required_detail,draft,medium_low,5,3,2,3,G4 locations,"верхнее мховое: деревня: колодец, ручей или береговое место",#b07aa1,0,2
gn_nov_g1_00_02_g4_016_mhovoe_derevnya_09_gardens_and_hemp,Верхнее Мховое: деревня: огороды и конопляники,Верхнее Мховое: деревня: огороды и конопляники,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2240,G4 location,G4,location,gn_nov_g1_00_02_g3_016_mhovoe_derevnya,nov_g1_00_02,gn_nov_g1_00_02,shelon_west_corridor,dense_river_road,pt_hamlet,historically_plausible_required_detail,draft,medium_low,5,3,2,3,G4 locations,верхнее мховое: деревня: огороды и конопляники,#b07aa1,0,2
gn_nov_g1_00_02_g4_016_mhovoe_derevnya_10_field_forest_exit,"Верхнее Мховое: деревня: выход к полю, покосу или лесу","Верхнее Мховое: деревня: выход к полю, покосу или лесу",tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2241,G4 location,G4,location,gn_nov_g1_00_02_g3_016_mhovoe_derevnya,nov_g1_00_02,gn_nov_g1_00_02,shelon_west_corridor,dense_river_road,pt_hamlet,historically_plausible_required_detail,draft,medium_low,7,4,3,3,G4 locations,"верхнее мховое: деревня: выход к полю, покосу или лесу",#b07aa1,0,2
gn_nov_g1_00_03_g4_001_selische_na_shelon_pristan_01_road_approach,Селище на Шелони: пристань: сухопутный подход к воде,Селище на Шелони: пристань: сухопутный подход к воде,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2242,G4 location,G4,location,gn_nov_g1_00_03_g3_001_selische_na_shelon_pristan,nov_g1_00_03,gn_nov_g1_00_03,shelon_west_corridor,dense_river_road,pt_river_landing,historically_plausible_required_detail,draft,medium_low,5,3,2,3,G4 locations,селище на шелони: пристань: сухопутный подход к воде,#b07aa1,0,3
gn_nov_g1_00_03_g4_001_selische_na_shelon_pristan_02_waiting_bank,Селище на Шелони: пристань: берег ожидания,Селище на Шелони: пристань: берег ожидания,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2243,G4 location,G4,location,gn_nov_g1_00_03_g3_001_selische_na_shelon_pristan,nov_g1_00_03,gn_nov_g1_00_03,shelon_west_corridor,dense_river_road,pt_river_landing,historically_plausible_required_detail,draft,medium_low,9,5,4,3,G4 locations,селище на шелони: пристань: берег ожидания,#b07aa1,0,3
gn_nov_g1_00_03_g4_001_selische_na_shelon_pristan_03_landing_planks,Селище на Шелони: пристань: мостки или земляная пристань,Селище на Шелони: пристань: мостки или земляная пристань,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2244,G4 location,G4,location,gn_nov_g1_00_03_g3_001_selische_na_shelon_pristan,nov_g1_00_03,gn_nov_g1_00_03,shelon_west_corridor,dense_river_road,pt_river_landing,historically_plausible_required_detail,draft,medium_low,11,6,5,3,G4 locations,селище на шелони: пристань: мостки или земляная пристань,#b07aa1,0,3
gn_nov_g1_00_03_g4_001_selische_na_shelon_pristan_04_boat_shelter,Селище на Шелони: пристань: лодочная зона и навес,Селище на Шелони: пристань: лодочная зона и навес,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2245,G4 location,G4,location,gn_nov_g1_00_03_g3_001_selische_na_shelon_pristan,nov_g1_00_03,gn_nov_g1_00_03,shelon_west_corridor,dense_river_road,pt_river_landing,historically_plausible_required_detail,draft,medium_low,3,2,1,3,G4 locations,селище на шелони: пристань: лодочная зона и навес,#b07aa1,0,3
gn_nov_g1_00_03_g4_001_selische_na_shelon_pristan_05_storage_shed,Селище на Шелони: пристань: складская клеть у воды,Селище на Шелони: пристань: складская клеть у воды,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2246,G4 location,G4,location,gn_nov_g1_00_03_g3_001_selische_na_shelon_pristan,nov_g1_00_03,gn_nov_g1_00_03,shelon_west_corridor,dense_river_road,pt_river_landing,historically_plausible_required_detail,draft,medium_low,3,2,1,3,G4 locations,селище на шелони: пристань: складская клеть у воды,#b07aa1,0,3
gn_nov_g1_00_03_g4_001_selische_na_shelon_pristan_06_camp_fire,Селище на Шелони: пристань: кострище и место путников,Селище на Шелони: пристань: кострище и место путников,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2247,G4 location,G4,location,gn_nov_g1_00_03_g3_001_selische_na_shelon_pristan,nov_g1_00_03,gn_nov_g1_00_03,shelon_west_corridor,dense_river_road,pt_river_landing,historically_plausible_required_detail,draft,medium_low,3,2,1,3,G4 locations,селище на шелони: пристань: кострище и место путников,#b07aa1,0,3
gn_nov_g1_00_03_g4_001_selische_na_shelon_pristan_07_cargo_slope,Селище на Шелони: пристань: склон для груза и саней,Селище на Шелони: пристань: склон для груза и саней,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2248,G4 location,G4,location,gn_nov_g1_00_03_g3_001_selische_na_shelon_pristan,nov_g1_00_03,gn_nov_g1_00_03,shelon_west_corridor,dense_river_road,pt_river_landing,historically_plausible_required_detail,draft,medium_low,3,2,1,3,G4 locations,селище на шелони: пристань: склон для груза и саней,#b07aa1,0,3
gn_nov_g1_00_03_g4_001_selische_na_shelon_pristan_08_water_edge,Селище на Шелони: пристань: урез воды и течение,Селище на Шелони: пристань: урез воды и течение,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2249,G4 location,G4,location,gn_nov_g1_00_03_g3_001_selische_na_shelon_pristan,nov_g1_00_03,gn_nov_g1_00_03,shelon_west_corridor,dense_river_road,pt_river_landing,historically_plausible_required_detail,draft,medium_low,5,3,2,3,G4 locations,селище на шелони: пристань: урез воды и течение,#b07aa1,0,3
gn_nov_g1_00_03_g4_001_selische_na_shelon_pristan_09_upstream_path,Селище на Шелони: пристань: тропа вверх по берегу,Селище на Шелони: пристань: тропа вверх по берегу,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2250,G4 location,G4,location,gn_nov_g1_00_03_g3_001_selische_na_shelon_pristan,nov_g1_00_03,gn_nov_g1_00_03,shelon_west_corridor,dense_river_road,pt_river_landing,historically_plausible_required_detail,draft,medium_low,5,3,2,3,G4 locations,селище на шелони: пристань: тропа вверх по берегу,#b07aa1,0,3
gn_nov_g1_00_03_g4_001_selische_na_shelon_pristan_10_opposite_route,Селище на Шелони: пристань: выход на противоположный маршрут,Селище на Шелони: пристань: выход на противоположный маршрут,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2251,G4 location,G4,location,gn_nov_g1_00_03_g3_001_selische_na_shelon_pristan,nov_g1_00_03,gn_nov_g1_00_03,shelon_west_corridor,dense_river_road,pt_river_landing,historically_plausible_required_detail,draft,medium_low,5,3,2,3,G4 locations,селище на шелони: пристань: выход на противоположный маршрут,#b07aa1,0,3
gn_nov_g1_00_03_g4_002_pochinok_na_shelon_brod_01_road_approach,Починок на Шелони: брод: подход дороги к броду,Починок на Шелони: брод: подход дороги к броду,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2252,G4 location,G4,location,gn_nov_g1_00_03_g3_002_pochinok_na_shelon_brod,nov_g1_00_03,gn_nov_g1_00_03,shelon_west_corridor,dense_river_road,pt_ford_place,historically_plausible_required_detail,draft,medium_low,5,3,2,3,G4 locations,починок на шелони: брод: подход дороги к броду,#b07aa1,0,3
gn_nov_g1_00_03_g4_002_pochinok_na_shelon_brod_02_waiting_bank,Починок на Шелони: брод: берег ожидания,Починок на Шелони: брод: берег ожидания,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2253,G4 location,G4,location,gn_nov_g1_00_03_g3_002_pochinok_na_shelon_brod,nov_g1_00_03,gn_nov_g1_00_03,shelon_west_corridor,dense_river_road,pt_ford_place,historically_plausible_required_detail,draft,medium_low,9,5,4,3,G4 locations,починок на шелони: брод: берег ожидания,#b07aa1,0,3
gn_nov_g1_00_03_g4_002_pochinok_na_shelon_brod_03_ford_slope,Починок на Шелони: брод: спуск к воде,Починок на Шелони: брод: спуск к воде,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2254,G4 location,G4,location,gn_nov_g1_00_03_g3_002_pochinok_na_shelon_brod,nov_g1_00_03,gn_nov_g1_00_03,shelon_west_corridor,dense_river_road,pt_ford_place,historically_plausible_required_detail,draft,medium_low,5,3,2,3,G4 locations,починок на шелони: брод: спуск к воде,#b07aa1,0,3
gn_nov_g1_00_03_g4_002_pochinok_na_shelon_brod_04_crossing_line,Починок на Шелони: брод: бродовая полоса,Починок на Шелони: брод: бродовая полоса,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2255,G4 location,G4,location,gn_nov_g1_00_03_g3_002_pochinok_na_shelon_brod,nov_g1_00_03,gn_nov_g1_00_03,shelon_west_corridor,dense_river_road,pt_ford_place,historically_plausible_required_detail,draft,medium_low,7,4,3,3,G4 locations,починок на шелони: брод: бродовая полоса,#b07aa1,0,3
gn_nov_g1_00_03_g4_002_pochinok_na_shelon_brod_05_shallow_marker,Починок на Шелони: брод: место вехи или мелководья,Починок на Шелони: брод: место вехи или мелководья,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2256,G4 location,G4,location,gn_nov_g1_00_03_g3_002_pochinok_na_shelon_brod,nov_g1_00_03,gn_nov_g1_00_03,shelon_west_corridor,dense_river_road,pt_ford_place,historically_plausible_required_detail,draft,medium_low,3,2,1,3,G4 locations,починок на шелони: брод: место вехи или мелководья,#b07aa1,0,3
gn_nov_g1_00_03_g4_002_pochinok_na_shelon_brod_06_cattle_waiting,Починок на Шелони: брод: площадка для скота и возов,Починок на Шелони: брод: площадка для скота и возов,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2257,G4 location,G4,location,gn_nov_g1_00_03_g3_002_pochinok_na_shelon_brod,nov_g1_00_03,gn_nov_g1_00_03,shelon_west_corridor,dense_river_road,pt_ford_place,historically_plausible_required_detail,draft,medium_low,5,3,2,3,G4 locations,починок на шелони: брод: площадка для скота и возов,#b07aa1,0,3
gn_nov_g1_00_03_g4_002_pochinok_na_shelon_brod_07_shelter_shed,Починок на Шелони: брод: навес или малый сарай,Починок на Шелони: брод: навес или малый сарай,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2258,G4 location,G4,location,gn_nov_g1_00_03_g3_002_pochinok_na_shelon_brod,nov_g1_00_03,gn_nov_g1_00_03,shelon_west_corridor,dense_river_road,pt_ford_place,historically_plausible_required_detail,draft,medium_low,3,2,1,3,G4 locations,починок на шелони: брод: навес или малый сарай,#b07aa1,0,3
gn_nov_g1_00_03_g4_002_pochinok_na_shelon_brod_08_camp_fire,Починок на Шелони: брод: кострище путников,Починок на Шелони: брод: кострище путников,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2259,G4 location,G4,location,gn_nov_g1_00_03_g3_002_pochinok_na_shelon_brod,nov_g1_00_03,gn_nov_g1_00_03,shelon_west_corridor,dense_river_road,pt_ford_place,historically_plausible_required_detail,draft,medium_low,5,3,2,3,G4 locations,починок на шелони: брод: кострище путников,#b07aa1,0,3
gn_nov_g1_00_03_g4_002_pochinok_na_shelon_brod_09_opposite_road,Починок на Шелони: брод: выход на противоположную дорогу,Починок на Шелони: брод: выход на противоположную дорогу,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2260,G4 location,G4,location,gn_nov_g1_00_03_g3_002_pochinok_na_shelon_brod,nov_g1_00_03,gn_nov_g1_00_03,shelon_west_corridor,dense_river_road,pt_ford_place,historically_plausible_required_detail,draft,medium_low,5,3,2,3,G4 locations,починок на шелони: брод: выход на противоположную дорогу,#b07aa1,0,3
gn_nov_g1_00_03_g4_003_dubrovo_u_shelon_selo_01_approach_road,Дуброво у Шелони: село: подъездная дорога к селу,Дуброво у Шелони: село: подъездная дорога к селу,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2261,G4 location,G4,location,gn_nov_g1_00_03_g3_003_dubrovo_u_shelon_selo,nov_g1_00_03,gn_nov_g1_00_03,shelon_west_corridor,dense_river_road,pt_village,historically_plausible_required_detail,draft,medium_low,5,3,2,3,G4 locations,дуброво у шелони: село: подъездная дорога к селу,#b07aa1,0,3
gn_nov_g1_00_03_g4_003_dubrovo_u_shelon_selo_02_main_lane,Дуброво у Шелони: село: главная сельская улица,Дуброво у Шелони: село: главная сельская улица,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2262,G4 location,G4,location,gn_nov_g1_00_03_g3_003_dubrovo_u_shelon_selo,nov_g1_00_03,gn_nov_g1_00_03,shelon_west_corridor,dense_river_road,pt_village,historically_plausible_required_detail,draft,medium_low,11,6,5,3,G4 locations,дуброво у шелони: село: главная сельская улица,#b07aa1,0,3
gn_nov_g1_00_03_g4_003_dubrovo_u_shelon_selo_03_church_yard,Дуброво у Шелони: село: церковный двор и место схода,Дуброво у Шелони: село: церковный двор и место схода,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2263,G4 location,G4,location,gn_nov_g1_00_03_g3_003_dubrovo_u_shelon_selo,nov_g1_00_03,gn_nov_g1_00_03,shelon_west_corridor,dense_river_road,pt_village,historically_plausible_required_detail,draft,medium_low,5,3,2,3,G4 locations,дуброво у шелони: село: церковный двор и место схода,#b07aa1,0,3
gn_nov_g1_00_03_g4_003_dubrovo_u_shelon_selo_04_elder_yard,Дуброво у Шелони: село: старший двор,Дуброво у Шелони: село: старший двор,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2264,G4 location,G4,location,gn_nov_g1_00_03_g3_003_dubrovo_u_shelon_selo,nov_g1_00_03,gn_nov_g1_00_03,shelon_west_corridor,dense_river_road,pt_village,historically_plausible_required_detail,draft,medium_low,3,2,1,3,G4 locations,дуброво у шелони: село: старший двор,#b07aa1,0,3
gn_nov_g1_00_03_g4_003_dubrovo_u_shelon_selo_05_common_yards,Дуброво у Шелони: село: ряд обычных дворов,Дуброво у Шелони: село: ряд обычных дворов,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2265,G4 location,G4,location,gn_nov_g1_00_03_g3_003_dubrovo_u_shelon_selo,nov_g1_00_03,gn_nov_g1_00_03,shelon_west_corridor,dense_river_road,pt_village,historically_plausible_required_detail,draft,medium_low,9,5,4,3,G4 locations,дуброво у шелони: село: ряд обычных дворов,#b07aa1,0,3
gn_nov_g1_00_03_g4_003_dubrovo_u_shelon_selo_06_edge_poor_yards,Дуброво у Шелони: село: крайние и бедные дворы,Дуброво у Шелони: село: крайние и бедные дворы,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2266,G4 location,G4,location,gn_nov_g1_00_03_g3_003_dubrovo_u_shelon_selo,nov_g1_00_03,gn_nov_g1_00_03,shelon_west_corridor,dense_river_road,pt_village,historically_plausible_required_detail,draft,medium_low,5,3,2,3,G4 locations,дуброво у шелони: село: крайние и бедные дворы,#b07aa1,0,3
gn_nov_g1_00_03_g4_003_dubrovo_u_shelon_selo_07_klet_barn_zone,"Дуброво у Шелони: село: клети, амбары и зерновые закрома","Дуброво у Шелони: село: клети, амбары и зерновые закрома",tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2267,G4 location,G4,location,gn_nov_g1_00_03_g3_003_dubrovo_u_shelon_selo,nov_g1_00_03,gn_nov_g1_00_03,shelon_west_corridor,dense_river_road,pt_village,historically_plausible_required_detail,draft,medium_low,5,3,2,3,G4 locations,"дуброво у шелони: село: клети, амбары и зерновые закрома",#b07aa1,0,3
gn_nov_g1_00_03_g4_003_dubrovo_u_shelon_selo_08_cattle_yard,Дуброво у Шелони: село: скотные загоны и хлевы,Дуброво у Шелони: село: скотные загоны и хлевы,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2268,G4 location,G4,location,gn_nov_g1_00_03_g3_003_dubrovo_u_shelon_selo,nov_g1_00_03,gn_nov_g1_00_03,shelon_west_corridor,dense_river_road,pt_village,historically_plausible_required_detail,draft,medium_low,3,2,1,3,G4 locations,дуброво у шелони: село: скотные загоны и хлевы,#b07aa1,0,3
gn_nov_g1_00_03_g4_003_dubrovo_u_shelon_selo_09_well_or_stream,Дуброво у Шелони: село: колодец или ручей у села,Дуброво у Шелони: село: колодец или ручей у села,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2269,G4 location,G4,location,gn_nov_g1_00_03_g3_003_dubrovo_u_shelon_selo,nov_g1_00_03,gn_nov_g1_00_03,shelon_west_corridor,dense_river_road,pt_village,historically_plausible_required_detail,draft,medium_low,5,3,2,3,G4 locations,дуброво у шелони: село: колодец или ручей у села,#b07aa1,0,3
gn_nov_g1_00_03_g4_003_dubrovo_u_shelon_selo_10_garden_strip,Дуброво у Шелони: село: огородная полоса,Дуброво у Шелони: село: огородная полоса,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2270,G4 location,G4,location,gn_nov_g1_00_03_g3_003_dubrovo_u_shelon_selo,nov_g1_00_03,gn_nov_g1_00_03,shelon_west_corridor,dense_river_road,pt_village,historically_plausible_required_detail,draft,medium_low,5,3,2,3,G4 locations,дуброво у шелони: село: огородная полоса,#b07aa1,0,3
gn_nov_g1_00_03_g4_003_dubrovo_u_shelon_selo_11_field_edge,Дуброво у Шелони: село: выход к пашне и сенокосу,Дуброво у Шелони: село: выход к пашне и сенокосу,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2271,G4 location,G4,location,gn_nov_g1_00_03_g3_003_dubrovo_u_shelon_selo,nov_g1_00_03,gn_nov_g1_00_03,shelon_west_corridor,dense_river_road,pt_village,historically_plausible_required_detail,draft,medium_low,5,3,2,3,G4 locations,дуброво у шелони: село: выход к пашне и сенокосу,#b07aa1,0,3
gn_nov_g1_00_03_g4_003_dubrovo_u_shelon_selo_12_forest_or_river_exit,"Дуброво у Шелони: село: выход к лесу, реке или просёлку","Дуброво у Шелони: село: выход к лесу, реке или просёлку",tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2272,G4 location,G4,location,gn_nov_g1_00_03_g3_003_dubrovo_u_shelon_selo,nov_g1_00_03,gn_nov_g1_00_03,shelon_west_corridor,dense_river_road,pt_village,historically_plausible_required_detail,draft,medium_low,5,3,2,3,G4 locations,"дуброво у шелони: село: выход к лесу, реке или просёлку",#b07aa1,0,3
gn_nov_g1_00_03_g4_004_sosnovets_u_shelon_selo_01_approach_road,Сосновец у Шелони: село: подъездная дорога к селу,Сосновец у Шелони: село: подъездная дорога к селу,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2273,G4 location,G4,location,gn_nov_g1_00_03_g3_004_sosnovets_u_shelon_selo,nov_g1_00_03,gn_nov_g1_00_03,shelon_west_corridor,dense_river_road,pt_village,historically_plausible_required_detail,draft,medium_low,5,3,2,3,G4 locations,сосновец у шелони: село: подъездная дорога к селу,#b07aa1,0,3
gn_nov_g1_00_03_g4_004_sosnovets_u_shelon_selo_02_main_lane,Сосновец у Шелони: село: главная сельская улица,Сосновец у Шелони: село: главная сельская улица,tsv_import/novgorod_graph_nodes_g1_g4_full_v6.tsv,L2274,G4 location,G4,location,gn_nov_g1_00_03_g3_004_sosnovets_u_shelon_selo,nov_g1_00_03,gn_nov_g1_00_03,shelon_west_corridor,dense_river_road,pt_village,historically_plausible_required_detail,draft,medium_low,11,6,5,3,G4 locations,сосновец у шелони: село: главная сельская улица,#b07aa1,0,3
