ds_id,master_recipe_id,name_ru,name_en,recipe_type,subcategory,dish_category,description_ru,ingredients,process_ref,craft_process_ref,heating_method,fasting_compatible,fasting_day_rule_ids,fasting_omit_optional,master_fasting_status,meal_slots,class_access,social_scope,season_scope,preservation_method,storage_refs,shelf_life,spoilage_states,famine_role,sensory_smell_ru,sensory_taste_ru,sensory_texture_ru,sensory_look_ru,sensory_ref,portion_rule,satiety_band,body_effects,attestation_confidence,recipe_confidence,recipe_evidence_type,source_refs,confidence,status,notes
ds_dry_apple_local,RCP0106,Сушение яблок,dry apple local,preservation,drying,not_a_meal,Исторически осторожная технологическая запись: Сушение яблок.,"[{""fd_id"": ""fd_apple_local"", ""role"": ""required"", ""qty_rule"": ""{\""amount\"": \""as available / reconstruction range not fixed\"", \""basis\"": \""modern_reconstruction\""}""}]","[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000569"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000570"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000571"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000572""]",pc_food_drying,air_or_gentle_heat,true,"[""RFR001"", ""RFR002"", ""RFR003"", ""RFR004"", ""RFR007"", ""RFR008"", ""RFR009"", ""RFR010"", ""RFR011""]",[],fasting_allowed,[],"{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""common""]","[""summer"", ""autumn""]","[""pm_drying""]","[""ARC0018"", ""HOU0015"", ""HOU0021""]",months if fully dry,"[""moldy"", ""rotten"", ""spoiled""]",,"сухой рыбный запах, ветер и дым","солоноватый, концентрированный","жёсткая, тянется волокнами",сморщенная тушка на жерди или в связке,lex:fish_dried,"servings 10 per batch (gameplay estimate); quantities modern reconstruction, not historical",n/a,[],B,C,ingredient_based_reconstruction,"[""master-food:SRC044"", ""master-food:FSRC001"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/recipes.csv:RCP0106""]",C,candidate,
ds_dry_raspberry,RCP0107,Сушение малины,dry raspberry,preservation,drying,not_a_meal,Исторически осторожная технологическая запись: Сушение малины.,"[{""fd_id"": ""fd_raspberry"", ""role"": ""required"", ""qty_rule"": ""{\""amount\"": \""as available / reconstruction range not fixed\"", \""basis\"": \""modern_reconstruction\""}""}]","[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000573"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000574"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000575"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000576""]",pc_food_drying,air_or_gentle_heat,true,"[""RFR001"", ""RFR002"", ""RFR003"", ""RFR004"", ""RFR007"", ""RFR008"", ""RFR009"", ""RFR010"", ""RFR011""]",[],fasting_allowed,[],"{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""common""]","[""summer"", ""autumn""]","[""pm_drying""]","[""ARC0018"", ""HOU0015"", ""HOU0021""]",months if fully dry,"[""moldy"", ""rotten"", ""spoiled""]",,"сухой рыбный запах, ветер и дым","солоноватый, концентрированный","жёсткая, тянется волокнами",сморщенная тушка на жерди или в связке,lex:fish_dried,"servings 10 per batch (gameplay estimate); quantities modern reconstruction, not historical",n/a,[],B,C,ingredient_based_reconstruction,"[""master-food:SRC044"", ""master-food:FSRC001"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/recipes.csv:RCP0107""]",C,candidate,
ds_dry_bilberry,RCP0108,Сушение черники,dry bilberry,preservation,drying,not_a_meal,Исторически осторожная технологическая запись: Сушение черники.,"[{""fd_id"": ""fd_bilberry"", ""role"": ""required"", ""qty_rule"": ""{\""amount\"": \""as available / reconstruction range not fixed\"", \""basis\"": \""modern_reconstruction\""}""}]","[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000577"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000578"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000579"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000580""]",pc_food_drying,air_or_gentle_heat,true,"[""RFR001"", ""RFR002"", ""RFR003"", ""RFR004"", ""RFR007"", ""RFR008"", ""RFR009"", ""RFR010"", ""RFR011""]",[],fasting_allowed,[],"{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""common""]","[""summer"", ""autumn""]","[""pm_drying""]","[""ARC0018"", ""HOU0015"", ""HOU0021""]",months if fully dry,"[""moldy"", ""rotten"", ""spoiled""]",,"сухой рыбный запах, ветер и дым","солоноватый, концентрированный","жёсткая, тянется волокнами",сморщенная тушка на жерди или в связке,lex:fish_dried,"servings 10 per batch (gameplay estimate); quantities modern reconstruction, not historical",n/a,[],B,C,ingredient_based_reconstruction,"[""master-food:SRC044"", ""master-food:FSRC001"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/recipes.csv:RCP0108""]",C,candidate,
ds_dry_lingonberry,RCP0109,Сушение брусники,dry lingonberry,preservation,drying,not_a_meal,Исторически осторожная технологическая запись: Сушение брусники.,"[{""fd_id"": ""fd_lingonberry"", ""role"": ""required"", ""qty_rule"": ""{\""amount\"": \""as available / reconstruction range not fixed\"", \""basis\"": \""modern_reconstruction\""}""}]","[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000581"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000582"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000583"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000584""]",pc_food_drying,air_or_gentle_heat,true,"[""RFR001"", ""RFR002"", ""RFR003"", ""RFR004"", ""RFR007"", ""RFR008"", ""RFR009"", ""RFR010"", ""RFR011""]",[],fasting_allowed,[],"{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""common""]","[""summer"", ""autumn""]","[""pm_drying""]","[""ARC0018"", ""HOU0015"", ""HOU0021""]",months if fully dry,"[""moldy"", ""rotten"", ""spoiled""]",,"сухой рыбный запах, ветер и дым","солоноватый, концентрированный","жёсткая, тянется волокнами",сморщенная тушка на жерди или в связке,lex:fish_dried,"servings 10 per batch (gameplay estimate); quantities modern reconstruction, not historical",n/a,[],B,C,ingredient_based_reconstruction,"[""master-food:SRC044"", ""master-food:FSRC001"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/recipes.csv:RCP0109""]",C,candidate,
ds_dry_cranberry,RCP0110,Сушение клюквы,dry cranberry,preservation,drying,not_a_meal,Исторически осторожная технологическая запись: Сушение клюквы.,"[{""fd_id"": ""fd_cranberry"", ""role"": ""required"", ""qty_rule"": ""{\""amount\"": \""as available / reconstruction range not fixed\"", \""basis\"": \""modern_reconstruction\""}""}]","[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000585"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000586"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000587"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000588""]",pc_food_drying,air_or_gentle_heat,true,"[""RFR001"", ""RFR002"", ""RFR003"", ""RFR004"", ""RFR007"", ""RFR008"", ""RFR009"", ""RFR010"", ""RFR011""]",[],fasting_allowed,[],"{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""common""]","[""summer"", ""autumn""]","[""pm_drying""]","[""ARC0018"", ""HOU0015"", ""HOU0021""]",months if fully dry,"[""moldy"", ""rotten"", ""spoiled""]",,"сухой рыбный запах, ветер и дым","солоноватый, концентрированный","жёсткая, тянется волокнами",сморщенная тушка на жерди или в связке,lex:fish_dried,"servings 10 per batch (gameplay estimate); quantities modern reconstruction, not historical",n/a,[],B,C,ingredient_based_reconstruction,"[""master-food:SRC044"", ""master-food:FSRC001"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/recipes.csv:RCP0110""]",C,candidate,
ds_dry_rowan_berry,RCP0111,Сушение рябины,dry rowan berry,preservation,drying,not_a_meal,Исторически осторожная технологическая запись: Сушение рябины.,"[{""fd_id"": ""fd_rowan_berry"", ""role"": ""required"", ""qty_rule"": ""{\""amount\"": \""as available / reconstruction range not fixed\"", \""basis\"": \""modern_reconstruction\""}""}]","[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000589"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000590"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000591"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000592""]",pc_food_drying,air_or_gentle_heat,true,"[""RFR001"", ""RFR002"", ""RFR003"", ""RFR004"", ""RFR007"", ""RFR008"", ""RFR009"", ""RFR010"", ""RFR011""]",[],fasting_allowed,[],"{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""common""]","[""summer"", ""autumn""]","[""pm_drying""]","[""ARC0018"", ""HOU0015"", ""HOU0021""]",months if fully dry,"[""moldy"", ""rotten"", ""spoiled""]",,"сухой рыбный запах, ветер и дым","солоноватый, концентрированный","жёсткая, тянется волокнами",сморщенная тушка на жерди или в связке,lex:fish_dried,"servings 10 per batch (gameplay estimate); quantities modern reconstruction, not historical",n/a,[],B,C,ingredient_based_reconstruction,"[""master-food:SRC044"", ""master-food:FSRC001"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/recipes.csv:RCP0111""]",C,candidate,
ds_dry_cherry,RCP0112,Сушение вишни,dry cherry,preservation,drying,not_a_meal,Исторически осторожная технологическая запись: Сушение вишни.,"[{""fd_id"": ""fd_cherry"", ""role"": ""required"", ""qty_rule"": ""{\""amount\"": \""as available / reconstruction range not fixed\"", \""basis\"": \""modern_reconstruction\""}""}]","[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000593"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000594"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000595"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000596""]",pc_food_drying,air_or_gentle_heat,true,"[""RFR001"", ""RFR002"", ""RFR003"", ""RFR004"", ""RFR007"", ""RFR008"", ""RFR009"", ""RFR010"", ""RFR011""]",[],fasting_allowed,[],"{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""common""]","[""summer"", ""autumn""]","[""pm_drying""]","[""ARC0018"", ""HOU0015"", ""HOU0021""]",months if fully dry,"[""moldy"", ""rotten"", ""spoiled""]",,"сухой рыбный запах, ветер и дым","солоноватый, концентрированный","жёсткая, тянется волокнами",сморщенная тушка на жерди или в связке,lex:fish_dried,"servings 10 per batch (gameplay estimate); quantities modern reconstruction, not historical",n/a,[],B,C,ingredient_based_reconstruction,"[""master-food:SRC044"", ""master-food:FSRC001"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/recipes.csv:RCP0112""]",C,candidate,
ds_berry_drink_raspberry,RCP0113,Вода с размятыми ягодами: с малиной,berry drink raspberry,drink,berry_drink,drink_everyday,Исторически осторожная технологическая запись: Вода с размятыми ягодами: с малиной.,"[{""fd_id"": ""fd_raspberry"", ""role"": ""required"", ""qty_rule"": ""{\""amount\"": \""small proportion or as needed\"", \""basis\"": \""modern_reconstruction\""}""}, {""fd_id"": ""fd_water_well"", ""role"": ""required"", ""qty_rule"": ""{\""min_ml\"": 1000, \""max_ml\"": 2800, \""basis\"": \""modern_reconstruction\""}""}, {""fd_id"": ""fd_honey_liquid"", ""role"": ""optional"", ""qty_rule"": ""as available""}]","[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000597"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000598"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000599""]",pc_food_berry_drink,none,true,"[""RFR001"", ""RFR002"", ""RFR003"", ""RFR004"", ""RFR007"", ""RFR008"", ""RFR009"", ""RFR010"", ""RFR011""]",[],fasting_allowed,"[""morning"", ""midday"", ""evening"", ""field_carry""]","{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""common""]","[""summer"", ""autumn""]",[],"[""POT0020"", ""HOU0025""]",consume the same day; may ferment quickly,"[""moldy"", ""rotten"", ""spoiled""]",,"ягодный, лесной","кисло-сладкий, терпкий","жидкий, мякоть",красный или тёмно-синий,lex:berry_drink,"servings 4 per batch (gameplay estimate); quantities modern reconstruction, not historical",negligible,[],C,C,ingredient_based_reconstruction,"[""master-food:SRC044"", ""master-food:FSRC001"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/recipes.csv:RCP0113""]",C,candidate,
ds_berry_drink_bilberry,RCP0114,Вода с размятыми ягодами: с черникой,berry drink bilberry,drink,berry_drink,drink_everyday,Исторически осторожная технологическая запись: Вода с размятыми ягодами: с черникой.,"[{""fd_id"": ""fd_bilberry"", ""role"": ""required"", ""qty_rule"": ""{\""amount\"": \""small proportion or as needed\"", \""basis\"": \""modern_reconstruction\""}""}, {""fd_id"": ""fd_water_well"", ""role"": ""required"", ""qty_rule"": ""{\""min_ml\"": 1000, \""max_ml\"": 2800, \""basis\"": \""modern_reconstruction\""}""}, {""fd_id"": ""fd_honey_liquid"", ""role"": ""optional"", ""qty_rule"": ""as available""}]","[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000600"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000601"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000602""]",pc_food_berry_drink,none,true,"[""RFR001"", ""RFR002"", ""RFR003"", ""RFR004"", ""RFR007"", ""RFR008"", ""RFR009"", ""RFR010"", ""RFR011""]",[],fasting_allowed,"[""morning"", ""midday"", ""evening"", ""field_carry""]","{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""common""]","[""summer"", ""autumn""]",[],"[""POT0020"", ""HOU0025""]",consume the same day; may ferment quickly,"[""moldy"", ""rotten"", ""spoiled""]",,"ягодный, лесной","кисло-сладкий, терпкий","жидкий, мякоть",красный или тёмно-синий,lex:berry_drink,"servings 4 per batch (gameplay estimate); quantities modern reconstruction, not historical",negligible,[],C,C,ingredient_based_reconstruction,"[""master-food:SRC044"", ""master-food:FSRC001"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/recipes.csv:RCP0114""]",C,candidate,
ds_berry_drink_lingonberry,RCP0115,Вода с размятыми ягодами: с брусникой,berry drink lingonberry,drink,berry_drink,drink_everyday,Исторически осторожная технологическая запись: Вода с размятыми ягодами: с брусникой.,"[{""fd_id"": ""fd_lingonberry"", ""role"": ""required"", ""qty_rule"": ""{\""amount\"": \""small proportion or as needed\"", \""basis\"": \""modern_reconstruction\""}""}, {""fd_id"": ""fd_water_well"", ""role"": ""required"", ""qty_rule"": ""{\""min_ml\"": 1000, \""max_ml\"": 2800, \""basis\"": \""modern_reconstruction\""}""}, {""fd_id"": ""fd_honey_liquid"", ""role"": ""optional"", ""qty_rule"": ""as available""}]","[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000603"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000604"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000605""]",pc_food_berry_drink,none,true,"[""RFR001"", ""RFR002"", ""RFR003"", ""RFR004"", ""RFR007"", ""RFR008"", ""RFR009"", ""RFR010"", ""RFR011""]",[],fasting_allowed,"[""morning"", ""midday"", ""evening"", ""field_carry""]","{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""common""]","[""summer"", ""autumn""]",[],"[""POT0020"", ""HOU0025""]",consume the same day; may ferment quickly,"[""moldy"", ""rotten"", ""spoiled""]",,"ягодный, лесной","кисло-сладкий, терпкий","жидкий, мякоть",красный или тёмно-синий,lex:berry_drink,"servings 4 per batch (gameplay estimate); quantities modern reconstruction, not historical",negligible,[],C,C,ingredient_based_reconstruction,"[""master-food:SRC044"", ""master-food:FSRC001"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/recipes.csv:RCP0115""]",C,candidate,
ds_berry_drink_cranberry,RCP0116,Вода с размятыми ягодами: с клюквой,berry drink cranberry,drink,berry_drink,drink_everyday,Исторически осторожная технологическая запись: Вода с размятыми ягодами: с клюквой.,"[{""fd_id"": ""fd_cranberry"", ""role"": ""required"", ""qty_rule"": ""{\""amount\"": \""small proportion or as needed\"", \""basis\"": \""modern_reconstruction\""}""}, {""fd_id"": ""fd_water_well"", ""role"": ""required"", ""qty_rule"": ""{\""min_ml\"": 1000, \""max_ml\"": 2800, \""basis\"": \""modern_reconstruction\""}""}, {""fd_id"": ""fd_honey_liquid"", ""role"": ""optional"", ""qty_rule"": ""as available""}]","[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000606"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000607"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000608""]",pc_food_berry_drink,none,true,"[""RFR001"", ""RFR002"", ""RFR003"", ""RFR004"", ""RFR007"", ""RFR008"", ""RFR009"", ""RFR010"", ""RFR011""]",[],fasting_allowed,"[""morning"", ""midday"", ""evening"", ""field_carry""]","{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""common""]","[""summer"", ""autumn""]",[],"[""POT0020"", ""HOU0025""]",consume the same day; may ferment quickly,"[""moldy"", ""rotten"", ""spoiled""]",,"ягодный, лесной","кисло-сладкий, терпкий","жидкий, мякоть",красный или тёмно-синий,lex:berry_drink,"servings 4 per batch (gameplay estimate); quantities modern reconstruction, not historical",negligible,[],C,C,ingredient_based_reconstruction,"[""master-food:SRC044"", ""master-food:FSRC001"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/recipes.csv:RCP0116""]",C,candidate,
ds_berry_drink_forest_berries_generic,RCP0117,Вода с размятыми ягодами: с лесными ягодами,berry drink forest berries generic,drink,berry_drink,drink_everyday,Исторически осторожная технологическая запись: Вода с размятыми ягодами: с лесными ягодами.,"[{""fd_id"": ""fd_forest_berries_generic"", ""role"": ""required"", ""qty_rule"": ""{\""amount\"": \""small proportion or as needed\"", \""basis\"": \""modern_reconstruction\""}""}, {""fd_id"": ""fd_water_well"", ""role"": ""required"", ""qty_rule"": ""{\""min_ml\"": 1000, \""max_ml\"": 2800, \""basis\"": \""modern_reconstruction\""}""}, {""fd_id"": ""fd_honey_liquid"", ""role"": ""optional"", ""qty_rule"": ""as available""}]","[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000609"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000610"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000611""]",pc_food_berry_drink,none,true,"[""RFR001"", ""RFR002"", ""RFR003"", ""RFR004"", ""RFR007"", ""RFR008"", ""RFR009"", ""RFR010"", ""RFR011""]",[],fasting_allowed,"[""morning"", ""midday"", ""evening"", ""field_carry""]","{""poor"": ""ordinary"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""common""]","[""summer"", ""autumn""]",[],"[""POT0020"", ""HOU0025""]",consume the same day; may ferment quickly,"[""moldy"", ""rotten"", ""spoiled""]",,"ягодный, лесной","кисло-сладкий, терпкий","жидкий, мякоть",красный или тёмно-синий,lex:berry_drink,"servings 4 per batch (gameplay estimate); quantities modern reconstruction, not historical",negligible,[],C,C,ingredient_based_reconstruction,"[""master-food:SRC044"", ""master-food:FSRC001"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/recipes.csv:RCP0117""]",C,candidate,
ds_honey_on_bread,RCP0118,Хлеб с небольшим количеством мёда,honey on bread,dish,sweet_food,sweet,Исторически осторожная технологическая запись: Хлеб с небольшим количеством мёда.,"[{""fd_id"": ""fd_bread_rye"", ""role"": ""required"", ""qty_rule"": ""{\""amount\"": \""as available / reconstruction range not fixed\"", \""basis\"": \""modern_reconstruction\""}""}, {""fd_id"": ""fd_honey_liquid"", ""role"": ""required"", ""qty_rule"": ""{\""amount\"": \""as available / reconstruction range not fixed\"", \""basis\"": \""modern_reconstruction\""}""}]","[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000612"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000613""]",pc_food_sweet_food,none,true,"[""RFR001"", ""RFR002"", ""RFR003"", ""RFR004"", ""RFR007"", ""RFR008"", ""RFR009"", ""RFR010"", ""RFR011""]",[],fasting_allowed,"[""feast""]","{""poor"": ""rare"", ""common_urban"": ""occasional"", ""rural"": ""occasional"", ""fisher"": ""occasional"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""occasional""}","[""common"", ""wealthy"", ""merchant"", ""boyar"", ""monastery""]","[""spring"", ""summer"", ""autumn"", ""winter""]",[],[],consume promptly,"[""spoiled"", ""stale"", ""moldy"", ""gnawed""]",,запах пригоревшей муки и тёплой золы,"пресный или чуть кислый, сухой","тонкая, ломкая по краю, мягкая в середине",плоская лепёшка с тёмными пятнами жара,lex:flatbread,"servings 1 per batch (gameplay estimate); quantities modern reconstruction, not historical",light,[],B,C,ingredient_based_reconstruction,"[""master-food:SRC027"", ""master-food:SRC045"", ""master-food:SRC046"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/recipes.csv:RCP0118""]",C,candidate,
ds_berries_with_honey_uncertain,RCP0119,Ягоды с мёдом — дорогой сезонный вариант,berries with honey uncertain,dish,sweet_food,sweet,Исторически осторожная технологическая запись: Ягоды с мёдом — дорогой сезонный вариант.,"[{""fd_id"": ""fd_forest_berries_generic"", ""role"": ""required"", ""qty_rule"": ""{\""amount\"": \""as available / reconstruction range not fixed\"", \""basis\"": \""modern_reconstruction\""}""}, {""fd_id"": ""fd_honey_liquid"", ""role"": ""required"", ""qty_rule"": ""{\""amount\"": \""as available / reconstruction range not fixed\"", \""basis\"": \""modern_reconstruction\""}""}]","[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000614"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000615""]",pc_food_sweet_food,none,true,"[""RFR001"", ""RFR002"", ""RFR003"", ""RFR004"", ""RFR007"", ""RFR008"", ""RFR009"", ""RFR010"", ""RFR011""]",[],fasting_allowed,"[""feast""]","{""poor"": ""none"", ""common_urban"": ""rare"", ""rural"": ""rare"", ""fisher"": ""rare"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""occasional""}","[""wealthy"", ""merchant"", ""boyar""]","[""summer"", ""autumn""]",[],[],consume promptly,"[""moldy"", ""rotten"", ""spoiled""]",,запах пригоревшей муки и тёплой золы,"пресный или чуть кислый, сухой","тонкая, ломкая по краю, мягкая в середине",плоская лепёшка с тёмными пятнами жара,lex:flatbread,"servings 3 per batch (gameplay estimate); quantities modern reconstruction, not historical",light,[],C,C,ingredient_based_reconstruction,"[""master-food:SRC044"", ""master-food:FSRC001"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/recipes.csv:RCP0119""]",C,candidate,
ds_crush_hazelnuts,RCP0120,Толчение лесных орехов,crush hazelnuts,processing,nuts,not_a_meal,Исторически осторожная технологическая запись: Толчение лесных орехов.,"[{""fd_id"": ""fd_hazelnut_kernel"", ""role"": ""required"", ""qty_rule"": ""{\""amount\"": \""as available / reconstruction range not fixed\"", \""basis\"": \""modern_reconstruction\""}""}]","[""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000616"", ""game-base-v1/food-drink/scripts/source_snapshot/recipe_steps.csv:RST000617""]",pc_food_nuts,none,true,"[""RFR001"", ""RFR002"", ""RFR003"", ""RFR004"", ""RFR007"", ""RFR008"", ""RFR009"", ""RFR010"", ""RFR011""]",[],fasting_allowed,[],"{""poor"": ""occasional"", ""common_urban"": ""ordinary"", ""rural"": ""ordinary"", ""fisher"": ""ordinary"", ""merchant"": ""ordinary"", ""boyar"": ""ordinary"", ""clergy_monastery"": ""ordinary"", ""military"": ""ordinary""}","[""common""]","[""autumn"", ""winter""]",[],"[""HOU0021""]",shorter than whole nuts; risk of rancidity,"[""moldy"", ""rancid"", ""spoiled"", ""gnawed""]",,,,,,,"servings 4 per batch (gameplay estimate); quantities modern reconstruction, not historical",n/a,[],B,C,ingredient_based_reconstruction,"[""master-food:SRC044"", ""master-food:FSRC001"", ""sources/master-archive-v1/data/normalized_source_tables/food_system/recipes.csv:RCP0120""]",C,candidate,
