fp_id,region_id,fl_id,table,pf_id,season,frequency_class,weight,visible_state,confidence,basis,status
fp_hb_melica_nutans__mixed_woodland__spring,region_novgorod_land,fl_hb_melica_nutans,herbs,mixed_woodland,spring,contextual,2,flowering,C,"habitat_class BROADLEAF:2 MIXED:2 -> mixed_woodland (max); season from visible months V–IX",candidate
fp_hb_melica_nutans__mixed_woodland__summer,region_novgorod_land,fl_hb_melica_nutans,herbs,mixed_woodland,summer,contextual,2,fruiting,C,"habitat_class BROADLEAF:2 MIXED:2 -> mixed_woodland (max); season from visible months V–IX",candidate
fp_hb_melica_nutans__mixed_woodland__autumn,region_novgorod_land,fl_hb_melica_nutans,herbs,mixed_woodland,autumn,contextual,2,vegetative,C,"habitat_class BROADLEAF:2 MIXED:2 -> mixed_woodland (max); season from visible months V–IX",candidate
fp_hb_milium_effusum__broadleaf_woodland__spring,region_novgorod_land,fl_hb_milium_effusum,herbs,broadleaf_woodland,spring,contextual,2,vegetative,C,"habitat_class BROADLEAF:2 MIXED:2 -> broadleaf_woodland (max); season from visible months V–IX",candidate
fp_hb_milium_effusum__broadleaf_woodland__summer,region_novgorod_land,fl_hb_milium_effusum,herbs,broadleaf_woodland,summer,contextual,2,fruiting,C,"habitat_class BROADLEAF:2 MIXED:2 -> broadleaf_woodland (max); season from visible months V–IX",candidate
fp_hb_milium_effusum__broadleaf_woodland__autumn,region_novgorod_land,fl_hb_milium_effusum,herbs,broadleaf_woodland,autumn,contextual,2,vegetative,C,"habitat_class BROADLEAF:2 MIXED:2 -> broadleaf_woodland (max); season from visible months V–IX",candidate
fp_hb_milium_effusum__hunting_ground__spring,region_novgorod_land,fl_hb_milium_effusum,herbs,hunting_ground,spring,contextual,2,vegetative,C,"habitat_class BROADLEAF:2 MIXED:2 -> hunting_ground (max); season from visible months V–IX",candidate
fp_hb_milium_effusum__hunting_ground__summer,region_novgorod_land,fl_hb_milium_effusum,herbs,hunting_ground,summer,contextual,2,fruiting,C,"habitat_class BROADLEAF:2 MIXED:2 -> hunting_ground (max); season from visible months V–IX",candidate
fp_hb_milium_effusum__hunting_ground__autumn,region_novgorod_land,fl_hb_milium_effusum,herbs,hunting_ground,autumn,contextual,2,vegetative,C,"habitat_class BROADLEAF:2 MIXED:2 -> hunting_ground (max); season from visible months V–IX",candidate
fp_hb_milium_effusum__mixed_woodland__spring,region_novgorod_land,fl_hb_milium_effusum,herbs,mixed_woodland,spring,contextual,2,vegetative,C,"habitat_class BROADLEAF:2 MIXED:2 -> mixed_woodland (max); season from visible months V–IX",candidate
fp_hb_milium_effusum__mixed_woodland__summer,region_novgorod_land,fl_hb_milium_effusum,herbs,mixed_woodland,summer,contextual,2,fruiting,C,"habitat_class BROADLEAF:2 MIXED:2 -> mixed_woodland (max); season from visible months V–IX",candidate
fp_hb_milium_effusum__mixed_woodland__autumn,region_novgorod_land,fl_hb_milium_effusum,herbs,mixed_woodland,autumn,contextual,2,vegetative,C,"habitat_class BROADLEAF:2 MIXED:2 -> mixed_woodland (max); season from visible months V–IX",candidate
fp_hb_briza_media__floodplain_meadow__spring,region_novgorod_land,fl_hb_briza_media,herbs,floodplain_meadow,spring,contextual,2,vegetative,C,"habitat_class MEADOW:2 -> floodplain_meadow (max); season from visible months V–IX",candidate
fp_hb_briza_media__floodplain_meadow__summer,region_novgorod_land,fl_hb_briza_media,herbs,floodplain_meadow,summer,contextual,2,fruiting,C,"habitat_class MEADOW:2 -> floodplain_meadow (max); season from visible months V–IX",candidate
fp_hb_briza_media__floodplain_meadow__autumn,region_novgorod_land,fl_hb_briza_media,herbs,floodplain_meadow,autumn,contextual,2,vegetative,C,"habitat_class MEADOW:2 -> floodplain_meadow (max); season from visible months V–IX",candidate
fp_hb_briza_media__hay_meadow__spring,region_novgorod_land,fl_hb_briza_media,herbs,hay_meadow,spring,contextual,2,vegetative,C,"habitat_class MEADOW:2 -> hay_meadow (max); season from visible months V–IX",candidate
fp_hb_briza_media__hay_meadow__summer,region_novgorod_land,fl_hb_briza_media,herbs,hay_meadow,summer,contextual,2,fruiting,C,"habitat_class MEADOW:2 -> hay_meadow (max); season from visible months V–IX",candidate
fp_hb_briza_media__hay_meadow__autumn,region_novgorod_land,fl_hb_briza_media,herbs,hay_meadow,autumn,contextual,2,vegetative,C,"habitat_class MEADOW:2 -> hay_meadow (max); season from visible months V–IX",candidate
fp_hb_carex_nigra__bog__winter,region_novgorod_land,fl_hb_carex_nigra,herbs,bog,winter,ubiquitous,8,winter_form,C,"habitat_class FEN:8 WETMEADOW:4 -> bog (max); season from visible months II–I",candidate
fp_hb_carex_nigra__bog__spring,region_novgorod_land,fl_hb_carex_nigra,herbs,bog,spring,ubiquitous,8,flowering,C,"habitat_class FEN:8 WETMEADOW:4 -> bog (max); season from visible months II–I",candidate
fp_hb_carex_nigra__bog__summer,region_novgorod_land,fl_hb_carex_nigra,herbs,bog,summer,ubiquitous,8,fruiting,C,"habitat_class FEN:8 WETMEADOW:4 -> bog (max); season from visible months II–I",candidate
fp_hb_carex_nigra__bog__autumn,region_novgorod_land,fl_hb_carex_nigra,herbs,bog,autumn,ubiquitous,8,vegetative,C,"habitat_class FEN:8 WETMEADOW:4 -> bog (max); season from visible months II–I",candidate
fp_hb_carex_nigra__floodplain_meadow__winter,region_novgorod_land,fl_hb_carex_nigra,herbs,floodplain_meadow,winter,common,4,winter_form,C,"habitat_class FEN:8 WETMEADOW:4 -> floodplain_meadow (max); season from visible months II–I",candidate
fp_hb_carex_nigra__floodplain_meadow__spring,region_novgorod_land,fl_hb_carex_nigra,herbs,floodplain_meadow,spring,common,4,flowering,C,"habitat_class FEN:8 WETMEADOW:4 -> floodplain_meadow (max); season from visible months II–I",candidate
fp_hb_carex_nigra__floodplain_meadow__summer,region_novgorod_land,fl_hb_carex_nigra,herbs,floodplain_meadow,summer,common,4,fruiting,C,"habitat_class FEN:8 WETMEADOW:4 -> floodplain_meadow (max); season from visible months II–I",candidate
fp_hb_carex_nigra__floodplain_meadow__autumn,region_novgorod_land,fl_hb_carex_nigra,herbs,floodplain_meadow,autumn,common,4,vegetative,C,"habitat_class FEN:8 WETMEADOW:4 -> floodplain_meadow (max); season from visible months II–I",candidate
fp_hb_carex_nigra__marshy_stream__winter,region_novgorod_land,fl_hb_carex_nigra,herbs,marshy_stream,winter,ubiquitous,8,winter_form,C,"habitat_class FEN:8 WETMEADOW:4 -> marshy_stream (max); season from visible months II–I",candidate
fp_hb_carex_nigra__marshy_stream__spring,region_novgorod_land,fl_hb_carex_nigra,herbs,marshy_stream,spring,ubiquitous,8,flowering,C,"habitat_class FEN:8 WETMEADOW:4 -> marshy_stream (max); season from visible months II–I",candidate
fp_hb_carex_nigra__marshy_stream__summer,region_novgorod_land,fl_hb_carex_nigra,herbs,marshy_stream,summer,ubiquitous,8,fruiting,C,"habitat_class FEN:8 WETMEADOW:4 -> marshy_stream (max); season from visible months II–I",candidate
fp_hb_carex_nigra__marshy_stream__autumn,region_novgorod_land,fl_hb_carex_nigra,herbs,marshy_stream,autumn,ubiquitous,8,vegetative,C,"habitat_class FEN:8 WETMEADOW:4 -> marshy_stream (max); season from visible months II–I",candidate
fp_hb_carex_acuta__bridge_crossing__winter,region_novgorod_land,fl_hb_carex_acuta,herbs,bridge_crossing,winter,common,4,winter_form,C,"habitat_class SHORE:8 WETMEADOW:4 BANK:4 -> bridge_crossing (max); season from visible months II–I",candidate
fp_hb_carex_acuta__bridge_crossing__spring,region_novgorod_land,fl_hb_carex_acuta,herbs,bridge_crossing,spring,common,4,flowering,C,"habitat_class SHORE:8 WETMEADOW:4 BANK:4 -> bridge_crossing (max); season from visible months II–I",candidate
fp_hb_carex_acuta__bridge_crossing__summer,region_novgorod_land,fl_hb_carex_acuta,herbs,bridge_crossing,summer,common,4,fruiting,C,"habitat_class SHORE:8 WETMEADOW:4 BANK:4 -> bridge_crossing (max); season from visible months II–I",candidate
fp_hb_carex_acuta__bridge_crossing__autumn,region_novgorod_land,fl_hb_carex_acuta,herbs,bridge_crossing,autumn,common,4,vegetative,C,"habitat_class SHORE:8 WETMEADOW:4 BANK:4 -> bridge_crossing (max); season from visible months II–I",candidate
fp_hb_carex_acuta__ferry_landing__winter,region_novgorod_land,fl_hb_carex_acuta,herbs,ferry_landing,winter,common,4,winter_form,C,"habitat_class SHORE:8 WETMEADOW:4 BANK:4 -> ferry_landing (max); season from visible months II–I",candidate
fp_hb_carex_acuta__ferry_landing__spring,region_novgorod_land,fl_hb_carex_acuta,herbs,ferry_landing,spring,common,4,flowering,C,"habitat_class SHORE:8 WETMEADOW:4 BANK:4 -> ferry_landing (max); season from visible months II–I",candidate
fp_hb_carex_acuta__ferry_landing__summer,region_novgorod_land,fl_hb_carex_acuta,herbs,ferry_landing,summer,common,4,fruiting,C,"habitat_class SHORE:8 WETMEADOW:4 BANK:4 -> ferry_landing (max); season from visible months II–I",candidate
fp_hb_carex_acuta__ferry_landing__autumn,region_novgorod_land,fl_hb_carex_acuta,herbs,ferry_landing,autumn,common,4,vegetative,C,"habitat_class SHORE:8 WETMEADOW:4 BANK:4 -> ferry_landing (max); season from visible months II–I",candidate
fp_hb_carex_acuta__fishing_camp__winter,region_novgorod_land,fl_hb_carex_acuta,herbs,fishing_camp,winter,ubiquitous,8,winter_form,C,"habitat_class SHORE:8 WETMEADOW:4 BANK:4 -> fishing_camp (max); season from visible months II–I",candidate
fp_hb_carex_acuta__fishing_camp__spring,region_novgorod_land,fl_hb_carex_acuta,herbs,fishing_camp,spring,ubiquitous,8,flowering,C,"habitat_class SHORE:8 WETMEADOW:4 BANK:4 -> fishing_camp (max); season from visible months II–I",candidate
fp_hb_carex_acuta__fishing_camp__summer,region_novgorod_land,fl_hb_carex_acuta,herbs,fishing_camp,summer,ubiquitous,8,fruiting,C,"habitat_class SHORE:8 WETMEADOW:4 BANK:4 -> fishing_camp (max); season from visible months II–I",candidate
fp_hb_carex_acuta__fishing_camp__autumn,region_novgorod_land,fl_hb_carex_acuta,herbs,fishing_camp,autumn,ubiquitous,8,vegetative,C,"habitat_class SHORE:8 WETMEADOW:4 BANK:4 -> fishing_camp (max); season from visible months II–I",candidate
fp_hb_carex_acuta__floodplain_meadow__winter,region_novgorod_land,fl_hb_carex_acuta,herbs,floodplain_meadow,winter,common,4,winter_form,C,"habitat_class SHORE:8 WETMEADOW:4 BANK:4 -> floodplain_meadow (max); season from visible months II–I",candidate
fp_hb_carex_acuta__floodplain_meadow__spring,region_novgorod_land,fl_hb_carex_acuta,herbs,floodplain_meadow,spring,common,4,flowering,C,"habitat_class SHORE:8 WETMEADOW:4 BANK:4 -> floodplain_meadow (max); season from visible months II–I",candidate
fp_hb_carex_acuta__floodplain_meadow__summer,region_novgorod_land,fl_hb_carex_acuta,herbs,floodplain_meadow,summer,common,4,fruiting,C,"habitat_class SHORE:8 WETMEADOW:4 BANK:4 -> floodplain_meadow (max); season from visible months II–I",candidate
fp_hb_carex_acuta__floodplain_meadow__autumn,region_novgorod_land,fl_hb_carex_acuta,herbs,floodplain_meadow,autumn,common,4,vegetative,C,"habitat_class SHORE:8 WETMEADOW:4 BANK:4 -> floodplain_meadow (max); season from visible months II–I",candidate
fp_hb_carex_acuta__lake_shore__winter,region_novgorod_land,fl_hb_carex_acuta,herbs,lake_shore,winter,ubiquitous,8,winter_form,C,"habitat_class SHORE:8 WETMEADOW:4 BANK:4 -> lake_shore (max); season from visible months II–I",candidate
fp_hb_carex_acuta__lake_shore__spring,region_novgorod_land,fl_hb_carex_acuta,herbs,lake_shore,spring,ubiquitous,8,flowering,C,"habitat_class SHORE:8 WETMEADOW:4 BANK:4 -> lake_shore (max); season from visible months II–I",candidate
fp_hb_carex_acuta__lake_shore__summer,region_novgorod_land,fl_hb_carex_acuta,herbs,lake_shore,summer,ubiquitous,8,fruiting,C,"habitat_class SHORE:8 WETMEADOW:4 BANK:4 -> lake_shore (max); season from visible months II–I",candidate
fp_hb_carex_acuta__lake_shore__autumn,region_novgorod_land,fl_hb_carex_acuta,herbs,lake_shore,autumn,ubiquitous,8,vegetative,C,"habitat_class SHORE:8 WETMEADOW:4 BANK:4 -> lake_shore (max); season from visible months II–I",candidate
fp_hb_carex_acuta__marshy_stream__winter,region_novgorod_land,fl_hb_carex_acuta,herbs,marshy_stream,winter,ubiquitous,8,winter_form,C,"habitat_class SHORE:8 WETMEADOW:4 BANK:4 -> marshy_stream (max); season from visible months II–I",candidate
fp_hb_carex_acuta__marshy_stream__spring,region_novgorod_land,fl_hb_carex_acuta,herbs,marshy_stream,spring,ubiquitous,8,flowering,C,"habitat_class SHORE:8 WETMEADOW:4 BANK:4 -> marshy_stream (max); season from visible months II–I",candidate
fp_hb_carex_acuta__marshy_stream__summer,region_novgorod_land,fl_hb_carex_acuta,herbs,marshy_stream,summer,ubiquitous,8,fruiting,C,"habitat_class SHORE:8 WETMEADOW:4 BANK:4 -> marshy_stream (max); season from visible months II–I",candidate
fp_hb_carex_acuta__marshy_stream__autumn,region_novgorod_land,fl_hb_carex_acuta,herbs,marshy_stream,autumn,ubiquitous,8,vegetative,C,"habitat_class SHORE:8 WETMEADOW:4 BANK:4 -> marshy_stream (max); season from visible months II–I",candidate
fp_hb_carex_acuta__riverbank__winter,region_novgorod_land,fl_hb_carex_acuta,herbs,riverbank,winter,ubiquitous,8,winter_form,C,"habitat_class SHORE:8 WETMEADOW:4 BANK:4 -> riverbank (max); season from visible months II–I",candidate
fp_hb_carex_acuta__riverbank__spring,region_novgorod_land,fl_hb_carex_acuta,herbs,riverbank,spring,ubiquitous,8,flowering,C,"habitat_class SHORE:8 WETMEADOW:4 BANK:4 -> riverbank (max); season from visible months II–I",candidate
fp_hb_carex_acuta__riverbank__summer,region_novgorod_land,fl_hb_carex_acuta,herbs,riverbank,summer,ubiquitous,8,fruiting,C,"habitat_class SHORE:8 WETMEADOW:4 BANK:4 -> riverbank (max); season from visible months II–I",candidate
fp_hb_carex_acuta__riverbank__autumn,region_novgorod_land,fl_hb_carex_acuta,herbs,riverbank,autumn,ubiquitous,8,vegetative,C,"habitat_class SHORE:8 WETMEADOW:4 BANK:4 -> riverbank (max); season from visible months II–I",candidate
fp_hb_carex_rostrata__bog__winter,region_novgorod_land,fl_hb_carex_rostrata,herbs,bog,winter,common,4,winter_form,C,"habitat_class FEN:4 SHORE:4 -> bog (max); season from visible months II–I",candidate
fp_hb_carex_rostrata__bog__spring,region_novgorod_land,fl_hb_carex_rostrata,herbs,bog,spring,common,4,vegetative,C,"habitat_class FEN:4 SHORE:4 -> bog (max); season from visible months II–I",candidate
fp_hb_carex_rostrata__bog__summer,region_novgorod_land,fl_hb_carex_rostrata,herbs,bog,summer,common,4,fruiting,C,"habitat_class FEN:4 SHORE:4 -> bog (max); season from visible months II–I",candidate
fp_hb_carex_rostrata__bog__autumn,region_novgorod_land,fl_hb_carex_rostrata,herbs,bog,autumn,common,4,vegetative,C,"habitat_class FEN:4 SHORE:4 -> bog (max); season from visible months II–I",candidate
fp_hb_carex_rostrata__fishing_camp__winter,region_novgorod_land,fl_hb_carex_rostrata,herbs,fishing_camp,winter,common,4,winter_form,C,"habitat_class FEN:4 SHORE:4 -> fishing_camp (max); season from visible months II–I",candidate
fp_hb_carex_rostrata__fishing_camp__spring,region_novgorod_land,fl_hb_carex_rostrata,herbs,fishing_camp,spring,common,4,vegetative,C,"habitat_class FEN:4 SHORE:4 -> fishing_camp (max); season from visible months II–I",candidate
fp_hb_carex_rostrata__fishing_camp__summer,region_novgorod_land,fl_hb_carex_rostrata,herbs,fishing_camp,summer,common,4,fruiting,C,"habitat_class FEN:4 SHORE:4 -> fishing_camp (max); season from visible months II–I",candidate
fp_hb_carex_rostrata__fishing_camp__autumn,region_novgorod_land,fl_hb_carex_rostrata,herbs,fishing_camp,autumn,common,4,vegetative,C,"habitat_class FEN:4 SHORE:4 -> fishing_camp (max); season from visible months II–I",candidate
fp_hb_carex_rostrata__lake_shore__winter,region_novgorod_land,fl_hb_carex_rostrata,herbs,lake_shore,winter,common,4,winter_form,C,"habitat_class FEN:4 SHORE:4 -> lake_shore (max); season from visible months II–I",candidate
fp_hb_carex_rostrata__lake_shore__spring,region_novgorod_land,fl_hb_carex_rostrata,herbs,lake_shore,spring,common,4,vegetative,C,"habitat_class FEN:4 SHORE:4 -> lake_shore (max); season from visible months II–I",candidate
fp_hb_carex_rostrata__lake_shore__summer,region_novgorod_land,fl_hb_carex_rostrata,herbs,lake_shore,summer,common,4,fruiting,C,"habitat_class FEN:4 SHORE:4 -> lake_shore (max); season from visible months II–I",candidate
fp_hb_carex_rostrata__lake_shore__autumn,region_novgorod_land,fl_hb_carex_rostrata,herbs,lake_shore,autumn,common,4,vegetative,C,"habitat_class FEN:4 SHORE:4 -> lake_shore (max); season from visible months II–I",candidate
fp_hb_carex_rostrata__marshy_stream__winter,region_novgorod_land,fl_hb_carex_rostrata,herbs,marshy_stream,winter,common,4,winter_form,C,"habitat_class FEN:4 SHORE:4 -> marshy_stream (max); season from visible months II–I",candidate
fp_hb_carex_rostrata__marshy_stream__spring,region_novgorod_land,fl_hb_carex_rostrata,herbs,marshy_stream,spring,common,4,vegetative,C,"habitat_class FEN:4 SHORE:4 -> marshy_stream (max); season from visible months II–I",candidate
fp_hb_carex_rostrata__marshy_stream__summer,region_novgorod_land,fl_hb_carex_rostrata,herbs,marshy_stream,summer,common,4,fruiting,C,"habitat_class FEN:4 SHORE:4 -> marshy_stream (max); season from visible months II–I",candidate
fp_hb_carex_rostrata__marshy_stream__autumn,region_novgorod_land,fl_hb_carex_rostrata,herbs,marshy_stream,autumn,common,4,vegetative,C,"habitat_class FEN:4 SHORE:4 -> marshy_stream (max); season from visible months II–I",candidate
fp_hb_carex_rostrata__riverbank__winter,region_novgorod_land,fl_hb_carex_rostrata,herbs,riverbank,winter,common,4,winter_form,C,"habitat_class FEN:4 SHORE:4 -> riverbank (max); season from visible months II–I",candidate
fp_hb_carex_rostrata__riverbank__spring,region_novgorod_land,fl_hb_carex_rostrata,herbs,riverbank,spring,common,4,vegetative,C,"habitat_class FEN:4 SHORE:4 -> riverbank (max); season from visible months II–I",candidate
fp_hb_carex_rostrata__riverbank__summer,region_novgorod_land,fl_hb_carex_rostrata,herbs,riverbank,summer,common,4,fruiting,C,"habitat_class FEN:4 SHORE:4 -> riverbank (max); season from visible months II–I",candidate
fp_hb_carex_rostrata__riverbank__autumn,region_novgorod_land,fl_hb_carex_rostrata,herbs,riverbank,autumn,common,4,vegetative,C,"habitat_class FEN:4 SHORE:4 -> riverbank (max); season from visible months II–I",candidate
fp_hb_carex_lasiocarpa__bog__winter,region_novgorod_land,fl_hb_carex_lasiocarpa,herbs,bog,winter,common,4,winter_form,B,"habitat_class FEN:4 BOG:2 -> bog (max); season from visible months II–I",candidate
fp_hb_carex_lasiocarpa__bog__spring,region_novgorod_land,fl_hb_carex_lasiocarpa,herbs,bog,spring,common,4,flowering,B,"habitat_class FEN:4 BOG:2 -> bog (max); season from visible months II–I",candidate
fp_hb_carex_lasiocarpa__bog__summer,region_novgorod_land,fl_hb_carex_lasiocarpa,herbs,bog,summer,common,4,fruiting,B,"habitat_class FEN:4 BOG:2 -> bog (max); season from visible months II–I",candidate
fp_hb_carex_lasiocarpa__bog__autumn,region_novgorod_land,fl_hb_carex_lasiocarpa,herbs,bog,autumn,common,4,vegetative,B,"habitat_class FEN:4 BOG:2 -> bog (max); season from visible months II–I",candidate
fp_hb_carex_lasiocarpa__marshy_stream__winter,region_novgorod_land,fl_hb_carex_lasiocarpa,herbs,marshy_stream,winter,common,4,winter_form,B,"habitat_class FEN:4 BOG:2 -> marshy_stream (max); season from visible months II–I",candidate
fp_hb_carex_lasiocarpa__marshy_stream__spring,region_novgorod_land,fl_hb_carex_lasiocarpa,herbs,marshy_stream,spring,common,4,flowering,B,"habitat_class FEN:4 BOG:2 -> marshy_stream (max); season from visible months II–I",candidate
fp_hb_carex_lasiocarpa__marshy_stream__summer,region_novgorod_land,fl_hb_carex_lasiocarpa,herbs,marshy_stream,summer,common,4,fruiting,B,"habitat_class FEN:4 BOG:2 -> marshy_stream (max); season from visible months II–I",candidate
fp_hb_carex_lasiocarpa__marshy_stream__autumn,region_novgorod_land,fl_hb_carex_lasiocarpa,herbs,marshy_stream,autumn,common,4,vegetative,B,"habitat_class FEN:4 BOG:2 -> marshy_stream (max); season from visible months II–I",candidate
fp_hb_carex_limosa__bog__spring,region_novgorod_land,fl_hb_carex_limosa,herbs,bog,spring,contextual,2,flowering,B,"habitat_class BOG:2 -> bog (max); season from visible months V–X",candidate
fp_hb_carex_limosa__bog__summer,region_novgorod_land,fl_hb_carex_limosa,herbs,bog,summer,contextual,2,fruiting,B,"habitat_class BOG:2 -> bog (max); season from visible months V–X",candidate
fp_hb_carex_limosa__bog__autumn,region_novgorod_land,fl_hb_carex_limosa,herbs,bog,autumn,contextual,2,vegetative,B,"habitat_class BOG:2 -> bog (max); season from visible months V–X",candidate
fp_hb_carex_pauciflora__bog__spring,region_novgorod_land,fl_hb_carex_pauciflora,herbs,bog,spring,contextual,2,flowering,B,"habitat_class BOG:2 -> bog (max); season from visible months V–IX",candidate
fp_hb_carex_pauciflora__bog__summer,region_novgorod_land,fl_hb_carex_pauciflora,herbs,bog,summer,contextual,2,fruiting,B,"habitat_class BOG:2 -> bog (max); season from visible months V–IX",candidate
fp_hb_carex_pauciflora__bog__autumn,region_novgorod_land,fl_hb_carex_pauciflora,herbs,bog,autumn,contextual,2,vegetative,B,"habitat_class BOG:2 -> bog (max); season from visible months V–IX",candidate
fp_hb_carex_digitata__broadleaf_woodland__winter,region_novgorod_land,fl_hb_carex_digitata,herbs,broadleaf_woodland,winter,contextual,2,winter_form,C,"habitat_class BROADLEAF:2 MIXED:2 -> broadleaf_woodland (max); season from visible months III–XI",candidate
fp_hb_carex_digitata__broadleaf_woodland__spring,region_novgorod_land,fl_hb_carex_digitata,herbs,broadleaf_woodland,spring,contextual,2,fruiting,C,"habitat_class BROADLEAF:2 MIXED:2 -> broadleaf_woodland (max); season from visible months III–XI",candidate
fp_hb_carex_digitata__broadleaf_woodland__summer,region_novgorod_land,fl_hb_carex_digitata,herbs,broadleaf_woodland,summer,contextual,2,fruiting,C,"habitat_class BROADLEAF:2 MIXED:2 -> broadleaf_woodland (max); season from visible months III–XI",candidate
fp_hb_carex_digitata__broadleaf_woodland__autumn,region_novgorod_land,fl_hb_carex_digitata,herbs,broadleaf_woodland,autumn,contextual,2,vegetative,C,"habitat_class BROADLEAF:2 MIXED:2 -> broadleaf_woodland (max); season from visible months III–XI",candidate
fp_hb_carex_digitata__hunting_ground__winter,region_novgorod_land,fl_hb_carex_digitata,herbs,hunting_ground,winter,contextual,2,winter_form,C,"habitat_class BROADLEAF:2 MIXED:2 -> hunting_ground (max); season from visible months III–XI",candidate
fp_hb_carex_digitata__hunting_ground__spring,region_novgorod_land,fl_hb_carex_digitata,herbs,hunting_ground,spring,contextual,2,fruiting,C,"habitat_class BROADLEAF:2 MIXED:2 -> hunting_ground (max); season from visible months III–XI",candidate
fp_hb_carex_digitata__hunting_ground__summer,region_novgorod_land,fl_hb_carex_digitata,herbs,hunting_ground,summer,contextual,2,fruiting,C,"habitat_class BROADLEAF:2 MIXED:2 -> hunting_ground (max); season from visible months III–XI",candidate
fp_hb_carex_digitata__hunting_ground__autumn,region_novgorod_land,fl_hb_carex_digitata,herbs,hunting_ground,autumn,contextual,2,vegetative,C,"habitat_class BROADLEAF:2 MIXED:2 -> hunting_ground (max); season from visible months III–XI",candidate
fp_hb_carex_digitata__mixed_woodland__winter,region_novgorod_land,fl_hb_carex_digitata,herbs,mixed_woodland,winter,contextual,2,winter_form,C,"habitat_class BROADLEAF:2 MIXED:2 -> mixed_woodland (max); season from visible months III–XI",candidate
fp_hb_carex_digitata__mixed_woodland__spring,region_novgorod_land,fl_hb_carex_digitata,herbs,mixed_woodland,spring,contextual,2,fruiting,C,"habitat_class BROADLEAF:2 MIXED:2 -> mixed_woodland (max); season from visible months III–XI",candidate
fp_hb_carex_digitata__mixed_woodland__summer,region_novgorod_land,fl_hb_carex_digitata,herbs,mixed_woodland,summer,contextual,2,fruiting,C,"habitat_class BROADLEAF:2 MIXED:2 -> mixed_woodland (max); season from visible months III–XI",candidate
fp_hb_carex_digitata__mixed_woodland__autumn,region_novgorod_land,fl_hb_carex_digitata,herbs,mixed_woodland,autumn,contextual,2,vegetative,C,"habitat_class BROADLEAF:2 MIXED:2 -> mixed_woodland (max); season from visible months III–XI",candidate
fp_hb_carex_globularis__conifer_woodland__spring,region_novgorod_land,fl_hb_carex_globularis,herbs,conifer_woodland,spring,contextual,2,flowering,C,"habitat_class CONIFER:2 -> conifer_woodland (max); season from visible months V–X",candidate
fp_hb_carex_globularis__conifer_woodland__summer,region_novgorod_land,fl_hb_carex_globularis,herbs,conifer_woodland,summer,contextual,2,fruiting,C,"habitat_class CONIFER:2 -> conifer_woodland (max); season from visible months V–X",candidate
fp_hb_carex_globularis__conifer_woodland__autumn,region_novgorod_land,fl_hb_carex_globularis,herbs,conifer_woodland,autumn,contextual,2,vegetative,C,"habitat_class CONIFER:2 -> conifer_woodland (max); season from visible months V–X",candidate
fp_hb_carex_globularis__hunting_ground__spring,region_novgorod_land,fl_hb_carex_globularis,herbs,hunting_ground,spring,contextual,2,flowering,C,"habitat_class CONIFER:2 -> hunting_ground (max); season from visible months V–X",candidate
fp_hb_carex_globularis__hunting_ground__summer,region_novgorod_land,fl_hb_carex_globularis,herbs,hunting_ground,summer,contextual,2,fruiting,C,"habitat_class CONIFER:2 -> hunting_ground (max); season from visible months V–X",candidate
fp_hb_carex_globularis__hunting_ground__autumn,region_novgorod_land,fl_hb_carex_globularis,herbs,hunting_ground,autumn,contextual,2,vegetative,C,"habitat_class CONIFER:2 -> hunting_ground (max); season from visible months V–X",candidate
fp_hb_eriophorum_vaginatum__bog__winter,region_novgorod_land,fl_hb_eriophorum_vaginatum,herbs,bog,winter,ubiquitous,8,winter_form,B,"habitat_class BOG:8 FEN:2 -> bog (max); season from visible months II–I",candidate
fp_hb_eriophorum_vaginatum__bog__spring,region_novgorod_land,fl_hb_eriophorum_vaginatum,herbs,bog,spring,ubiquitous,8,fruiting,B,"habitat_class BOG:8 FEN:2 -> bog (max); season from visible months II–I",candidate
fp_hb_eriophorum_vaginatum__bog__summer,region_novgorod_land,fl_hb_eriophorum_vaginatum,herbs,bog,summer,ubiquitous,8,fruiting,B,"habitat_class BOG:8 FEN:2 -> bog (max); season from visible months II–I",candidate
fp_hb_eriophorum_vaginatum__bog__autumn,region_novgorod_land,fl_hb_eriophorum_vaginatum,herbs,bog,autumn,ubiquitous,8,vegetative,B,"habitat_class BOG:8 FEN:2 -> bog (max); season from visible months II–I",candidate
fp_hb_eriophorum_vaginatum__marshy_stream__winter,region_novgorod_land,fl_hb_eriophorum_vaginatum,herbs,marshy_stream,winter,contextual,2,winter_form,B,"habitat_class BOG:8 FEN:2 -> marshy_stream (max); season from visible months II–I",candidate
fp_hb_eriophorum_vaginatum__marshy_stream__spring,region_novgorod_land,fl_hb_eriophorum_vaginatum,herbs,marshy_stream,spring,contextual,2,fruiting,B,"habitat_class BOG:8 FEN:2 -> marshy_stream (max); season from visible months II–I",candidate
fp_hb_eriophorum_vaginatum__marshy_stream__summer,region_novgorod_land,fl_hb_eriophorum_vaginatum,herbs,marshy_stream,summer,contextual,2,fruiting,B,"habitat_class BOG:8 FEN:2 -> marshy_stream (max); season from visible months II–I",candidate
