fl_id,name_ru,name_lat,name_en,group,life_form,region_id,universal_taxon,category_ref,habitat_classes,habitat_presence,visible_months,flowering_months,fruiting_months,phenology_by_season,winter_look,perceptual_cues,uses,medicinal_practice_epoch,toxicity,lookalike_ids,lookalikes,edibility,yield_unit,yield_note,evidence_1230,source_refs,confidence,gbif_usage_key,gbif_nw_count,status,notes
fl_hb_phleum_pratense,тимофеевка луговая,Phleum pratense,timothy,grass,perennial_grass,,true,proposed:flora/grass,MEADOW:4 PASTURE:2,"floodplain_meadow:common; hay_meadow:common; pasture:contextual | seasons: spring,summer,autumn",5 6 7 8 9 10,6 7,7 8,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VI–VII); плодоносит/спороносит (VII–VIII)"",""autumn"":""вегетирует""}",,плотный цилиндрический колос-«султан» на высоком стебле,"корм;сено",не засвидетельствовано для Новгорода XIII в.,,,,not_food,охапка,"ед. сбора для материализации; количество задаёт код","современный ареал; луговые злаки как класс — WK","https://www.gbif.org/species/9014945 ; https://en.wikipedia.org/wiki/Phleum_pratense ; wk:claim:harvest-sickle-crops-grasses ; wk:claim:livestock-rumen-forage-digestion",C,9014945,929,candidate,
fl_hb_equisetum_palustre,хвощ болотный,Equisetum palustre,marsh horsetail,horsetail,perennial_herb,,true,proposed:flora/horsetail,WETMEADOW:2 FEN:2,"bog:contextual; floodplain_meadow:contextual; marshy_stream:contextual | seasons: spring,summer,autumn",5 6 7 8 9 10,,,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""вегетирует"",""autumn"":""вегетирует""}",,тонкие ребристые стебли в сыром сене,,не засвидетельствовано для Новгорода XIII в.,"ядовит для скота, особенно лошадей, в сене",fl_hb_equisetum_arvense,fl_hb_equisetum_arvense: сходный полевой хвощ,poisonous,пучок,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/2687932 ; https://en.wikipedia.org/wiki/Equisetum_palustre",C,2687932,193,candidate,
fl_hb_equisetum_hyemale,хвощ зимующий,Equisetum hyemale,rough horsetail,horsetail,evergreen_herb,,true,proposed:flora/horsetail,MIXED:1 BANK:1,"bridge_crossing:rare; ferry_landing:rare; fishing_camp:rare; hunting_ground:rare; lake_shore:rare; mixed_woodland:rare; riverbank:rare | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,,,"{""winter"":""тёмно-зелёные жёсткие стебли видны зимой"",""spring"":""вегетирует"",""summer"":""вегетирует"",""autumn"":""вегетирует""}",тёмно-зелёные жёсткие стебли видны зимой,"жёсткие шершавые стебли, скрипят в руке","шлифовка дерева и посуды (общеевропейская практика; для Руси — реконструкция)",не засвидетельствовано для Новгорода XIII в.,,,,not_food,пучок,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/2687927 ; https://en.wikipedia.org/wiki/Equisetum_hyemale",C,2687927,268,candidate,использование как абразива для Новгорода не засвидетельствовано
fl_hb_lycopodium_clavatum,плаун булавовидный,Lycopodium clavatum,stag's-horn clubmoss,clubmoss,evergreen_herb,,true,proposed:flora/clubmoss,PINEDRY:2 CONIFER:2,"conifer_woodland:contextual; hunting_ground:contextual | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,,7 8 9,"{""winter"":""зелёные плети видны на проталинах"",""spring"":""вегетирует"",""summer"":""плодоносит/спороносит (VII–VIII)"",""autumn"":""плодоносит/спороносит (IX)""}",зелёные плети видны на проталинах,длинные ползучие зелёные плети с «колосками» на ножках,,не засвидетельствовано для Новгорода XIII в.,растение ядовито,fl_hb_lycopodium_annotinum fl_hb_diphasiastrum_complanatum,"fl_hb_lycopodium_annotinum,fl_hb_diphasiastrum_complanatum: другие плауны",poisonous,пучок,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/2688393 ; https://en.wikipedia.org/wiki/Lycopodium_clavatum",C,2688393,350,candidate,
fl_hb_lycopodium_annotinum,плаун годичный,Lycopodium annotinum,interrupted clubmoss,clubmoss,evergreen_herb,,true,proposed:flora/clubmoss,CONIFER:2 MIXED:2,"conifer_woodland:contextual; hunting_ground:contextual; mixed_woodland:contextual | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,,7 8 9,"{""winter"":""зелёный под снегом"",""spring"":""вегетирует"",""summer"":""плодоносит/спороносит (VII–VIII)"",""autumn"":""плодоносит/спороносит (IX)""}",зелёный под снегом,колючие «ёршики» по мху в ельнике,,не засвидетельствовано для Новгорода XIII в.,растение ядовито,fl_hb_lycopodium_clavatum,fl_hb_lycopodium_clavatum: другой плаун,poisonous,пучок,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/2688369 ; https://en.wikipedia.org/wiki/Lycopodium_annotinum",C,2688369,96,candidate,
fl_hb_diphasiastrum_complanatum,дифазиаструм сплюснутый,Diphasiastrum complanatum,northern running-pine,clubmoss,evergreen_herb,,true,proposed:flora/clubmoss,PINEDRY:1,"conifer_woodland:rare | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,,7 8 9,"{""winter"":""зелёный под снегом"",""spring"":""вегетирует"",""summer"":""плодоносит/спороносит (VII–VIII)"",""autumn"":""плодоносит/спороносит (IX)""}",зелёный под снегом,"плоские веточки, как крошечные туи, в сухом бору",,не засвидетельствовано для Новгорода XIII в.,растение ядовито,fl_hb_lycopodium_clavatum,fl_hb_lycopodium_clavatum: другой плаун,poisonous,пучок,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/2688424 ; https://en.wikipedia.org/wiki/Diphasiastrum_complanatum",C,2688424,142,candidate,
fl_hb_sphagnum_magellanicum,сфагн магелланский,Sphagnum magellanicum,Magellanic bog-moss,moss,moss,,true,proposed:flora/moss,BOG:8 FEN:2,"bog:ubiquitous; marshy_stream:contextual | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,,,"{""winter"":""под снегом; на проталинах буро-красные подушки"",""spring"":""вегетирует"",""summer"":""вегетирует"",""autumn"":""вегетирует""}","под снегом; на проталинах буро-красные подушки","красноватые пружинящие подушки, выжимаются как губка",мох для конопатки и подстилки (реконструкция),не засвидетельствовано для Новгорода XIII в.,нет,,,not_food,охапка,"ед. сбора для материализации; количество задаёт код","сфагнум в пыльце нач. XIII в. (WK); вид — Валдай совр.","src:VALDAY_BOG2023 ; wk:claim:novgorod-wetland-pollen-context ; main:data/world-catalogs/novgorod/world-knowledge/research/population-wetland-stems.md#WLS-01 ; https://www.gbif.org/species/2669001 ; https://en.wikipedia.org/wiki/Sphagnum_magellanicum",B,2669001,7,candidate,
fl_hb_sphagnum_capillifolium,сфагн остролистный,Sphagnum capillifolium,red bog-moss,moss,moss,,true,proposed:flora/moss,BOG:8 CONIFER:2,"bog:ubiquitous; conifer_woodland:contextual; hunting_ground:contextual | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,,,"{""winter"":""под снегом"",""spring"":""вегетирует"",""summer"":""вегетирует"",""autumn"":""вегетирует""}",под снегом,"плотные зелёно-красные кочки сфагнума, мокрые до щиколотки",мох для конопатки и подстилки (реконструкция),не засвидетельствовано для Новгорода XIII в.,,,,not_food,охапка,"ед. сбора для материализации; количество задаёт код","Валдай (как S. nemoreum); сфагнум в пыльце нач. XIII в.","src:VALDAY_BOG2023 ; wk:claim:novgorod-wetland-pollen-context ; https://www.gbif.org/species/8227194 ; https://en.wikipedia.org/wiki/Sphagnum_capillifolium",B,8227194,17,candidate,
fl_hb_sphagnum_fuscum,сфагн бурый,Sphagnum fuscum,rusty bog-moss,moss,moss,,true,proposed:flora/moss,BOG:4,"bog:common | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,,,"{""winter"":""под снегом"",""spring"":""вегетирует"",""summer"":""вегетирует"",""autumn"":""вегетирует""}",под снегом,бурые плотные кочки на вершинах верхового болота,мох (реконструкция),не засвидетельствовано для Новгорода XIII в.,,,,not_food,охапка,"ед. сбора для материализации; количество задаёт код","род — пыльца WK; вид — общая экология верховых болот","wk:claim:novgorod-wetland-pollen-context ; https://www.gbif.org/species/2669215 ; https://en.wikipedia.org/wiki/Sphagnum_fuscum",C,2669215,14,candidate,
fl_hb_sphagnum_girgensohnii,сфагн Гиргензона,Sphagnum girgensohnii,Girgensohn's bog-moss,moss,moss,,true,proposed:flora/moss,CONIFER:2 FEN:2,"bog:contextual; conifer_woodland:contextual; hunting_ground:contextual; marshy_stream:contextual | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,,,"{""winter"":""под снегом"",""spring"":""вегетирует"",""summer"":""вегетирует"",""autumn"":""вегетирует""}",под снегом,светло-зелёные сфагновые пятна в сыром ельнике,мох (реконструкция),не засвидетельствовано для Новгорода XIII в.,,,,not_food,охапка,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/2669241 ; https://en.wikipedia.org/wiki/Sphagnum_girgensohnii",C,2669241,38,candidate,
fl_hb_polytrichum_commune,кукушкин лён обыкновенный,Polytrichum commune,common haircap,moss,moss,,true,proposed:flora/moss,FEN:4 CONIFER:4 MIXED:2,"bog:common; conifer_woodland:common; hunting_ground:common; marshy_stream:common; mixed_woodland:contextual | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,,6 7 8,"{""winter"":""тёмно-зелёные «ёлочки» на проталинах"",""spring"":""вегетирует"",""summer"":""плодоносит/спороносит (VI–VIII)"",""autumn"":""вегетирует""}",тёмно-зелёные «ёлочки» на проталинах,"высокие прямые стебельки-ёлочки, коробочки на рыжих ножках","конопатка срубов и подстилка (традиционная практика; для 1230 реконструкция)",не засвидетельствовано для Новгорода XIII в.,,,,not_food,охапка,"ед. сбора для материализации; количество задаёт код","современный ареал; мох в срубах — этнографическая аналогия","https://www.gbif.org/species/2683084 ; https://en.wikipedia.org/wiki/Polytrichum_commune",C,2683084,109,candidate,
fl_hb_pleurozium_schreberi,плевроциум Шребера,Pleurozium schreberi,red-stemmed feathermoss,moss,moss,,true,proposed:flora/moss,CONIFER:8 MIXED:4 PINEDRY:2,"conifer_woodland:ubiquitous; hunting_ground:ubiquitous; mixed_woodland:common | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,,,"{""winter"":""зелёный ковёр под снегом, виден на проталинах"",""spring"":""вегетирует"",""summer"":""вегетирует"",""autumn"":""вегетирует""}","зелёный ковёр под снегом, виден на проталинах",сплошной мягкий ковёр с красными стебельками в сосняке-зеленомошнике,конопатка и подстилка (реконструкция),не засвидетельствовано для Новгорода XIII в.,,,,not_food,охапка,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/2679715 ; https://en.wikipedia.org/wiki/Pleurozium_schreberi",C,2679715,148,candidate,
fl_hb_hylocomium_splendens,гилокомий блестящий,Hylocomium splendens,glittering wood-moss,moss,moss,,true,proposed:flora/moss,CONIFER:8 MIXED:4,"conifer_woodland:ubiquitous; hunting_ground:ubiquitous; mixed_woodland:common | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,,,"{""winter"":""зелёный под снегом"",""spring"":""вегетирует"",""summer"":""вегетирует"",""autumn"":""вегетирует""}",зелёный под снегом,ярусные блестящие «этажерки» мха в ельнике,конопатка и подстилка (реконструкция),не засвидетельствовано для Новгорода XIII в.,,,,not_food,охапка,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/2679696 ; https://en.wikipedia.org/wiki/Hylocomium_splendens",C,2679696,202,candidate,
fl_hb_dicranum_polysetum,дикранум многоножковый,Dicranum polysetum,rugose fork-moss,moss,moss,,true,proposed:flora/moss,CONIFER:4 PINEDRY:2,"conifer_woodland:common; hunting_ground:common | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,,,"{""winter"":""зелёный под снегом"",""spring"":""вегетирует"",""summer"":""вегетирует"",""autumn"":""вегетирует""}",зелёный под снегом,"серповидно изогнутые листочки, «зачёсанный» мох на пнях и в бору",,не засвидетельствовано для Новгорода XIII в.,,,,not_food,охапка,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/2675494 ; https://en.wikipedia.org/wiki/Dicranum",C,2675494,28,candidate,
fl_hb_ptilium_crista_castrensis,птилиум гребенчатый,Ptilium crista-castrensis,knight's plume moss,moss,moss,,true,proposed:flora/moss,CONIFER:2,"conifer_woodland:contextual; hunting_ground:contextual | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,,,"{""winter"":""зелёный под снегом"",""spring"":""вегетирует"",""summer"":""вегетирует"",""autumn"":""вегетирует""}",зелёный под снегом,перистые «страусовые перья» мха в старом ельнике,,не засвидетельствовано для Новгорода XIII в.,,,,not_food,пучок,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/5283780 ; https://en.wikipedia.org/wiki/Ptilium_crista-castrensis",C,5283780,35,candidate,
fl_hb_climacium_dendroides,климациум древовидный,Climacium dendroides,tree moss,moss,moss,,true,proposed:flora/moss,WETMEADOW:2 FEN:2,"bog:contextual; floodplain_meadow:contextual; marshy_stream:contextual | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,,,"{""winter"":""под снегом"",""spring"":""вегетирует"",""summer"":""вегетирует"",""autumn"":""вегетирует""}",под снегом,мох в виде крошечных деревец на сырых лугах,,не засвидетельствовано для Новгорода XIII в.,,,,not_food,пучок,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/2678415 ; https://en.wikipedia.org/wiki/Climacium_dendroides",C,2678415,118,candidate,
fl_hb_aulacomnium_palustre,аулакомниум болотный,Aulacomnium palustre,bog groove-moss,moss,moss,,true,proposed:flora/moss,FEN:4 BOG:2,"bog:common; marshy_stream:common | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,,,"{""winter"":""под снегом"",""spring"":""вегетирует"",""summer"":""вегетирует"",""autumn"":""вегетирует""}",под снегом,желтовато-зелёные мягкие куртины на переходных болотах,,не засвидетельствовано для Новгорода XIII в.,,,,not_food,пучок,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/2675979 ; https://en.wikipedia.org/wiki/Aulacomnium_palustre",C,2675979,25,candidate,
fl_hb_ceratodon_purpureus,цератодон пурпурный,Ceratodon purpureus,redshank moss,moss,moss,,true,proposed:flora/moss,RUDERAL:4 YARDTREE:2,"churchyard:common; monastery_yard:common; orchard_garden:contextual; outbuildings:common; peasant_homestead:common; road:common; rural_yard:common; town_courtyard:common; town_street:common; town_wall_edge:common; village_lane:common | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,,4 5 6,"{""winter"":""бурые подушечки на крышах и кострищах"",""spring"":""плодоносит/спороносит (IV–V)"",""summer"":""плодоносит/спороносит (VI)"",""autumn"":""вегетирует""}",бурые подушечки на крышах и кострищах,"бурая щётка мха на крышах, старых кострищах, у заборов; весной красные ножки",,не засвидетельствовано для Новгорода XIII в.,,,,not_food,горсть,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/5281381 ; https://en.wikipedia.org/wiki/Ceratodon_purpureus",C,5281381,28,candidate,
fl_hb_marchantia_polymorpha,маршанция изменчивая,Marchantia polymorpha,common liverwort,moss,liverwort,,true,proposed:flora/moss,RUDERAL:2 BANK:2,"bridge_crossing:contextual; churchyard:contextual; ferry_landing:contextual; fishing_camp:contextual; lake_shore:contextual; monastery_yard:contextual; outbuildings:contextual; peasant_homestead:contextual; riverbank:contextual; road:contextual; rural_yard:contextual; town_courtyard:contextual; town_street:contextual; town_wall_edge:contextual; village_lane:contextual | seasons: spring,summer,autumn",4 5 6 7 8 9 10 11,,5 6 7,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""плодоносит/спороносит (V)"",""summer"":""плодоносит/спороносит (VI–VII)"",""autumn"":""вегетирует""}",,плоские зелёные лопасти с «зонтиками» на сырой земле и пожарищах,,не засвидетельствовано для Новгорода XIII в.,,,,not_food,горсть,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/2688570 ; https://en.wikipedia.org/wiki/Marchantia_polymorpha",C,2688570,200,candidate,
fl_hb_fontinalis_antipyretica,фонтиналис противопожарный,Fontinalis antipyretica,greater water-moss,moss,aquatic_moss,,true,proposed:flora/moss,WATERSUB:2,"lake_shore:contextual; river_channel:contextual | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,,,"{""winter"":""тёмные пряди колышутся подо льдом у ключей"",""spring"":""вегетирует"",""summer"":""вегетирует"",""autumn"":""вегетирует""}",тёмные пряди колышутся подо льдом у ключей,"длинные тёмные пряди мха, колышущиеся в течении на камнях и сваях",,не засвидетельствовано для Новгорода XIII в.,,,,not_food,горсть,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/2673408 ; https://en.wikipedia.org/wiki/Fontinalis_antipyretica",C,2673408,40,candidate,
fl_hb_cladonia_rangiferina,"кладония оленья (олений мох, ягель)",Cladonia rangiferina,reindeer lichen,lichen,fruticose_lichen,,true,proposed:flora/lichen,PINEDRY:4 BOG:4,"bog:common; conifer_woodland:common | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,,,"{""winter"":""под снегом; на проталинах серые хрусткие подушки"",""spring"":""вегетирует"",""summer"":""вегетирует"",""autumn"":""вегетирует""}","под снегом; на проталинах серые хрусткие подушки","пепельно-серые кустистые подушки, хрустят под ногой в сухую погоду","корм оленям (северные народы; не для Новгорода)",не засвидетельствовано для Новгорода XIII в.,нет,,,famine_food,горсть,"ед. сбора для материализации; количество задаёт код",таёжные болота Вологодской обл. (аналогия),"src:CHKHOBADZE2015 ; https://www.gbif.org/species/8597577 ; https://en.wikipedia.org/wiki/Cladonia_rangiferina",C,8597577,37,candidate,
fl_hb_cladonia_arbuscula,кладония лесная,Cladonia arbuscula,shrubby reindeer lichen,lichen,fruticose_lichen,,true,proposed:flora/lichen,PINEDRY:4 BOG:2,"bog:contextual; conifer_woodland:common | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,,,"{""winter"":""под снегом"",""spring"":""вегетирует"",""summer"":""вегетирует"",""autumn"":""вегетирует""}",под снегом,желтовато-серые кустистые подушки в беломошном бору,,не засвидетельствовано для Новгорода XIII в.,,,,not_food,горсть,"ед. сбора для материализации; количество задаёт код",аналогия (Вологодская обл.),"src:CHKHOBADZE2015 ; https://www.gbif.org/species/10950385 ; https://en.wikipedia.org/wiki/Cladonia_arbuscula",C,10950385,12,candidate,
fl_hb_cladonia_stellaris,кладония звёздчатая,Cladonia stellaris,star-tipped reindeer lichen,lichen,fruticose_lichen,,true,proposed:flora/lichen,PINEDRY:2,"conifer_woodland:contextual | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,,,"{""winter"":""под снегом"",""spring"":""вегетирует"",""summer"":""вегетирует"",""autumn"":""вегетирует""}",под снегом,плотные шапочки-«кочанчики» светлого ягеля в сухих борах,,не засвидетельствовано для Новгорода XIII в.,,,,not_food,горсть,"ед. сбора для материализации; количество задаёт код",общая бореальная экология,"https://www.gbif.org/species/2607712 ; https://en.wikipedia.org/wiki/Cladonia_stellaris",C,2607712,22,candidate,
fl_hb_cladonia_pyxidata,кладония крыночковидная,Cladonia pyxidata,pixie-cup lichen,lichen,cup_lichen,,true,proposed:flora/lichen,DEADWOOD:2 PINEDRY:2,"broadleaf_woodland:contextual; conifer_woodland:contextual; forest_edge:contextual; mixed_woodland:contextual | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,,,"{""winter"":""серо-зелёные «рюмочки» на пнях у проталин"",""spring"":""вегетирует"",""summer"":""вегетирует"",""autumn"":""вегетирует""}",серо-зелёные «рюмочки» на пнях у проталин,крошечные серо-зелёные рюмочки на пнях и песке,,не засвидетельствовано для Новгорода XIII в.,,,,not_food,горсть,"ед. сбора для материализации; количество задаёт код",аналогия (Вологодская обл.),"src:CHKHOBADZE2015 ; https://www.gbif.org/species/2607695 ; https://en.wikipedia.org/wiki/Cladonia_pyxidata",C,2607695,4,candidate,
fl_hb_cetraria_islandica,цетрария исландская (исландский мох),Cetraria islandica,Iceland moss,lichen,fruticose_lichen,,true,proposed:flora/lichen,PINEDRY:2 BOG:2,"bog:contextual; conifer_woodland:contextual | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,,,"{""winter"":""бурые курчавые кустики у проталин"",""spring"":""вегетирует"",""summer"":""вегетирует"",""autumn"":""вегетирует""}",бурые курчавые кустики у проталин,бурые кожистые курчавые лопасти с ресничками в боровом мху,"голодная пища после вымачивания (Скандинавия, позднее; для Руси 1230 не засвидетельствовано)",не засвидетельствовано для Новгорода XIII в.,,,,edible_after_processing,горсть,"ед. сбора для материализации; количество задаёт код",аналогия (Вологодская обл.),"src:CHKHOBADZE2015 ; https://www.gbif.org/species/2605272 ; https://en.wikipedia.org/wiki/Cetraria_islandica",C,2605272,106,candidate,
fl_hb_hypogymnia_physodes,гипогимния вздутая,Hypogymnia physodes,hooded tube lichen,lichen,foliose_lichen,,true,proposed:flora/lichen,EPIPHYTE:8 YARDTREE:4,"bog:ubiquitous; broadleaf_woodland:ubiquitous; churchyard:common; conifer_woodland:ubiquitous; forest_edge:ubiquitous; mixed_woodland:ubiquitous; monastery_yard:common; orchard_garden:common; peasant_homestead:common; rural_yard:common | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,,,"{""winter"":""серо-зелёные розетки на коре хорошо видны зимой"",""spring"":""вегетирует"",""summer"":""вегетирует"",""autumn"":""вегетирует""}",серо-зелёные розетки на коре хорошо видны зимой,"серо-зелёные вздутые лопасти на коре берёз, сосен, жердях изгородей",,не засвидетельствовано для Новгорода XIII в.,,,,not_food,горсть,"ед. сбора для материализации; количество задаёт код","«банальный эпифит» (Вологодская обл., аналогия)","src:CHKHOBADZE2015 ; https://www.gbif.org/species/7247635 ; https://en.wikipedia.org/wiki/Hypogymnia_physodes",C,7247635,311,candidate,
fl_hb_parmelia_sulcata,пармелия бороздчатая,Parmelia sulcata,hammered shield lichen,lichen,foliose_lichen,,true,proposed:flora/lichen,EPIPHYTE:4 YARDTREE:4,"bog:common; broadleaf_woodland:common; churchyard:common; conifer_woodland:common; forest_edge:common; mixed_woodland:common; monastery_yard:common; orchard_garden:common; peasant_homestead:common; rural_yard:common | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,,,"{""winter"":""серые розетки на коре видны зимой"",""spring"":""вегетирует"",""summer"":""вегетирует"",""autumn"":""вегетирует""}",серые розетки на коре видны зимой,серые сетчато-бороздчатые розетки на коре,,не засвидетельствовано для Новгорода XIII в.,,,,not_food,горсть,"ед. сбора для материализации; количество задаёт код",аналогия (Вологодская обл.),"src:CHKHOBADZE2015 ; https://www.gbif.org/species/2605963 ; https://en.wikipedia.org/wiki/Parmelia_sulcata",C,2605963,403,candidate,
fl_hb_evernia_prunastri,эверния сливовая (дубовый мох),Evernia prunastri,oakmoss,lichen,fruticose_lichen,,true,proposed:flora/lichen,EPIPHYTE:2 YARDTREE:2,"bog:contextual; broadleaf_woodland:contextual; churchyard:contextual; conifer_woodland:contextual; forest_edge:contextual; mixed_woodland:contextual; monastery_yard:contextual; orchard_garden:contextual; peasant_homestead:contextual; rural_yard:contextual | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,,,"{""winter"":""зеленовато-серые кустики на ветвях"",""spring"":""вегетирует"",""summer"":""вегетирует"",""autumn"":""вегетирует""}",зеленовато-серые кустики на ветвях,мягкие ремневидные кустики на ветвях лиственных деревьев,,не засвидетельствовано для Новгорода XIII в.,,,,not_food,горсть,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/2605261 ; https://en.wikipedia.org/wiki/Evernia_prunastri",C,2605261,269,candidate,
fl_hb_pseudevernia_furfuracea,псевдэверния шелушащаяся,Pseudevernia furfuracea,tree moss (lichen),lichen,fruticose_lichen,,true,proposed:flora/lichen,EPIPHYTE:4,"bog:common; broadleaf_woodland:common; conifer_woodland:common; forest_edge:common; mixed_woodland:common | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,,,"{""winter"":""серые кустики на ветвях сосен и елей"",""spring"":""вегетирует"",""summer"":""вегетирует"",""autumn"":""вегетирует""}",серые кустики на ветвях сосен и елей,серые оленерогие кустики на ветвях хвойных и берёз,,не засвидетельствовано для Новгорода XIII в.,,,,not_food,горсть,"ед. сбора для материализации; количество задаёт код",аналогия (Вологодская обл.),"src:CHKHOBADZE2015 ; https://www.gbif.org/species/10932974 ; https://en.wikipedia.org/wiki/Pseudevernia_furfuracea",C,10932974,151,candidate,
fl_hb_usnea_hirta,уснея шершавая (бородач),Usnea hirta,bristly beard lichen,lichen,fruticose_lichen,,true,proposed:flora/lichen,EPIPHYTE:2,"bog:contextual; broadleaf_woodland:contextual; conifer_woodland:contextual; forest_edge:contextual; mixed_woodland:contextual | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,,,"{""winter"":""пучки на ветвях видны зимой"",""spring"":""вегетирует"",""summer"":""вегетирует"",""autumn"":""вегетирует""}",пучки на ветвях видны зимой,серо-зелёные «бороды» на сухих ветвях старых деревьев,,не засвидетельствовано для Новгорода XIII в.,,,,not_food,горсть,"ед. сбора для материализации; количество задаёт код",аналогия (Вологодская обл.),"src:CHKHOBADZE2015 ; https://www.gbif.org/species/2606030 ; https://en.wikipedia.org/wiki/Usnea_hirta",C,2606030,11,candidate,
fl_hb_bryoria_furcellata,бриория вильчатая (конский волос),Bryoria furcellata,horsehair lichen,lichen,fruticose_lichen,,true,proposed:flora/lichen,EPIPHYTE:2,"bog:contextual; broadleaf_woodland:contextual; conifer_woodland:contextual; forest_edge:contextual; mixed_woodland:contextual | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,,,"{""winter"":""тёмные космы на еловых ветвях"",""spring"":""вегетирует"",""summer"":""вегетирует"",""autumn"":""вегетирует""}",тёмные космы на еловых ветвях,тёмно-бурые спутанные космы на нижних ветвях старых елей,,не засвидетельствовано для Новгорода XIII в.,,,,not_food,горсть,"ед. сбора для материализации; количество задаёт код",аналогия (Вологодская обл.),"src:CHKHOBADZE2015 ; https://www.gbif.org/species/2606550 ; https://en.wikipedia.org/wiki/Bryoria",C,2606550,0,candidate,
fl_hb_vulpicida_pinastri,вульпицида сосновая,Vulpicida pinastri,powdered sunshine lichen,lichen,foliose_lichen,,true,proposed:flora/lichen,EPIPHYTE:2,"bog:contextual; broadleaf_woodland:contextual; conifer_woodland:contextual; forest_edge:contextual; mixed_woodland:contextual | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,,,"{""winter"":""ярко-жёлтые пятнышки на коре заметны зимой"",""spring"":""вегетирует"",""summer"":""вегетирует"",""autumn"":""вегетирует""}",ярко-жёлтые пятнышки на коре заметны зимой,маленькие ярко-лимонные лопасти у основания сосен,,не засвидетельствовано для Новгорода XIII в.,,,,not_food,горсть,"ед. сбора для материализации; количество задаёт код",аналогия (Вологодская обл.),"src:CHKHOBADZE2015 ; https://www.gbif.org/species/2605831 ; https://en.wikipedia.org/wiki/Vulpicida_pinastri",C,2605831,111,candidate,
