fl_id,name_ru,name_lat,name_en,kind,subkind,life_form,region_id,universal_taxon,category_ref,habitat_classes,habitat_presence,ripening_months,ripening_period,allowed_seasons,refresh_class,visible_months,flowering_months,phenology_by_season,winter_look,perceptual_cues,uses,medicinal_practice_epoch,edibility,toxicity,lookalike_ids,lookalikes,preparation_needed,yield_unit,yield_note,food_ingredient_ref,evidence_1230,source_refs,confidence,gbif_usage_key,gbif_nw_count,gbif_nw_obs_months,status,notes
fl_br_vaccinium_myrtillus,черника,Vaccinium myrtillus,bilberry,berry,berry,dwarf_shrub,,true,proposed:flora/berry,CONIFER:8 MIXED:4 PINEDRY:2 BOG:1,"bog:rare; conifer_woodland:ubiquitous; hunting_ground:ubiquitous; mixed_woodland:common | seasons: winter,spring,summer,autumn",7 8,VII–VIII,summer,season,1 2 3 4 5 6 7 8 9 10 11 12,5 6,"{""winter"":""зелёные ребристые веточки без листьев торчат из снега"",""spring"":""цветёт/колосится (V)"",""summer"":""цветёт/колосится (VI); ягоды созревают (VII–VIII)"",""autumn"":""вегетирует""}",зелёные ребристые веточки без листьев торчат из снега,"сплошной черничник под елями и соснами; сизо-чёрные ягоды красят пальцы и губы","свежая ягода;сушка (MASTER B)",не засвидетельствовано для Новгорода XIII в.,edible_fresh,,fl_hb_paris_quadrifolia fl_hb_solanum_nigrum fl_br_vaccinium_uliginosum,"fl_hb_paris_quadrifolia,fl_hb_solanum_nigrum,fl_br_vaccinium_uliginosum: ядовитый вороний глаз, паслён; сходная голубика",нет,"лукошко;горсть","ед. сбора для материализации; количество задаёт код",master:data/world-catalogs/novgorod/sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv#ING0061,"Троицкий раскоп (WK); ул. Боркова, сер. XIII в.","wk:claim:troitsky-bilberry-incidence-indicates-northern-heath-clearing-exploitation ; src:BORKOVA2024 ; src:NEWS53_BORKOVA ; master:data/world-catalogs/novgorod/sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv#ING0061 ; https://www.gbif.org/species/2882833 ; https://en.wikipedia.org/wiki/Vaccinium_myrtillus",A,2882833,1233,5 6 7 8,candidate,
fl_fu_flammulina_velutipes,опёнок зимний,Flammulina velutipes,velvet shank,fungus,fungus_agaric,wood_decay,,true,proposed:flora/fungus_agaric,DEADWOOD:4 BANK:2,"bridge_crossing:contextual; broadleaf_woodland:common; conifer_woodland:common; ferry_landing:contextual; fishing_camp:contextual; forest_edge:common; lake_shore:contextual; mixed_woodland:common; riverbank:contextual | seasons: winter,autumn",9 10 11 12,IX–XII,winter autumn,season,1 2 3 9 10 11 12,,"{""winter"":""плодовые тела (XII); оранжевые липкие шляпки на ивах и осинах видны в оттепель, даже при снеге"",""spring"":""надземной части не видно (ещё не появилась или отмерла)"",""summer"":""надземной части не видно (ещё не появилась или отмерла)"",""autumn"":""плодовые тела (IX–XI)""}","оранжевые липкие шляпки на ивах и осинах видны в оттепель, даже при снеге","оранжевые слизистые шляпки с бархатной тёмной ножкой на ивах у воды, поздней осенью и в оттепели",еда: варка,не засвидетельствовано для Новгорода XIII в.,edible_fresh,,fl_fu_galerina_marginata,fl_fu_galerina_marginata: галерина,варка,лукошко,"ед. сбора для материализации; количество задаёт код",master:data/world-catalogs/novgorod/sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv#ING0058,"Калинина 2020: Новгородская обл., IX–XII, часто","src:KALININA2020 ; https://www.gbif.org/species/3341441 ; https://en.wikipedia.org/wiki/Flammulina_velutipes",B,3341441,4,,candidate,плодоносит в оттепели зимой
fl_fu_pleurotus_ostreatus,вёшенка обыкновенная,Pleurotus ostreatus,oyster mushroom,fungus,fungus_agaric,wood_decay,,true,proposed:flora/fungus_agaric,DEADWOOD:2,"broadleaf_woodland:contextual; conifer_woodland:contextual; forest_edge:contextual; mixed_woodland:contextual | seasons: winter,autumn",9 10 11,IX–XI,autumn,season,9 10 11 12,,"{""winter"":""зимний облик: см. perceptual_cues"",""spring"":""надземной части не видно (ещё не появилась или отмерла)"",""summer"":""надземной части не видно (ещё не появилась или отмерла)"",""autumn"":""плодовые тела (IX–XI)""}",,серые «ушки» черепицей на сухостое лиственных деревьев,еда: варка,не засвидетельствовано для Новгорода XIII в.,edible_fresh,,,,варка,лукошко,"ед. сбора для материализации; количество задаёт код",master:data/world-catalogs/novgorod/sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv#ING0058,"Калинина 2020: Ленинградская обл., редко","src:KALININA2020 ; https://www.gbif.org/species/2526530 ; https://en.wikipedia.org/wiki/Pleurotus_ostreatus",C,2526530,40,9 10 11,candidate,
fl_fu_coprinus_comatus,навозник белый,Coprinus comatus,shaggy ink cap,fungus,fungus_agaric,saprotroph,,true,proposed:flora/fungus_agaric,RUDERAL:2 PASTURE:2,"churchyard:contextual; monastery_yard:contextual; outbuildings:contextual; pasture:contextual; peasant_homestead:contextual; road:contextual; rural_yard:contextual; town_courtyard:contextual; town_street:contextual; town_wall_edge:contextual; village_lane:contextual | seasons: summer,autumn",6 7 8 9 10,VI–X,summer autumn,season,6 7 8 9 10,,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""надземной части не видно (ещё не появилась или отмерла)"",""summer"":""плодовые тела (VI–VIII)"",""autumn"":""плодовые тела (IX–X)""}",,"белые лохматые «свечи» на унавоженной земле, быстро растекаются в чёрную жижу",еда только молодым (реконструкция),не засвидетельствовано для Новгорода XIII в.,edible_fresh,,,,варка сразу после сбора,горсть,"ед. сбора для материализации; количество задаёт код",,"Калинина 2020: Новгородская обл., единственная находка","src:KALININA2020 ; https://www.gbif.org/species/7987658 ; https://en.wikipedia.org/wiki/Coprinus_comatus",C,7987658,276,8 9 10,candidate,
fl_fu_gyromitra_esculenta,строчок обыкновенный,Gyromitra esculenta,false morel,fungus,fungus_ascomycete,saprotroph,,true,proposed:flora/fungus_ascomycete,PINEDRY:4 EDGE:2,"conifer_woodland:common; forest_edge:contextual; forest_track:contextual | seasons: spring",4 5,IV–V,spring,season,4 5,,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""плодовые тела (IV–V)"",""summer"":""надземной части не видно (ещё не появилась или отмерла)"",""autumn"":""надземной части не видно (ещё не появилась или отмерла)""}",,бурая морщинистая «мозговидная» шляпка весной на песчаных вырубках,,не засвидетельствовано для Новгорода XIII в.,poisonous,сырой и плохо отваренный смертельно ядовит (гиромитрин),fl_fu_morchella_esculenta,fl_fu_morchella_esculenta: сморчок,опасен при любой обработке,корзина,"ед. сбора для материализации; количество задаёт код",,современный ареал,"https://www.gbif.org/species/5258510 ; https://en.wikipedia.org/wiki/Gyromitra_esculenta",C,5258510,47,4 5,candidate,"весенний гриб; не делать безопасной едой"
fl_fu_morchella_esculenta,сморчок съедобный,Morchella esculenta,morel,fungus,fungus_ascomycete,saprotroph,,true,proposed:flora/fungus_ascomycete,BROADLEAF:2 EDGE:2 GARDEN:1,"broadleaf_woodland:contextual; forest_edge:contextual; forest_track:contextual; orchard_garden:rare | seasons: spring",4 5,IV–V,spring,season,4 5,,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""плодовые тела (IV–V)"",""summer"":""надземной части не видно (ещё не появилась или отмерла)"",""autumn"":""надземной части не видно (ещё не появилась или отмерла)""}",,ячеистая шляпка-соты на полой ножке весной в лиственных лесах,еда после отваривания (реконструкция),не засвидетельствовано для Новгорода XIII в.,edible_after_processing,сырой вреден,fl_fu_gyromitra_esculenta,fl_fu_gyromitra_esculenta: строчок,"отваривание, отвар сливают",лукошко,"ед. сбора для материализации; количество задаёт код",,современный ареал,"https://www.gbif.org/species/2594602 ; https://en.wikipedia.org/wiki/Morchella_esculenta",C,2594602,8,,candidate,
fl_fu_lycoperdon_perlatum,дождевик шиповатый,Lycoperdon perlatum,common puffball,fungus,fungus_gasteroid,saprotroph,,true,proposed:flora/fungus_gasteroid,MIXED:4 CONIFER:2 EDGE:2 PASTURE:2,"conifer_woodland:contextual; forest_edge:contextual; forest_track:contextual; hunting_ground:common; mixed_woodland:common; pasture:contextual | seasons: summer,autumn",7 8 9 10,VII–X,summer autumn,season,7 8 9 10,,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""надземной части не видно (ещё не появилась или отмерла)"",""summer"":""плодовые тела (VII–VIII)"",""autumn"":""плодовые тела (IX–X)""}",,"белые шарики в шипиках; старые выпускают облако бурой пыли при нажатии",еда только молодым с белой мякотью (реконструкция),не засвидетельствовано для Новгорода XIII в.,edible_fresh,,fl_fu_amanita_phalloides fl_fu_scleroderma_citrinum,"fl_fu_amanita_phalloides: «яйцо» молодой поганки; fl_fu_scleroderma_citrinum: ложнодождевик",варка,горсть,"ед. сбора для материализации; количество задаёт код",,современный ареал,"https://www.gbif.org/species/5243258 ; https://en.wikipedia.org/wiki/Lycoperdon_perlatum",C,5243258,52,8 9 10,candidate,
fl_fu_scleroderma_citrinum,ложнодождевик обыкновенный,Scleroderma citrinum,common earthball,fungus,fungus_gasteroid,mycorrhizal,,true,proposed:flora/fungus_gasteroid,PINEDRY:2 MIXED:2,"conifer_woodland:contextual; hunting_ground:contextual; mixed_woodland:contextual | seasons: summer,autumn",7 8 9 10,VII–X,summer autumn,season,7 8 9 10,,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""надземной части не видно (ещё не появилась или отмерла)"",""summer"":""плодовые тела (VII–VIII)"",""autumn"":""плодовые тела (IX–X)""}",,жёсткий желтоватый клубень с тёмной мраморной мякотью,,не засвидетельствовано для Новгорода XIII в.,poisonous,ядовит,fl_fu_lycoperdon_perlatum,fl_fu_lycoperdon_perlatum: дождевик,,,,,современный ареал,"https://www.gbif.org/species/5239982 ; https://en.wikipedia.org/wiki/Scleroderma_citrinum",C,5239982,4,,candidate,
fl_fu_cortinarius_caperatus,колпак кольчатый,Cortinarius caperatus,gypsy mushroom,fungus,fungus_agaric,mycorrhizal,,true,proposed:flora/fungus_agaric,CONIFER:2 PINEDRY:2,"conifer_woodland:contextual; hunting_ground:contextual | seasons: summer,autumn",8 9 10,VIII–X,summer autumn,season,7 8 9 10,,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""надземной части не видно (ещё не появилась или отмерла)"",""summer"":""плодовые тела (VIII)"",""autumn"":""плодовые тела (IX–X)""}",,"соломенная шляпка «в инее», плёнчатое кольцо; в черничных борах",еда: варка,не засвидетельствовано для Новгорода XIII в.,edible_fresh,,fl_fu_cortinarius_rubellus,fl_fu_cortinarius_rubellus: паутинники,варка,лукошко,"ед. сбора для материализации; количество задаёт код",master:data/world-catalogs/novgorod/sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv#ING0058,современный ареал,"https://www.gbif.org/species/2529415 ; https://en.wikipedia.org/wiki/Cortinarius_caperatus",C,2529415,33,7 8 9,candidate,
fl_fu_paxillus_involutus,свинушка тонкая,Paxillus involutus,brown roll-rim,fungus,fungus_agaric,mycorrhizal,,true,proposed:flora/fungus_agaric,MIXED:4 CONIFER:2 EDGE:2,"conifer_woodland:contextual; forest_edge:contextual; forest_track:contextual; hunting_ground:common; mixed_woodland:common | seasons: summer,autumn",7 8 9 10,VII–X,summer autumn,season,7 8 9 10,,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""надземной части не видно (ещё не появилась или отмерла)"",""summer"":""плодовые тела (VII–VIII)"",""autumn"":""плодовые тела (IX–X)""}",,"бурая шляпка с подвёрнутым краем, пластинки буреют от нажатия",,не засвидетельствовано для Новгорода XIII в.,poisonous,ядовит: повторное употребление вызывает тяжёлый иммунный гемолиз,fl_fu_lactarius_resimus fl_fu_lactarius_necator,"fl_fu_lactarius_resimus,fl_fu_lactarius_necator: грузди (у свинушки нет млечного сока)",,,,,"Калинина 2020: Новгородская обл., редко (широколиств.)","src:KALININA2020 ; https://www.gbif.org/species/5240002 ; https://en.wikipedia.org/wiki/Paxillus_involutus",B,5240002,51,8 9 10,candidate,традиционно считалась съедобной — опасное заблуждение
fl_fu_amanita_phalloides,бледная поганка,Amanita phalloides,death cap,fungus,fungus_agaric,mycorrhizal,,true,proposed:flora/fungus_agaric,BROADLEAF:1 MIXED:1,"broadleaf_woodland:rare; hunting_ground:rare; mixed_woodland:rare | seasons: summer,autumn",8 9,VIII–IX,summer autumn,season,8 9,,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""надземной части не видно (ещё не появилась или отмерла)"",""summer"":""плодовые тела (VIII)"",""autumn"":""плодовые тела (IX)""}",,"зеленовато-оливковая шляпка, белые пластинки, кольцо и мешковидная вольва у основания",,не засвидетельствовано для Новгорода XIII в.,poisonous,"смертельно ядовита (аматоксины); симптомы через 6–24 ч",fl_fu_russula_vesca fl_fu_lycoperdon_perlatum,"fl_fu_russula_vesca,fl_fu_lycoperdon_perlatum: зеленоватые сыроежки, молодые «яйца» как дождевик",,,,,"Калинина 2020: только Ленинградская и Псковская обл., редко (в дубравах)","src:KALININA2020 ; https://www.gbif.org/species/5240325 ; https://en.wikipedia.org/wiki/Amanita_phalloides",C,5240325,11,,candidate,"в Новгородской земле — редко, в широколиственных"
fl_fu_amanita_virosa,мухомор вонючий (белая поганка),Amanita virosa,destroying angel,fungus,fungus_agaric,mycorrhizal,,true,proposed:flora/fungus_agaric,CONIFER:1 MIXED:1,"conifer_woodland:rare; hunting_ground:rare; mixed_woodland:rare | seasons: summer,autumn",7 8 9,VII–IX,summer autumn,season,7 8 9,,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""надземной части не видно (ещё не появилась или отмерла)"",""summer"":""плодовые тела (VII–VIII)"",""autumn"":""плодовые тела (IX)""}",,"чисто-белый гриб с кольцом, чешуйчатой ножкой и вольвой; неприятный запах",,не засвидетельствовано для Новгорода XIII в.,poisonous,смертельно ядовит (аматоксины),fl_fu_russula_vesca,fl_fu_russula_vesca: белые сыроежки,,,,,"Калинина 2020: Ленинградская обл., единственная находка","src:KALININA2020 ; https://www.gbif.org/species/5240323 ; https://en.wikipedia.org/wiki/Amanita_virosa",C,5240323,16,,candidate,
fl_fu_amanita_muscaria,мухомор красный,Amanita muscaria,fly agaric,fungus,fungus_agaric,mycorrhizal,,true,proposed:flora/fungus_agaric,MIXED:4 CONIFER:4 BROADLEAF:2,"broadleaf_woodland:contextual; conifer_woodland:common; hunting_ground:common; mixed_woodland:common | seasons: summer,autumn",8 9,VIII–IX,summer autumn,season,8 9 10,,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""надземной части не видно (ещё не появилась или отмерла)"",""summer"":""плодовые тела (VIII)"",""autumn"":""плодовые тела (IX)""}",,"ярко-красная шляпка в белых хлопьях, кольцо на ножке; у берёз и елей",,не засвидетельствовано для Новгорода XIII в.,poisonous,"ядовит (иботеновая кислота, мусцимол)",fl_fu_russula_emetica,fl_fu_russula_emetica: красные шляпки сыроежек (без хлопьев и кольца),,,,,"Калинина 2020: Новгородская обл., VIII–IX, часто","src:KALININA2020 ; https://www.gbif.org/species/8168319 ; https://en.wikipedia.org/wiki/Amanita_muscaria",B,8168319,433,8 9 10,candidate,использование как «мухомора» (от мух) для 1230 не засвидетельствовано
fl_fu_amanita_pantherina,мухомор пантерный,Amanita pantherina,panther cap,fungus,fungus_agaric,mycorrhizal,,true,proposed:flora/fungus_agaric,MIXED:1 PINEDRY:1,"conifer_woodland:rare; hunting_ground:rare; mixed_woodland:rare | seasons: summer,autumn",7 8 9,VII–IX,summer autumn,season,7 8 9,,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""надземной части не видно (ещё не появилась или отмерла)"",""summer"":""плодовые тела (VII–VIII)"",""autumn"":""плодовые тела (IX)""}",,"бурая шляпка в белых бородавках, край ребристый",,не засвидетельствовано для Новгорода XIII в.,poisonous,ядовит,fl_fu_russula_vesca,fl_fu_russula_vesca: бурые сыроежки,,,,,современный ареал,"https://www.gbif.org/species/8961574 ; https://en.wikipedia.org/wiki/Amanita_pantherina",C,8961574,28,7 8 9,candidate,
fl_fu_galerina_marginata,галерина окаймлённая,Galerina marginata,funeral bell,fungus,fungus_agaric,wood_decay,,true,proposed:flora/fungus_agaric,DEADWOOD:4,"broadleaf_woodland:common; conifer_woodland:common; forest_edge:common; mixed_woodland:common | seasons: summer,autumn",7 8 9 10,VII–X,summer autumn,season,7 8 9 10,,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""надземной части не видно (ещё не появилась или отмерла)"",""summer"":""плодовые тела (VII–VIII)"",""autumn"":""плодовые тела (IX–X)""}",,"мелкие медово-бурые шляпки на гнилой древесине, тонкое кольцо",,не засвидетельствовано для Новгорода XIII в.,poisonous,смертельно ядовита (аматоксины),fl_fu_kuehneromyces_mutabilis fl_fu_armillaria_borealis fl_fu_flammulina_velutipes,"fl_fu_kuehneromyces_mutabilis,fl_fu_armillaria_borealis,fl_fu_flammulina_velutipes: опята",,,,,"Калинина 2020: Новгородская обл., VII–X, часто","src:KALININA2020 ; https://www.gbif.org/species/8118872 ; https://en.wikipedia.org/wiki/Galerina_marginata",B,8118872,5,,candidate,
fl_fu_hypholoma_fasciculare,ложноопёнок серно-жёлтый,Hypholoma fasciculare,sulphur tuft,fungus,fungus_agaric,wood_decay,,true,proposed:flora/fungus_agaric,DEADWOOD:4,"broadleaf_woodland:common; conifer_woodland:common; forest_edge:common; mixed_woodland:common | seasons: summer,autumn",8 9 10,VIII–X,summer autumn,season,6 7 8 9 10 11,,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""надземной части не видно (ещё не появилась или отмерла)"",""summer"":""плодовые тела (VIII)"",""autumn"":""плодовые тела (IX–X)""}",,"серно-жёлтые пучки на пнях, зеленоватые пластинки, горький вкус",,не засвидетельствовано для Новгорода XIII в.,poisonous,ядовит,fl_fu_armillaria_borealis,fl_fu_armillaria_borealis: осенний опёнок,,,,,"Калинина 2020: Ленинградская обл., VIII–IX, нередко","src:KALININA2020 ; https://www.gbif.org/species/3293632 ; https://en.wikipedia.org/wiki/Hypholoma_fasciculare",B,3293632,19,,candidate,
fl_fu_cortinarius_rubellus,паутинник красивейший,Cortinarius rubellus,deadly webcap,fungus,fungus_agaric,mycorrhizal,,true,proposed:flora/fungus_agaric,CONIFER:1 BOG:1,"bog:rare; conifer_woodland:rare; hunting_ground:rare | seasons: summer,autumn",8 9 10,VIII–X,summer autumn,season,8 9 10,,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""надземной части не видно (ещё не появилась или отмерла)"",""summer"":""плодовые тела (VIII)"",""autumn"":""плодовые тела (IX–X)""}",,"рыжевато-бурая шляпка с бугорком, ржавые пластинки, ножка с полосками; в сырых ельниках",,не засвидетельствовано для Новгорода XIII в.,poisonous,смертельно ядовит (орелланин): поражение почек через дни,fl_fu_cortinarius_caperatus,fl_fu_cortinarius_caperatus: колпак,,,,,современный ареал,"https://www.gbif.org/species/2528663 ; https://en.wikipedia.org/wiki/Cortinarius_rubellus",C,2528663,1,,candidate,
fl_fu_tricholoma_equestre,зеленушка,Tricholoma equestre,man on horseback,fungus,fungus_agaric,mycorrhizal,,true,proposed:flora/fungus_agaric,PINEDRY:2,conifer_woodland:contextual | seasons: autumn,9 10 11,IX–XI,autumn,season,9 10 11,,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""надземной части не видно (ещё не появилась или отмерла)"",""summer"":""надземной части не видно (ещё не появилась или отмерла)"",""autumn"":""плодовые тела (IX–XI)""}",,"зеленовато-жёлтая шляпка в песке молодых сосняков, жёлтые пластинки",,не засвидетельствовано для Новгорода XIII в.,poisonous,"при частом употреблении описаны тяжёлые поражения мышц; не считать безопасной",fl_fu_amanita_phalloides,fl_fu_amanita_phalloides: зеленоватые шляпки бледной поганки (у поганки кольцо и вольва),,,,,современный ареал,"https://www.gbif.org/species/3324883 ; https://en.wikipedia.org/wiki/Tricholoma_equestre",C,3324883,15,,candidate,
fl_fu_entoloma_sinuatum,энтолома ядовитая,Entoloma sinuatum,livid pinkgill,fungus,fungus_agaric,mycorrhizal,,true,proposed:flora/fungus_agaric,BROADLEAF:1,"broadleaf_woodland:rare | seasons: summer,autumn",8 9,VIII–IX,summer autumn,season,8 9,,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""надземной части не видно (ещё не появилась или отмерла)"",""summer"":""плодовые тела (VIII)"",""autumn"":""плодовые тела (IX)""}",,"крупная серая шляпка, желтоватые затем розовые пластинки, мучной запах",,не засвидетельствовано для Новгорода XIII в.,poisonous,ядовита (тяжёлое расстройство ЖКТ),,"съедобные рядовки и говорушки (в таблице нет); розовые пластинки у зрелых",,,,,"Калинина 2020: Псковская обл. (Локнянский, Новосокольнический р-ны), редко; находки в Новгородской области у Калининой нет (прежняя запись была ошибкой парсера, см. VERIFICATION.md)","src:KALININA2020 ; https://www.gbif.org/species/2539308 ; https://en.wikipedia.org/wiki/Entoloma_sinuatum",C,2539308,0,,candidate,
fl_fu_fomes_fomentarius,трутовик настоящий,Fomes fomentarius,tinder fungus,fungus,fungus_bracket,wood_decay,,true,proposed:flora/fungus_bracket,DEADWOOD:8 EPIPHYTE:4,"bog:common; broadleaf_woodland:ubiquitous; conifer_woodland:ubiquitous; forest_edge:ubiquitous; mixed_woodland:ubiquitous | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,II–I,winter spring summer autumn,season,1 2 3 4 5 6 7 8 9 10 11 12,,"{""winter"":""плодовые тела (XII–III); серые копыта на берёзах видны круглый год"",""spring"":""плодовые тела (IV–V)"",""summer"":""плодовые тела (VI–VIII)"",""autumn"":""плодовые тела (IX–XI)""}",серые копыта на берёзах видны круглый год,серые копытообразные наросты на стволах берёз,"трут для огнива (общеевропейская практика; для Новгорода реконструкция)",не засвидетельствовано для Новгорода XIII в.,not_food,,,,,штука,"ед. сбора для материализации; количество задаёт код",,современный ареал,"https://www.gbif.org/species/8068867 ; https://en.wikipedia.org/wiki/Fomes_fomentarius",C,8068867,281,3 4 5 10,candidate,
fl_fu_fomitopsis_betulina,берёзовая губка,Fomitopsis betulina,birch polypore,fungus,fungus_bracket,wood_decay,,true,proposed:flora/fungus_bracket,DEADWOOD:4 EPIPHYTE:2,"bog:contextual; broadleaf_woodland:common; conifer_woodland:common; forest_edge:common; mixed_woodland:common | seasons: winter,spring,summer,autumn",8 9 10,VIII–X,summer autumn,season,1 2 3 4 5 6 7 8 9 10 11 12,,"{""winter"":""старые белёсые «лепёшки» на сухих берёзах видны зимой"",""spring"":""вегетирует"",""summer"":""плодовые тела (VIII)"",""autumn"":""плодовые тела (IX–X)""}",старые белёсые «лепёшки» на сухих берёзах видны зимой,белые округлые «подушки» на мёртвых берёзах,,не засвидетельствовано для Новгорода XIII в.,not_food,,,,,штука,"ед. сбора для материализации; количество задаёт код",,современный ареал,"https://www.gbif.org/species/9819973 ; https://en.wikipedia.org/wiki/Fomitopsis_betulina",C,9819973,172,3 4 8 9 10,candidate,
fl_fu_inonotus_obliquus,чага (трутовик скошенный),Inonotus obliquus,chaga,fungus,fungus_bracket,wood_decay,,true,proposed:flora/fungus_bracket,EPIPHYTE:2 MIXED:2,"bog:contextual; broadleaf_woodland:contextual; conifer_woodland:contextual; forest_edge:contextual; hunting_ground:contextual; mixed_woodland:contextual | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,II–I,winter spring summer autumn,season,1 2 3 4 5 6 7 8 9 10 11 12,,"{""winter"":""плодовые тела (XII–III); чёрные растрескавшиеся наросты на живых берёзах видны зимой"",""spring"":""плодовые тела (IV–V)"",""summer"":""плодовые тела (VI–VIII)"",""autumn"":""плодовые тела (IX–XI)""}",чёрные растрескавшиеся наросты на живых берёзах видны зимой,чёрный угольный нарост с рыжей сердцевиной на стволе живой берёзы,,не засвидетельствовано для Новгорода XIII в.,not_food,,,,,штука,"ед. сбора для материализации; количество задаёт код",,современный ареал,"https://www.gbif.org/species/2521089 ; https://en.wikipedia.org/wiki/Inonotus_obliquus",C,2521089,117,3 5 8 10,candidate,употребление как напитка в XIII в. не засвидетельствовано (легенды позднее)
fl_fu_laetiporus_sulphureus,трутовик серно-жёлтый,Laetiporus sulphureus,chicken of the woods,fungus,fungus_bracket,wood_decay,,true,proposed:flora/fungus_bracket,BROADLEAF:1 BANK:1,"bridge_crossing:rare; broadleaf_woodland:rare; ferry_landing:rare; fishing_camp:rare; lake_shore:rare; riverbank:rare | seasons: spring,summer,autumn",6 7 8 9,VI–IX,summer autumn,season,5 6 7 8 9,,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""плодовые тела (VI–VIII)"",""autumn"":""плодовые тела (IX)""}",,ярусы сочных оранжево-жёлтых «языков» на старых ивах и дубах,еда молодым после отваривания (реконструкция),не засвидетельствовано для Новгорода XIII в.,edible_after_processing,сырой вызывает расстройство,,,отваривание,штука,"ед. сбора для материализации; количество задаёт код",,современный ареал,"https://www.gbif.org/species/9072021 ; https://en.wikipedia.org/wiki/Laetiporus_sulphureus",C,9072021,329,5 6 8 9,candidate,
fl_fu_claviceps_purpurea,спорынья,Claviceps purpurea,ergot,fungus,fungus_ascomycete,parasite,,true,proposed:flora/fungus_ascomycete,RYEHEAD:2,arable_field:contextual | seasons: summer,7 8,VII–VIII,summer,season,7 8,,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""надземной части не видно (ещё не появилась или отмерла)"",""summer"":""плодовые тела (VII–VIII)"",""autumn"":""надземной части не видно (ещё не появилась или отмерла)""}",,"тёмно-фиолетовые рожки вместо зёрен в колосьях ржи, чаще после сырого лета",,не засвидетельствовано для Новгорода XIII в.,poisonous,"очень ядовита: отравление хлебом с примесью рожков (эрготизм — судороги, гангрена)",fl_cu_secale_cereale,fl_cu_secale_cereale: зерно ржи,,горсть,"ед. сбора для материализации; количество задаёт код",,"общая фитопатология ржи; для Новгорода XIII в. находок в выборке нет","https://www.gbif.org/species/9378152 ; https://en.wikipedia.org/wiki/Claviceps_purpurea",C,9378152,4,,candidate,опасность для голодного хлеба 1230 г. — реконструкция
