fl_id,name_ru,month,month_roman,season,field_state,rule,confidence,status
fl_cu_daucus_carota,морковь,12,XII,winter,поле под снегом (жнивьё или пар),derived: sow=V flow= harvest=IX,C,candidate
fl_cu_cucumis_sativus,огурец,1,I,winter,поле под снегом (жнивьё или пар),derived: sow=V–VI flow= harvest=VII–VIII,C,candidate
fl_cu_cucumis_sativus,огурец,2,II,winter,поле под снегом (жнивьё или пар),derived: sow=V–VI flow= harvest=VII–VIII,C,candidate
fl_cu_cucumis_sativus,огурец,3,III,winter,поле под снегом (жнивьё или пар),derived: sow=V–VI flow= harvest=VII–VIII,C,candidate
fl_cu_cucumis_sativus,огурец,4,IV,spring,жнивьё или пар,derived: sow=V–VI flow= harvest=VII–VIII,C,candidate
fl_cu_cucumis_sativus,огурец,5,V,spring,"сев, всходы",derived: sow=V–VI flow= harvest=VII–VIII,C,candidate
fl_cu_cucumis_sativus,огурец,6,VI,summer,"сев, всходы",derived: sow=V–VI flow= harvest=VII–VIII,C,candidate
fl_cu_cucumis_sativus,огурец,7,VII,summer,"созревание, жатва/уборка",derived: sow=V–VI flow= harvest=VII–VIII,C,candidate
fl_cu_cucumis_sativus,огурец,8,VIII,summer,"созревание, жатва/уборка",derived: sow=V–VI flow= harvest=VII–VIII,C,candidate
fl_cu_cucumis_sativus,огурец,9,IX,autumn,жнивьё или пар,derived: sow=V–VI flow= harvest=VII–VIII,C,candidate
fl_cu_cucumis_sativus,огурец,10,X,autumn,жнивьё или пар,derived: sow=V–VI flow= harvest=VII–VIII,C,candidate
fl_cu_cucumis_sativus,огурец,11,XI,autumn,жнивьё или пар,derived: sow=V–VI flow= harvest=VII–VIII,C,candidate
fl_cu_cucumis_sativus,огурец,12,XII,winter,поле под снегом (жнивьё или пар),derived: sow=V–VI flow= harvest=VII–VIII,C,candidate
fl_cu_armoracia_rusticana,хрен,1,I,winter,поле под снегом (жнивьё или пар),derived: sow=IV–V flow= harvest=IX–X,C,candidate
fl_cu_armoracia_rusticana,хрен,2,II,winter,поле под снегом (жнивьё или пар),derived: sow=IV–V flow= harvest=IX–X,C,candidate
fl_cu_armoracia_rusticana,хрен,3,III,winter,поле под снегом (жнивьё или пар),derived: sow=IV–V flow= harvest=IX–X,C,candidate
fl_cu_armoracia_rusticana,хрен,4,IV,spring,"сев, всходы",derived: sow=IV–V flow= harvest=IX–X,C,candidate
fl_cu_armoracia_rusticana,хрен,5,V,spring,"сев, всходы",derived: sow=IV–V flow= harvest=IX–X,C,candidate
fl_cu_armoracia_rusticana,хрен,6,VI,summer,всходы и рост,derived: sow=IV–V flow= harvest=IX–X,C,candidate
fl_cu_armoracia_rusticana,хрен,7,VII,summer,всходы и рост,derived: sow=IV–V flow= harvest=IX–X,C,candidate
fl_cu_armoracia_rusticana,хрен,8,VIII,summer,всходы и рост,derived: sow=IV–V flow= harvest=IX–X,C,candidate
fl_cu_armoracia_rusticana,хрен,9,IX,autumn,"созревание, жатва/уборка",derived: sow=IV–V flow= harvest=IX–X,C,candidate
fl_cu_armoracia_rusticana,хрен,10,X,autumn,"созревание, жатва/уборка",derived: sow=IV–V flow= harvest=IX–X,C,candidate
fl_cu_armoracia_rusticana,хрен,11,XI,autumn,жнивьё или пар,derived: sow=IV–V flow= harvest=IX–X,C,candidate
fl_cu_armoracia_rusticana,хрен,12,XII,winter,поле под снегом (жнивьё или пар),derived: sow=IV–V flow= harvest=IX–X,C,candidate
fl_cu_humulus_lupulus,хмель,1,I,winter,"покой, голые растения",derived: sow=perennial flow=VIII harvest=VIII–IX,C,candidate
fl_cu_humulus_lupulus,хмель,2,II,winter,"покой, голые растения",derived: sow=perennial flow=VIII harvest=VIII–IX,C,candidate
fl_cu_humulus_lupulus,хмель,3,III,winter,"покой, голые растения",derived: sow=perennial flow=VIII harvest=VIII–IX,C,candidate
fl_cu_humulus_lupulus,хмель,4,IV,spring,"распускание, бутоны",derived: sow=perennial flow=VIII harvest=VIII–IX,C,candidate
fl_cu_humulus_lupulus,хмель,5,V,spring,"распускание, бутоны",derived: sow=perennial flow=VIII harvest=VIII–IX,C,candidate
fl_cu_humulus_lupulus,хмель,6,VI,summer,"распускание, бутоны",derived: sow=perennial flow=VIII harvest=VIII–IX,C,candidate
fl_cu_humulus_lupulus,хмель,7,VII,summer,"распускание, бутоны",derived: sow=perennial flow=VIII harvest=VIII–IX,C,candidate
fl_cu_humulus_lupulus,хмель,8,VIII,summer,сбор урожая,derived: sow=perennial flow=VIII harvest=VIII–IX,C,candidate
fl_cu_humulus_lupulus,хмель,9,IX,autumn,сбор урожая,derived: sow=perennial flow=VIII harvest=VIII–IX,C,candidate
fl_cu_humulus_lupulus,хмель,10,X,autumn,"после сбора, листопад",derived: sow=perennial flow=VIII harvest=VIII–IX,C,candidate
fl_cu_humulus_lupulus,хмель,11,XI,autumn,"после сбора, листопад",derived: sow=perennial flow=VIII harvest=VIII–IX,C,candidate
fl_cu_humulus_lupulus,хмель,12,XII,winter,"покой, голые растения",derived: sow=perennial flow=VIII harvest=VIII–IX,C,candidate
fl_cu_prunus_cerasus,вишня,1,I,winter,"покой, голые растения",derived: sow=perennial flow=V harvest=VII–VIII,C,candidate
fl_cu_prunus_cerasus,вишня,2,II,winter,"покой, голые растения",derived: sow=perennial flow=V harvest=VII–VIII,C,candidate
fl_cu_prunus_cerasus,вишня,3,III,winter,"покой, голые растения",derived: sow=perennial flow=V harvest=VII–VIII,C,candidate
fl_cu_prunus_cerasus,вишня,4,IV,spring,"распускание, бутоны",derived: sow=perennial flow=V harvest=VII–VIII,C,candidate
fl_cu_prunus_cerasus,вишня,5,V,spring,цветение,derived: sow=perennial flow=V harvest=VII–VIII,C,candidate
fl_cu_prunus_cerasus,вишня,6,VI,summer,"рост, завязи",derived: sow=perennial flow=V harvest=VII–VIII,C,candidate
fl_cu_prunus_cerasus,вишня,7,VII,summer,сбор урожая,derived: sow=perennial flow=V harvest=VII–VIII,C,candidate
fl_cu_prunus_cerasus,вишня,8,VIII,summer,сбор урожая,derived: sow=perennial flow=V harvest=VII–VIII,C,candidate
fl_cu_prunus_cerasus,вишня,9,IX,autumn,"после сбора, листопад",derived: sow=perennial flow=V harvest=VII–VIII,C,candidate
fl_cu_prunus_cerasus,вишня,10,X,autumn,"после сбора, листопад",derived: sow=perennial flow=V harvest=VII–VIII,C,candidate
fl_cu_prunus_cerasus,вишня,11,XI,autumn,"после сбора, листопад",derived: sow=perennial flow=V harvest=VII–VIII,C,candidate
fl_cu_prunus_cerasus,вишня,12,XII,winter,"покой, голые растения",derived: sow=perennial flow=V harvest=VII–VIII,C,candidate
fl_cu_malus_domestica,яблоня садовая,1,I,winter,"покой, голые растения",derived: sow=perennial flow=V harvest=VIII–X,C,candidate
fl_cu_malus_domestica,яблоня садовая,2,II,winter,"покой, голые растения",derived: sow=perennial flow=V harvest=VIII–X,C,candidate
fl_cu_malus_domestica,яблоня садовая,3,III,winter,"покой, голые растения",derived: sow=perennial flow=V harvest=VIII–X,C,candidate
fl_cu_malus_domestica,яблоня садовая,4,IV,spring,"распускание, бутоны",derived: sow=perennial flow=V harvest=VIII–X,C,candidate
fl_cu_malus_domestica,яблоня садовая,5,V,spring,цветение,derived: sow=perennial flow=V harvest=VIII–X,C,candidate
fl_cu_malus_domestica,яблоня садовая,6,VI,summer,"рост, завязи",derived: sow=perennial flow=V harvest=VIII–X,C,candidate
fl_cu_malus_domestica,яблоня садовая,7,VII,summer,"рост, завязи",derived: sow=perennial flow=V harvest=VIII–X,C,candidate
fl_cu_malus_domestica,яблоня садовая,8,VIII,summer,сбор урожая,derived: sow=perennial flow=V harvest=VIII–X,C,candidate
fl_cu_malus_domestica,яблоня садовая,9,IX,autumn,сбор урожая,derived: sow=perennial flow=V harvest=VIII–X,C,candidate
fl_cu_malus_domestica,яблоня садовая,10,X,autumn,сбор урожая,derived: sow=perennial flow=V harvest=VIII–X,C,candidate
fl_cu_malus_domestica,яблоня садовая,11,XI,autumn,"после сбора, листопад",derived: sow=perennial flow=V harvest=VIII–X,C,candidate
fl_cu_malus_domestica,яблоня садовая,12,XII,winter,"покой, голые растения",derived: sow=perennial flow=V harvest=VIII–X,C,candidate
