# Authored selection seed (candidate). One row per catalog item. Separator: '|'. Lines starting with '#' are comments.
# Columns: it_id|file|name_ru|name_en|cat|subcat|group|materials|technique|size|unit|mass|functions|owners|value|carry|marks|text_slot|master|v5|container|wk|bib|conf|note
# cat: v5 object code (cat_item_object_<cat>_v1) or proposed new code. mass: blank = v5 template mass; a:<v5 tpl> = mass of analogous v5 template; b = size-band default (policy). conf blank = derived from master/v5 evidence.
# marks: own=owner sign, mk=maker mark/stamp, orn=ornament, rep=repair, wear=wear, dmg=damage, ins=inscription slot (text only from pool). 'none' = typical item without distinguishing marks.
it_id|file|name_ru|name_en|cat|subcat|group|materials|technique|size|unit|mass|functions|owners|value|carry|marks|text_slot|master|v5|container|wk|bib|conf|note
it_hh_key_bunch|household|Связка ключей на шнуре|bunch of keys on a cord|key_bunch|locks_keys|HH_LOCKS|iron;leather|assembled|small|set|b|carrying_keys|woman_of_household;household_member;trader|ordinary|belt|own;wear;dmg|none|OMI01897;OMI01898;OMI01899|||claim:population-leather-straps|SRC032;SRC105||
it_hh_clay_whorl|household|Глиняное пряслице|clay spindle whorl|spindle_whorl|spinning|HH_TEXTILE_WORK|clay|fired_clay|tiny|piece|a:spindle_whorl|weighting_spindle|woman_of_household|trifle|pouch|orn;wear;dmg|none|CRF0132;OMI01029|spindle_whorl||claim:household-spindle-whorl|SRC045||
it_hh_slate_whorl|household|Шиферное (каменное) пряслице|slate spindle whorl|spindle_whorl|spinning|HH_TEXTILE_WORK|stone|ground_stone;drilled|tiny|piece||weighting_spindle|woman_of_household|ordinary|pouch|own;orn;ins;wear;dmg|TXT_WHORL_OWNER|CRF0134;OMI01130;OMI01131|spindle_whorl||claim:household-spindle-whorl|BIB_WHORL;BIB_MEDYNTSEVA||Овручский шифер; владельческие надписи на пряслицах (в т. ч. новгородская находка) — BIB_WHORL.
it_hh_spindle|household|Деревянное веретено|wooden spindle|spindle|spinning|HH_TEXTILE_WORK|wood|carved;turned_on_lathe|small|piece||spinning|woman_of_household|trifle|not_carried|wear;dmg|none|CRF0133|spindle||claim:household-utensil-wood|SRC005||
it_hh_distaff|household|Прялка (лопасть с донцем)|distaff|distaff|spinning|HH_TEXTILE_WORK|wood|carved|hand|piece||holding_fibre|woman_of_household|ordinary|not_carried|own;orn;rep;wear;dmg|TXT_WOOD_OWNER_POSSESSIVE|CRF0028;CRF0135|distaff||claim:household-utensil-wood|SRC005;SRC006|C|Master CRF0028/CRF0135 = C; форма осторожная.
it_hh_fiber_comb|household|Гребень для расчёсывания волокна|fibre comb|fiber_comb|fibre_preparation|HH_TEXTILE_WORK|wood;iron|carved|hand|piece||combing_flax;combing_wool|woman_of_household|ordinary|not_carried|wear;dmg;rep|none|CRF0127|fiber_comb||claim:clothing-linen|SRC005||
it_hh_scutcher|household|Трепало для льна|flax scutcher|flax_scutcher|fibre_preparation|HH_TEXTILE_WORK|wood|carved|hand|piece|b|scutching_flax|woman_of_household|trifle|not_carried|wear;dmg|none|CRF0128|||claim:material-water-linen-flax-origin|SRC005||
it_hh_reel|household|Мотовило|yarn reel|reel_winder|spinning|HH_TEXTILE_WORK|wood|carved;assembled|medium|piece|b|winding_yarn|woman_of_household|trifle|not_carried|wear;dmg|none|CRF0139|||claim:household-utensil-wood|SRC005||
it_hh_shuttle|household|Ткацкий челнок|weaving shuttle|weaving_shuttle|weaving|HH_TEXTILE_WORK|wood|carved|small|piece||weaving|woman_of_household|trifle|not_carried|orn;wear;dmg|none|CRF0143|weaving_shuttle||claim:household-utensil-wood|SRC005||
it_hh_loom_weight|household|Ткацкое грузило|loom weight|loom_weight|weaving|HH_TEXTILE_WORK|clay;stone|fired_clay;ground_stone|small|piece|b|tensioning_warp|woman_of_household|trifle|not_carried|wear;dmg|none|CRF0052|||claim:household-spindle-whorl|SRC045||
it_hh_tablet_card|household|Дощечки для ткачества поясов|tablet-weaving cards|tablet_weaving_card|weaving|HH_TEXTILE_WORK|wood;bone_or_antler|carved|tiny|set|b|weaving_bands|woman_of_household|trifle|pouch|orn;wear|none|CRF0083|||claim:clothing-linen-plain-or-twill|SRC005||
it_hh_tow|household|Кудель (подготовленное волокно)|prepared fibre (tow)|flax_tow_bundle|fibre_preparation|HH_TEXTILE_WORK|flax;wool|prepared|small|bundle|b|spinning_stock|woman_of_household|trifle|not_carried|none|none|CRF0034|||claim:material-water-linen-flax-origin;claim:clothing-wool|SRC045||
it_hh_iron_needle|household|Железная швейная игла|iron sewing needle|sewing_needle|sewing|HH_SEWING|iron|forged_or_drawn;pierced_eye|tiny|piece||sewing|woman_of_household;craftsman|trifle|pouch|dmg|none|HOU0034;MSC0020|sewing_needle||claim:population-material-iron-rust|SRC032||
it_hh_bone_needle|household|Костяная игла|bone needle|sewing_needle|sewing|HH_SEWING|bone_or_antler|carved;pierced_eye|tiny|piece|a:sewing_needle|sewing;netting|woman_of_household|trifle|pouch|dmg|none|HOU0035;OMI00925;OMI00926|sewing_needle||wk:material_culture:novgorod-wood-bone-horn-classes|SRC005||
it_hh_needle_case|household|Костяная игольница|bone needle case|needle_case|sewing|HH_SEWING|bone_or_antler;wood|carved|tiny|piece|b|keeping_needles|woman_of_household|ordinary|belt;pouch|own;orn;wear;dmg|none|HOU0038;OMI01878;OMI01879||needle_case|wk:material_culture:novgorod-wood-bone-horn-classes|SRC005||
it_hh_thimble|household|Металлический напёрсток|metal thimble|thimble|sewing|HH_SEWING|copper_alloy;iron|cast;forged|tiny|piece|b|sewing|woman_of_household;craftsman|trifle|pouch|wear;dmg|none|HOU0042|||claim:casting-bronze|SRC062||
it_hh_shears|household|Пружинные ножницы|spring shears|shears|sewing|HH_SEWING|iron;steel_edge|forged;spring_blades|hand|piece||cutting_cloth;cutting_hair;shearing|woman_of_household;craftsman|ordinary|pouch|mk;rep;wear;dmg|none|CRF0140|shears||claim:harvest-sheep-shearing-scissors|SRC032||
it_hh_thread_skein|household|Моток ремонтной нити|skein of mending thread|thread_skein|sewing|HH_SEWING|linen;wool|twisted_fiber|tiny|piece|b|mending|woman_of_household;traveller|trifle|pouch|none|none|OMI01867;OMI01868;OMI01871|||wk:material_culture:textile-thread;claim:candle-thread-wick|SRC045||
it_hh_patch_kit|household|Набор тканевых заплат|set of cloth patches|patch_kit|sewing|HH_SEWING|linen;wool;leather|cut|tiny|set|b|mending|woman_of_household;traveller|trifle|pouch|none|none|OMI01872;OMI01873;OMI01876|||claim:clothing-linen|SRC045||
it_hh_awl|household|Шило с деревянной рукоятью|awl with wooden handle|awl|sewing|HH_SEWING|iron;wood|forged;wooden_haft|tiny|piece||piercing_leather;piercing_bark|household_member;craftsman|trifle|pouch|wear;dmg|none|HOU0049|awl||claim:population-leather-straps|SRC032||
it_hh_whetstone|household|Малый точильный брусок|small whetstone|whetstone|maintenance|HH_TOOLS_SMALL|stone|ground_stone;pierced|tiny|piece|b|sharpening|household_member;craftsman;traveller;service_retainer|trifle|belt|wear;dmg|none|HOU0005;MIL0011;OMI01118;OMI01120;OMI01121|||claim:stone-whetstone-edge-maintenance;claim:stone-grinding-metal-use|SRC032||
it_hh_iron_hook|household|Бытовой железный крюк|household iron hook|iron_hook|fittings|HH_TOOLS_SMALL|iron|forged|small|piece|b|hanging|household_member|trifle|not_carried|wear;dmg|none|HOU0033|||claim:population-material-iron-rust|SRC032||
it_hh_peg_clamp|household|Деревянная прищепка-зажим|wooden clamp peg|clamp_peg|fittings|HH_TOOLS_SMALL|wood|carved|tiny|piece|b|clamping;hanging|household_member|trifle|not_carried|wear;dmg|none|HOU0029|||claim:household-utensil-wood|SRC005||
it_hh_rope|household|Пеньковая или льняная верёвка|hemp or flax rope|rope|cordage|HH_TOOLS_SMALL|hemp;flax|twisted_fiber|medium|piece||tying;hauling|household_member|trifle|not_carried|rep;wear;dmg|none|HOU0018;MSC0029;MSC0015|rope||claim:population-processes-hemp-cordage|SRC045||
it_hh_cord|household|Тонкий шнур|thin cord|cord|cordage|HH_TOOLS_SMALL|linen;hemp;wool|twisted_fiber|tiny|piece|b|tying;hanging|household_member|trifle|pouch|wear|none|HOU0046;OMI01890|||claim:population-weight-cord|SRC045||
it_hh_leather_strap|household|Хозяйственный кожаный ремешок|leather strap|leather_strap|cordage|HH_TOOLS_SMALL|leather|cut|tiny|piece|b|tying;fastening|household_member|trifle|pouch|wear;dmg|none|HOU0004;OMI00477|||claim:population-leather-straps|SRC061;SRC105||
it_hh_repair_clamp|household|Железная ремонтная скоба|iron repair clamp|iron_clamp|fittings|HH_TOOLS_SMALL|iron|forged|tiny|piece|b|repairing_wood;joining|household_member;craftsman|trifle|not_carried|none|none|HOU0032|||claim:household-boat-repair-clamp;claim:construction-iron-clamp-caulking|SRC032||
it_ps_comb_double|personal|Двусторонний костяной гребень (составной)|double-sided composite bone comb|comb|grooming|PS_GROOMING|bone_or_antler;iron|carved;riveted|small|piece|a:comb|combing_hair|household_member;woman_of_household|ordinary|pouch;belt|own;orn;rep;wear;dmg;ins|TXT_OBJECT_OWNER_GRAFFITO|HOU0026;OMI00904;OMI00907;OMI00908;OMI00909;OMI01858|comb||wk:material_culture:novgorod-wood-bone-horn-classes|SRC005;SRC006;BIB_MEDYNTSEVA||
it_ps_comb_single|personal|Односторонний костяной гребень|single-sided bone comb|comb|grooming|PS_GROOMING|bone_or_antler;iron|carved;riveted|small|piece|a:comb|combing_hair|household_member|ordinary|pouch;belt|own;orn;rep;wear;dmg;ins|TXT_OBJECT_OWNER_GRAFFITO|HOU0027;OMI00906;OMI00909|comb||wk:material_culture:novgorod-wood-bone-horn-classes|SRC005;SRC006;BIB_MEDYNTSEVA||
it_ps_comb_wood|personal|Деревянный гребень|wooden comb|comb|grooming|PS_GROOMING|wood|carved|small|piece||combing_hair|household_member|trifle|pouch|own;orn;wear;dmg|none||comb||wk:material_culture:novgorod-wood-bone-horn-classes|SRC005;SRC006|B|Тип по v5 comb (дерево) и Колчину 1968/1971.
it_ps_comb_case|personal|Кожаный чехол для гребня|leather comb case|comb_case|grooming|PS_GROOMING|leather|sewn|tiny|piece|b|protecting_comb|household_member|trifle|belt;pouch|orn;wear;dmg|none|OMI01859|||claim:population-leather-case|SRC105|C|Master OMI01859 = C.
it_ps_razor|personal|Бритва|razor|razor|grooming|PS_GROOMING|iron;steel_edge|forged;ground_edge|small|piece||shaving|household_member;service_retainer;elite|ordinary|pouch|mk;wear;dmg|none||razor||claim:population-joining-steel-quench|SRC032|B|Тип по v5 razor.
it_ps_mirror|personal|Металлическое зеркальце|small metal mirror|metal_mirror|grooming|PS_GROOMING|copper_alloy;tin_or_lead_alloy|cast;polished_surface|small|piece||looking;display|woman_of_household;elite|valued|pouch|orn;wear;dmg|none||metal_mirror||claim:casting-bronze|SRC062|B|Тип по v5 metal_mirror.
it_ps_belt_knife|personal|Поясной нож с прямой спинкой|belt knife with straight back|utility_knife|knives|PS_KNIFE|iron;steel_edge;wood;bone_or_antler|forged;wooden_haft|hand|piece||cutting;eating;work|household_member;craftsman;traveller;fisher;service_retainer|ordinary|belt|own;mk;orn;rep;wear;dmg|none|WPN0014;WPN0013;OMI00052|utility_knife||claim:stone-whetstone-edge-maintenance;claim:population-joining-steel-quench|SRC032;SRC104||
it_ps_knife_sheath|personal|Кожаные ножны ножа|leather knife sheath|knife_sheath|knives|PS_KNIFE|leather|sewn;fitted_sheath|tiny|piece|b|holding_knife|household_member;craftsman;traveller|trifle|belt|own;orn;rep;wear;dmg|none|WPN0015;HOU0037;MIL0017;OMI00492;OMI00493;OMI00494||knife_sheath|claim:population-leather-case|SRC061;SRC105||
it_ps_western_knife|personal|Нож западного производства с клеймом|stamped western-made knife|utility_knife|knives|PS_KNIFE|iron;steel_edge;wood|forged;stamped|hand|piece|a:utility_knife|cutting|trader;foreign_merchant|valued|belt|mk;own;wear;dmg|TXT_MAKER_STAMP_SIGN|FRN0024|utility_knife||claim:novgorod-urban-metalworking|SRC049;SRC051;SRC075||
it_ps_scribe_knife|personal|Нож писца|scribe's knife|scribe_knife|writing|PS_WRITING|iron;steel_edge;wood;bone_or_antler|forged;wooden_haft|small|piece|a:carving_knife|trimming_quill;scraping_parchment|scribe_literate;clergy_monastic|ordinary|pouch|own;mk;wear;dmg|none|WRT0026|||claim:population-joining-steel-quench|SRC026||
it_ps_leather_purse|personal|Малый кожаный кошель с завязкой|small leather drawstring purse|drawstring_pouch|carry|PS_CARRY|leather|sewn;drawstring|tiny|piece|b|carrying_money;carrying_small_items|household_member;trader;traveller|trifle|belt|own;orn;rep;wear;dmg|none|OMI01880;OMI00490;OMI00491;OMI01882;OMI01883;OMI01884||drawstring_pouch|claim:population-leather-case;claim:novgorod-leather-items|SRC061;SRC105||
it_ps_cloth_purse|personal|Тканевый кошелёк с завязкой|cloth drawstring purse|drawstring_pouch|carry|PS_CARRY|linen;wool|sewn;drawstring|tiny|piece|b|carrying_small_items|household_member;woman_of_household|trifle|belt|own;rep;wear;dmg|none|OMI01881||drawstring_pouch|claim:clothing-linen|SRC045||
it_ps_belt_pouch|personal|Поясная кожаная сумка с клапаном|leather belt pouch with flap|flap_belt_pouch|carry|PS_CARRY|leather|sewn;flap_closure|small|piece|b|carrying_small_items;carrying_fire_kit|household_member;trader;traveller;service_retainer|ordinary|belt|own;orn;rep;wear;dmg|none|MIL0021;OMI00486;OMI00487;OMI00488;OMI00451||flap_belt_pouch|claim:population-leather-case;claim:novgorod-leather-items|SRC105;SRC061||
it_ps_small_bag|personal|Мешочек для мелочей|small pouch for oddments|small_soft_bag|carry|PS_CARRY|linen;leather|sewn|tiny|piece|b|carrying_small_items|household_member;traveller|trifle|belt;bag|wear;dmg|none|HOU0041||small_soft_bag|claim:population-leather-case|SRC105||
it_ps_tool_case|personal|Кожаный чехол малого инструмента|leather case for small tool|tool_case|carry|PS_CARRY|leather|sewn;fitted_sheath|tiny|piece|b|protecting_tool|craftsman|trifle|belt|own;orn;wear;dmg|none|HOU0037;OMI01889;OMI00495;OMI00496|||claim:population-leather-case|SRC105||
it_ps_western_bag|personal|Кожаная купеческая сумка западной работы|western-made merchant's leather bag|merchant_bag_western|carry|PS_CARRY|leather|sewn|hand|piece|b|carrying_goods;carrying_documents|foreign_merchant;trader|valued|shoulder|orn;wear;dmg|none|FRN0030|||claim:novgorod-leather-items|SRC075;SRC049||
it_ps_travel_bag|personal|Дорожный мешок|travel sack|travel_sack|carry|PS_CARRY|linen;hemp;leather|sewn;drawstring|medium|piece|b|carrying_belongings|traveller;service_retainer|trifle|back|own;rep;wear;dmg|none|MIL0025||sack|claim:trade-economy-batch-03-packaging-division-uses-material-and-space-per-carried-unit|SRC036||
it_ps_wooden_flask|personal|Деревянная походная фляга|wooden travel flask|flask_wood|carry|PS_CARRY|wood|staved;carved|hand|piece|b|carrying_drink|traveller;service_retainer|ordinary|belt;shoulder|own;orn;rep;wear;dmg|none|MIL0016|||claim:household-utensil-wood|SRC005||
it_ps_leather_flask|personal|Кожаная фляга|leather flask|flask_leather|carry|PS_CARRY|leather|sewn|hand|piece|b|carrying_drink|traveller|ordinary|belt;shoulder|wear;dmg;rep|none|MIL0010|||claim:population-leather-case|SRC105|C|Master MIL0010 = C.
it_ps_fire_kit|personal|Огнивный набор в мешочке (кресало, кремень, трут)|fire-making kit in pouch|fire_kit|fire_making|PS_FIRE_KIT|iron;stone;tinder_fungus;leather|assembled|tiny|set|b|striking_fire|household_member;traveller;fisher;service_retainer|ordinary|belt;pouch|own;wear|none|HOU0011;HOU0012;INT0033;INT0040|||claim:ha-firesteel-ignition|SRC032|B|Набор как сочетание засвидетельствованных вещей (кресало, кремень, трут); сам комплект — вывод.
it_ps_iron_stylus|personal|Железное писало с лопаточкой|iron stylus with spatula head|stylus|writing|PS_WRITING|iron|forged|tiny|piece||writing_on_birch_bark;writing_on_wax|scribe_literate;trader;clergy_monastic;child;household_member|ordinary|belt;pouch|mk;orn;wear;dmg|none|WRT0027|stylus||claim:candidate-v7-museum-x-xvii-novgorod-archaeological-collection|SRC026;SRC027;SRC073||
it_ps_bone_stylus|personal|Костяное писало|bone stylus|stylus|writing|PS_WRITING|bone_or_antler|carved|tiny|piece|a:stylus|writing_on_birch_bark;writing_on_wax|scribe_literate;child;household_member|trifle|pouch|orn;wear;dmg|none|WRT0028;OMI00934;OMI00935|stylus||claim:candidate-v7-museum-x-xvii-novgorod-archaeological-collection|SRC026;SRC027||
it_ps_bark_sheet_blank|personal|Подготовленная пластина бересты для письма|prepared birch-bark writing sheet|birch_bark_sheet|writing|PS_WRITING|birch_bark|prepared|tiny|piece||writing_surface|scribe_literate;trader;household_member|trifle|pouch|none|none|WRT0020;OMI01637;OMI01638;OMI01639;OMI01640;OMI01654|birch_bark_sheet||claim:gramota-73-debt-record|SRC027;SRC081||
it_ps_bark_letter|personal|Берестяная грамота с процарапанным текстом|incised birch-bark letter|birch_bark_letter|writing|PS_WRITING|birch_bark|written_on_birch_bark|tiny|piece|a:birch_bark_sheet|message;record;debt_note|scribe_literate;trader;household_member;woman_of_household|trifle|pouch|ins;wear;dmg|TXT_BIRCHBARK_GENRE|WRT0002;WRT0003;OMI01647;OMI01648;OMI01649;OMI01650;OMI01651|birch_bark_sheet||claim:gramota-73-debt-record;claim:gramota-73-grivna-term|SRC027;SRC030;SQL_BIRCHBARK||Текст грамоты — только из пула/сущностей (D9); жанр выбирает код.
it_ps_child_bark|personal|Берестяной учебный рисунок или азбука ребёнка|child's birch-bark drawing or alphabet|birch_bark_letter|play_learning|PS_PLAY|birch_bark|written_on_birch_bark|tiny|piece|a:birch_bark_sheet|learning_letters;play|child|trifle|pouch|ins;wear;dmg|TXT_ABECEDARIUM|MUS0027;OMI01643;OMI01644|||claim:candidate-v7-museum-x-xvii-novgorod-archaeological-collection|SRC073;SRC027||
it_ps_wax_tablet|personal|Восковая табличка (цера)|wax tablet|wax_tablet|writing|PS_WRITING|wood;beeswax|carved;wax_filled|small|piece|b|writing_on_wax;learning|scribe_literate;clergy_monastic;child|ordinary|bag|own;orn;wear;dmg|none|WRT0016;OMI01658;OMI01663;OMI01662|||claim:candidate-v7-museum-x-xvii-novgorod-archaeological-collection;claim:population-joining-wax-soften|SRC026||
it_ps_wax_diptych|personal|Диптих из вощёных дощечек|wax-tablet diptych|wax_tablet|writing|PS_WRITING|wood;beeswax;leather|carved;wax_filled;assembled|small|set|b|writing_on_wax|scribe_literate;clergy_monastic|ordinary|bag|own;orn;wear;dmg|none|WRT0017;OMI01664;OMI01665|||claim:population-joining-wax-soften|SRC026|C|Master WRT0017 = C.
it_ps_wax_lump|personal|Кусок воска для таблички или печати|lump of wax for tablet or seal|wax_lump|writing|PS_WRITING|beeswax|moulded_or_cut|tiny|portion|a:beeswax|refilling_tablet;sealing|scribe_literate|trifle|pouch|none|none|WRT0018|beeswax||claim:population-joining-wax-soften|SRC026||
it_ps_inkwell_horn|personal|Роговая чернильница|horn inkwell|inkwell|writing|PS_WRITING|horn|carved|small|piece|b|holding_ink|scribe_literate;clergy_monastic|ordinary|not_carried|wear;dmg|none|WRT0007|||wk:material_culture:novgorod-wood-bone-horn-classes|SRC026|C|Master WRT0007 = C.
it_ps_inkwell_ceramic|personal|Керамическая чернильница|ceramic inkwell|inkwell|writing|PS_WRITING|clay|fired_clay|small|piece|b|holding_ink|scribe_literate;clergy_monastic|ordinary|not_carried|wear;dmg|none|WRT0008|||claim:household-ceramic-vessel|SRC026|C|Master WRT0008 = C.
it_ps_quill|personal|Птичье перо для письма|writing quill|quill|writing|PS_WRITING|feather|cut|tiny|piece|b|writing_with_ink|scribe_literate;clergy_monastic|trifle|not_carried|wear|none|WRT0024|||claim:pigment-carbon-black-pigment|SRC026||
it_ps_parchment|personal|Лист пергамента|parchment leaf|parchment_leaf|writing|PS_WRITING|parchment|prepared|tiny|piece|b|writing_surface|scribe_literate;clergy_monastic|valued|not_carried|ins;wear;dmg|TXT_DOCUMENT_ENTITY_REF|WRT0025|||claim:material-water-rawhide-wet-dry|SRC026||
it_ps_codex|personal|Рукописная книга|manuscript codex|codex|writing|PS_WRITING|parchment;wood;leather;copper_alloy|sewn;bound|medium|piece|b|reading;liturgy|clergy_monastic;elite|costly|not_carried|own;orn;rep;wear;dmg;ins|TXT_DOCUMENT_ENTITY_REF|WRT0023;WRT0004;WRT0021;WRT0022|||claim:candidate-v7-museum-x-xvii-novgorod-archaeological-collection|SRC026||
it_ps_tally_stick|personal|Счётная палочка с зарубками (бирка)|notched tally stick|tally_stick|trade_admin|PS_TRADE_ADMIN|wood|carved;notched|tiny|piece|b|counting;recording_debt|trader;household_member;craftsman|trifle|pouch|own;ins;wear;dmg|TXT_TALLY_NOTCH|OMI01611;OMI01612;OMI01614;OMI01610;TRD0033;WRT0029;WRT0005;HOU0045|||claim:gramota-73-debt-record|BIB_BIRKI_NKJ;BIB_BIRKI_BRE|B|Около 600 бирок из раскопок Новгорода (BIB_BIRKI_BRE); master-строки частично C.
it_ps_owner_tag|personal|Деревянная бирка-этикетка с владельческим знаком|wooden owner-mark tag|owner_tag|trade_admin|PS_TRADE_ADMIN|wood|carved;pierced|tiny|piece|b|marking_goods|trader;household_member|trifle|not_carried|own;wear;dmg|TXT_OWNER_SIGN|OMI01613;OMI01607;OMI01608;OMI01620|||claim:trade-economy-batch-03-packaging-material-and-closure-affect-handling-conditionally|BIB_BIRKI_BRE;SRC005||
it_ps_bark_label|personal|Берестяная товарная бирка-записка|birch-bark goods label|bark_label|trade_admin|PS_TRADE_ADMIN|birch_bark|written_on_birch_bark;pierced|tiny|piece|a:birch_bark_sheet|labelling_goods|trader|trifle|not_carried|ins;wear;dmg|TXT_BIRCHBARK_LABEL|TRD0032;OMI01617;OMI01656;OMI01615;OMI01616|||claim:transport-boat-cargo-dispatch|SRC027;SRC081||
it_ps_lead_plomb|personal|Свинцовая товарная пломба на шнуре|lead trade seal on cord|lead_plomb|trade_admin|PS_TRADE_ADMIN|lead|cast;impressed_or_moulded|tiny|piece|a:seal|sealing_goods;duty_mark|trader;authority_agent|trifle|not_carried|ins;wear;dmg|TXT_PLOMB_SIGN|TRD0028;OMI01622;OMI01621;MSC0021|seal||claim:casting-lead|SRC053;BIB_PLOMBY_IARAN;BIB_SHM_PLOMBA||Пик бытования — XII в., спад в начале XIII в. (BIB_PLOMBY_IARAN): на 1230 г. чаще как потерянная или старая находка.
it_ps_lead_bulla|personal|Свинцовая вислая печать|lead bulla|lead_bulla|trade_admin|PS_TRADE_ADMIN|lead;cord|impressed_or_moulded|tiny|piece|a:seal|authenticating_document|authority_agent;clergy_monastic|valued|not_carried|ins;wear;dmg|TXT_BULLA_ENTITY_REF|WRT0014;TRD0054|seal||claim:casting-lead|SRC053;SRC087||
it_ps_folding_balance|personal|Складные весы в футляре|folding balance in case|folding_balance|trade_admin|PS_TRADE_ADMIN|copper_alloy;leather|assembled;cast|hand|piece||weighing_silver;weighing_goods|trader|valued|belt;pouch|own;mk;orn;rep;wear;dmg|none|TRD0038;TRD0037;TRD0039;OMI01625;OMI01629|folding_balance||claim:trade-economy-batch-03-payment-metal-portions-can-be-kept-separated-for-comparison|SRC053;SRC049||
it_ps_weight_cubo|personal|Бронзовая гирька кубооктаэдрической формы|cubo-octahedral bronze weight|weight|trade_admin|PS_TRADE_ADMIN|copper_alloy;iron|cast|tiny|piece|b|weighing|trader|ordinary|pouch|ins;wear;dmg|TXT_WEIGHT_DENOMINATION|TRD0040|weight_set||claim:trade-economy-batch-03-payment-metal-can-be-inspected-for-visible-material-condition|SRC049;SRC053||
it_ps_weight_barrel|personal|Бочонковидная гирька|barrel-shaped weight|weight|trade_admin|PS_TRADE_ADMIN|iron;copper_alloy|cast;forged|tiny|piece|b|weighing|trader|ordinary|pouch|ins;wear;dmg|TXT_WEIGHT_DENOMINATION|TRD0055;TRD0041|weight_set||claim:trade-economy-batch-03-payment-metal-can-be-inspected-for-visible-material-condition|SRC049;SRC053||
it_ps_weight_bag|personal|Мешочек для гирек|pouch for weights|weight_pouch|trade_admin|PS_TRADE_ADMIN|leather;linen|sewn;drawstring|tiny|piece|b|keeping_weights|trader|trifle|belt|wear;dmg|none|OMI01624||drawstring_pouch|claim:population-leather-case|SRC105||
it_ps_pectoral_cross|personal|Нательный крест|pectoral cross|pectoral_cross|religious|PS_RELIGIOUS|copper_alloy;stone;wood;silver;bone_or_antler|cast;carved|tiny|piece||devotion;protection|household_member;child;clergy_monastic|trifle|neck|orn;wear;dmg;ins|TXT_CROSS_FORMULA|REL0008|pectoral_cross||claim:casting-bronze|SRC062;BIB_ENKOLPION||
it_ps_encolpion|personal|Крест-энколпион|reliquary cross (encolpion)|encolpion|religious|PS_RELIGIOUS|copper_alloy;silver|cast;hinged|small|piece|b|devotion;holding_relic|clergy_monastic;elite;household_member|valued|neck|orn;wear;dmg;ins|TXT_CROSS_FORMULA|REL0009|||claim:casting-bronze|SRC062;SRC063;BIB_ENKOLPION||
it_ps_stone_icon|personal|Каменная нательная иконка|small stone pectoral icon|pectoral_icon|religious|PS_RELIGIOUS|stone|carved|tiny|piece|b|devotion|household_member;clergy_monastic;elite|valued|neck|orn;wear;dmg;ins|TXT_ICON_SAINT_LABEL||||wk:material_culture:novgorod-wood-bone-horn-classes|BIB_NIKOLAEVA1983|B|Мелкая каменная пластика XI–XV вв. (нательные иконки, змеевики) — САИ Е1-60.
it_ps_zmeevik|personal|Змеевик (медальон-оберег)|zmeevik amulet medallion|zmeevik|religious|PS_RELIGIOUS|copper_alloy;stone|cast;carved|small|piece|b|devotion;protection|household_member;elite|valued|neck|orn;wear;dmg|none||||claim:casting-bronze|BIB_NIKOLAEVA1983|B|Змеевики учтены в своде Николаевой (камень); литые медные — в Седова 1981 (SRC062) не проверено, поэтому материал медь — с осторожностью.
it_ps_home_icon|personal|Деревянная домашняя икона|wooden home icon|icon_wood|religious|PS_RELIGIOUS|wood;gesso;pigment|painted|hand|piece|b|devotion|household_member;clergy_monastic|valued|not_carried|orn;wear;dmg;rep;ins|TXT_ICON_SAINT_LABEL|REL0001|||claim:pigment-red-ochre;claim:pigment-carbon-black-pigment|SRC021||
it_ps_hand_bell|personal|Малый колокольчик-бубенчик|small bell|small_bell|sound|PS_MUSIC|copper_alloy|cast|tiny|piece|b|signalling;decoration|child;household_member|trifle|belt;neck|wear;dmg|none|MUS0006;REL0003|||claim:casting-bronze|SRC062||
it_ps_chess_rook|personal|Шахматная ладья|chess rook|chess_piece|games|PS_PLAY|bone_or_antler;wood|carved|tiny|piece|b|playing_chess|household_member;elite;trader|ordinary|pouch|orn;wear;dmg|none|MUS0001|||wk:material_culture:candidate-v7-novgorod-play-artefacts|SRC005;SRC006||
it_ps_chess_pawn|personal|Шахматная пешка|chess pawn|chess_piece|games|PS_PLAY|bone_or_antler;wood|carved;turned_on_lathe|tiny|piece|b|playing_chess|household_member;elite;trader|trifle|pouch|wear;dmg|none|MUS0002|||wk:material_culture:candidate-v7-novgorod-play-artefacts|SRC005||
it_ps_chess_king|personal|Шахматная фигура короля или ферзя абстрактной формы|abstract chess king/queen|chess_piece|games|PS_PLAY|bone_or_antler;wood|carved|tiny|piece|b|playing_chess|household_member;elite;trader|ordinary|pouch|orn;wear;dmg|none|MUS0003|||wk:material_culture:candidate-v7-novgorod-play-artefacts|SRC005||
it_ps_die|personal|Кубическая игральная кость|cubic die|dice|games|PS_PLAY|bone_or_antler|carved;drilled_dots|tiny|piece|b|gaming|household_member;service_retainer;traveller|trifle|pouch|wear;dmg|none|MUS0004;OMI00939;OMI00940|||wk:material_culture:candidate-v7-novgorod-play-artefacts|SRC005||
