table_name,column_name,data_type,nullable,key,references,check_or_enum,purpose,source_basis
party_map_knowledge,first_learned_at,TEXT,yes,,,,Game time.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_map_knowledge,last_confirmed_at,TEXT,yes,,,,Game time.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_map_knowledge,visible_description,TEXT,yes,,,,What UI/prose may show.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_map_knowledge,false_or_outdated_notes,TEXT,yes,,,,Why wrong/outdated; hidden unless character can know.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_route_journal,id,TEXT,no,PK,,,Stable technical identifier; code may use deterministic IDs or generated IDs.,technical key
party_route_journal,party_id,TEXT,no,FK,party_state(id),,Party scope; every mutable row belongs to one saved party.,party DB separation
party_route_journal,created_at,TIMESTAMPTZ,no,,,DEFAULT now(),"Real system timestamp for audit, not game time.",technical audit
party_route_journal,updated_at,TIMESTAMPTZ,no,,,DEFAULT now(),"Real system timestamp for audit, not game time.",technical audit
party_route_journal,character_id,TEXT,no,FK,party_player_characters(id),,Mover.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_route_journal,from_node_id,TEXT,yes,FK,party_graph_nodes(id),,Start node.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_route_journal,to_node_id,TEXT,yes,FK,party_graph_nodes(id),,End node.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_route_journal,edge_id,TEXT,yes,FK,party_graph_edges(id),,Edge used.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_route_journal,started_at_game_time,TEXT,no,,,,Game time.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_route_journal,ended_at_game_time,TEXT,yes,,,,Game time.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_route_journal,travel_time_minutes,NUMERIC,yes,,,,Elapsed minutes.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_route_journal,conditions,JSONB,no,,,DEFAULT {},Conditions applied.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_route_journal,risk_result,JSONB,no,,,DEFAULT {},Risk checks and outcomes.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_route_journal,state_cost,JSONB,no,,,DEFAULT {},Body/item/time costs.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_route_journal,visible_result,TEXT,yes,,,,Player-facing result.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_route_journal,hidden_result,JSONB,no,,,DEFAULT {},Hidden consequences.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_route_journal,notes,TEXT,yes,,,,Audit notes.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_npcs,id,TEXT,no,PK,,,Stable technical identifier; code may use deterministic IDs or generated IDs.,technical key
party_npcs,party_id,TEXT,no,FK,party_state(id),,Party scope; every mutable row belongs to one saved party.,party DB separation
party_npcs,created_at,TIMESTAMPTZ,no,,,DEFAULT now(),"Real system timestamp for audit, not game time.",technical audit
party_npcs,updated_at,TIMESTAMPTZ,no,,,DEFAULT now(),"Real system timestamp for audit, not game time.",technical audit
party_npcs,canonical_npc_id,TEXT,yes,,,logical FK to world_base/historical figures if applicable,Canonical/historical seed if any.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_npcs,profile_type,TEXT,no,,,npc_profile_type,Background/scene/key/group.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_npcs,region_id,TEXT,no,,,logical FK to world_base.regions(id),Region.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_npcs,current_node_id,TEXT,yes,FK,party_graph_nodes(id),,Current node.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_npcs,current_place_id,TEXT,yes,FK,party_places(id),,Current place.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_npcs,current_location_id,TEXT,yes,FK,party_locations(id),,Current location.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_npcs,visible_label,TEXT,yes,,,,What character sees/calls them.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_npcs,known_name,TEXT,yes,,,,Name if known.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_npcs,social_role_id,TEXT,yes,,,logical FK to world_base.region_social_roles(id),Social role.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_npcs,occupation_id,TEXT,yes,,,logical FK to world_base.region_occupations(id),Occupation.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_npcs,status,TEXT,no,,,party_entity_status,NPC lifecycle.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_npcs,body_state,JSONB,no,,,DEFAULT {},Health/conditions if relevant.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_npcs,relationship_state,JSONB,no,,,DEFAULT {},Attitude/obligations toward player and others.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_npcs,knowledge_state,JSONB,no,,,DEFAULT {},What NPC knows; includes rumors/errors.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_npcs,schedule_state,JSONB,no,,,DEFAULT {},Where they go after time passes.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_npcs,current_state,JSONB,no,,,DEFAULT {},Mutable state.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_npcs,hidden_state,JSONB,no,,,DEFAULT {},Hidden motives/facts.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_npcs,is_known_to_character,BOOLEAN,no,,,DEFAULT false,Known layer.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_npcs,is_visible_in_scene,BOOLEAN,no,,,DEFAULT false,Scene visibility.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_npcs,created_by_llm_step,TEXT,yes,,,logical FK to party_llm_steps(id),LLM provenance.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_npcs,created_at_game_time,TEXT,yes,,,,Game-time stamp.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_npcs,updated_at_game_time,TEXT,yes,,,,Game-time stamp.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_items,id,TEXT,no,PK,,,Stable technical identifier; code may use deterministic IDs or generated IDs.,technical key
party_items,party_id,TEXT,no,FK,party_state(id),,Party scope; every mutable row belongs to one saved party.,party DB separation
party_items,created_at,TIMESTAMPTZ,no,,,DEFAULT now(),"Real system timestamp for audit, not game time.",technical audit
party_items,updated_at,TIMESTAMPTZ,no,,,DEFAULT now(),"Real system timestamp for audit, not game time.",technical audit
party_items,canonical_item_template_id,TEXT,yes,,,logical FK to world_base.item_templates(id),Template if any.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_items,item_type,TEXT,yes,,,,Item type/category.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_items,title,TEXT,yes,,,,Visible or technical title.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_items,is_container,BOOLEAN,no,,,DEFAULT false,Container flag.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_items,container_item_id,TEXT,yes,FK,party_items(id),,Parent container item if inside.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_items,owner_type,TEXT,yes,,,,player_character/npc/place/unknown/disputed.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_items,owner_id,TEXT,yes,,,,Owner row ID depending on type.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_items,holder_type,TEXT,yes,,,,Who/what physically holds it.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_items,holder_id,TEXT,yes,,,,Holder row ID depending on type.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_items,place_id,TEXT,yes,FK,party_places(id),,Located at place if not carried.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_items,location_id,TEXT,yes,FK,party_locations(id),,Located at location.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_items,minilocation_id,TEXT,yes,FK,party_minilocations(id),,Located at minilocation.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_items,anchor_id,TEXT,yes,FK,party_scene_anchors(id),,Associated scene anchor.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_items,materialization_reason,TEXT,no,,,,Causal reason for existing in party state.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_items,visibility_state,TEXT,no,,,visibility_state,Visible/hidden/known/suspected.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_items,physical_state,JSONB,no,,,DEFAULT {},"Condition, mass, size, material, marks.",read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_items,ownership_state,JSONB,no,,,DEFAULT {},Owner/holder/right/dispute.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_items,access_state,JSONB,no,,,DEFAULT {},"Can be taken, opened, used.",read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_items,risk_state,JSONB,no,,,DEFAULT {},Theft/legal/social/witness risk.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_items,current_state,JSONB,no,,,DEFAULT {},Mutable item state.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_items,hidden_state,JSONB,no,,,DEFAULT {},Hidden item facts; not sent to prose unless visible.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_items,created_by_llm_step,TEXT,yes,,,logical FK to party_llm_steps(id),LLM provenance.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_items,created_at_game_time,TEXT,yes,,,,Game-time stamp.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_items,updated_at_game_time,TEXT,yes,,,,Game-time stamp.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_inventory_entries,id,TEXT,no,PK,,,Stable technical identifier; code may use deterministic IDs or generated IDs.,technical key
party_inventory_entries,party_id,TEXT,no,FK,party_state(id),,Party scope; every mutable row belongs to one saved party.,party DB separation
party_inventory_entries,created_at,TIMESTAMPTZ,no,,,DEFAULT now(),"Real system timestamp for audit, not game time.",technical audit
party_inventory_entries,updated_at,TIMESTAMPTZ,no,,,DEFAULT now(),"Real system timestamp for audit, not game time.",technical audit
party_inventory_entries,item_id,TEXT,no,FK,party_items(id),,Item.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_inventory_entries,holder_type,TEXT,no,,,,player_character/npc/container/place.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_inventory_entries,holder_id,TEXT,no,,,,Holder ID.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_inventory_entries,location_on_holder,TEXT,yes,,,,"In hand, belt, bag, deep bag, etc.",read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_inventory_entries,quick_access,TEXT,yes,,,,Immediate/short action/needs search.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_inventory_entries,is_equipped,BOOLEAN,no,,,DEFAULT false,Equipped/held.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_inventory_entries,visible_to_character,BOOLEAN,no,,,DEFAULT false,Whether player character can perceive it.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_inventory_entries,started_at_game_time,TEXT,yes,,,,When item entered inventory.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_inventory_entries,ended_at_game_time,TEXT,yes,,,,When removed if historical record retained.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_events,id,TEXT,no,PK,,,Stable technical identifier; code may use deterministic IDs or generated IDs.,technical key
party_events,party_id,TEXT,no,FK,party_state(id),,Party scope; every mutable row belongs to one saved party.,party DB separation
party_events,created_at,TIMESTAMPTZ,no,,,DEFAULT now(),"Real system timestamp for audit, not game time.",technical audit
party_events,updated_at,TIMESTAMPTZ,no,,,DEFAULT now(),"Real system timestamp for audit, not game time.",technical audit
party_events,canonical_event_id,TEXT,yes,,,logical FK to world_base.historical_events(id),Canonical event if any.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_events,event_type,TEXT,yes,,,,Historical/local/deferred/body/road/item/social/etc.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_events,status,TEXT,no,,,party_event_status,Lifecycle of event.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_events,visibility_state,TEXT,no,,,visibility_state,Whether character/player can perceive it.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_events,title,TEXT,yes,,,,Technical or visible title.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_events,cause,TEXT,no,,,,Why event exists.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_events,trigger_condition,TEXT,yes,,,,When/how it activates.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_events,scheduled_game_day,INTEGER,yes,,,,Game day for timer if applicable.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_events,scheduled_minute_of_day,INTEGER,yes,,,CHECK 0-1439,Minute of day if applicable.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_events,current_phase,TEXT,yes,,,,Phase label for historical/local event.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_events,visible_state,JSONB,no,,,DEFAULT {},What can be shown.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_events,hidden_state,JSONB,no,,,DEFAULT {},Hidden causes/processes.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_events,affected_entities,JSONB,no,,,DEFAULT {},"Nodes, NPCs, items, prices, roads affected.",read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_events,consequences_state,JSONB,no,,,DEFAULT {},Applied or pending consequences.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_events,created_by_llm_step,TEXT,yes,,,logical FK to party_llm_steps(id),LLM provenance.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_events,created_at_game_time,TEXT,yes,,,,Game-time stamp.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_events,updated_at_game_time,TEXT,yes,,,,Game-time stamp.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_turns,id,TEXT,no,PK,,,Stable technical identifier; code may use deterministic IDs or generated IDs.,technical key
party_turns,party_id,TEXT,no,FK,party_state(id),,Party scope; every mutable row belongs to one saved party.,party DB separation
party_turns,created_at,TIMESTAMPTZ,no,,,DEFAULT now(),"Real system timestamp for audit, not game time.",technical audit
party_turns,updated_at,TIMESTAMPTZ,no,,,DEFAULT now(),"Real system timestamp for audit, not game time.",technical audit
party_turns,turn_index,INTEGER,no,,,CHECK >=0,Sequential turn number.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_turns,player_input,TEXT,no,,,,Raw player action/request.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_turns,intent_summary,TEXT,yes,,,,Structured intent summary.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_turns,started_at_game_time,TEXT,no,,,,Before action.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_turns,ended_at_game_time,TEXT,yes,,,,After action.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_turns,elapsed_minutes,NUMERIC,yes,,,,Time advanced.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_turns,resolution_state,JSONB,no,,,DEFAULT {},"Checks, consequences, applied changes.",read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_turns,visible_result,TEXT,yes,,,,Player-facing turn result.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_turns,hidden_updates,JSONB,no,,,DEFAULT {},Hidden changes not shown directly.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_turns,llm_step_id,TEXT,yes,,,logical FK to party_llm_steps(id),Main LLM step.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_turns,audit_status,TEXT,yes,,,,Accepted/needs repair/etc.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_journal_entries,id,TEXT,no,PK,,,Stable technical identifier; code may use deterministic IDs or generated IDs.,technical key
party_journal_entries,party_id,TEXT,no,FK,party_state(id),,Party scope; every mutable row belongs to one saved party.,party DB separation
party_journal_entries,created_at,TIMESTAMPTZ,no,,,DEFAULT now(),"Real system timestamp for audit, not game time.",technical audit
party_journal_entries,updated_at,TIMESTAMPTZ,no,,,DEFAULT now(),"Real system timestamp for audit, not game time.",technical audit
party_journal_entries,turn_id,TEXT,yes,FK,party_turns(id),,Turn source.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_journal_entries,character_id,TEXT,yes,FK,party_player_characters(id),,Who knows/remembers it.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_journal_entries,entry_type,TEXT,no,,,,event/memory/rumor/obligation/place/person/item/route.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_journal_entries,visibility_state,TEXT,no,,,visibility_state,Journal visibility.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_journal_entries,truth_status,TEXT,yes,,,,fact/rumor/unknown/false_belief if known to system.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_journal_entries,title,TEXT,yes,,,,Entry title.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_journal_entries,body,TEXT,no,,,,Text stored for journal.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_journal_entries,linked_entities,JSONB,no,,,DEFAULT {},Related nodes/NPC/items/events.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_journal_entries,created_at_game_time,TEXT,no,,,,Game-time stamp.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_llm_steps,id,TEXT,no,PK,,,Stable ID.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_llm_steps,party_id,TEXT,no,FK,party_state(id),,Party scope.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_llm_steps,step_type,TEXT,no,,,,frame/place/npc/item/turn/visibility/prose/memory/repair/etc.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_llm_steps,status,TEXT,no,,,llm_step_status,Processing status.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_llm_steps,input_hash,TEXT,yes,,,,Hash/pointer to prompt input.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_llm_steps,output_hash,TEXT,yes,,,,Hash/pointer to model output.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_llm_steps,safe_visible_output,JSONB,no,,,DEFAULT {},Sanitized visible package if relevant.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_llm_steps,structured_output,JSONB,no,,,DEFAULT {},Accepted structured data.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_llm_steps,validation_errors,JSONB,no,,,DEFAULT [],Validation/repair issues.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_llm_steps,parent_step_id,TEXT,yes,FK,party_llm_steps(id),,Repair parent.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_llm_steps,created_at_game_time,TEXT,yes,,,,Game-time stamp.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_llm_steps,created_at,TIMESTAMPTZ,no,,,DEFAULT now(),Real timestamp.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_llm_steps,updated_at,TIMESTAMPTZ,no,,,DEFAULT now(),Real timestamp.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_validation_issues,id,TEXT,no,PK,,,Stable technical identifier; code may use deterministic IDs or generated IDs.,technical key
party_validation_issues,party_id,TEXT,no,FK,party_state(id),,Party scope; every mutable row belongs to one saved party.,party DB separation
party_validation_issues,created_at,TIMESTAMPTZ,no,,,DEFAULT now(),"Real system timestamp for audit, not game time.",technical audit
party_validation_issues,updated_at,TIMESTAMPTZ,no,,,DEFAULT now(),"Real system timestamp for audit, not game time.",technical audit
party_validation_issues,llm_step_id,TEXT,yes,FK,party_llm_steps(id),,Related LLM step.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_validation_issues,turn_id,TEXT,yes,FK,party_turns(id),,Related turn.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_validation_issues,severity,TEXT,no,,,,info/warning/error/blocker.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_validation_issues,issue_type,TEXT,no,,,,schema/fk/visibility/history/item/npc/map/time.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_validation_issues,message,TEXT,no,,,,Human-readable issue.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_validation_issues,affected_table,TEXT,yes,,,,Table affected.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_validation_issues,affected_row_id,TEXT,yes,,,,Row affected.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_validation_issues,repair_instruction,TEXT,yes,,,,Instruction to LLM or developer.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_validation_issues,resolved_at,TIMESTAMPTZ,yes,,,,Resolution timestamp.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
party_validation_issues,resolution_note,TEXT,yes,,,,Resolution note.,read_only_database_and_graph_architecture.md §14; world_generation_and_turns.txt; movement_locations_regions.txt
